School_Label,ID_Position,ID_Race,CIPFamily,CIPFamilyTitle,Variable,Value,Percentage_School_Position_Race
Georgia,PK,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.25
Georgia,PK,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.25
Georgia,PK,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Georgia,PK,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.25
Georgia,QB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,1
Georgia,QB,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.5
Georgia,QB,C,42,PSYCHOLOGY.,College Major,1,0.25
Georgia,QB,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Georgia,RB,AA,14,ENGINEERING.,College Major,1,0.166666667
Georgia,RB,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.166666667
Georgia,RB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.333333333
Georgia,RB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.333333333
Georgia,RB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Georgia,RB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Georgia,S,C,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.333333333
Georgia,S,C,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Georgia,S,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Georgia,SS,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.5
Georgia,SS,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.5
Georgia,SS,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Georgia,TE,AA,54,HISTORY.,College Major,1,0.5
Georgia,TE,AA,42,PSYCHOLOGY.,College Major,1,0.5
Georgia,TE,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.090909091
Georgia,TE,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.181818182
Georgia,TE,C,13,EDUCATION.,College Major,2,0.181818182
Georgia,TE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.181818182
Georgia,TE,C,54,HISTORY.,College Major,1,0.090909091
Georgia,TE,C,42,PSYCHOLOGY.,College Major,1,0.090909091
Georgia,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.181818182
Georgia,WR,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.25
Georgia,WR,AA,45,SOCIAL SCIENCES.,College Major,1,0.125
Georgia,WR,AA,13,EDUCATION.,College Major,1,0.125
Georgia,WR,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.125
Georgia,WR,AA,50,VISUAL AND PERFORMING ARTS.,College Major,1,0.125
Georgia,WR,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.25
Georgia,WR,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.666666667
Georgia,WR,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.333333333
Kansas State,DB,AA,13,EDUCATION.,College Major,1,0.125
Kansas State,DB,AA,45,SOCIAL SCIENCES.,College Major,6,0.75
Kansas State,DB,AA,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.125
Kansas State,DB,C,13,EDUCATION.,College Major,1,0.25
Kansas State,DB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Kansas State,DB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.5
Kansas State,DB,H,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Kansas State,DE,AA,45,SOCIAL SCIENCES.,College Major,2,1
Kansas State,DE,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.333333333
Kansas State,DE,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.333333333
Kansas State,DE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Kansas State,DL,AA,13,EDUCATION.,College Major,1,0.5
Kansas State,DL,AA,45,SOCIAL SCIENCES.,College Major,1,0.5
Kansas State,DL,C,13,EDUCATION.,College Major,1,0.5
Kansas State,DL,C,14,ENGINEERING.,College Major,1,0.5
Kansas State,DL,PI,45,SOCIAL SCIENCES.,College Major,1,1
Kansas State,DT,PI,45,SOCIAL SCIENCES.,College Major,1,1
Kansas State,FB,C,15,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.2
Kansas State,FB,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.2
Kansas State,FB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.2
Kansas State,FB,C,45,SOCIAL SCIENCES.,College Major,1,0.2
Kansas State,FB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.2
Kansas State,LB,AA,14,ENGINEERING.,College Major,1,0.142857143
Kansas State,LB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.142857143
Kansas State,LB,AA,45,SOCIAL SCIENCES.,College Major,3,0.428571429
Kansas State,LB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.142857143
Kansas State,LB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.142857143
Kansas State,LB,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.166666667
Kansas State,LB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.166666667
Kansas State,LB,C,14,ENGINEERING.,College Major,1,0.166666667
Kansas State,LB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.333333333
Kansas State,LB,C,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.166666667
Kansas State,LS,AA,14,ENGINEERING.,College Major,1,1
Kansas State,LS,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Kansas State,OL,AA,14,ENGINEERING.,College Major,1,0.2
Kansas State,OL,AA,19,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.2
Kansas State,OL,AA,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.2
Kansas State,OL,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.2
Kansas State,OL,AA,45,SOCIAL SCIENCES.,College Major,1,0.2
Kansas State,OL,C,14,ENGINEERING.,College Major,1,0.142857143
Kansas State,OL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.142857143
Kansas State,OL,C,45,SOCIAL SCIENCES.,College Major,3,0.428571429
Kansas State,OL,C,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.,College Major,1,0.142857143
Kansas State,OL,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.142857143
Kansas State,OL,PI,45,SOCIAL SCIENCES.,College Major,1,1
Kansas State,P,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.5
Kansas State,P,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Kansas State,PK,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.2
Kansas State,PK,C,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.2
Kansas State,PK,C,14,ENGINEERING.,College Major,1,0.2
Kansas State,PK,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.4
Kansas State,QB,C,40,PHYSICAL SCIENCES.,College Major,1,0.333333333
Kansas State,QB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.666666667
Kansas State,RB,AA,45,SOCIAL SCIENCES.,College Major,3,0.75
Kansas State,RB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.25
Kansas State,RB,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,1
Kansas State,TE,C,45,SOCIAL SCIENCES.,College Major,1,0.25
Kansas State,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.75
Kansas State,WR,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.5
Kansas State,WR,AA,45,SOCIAL SCIENCES.,College Major,1,0.25
Kansas State,WR,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.25
Kansas State,WR,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.111111111
Kansas State,WR,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.111111111
Kansas State,WR,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.111111111
Kansas State,WR,C,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.111111111
Kansas State,WR,C,14,ENGINEERING.,College Major,1,0.111111111
Kansas State,WR,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.333333333
Kansas State,WR,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.111111111
Louisiana State,CB,AA,14,ENGINEERING.,College Major,1,0.333333333
Louisiana State,CB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.666666667
Louisiana State,DB,AA,13,EDUCATION.,College Major,1,0.5
Louisiana State,DB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Louisiana State,DE,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,0.5
Louisiana State,DE,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,3,0.5
Louisiana State,DE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Louisiana State,DL,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Louisiana State,DL,AA,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Louisiana State,DL,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Louisiana State,DT,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.166666667
Louisiana State,DT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,0.5
Louisiana State,DT,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.333333333
Louisiana State,FB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Louisiana State,FB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisiana State,FB,C,42,PSYCHOLOGY.,College Major,1,0.5
Louisiana State,LB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,4,0.8
Louisiana State,LB,AA,38,PHILOSOPHY AND RELIGIOUS STUDIES.,College Major,1,0.2
Louisiana State,LB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.166666667
Louisiana State,LB,C,30,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.166666667
Louisiana State,LB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.166666667
Louisiana State,LB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,3,0.5
Louisiana State,LS,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,1
Louisiana State,OC,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,1
Louisiana State,OG,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Louisiana State,OG,C,1,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES.",College Major,1,0.5
Louisiana State,OG,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisiana State,OL,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.666666667
Louisiana State,OL,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Louisiana State,OL,C,14,ENGINEERING.,College Major,1,1
Louisiana State,OT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,1
Louisiana State,OT,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Louisiana State,P,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,1
Louisiana State,PK,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisiana State,PK,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Louisiana State,QB,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Louisiana State,QB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Louisiana State,QB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Louisiana State,RB,AA,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.2
Louisiana State,RB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.4
Louisiana State,RB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.4
Louisiana State,S,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,4,0.8
Louisiana State,S,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.2
Louisiana State,S,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Louisiana State,TE,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisiana State,TE,AA,42,PSYCHOLOGY.,College Major,1,0.5
Louisiana State,TE,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.666666667
Louisiana State,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Louisiana State,WR,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.222222222
Louisiana State,WR,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,3,0.333333333
Louisiana State,WR,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,4,0.444444444
Louisiana State,WR,C,14,ENGINEERING.,College Major,1,1
Louisville,CB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.142857143
Louisville,CB,AA,13,EDUCATION.,College Major,1,0.142857143
Louisville,CB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.142857143
Louisville,CB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.285714286
Louisville,CB,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,2,0.285714286
Louisville,DE,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.666666667
Louisville,DE,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.333333333
Louisville,DT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Louisville,DT,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Louisville,DT,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.333333333
Louisville,DT,C,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,1
Louisville,FB,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Louisville,FB,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Louisville,K,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Louisville,K,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.666666667
Louisville,LB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.333333333
Louisville,LB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.166666667
Louisville,LB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.333333333
Louisville,LB,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.166666667
Louisville,LB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisville,LB,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Louisville,OC,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Louisville,OL,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.5
Louisville,OL,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.5
Louisville,OL,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.2
Louisville,OL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.4
Louisville,OL,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,2,0.4
Louisville,OL,H,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,1
Louisville,OT,AA,27,MATHEMATICS AND STATISTICS.,College Major,1,1
Louisville,QB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Louisville,QB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Louisville,QB,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisville,RB,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.25
Louisville,RB,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.5
Louisville,RB,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.25
Louisville,S,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,0.5
Louisville,S,AA,11,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,College Major,1,0.5
Louisville,TE,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Louisville,TE,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Louisville,TE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Louisville,TE,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Louisville,WR,AA,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,2,0.25
Louisville,WR,AA,13,EDUCATION.,College Major,2,0.25
Louisville,WR,AA,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.125
Louisville,WR,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.25
Louisville,WR,AA,43,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",College Major,1,0.125
Louisville,WR,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Louisville,WR,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.5
Louisville,WR,H,9,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",College Major,1,1
Michigan,CB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.666666667
Michigan,CB,AA,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Michigan,CB,C,26,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,1
Michigan,DB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,1
Michigan,DE,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Michigan,DE,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.666666667
Michigan,DE,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Michigan,DL,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Michigan,DT,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,5,1
Michigan,DT,C,45,SOCIAL SCIENCES.,College Major,1,1
Michigan,FB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Michigan,FB,C,54,HISTORY.,College Major,1,0.5
Michigan,K,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,1
Michigan,LB,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.2
Michigan,LB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,4,0.8
Michigan,LB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,1
Michigan,LS,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Michigan,LS,C,45,SOCIAL SCIENCES.,College Major,1,0.5
Michigan,OL,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.333333333
Michigan,OL,AA,45,SOCIAL SCIENCES.,College Major,1,0.333333333
Michigan,OL,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Michigan,OL,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,6,0.6
Michigan,OL,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.1
Michigan,OL,C,14,ENGINEERING.,College Major,2,0.2
Michigan,OL,C,45,SOCIAL SCIENCES.,College Major,1,0.1
Michigan,P,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Michigan,PK,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Michigan,PK,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Michigan,QB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,1
Michigan,QB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,4,0.8
Michigan,QB,C,40,PHYSICAL SCIENCES.,College Major,1,0.2
Michigan,RB,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,2,0.5
Michigan,RB,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.5
Michigan,RB,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,1
Michigan,S,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Michigan,S,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,2,0.5
Michigan,S,AA,45,SOCIAL SCIENCES.,College Major,1,0.25
Michigan,S,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.333333333
Michigan,S,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.333333333
Michigan,S,C,52,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",College Major,1,0.333333333
Michigan,TE,AA,30,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,1
Michigan,TE,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,0.75
Michigan,TE,C,30,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.25
Michigan,WR,AA,16,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,1,0.25
Michigan,WR,AA,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.25
Michigan,WR,AA,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.25
Michigan,WR,AA,45,SOCIAL SCIENCES.,College Major,1,0.25
Michigan,WR,C,24,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.5
Michigan,WR,C,31,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",College Major,1,0.5
Nebraska,CB,AA,5,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.",College Major,1,0.125
