ID_Sport,ID_School,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown,City,State,Prior_School,Player_URL
ND,FBALL,2005-2006,98,Trevor Laws,Laws,Trevor,Defensive Line,1-Jun,293,JR,"Burnsville, MN",Burnsville,MN,Apple Valley,http://www.und.com/sports/m-footbl/mtt/laws_trevor00.html
ND,FBALL,2005-2006,34,Tommie Lee,Lee,Tommie,Defensive Back,2-Jun,200,JR,"Milwaukee, WI",Milwaukee,WI,Pius XI,http://www.und.com/sports/m-footbl/mtt/lee_tommie00.html
ND,FBALL,2005-2006,73,Mark LeVoir,LeVoir,Mark,Offensive Line,7-Jun,311,SR,"Eden Prairie, MN",Eden Prairie,MN,Eden Prairie,http://www.und.com/sports/m-footbl/mtt/levoir_mark01.html
ND,FBALL,2005-2006,27,John Lyons,Lyons,John,Running Back,1-Jun,205,JR,"Sioux Falls, SD",Sioux Falls,SD,O'Gorman,http://www.und.com/sports/m-footbl/mtt/lyons_john01.html
ND,FBALL,2005-2006,79,Brian Mattes,Mattes,Brian,Offensive Line,6-Jun,285,SR,"Larksville, PA",Larksville,PA,Wyoming Valley West,http://www.und.com/sports/m-footbl/mtt/mattes_brian00.html
ND,FBALL,2005-2006,46,Corey Mays,Mays,Corey,Linebacker,1-Jun,234,SR,"Chicago, IL",Chicago,IL,Morgan Park,http://www.und.com/sports/m-footbl/mtt/mays_corey00.html
ND,FBALL,2005-2006,28,Kyle McCarthy,McCarthy,Kyle,Defensive Back,Jun-00,189,FR,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,http://www.und.com/sports/m-footbl/mtt/mccarthy_kyle00.html
ND,FBALL,2005-2006,35,Ashley McConnell,McConnell,Ashley,Running Back,Jun-00,247,JR,"Adairsville, GA",Adairsville,GA,Adairsville,http://www.und.com/sports/m-footbl/mtt/mcconnell_ashley00.html
ND,FBALL,2005-2006,5,Rhema McKnight,McKnight,Rhema,Wide Receiver,2-Jun,207,SR,"La Palma, CA",La Palma,CA,Kennedy,http://www.und.com/sports/m-footbl/mtt/mcknight_rhema00.html
ND,FBALL,2005-2006,37,Matt Mitchell,Mitchell,Matt,Defensive Back,8-May,187,SR,"Memphis, TN",Memphis,TN,Christian Brothers,http://www.und.com/sports/m-footbl/mtt/mitchell_matt00.html
ND,FBALL,2005-2006,12,Marty Mooney,Mooney,Marty,Quarterback,2-Jun,207,SR,"Cincinnati, OH, OH","Cincinnati, OH",OH,St. Xavier,http://www.und.com/sports/m-footbl/mtt/mooney_marty00.html
ND,FBALL,2005-2006,76,Bob Morton,Morton,Bob,Offensive Line,4-Jun,292,SR,"McKinney, TX",McKinney,TX,McKinney,http://www.und.com/sports/m-footbl/mtt/morton_bob00.html
ND,FBALL,2005-2006,18,Chinedum Ndukwe,Ndukwe,Chinedum,Defensive Back,2-Jun,219,JR,"Powell, OH",Powell,OH,Dublin Coffman,http://www.und.com/sports/m-footbl/mtt/ndukwe_chinedum00.html
ND,FBALL,2005-2006,84,Michael O'Hara,O'Hara,Michael,Wide Receiver,10-May,180,SR,"Bellevue, WA",Bellevue,WA,Newport,http://www.und.com/sports/m-footbl/mtt/ohara_michael00.html
ND,FBALL,2005-2006,38,Nick Possley,Possley,Nick,Wide Receiver,1-Jun,183,SO,"Wheaton, IL",Wheaton,IL,Warrenville South,http://www.und.com/sports/m-footbl/mtt/possley_nick01.html
ND,FBALL,2005-2006,16,Rashon Powers-Neal,Powers-Neal,Rashon,Running Back,3-Jun,238,SR,"St. Paul, MN",St. Paul,MN,Cretin-Derham Hall,http://www.und.com/sports/m-footbl/mtt/powers-neal_rashon01.html
ND,FBALL,2005-2006,17,Geoffrey Price,Price,Geoffrey,Punter,3-Jun,186,JR,"Hurst, TX",Hurst,TX,Colleyville Heritage,http://www.und.com/sports/m-footbl/mtt/price_geoffrey00.html
ND,FBALL,2005-2006,10,Brady Quinn,Quinn,Brady,Quarterback,4-Jun,231,JR,"Dublin, OH",Dublin,OH,Coffman,http://www.und.com/sports/m-footbl/mtt/quinn_brady00.html
ND,FBALL,2005-2006,48,Steve Quinn,Quinn,Steve,Linebacker,2-Jun,215,FR,"Cherry Hill, NJ",Cherry Hill,NJ,St. Joseph's (Philadelphia),http://www.und.com/sports/m-footbl/mtt/quinn_steve00.html
ND,FBALL,2005-2006,62,Scott Raridon,Raridon,Scott,Offensive Line,7-Jun,304,SR,"Mason City, IA",Mason City,IA,Mason City,http://www.und.com/sports/m-footbl/mtt/raridon_scott00.html
ND,FBALL,2005-2006,96,Bobby Renkes,Renkes,Bobby,Kicker,Jun-00,195,JR,"Dallas, TX",Dallas,TX,Lake Highlands,http://www.und.com/sports/m-footbl/mtt/renkes_bobby00.html
ND,FBALL,2005-2006,32,Alvin Reynolds,Reynolds,Alvin,Defensive Back,10-May,180,SO,"Charlotte, NC",Charlotte,NC,Country Day,http://www.und.com/sports/m-footbl/mtt/reynolds_alvin00.html
ND,FBALL,2005-2006,30,Mike Richardson,Richardson,Mike,Defensive Back,11-May,193,SR,"Warner Robins, GA",Warner Robins,GA,Warner Robins,http://www.und.com/sports/m-footbl/mtt/richardson_mike00.html
ND,FBALL,2005-2006,43,Anthony Salvador,Salvador,Anthony,Linebacker,2-Jun,233,SR,"Concord, CA",Concord,CA,De La Salle,http://www.und.com/sports/m-footbl/mtt/salvador_anthony00.html
ND,FBALL,2005-2006,83,Jeff Samardzija,Samardzija,Jeff,Wide Receiver,5-Jun,216,JR,"Valparaiso, IN",Valparaiso,IN,Valparaiso,http://www.und.com/sports/m-footbl/mtt/samardzija_jeff00.html
ND,FBALL,2005-2006,50,Dan Santucci,Santucci,Dan,Offensive Line,4-Jun,290,SR,"Chicago, IL",Chicago,IL,St. Patrick's,http://www.und.com/sports/m-footbl/mtt/santucci_dan00.html
ND,FBALL,2005-2006,25,Nate Schiccatano,Schiccatano,Nate,Defensive Line,2-Jun,237,SR,"Coal Township, PA",Coal Township,PA,Southern Columbia,http://www.und.com/sports/m-footbl/mtt/schiccatano_nate00.html
ND,FBALL,2005-2006,44,Asaph Schwapp,Schwapp,Asaph,Running Back,Jun-00,250,FR,"Hartford, CT",Hartford,CT,Weaver,http://www.und.com/sports/m-footbl/mtt/schwapp_asaph00.html
ND,FBALL,2005-2006,13,Evan Sharpley,Sharpley,Evan,Quarterback,2-Jun,207,FR,"Marshall, MI",Marshall,MI,Marshall,http://www.und.com/sports/m-footbl/mtt/sharpley_evan00.html
ND,FBALL,2005-2006,82,Matt Shelton,Shelton,Matt,Wide Receiver,Jun-00,172,SR,"Collierville, TN",Collierville,TN,Collierville,http://www.und.com/sports/m-footbl/mtt/shelton_matt00.html
ND,FBALL,2005-2006,41,Scott Smith,Smith,Scott,Linebacker,3-Jun,234,FR,"Highland Park, IL",Highland Park,IL,Highland Park,http://www.und.com/sports/m-footbl/mtt/smith_scott00.html
ND,FBALL,2005-2006,57,"Dwight Stephenson, Jr.","Stephenson, Jr.",Dwight,Defensive Line,2-Jun,252,JR,"Delray Beach, FL",Delray Beach,FL,Pope John Paul II,http://www.und.com/sports/m-footbl/mtt/stephensonjr_dwight00.html
ND,FBALL,2005-2006,74,Dan Stevenson,Stevenson,Dan,Offensive Line,6-Jun,292,SR,"Barrington, IL",Barrington,IL,Barrington,http://www.und.com/sports/m-footbl/mtt/stevenson_dan00.html
ND,FBALL,2005-2006,21,Maurice Stovall,Stovall,Maurice,Wide Receiver,5-Jun,222,SR,"Philadelphia, PA",Philadelphia,PA,Archbishop Carroll,http://www.und.com/sports/m-footbl/mtt/stovall_maurice00.html
ND,FBALL,2005-2006,78,John Sullivan,Sullivan,John,Offensive Line,4-Jun,298,JR,"Old Greenwich, CT",Old Greenwich,CT,Greenwich,http://www.und.com/sports/m-footbl/mtt/sullivan_john00.html
ND,FBALL,2005-2006,86,Mike Talerico,Talerico,Mike,Tight End,5-Jun,245,SO,"St. Louis, MO",St. Louis,MO,University,http://www.und.com/sports/m-footbl/mtt/talerico_mike00.html
ND,FBALL,2005-2006,99,Ronald Talley,Talley,Ronald,Defensive Line,4-Jun,261,SO,"Oak Park, MI",Oak Park,MI,Renaissance,http://www.und.com/sports/m-footbl/mtt/talley_ronald00.html
ND,FBALL,2005-2006,47,Mitchell Thomas,Thomas,Mitchell,Linebacker,3-Jun,240,JR,"Opelika, AL",Opelika,AL,Smiths Station,http://www.und.com/sports/m-footbl/mtt/thomas_mitchell00.html
ND,FBALL,2005-2006,26,Travis Thomas,Thomas,Travis,Running Back,Jun-00,215,JR,"Washington, PA",Washington,PA,Washington,http://www.und.com/sports/m-footbl/mtt/thomas_travis00.html
ND,FBALL,2005-2006,63,Jeff Tisak,Tisak,Jeff,Offensive Line,3-Jun,305,FR,"Ambridge, PA",Ambridge,PA,Duluth East,http://www.und.com/sports/m-footbl/mtt/tisak_jeff00.html
ND,FBALL,2005-2006,77,Michael Turkovich,Turkovich,Michael,Offensive Line,6-Jun,290,FR,"Bedford, PA",Bedford,PA,Valley Forge Military Academy,http://www.und.com/sports/m-footbl/mtt/turkovich_michael00.html
ND,FBALL,2005-2006,4,Anthony Vernaglia,Vernaglia,Anthony,Linebacker,3-Jun,221,SO,"Anaheim Hills, CA",Anaheim Hills,CA,Orange Luthern,http://www.und.com/sports/m-footbl/mtt/vernaglia_anthony00.html
ND,FBALL,2005-2006,3,Darius Walker,Walker,Darius,Running Back,10-May,208,SO,"Lawrenceville, GA",Lawrenceville,GA,Buford,http://www.und.com/sports/m-footbl/mtt/walker_darius00.html
ND,FBALL,2005-2006,42,Kevin Washington,Washington,Kevin,Linebacker,1-Jun,231,FR,"Sugar Land, TX",Sugar Land,TX,Austin,http://www.und.com/sports/m-footbl/mtt/washington_kevin00.html
ND,FBALL,2005-2006,45,Rich Whitney III,Whitney III,Rich,Defensive Back,2-Jun,213,JR,"Warminster, PA",Warminster,PA,Kansas City Rockhurst,http://www.und.com/sports/m-footbl/mtt/whitneyiii_rich00.html
ND,FBALL,2005-2006,23,William David Williams,Williams,William David,Defensive Back,10-May,170,SO,"Raleigh, NC",Raleigh,NC,Millbrook,http://www.und.com/sports/m-footbl/mtt/williams_williamdavid00.html
ND,FBALL,2005-2006,14,David Wolke,Wolke,David,Quarterback,2-Jun,196,SO,"Mount Juliet, TN",Mount Juliet,TN,Smyrna,http://www.und.com/sports/m-footbl/mtt/wolke_david00.html
ND,FBALL,2005-2006,22,Ambrose Wooden,Wooden,Ambrose,Defensive Back,11-May,197,JR,"Baltimore, MD",Baltimore,MD,The Gilman School,http://www.und.com/sports/m-footbl/mtt/wooden_ambrose00.html
ND,FBALL,2005-2006,81,Rob Woods,Woods,Rob,Wide Receiver,2-Jun,208,SR,"Atlantic, IA",Atlantic,IA,Atlantic,http://www.und.com/sports/m-footbl/mtt/woods_rob00.html
ND,FBALL,2005-2006,9,Tom Zbikowski,Zbikowski,Tom,Defensive Back,Jun-00,208,JR,"Arlington Heights, IL",Arlington Heights,IL,Buffalo Grove,http://www.und.com/sports/m-footbl/mtt/zbikowski_tom00.html
ND,FBALL,2006-2007,95,Victor Abiamiri,Abiamiri,Victor,Defensive Line,4-Jun,270,SR,"Randallstown, MD",Randallstown,MD,The Gilman School,http://www.und.com/sports/m-footbl/mtt/abiamiri_victor00.html
ND,FBALL,2006-2007,34,James Aldridge,Aldridge,James,Running Back,Jun-00,209,FR,"Crown Point, IN",Crown Point,IN,Merrillville,http://www.und.com/sports/m-footbl/mtt/aldridge_james00.html
ND,FBALL,2006-2007,23,Chase Anastasio,Anastasio,Chase,Wide Receiver,2-Jun,201,SR,"Burke, VA",Burke,VA,Robinson,http://www.und.com/sports/m-footbl/mtt/anastasio_chase00.html
ND,FBALL,2006-2007,43,Mike Anello,Anello,Mike,Defensive Back,10-May,180,SO,"Orland Park, IL",Orland Park,IL,Carl Sandburg,http://www.und.com/sports/m-footbl/mtt/anello_mike00.html
ND,FBALL,2006-2007,49,Matt Augustyn,Augustyn,Matt,Running back,3-Jun,220,SR,"Chevy Chase, MD",Chevy Chase,MD,Our Lady of Good Counsel,http://www.und.com/sports/m-footbl/mtt/augustyn_matt00.html
ND,FBALL,2006-2007,56,Nick Borseti,Borseti,Nick,Linebacker,4-Jun,235,SR,"Saugus, MA",Saugus,MA,St. John's Prep,http://www.und.com/sports/m-footbl/mtt/borseti_nick00.html
ND,FBALL,2006-2007,81,Darrin Bragg,Bragg,Darrin,Wide Receiver,1-Jun,192,JR,"San Jose, CA",San Jose,CA,Bellarmine Prep,http://www.und.com/sports/m-footbl/mtt/bragg_darrin00.html
ND,FBALL,2006-2007,52,Joe Brockington,Brockington,Joe,Linebacker,1-Jun,220,SR,"Palmyra, PA",Palmyra,PA,Palmyra,http://www.und.com/sports/m-footbl/mtt/brockington_joe00.html
ND,FBALL,2006-2007,39,Kevin Brooks,Brooks,Kevin,Tight End,2-Jun,230,FR,"Thousand Oaks, CA",Thousand Oaks,CA,Crespi Carmelite,http://www.und.com/sports/m-footbl/mtt/brooks_kevin00.html
ND,FBALL,2006-2007,94,Justin Brown,Brown,Justin,Defensive Line,3-Jun,254,JR,"Clinton, MD",Clinton,MD,Bishop McNamara,http://www.und.com/sports/m-footbl/mtt/brown_justin00.html
ND,FBALL,2006-2007,31,Sergio Brown,Brown,Sergio,Defensive Back,1-Jun,184,FR,"Maywood, IL",Maywood,IL,Proviso East,http://www.und.com/sports/m-footbl/mtt/brown_sergio00.html
ND,FBALL,2006-2007,27,David Bruton,Bruton,David,Defensive Back,2-Jun,192,SO,"Miamisburg, OH",Miamisburg,OH,Miamisburg,http://www.und.com/sports/m-footbl/mtt/bruton_david00.html
ND,FBALL,2006-2007,39,Ryan Burkhart,Burkhart,Ryan,Kicker,11-May,185,FR,"Wakarusa, IN",Wakarusa,IN,Northwood,http://www.und.com/sports/m-footbl/mtt/burkhart_ryan00.html
ND,FBALL,2006-2007,7,Craig Cardillo,Cardillo,Craig,Wide Receiver,Jun-00,170,SR,"Hauppauge, NY",Hauppauge,NY,Hauppauge,http://www.und.com/sports/m-footbl/mtt/cardillo_craig00.html
ND,FBALL,2006-2007,89,John Carlson,Carlson,John,Tight End,6-Jun,250,SR,"Litchfield, MN",Litchfield,MN,Litchfield,http://www.und.com/sports/m-footbl/mtt/carlson_john00.html
ND,FBALL,2006-2007,73,Matt Carufel,Carufel,Matt,Offensive Line,5-Jun,288,FR,"Forest Lake, MN",Forest Lake,MN,Cretin-Derham Hall,http://www.und.com/sports/m-footbl/mtt/carufel_matt00.html
ND,FBALL,2006-2007,46,Kyle Charters,Charters,Kyle,Linebacker,11-May,195,JR,"Rancho Santa Margarita, CA",Rancho Santa Margarita,CA,Trabuco Hills,http://www.und.com/sports/m-footbl/mtt/charters_kyle00.html
ND,FBALL,2006-2007,64,Dan Chervanick,Chervanick,Dan,Offensive Line,1-Jun,255,SR,"Leesport, PA",Leesport,PA,Holy Name,http://www.und.com/sports/m-footbl/mtt/chervanick_dan00.html
ND,FBALL,2006-2007,42,David Costanzo,Costanzo,David,Wide Receiver,9-May,170,SO,"El Paso, TX",El Paso,TX,Chapin,http://www.und.com/sports/m-footbl/mtt/costanzo_david00.html
ND,FBALL,2006-2007,40,Maurice Crum Jr.,Crum Jr.,Maurice,Linebacker,Jun-00,220,JR,"Riverview, FL",Riverview,FL,Tamba Bay Tech,http://www.und.com/sports/m-footbl/mtt/crumjr_maurice00.html
ND,FBALL,2006-2007,60,Casey Cullen,Cullen,Casey,Defensive Line,1-Jun,234,SR,"Victoria, TX",Victoria,TX,St. Joseph,http://www.und.com/sports/m-footbl/mtt/cullen_casey00.html
ND,FBALL,2006-2007,36,Dex Cure,Cure,Dex,Running Back,1-Jun,215,FR,"Wray, CO",Wray,CO,Wray,http://www.und.com/sports/m-footbl/mtt/cure_dex00.html
ND,FBALL,2006-2007,72,Paul Duncan,Duncan,Paul,Offensive Line,7-Jun,290,SO,"Dallas, GA",Dallas,GA,East Paulding,http://www.und.com/sports/m-footbl/mtt/duncan_paul00.html
ND,FBALL,2006-2007,24,Brandon Erickson,Erickson,Brandon,Wide Receiver,Jun-00,188,JR,"Marlboro, NJ",Marlboro,NJ,Marlboro,http://www.und.com/sports/m-footbl/mtt/erickson_brandon00.html
ND,FBALL,2006-2007,15,Leo Ferrine,Ferrine,Leo,Defensive Back,Jun-00,189,JR,"Springfield, NJ",Springfield,NJ,St. Peter's Prep,http://www.und.com/sports/m-footbl/mtt/ferrine_leo00.html
ND,FBALL,2006-2007,12,Zach Frazer,Frazer,Zach,Quarterback,4-Jun,215,FR,"Mechanicsburg, PA",Mechanicsburg,PA,Mechanicsburg,http://www.und.com/sports/m-footbl/mtt/frazer_zach00.html
ND,FBALL,2006-2007,87,Marcus Freeman,Freeman,Marcus,Tight End,3-Jun,245,SR,"St. Paul, MN",St. Paul,MN,Cretin-Derham Hall,http://www.und.com/sports/m-footbl/mtt/freeman_marcus00.html
ND,FBALL,2006-2007,75,Chris Frome,Frome,Chris,Defensive Line,5-Jun,262,SR,"Saugus, CA",Saugus,CA,Newhall Hart,http://www.und.com/sports/m-footbl/mtt/frome_chris00.html
ND,FBALL,2006-2007,29,Jashaad Gaines,Gaines,Jashaad,Defensive Back,Jun-00,195,FR,"Las Vegas, NV",Las Vegas,NV,Las Vegas,http://www.und.com/sports/m-footbl/mtt/gaines_jashaad00.html
