ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Year,Height,Weight,Experience,Hometown/Prior_School,Player_URL
BAMA,FBALL,2010-2011,35,Nico Johnson,Nico,Johnson,Linebacker,SO,6/3/13,238,1L,"Andalusia, Ala. (Andalusia)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_nico00.html
BAMA,FBALL,2010-2011,57,Aaron Joiner,Aaron,Joiner,Offensive Line,SO,6/2/13,258,SQ,"Florence, Ala. (Florence)",http://www.rolltide.com/sports/m-footbl/mtt/joiner_aaron00.html
BAMA,FBALL,2010-2011,75,Barrett Jones,Barrett,Jones,Offensive Line,SO,6/5/13,301,1L,"Memphis, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_barrett00.html
BAMA,FBALL,2010-2011,40,Harrison Jones,Harrison,Jones,Tight End,FR,6/4/13,235,HS,"Germantown, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_harrison00.html
BAMA,FBALL,2010-2011,8,Julio Jones,Julio,Jones,Wide Receiver,JR,6/4/13,220,2L,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/jones_julio00.html
BAMA,FBALL,2010-2011,9,Phelon Jones,Phelon,Jones,Defensive Back,JR,5/11/13,199,TR,"Moblie, Ala. (LSU)",http://www.rolltide.com/sports/m-footbl/mtt/jones_phelon00.html
BAMA,FBALL,2010-2011,36,Chris Jordan,Chris,Jordan,Linebacker,JR,6/3/13,232,2L,"Brentwood, Tenn. (Brentwood Academy)",http://www.rolltide.com/sports/m-footbl/mtt/jordan_chris00.html
BAMA,FBALL,2010-2011,43,Sam Kearns,Sam,Kearns,Defensive Back,JR,5/6/13,156,SQ,"Mobile, Ala. (McGill-Toolen)",http://www.rolltide.com/sports/m-footbl/mtt/kearns_sam00.html
BAMA,FBALL,2010-2011,26,Kendall Kelly,Kendall,Kelly,Wide Receiver,FR,6/3/13,214,RS,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/kelly_kendall00.html
BAMA,FBALL,2010-2011,10,J.B. Kern,J.B.,Kern,Linebacker,SR,6/1/13,232,SQ,"Dove Canyon, Calif. (Mission Viejo)",http://www.rolltide.com/sports/m-footbl/mtt/kern_j.b.01.html
BAMA,FBALL,2010-2011,21,Dre Kirkpatrick,Dre,Kirkpatrick,Defensive Back,SO,6/3/13,190,1L,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/kirkpatrick_dre00.html
BAMA,FBALL,2010-2011,59,Arie Kouandjio,Arie,Kouandjio,Offensive Line,FR,6/5/13,335,HS,"Beltsville, Md. (DeMatha Catholic)",http://www.rolltide.com/sports/m-footbl/mtt/kouandjio_arie00.html
BAMA,FBALL,2010-2011,42,Eddie Lacy,Eddie,Lacy,Running Back,FR,6/1/00,212,RS,"Geismar, La. (Dutchtown)",http://www.rolltide.com/sports/m-footbl/mtt/lacy_eddie00.html
BAMA,FBALL,2010-2011,37,Robert Lester,Robert,Lester,Defensive Back,SO,6/2/13,206,1L,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/lester_robert00.html
BAMA,FBALL,2010-2011,95,Brandon Lewis,Brandon,Lewis,Defensive Line,JR,6/3/13,274,JC,"Pleasant Grove, Ala. (East Mississippi CC)",http://www.rolltide.com/sports/m-footbl/mtt/lewis_brandon00.html
BAMA,FBALL,2010-2011,78,Chad Lindsay,Chad,Lindsay,Offensive Line,FR,6/2/13,277,HS,"The Woodlands, Texas (The Woodlands)",http://www.rolltide.com/sports/m-footbl/mtt/lindsay_chad00.html
BAMA,FBALL,2010-2011,72,Tyler Love,Tyler,Love,Offensive Line,SO,6/6/13,304,1L,"Mountain Brook, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/love_tyler00.html
BAMA,FBALL,2010-2011,29,Will Lowery,Will,Lowery,Defensive Back,SO,5/9/13,172,SQ,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/lowery_will00.html
BAMA,FBALL,2010-2011,7,Keiwone Malone,Keiwone,Malone,Wide Receiver,FR,5/11/13,165,HS,"Memphis, Tenn. (Mitchell)",http://www.rolltide.com/sports/m-footbl/mtt/malone_keiwone00.html
BAMA,FBALL,2010-2011,29,Cody Mandell,Cody,Mandell,Punter,FR,6/4/13,201,HS,"Lafayette, La. (Acadiana)",http://www.rolltide.com/sports/m-footbl/mtt/mandell_cody00.html
BAMA,FBALL,2010-2011,4,Marquis Maze,Marquis,Maze,Wide Receiver,JR,5/10/13,182,2L,"Birmingham, Ala. (Tarrant)",http://www.rolltide.com/sports/m-footbl/mtt/maze_marquis00.html
BAMA,FBALL,2010-2011,24,Nathan McAlister,Nathan,McAlister,Wide Receiver,FR,5/11/13,165,HS,"Russellville, Ala. (Russellville)",http://www.rolltide.com/sports/m-footbl/mtt/mcalister_nathan00.html
BAMA,FBALL,2010-2011,10,A.J. McCarron,A.J.,McCarron,Quarterback,FR,6/4/13,190,RS,"Mobile, Ala. (Saint Paul's Episcopal School)",http://www.rolltide.com/sports/m-footbl/mtt/mccarron_aj00.html
BAMA,FBALL,2010-2011,52,Alfred McCullough,Alfred,McCullough,Offensive Line,JR,6/2/13,309,1L,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/mccullough_alfred00.html
BAMA,FBALL,2010-2011,12,Greg McElroy,Greg,McElroy,Quarterback,SR,6/3/13,225,2L,"Southlake, Texas (Southlake Carroll)",http://www.rolltide.com/sports/m-footbl/mtt/mcelroy_greg00.html
BAMA,FBALL,2010-2011,24,DeQuan Menzie,DeQuan,Menzie,Defensive Back,JR,6/1/00,195,JC,"Columbus, Ga. (Copiah-Lincoln CC)",http://www.rolltide.com/sports/m-footbl/mtt/menzie_dequan00.html
BAMA,FBALL,2010-2011,28,Dee Milliner,Dee,Milliner,Defensive Back,FR,6/1/13,182,HS,"Millbrook, Ala. (Stanhope Elmore)",http://www.rolltide.com/sports/m-footbl/mtt/milliner_dee00.html
BAMA,FBALL,2010-2011,56,William Ming,William,Ming,Defensive Line,FR,6/3/13,263,RS,"Athens, Ala. (Athens)",http://www.rolltide.com/sports/m-footbl/mtt/ming_william00.html
BAMA,FBALL,2010-2011,97,Brandon Moore,Brandon,Moore,Defensive Line,FR,6/5/13,305,RS,"Montgomery, Ala. (Carver)",http://www.rolltide.com/sports/m-footbl/mtt/moore_brandon00.html
BAMA,FBALL,2010-2011,32,C.J. Mosley,C.J.,Mosley,Linebacker,FR,6/2/13,225,HS,"Theodore, Ala. (Theodore)",http://www.rolltide.com/sports/m-footbl/mtt/mosley_cj00.html
BAMA,FBALL,2010-2011,66,Brian Motley,Brian,Motley,Offensive Line,SR,6/3/13,289,2L,"Autaugaville, Ala. (Autaugaville)",http://www.rolltide.com/sports/m-footbl/mtt/motley_brian00.html
BAMA,FBALL,2010-2011,64,Kerry Murphy,Kerry,Murphy,Defensive Line,SO,6/4/13,319,1L,"Hoover, Ala. (Hargrave/Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/murphy_kerry00.html
BAMA,FBALL,2010-2011,46,Wesley Neighbors,Wesley,Neighbors,Defensive Back,SO,6/1/13,205,SQ,"Huntsville, Ala. (Huntsville)",http://www.rolltide.com/sports/m-footbl/mtt/neighbors_wesley00.html
BAMA,FBALL,2010-2011,83,Kevin Norwood,Kevin,Norwood,Wide Receiver,FR,6/2/13,187,RS,"D'Iberville, Miss. (D'Iberville)",http://www.rolltide.com/sports/m-footbl/mtt/norwood_kevin00.html
BAMA,FBALL,2010-2011,18,Morgan Ogilvie,Morgan,Ogilvie,Quarterback,FR,6/1/00,198,RS,"Mountain Brook, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/ogilvie_morgan00.html
BAMA,FBALL,2010-2011,53,Anthony Orr,Anthony,Orr,Defensive Line,FR,6/4/13,268,HS,"Madison, Ala. (Sparkman)",http://www.rolltide.com/sports/m-footbl/mtt/orr_anthony00.html
BAMA,FBALL,2010-2011,2,Tana Patrick,Tana,Patrick,Linebacker,FR,6/3/13,231,RS,"Bridgeport, Ala. (North Jackson)",http://www.rolltide.com/sports/m-footbl/mtt/patrick_tana00.html
BAMA,FBALL,2010-2011,39,Kyle Pennington,Kyle,Pennington,Defensive Back,JR,5/11/13,188,SQ,"Chatom, Ala. (Washington County)",http://www.rolltide.com/sports/m-footbl/mtt/pennington_kyle00.html
BAMA,FBALL,2010-2011,27,Nick Perry,Nick,Perry,Defensive Back,FR,6/1/13,193,HS,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/perry_nick00.html
BAMA,FBALL,2010-2011,54,Russell Raines,Russell,Raines,Offensive Line,FR,6/2/13,265,RS,"Satsuma, Ala. (Satsuma)",http://www.rolltide.com/sports/m-footbl/mtt/raines_russell00.html
BAMA,FBALL,2010-2011,3,Trent Richardson,Trent,Richardson,Running Back,SO,5/11/13,220,1L,"Pensacola, Fla. (Escambia)",http://www.rolltide.com/sports/m-footbl/mtt/richardson_trent00.html
BAMA,FBALL,2010-2011,74,David Ross,David,Ross,Offensive Line,SR,6/3/13,302,3L,"Homewood, Ala. (Homewood)",http://www.rolltide.com/sports/m-footbl/mtt/ross_david00.html
BAMA,FBALL,2010-2011,1,B.J. Scott,B.J.,Scott,Defensive Back,SO,5/11/13,193,1L,"Prichard, Ala. (Vigor)",http://www.rolltide.com/sports/m-footbl/mtt/scott_bj00.html
BAMA,FBALL,2010-2011,94,Darrington Sentimore,Darrington,Sentimore,Defensive Line,FR,6/3/13,261,RS,"Norco, La. (Destrehan)",http://www.rolltide.com/sports/m-footbl/mtt/sentimore_darrington00.html
BAMA,FBALL,2010-2011,90,Jeremy Shelley,Jeremy,Shelley,Place Kicker,SO,5/10/13,165,SQ,"Raleigh, N.C. (Broughton)",http://www.rolltide.com/sports/m-footbl/mtt/shelley_jeremy00.html
BAMA,FBALL,2010-2011,79,Austin Shepherd,Austin,Shepherd,Offensive Line,FR,6/5/13,307,HS,"Buford, Ga. (North Gwinnett)",http://www.rolltide.com/sports/m-footbl/mtt/shepherd_austin00.html
BAMA,FBALL,2010-2011,18,Blake Sims,Blake,Sims,Athlete,FR,6/1/00,195,HS,"Gainesville, Ga. (Gainesville)",http://www.rolltide.com/sports/m-footbl/mtt/sims_blake00.html
BAMA,FBALL,2010-2011,14,Phillip Sims,Phillip,Sims,Quarterback,FR,6/2/13,214,HS,"Chesapeake, Va. (Oscar Smith)",http://www.rolltide.com/sports/m-footbl/mtt/sims_phillip00.html
BAMA,FBALL,2010-2011,71,Allen Skelton,Allen,Skelton,Offensive Line,SO,6/1/13,261,SQ,"Coker, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/skelton_allen00.html
BAMA,FBALL,2010-2011,17,Brad Smelley,Brad,Smelley,Tight End,JR,6/3/13,227,2L,"Tuscaloosa, Ala. (American Christian)",http://www.rolltide.com/sports/m-footbl/mtt/smelley_brad00.html
BAMA,FBALL,2010-2011,38,Petey Smith,Petey,Smith,Linebacker,FR,6/1/13,250,HS,"Tampa, Fla. (Armwood)",http://www.rolltide.com/sports/m-footbl/mtt/smith_petey01.html
BAMA,FBALL,2010-2011,92,Damion Square,Damion,Square,Defensive Line,SO,6/3/13,284,1L,"Houston, Texas (Yates)",http://www.rolltide.com/sports/m-footbl/mtt/square_damion00.html
BAMA,FBALL,2010-2011,61,Anthony Steen,Anthony,Steen,Offensive Line,FR,6/3/13,292,RS,"Lambert, Miss. (Lee Academy)",http://www.rolltide.com/sports/m-footbl/mtt/steen_anthony00.html
BAMA,FBALL,2010-2011,47,Ed Stinson,Ed,Stinson,Linebacker/Defensive Line,FR,6/4/13,252,RS,"Homestead, Fla. (South Dade)",http://www.rolltide.com/sports/m-footbl/mtt/stinson_ed00.html
BAMA,FBALL,2010-2011,46,William Strickland,William,Strickland,Wide Receiver,JR,6/1/00,188,SQ,"Tuscaloosa, Ala. (Northridge)",http://www.rolltide.com/sports/m-footbl/mtt/strickland_william00.html
BAMA,FBALL,2010-2011,47,Logan Thomas,Logan,Thomas,Wide Receiver,SR,6/3/13,206,SQ,"Houston, Texas (Cyrpress Creek)",http://www.rolltide.com/sports/m-footbl/mtt/thomas_logan00.html
BAMA,FBALL,2010-2011,51,Carson Tinker,Carson,Tinker,Special Teams,SO,6/1/13,220,SQ,"Murfreesboro, Tenn. (Riverdale)",http://www.rolltide.com/sports/m-footbl/mtt/tinker_carson00.html
BAMA,FBALL,2010-2011,26,Nick Tinker,Nick,Tinker,Running Back,FR,5/10/13,215,RS,"Ralph, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/tinker_nick00.html
BAMA,FBALL,2010-2011,87,Chris Underwood,Chris,Underwood,Tight End,SO,6/4/13,238,2L,"Vestavia Hills, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/underwood_chris00.html
BAMA,FBALL,2010-2011,41,Courtney Upshaw,Courtney,Upshaw,Linebacker,JR,6/2/13,263,2L,"Eufaula, Ala. (Eufaula)",http://www.rolltide.com/sports/m-footbl/mtt/upshaw_courtney00.html
BAMA,FBALL,2010-2011,73,William Vlachos,William,Vlachos,Offensive Line,JR,6/1/13,289,2L,"Birmingham, Ala. (Mountain Brook)",http://www.rolltide.com/sports/m-footbl/mtt/vlachos_william00.html
BAMA,FBALL,2010-2011,84,Brian Vogler,Brian,Vogler,Tight End,FR,6/7/13,242,HS,"Columbus, Ga. (Brookstone)",http://www.rolltide.com/sports/m-footbl/mtt/vogler_brian00.html
BAMA,FBALL,2010-2011,65,Chance Warmack,Chance,Warmack,Offensive Line,SO,6/3/13,300,1L,"Atlanta, Ga. (Westlake)",http://www.rolltide.com/sports/m-footbl/mtt/warmack_chance00.html
BAMA,FBALL,2010-2011,91,Alex Watkins,Alex,Watkins,Linebacker,JR,6/3/13,232,SQ,"Brownsville, Tenn. (Haywood)",http://www.rolltide.com/sports/m-footbl/mtt/watkins_alex00.html
BAMA,FBALL,2010-2011,49,Ranzell Watkins,Ranzell,Watkins,Defensive Back,FR,5/9/13,168,RS,"Charlotte, N.C. (Independence)",http://www.rolltide.com/sports/m-footbl/mtt/watkins_ranzell00.html
BAMA,FBALL,2010-2011,2,DeAndrew White,DeAndrew,White,Wide Receiver,FR,6/1/00,180,HS,"Houston, Texas (North Shore)",http://www.rolltide.com/sports/m-footbl/mtt/white_deandrew00.html
BAMA,FBALL,2010-2011,55,Chavis Williams,Chavis,Williams,Linebacker,SR,6/4/13,223,3L,"Dora, Ala. (Dora)",http://www.rolltide.com/sports/m-footbl/mtt/williams_chavis00.html
BAMA,FBALL,2010-2011,20,Jarrick Williams,Jarrick,Williams,Defensive Back,FR,6/1/13,203,HS,"Mobile, Ala. (Blount)",http://www.rolltide.com/sports/m-footbl/mtt/williams_jarrick00.html
BAMA,FBALL,2010-2011,44,Jay Williams,Jay,Williams,Punter,FR,6/3/13,208,HS,"Thomasville, Ala. (Thomasville)",http://www.rolltide.com/sports/m-footbl/mtt/williams_jay00.html
BAMA,FBALL,2010-2011,63,Kellen Williams,Kellen,Williams,Offensive Line,FR,6/3/13,307,RS,"Lawrenceville, Ga. (Brookwood)",http://www.rolltide.com/sports/m-footbl/mtt/williams_kellen00.html
BAMA,FBALL,2010-2011,89,Michael Williams,Michael,Williams,Tight End,SO,6/6/13,270,1L,"Reform, Ala. (Pickens County)",http://www.rolltide.com/sports/m-footbl/mtt/williams_michael00.html
BAMA,FBALL,2010-2011,9,Nick Williams,Nick,Williams,Wide Receiver,FR,5/10/13,179,RS,"Fort Lauderdale, Fla. (St. Thomas Aquinas)",http://www.rolltide.com/sports/m-footbl/mtt/williams_nick00.html
BAMA,FBALL,2011-2012,19,Jonathan Atchison,Jonathan,Atchison,Linebacker,SO,6/2/13,240,SQ,"Atlanta, Ga. (Douglass)",http://www.rolltide.com/sports/m-footbl/mtt/atchison_jonathan00.html
BAMA,FBALL,2011-2012,31,John Baites,John,Baites,Tight End,SR,6/4/13,231,SQ,"Hendersonville, Tenn. (Beech)",http://www.rolltide.com/sports/m-footbl/mtt/baites_john00.html
BAMA,FBALL,2011-2012,4,Mark Barron,Mark,Barron,Defensive Back,SR,6/2/13,218,3L,"Mobile, Ala. (St. Paul's)",http://www.rolltide.com/sports/m-footbl/mtt/barron_mark00.html
BAMA,FBALL,2011-2012,13,Diege Barry,Diege,Barry,Defensive Back,JR,5/10/13,180,SQ,"Mobile, Ala. (St. Paul's)",http://www.rolltide.com/sports/m-footbl/mtt/barry_diege00.html
BAMA,FBALL,2011-2012,7,Kenny Bell,Kenny,Bell,Wide Receiver,SO,6/1/13,175,1L,"Rayville, La. (Rayville)",http://www.rolltide.com/sports/m-footbl/mtt/bell_kenny00.html
BAMA,FBALL,2011-2012,31,Jerrod Bierbower,Jerrod,Bierbower,Defensive Back,FR,6/1/13,180,HS,"Dublin, Ohio (Coffman)",http://www.rolltide.com/sports/m-footbl/mtt/bierbower_jerrod00.html
BAMA,FBALL,2011-2012,86,Undra Billingsley,Undra,Billingsley,Defensive Line,JR,6/2/13,288,1L,"Birmingham, Ala. (Woodlawn)",http://www.rolltide.com/sports/m-footbl/mtt/billingsley_undra00.html
BAMA,FBALL,2011-2012,69,David Blalock,David,Blalock,Offensive Line,SR,6/5/13,261,SQ,"Charlotte, N.C. (Providence)",http://www.rolltide.com/sports/m-footbl/mtt/blalock_david01.html
BAMA,FBALL,2011-2012,93,Chris Bonds,Chris,Bonds,Defensive Line,SO,6/4/13,269,SQ,"Columbia, S.C. (Richland Northeast)",http://www.rolltide.com/sports/m-footbl/mtt/bonds_chris00.html
BAMA,FBALL,2011-2012,67,John Michael Boswell,John Michael,Boswell,Offensive Line,SR,6/5/13,300,3L,"Northport, Ala. (Tuscaloosa County)",http://www.rolltide.com/sports/m-footbl/mtt/boswell_johnmichael00.html
BAMA,FBALL,2011-2012,88,Michael Bowman,Michael,Bowman,Wide Receiver,SO,6/4/13,225,1L,"Rossville, Ga. (Ridgeland)",http://www.rolltide.com/sports/m-footbl/mtt/bowman_michael00.html
BAMA,FBALL,2011-2012,81,Hardie Buck,Hardie,Buck,Wide Receiver,JR,5/9/13,190,1L,"Birmingham, Ala. (Vestavia Hills)",http://www.rolltide.com/sports/m-footbl/mtt/buck_hardie00.html
BAMA,FBALL,2011-2012,34,Hunter Bush,Hunter,Bush,Defensive Back,JR,5/11/13,195,SQ,"Wetempka, Ala. (Wetumpka)",http://www.rolltide.com/sports/m-footbl/mtt/bush_hunter00.html
BAMA,FBALL,2011-2012,21,Brent Calloway,Brent,Calloway,Running Back,FR,6/1/13,217,HS,"Russellville, Ala. (Russellville)",http://www.rolltide.com/sports/m-footbl/mtt/calloway_brent00.html
BAMA,FBALL,2011-2012,20,Nate Carlson,Nate,Carlson,Tight End,JR,6/4/13,236,TR,"Birmingham, Ala. (Air Force)",http://www.rolltide.com/sports/m-footbl/mtt/carlson_nate00.html
BAMA,FBALL,2011-2012,5,Ronald Carswell,Ronald,Carswell,Wide Receiver,FR,6/1/00,180,HS,"Macon, Ga. (Westside)",http://www.rolltide.com/sports/m-footbl/mtt/carswell_ronald00.html
BAMA,FBALL,2011-2012,8,Duron Carter,Duron,Carter,Wide Receiver,JR,6/4/13,210,TR,"Fort Lauderdale, Fla. (Ohio State/Coffeyeville CC)",http://www.rolltide.com/sports/m-footbl/mtt/carter_duron00.html
BAMA,FBALL,2011-2012,25,Caleb Castille,Caleb,Castille,Defensive Back,FR,5/11/13,170,RS,"Birmingham, Ala. (Briarwood Christian)",http://www.rolltide.com/sports/m-footbl/mtt/castille_caleb00.html
BAMA,FBALL,2011-2012,99,Josh Chapman,Josh,Chapman,Defensive Line,SR,6/1/13,310,3L,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/chapman_josh00.html
BAMA,FBALL,2011-2012,6,Ha Ha Clinton-Dix,Ha Ha,Clinton-Dix,Defensive Back,FR,6/1/13,203,HS,"Orlando, Fla. (Dr. Phillips)",http://www.rolltide.com/sports/m-footbl/mtt/clintondix_haha00.html
BAMA,FBALL,2011-2012,43,Taylor Conant,Taylor,Conant,Wide Receiver,JR,6/1/00,195,SQ,"Tuscaloosa, Ala. (Tuscaloosa Academy)",http://www.rolltide.com/sports/m-footbl/mtt/conant_taylor00.html
BAMA,FBALL,2011-2012,18,Levi Cook,Levi,Cook,Defensive Back,JR,5/10/13,190,SQ,"Decatur, Ala. (Decatur)",http://www.rolltide.com/sports/m-footbl/mtt/cook_levi00.html
BAMA,FBALL,2011-2012,50,Robert Cramer,Robert,Cramer,Snapper,FR,6/1/00,240,HS,"Hoover, Ala. (Hoover)",http://www.rolltide.com/sports/m-footbl/mtt/cramer_robert00.html
BAMA,FBALL,2011-2012,33,Trey DePriest,Trey,DePriest,Linebacker,FR,6/2/13,242,HS,"Springfield, Ohio (Springfield)",http://www.rolltide.com/sports/m-footbl/mtt/depriest_trey01.html
BAMA,FBALL,2011-2012,90,Quinton Dial,Quinton,Dial,Defensive Line,JR,6/6/13,294,JC,"Pinson, Ala. (East Mississippi CC)",http://www.rolltide.com/sports/m-footbl/mtt/dial_quinton00.html
BAMA,FBALL,2011-2012,55,Josh Dickerson,Josh,Dickerson,Linebacker,SO,6/1/13,235,RS,"Evans, Ga. (Lakeside)",http://www.rolltide.com/sports/m-footbl/mtt/dickerson_josh00.html
BAMA,FBALL,2011-2012,47,Xzavier Dickson,Xzavier,Dickson,Linebacker,FR,6/3/13,240,HS,"Griffin, Ga. (Griffin)",http://www.rolltide.com/sports/m-footbl/mtt/dickson_xzavier00.html
BAMA,FBALL,2011-2012,40,DeMarcus DuBose,DeMarcus,DuBose,Linebacker,SR,6/1/13,240,SQ,"Montgomery, Ala. (Jefferson Davis)",http://www.rolltide.com/sports/m-footbl/mtt/dubose_demarcus01.html
BAMA,FBALL,2011-2012,12,Phillip Ely,Phillip,Ely,Quarterback,FR,6/1/13,187,HS,"Tampa, Fla. (Plant)",http://www.rolltide.com/sports/m-footbl/mtt/ely_phillip00.html
BAMA,FBALL,2011-2012,85,Malcolm Faciane,Malcolm,Faciane,Tight End,FR,6/5/13,259,HS,"Picayune, Miss. (Picayune Memorial)",http://www.rolltide.com/sports/m-footbl/mtt/faciane_malcolm02.html
BAMA,FBALL,2011-2012,44,LaMichael Fanning,LaMichael,Fanning,Defensive Line,FR,6/7/13,275,HS,"Hamilton, Ga. (Harris County)",http://www.rolltide.com/sports/m-footbl/mtt/fanning_lamichael00.html
BAMA,FBALL,2011-2012,76,D.J. Fluker,D.J.,Fluker,Offensive Line,SO,6/6/13,335,1L,"Foley, Ala. (Foley)",http://www.rolltide.com/sports/m-footbl/mtt/fluker_dj00.html
BAMA,FBALL,2011-2012,43,Cade Foster,Cade,Foster,Place Kicker,SO,6/1/13,216,1L,"Southlake, Texas (Southlake Carroll)",http://www.rolltide.com/sports/m-footbl/mtt/foster_cade00.html
BAMA,FBALL,2011-2012,45,Jalston Fowler,Jalston,Fowler,Running Back,SO,6/1/13,246,1L,"Mobile, Ala. (Vigor)",http://www.rolltide.com/sports/m-footbl/mtt/fowler_jalston00.html
BAMA,FBALL,2011-2012,10,John Fulton,John,Fulton,Defensive Back,SO,6/1/00,187,1L,"Manning, S.C. (Manning)",http://www.rolltide.com/sports/m-footbl/mtt/fulton_john00.html
BAMA,FBALL,2011-2012,58,Nick Gentry,Nick,Gentry,Defensive Line,SR,6/1/13,284,3L,"Prattville, Ala. (Prattville)",http://www.rolltide.com/sports/m-footbl/mtt/gentry_nick00.html
BAMA,FBALL,2011-2012,11,Brandon Gibson,Brandon,Gibson,Wide Receiver,SR,6/2/13,194,2L,"Mobile, Ala. (UMS-Wright)",http://www.rolltide.com/sports/m-footbl/mtt/gibson_brandon00.html
BAMA,FBALL,2011-2012,68,Austin Gray,Austin,Gray,Offensive Line,SO,6/1/00,309,SQ,"Woodstock, Ga. (Alan C. Pope)",http://www.rolltide.com/sports/m-footbl/mtt/gray_austin00.html
BAMA,FBALL,2011-2012,15,Darius Hanks,Darius,Hanks,Wide Receiver,SR,6/1/00,185,3L,"Norcross, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hanks_darius00.html
BAMA,FBALL,2011-2012,48,Rowdy Harrell,Rowdy,Harrell,Linebacker,SR,6/1/00,219,SQ,"Moundville, Ala. (Hale County)",http://www.rolltide.com/sports/m-footbl/mtt/harrell_rowdy00.html
BAMA,FBALL,2011-2012,5,Jerrell Harris,Jerrell,Harris,Linebacker,SR,6/3/13,242,3L,"Gadsden, Ala. (Gadsden City)",http://www.rolltide.com/sports/m-footbl/mtt/harris_jerrell00.html
BAMA,FBALL,2011-2012,1,Dee Hart,Dee,Hart,Running Back,FR,5/9/13,187,HS,"Orlando, Fla. (Dr. Phillips)",http://www.rolltide.com/sports/m-footbl/mtt/hart_dee00.html
BAMA,FBALL,2011-2012,30,Dont'a Hightower,Dont'a,Hightower,Linebacker,JR,6/4/13,260,3L,"Lewisburg, Tenn. (Marshall County)",http://www.rolltide.com/sports/m-footbl/mtt/hightower_donta01.html
BAMA,FBALL,2011-2012,25,Ben Howell,Ben,Howell,Running Back,JR,5/9/13,202,SQ,"Gordo, Ala. (Gordo)",http://www.rolltide.com/sports/m-footbl/mtt/howell_ben00.html
BAMA,FBALL,2011-2012,42,Adrian Hubbard,Adrian,Hubbard,Linebacker,FR,6/6/13,237,RS,"Lawrenceville, Ga. (Norcross)",http://www.rolltide.com/sports/m-footbl/mtt/hubbard_adrian00.html
BAMA,FBALL,2011-2012,62,Brandon Ivory,Brandon,Ivory,Defensive Line,FR,6/4/13,308,RS,"Memphis, Tenn. (East)",http://www.rolltide.com/sports/m-footbl/mtt/ivory_brandon00.html
BAMA,FBALL,2011-2012,19,Ronald James,Ronald,James,Wide Receiver,JR,5/8/13,166,SQ,"Castro Valley, Calif. (Bishop O'Dowd)",http://www.rolltide.com/sports/m-footbl/mtt/james_ronald00.html
BAMA,FBALL,2011-2012,31,Kelly Johnson,Kelly,Johnson,Snapper,SR,6/3/13,230,SQ,"Bluffton, S.C. (Providence Day)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_kelly02.html
BAMA,FBALL,2011-2012,35,Nico Johnson,Nico,Johnson,Linebacker,JR,6/3/13,245,2L,"Andalusia, Ala. (Andalusia)",http://www.rolltide.com/sports/m-footbl/mtt/johnson_nico00.html
BAMA,FBALL,2011-2012,57,Aaron Joiner,Aaron,Joiner,Offensive Line,JR,6/2/13,275,SQ,"Florence, Ala. (Florence)",http://www.rolltide.com/sports/m-footbl/mtt/joiner_aaron00.html
BAMA,FBALL,2011-2012,75,Barrett Jones,Barrett,Jones,Offensive Line,JR,6/5/13,311,2L,"Memphis, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_barrett00.html
BAMA,FBALL,2011-2012,22,Christion Jones,Christion,Jones,Wide Receiver,FR,5/11/13,175,HS,"Adamsville, Ala. (Minor)",http://www.rolltide.com/sports/m-footbl/mtt/jones_christion00.html
BAMA,FBALL,2011-2012,82,Harrison Jones,Harrison,Jones,Tight End,FR,6/4/13,248,RS,"Memphis, Tenn. (Evangelical Christian)",http://www.rolltide.com/sports/m-footbl/mtt/jones_harrison00.html
BAMA,FBALL,2011-2012,9,Phelon Jones,Phelon,Jones,Defensive Back,SR,5/11/13,194,1L,"Moblie, Ala. (LSU)",http://www.rolltide.com/sports/m-footbl/mtt/jones_phelon00.html
