Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1988-1999,122755,San Jose State University,Engineering,'14.0000',Bachelor's degree,288,248,40,120,105,15,3,2,1,10,8,2,149,128,21,4,3,1,2,2,0
1988-1999,122755,San Jose State University,Engineering-Related Technologies,'15.0000',Bachelor's degree,239,218,21,146,134,12,5,4,1,10,10,0,70,63,7,4,3,1,4,4,0
1988-1999,122755,San Jose State University,English Language and Literature/Letters,'23.0000',Bachelor's degree,75,21,54,64,17,47,2,1,1,5,3,2,2,0,2,2,0,2,0,0,0
1988-1999,122755,San Jose State University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,26,6,20,19,5,14,1,0,1,4,1,3,1,0,1,1,0,1,0,0,0
1988-1999,122755,San Jose State University,Health Sciences,'18.0000',Bachelor's degree,144,16,128,99,7,92,6,0,6,16,2,14,20,6,14,1,0,1,2,1,1
1988-1999,122755,San Jose State University,Home Economics,'19.0000',Bachelor's degree,38,6,32,32,6,26,0,0,0,1,0,1,2,0,2,2,0,2,1,0,1
1988-1999,122755,San Jose State University,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,163,14,149,125,12,113,2,0,2,16,1,15,15,1,14,4,0,4,1,0,1
1988-1999,122755,San Jose State University,Mathematics,'27.0000',Bachelor's degree,50,31,19,27,14,13,1,1,0,2,2,0,16,12,4,2,1,1,2,1,1
1988-1999,122755,San Jose State University,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,44,19,25,35,15,20,0,0,0,4,2,2,4,2,2,0,0,0,1,0,1
1988-1999,122755,San Jose State University,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,29,6,23,23,3,20,1,1,0,3,1,2,1,1,0,0,0,0,1,0,1
1988-1999,122755,San Jose State University,Philosophy and Religion,'38.0000',Bachelor's degree,9,4,5,8,3,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1988-1999,122755,San Jose State University,Physical Sciences,'40.0000',Bachelor's degree,67,52,15,42,35,7,2,1,1,2,2,0,15,8,7,1,1,0,5,5,0
1988-1999,122755,San Jose State University,Protective Services,'43.0000',Bachelor's degree,71,45,26,35,23,12,9,4,5,10,7,3,13,8,5,3,2,1,1,1,0
1988-1999,122755,San Jose State University,Psychology,'42.0000',Bachelor's degree,122,36,86,94,27,67,7,4,3,10,1,9,10,3,7,1,1,0,0,0,0
1988-1999,122755,San Jose State University,Public Administration and Services,'44.0000',Bachelor's degree,22,2,20,11,1,10,2,0,2,2,0,2,6,1,5,0,0,0,1,0,1
1988-1999,122755,San Jose State University,Social Sciences and History,'45.0000',Bachelor's degree,295,119,176,201,72,129,16,9,7,32,15,17,35,17,18,7,3,4,4,3,1
1988-1999,122755,San Jose State University,Visual and Performing Arts,'50.0000',Bachelor's degree,181,70,111,140,53,87,0,0,0,8,5,3,26,9,17,4,2,2,3,1,2
1988-1999,228246,Southern Methodist University,Allied Health,'17.0000',Bachelor's degree,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,7,4,3,6,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,35,17,18,29,16,13,1,0,1,1,0,1,3,1,2,0,0,0,1,0,1
1988-1999,228246,Southern Methodist University,Business and Management,'06.0000',Bachelor's degree,373,227,146,344,208,136,3,1,2,14,11,3,8,3,5,1,1,0,3,3,0
1988-1999,228246,Southern Methodist University,Communications,'09.0000',Bachelor's degree,197,51,146,178,48,130,10,2,8,3,0,3,4,0,4,0,0,0,2,1,1
1988-1999,228246,Southern Methodist University,Computer and Information Sciences,'11.0000',Bachelor's degree,10,7,3,8,7,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1988-1999,228246,Southern Methodist University,Education,'13.0000',Bachelor's degree,19,6,13,15,5,10,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0
1988-1999,228246,Southern Methodist University,Engineering,'14.0000',Bachelor's degree,91,77,14,74,64,10,1,0,1,4,2,2,4,3,1,1,1,0,7,7,0
1988-1999,228246,Southern Methodist University,Engineering-Related Technologies,'15.0000',Bachelor's degree,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,English Language and Literature/Letters,'23.0000',Bachelor's degree,54,14,40,52,14,38,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,34,7,27,31,7,24,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
1988-1999,228246,Southern Methodist University,Mathematics,'27.0000',Bachelor's degree,12,8,4,9,8,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Philosophy and Religion,'38.0000',Bachelor's degree,10,7,3,9,6,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Physical Sciences,'40.0000',Bachelor's degree,8,7,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Protective Services,'43.0000',Bachelor's degree,10,4,6,7,3,4,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
1988-1999,228246,Southern Methodist University,Psychology,'42.0000',Bachelor's degree,75,26,49,67,20,47,4,3,1,1,0,1,1,1,0,0,0,0,2,2,0
1988-1999,228246,Southern Methodist University,Social Sciences and History,'45.0000',Bachelor's degree,306,188,118,281,173,108,5,1,4,8,7,1,4,1,3,1,0,1,7,6,1
1988-1999,228246,Southern Methodist University,Visual and Performing Arts,'50.0000',Bachelor's degree,107,32,75,98,30,68,2,0,2,4,1,3,1,0,1,0,0,0,2,1,1
1988-1999,243744,Stanford University,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,49,20,29,42,16,26,4,3,1,0,,,3,1,2,0,0,0,0,,
1988-1999,243744,Stanford University,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,159,90,69,89,48,41,14,8,6,12,8,4,30,18,12,1,,1,13,8,5
1988-1999,243744,Stanford University,Communications,'09.0000',Bachelor's degree,40,21,19,28,15,13,4,2,2,6,3,3,2,1,1,0,0,0,0,,
1988-1999,243744,Stanford University,Computer and Information Sciences,'11.0000',Bachelor's degree,43,34,9,30,25,5,5,4,1,2,2,,3,1,2,0,0,0,3,2,1
1988-1999,243744,Stanford University,Engineering,'14.0000',Bachelor's degree,273,208,65,179,140,39,21,13,8,25,20,5,27,17,10,2,2,,19,16,3
1988-1999,243744,Stanford University,English Language and Literature/Letters,'23.0000',Bachelor's degree,110,52,58,87,44,43,6,1,5,8,3,5,6,2,4,1,1,,2,1,1
1988-1999,243744,Stanford University,Foreign Languages and Literatures,'16.0000',Bachelor's degree,39,20,19,28,15,13,5,3,2,4,1,3,1,,1,0,0,0,1,1,
1988-1999,243744,Stanford University,Mathematics,'27.0000',Bachelor's degree,33,21,12,26,16,10,2,2,,1,1,,4,2,2,0,0,0,0,,
1988-1999,243744,Stanford University,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,175,61,114,121,44,77,12,2,10,17,7,10,20,5,15,0,0,0,5,3,2
1988-1999,243744,Stanford University,Philosophy and Religion,'38.0000',Bachelor's degree,23,17,6,19,14,5,2,1,1,0,,,1,1,,0,0,0,1,1,
1988-1999,243744,Stanford University,Physical Sciences,'40.0000',Bachelor's degree,41,30,11,24,20,4,1,,1,4,3,1,7,5,2,1,,1,4,2,2
1988-1999,243744,Stanford University,Psychology,'42.0000',Bachelor's degree,85,29,56,54,23,31,7,,7,15,3,12,8,3,5,0,0,0,1,,1
1988-1999,243744,Stanford University,Public Administration and Services,'44.0000',Bachelor's degree,9,5,4,5,4,1,1,,1,2,1,1,0,,,1,,1,0,,
1988-1999,243744,Stanford University,Social Sciences and History,'45.0000',Bachelor's degree,503,280,223,356,206,150,36,17,19,53,32,21,34,15,19,3,,3,21,10,11
1988-1999,243744,Stanford University,Visual and Performing Arts,'50.0000',Bachelor's degree,39,14,25,31,8,23,2,2,,3,2,1,2,1,1,0,0,0,1,1,
1988-1999,228723,Texas A & M University-College Station,Agricultural Business and Production,'01.0000',Bachelor's degree,173,134,39,159,122,37,4,4,0,5,4,1,0,0,0,0,0,0,5,4,1
1988-1999,228723,Texas A & M University-College Station,Agricultural Sciences,'02.0000',Bachelor's degree,309,185,124,278,160,118,2,0,2,20,16,4,0,0,0,1,1,0,8,8,0
1988-1999,228723,Texas A & M University-College Station,Architecture and Related Programs,'04.0000',Bachelor's degree,184,126,58,153,108,45,5,3,2,19,10,9,5,3,2,0,0,0,2,2,0
1988-1999,228723,Texas A & M University-College Station,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,241,130,111,199,104,95,6,2,4,18,10,8,17,13,4,0,0,0,1,1,0
1988-1999,228723,Texas A & M University-College Station,Business and Management,'06.0000',Bachelor's degree,1147,610,537,1058,571,487,19,7,12,40,17,23,12,5,7,0,0,0,9,1,8
1988-1999,228723,Texas A & M University-College Station,Communications,'09.0000',Bachelor's degree,142,37,105,128,31,97,7,4,3,7,2,5,0,0,0,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Computer and Information Sciences,'11.0000',Bachelor's degree,124,93,31,109,83,26,0,0,0,3,3,0,2,1,1,1,1,0,9,5,4
1988-1999,228723,Texas A & M University-College Station,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Education,'13.0000',Bachelor's degree,657,142,515,619,131,488,9,1,8,27,9,18,2,1,1,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Engineering,'14.0000',Bachelor's degree,998,842,156,797,673,124,12,6,6,61,54,7,64,53,11,0,0,0,64,56,8
1988-1999,228723,Texas A & M University-College Station,Engineering-Related Technologies,'15.0000',Bachelor's degree,286,267,19,251,238,13,4,4,0,20,16,4,6,5,1,0,0,0,5,4,1
1988-1999,228723,Texas A & M University-College Station,English Language and Literature/Letters,'23.0000',Bachelor's degree,239,53,186,222,46,176,3,1,2,14,6,8,0,0,0,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Foreign Languages and Literatures,'16.0000',Bachelor's degree,48,12,36,43,12,31,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1
1988-1999,228723,Texas A & M University-College Station,Health Sciences,'18.0000',Bachelor's degree,90,46,44,82,43,39,1,0,1,6,3,3,1,0,1,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Home Economics,'19.0000',Bachelor's degree,38,3,35,29,2,27,1,0,1,4,1,3,2,0,2,0,0,0,2,0,2
1988-1999,228723,Texas A & M University-College Station,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,120,101,19,113,99,14,3,0,3,4,2,2,0,0,0,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Mathematics,'27.0000',Bachelor's degree,35,17,18,34,17,17,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,93,38,55,82,37,45,1,0,1,8,1,7,2,0,2,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,60,27,33,57,26,31,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1988-1999,228723,Texas A & M University-College Station,Philosophy and Religion,'38.0000',Bachelor's degree,11,6,5,10,6,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1988-1999,228723,Texas A & M University-College Station,Physical Sciences,'40.0000',Bachelor's degree,75,60,15,62,49,13,1,1,0,6,6,0,5,4,1,0,0,0,1,0,1
1988-1999,228723,Texas A & M University-College Station,Psychology,'42.0000',Bachelor's degree,269,79,190,240,70,170,5,0,5,17,6,11,5,2,3,1,0,1,1,1,0
1988-1999,228723,Texas A & M University-College Station,Social Sciences and History,'45.0000',Bachelor's degree,542,331,211,474,288,186,8,3,5,43,27,16,8,5,3,1,1,0,8,7,1
1988-1999,228723,Texas A & M University-College Station,Visual and Performing Arts,'50.0000',Bachelor's degree,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Architecture and Related Programs,'04.0000',Bachelor's degree,16,,16,15,,15,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,41,29,12,37,27,10,2,,2,0,,,1,1,,0,0,0,1,1,
1988-1999,100751,The University of Alabama,Business and Management,'06.0000',Bachelor's degree,557,319,238,488,294,194,51,15,36,1,,1,8,3,5,2,1,1,7,6,1
1988-1999,100751,The University of Alabama,Communications,'09.0000',Bachelor's degree,326,138,188,298,127,171,20,6,14,3,1,2,2,1,1,3,3,,0,,
1988-1999,100751,The University of Alabama,Computer and Information Sciences,'11.0000',Bachelor's degree,23,15,8,18,11,7,3,2,1,0,0,0,2,2,,0,0,0,0,,
1988-1999,100751,The University of Alabama,Education,'13.0000',Bachelor's degree,226,36,190,215,36,179,8,,8,0,,,2,,2,0,0,0,1,,1
1988-1999,100751,The University of Alabama,Engineering,'14.0000',Bachelor's degree,245,199,46,178,149,29,27,14,13,4,4,,14,12,2,0,0,0,22,20,2
1988-1999,100751,The University of Alabama,Engineering-Related Technologies,'15.0000',Bachelor's degree,16,13,3,12,11,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,English Language and Literature/Letters,'23.0000',Bachelor's degree,63,21,42,51,21,30,9,,9,2,,2,0,,,1,,1,0,0,0
1988-1999,100751,The University of Alabama,Foreign Languages and Literatures,'16.0000',Bachelor's degree,11,3,8,7,1,6,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Health Sciences,'18.0000',Bachelor's degree,97,11,86,78,10,68,17,,17,0,0,0,0,0,0,0,0,0,2,1,1
1988-1999,100751,The University of Alabama,Home Economics,'19.0000',Bachelor's degree,98,8,90,90,8,82,8,,8,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Law (non-first professional),'22.0000',Bachelor's degree,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Mathematics,'27.0000',Bachelor's degree,14,7,7,10,6,4,2,1,1,0,0,0,2,,2,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,76,43,33,73,41,32,2,2,,0,0,0,0,0,0,0,0,0,1,,1
1988-1999,100751,The University of Alabama,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Philosophy and Religion,'38.0000',Bachelor's degree,2,2,,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Physical Sciences,'40.0000',Bachelor's degree,16,12,4,15,11,4,0,0,0,0,0,0,1,1,,0,0,0,0,,
1988-1999,100751,The University of Alabama,Protective Services,'43.0000',Bachelor's degree,36,26,10,28,22,6,8,4,4,0,0,0,0,0,0,0,0,0,0,,
1988-1999,100751,The University of Alabama,Psychology,'42.0000',Bachelor's degree,54,17,37,51,17,34,3,,3,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Public Administration and Services,'44.0000',Bachelor's degree,16,1,15,11,,11,3,1,2,1,,1,0,0,0,1,,1,0,0,0
1988-1999,100751,The University of Alabama,Social Sciences and History,'45.0000',Bachelor's degree,142,100,42,128,95,33,14,5,9,0,0,0,0,0,0,0,0,0,0,,
1988-1999,100751,The University of Alabama,Visual and Performing Arts,'50.0000',Bachelor's degree,44,12,32,41,11,30,2,1,1,1,,1,0,0,0,0,0,0,0,0,0
1988-1999,100751,The University of Alabama,Vocational Home Economics,'20.0000',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,228778,The University of Texas at Austin,Allied Health,'17.0000',Bachelor's degree,11,4,7,4,1,3,1,0,1,2,1,1,3,2,1,0,0,0,1,0,1
1988-1999,228778,The University of Texas at Austin,Architecture and Related Programs,'04.0000',Bachelor's degree,127,52,75,100,36,64,1,1,0,15,11,4,7,2,5,0,0,0,4,2,2
1988-1999,228778,The University of Texas at Austin,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,51,23,28,40,18,22,2,1,1,4,1,3,2,2,0,0,0,0,3,1,2
1988-1999,228778,The University of Texas at Austin,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,268,161,107,166,107,59,12,3,9,41,29,12,41,19,22,0,0,0,8,3,5
1988-1999,228778,The University of Texas at Austin,Business (Admin Support),'07.0000',Bachelor's degree,88,47,41,60,33,27,3,1,2,5,3,2,10,5,5,0,0,0,10,5,5
1988-1999,228778,The University of Texas at Austin,Business and Management,'06.0000',Bachelor's degree,1540,849,691,1276,716,560,29,9,20,107,56,51,67,25,42,1,0,1,60,43,17
1988-1999,228778,The University of Texas at Austin,Communications,'09.0000',Bachelor's degree,773,279,494,650,225,425,29,10,19,68,32,36,13,6,7,0,0,0,13,6,7
1988-1999,228778,The University of Texas at Austin,Computer and Information Sciences,'11.0000',Bachelor's degree,116,86,30,71,55,16,2,2,0,5,5,0,14,6,8,0,0,0,24,18,6
1988-1999,228778,The University of Texas at Austin,Education,'13.0000',Bachelor's degree,368,53,315,327,44,283,8,3,5,29,5,24,2,0,2,0,,,2,1,1
1988-1999,228778,The University of Texas at Austin,Engineering,'14.0000',Bachelor's degree,647,545,102,449,380,69,10,7,3,50,42,8,67,53,14,2,2,0,69,61,8
1988-1999,228778,The University of Texas at Austin,English Language and Literature/Letters,'23.0000',Bachelor's degree,220,88,132,187,76,111,8,1,7,15,8,7,2,0,2,1,0,1,7,3,4
1988-1999,228778,The University of Texas at Austin,Foreign Languages and Literatures,'16.0000',Bachelor's degree,125,39,86,106,33,73,5,2,3,13,4,9,0,0,0,0,0,0,1,0,1
1988-1999,228778,The University of Texas at Austin,Health Sciences,'18.0000',Bachelor's degree,222,45,177,158,30,128,3,0,3,35,10,25,17,5,12,3,0,3,6,0,6
1988-1999,228778,The University of Texas at Austin,Home Economics,'19.0000',Bachelor's degree,113,7,106,92,5,87,2,1,1,8,1,7,11,0,11,0,0,0,0,0,0
1988-1999,228778,The University of Texas at Austin,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,157,77,80,143,70,73,1,0,1,8,5,3,5,2,3,0,0,0,0,0,0
1988-1999,228778,The University of Texas at Austin,Mathematics,'27.0000',Bachelor's degree,79,54,25,51,37,14,6,2,4,5,4,1,8,4,4,0,0,0,9,7,2
1988-1999,228778,The University of Texas at Austin,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,10,4,6,8,4,4,0,0,0,1,0,1,1,0,1,0,0,0,0,,
1988-1999,228778,The University of Texas at Austin,Philosophy and Religion,'38.0000',Bachelor's degree,40,27,13,32,24,8,1,1,0,5,1,4,0,0,0,1,1,0,1,0,1
1988-1999,228778,The University of Texas at Austin,Physical Sciences,'40.0000',Bachelor's degree,119,93,26,101,80,21,0,0,0,7,5,2,5,3,2,0,0,0,6,5,1
1988-1999,228778,The University of Texas at Austin,Psychology,'42.0000',Bachelor's degree,372,123,249,303,95,208,11,4,7,44,19,25,10,4,6,0,0,0,4,1,3
1988-1999,228778,The University of Texas at Austin,Public Administration and Services,'44.0000',Bachelor's degree,64,5,59,48,5,43,6,0,6,7,0,7,2,0,2,0,,,1,0,1
1988-1999,228778,The University of Texas at Austin,Social Sciences and History,'45.0000',Bachelor's degree,969,607,362,777,502,275,39,16,23,110,61,49,24,14,10,1,1,0,18,13,5
1988-1999,228778,The University of Texas at Austin,Visual and Performing Arts,'50.0000',Bachelor's degree,246,74,172,208,61,147,8,3,5,18,8,10,3,1,2,1,0,1,8,1,7
1988-1999,134130,University of Florida,Agricultural Business and Production,'01.0000',Bachelor's degree,80,46,34,48,31,17,17,6,11,5,3,2,1,1,0,0,0,0,9,5,4
1988-1999,134130,University of Florida,Agricultural Sciences,'02.0000',Bachelor's degree,94,47,47,71,29,42,2,0,2,9,8,1,1,0,1,0,0,0,11,10,1
1988-1999,134130,University of Florida,Allied Health,'17.0000',Bachelor's degree,125,29,96,110,25,85,3,0,3,9,4,5,2,0,2,0,0,0,1,0,1
1988-1999,134130,University of Florida,Architecture and Related Programs,'04.0000',Bachelor's degree,140,90,50,112,71,41,3,2,1,12,9,3,8,5,3,0,0,0,5,3,2
1988-1999,134130,University of Florida,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,7,3,4,5,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1988-1999,134130,University of Florida,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,171,107,64,122,73,49,9,6,3,14,9,5,15,11,4,0,0,0,11,8,3
1988-1999,134130,University of Florida,Business and Management,'06.0000',Bachelor's degree,932,567,365,830,511,319,20,10,10,46,30,16,24,9,15,0,0,0,11,6,5
1988-1999,134130,University of Florida,Communications,'09.0000',Bachelor's degree,734,240,494,664,221,443,25,4,21,34,13,21,4,0,4,1,0,1,6,2,4
1988-1999,134130,University of Florida,Computer and Information Sciences,'11.0000',Bachelor's degree,119,88,31,87,69,18,4,2,2,13,9,4,10,5,5,0,0,0,4,2,2
1988-1999,134130,University of Florida,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,25,20,5,24,19,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,134130,University of Florida,Education,'13.0000',Bachelor's degree,456,100,356,417,90,327,21,4,17,16,6,10,0,0,0,0,0,0,2,0,2
1988-1999,134130,University of Florida,Engineering,'14.0000',Bachelor's degree,583,494,89,454,389,65,16,9,7,54,48,6,25,18,7,1,1,0,31,28,3
1988-1999,134130,University of Florida,Engineering-Related Technologies,'15.0000',Bachelor's degree,117,113,4,102,100,2,8,8,0,3,3,0,2,0,2,0,0,0,2,2,0
1988-1999,134130,University of Florida,English Language and Literature/Letters,'23.0000',Bachelor's degree,272,79,193,242,73,169,18,4,14,7,1,6,2,0,2,0,0,0,2,1,1
1988-1999,134130,University of Florida,Foreign Languages and Literatures,'16.0000',Bachelor's degree,25,6,19,21,5,16,2,0,2,1,1,0,0,0,0,0,0,0,1,0,1
1988-1999,134130,University of Florida,Health Sciences,'18.0000',Bachelor's degree,218,32,186,197,28,169,3,0,3,11,3,8,6,1,5,1,0,1,0,0,0
1988-1999,134130,University of Florida,Home Economics,'19.0000',Bachelor's degree,11,0,11,9,0,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1988-1999,134130,University of Florida,Mathematics,'27.0000',Bachelor's degree,61,38,23,49,31,18,2,2,0,3,2,1,4,2,2,0,0,0,3,1,2
1988-1999,134130,University of Florida,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,27,17,10,22,13,9,2,2,0,1,0,1,2,2,0,0,0,0,0,0,0
1988-1999,134130,University of Florida,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,134130,University of Florida,Philosophy and Religion,'38.0000',Bachelor's degree,16,12,4,14,10,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1988-1999,134130,University of Florida,Physical Sciences,'40.0000',Bachelor's degree,87,72,15,71,59,12,0,0,0,5,5,0,9,6,3,0,0,0,2,2,0
1988-1999,134130,University of Florida,Protective Services,'43.0000',Bachelor's degree,100,59,41,82,49,33,13,6,7,4,3,1,1,1,0,0,0,0,0,0,0
1988-1999,134130,University of Florida,Psychology,'42.0000',Bachelor's degree,249,85,164,205,70,135,13,2,11,24,10,14,4,2,2,0,0,0,3,1,2
1988-1999,134130,University of Florida,Social Sciences and History,'45.0000',Bachelor's degree,632,387,245,532,345,187,50,15,35,29,17,12,7,1,6,1,1,0,13,8,5
1988-1999,134130,University of Florida,Visual and Performing Arts,'50.0000',Bachelor's degree,112,50,62,106,47,59,2,2,0,1,1,0,1,0,1,0,0,0,2,0,2
1988-1999,139959,University of Georgia,Agricultural Business and Production,'01.0000',Bachelor's degree,81,70,11,78,67,11,2,2,,0,0,0,0,0,0,0,0,0,1,1,
1988-1999,139959,University of Georgia,Agricultural Sciences,'02.0000',Bachelor's degree,84,57,27,74,51,23,4,2,2,0,0,0,0,,,0,0,0,6,4,2
1988-1999,139959,University of Georgia,Allied Health,'17.0000',Bachelor's degree,2,,2,2,,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0
1988-1999,139959,University of Georgia,Architecture and Related Programs,'04.0000',Bachelor's degree,56,48,8,53,45,8,1,1,,0,0,0,2,2,,0,0,0,0,,
1988-1999,139959,University of Georgia,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,2,,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988-1999,139959,University of Georgia,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,150,90,60,134,85,49,8,3,5,1,,1,3,2,1,1,,1,3,,3
1988-1999,139959,University of Georgia,Business and Management,'06.0000',Bachelor's degree,971,537,434,914,509,405,30,10,20,6,5,1,10,6,4,2,,2,9,7,2
1988-1999,139959,University of Georgia,Communications,'09.0000',Bachelor's degree,298,85,213,282,82,200,10,,10,1,,1,0,0,0,0,0,0,5,3,2
1988-1999,139959,University of Georgia,Communications Technologies,'10.0000',Bachelor's degree,70,37,33,64,36,28,4,,4,1,1,,0,0,0,0,0,0,1,,1
1988-1999,139959,University of Georgia,Computer and Information Sciences,'11.0000',Bachelor's degree,33,26,7,22,19,3,4,2,2,0,0,0,3,1,2,0,0,0,4,4,
1988-1999,139959,University of Georgia,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,32,31,1,30,29,1,1,1,,0,0,0,0,0,0,0,0,0,1,1,
1988-1999,139959,University of Georgia,Education,'13.0000',Bachelor's degree,550,115,435,526,109,417,16,5,11,3,,3,3,1,2,0,,,2,,2
1988-1999,139959,University of Georgia,Engineering,'14.0000',Bachelor's degree,22,19,3,20,18,2,1,1,,0,0,0,0,0,0,0,0,0,1,,1
1988-1999,139959,University of Georgia,English Language and Literature/Letters,'23.0000',Bachelor's degree,215,79,136,205,77,128,4,,4,2,1,1,3,1,2,0,0,0,1,,1
1988-1999,139959,University of Georgia,Foreign Languages and Literatures,'16.0000',Bachelor's degree,28,6,22,26,6,20,0,0,0,1,,1,1,,1,0,0,0,0,,
1988-1999,139959,University of Georgia,Health Sciences,'18.0000',Bachelor's degree,138,46,92,130,44,86,7,1,6,0,,,1,1,,0,0,0,0,,
1988-1999,139959,University of Georgia,Home Economics,'19.0000',Bachelor's degree,89,4,85,84,4,80,3,,3,0,0,0,1,,1,0,0,0,1,,1
1988-1999,139959,University of Georgia,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,54,,54,50,,50,3,,3,0,0,0,1,,1,0,0,0,0,0,0
