Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2000-2001,122755,San Jose State University,Business Management and Administrative Services,'52',Bachelor's degree,First major,1181,483,698,268,130,138,29,16,13,132,60,72,579,204,375,1,1,0,103,46,57,69,26,43
2000-2001,122755,San Jose State University,Communications,'09',Bachelor's degree,First major,199,83,116,71,34,37,10,2,8,35,12,23,40,19,21,4,1,3,25,13,12,14,2,12
2000-2001,122755,San Jose State University,Engineering,'14',Bachelor's degree,First major,420,328,92,66,61,5,9,6,3,29,19,10,253,187,66,0,0,0,38,34,4,25,21,4
2000-2001,122755,San Jose State University,Engineering-Related Technologies,'15',Bachelor's degree,First major,84,70,14,27,24,3,3,3,0,12,11,1,31,24,7,1,0,1,8,7,1,2,1,1
2000-2001,122755,San Jose State University,Home Economics- General,'19',Bachelor's degree,First major,30,1,29,7,0,7,0,0,0,3,0,3,12,0,12,0,0,0,8,1,7,0,0,0
2000-2001,122755,San Jose State University,Philosophy and Religion,'38',Bachelor's degree,First major,11,7,4,3,1,2,2,2,0,1,1,0,2,1,1,0,0,0,3,2,1,0,0,0
2000-2001,122755,San Jose State University,Social Sciences and History,'45',Bachelor's degree,First major,242,122,120,107,50,57,12,9,3,48,22,26,26,15,11,4,1,3,39,24,15,6,1,5
2000-2001,122755,San Jose State University,Education,'13',Bachelor's degree,First major,234,49,185,112,16,96,10,4,6,41,9,32,38,8,30,1,0,1,32,12,20,0,0,0
2000-2001,122755,San Jose State University,English Language and Literature/Letters,'23',Bachelor's degree,First major,126,39,87,56,18,38,6,3,3,13,2,11,15,6,9,2,0,2,33,10,23,1,0,1
2000-2001,122755,San Jose State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,105,17,88,56,10,46,2,0,2,23,1,22,9,1,8,1,0,1,13,4,9,1,1,0
2000-2001,122755,San Jose State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,15,5,10,9,3,6,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0
2000-2001,122755,San Jose State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,16,7,9,7,4,3,2,1,1,3,1,2,4,1,3,0,0,0,0,0,0,0,0,0
2000-2001,122755,San Jose State University,Physical Sciences,'40',Bachelor's degree,First major,48,19,29,17,8,9,1,1,0,2,1,1,21,5,16,0,0,0,5,3,2,2,1,1
2000-2001,122755,San Jose State University,Protective Services,'43',Bachelor's degree,First major,128,62,66,49,22,27,10,3,7,33,15,18,17,10,7,2,1,1,17,11,6,0,0,0
2000-2001,122755,San Jose State University,Public Administration and Services,'44',Bachelor's degree,First major,59,7,52,12,1,11,4,0,4,27,2,25,12,4,8,0,0,0,4,0,4,0,0,0
2000-2001,228246,Southern Methodist University,Computer and Information Sciences,'11',Bachelor's degree,First major,13,10,3,8,8,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,1,1,0
2000-2001,228246,Southern Methodist University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Engineering,'14',Bachelor's degree,First major,47,36,11,27,20,7,5,3,2,9,7,2,4,4,0,0,0,0,0,0,0,2,2,0
2000-2001,228246,Southern Methodist University,English Language and Literature/Letters,'23',Bachelor's degree,First major,44,15,29,37,14,23,4,0,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,5,0,5,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Philosophy and Religion,'38',Bachelor's degree,First major,14,8,6,13,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Physical Sciences,'40',Bachelor's degree,First major,9,5,4,8,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Public Administration and Services,'44',Bachelor's degree,First major,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,8,1,7,4,1,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Biological Science/Life Sciences,'26',Bachelor's degree,First major,26,10,16,23,8,15,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Education,'13',Bachelor's degree,First major,9,3,6,8,2,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Social Sciences and History,'45',Bachelor's degree,First major,194,96,98,150,77,73,10,4,6,24,9,15,5,2,3,0,0,0,0,0,0,5,4,1
2000-2001,228246,Southern Methodist University,Business Management and Administrative Services,'52',Bachelor's degree,First major,365,193,172,291,164,127,10,2,8,23,11,12,26,8,18,0,0,0,0,0,0,15,8,7
2000-2001,228246,Southern Methodist University,Communications,'09',Bachelor's degree,First major,168,46,122,129,35,94,14,4,10,14,3,11,7,3,4,2,1,1,0,0,0,2,0,2
2000-2001,228246,Southern Methodist University,Mathematics,'27',Bachelor's degree,First major,22,16,6,19,14,5,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,228246,Southern Methodist University,Psychology,'42',Bachelor's degree,First major,93,15,78,67,12,55,9,1,8,12,1,11,2,1,1,0,0,0,0,0,0,3,0,3
2000-2001,228246,Southern Methodist University,Visual and Performing Arts,'50',Bachelor's degree,First major,125,50,75,108,41,67,8,4,4,4,3,1,2,0,2,1,0,1,0,0,0,2,2,0
2000-2001,228246,Southern Methodist University,Foreign Languages and Literatures,'16',Bachelor's degree,First major,30,9,21,20,4,16,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,2,0,2
2000-2001,228246,Southern Methodist University,Health Professions and Related Sciences,'51',Bachelor's degree,First major,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Foreign Languages and Literatures,'16',Bachelor's degree,First major,30,16,14,20,14,6,0,0,0,4,0,4,4,1,3,0,0,0,0,0,0,2,1,1
2000-2001,243744,Stanford University,Biological Science/Life Sciences,'26',Bachelor's degree,First major,137,60,77,56,26,30,10,4,6,10,4,6,58,25,33,0,0,0,0,0,0,3,1,2
2000-2001,243744,Stanford University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,202,47,155,112,28,84,19,6,13,21,4,17,47,8,39,1,0,1,0,0,0,2,1,1
2000-2001,243744,Stanford University,Public Administration and Services,'44',Bachelor's degree,First major,26,14,12,14,8,6,4,3,1,4,2,2,4,1,3,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Visual and Performing Arts,'50',Bachelor's degree,First major,44,14,30,28,9,19,4,2,2,4,0,4,8,3,5,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,10,4,6,8,4,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Communications,'09',Bachelor's degree,First major,32,14,18,17,9,8,5,4,1,1,1,0,7,0,7,2,0,2,0,0,0,0,0,0
2000-2001,243744,Stanford University,Philosophy and Religion,'38',Bachelor's degree,First major,18,7,11,7,3,4,2,1,1,2,1,1,7,2,5,0,0,0,0,0,0,0,0,0
2000-2001,243744,Stanford University,Physical Sciences,'40',Bachelor's degree,First major,59,28,31,34,17,17,3,1,2,5,1,4,13,6,7,0,0,0,1,1,0,3,2,1
2000-2001,243744,Stanford University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,66,20,46,32,9,23,9,0,9,10,5,5,9,4,5,5,1,4,1,1,0,0,0,0
2000-2001,243744,Stanford University,Computer and Information Sciences,'11',Bachelor's degree,First major,180,139,41,85,74,11,11,10,1,10,7,3,67,42,25,1,1,0,0,0,0,6,5,1
2000-2001,243744,Stanford University,Engineering,'14',Bachelor's degree,First major,228,155,73,84,56,28,16,9,7,27,19,8,68,46,22,1,1,0,1,1,0,31,23,8
2000-2001,243744,Stanford University,English Language and Literature/Letters,'23',Bachelor's degree,First major,106,42,64,59,28,31,7,0,7,8,2,6,27,10,17,1,0,1,2,1,1,2,1,1
2000-2001,243744,Stanford University,Mathematics,'27',Bachelor's degree,First major,23,15,8,11,7,4,1,1,0,1,1,0,9,5,4,0,0,0,0,0,0,1,1,0
2000-2001,243744,Stanford University,Psychology,'42',Bachelor's degree,First major,65,19,46,31,12,19,13,2,11,13,3,10,7,2,5,0,0,0,1,0,1,0,0,0
2000-2001,243744,Stanford University,Social Sciences and History,'45',Bachelor's degree,First major,450,221,229,220,107,113,43,19,24,53,34,19,99,42,57,2,0,2,0,0,0,33,19,14
2000-2001,228723,Texas A & M University-College Station,Business Management and Administrative Services,'52',Bachelor's degree,First major,1217,549,668,1033,474,559,25,8,17,103,45,58,17,7,10,5,3,2,15,5,10,19,7,12
2000-2001,228723,Texas A & M University-College Station,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,118,70,48,105,62,43,1,1,0,7,3,4,1,1,0,1,0,1,3,3,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Engineering-Related Technologies,'15',Bachelor's degree,First major,265,239,26,200,183,17,7,4,3,37,34,3,10,10,0,0,0,0,1,0,1,10,8,2
2000-2001,228723,Texas A & M University-College Station,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,741,141,600,628,111,517,12,2,10,74,20,54,15,4,11,3,1,2,7,2,5,2,1,1
2000-2001,228723,Texas A & M University-College Station,Agricultural Business and Production,'01',Bachelor's degree,First major,702,402,300,615,348,267,21,14,7,39,24,15,4,2,2,1,0,1,15,9,6,7,5,2
2000-2001,228723,Texas A & M University-College Station,Biological Science/Life Sciences,'26',Bachelor's degree,First major,334,151,183,243,108,135,15,4,11,34,17,17,25,14,11,0,0,0,16,7,9,1,1,0
2000-2001,228723,Texas A & M University-College Station,Communications,'09',Bachelor's degree,First major,218,69,149,174,56,118,12,4,8,22,7,15,5,2,3,2,0,2,3,0,3,0,0,0
2000-2001,228723,Texas A & M University-College Station,Architecture and Related Programs,'04',Bachelor's degree,First major,171,116,55,131,89,42,2,1,1,27,18,9,2,1,1,0,0,0,2,2,0,7,5,2
2000-2001,228723,Texas A & M University-College Station,English Language and Literature/Letters,'23',Bachelor's degree,First major,355,82,273,300,66,234,6,2,4,38,12,26,3,0,3,1,0,1,7,2,5,0,0,0
2000-2001,228723,Texas A & M University-College Station,Foreign Languages and Literatures,'16',Bachelor's degree,First major,28,5,23,16,5,11,0,0,0,9,0,9,1,0,1,0,0,0,2,0,2,0,0,0
2000-2001,228723,Texas A & M University-College Station,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,First major,221,175,46,185,146,39,8,5,3,19,16,3,4,4,0,1,1,0,2,1,1,2,2,0
2000-2001,228723,Texas A & M University-College Station,Mathematics,'27',Bachelor's degree,First major,414,241,173,328,188,140,6,3,3,34,22,12,27,17,10,1,0,1,8,4,4,10,7,3
2000-2001,228723,Texas A & M University-College Station,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,193,100,93,178,88,90,3,3,0,8,5,3,1,1,0,1,1,0,2,2,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Philosophy and Religion,'38',Bachelor's degree,First major,11,6,5,7,4,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,2,0
2000-2001,228723,Texas A & M University-College Station,Agricultural Sciences,'02',Bachelor's degree,First major,183,113,70,160,101,59,1,0,1,15,10,5,1,0,1,0,0,0,4,1,3,2,1,1
2000-2001,228723,Texas A & M University-College Station,Computer and Information Sciences,'11',Bachelor's degree,First major,117,96,21,84,74,10,1,0,1,8,5,3,16,10,6,0,0,0,1,0,1,7,7,0
2000-2001,228723,Texas A & M University-College Station,Engineering,'14',Bachelor's degree,First major,895,704,191,665,537,128,26,16,10,83,60,23,64,50,14,4,2,2,9,5,4,44,34,10
2000-2001,228723,Texas A & M University-College Station,Health Professions and Related Sciences,'51',Bachelor's degree,First major,146,24,122,115,17,98,7,1,6,17,2,15,5,3,2,1,0,1,1,1,0,0,0,0
2000-2001,228723,Texas A & M University-College Station,Home Economics- General,'19',Bachelor's degree,First major,59,6,53,47,3,44,1,1,0,4,1,3,3,0,3,1,0,1,2,0,2,1,1,0
2000-2001,228723,Texas A & M University-College Station,Physical Sciences,'40',Bachelor's degree,First major,104,59,45,76,44,32,2,2,0,17,9,8,5,2,3,0,0,0,2,1,1,2,1,1
2000-2001,228723,Texas A & M University-College Station,Psychology,'42',Bachelor's degree,First major,328,74,254,264,58,206,9,1,8,35,12,23,8,1,7,3,1,2,8,1,7,1,0,1
2000-2001,228723,Texas A & M University-College Station,Social Sciences and History,'45',Bachelor's degree,First major,656,327,329,531,266,265,14,7,7,69,34,35,19,6,13,2,1,1,9,4,5,12,9,3
2000-2001,228723,Texas A & M University-College Station,Visual and Performing Arts,'50',Bachelor's degree,First major,17,6,11,12,5,7,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Architecture and Related Programs,'04',Bachelor's degree,First major,4,2,2,3,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Engineering,'14',Bachelor's degree,First major,176,138,38,132,107,25,21,10,11,2,2,0,3,1,2,1,1,0,0,0,0,17,17,0
2000-2001,100751,The University of Alabama,Foreign Languages and Literatures,'16',Bachelor's degree,First major,25,12,13,20,11,9,2,0,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,15,5,10,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2000-2001,100751,The University of Alabama,Psychology,'42',Bachelor's degree,First major,98,23,75,78,19,59,18,2,16,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Social Sciences and History,'45',Bachelor's degree,First major,126,74,52,101,66,35,19,4,15,1,1,0,2,1,1,2,2,0,0,0,0,1,0,1
2000-2001,100751,The University of Alabama,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,11,6,5,10,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Business Management and Administrative Services,'52',Bachelor's degree,First major,801,491,310,684,435,249,75,32,43,3,1,2,7,3,4,6,2,4,0,0,0,26,18,8
2000-2001,100751,The University of Alabama,English Language and Literature/Letters,'23',Bachelor's degree,First major,88,27,61,80,25,55,7,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Protective Services,'43',Bachelor's degree,First major,66,47,19,50,39,11,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,100751,The University of Alabama,Public Administration and Services,'44',Bachelor's degree,First major,30,5,25,24,4,20,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Communications,'09',Bachelor's degree,First major,261,102,159,221,84,137,26,10,16,0,0,0,3,2,1,4,2,2,0,0,0,7,4,3
2000-2001,100751,The University of Alabama,Education,'13',Bachelor's degree,First major,204,64,140,176,52,124,22,8,14,1,0,1,1,1,0,0,0,0,0,0,0,4,3,1
2000-2001,100751,The University of Alabama,Philosophy and Religion,'38',Bachelor's degree,First major,8,6,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,100751,The University of Alabama,Biological Science/Life Sciences,'26',Bachelor's degree,First major,80,37,43,59,30,29,14,4,10,2,1,1,1,0,1,2,1,1,0,0,0,2,1,1
2000-2001,100751,The University of Alabama,Computer and Information Sciences,'11',Bachelor's degree,First major,25,17,8,17,11,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2
2000-2001,100751,The University of Alabama,Health Professions and Related Sciences,'51',Bachelor's degree,First major,160,33,127,129,24,105,28,8,20,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Home Economics- General,'19',Bachelor's degree,First major,185,36,149,156,30,126,28,6,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2000-2001,100751,The University of Alabama,Mathematics,'27',Bachelor's degree,First major,11,5,6,6,4,2,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,100751,The University of Alabama,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,77,36,41,71,32,39,3,1,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0
2000-2001,100751,The University of Alabama,Physical Sciences,'40',Bachelor's degree,First major,17,12,5,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2000-2001,100751,The University of Alabama,Visual and Performing Arts,'50',Bachelor's degree,First major,109,33,76,92,23,69,11,6,5,2,2,0,3,2,1,0,0,0,0,0,0,1,0,1
2000-2001,228778,The University of Texas at Austin,Biological Science/Life Sciences,'26',Bachelor's degree,First major,501,233,268,295,138,157,12,4,8,69,32,37,107,50,57,2,1,1,0,0,0,16,8,8
2000-2001,228778,The University of Texas at Austin,Communications,'09',Bachelor's degree,First major,990,377,613,740,298,442,25,6,19,140,53,87,60,13,47,6,0,6,0,0,0,19,7,12
2000-2001,228778,The University of Texas at Austin,English Language and Literature/Letters,'23',Bachelor's degree,First major,321,116,205,262,100,162,2,0,2,34,10,24,19,4,15,2,1,1,2,1,1,0,0,0
2000-2001,228778,The University of Texas at Austin,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,81,36,45,54,23,31,8,3,5,15,9,6,4,1,3,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Philosophy and Religion,'38',Bachelor's degree,First major,52,39,13,45,35,10,0,0,0,4,2,2,2,2,0,1,0,1,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Psychology,'42',Bachelor's degree,First major,494,137,357,330,92,238,5,2,3,80,21,59,65,17,48,2,1,1,0,0,0,12,4,8
2000-2001,228778,The University of Texas at Austin,Social Sciences and History,'45',Bachelor's degree,First major,1175,676,499,826,478,348,37,12,25,158,95,63,111,63,48,10,6,4,1,0,1,32,22,10
2000-2001,228778,The University of Texas at Austin,Visual and Performing Arts,'50',Bachelor's degree,First major,401,134,267,301,97,204,3,1,2,51,23,28,28,9,19,2,0,2,3,2,1,13,2,11
2000-2001,228778,The University of Texas at Austin,Business Management and Administrative Services,'52',Bachelor's degree,First major,997,512,485,627,338,289,26,7,19,110,52,58,199,97,102,3,2,1,1,0,1,31,16,15
2000-2001,228778,The University of Texas at Austin,Computer and Information Sciences,'11',Bachelor's degree,First major,277,234,43,124,109,15,7,6,1,18,15,3,70,52,18,0,0,0,0,0,0,58,52,6
2000-2001,228778,The University of Texas at Austin,Engineering,'14',Bachelor's degree,First major,743,583,160,401,323,78,23,17,6,87,73,14,171,120,51,2,1,1,2,1,1,57,48,9
2000-2001,228778,The University of Texas at Austin,Foreign Languages and Literatures,'16',Bachelor's degree,First major,248,99,149,166,56,110,1,1,0,56,31,25,17,7,10,1,1,0,0,0,0,7,3,4
2000-2001,228778,The University of Texas at Austin,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,First major,178,87,91,131,66,65,6,4,2,20,9,11,20,7,13,1,1,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Physical Sciences,'40',Bachelor's degree,First major,121,80,41,90,65,25,2,0,2,15,9,6,10,4,6,0,0,0,0,0,0,4,2,2
2000-2001,228778,The University of Texas at Austin,Architecture and Related Programs,'04',Bachelor's degree,First major,52,36,16,35,26,9,0,0,0,8,5,3,5,3,2,0,0,0,0,0,0,4,2,2
2000-2001,228778,The University of Texas at Austin,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,82,29,53,48,19,29,1,0,1,27,8,19,6,2,4,0,0,0,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Home Economics- General,'19',Bachelor's degree,First major,131,3,128,90,2,88,10,0,10,13,0,13,17,1,16,1,0,1,0,0,0,0,0,0
2000-2001,228778,The University of Texas at Austin,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,362,70,292,251,44,207,14,5,9,65,15,50,25,4,21,2,1,1,2,0,2,3,1,2
2000-2001,228778,The University of Texas at Austin,Public Administration and Services,'44',Bachelor's degree,First major,68,5,63,42,4,38,2,0,2,21,1,20,1,0,1,0,0,0,2,0,2,0,0,0
2000-2001,228778,The University of Texas at Austin,Health Professions and Related Sciences,'51',Bachelor's degree,First major,243,35,208,163,20,143,11,2,9,41,8,33,23,5,18,4,0,4,0,0,0,1,0,1
2000-2001,228778,The University of Texas at Austin,Mathematics,'27',Bachelor's degree,First major,138,84,54,84,53,31,5,0,5,21,15,6,19,11,8,0,0,0,0,0,0,9,5,4
2000-2001,134130,University of Florida,Agricultural Business and Production,'01',Bachelor's degree,First major,76,56,20,58,41,17,4,3,1,4,2,2,1,1,0,1,1,0,0,0,0,8,8,0
2000-2001,134130,University of Florida,Architecture and Related Programs,'04',Bachelor's degree,First major,101,69,32,62,47,15,6,6,0,20,10,10,5,3,2,0,0,0,0,0,0,8,3,5
2000-2001,134130,University of Florida,Biological Science/Life Sciences,'26',Bachelor's degree,First major,374,184,190,247,122,125,23,5,18,49,28,21,50,24,26,0,0,0,1,1,0,4,4,0
2000-2001,134130,University of Florida,Engineering-Related Technologies,'15',Bachelor's degree,First major,139,122,17,127,110,17,1,1,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,Mathematics,'27',Bachelor's degree,First major,52,31,21,45,25,20,1,1,0,3,3,0,3,2,1,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,Agricultural Sciences,'02',Bachelor's degree,First major,327,97,230,258,74,184,13,4,9,28,10,18,20,4,16,3,1,2,1,0,1,4,4,0
2000-2001,134130,University of Florida,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,First major,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,English Language and Literature/Letters,'23',Bachelor's degree,First major,253,97,156,208,87,121,13,1,12,20,8,12,10,1,9,2,0,2,0,0,0,0,0,0
2000-2001,134130,University of Florida,Foreign Languages and Literatures,'16',Bachelor's degree,First major,100,31,69,71,27,44,8,1,7,16,0,16,3,1,2,1,1,0,0,0,0,1,1,0
2000-2001,134130,University of Florida,Health Professions and Related Sciences,'51',Bachelor's degree,First major,539,59,480,400,38,362,60,8,52,43,4,39,31,8,23,2,0,2,1,0,1,2,1,1
2000-2001,134130,University of Florida,Multi/Interdisciplinary Studies,'30',Bachelor's degree,First major,66,35,31,42,22,20,2,2,0,2,1,1,18,9,9,0,0,0,0,0,0,2,1,1
2000-2001,134130,University of Florida,Business Management and Administrative Services,'52',Bachelor's degree,First major,1595,948,647,1246,755,491,61,20,41,162,96,66,91,50,41,4,4,0,1,1,0,30,22,8
2000-2001,134130,University of Florida,Home Economics- General,'19',Bachelor's degree,First major,67,14,53,51,10,41,8,2,6,3,0,3,4,2,2,1,0,1,0,0,0,0,0,0
2000-2001,134130,University of Florida,Philosophy and Religion,'38',Bachelor's degree,First major,33,20,13,26,16,10,2,2,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,Physical Sciences,'40',Bachelor's degree,First major,74,46,28,61,36,25,0,0,0,6,6,0,7,4,3,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,Visual and Performing Arts,'50',Bachelor's degree,First major,211,52,159,142,33,109,9,3,6,42,11,31,11,2,9,2,1,1,1,1,0,4,1,3
2000-2001,134130,University of Florida,Communications,'09',Bachelor's degree,First major,697,236,461,581,199,382,33,11,22,60,19,41,17,7,10,0,0,0,3,0,3,3,0,3
2000-2001,134130,University of Florida,Computer and Information Sciences,'11',Bachelor's degree,First major,109,87,22,72,60,12,4,4,0,12,10,2,15,10,5,1,0,1,0,0,0,5,3,2
2000-2001,134130,University of Florida,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,122,52,70,102,49,53,2,0,2,11,2,9,3,0,3,1,1,0,0,0,0,3,0,3
2000-2001,134130,University of Florida,Education,'13',Bachelor's degree,First major,278,32,246,239,28,211,12,1,11,20,2,18,6,1,5,1,0,1,0,0,0,0,0,0
2000-2001,134130,University of Florida,Engineering,'14',Bachelor's degree,First major,749,608,141,505,425,80,26,18,8,87,75,12,94,62,32,5,3,2,1,1,0,31,24,7
2000-2001,134130,University of Florida,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,First major,354,147,207,276,106,170,41,24,17,24,11,13,12,5,7,0,0,0,1,1,0,0,0,0
2000-2001,134130,University of Florida,Protective Services,'43',Bachelor's degree,First major,140,71,69,102,50,52,13,6,7,23,15,8,2,0,2,0,0,0,0,0,0,0,0,0
2000-2001,134130,University of Florida,Psychology,'42',Bachelor's degree,First major,402,96,306,318,81,237,23,3,20,39,10,29,16,1,15,0,0,0,1,0,1,5,1,4
2000-2001,134130,University of Florida,Social Sciences and History,'45',Bachelor's degree,First major,799,400,399,596,313,283,70,28,42,89,41,48,36,14,22,3,1,2,2,1,1,3,2,1
2000-2001,139959,University of Georgia,Communications,'09',Bachelor's degree,First major,269,67,202,244,62,182,11,3,8,3,1,2,5,0,5,2,0,2,0,0,0,4,1,3
2000-2001,139959,University of Georgia,Conservation and Renewable Natural Resources,'03',Bachelor's degree,First major,74,61,13,73,60,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Architecture and Related Programs,'04',Bachelor's degree,First major,67,42,25,62,40,22,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1
2000-2001,139959,University of Georgia,Biological Science/Life Sciences,'26',Bachelor's degree,First major,347,147,200,266,125,141,29,6,23,9,8,1,35,8,27,0,0,0,0,0,0,8,0,8
2000-2001,139959,University of Georgia,Home Economics- General,'19',Bachelor's degree,First major,225,31,194,205,27,178,17,3,14,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Agricultural Business and Production,'01',Bachelor's degree,First major,89,63,26,86,60,26,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Agricultural Sciences,'02',Bachelor's degree,First major,77,29,48,75,29,46,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-2001,139959,University of Georgia,Communications Technologies,'10',Bachelor's degree,First major,94,40,54,85,35,50,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
2000-2001,139959,University of Georgia,Foreign Languages and Literatures,'16',Bachelor's degree,First major,68,20,48,61,17,44,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,2
2000-2001,139959,University of Georgia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,First major,44,1,43,40,1,39,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
