Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2006-2007,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Public administration and social service professions.,'44',23,4,19,18,2,16,1,0,1,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0
2006-2007,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Security and protective services.,'43',221,130,91,127,85,42,34,15,19,27,10,17,21,13,8,0,0,0,12,7,5,0,0,0
2006-2007,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Social sciences.,'45',895,492,403,480,286,194,81,39,42,87,41,46,183,92,91,3,2,1,38,19,19,23,13,10
2006-2007,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Visual and performing arts.,'50',236,77,159,171,59,112,12,4,8,12,3,9,24,8,16,1,0,1,12,2,10,4,1,3
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',125,86,39,29,25,4,2,2,0,5,4,1,57,34,23,0,0,0,10,8,2,22,13,9
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Education.,'13',135,5,130,48,0,48,2,0,2,20,2,18,44,1,43,0,0,0,21,2,19,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,English language and literature/letters.,'23',144,56,88,74,32,42,5,2,3,21,7,14,19,8,11,1,0,1,23,7,16,1,0,1
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',331,44,287,84,10,74,18,0,18,45,5,40,138,24,114,2,0,2,34,3,31,10,2,8
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',85,21,64,47,9,38,1,0,1,14,3,11,13,5,8,0,0,0,10,4,6,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Mathematics and statistics.,'27',15,7,8,4,3,1,0,0,0,1,1,0,7,1,6,0,0,0,2,1,1,1,1,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Physical sciences.,'40',38,20,18,16,10,6,1,0,1,1,0,1,13,6,7,0,0,0,5,3,2,2,1,1
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',76,30,46,19,6,13,4,1,3,6,4,2,32,15,17,1,0,1,9,4,5,5,0,5
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Psychology.,'42',178,41,137,67,14,53,8,1,7,46,12,34,29,8,21,2,0,2,23,6,17,3,0,3
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1271,682,589,269,155,114,38,18,20,149,76,73,605,322,283,2,2,0,140,83,57,68,26,42
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',207,83,124,71,28,43,10,3,7,40,17,23,46,21,25,1,1,0,33,11,22,6,2,4
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Engineering.,'14',340,273,67,47,39,8,15,10,5,32,25,7,176,140,36,1,0,1,38,32,6,31,27,4
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',31,8,23,9,3,6,0,0,0,14,2,12,3,1,2,0,0,0,4,2,2,1,0,1
2006-2007,122755,San Jose State University,Bachelor's degree,First major,History,'54',45,28,17,24,16,8,4,2,2,6,4,2,5,2,3,0,0,0,6,4,2,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',42,11,31,13,3,10,1,1,0,15,4,11,7,1,6,0,0,0,6,2,4,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Security and protective services.,'43',173,95,78,37,23,14,8,5,3,61,29,32,41,28,13,0,0,0,26,10,16,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Social sciences.,'45',242,126,116,79,44,35,23,16,7,56,25,31,46,26,20,6,2,4,30,11,19,2,2,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Visual and performing arts.,'50',322,136,186,104,40,64,8,3,5,29,17,12,106,52,54,1,1,0,50,19,31,24,4,20
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Natural resources and conservation.,'03',19,10,9,8,4,4,0,0,0,2,2,0,6,2,4,0,0,0,2,1,1,1,1,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',102,52,50,47,21,26,7,2,5,15,9,6,21,15,6,0,0,0,9,3,6,3,2,1
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',23,17,6,6,6,0,1,1,0,4,2,2,8,6,2,1,0,1,3,2,1,0,0,0
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Public administration and social service professions.,'44',57,10,47,8,1,7,7,2,5,19,1,18,15,5,10,1,0,1,4,1,3,3,0,3
2006-2007,122755,San Jose State University,Bachelor's degree,First major,Transportation and materials moving.,'49',42,36,6,21,19,2,0,0,0,3,3,0,11,8,3,1,1,0,4,3,1,2,2,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',18,9,9,12,7,5,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,2,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Education.,'13',7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,History,'54',37,23,14,32,20,12,1,1,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Mathematics and statistics.,'27',29,16,13,21,13,8,0,0,0,4,1,3,4,2,2,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Public administration and social service professions.,'44',2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Engineering.,'14',64,54,10,49,45,4,3,0,3,2,2,0,5,4,1,1,0,1,0,0,0,4,3,1
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',40,19,21,31,15,16,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,4,3,1
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Philosophy and religious studies.,'38',20,11,9,15,8,7,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',458,252,206,340,204,136,11,1,10,35,10,25,40,17,23,1,1,0,0,0,0,31,19,12
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,English language and literature/letters.,'23',67,23,44,58,22,36,6,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Physical sciences.,'40',22,11,11,15,7,8,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,2,1,1
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Visual and performing arts.,'50',135,43,92,112,34,78,8,5,3,10,2,8,2,1,1,0,0,0,0,0,0,3,1,2
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',50,13,37,24,9,15,2,0,2,4,1,3,18,3,15,0,0,0,0,0,0,2,0,2
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',241,37,204,203,32,171,11,1,10,16,2,14,7,2,5,0,0,0,0,0,0,4,0,4
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',56,12,44,38,6,32,1,0,1,11,4,7,0,0,0,0,0,0,0,0,0,6,2,4
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Natural resources and conservation.,'03',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Psychology.,'42',127,26,101,91,17,74,16,3,13,10,2,8,5,3,2,1,0,1,0,0,0,4,1,3
2006-2007,228246,Southern Methodist University,Bachelor's degree,First major,Social sciences.,'45',280,148,132,197,102,95,22,13,9,24,12,12,19,9,10,1,1,0,0,0,0,17,11,6
2006-2007,243744,Stanford University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',36,9,27,9,2,7,7,2,5,10,1,9,6,1,5,0,0,0,0,0,0,4,3,1
2006-2007,243744,Stanford University,Bachelor's degree,First major,Engineering.,'14',207,144,63,58,40,18,18,13,5,15,10,5,74,50,24,1,1,0,12,9,3,29,21,8
2006-2007,243744,Stanford University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',41,19,22,13,7,6,8,4,4,7,5,2,7,2,5,1,0,1,4,0,4,1,1,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,Mathematics and statistics.,'27',64,50,14,25,21,4,3,2,1,1,1,0,20,15,5,0,0,0,5,4,1,10,7,3
2006-2007,243744,Stanford University,Bachelor's degree,First major,Visual and performing arts.,'50',54,21,33,24,14,10,8,3,5,6,2,4,13,2,11,1,0,1,1,0,1,1,0,1
2006-2007,243744,Stanford University,Bachelor's degree,First major,History,'54',67,41,26,37,24,13,2,1,1,12,7,5,9,7,2,2,0,2,4,2,2,1,0,1
2006-2007,243744,Stanford University,Bachelor's degree,First major,Physical sciences.,'40',76,44,32,46,25,21,1,1,0,7,4,3,14,9,5,1,0,1,5,3,2,2,2,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,Psychology.,'42',90,30,60,29,13,16,25,11,14,17,2,15,11,2,9,2,0,2,5,2,3,1,0,1
2006-2007,243744,Stanford University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',59,15,44,20,4,16,10,1,9,10,3,7,13,5,8,2,0,2,4,2,2,0,0,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',56,40,16,16,12,4,9,6,3,1,1,0,18,13,5,1,1,0,3,1,2,8,6,2
2006-2007,243744,Stanford University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',7,6,1,4,4,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',233,87,146,79,28,51,36,15,21,32,14,18,65,24,41,6,2,4,9,1,8,6,3,3
2006-2007,243744,Stanford University,Bachelor's degree,First major,Social sciences.,'45',368,194,174,144,81,63,44,18,26,54,27,27,82,38,44,7,2,5,9,8,1,28,20,8
2006-2007,243744,Stanford University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',151,74,77,50,26,24,4,1,3,9,5,4,67,30,37,7,6,1,8,4,4,6,2,4
2006-2007,243744,Stanford University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',69,54,15,22,21,1,5,5,0,4,4,0,30,17,13,0,0,0,2,1,1,6,6,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,English language and literature/letters.,'23',85,31,54,51,18,33,4,1,3,9,4,5,13,4,9,1,0,1,3,2,1,4,2,2
2006-2007,243744,Stanford University,Bachelor's degree,First major,Philosophy and religious studies.,'38',12,10,2,9,7,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0
2006-2007,243744,Stanford University,Bachelor's degree,First major,Public administration and social service professions.,'44',34,19,15,16,11,5,6,2,4,5,3,2,3,1,2,1,1,0,2,0,2,1,1,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',1003,581,422,901,518,383,18,12,6,59,37,22,7,2,5,6,4,2,3,1,2,9,7,2
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Computer and information sciences and support services.,'11',50,46,4,42,38,4,2,2,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',364,173,191,318,149,169,7,2,5,28,17,11,5,2,3,1,0,1,3,2,1,2,1,1
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Architecture and related services.,'04',168,90,78,134,72,62,3,2,1,23,13,10,4,2,2,0,0,0,0,0,0,4,1,3
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,English language and literature/letters.,'23',442,93,349,383,81,302,15,2,13,32,9,23,6,0,6,2,0,2,3,1,2,1,0,1
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',125,16,109,105,14,91,2,0,2,11,0,11,5,2,3,0,0,0,2,0,2,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,History,'54',181,102,79,160,90,70,3,0,3,14,9,5,2,2,0,0,0,0,0,0,0,2,1,1
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Physical sciences.,'40',117,76,41,99,65,34,3,2,1,8,4,4,6,4,2,0,0,0,0,0,0,1,1,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Visual and performing arts.,'50',25,11,14,23,9,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Biological and biomedical sciences.,'26',821,284,537,629,214,415,16,7,9,91,27,64,70,27,43,6,5,1,2,1,1,7,3,4
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1381,690,691,1200,603,597,19,7,12,95,38,57,42,22,20,7,6,1,3,3,0,15,11,4
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering technologies/technicians.,'15',250,232,18,212,197,15,1,1,0,24,21,3,7,7,0,2,2,0,3,3,0,1,1,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering.,'14',941,731,210,703,548,155,22,9,13,82,71,11,51,34,17,1,1,0,6,6,0,76,62,14
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Mathematics and statistics.,'27',64,30,34,55,26,29,1,0,1,5,3,2,2,1,1,0,0,0,1,0,1,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Social sciences.,'45',607,361,246,481,288,193,18,6,12,82,51,31,15,10,5,2,0,2,4,3,1,5,3,2
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',26,7,19,19,5,14,0,0,0,4,2,2,1,0,1,0,0,0,1,0,1,1,0,1
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',45,16,29,33,10,23,0,0,0,11,5,6,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',153,22,131,125,18,107,6,0,6,17,2,15,4,2,2,0,0,0,1,0,1,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',816,92,724,676,62,614,17,4,13,108,20,88,10,3,7,3,1,2,1,1,0,1,1,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Natural resources and conservation.,'03',184,112,72,151,96,55,3,2,1,20,8,12,5,3,2,4,3,1,1,0,1,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Philosophy and religious studies.,'38',36,29,7,32,27,5,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,228723,Texas A & M University-College Station,Bachelor's degree,First major,Psychology.,'42',329,82,247,261,67,194,10,2,8,47,9,38,9,3,6,1,0,1,0,0,0,1,1,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',879,542,337,784,488,296,65,35,30,8,5,3,6,4,2,6,5,1,0,0,0,10,5,5
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Engineering.,'14',191,161,30,171,146,25,14,9,5,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',237,55,182,181,47,134,46,7,39,3,0,3,5,1,4,2,0,2,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,History,'54',65,44,21,60,42,18,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Mathematics and statistics.,'27',12,4,8,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Philosophy and religious studies.,'38',18,12,6,15,11,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Public administration and social service professions.,'44',34,4,30,23,3,20,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Social sciences.,'45',142,94,48,124,88,36,12,4,8,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',11,4,7,9,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Biological and biomedical sciences.,'26',94,37,57,82,34,48,10,1,9,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Computer and information sciences and support services.,'11',24,19,5,21,18,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,English language and literature/letters.,'23',75,23,52,61,19,42,9,0,9,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',23,8,15,19,7,12,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',326,66,260,258,55,203,56,5,51,0,0,0,4,0,4,2,0,2,0,0,0,6,6,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Visual and performing arts.,'50',155,39,116,134,31,103,14,6,8,4,1,3,1,0,1,0,0,0,0,0,0,2,1,1
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',366,133,233,325,122,203,34,10,24,1,0,1,3,1,2,0,0,0,0,0,0,3,0,3
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',78,30,48,66,29,37,9,0,9,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Natural resources and conservation.,'03',9,5,4,8,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Security and protective services.,'43',74,36,38,56,31,25,15,4,11,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Education.,'13',171,40,131,159,35,124,9,4,5,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Physical sciences.,'40',28,19,9,24,19,5,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
2006-2007,100751,The University of Alabama,Bachelor's degree,First major,Psychology.,'42',119,28,91,95,23,72,20,5,15,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Architecture and related services.,'04',63,34,29,38,23,15,1,1,0,12,8,4,10,1,9,0,0,0,0,0,0,2,1,1
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',1115,373,742,755,246,509,39,19,20,157,56,101,138,48,90,4,1,3,6,2,4,16,1,15
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Computer and information sciences and support services.,'11',170,149,21,90,82,8,0,0,0,18,15,3,35,30,5,1,1,0,1,1,0,25,20,5
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,History,'54',281,164,117,221,127,94,6,4,2,34,21,13,14,7,7,3,3,0,0,0,0,3,2,1
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',282,29,253,191,14,177,13,6,7,53,8,45,21,0,21,0,0,0,0,0,0,4,1,3
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Philosophy and religious studies.,'38',84,60,24,60,45,15,2,2,0,11,8,3,11,5,6,0,0,0,0,0,0,0,0,0
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Physical sciences.,'40',167,103,64,118,76,42,1,0,1,13,11,2,24,10,14,1,1,0,2,2,0,8,3,5
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',141,58,83,102,42,60,4,1,3,7,3,4,26,12,14,0,0,0,1,0,1,1,0,1
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Social sciences.,'45',1184,689,495,723,426,297,44,23,21,195,107,88,177,104,73,2,0,2,7,4,3,36,25,11
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Visual and performing arts.,'50',304,91,213,236,70,166,5,1,4,29,11,18,24,8,16,3,1,2,2,0,2,5,0,5
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',134,54,80,57,28,29,6,2,4,29,11,18,33,12,21,0,0,0,1,1,0,8,0,8
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',242,38,204,155,18,137,10,4,6,45,9,36,28,7,21,0,0,0,1,0,1,3,0,3
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Mathematics and statistics.,'27',171,118,53,92,62,30,5,2,3,26,19,7,36,24,12,0,0,0,0,0,0,12,11,1
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Psychology.,'42',380,110,270,255,81,174,8,1,7,62,10,52,45,14,31,2,1,1,2,2,0,6,1,5
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Public administration and social service professions.,'44',57,8,49,37,3,34,2,0,2,13,5,8,5,0,5,0,0,0,0,0,0,0,0,0
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Biological and biomedical sciences.,'26',668,290,378,319,146,173,26,8,18,71,33,38,233,95,138,4,3,1,3,2,1,12,3,9
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1030,523,507,594,320,274,31,12,19,114,52,62,259,122,137,4,1,3,0,0,0,28,16,12
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Engineering.,'14',957,723,234,523,423,100,20,11,9,107,71,36,244,170,74,4,3,1,5,4,1,54,41,13
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,English language and literature/letters.,'23',315,109,206,240,89,151,11,1,10,43,14,29,17,2,15,1,1,0,2,1,1,1,1,0
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',296,17,279,178,9,169,13,0,13,47,5,42,50,3,47,2,0,2,1,0,1,5,0,5
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',277,100,177,179,64,115,5,1,4,56,20,36,32,13,19,0,0,0,3,1,2,2,1,1
2006-2007,228778,The University of Texas at Austin,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',203,108,95,131,69,62,5,1,4,39,20,19,24,15,9,1,1,0,1,1,0,2,1,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',592,225,367,393,154,239,42,12,30,72,25,47,65,23,42,2,1,1,6,4,2,12,6,6
2006-2007,134130,University of Florida,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',15,1,14,8,1,7,3,0,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,English language and literature/letters.,'23',285,77,208,219,58,161,25,8,17,30,8,22,9,3,6,1,0,1,1,0,1,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Philosophy and religious studies.,'38',45,28,17,32,21,11,7,2,5,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Biological and biomedical sciences.,'26',257,116,141,151,63,88,19,6,13,37,20,17,42,25,17,3,0,3,4,2,2,1,0,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Engineering.,'14',847,685,162,574,477,97,52,37,15,119,91,28,77,57,20,2,2,0,10,9,1,13,12,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',136,28,108,75,15,60,43,11,32,12,2,10,4,0,4,0,0,0,1,0,1,1,0,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',191,72,119,126,48,78,12,3,9,37,14,23,12,5,7,0,0,0,2,0,2,2,2,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',600,63,537,411,40,371,82,13,69,64,4,60,33,5,28,5,0,5,4,1,3,1,0,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Mathematics and statistics.,'27',71,46,25,48,33,15,7,2,5,7,3,4,9,8,1,0,0,0,0,0,0,0,0,0
2006-2007,134130,University of Florida,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',189,91,98,112,60,52,12,3,9,25,8,17,33,18,15,0,0,0,3,0,3,4,2,2
2006-2007,134130,University of Florida,Bachelor's degree,First major,Natural resources and conservation.,'03',89,35,54,71,28,43,2,0,2,10,5,5,2,1,1,0,0,0,2,0,2,2,1,1
2006-2007,134130,University of Florida,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1259,694,565,917,512,405,49,20,29,160,86,74,85,46,39,8,5,3,17,12,5,23,13,10
2006-2007,134130,University of Florida,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',669,145,524,486,116,370,53,9,44,104,17,87,21,2,19,0,0,0,2,0,2,3,1,2
2006-2007,134130,University of Florida,Bachelor's degree,First major,Computer and information sciences and support services.,'11',46,40,6,30,29,1,6,5,1,3,0,3,4,3,1,0,0,0,1,1,0,2,2,0
