Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Physical sciences.,'40',133,77,56,80,51,29,12,4,8,6,3,3,27,15,12,1,1,0,5,1,4,2,2,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Public administration and social service professions.,'44',45,13,32,33,9,24,5,1,4,2,0,2,2,2,0,1,0,1,2,1,1,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Education.,'13',78,5,73,65,3,62,8,1,7,2,0,2,1,1,0,0,0,0,2,0,2,0,0,0
2006-2007,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Social sciences.,'45',560,328,232,403,261,142,69,21,48,18,8,10,28,18,10,7,2,5,25,11,14,10,7,3
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',551,348,203,395,250,145,28,21,7,46,22,24,36,19,17,4,4,0,0,0,0,42,32,10
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Engineering.,'14',208,154,54,177,128,49,1,1,0,9,6,3,7,5,2,0,0,0,0,0,0,14,14,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',39,18,21,27,12,15,2,1,1,7,4,3,3,1,2,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Architecture and related services.,'04',51,28,23,33,21,12,3,2,1,7,3,4,1,0,1,0,0,0,0,0,0,7,2,5
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',42,15,27,33,13,20,4,2,2,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Computer and information sciences and support services.,'11',26,23,3,20,18,2,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,2,1,1
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,English language and literature/letters.,'23',81,30,51,69,25,44,0,0,0,6,3,3,5,1,4,0,0,0,0,0,0,1,1,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Natural resources and conservation.,'03',11,4,7,8,4,4,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Psychology.,'42',133,33,100,93,23,70,11,2,9,18,5,13,7,1,6,1,0,1,0,0,0,3,2,1
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Visual and performing arts.,'50',101,41,60,73,30,43,4,2,2,12,3,9,4,3,1,2,0,2,0,0,0,6,3,3
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',41,15,26,36,12,24,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',115,56,59,90,45,45,4,2,2,2,1,1,16,7,9,0,0,0,0,0,0,3,1,2
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,History,'54',67,43,24,60,39,21,0,0,0,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Mathematics and statistics.,'27',36,22,14,33,21,12,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Biological and biomedical sciences.,'26',104,49,55,81,37,44,1,0,1,4,3,1,14,8,6,1,0,1,0,0,0,3,1,2
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Education.,'13',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Philosophy and religious studies.,'38',33,23,10,29,21,8,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Physical sciences.,'40',27,18,9,26,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Social sciences.,'45',369,184,185,290,157,133,20,8,12,32,9,23,16,5,11,2,0,2,0,0,0,9,5,4
2006-2007,152080,University of Notre Dame,Bachelor's degree,First major,Theology and religious vocations.,'39',37,15,22,28,10,18,2,0,2,5,3,2,1,1,0,0,0,0,0,0,0,1,1,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',293,156,137,200,109,91,18,9,9,9,5,4,35,19,16,22,10,12,0,0,0,9,4,5
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',47,41,6,31,28,3,4,4,0,1,1,0,2,1,1,7,6,1,0,0,0,2,1,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Education.,'13',191,40,151,161,36,125,3,0,3,10,2,8,5,1,4,11,1,10,0,0,0,1,0,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,History,'54',70,45,25,59,38,21,0,0,0,1,0,1,1,1,0,9,6,3,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',235,102,133,190,79,111,13,6,7,8,4,4,2,1,1,21,12,9,0,0,0,1,0,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',86,31,55,65,25,40,4,1,3,1,0,1,8,2,6,8,3,5,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Physical sciences.,'40',94,60,34,80,51,29,4,3,1,1,0,1,3,3,0,2,0,2,0,0,0,4,3,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',735,430,305,599,364,235,17,7,10,23,15,8,32,12,20,39,21,18,0,0,0,25,11,14
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Transportation and materials moving.,'49',23,21,2,21,20,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Visual and performing arts.,'50',211,95,116,175,74,101,6,4,2,12,9,3,4,3,1,12,5,7,0,0,0,2,0,2
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Architecture and related services.,'04',49,37,12,34,25,9,1,1,0,4,4,0,7,6,1,2,1,1,0,0,0,1,0,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,English language and literature/letters.,'23',75,29,46,58,21,37,1,0,1,4,2,2,4,2,2,8,4,4,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',39,27,12,30,22,8,1,0,1,2,1,1,3,3,0,2,0,2,0,0,0,1,1,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Psychology.,'42',193,51,142,147,40,107,12,1,11,10,2,8,16,8,8,8,0,8,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Public administration and social service professions.,'44',33,5,28,24,2,22,3,1,2,1,1,0,1,0,1,2,0,2,0,0,0,2,1,1
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',21,14,7,5,3,2,6,5,1,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',462,173,289,378,135,243,24,15,9,14,5,9,14,6,8,29,11,18,0,0,0,3,1,2
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Engineering.,'14',324,275,49,232,205,27,17,15,2,12,6,6,31,24,7,11,7,4,0,0,0,21,18,3
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',80,30,50,68,24,44,1,0,1,6,4,2,1,1,0,4,1,3,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',92,44,48,75,34,41,2,2,0,5,0,5,2,1,1,7,6,1,0,0,0,1,1,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Natural resources and conservation.,'03',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',34,24,10,28,21,7,3,3,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2006-2007,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Social sciences.,'45',500,295,205,392,238,154,41,24,17,17,12,5,15,9,6,29,10,19,0,0,0,6,2,4
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Architecture and related services.,'04',106,49,57,73,36,37,0,0,0,0,0,0,10,5,5,0,0,0,17,6,11,6,2,4
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',322,119,203,254,94,160,5,3,2,11,3,8,19,4,15,3,2,1,22,10,12,8,3,5
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Philosophy and religious studies.,'38',53,33,20,34,19,15,0,0,0,2,2,0,2,1,1,1,1,0,13,10,3,1,0,1
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Social sciences.,'45',709,421,288,515,300,215,20,15,5,21,13,8,38,20,18,11,8,3,78,52,26,26,13,13
2006-2007,209551,University of Oregon,Bachelor's degree,First major,English language and literature/letters.,'23',138,46,92,115,38,77,1,0,1,3,1,2,7,3,4,1,0,1,11,4,7,0,0,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',31,3,28,23,1,22,1,0,1,2,0,2,3,1,2,0,0,0,2,1,1,0,0,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,History,'54',118,75,43,101,67,34,1,0,1,2,2,0,3,1,2,0,0,0,10,5,5,1,0,1
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Natural resources and conservation.,'03',78,39,39,63,31,32,0,0,0,3,1,2,1,1,0,0,0,0,10,5,5,1,1,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',5,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Visual and performing arts.,'50',284,130,154,217,101,116,2,2,0,7,3,4,18,8,10,4,3,1,22,7,15,14,6,8
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',30,7,23,17,3,14,2,0,2,2,1,1,2,0,2,2,1,1,2,1,1,3,1,2
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',177,60,117,136,47,89,1,0,1,9,2,7,9,4,5,2,2,0,15,3,12,5,2,3
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',197,66,131,134,49,85,0,0,0,8,2,6,20,4,16,2,0,2,16,6,10,17,5,12
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Public administration and social service professions.,'44',88,25,63,56,12,44,5,2,3,10,2,8,4,1,3,3,3,0,10,5,5,0,0,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Biological and biomedical sciences.,'26',226,90,136,167,64,103,2,0,2,2,1,1,28,14,14,4,1,3,17,8,9,6,2,4
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',557,348,209,425,274,151,3,0,3,14,8,6,47,23,24,1,1,0,30,20,10,37,22,15
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Computer and information sciences and support services.,'11',21,19,2,14,13,1,0,0,0,0,0,0,1,0,1,0,0,0,3,3,0,3,3,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Education.,'13',169,28,141,144,18,126,3,1,2,3,1,2,4,2,2,2,0,2,11,5,6,2,1,1
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',13,7,6,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Mathematics and statistics.,'27',61,39,22,49,32,17,0,0,0,0,0,0,5,4,1,0,0,0,5,2,3,2,1,1
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Physical sciences.,'40',52,33,19,43,24,19,0,0,0,3,3,0,1,1,0,0,0,0,5,5,0,0,0,0
2006-2007,209551,University of Oregon,Bachelor's degree,First major,Psychology.,'42',286,87,199,214,64,150,6,2,4,9,4,5,19,6,13,1,0,1,26,9,17,11,2,9
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Engineering.,'14',190,160,30,132,112,20,19,13,6,4,3,1,7,7,0,0,0,0,18,15,3,10,10,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,English language and literature/letters.,'23',139,48,91,102,34,68,18,3,15,2,2,0,0,0,0,0,0,0,16,8,8,1,1,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,History,'54',107,68,39,93,60,33,7,4,3,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',56,20,36,33,15,18,18,4,14,1,0,1,1,1,0,0,0,0,3,0,3,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',217,109,108,164,88,76,25,9,16,3,2,1,8,0,8,0,0,0,15,10,5,2,0,2
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Physical sciences.,'40',53,35,18,34,23,11,7,5,2,0,0,0,2,0,2,0,0,0,10,7,3,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Security and protective services.,'43',169,89,80,111,64,47,38,12,26,5,2,3,3,3,0,0,0,0,12,8,4,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',13,0,13,4,0,4,7,0,7,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',938,468,470,676,341,335,115,42,73,13,7,6,27,13,14,2,1,1,82,50,32,23,14,9
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',131,7,124,95,7,88,22,0,22,2,0,2,3,0,3,0,0,0,7,0,7,2,0,2
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Mathematics and statistics.,'27',50,27,23,30,16,14,13,8,5,3,0,3,0,0,0,0,0,0,4,3,1,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Philosophy and religious studies.,'38',35,29,6,25,21,4,2,0,2,0,0,0,0,0,0,0,0,0,6,6,0,2,2,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Social sciences.,'45',346,183,163,230,138,92,56,17,39,7,6,1,6,4,2,1,0,1,34,12,22,12,6,6
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Visual and performing arts.,'50',226,94,132,169,72,97,23,10,13,4,2,2,2,1,1,3,1,2,22,7,15,3,1,2
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Biological and biomedical sciences.,'26',235,83,152,157,63,94,35,7,28,3,1,2,20,6,14,0,0,0,17,6,11,3,0,3
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',330,79,251,253,61,192,26,8,18,7,1,6,5,1,4,0,0,0,36,8,28,3,0,3
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',34,12,22,26,11,15,3,1,2,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Computer and information sciences and support services.,'11',41,34,7,26,24,2,7,3,4,0,0,0,2,1,1,0,0,0,6,6,0,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Education.,'13',184,24,160,156,20,136,14,3,11,4,0,4,1,1,0,0,0,0,9,0,9,0,0,0
2006-2007,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Psychology.,'42',231,60,171,143,37,106,56,13,43,4,2,2,5,1,4,0,0,0,20,7,13,3,0,3
2006-2007,123961,University of Southern California,Bachelor's degree,First major,English language and literature/letters.,'23',152,57,95,92,41,51,3,0,3,23,9,14,23,3,20,4,1,3,5,2,3,2,1,1
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Legal professions and studies.,'22',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Philosophy and religious studies.,'38',55,33,22,36,21,15,2,2,0,7,5,2,8,3,5,0,0,0,1,1,0,1,1,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Social sciences.,'45',620,317,303,312,164,148,46,19,27,103,45,58,95,48,47,2,1,1,20,12,8,42,28,14
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Visual and performing arts.,'50',578,274,304,356,177,179,33,13,20,74,32,42,64,27,37,9,6,3,26,12,14,16,7,9
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',41,16,25,18,6,12,6,3,3,7,4,3,9,2,7,0,0,0,1,1,0,0,0,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Biological and biomedical sciences.,'26',164,73,91,64,29,35,10,3,7,15,9,6,65,28,37,1,0,1,5,3,2,4,1,3
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Computer and information sciences and support services.,'11',74,61,13,28,25,3,1,1,0,6,5,1,22,16,6,0,0,0,2,2,0,15,12,3
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Education.,'13',26,3,23,16,1,15,1,1,0,3,0,3,5,1,4,0,0,0,1,0,1,0,0,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',84,33,51,40,13,27,3,1,2,18,9,9,16,7,9,1,0,1,2,1,1,4,2,2
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',134,22,112,59,6,53,9,4,5,13,3,10,42,8,34,1,0,1,4,0,4,6,1,5
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Mathematics and statistics.,'27',20,14,6,17,12,5,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Psychology.,'42',240,54,186,114,26,88,18,2,16,49,12,37,44,11,33,2,1,1,4,0,4,9,2,7
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Natural resources and conservation.,'03',12,7,5,8,5,3,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',43,11,32,10,2,8,10,2,8,10,4,6,10,2,8,0,0,0,1,0,1,2,1,1
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Architecture and related services.,'04',100,47,53,45,25,20,2,2,0,11,5,6,31,9,22,1,1,0,0,0,0,10,5,5
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1264,721,543,485,311,174,55,26,29,99,61,38,373,205,168,7,3,4,16,6,10,229,109,120
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',435,101,334,253,62,191,31,4,27,48,14,34,71,13,58,2,2,0,12,2,10,18,4,14
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Communications technologies/technicians and support services.,'10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Engineering.,'14',391,306,85,146,119,27,22,13,9,33,29,4,120,85,35,1,1,0,9,7,2,60,52,8
2006-2007,123961,University of Southern California,Bachelor's degree,First major,History,'54',60,32,28,34,18,16,2,2,0,9,7,2,9,5,4,2,0,2,3,0,3,1,0,1
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',56,19,37,30,12,18,2,1,1,3,2,1,16,4,12,1,0,1,1,0,1,3,0,3
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Physical sciences.,'40',28,19,9,17,11,6,1,1,0,2,2,0,5,4,1,0,0,0,1,0,1,2,1,1
2006-2007,123961,University of Southern California,Bachelor's degree,First major,Public administration and social service professions.,'44',99,61,38,38,27,11,16,9,7,24,16,8,16,6,10,1,1,0,2,1,1,2,1,1
2006-2007,230728,Utah State University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',85,46,39,76,44,32,1,0,1,2,0,2,0,0,0,1,0,1,3,2,1,2,0,2
2006-2007,230728,Utah State University,Bachelor's degree,First major,Education.,'13',442,75,367,413,70,343,1,0,1,8,3,5,2,0,2,2,0,2,11,2,9,5,0,5
2006-2007,230728,Utah State University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,History,'54',63,26,37,56,24,32,0,0,0,2,0,2,0,0,0,1,0,1,4,2,2,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',89,44,45,78,37,41,0,0,0,4,1,3,1,1,0,0,0,0,4,3,1,2,2,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Physical sciences.,'40',25,17,8,23,15,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Transportation and materials moving.,'49',21,18,3,21,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',101,37,64,92,33,59,1,1,0,3,1,2,1,0,1,0,0,0,2,1,1,2,1,1
2006-2007,230728,Utah State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',99,78,21,90,72,18,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,5,2,3
2006-2007,230728,Utah State University,Bachelor's degree,First major,English language and literature/letters.,'23',107,32,75,105,31,74,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',152,11,141,144,9,135,0,0,0,3,1,2,2,0,2,0,0,0,2,1,1,1,0,1
2006-2007,230728,Utah State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',72,30,42,66,28,38,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,3,1,2
2006-2007,230728,Utah State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',119,56,63,83,30,53,2,2,0,0,0,0,1,1,0,2,0,2,0,0,0,31,23,8
2006-2007,230728,Utah State University,Bachelor's degree,First major,Public administration and social service professions.,'44',52,9,43,47,8,39,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,1,0,1
2006-2007,230728,Utah State University,Bachelor's degree,First major,Visual and performing arts.,'50',159,55,104,149,52,97,0,0,0,1,0,1,2,0,2,0,0,0,3,1,2,4,2,2
2006-2007,230728,Utah State University,Bachelor's degree,First major,Architecture and related services.,'04',22,18,4,20,16,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',88,65,23,83,63,20,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2,1,1,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',30,15,15,27,14,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Mathematics and statistics.,'27',21,9,12,19,8,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Mechanic and repair technologies/technicians.,'47',12,12,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',39,22,17,34,18,16,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',444,299,145,395,267,128,0,0,0,10,8,2,8,6,2,2,0,2,9,5,4,20,13,7
2006-2007,230728,Utah State University,Bachelor's degree,First major,Engineering.,'14',203,194,9,186,179,7,0,0,0,4,2,2,1,1,0,2,2,0,4,4,0,6,6,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Legal professions and studies.,'22',15,9,6,13,8,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Natural resources and conservation.,'03',27,20,7,27,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',33,11,22,31,10,21,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Philosophy and religious studies.,'38',7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Precision production.,'48',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-2007,230728,Utah State University,Bachelor's degree,First major,Psychology.,'42',107,38,69,98,34,64,0,0,0,3,1,2,0,0,0,0,0,0,3,2,1,3,1,2
2006-2007,230728,Utah State University,Bachelor's degree,First major,Social sciences.,'45',219,119,100,194,110,84,4,2,2,8,3,5,5,1,4,1,0,1,3,1,2,4,2,2
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',12,3,9,8,2,6,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Engineering.,'14',284,204,80,210,155,55,16,6,10,12,9,3,18,15,3,0,0,0,19,13,6,9,6,3
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,History,'54',68,45,23,55,37,18,1,1,0,2,2,0,2,0,2,0,0,0,7,4,3,1,1,0
2006-2007,221999,Vanderbilt University,Bachelor's degree,First major,Philosophy and religious studies.,'38',17,9,8,13,7,6,1,1,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0
