"","Sport","Facet_Type","Facet_Value","Fangraph_URL","Date","Variable","Value","NA."
"631","Football","Entity","Indianapolis Colts","http://www.sportsfangraph.com/team/indianapolis-colts",2012-12-06,"Facebook Talking",127489,NA
"632","Football","Entity","Oakland Raiders","http://www.sportsfangraph.com/team/oakland-raiders",2012-12-06,"Facebook Talking",121186,NA
"633","Football","Entity","New York Jets","http://www.sportsfangraph.com/team/new-york-jets",2012-12-06,"Facebook Talking",41862,NA
"634","Football","Entity","San Francisco 49ers","http://www.sportsfangraph.com/team/san-francisco-49ers",2012-12-06,"Facebook Talking",139294,NA
"635","Football","Entity","Denver Broncos","http://www.sportsfangraph.com/team/denver-broncos",2012-12-06,"Facebook Talking",215656,NA
"636","Football","Entity","Minnesota Vikings","http://www.sportsfangraph.com/team/minnesota-vikings",2012-12-06,"Facebook Talking",16629,NA
"637","Football","Entity","Baltimore Ravens","http://www.sportsfangraph.com/team/baltimore-ravens",2012-12-06,"Facebook Talking",139831,NA
"638","Football","Entity","Miami Dolphins","http://www.sportsfangraph.com/team/miami-dolphins",2012-12-06,"Facebook Talking",38752,NA
"639","Football","Entity","San Diego Chargers","http://www.sportsfangraph.com/team/san-diego-chargers",2012-12-06,"Facebook Talking",29926,NA
"640","Football","Entity","Washington Redskins","http://www.sportsfangraph.com/team/washington-redskins",2012-12-06,"Facebook Talking",165737,NA
"641","Football","Entity","Atlanta Falcons","http://www.sportsfangraph.com/team/atlanta-falcons",2012-12-06,"Facebook Talking",177970,NA
"642","Football","Entity","University of Michigan Fo...","http://www.sportsfangraph.com/team/michigan-football",2012-12-06,"Facebook Talking",62727,NA
"643","Football","Entity","Houston Texans","http://www.sportsfangraph.com/team/houston-texans",2012-12-06,"Facebook Talking",149431,NA
"644","Football","Entity","Detroit Lions","http://www.sportsfangraph.com/team/detroit-lions",2012-12-06,"Facebook Talking",15736,NA
"645","Football","Entity","Seattle Seahawks","http://www.sportsfangraph.com/team/seattle-seahawks",2012-12-06,"Facebook Talking",74654,NA
"646","Football","Entity","Louisiana State Universit...","http://www.sportsfangraph.com/team/lsu",2012-12-06,"Facebook Talking",36476,NA
"647","Football","Entity","Kansas City Chiefs","http://www.sportsfangraph.com/team/kansas-city-chiefs",2012-12-06,"Facebook Talking",29106,NA
"648","Football","Entity","Cleveland Browns","http://www.sportsfangraph.com/team/cleveland-browns",2012-12-06,"Facebook Talking",48748,NA
"649","Football","Entity","Cincinnati Bengals","http://www.sportsfangraph.com/team/cincinnati-bengals",2012-12-06,"Facebook Talking",26990,NA
"650","Football","Entity","Carolina Panthers","http://www.sportsfangraph.com/team/carolina-panthers",2012-12-06,"Facebook Talking",64424,NA
"651","Football","Entity","Tampa Bay Buccaneers","http://www.sportsfangraph.com/team/tampa-bay-buccaneers",2012-12-06,"Facebook Talking",54229,NA
"652","Football","Entity","University of Oregon Foot...","http://www.sportsfangraph.com/team/university-of-oregon-football",2012-12-06,"Facebook Talking",27135,NA
"653","Football","Entity","Tennessee Titans","http://www.sportsfangraph.com/team/tennessee-titans",2012-12-06,"Facebook Talking",15724,NA
"654","Football","Entity","Australian Football Leagu...","http://www.sportsfangraph.com/team/afl",2012-12-06,"Facebook Talking",6434,NA
"655","Football","Entity","Arizona Cardinals","http://www.sportsfangraph.com/team/arizona-cardinals",2012-12-06,"Facebook Talking",13850,NA
"656","Football","Entity","Buffalo Bills","http://www.sportsfangraph.com/team/buffalo-bills",2012-12-06,"Facebook Talking",27553,NA
"657","Football","Entity","St. Louis Rams","http://www.sportsfangraph.com/team/st-louis-rams",2012-12-06,"Facebook Talking",41256,NA
"658","Football","Entity","Penn State University Foo...","http://www.sportsfangraph.com/team/penn-state-university-football",2012-12-06,"Facebook Talking",32448,NA
"659","Football","Entity","Florida State University ...","http://www.sportsfangraph.com/team/florida-state-university-football",2012-12-06,"Facebook Talking",20732,NA
"660","Football","Entity","Jacksonville Jaguars","http://www.sportsfangraph.com/team/jacksonville-jaguars",2012-12-06,"Facebook Talking",21528,NA
"661","Football","Entity","Essendon Football Club","http://www.sportsfangraph.com/team/essendon",2012-12-06,"Facebook Talking",15939,NA
"662","Football","Entity","Collingwood Football Club","http://www.sportsfangraph.com/team/collingwood",2012-12-06,"Facebook Talking",5826,NA
"663","Football","Entity","University of Wisconsin F...","http://www.sportsfangraph.com/team/university-of-wisconsin-football",2012-12-06,"Facebook Talking",23911,NA
"664","Football","Entity","University of Miami (FL) ...","http://www.sportsfangraph.com/team/university-of-miami-fl-football",2012-12-06,"Facebook Talking",14167,NA
"665","Football","Entity","University of Washington ...","http://www.sportsfangraph.com/team/university-of-washington-football",2012-12-06,"Facebook Talking",8571,NA
"666","Football","Entity","Saskatchewan Roughriders","http://www.sportsfangraph.com/team/saskatchewan-roughriders",2012-12-06,"Facebook Talking",2947,NA
"667","Football","Entity","Carlton Football Club","http://www.sportsfangraph.com/team/carlton",2012-12-06,"Facebook Talking",5916,NA
"668","Football","Entity","West Coast Eagles","http://www.sportsfangraph.com/team/west-coast-eagles",2012-12-06,"Facebook Talking",771,NA
"669","Football","Entity","Sydney Swans","http://www.sportsfangraph.com/team/sydney",2012-12-06,"Facebook Talking",2171,NA
"670","Football","Entity","West Virginia University ...","http://www.sportsfangraph.com/team/west-virginia-university-football",2012-12-06,"Facebook Talking",12090,NA
"671","Football","Entity","Richmond Football Club","http://www.sportsfangraph.com/team/richmond",2012-12-06,"Facebook Talking",5700,NA
"672","Football","Entity","Montreal Alouettes","http://www.sportsfangraph.com/team/montreal-alouettes",2012-12-06,"Facebook Talking",930,NA
"673","Football","Entity","Adelaide Football Club","http://www.sportsfangraph.com/team/adelaide",2012-12-06,"Facebook Talking",864,NA
"674","Football","Entity","Canadian Football League","http://www.sportsfangraph.com/team/canadian-football-league",2012-12-06,"Facebook Talking",2516,NA
"675","Football","Entity","Hawthorn Football Club","http://www.sportsfangraph.com/team/hawthorn",2012-12-06,"Facebook Talking",884,NA
"676","Football","Entity","St. Kilda Football Club","http://www.sportsfangraph.com/team/st-kilda",2012-12-06,"Facebook Talking",2727,NA
"677","Football","Entity","Clemson University Footba...","http://www.sportsfangraph.com/team/clemson-university-football",2012-12-06,"Facebook Talking",231,NA
"678","Football","Entity","BC Lions","http://www.sportsfangraph.com/team/bc-lions",2012-12-06,"Facebook Talking",655,NA
"679","Football","Entity","Fremantle Football Club","http://www.sportsfangraph.com/team/freemantle",2012-12-06,"Facebook Talking",3629,NA
"680","Football","Entity","Winnipeg Blue Bombers","http://www.sportsfangraph.com/team/winnipeg-blue-bombers",2012-12-06,"Facebook Talking",1788,NA
"681","Football","Entity","University of Iowa Footba...","http://www.sportsfangraph.com/team/university-of-iowa-football",2012-12-06,"Facebook Talking",472,NA
"682","Football","Entity","University of Illinois Fo...","http://www.sportsfangraph.com/team/university-of-illinois-football",2012-12-06,"Facebook Talking",296,NA
"683","Football","Entity","North Melbourne Football ...","http://www.sportsfangraph.com/team/north-melbourne",2012-12-06,"Facebook Talking",7928,NA
"684","Football","Entity","Geelong Football Club","http://www.sportsfangraph.com/team/geelong",2012-12-06,"Facebook Talking",2629,NA
"685","Football","Entity","Brisbane Lions","http://www.sportsfangraph.com/team/brisbane-lions",2012-12-06,"Facebook Talking",659,NA
"686","Football","Entity","Mississippi State Univers...","http://www.sportsfangraph.com/team/mississippi-state-university-football",2012-12-06,"Facebook Talking",2557,NA
"687","Football","Entity","Kansas University Footbal...","http://www.sportsfangraph.com/team/kansas-university-football",2012-12-06,"Facebook Talking",321,NA
"688","Football","Entity","Western Bulldogs","http://www.sportsfangraph.com/team/western-bulldogs",2012-12-06,"Facebook Talking",1476,NA
"689","Football","Entity","Port Adelaide Football Cl...","http://www.sportsfangraph.com/team/port-adelaide",2012-12-06,"Facebook Talking",7343,NA
"690","Football","Entity","Rutgers University Footba...","http://www.sportsfangraph.com/team/rutgers-university-football",2012-12-06,"Facebook Talking",28639,NA
"691","Football","Entity","Gold Coast Football Club","http://www.sportsfangraph.com/team/gold-coast-suns",2012-12-06,"Facebook Talking",730,NA
"692","Football","Entity","Stanford University Footb...","http://www.sportsfangraph.com/team/stanford-university-football",2012-12-06,"Facebook Talking",9184,NA
"693","Football","Entity","Auburn University Footbal...","http://www.sportsfangraph.com/team/auburn-university-football",2012-12-06,"Facebook Talking",0,NA
"694","Football","Entity","University of Tennessee F...","http://www.sportsfangraph.com/team/university-of-tennessee-football",2012-12-06,"Facebook Talking",0,NA
"695","Football","Entity","Melbourne Football Club","http://www.sportsfangraph.com/team/melbourne",2012-12-06,"Facebook Talking",1148,NA
"696","Football","Entity","Texas A&M University Foot...","http://www.sportsfangraph.com/team/texas-am-university-football",2012-12-06,"Facebook Talking",0,NA
"697","Football","Entity","University of Florida Foo...","http://www.sportsfangraph.com/team/university-of-florida-football",2012-12-06,"Facebook Talking",0,NA
"698","Football","Entity","Michigan State University...","http://www.sportsfangraph.com/team/michigan-state-university-football",2012-12-06,"Facebook Talking",0,NA
"699","Football","Entity","Iowa State University Foo...","http://www.sportsfangraph.com/team/iowa-state-university-football",2012-12-06,"Facebook Talking",584,NA
"700","Football","Entity","Hamilton Tiger-Cats","http://www.sportsfangraph.com/team/hamilton-tiger-cats",2012-12-06,"Facebook Talking",375,NA
"701","Football","Entity","Greater Western Sydney Gi...","http://www.sportsfangraph.com/team/greater-western-sydney-football-club",2012-12-06,"Facebook Talking",394,NA
"702","Football","Entity","University of Maryland Fo...","http://www.sportsfangraph.com/team/university-of-maryland-football",2012-12-06,"Facebook Talking",1035,NA
"703","Football","Entity","Nebraska University Footb...","http://www.sportsfangraph.com/team/nebraska-university-football",2012-12-06,"Facebook Talking",0,NA
"704","Football","Entity","Toronto Argonauts","http://www.sportsfangraph.com/team/toronto-argonauts",2012-12-06,"Facebook Talking",3691,NA
"705","Football","Entity","South Carolina University...","http://www.sportsfangraph.com/team/south-carolina-university-football",2012-12-06,"Facebook Talking",0,NA
"706","Football","Entity","Virginia Tech Football","http://www.sportsfangraph.com/team/virginia-tech-football",2012-12-06,"Facebook Talking",0,NA
"707","Football","Entity","United Football League","http://www.sportsfangraph.com/team/united-football-league",2012-12-06,"Facebook Talking",43,NA
"708","Football","Entity","Spokane Shock","http://www.sportsfangraph.com/team/spokane-shock",2012-12-06,"Facebook Talking",345,NA
"709","Football","Entity","Calgary Stampeders","http://www.sportsfangraph.com/team/calgary-stampeders",2012-12-06,"Facebook Talking",347,NA
"710","Football","Entity","Ohio State University Foo...","http://www.sportsfangraph.com/team/ohio-state-university-football",2012-12-06,"Facebook Talking",0,NA
"711","Football","Entity","Texas Tech University Foo...","http://www.sportsfangraph.com/team/texas-tech-university-football",2012-12-06,"Facebook Talking",58,NA
"712","Football","Entity","Missouri University Footb...","http://www.sportsfangraph.com/team/missouri-university-football",2012-12-06,"Facebook Talking",0,NA
"713","Football","Entity","Edmonton Eskimos","http://www.sportsfangraph.com/team/edmonton-eskimos",2012-12-06,"Facebook Talking",578,NA
"714","Football","Entity","University of North Carol...","http://www.sportsfangraph.com/team/university-of-north-carolina-football",2012-12-06,"Facebook Talking",0,NA
"715","Football","Entity","Oregon State University F...","http://www.sportsfangraph.com/team/oregon-state-university-football",2012-12-06,"Facebook Talking",1498,NA
"716","Football","Entity","Omaha Nighthawks","http://www.sportsfangraph.com/team/omaha-nighthawks",2012-12-06,"Facebook Talking",16,NA
"717","Football","Entity","Philadelphia Soul","http://www.sportsfangraph.com/team/philadelphia-soul",2012-12-06,"Facebook Talking",757,NA
"718","Football","Entity","Arena Football League","http://www.sportsfangraph.com/team/arena-football-league",2012-12-06,"Facebook Talking",284,NA
"719","Football","Entity","North Carolina State Univ...","http://www.sportsfangraph.com/team/north-carolina-state-university-football",2012-12-06,"Facebook Talking",0,NA
"720","Football","Entity","University of Louisville ...","http://www.sportsfangraph.com/team/university-of-louisville-football",2012-12-06,"Facebook Talking",0,NA
"721","Football","Entity","University of Cincinnati ...","http://www.sportsfangraph.com/team/university-of-cincinnati-football",2012-12-06,"Facebook Talking",0,NA
"722","Football","Entity","Purdue University Footbal...","http://www.sportsfangraph.com/team/purdue-university-football",2012-12-06,"Facebook Talking",0,NA
"723","Football","Entity","Baylor University Footbal...","http://www.sportsfangraph.com/team/baylor-university-football",2012-12-06,"Facebook Talking",0,NA
"724","Football","Entity","Jacksonville Sharks","http://www.sportsfangraph.com/team/jacksonville-sharks",2012-12-06,"Facebook Talking",387,NA
"725","Football","Entity","University of Minnesota F...","http://www.sportsfangraph.com/team/university-of-minnesota-football",2012-12-06,"Facebook Talking",1120,NA
"726","Football","Entity","Oklahoma State University...","http://www.sportsfangraph.com/team/oklahoma-state-university-football",2012-12-06,"Facebook Talking",0,NA
"727","Football","Entity","Kansas City Command","http://www.sportsfangraph.com/team/kansas-city-command",2012-12-06,"Facebook Talking",119,NA
"728","Football","Entity","Utah Blaze","http://www.sportsfangraph.com/team/utah-blaze",2012-12-06,"Facebook Talking",241,NA
"729","Football","Entity","University of South Flori...","http://www.sportsfangraph.com/team/university-of-south-florida-football",2012-12-06,"Facebook Talking",0,NA
"730","Football","Entity","University of Southern Mi...","http://www.sportsfangraph.com/team/university-of-southern-mississippi-football",2012-12-06,"Facebook Talking",0,NA
"731","Football","Entity","University of Houston Foo...","http://www.sportsfangraph.com/team/university-of-houston-football",2012-12-06,"Facebook Talking",482,NA
"732","Football","Entity","Pittsburgh Power","http://www.sportsfangraph.com/team/pittsburgh-power",2012-12-06,"Facebook Talking",370,NA
"733","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---lafayette-football",2012-12-06,"Facebook Talking",1998,NA
"734","Football","Entity","Cleveland Gladiators","http://www.sportsfangraph.com/team/cleveland-gladiators",2012-12-06,"Facebook Talking",64,NA
"735","Football","Entity","Tampa Bay Storm","http://www.sportsfangraph.com/team/tampa-bay-storm",2012-12-06,"Facebook Talking",549,NA
"736","Football","Entity","Orlando Predators","http://www.sportsfangraph.com/team/orlando-predators",2012-12-06,"Facebook Talking",181,NA
"737","Football","Entity","Iowa Barnstormers","http://www.sportsfangraph.com/team/iowa-barnstormers",2012-12-06,"Facebook Talking",120,NA
"738","Football","Entity","Arizona Rattlers","http://www.sportsfangraph.com/team/arizona-rattlers",2012-12-06,"Facebook Talking",512,NA
"739","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california---los-angeles-football",2012-12-06,"Facebook Talking",0,NA
"740","Football","Entity","Boise State University Fo...","http://www.sportsfangraph.com/team/boise-state-university-football",2012-12-06,"Facebook Talking",0,NA
"741","Football","Entity","Kansas State University F...","http://www.sportsfangraph.com/team/kansas-state-university-football",2012-12-06,"Facebook Talking",0,NA
"742","Football","Entity","Southern Methodist Univer...","http://www.sportsfangraph.com/team/southern-methodist-university-football",2012-12-06,"Facebook Talking",0,NA
"743","Football","Entity","Vanderbilt University Foo...","http://www.sportsfangraph.com/team/vanderbilt-university-football",2012-12-06,"Facebook Talking",0,NA
"744","Football","Entity","University of Toledo Foot...","http://www.sportsfangraph.com/team/university-of-toledo-football",2012-12-06,"Facebook Talking",13,NA
"745","Football","Entity","University of Virginia Fo...","http://www.sportsfangraph.com/team/university-of-virginia-football",2012-12-06,"Facebook Talking",0,NA
"746","Football","Entity","University of Mississippi...","http://www.sportsfangraph.com/team/university-of-mississippi-football",2012-12-06,"Facebook Talking",0,NA
"747","Football","Entity","New Orleans VooDoo","http://www.sportsfangraph.com/team/new-orleans-voodoo",2012-12-06,"Facebook Talking",190,NA
"748","Football","Entity","Las Vegas Locomotives","http://www.sportsfangraph.com/team/las-vegas-locomotives",2012-12-06,"Facebook Talking",12,NA
"749","Football","Entity","Sacramento Mountain Lions","http://www.sportsfangraph.com/team/sacramento-mountain-lions",2012-12-06,"Facebook Talking",6,NA
"750","Football","Entity","Chicago Rush","http://www.sportsfangraph.com/team/chicago-rush",2012-12-06,"Facebook Talking",161,NA
"751","Football","Entity","San Jose SaberCats","http://www.sportsfangraph.com/team/san-jose-sabercats",2012-12-06,"Facebook Talking",103,NA
"752","Football","Entity","Georgia Force","http://www.sportsfangraph.com/team/georgia-force",2012-12-06,"Facebook Talking",36,NA
"753","Football","Entity","Hartford Colonials","http://www.sportsfangraph.com/team/hartford-colonials",2012-12-06,"Facebook Talking",2,NA
"754","Football","Entity","Colorado State University...","http://www.sportsfangraph.com/team/colorado-state-university-football",2012-12-06,"Facebook Talking",0,NA
"755","Football","Entity","University of Pittsburgh ...","http://www.sportsfangraph.com/team/university-of-pittsburgh-football",2012-12-06,"Facebook Talking",0,NA
"756","Football","Entity","Tulsa Talons","http://www.sportsfangraph.com/team/tulsa-talons",2012-12-06,"Facebook Talking",3,NA
"757","Football","Entity","Dallas Vigilantes","http://www.sportsfangraph.com/team/dallas-vigilantes",2012-12-06,"Facebook Talking",8,NA
"758","Football","Entity","Milwaukee Mustangs","http://www.sportsfangraph.com/team/milwaukee-iron",2012-12-06,"Facebook Talking",24,NA
"759","Football","Entity","University of Hawaii Foot...","http://www.sportsfangraph.com/team/university-of-hawaii-football",2012-12-06,"Facebook Talking",0,NA
"760","Football","Entity","University of California ...","http://www.sportsfangraph.com/team/university-of-california-football",2012-12-06,"Facebook Talking",0,NA
"761","Football","Entity","University of North Texas...","http://www.sportsfangraph.com/team/university-of-north-texas-football",2012-12-06,"Facebook Talking",16,NA
"762","Football","Entity","University of Central Flo...","http://www.sportsfangraph.com/team/university-of-central-florida-football",2012-12-06,"Facebook Talking",0,NA
"763","Football","Entity","Florida Tuskers","http://www.sportsfangraph.com/team/florida-tuskers",2012-12-06,"Facebook Talking",1,NA
"764","Football","Entity","Utah State University Foo...","http://www.sportsfangraph.com/team/utah-state-university-football",2012-12-06,"Facebook Talking",0,NA
"765","Football","Entity","Louisiana Tech University...","http://www.sportsfangraph.com/team/louisiana-tech-university-football",2012-12-06,"Facebook Talking",0,NA
"766","Football","Entity","Northwestern University F...","http://www.sportsfangraph.com/team/northwestern-university-football",2012-12-06,"Facebook Talking",0,NA
"767","Football","Entity","Middle Tennessee Universi...","http://www.sportsfangraph.com/team/middle-tennessee-university-football",2012-12-06,"Facebook Talking",0,NA
"768","Football","Entity","Tulane University Footbal...","http://www.sportsfangraph.com/team/tulane-university-football",2012-12-06,"Facebook Talking",0,NA
"769","Football","Entity","Eastern Michigan Universi...","http://www.sportsfangraph.com/team/eastern-michigan-university-football",2012-12-06,"Facebook Talking",0,NA
"770","Football","Entity","Tulsa University Football","http://www.sportsfangraph.com/team/tulsa-university-football",2012-12-06,"Facebook Talking",0,NA
"771","Football","Entity","University of Nevada Foot...","http://www.sportsfangraph.com/team/university-of-nevada-football",2012-12-06,"Facebook Talking",0,NA
"772","Football","Entity","Florida Atlantic Universi...","http://www.sportsfangraph.com/team/florida-atlantic-university-football",2012-12-06,"Facebook Talking",0,NA
"773","Football","Entity","Western Michigan Universi...","http://www.sportsfangraph.com/team/western-michigan-university-football",2012-12-06,"Facebook Talking",0,NA
"774","Football","Entity","AFL Player's Association","http://www.sportsfangraph.com/team/afl-players-association",2012-12-06,"Facebook Talking",0,NA
"775","Football","Entity","Washington State Universi...","http://www.sportsfangraph.com/team/washington-state-university-football",2012-12-06,"Facebook Talking",0,NA
"776","Football","Entity","Navy Football","http://www.sportsfangraph.com/team/navy-football",2012-12-06,"Facebook Talking",0,NA
"777","Football","Entity","Bowling Green State Unive...","http://www.sportsfangraph.com/team/bowling-green-state-university-football",2012-12-06,"Facebook Talking",0,NA
"778","Football","Entity","University of Notre Dame ...","http://www.sportsfangraph.com/team/university-of-notre-dame-football",2012-12-06,"Facebook Talking",0,NA
"779","Football","Entity","Army Football","http://www.sportsfangraph.com/team/army-football",2012-12-06,"Facebook Talking",0,NA
"780","Football","Entity","Ball State University Foo...","http://www.sportsfangraph.com/team/ball-state-university-football",2012-12-06,"Facebook Talking",0,NA
"781","Football","Entity","University of Akron Footb...","http://www.sportsfangraph.com/team/university-of-akron-football",2012-12-06,"Facebook Talking",0,NA
"782","Football","Entity","Temple University Footbal...","http://www.sportsfangraph.com/team/temple-university-football",2012-12-06,"Facebook Talking",0,NA
"783","Football","Entity","Virginia Destroyers","http://www.sportsfangraph.com/team/virginia-destroyers",2012-12-06,"Facebook Talking",0,NA
"784","Football","Entity","Boston College Football","http://www.sportsfangraph.com/team/boston-college-football",2012-12-06,"Facebook Talking",0,NA
"785","Football","Entity","University of Buffalo Foo...","http://www.sportsfangraph.com/team/university-of-buffalo-football",2012-12-06,"Facebook Talking",0,NA
"786","Football","Entity","Miami University of Ohio ...","http://www.sportsfangraph.com/team/miami-university-of-ohio-football",2012-12-06,"Facebook Talking",0,NA
"787","Football","Entity","Kent State University Foo...","http://www.sportsfangraph.com/team/kent-state-university-football",2012-12-06,"Facebook Talking",0,NA
"788","Football","Entity","University of Alabama Foo...","http://www.sportsfangraph.com/team/university-of-alabama-football",2012-12-06,"Facebook Talking",0,NA
"789","Football","Entity","Ohio University Football","http://www.sportsfangraph.com/team/ohio-university-football",2012-12-06,"Facebook Talking",0,NA
"790","Football","Entity","University of Arizona Foo...","http://www.sportsfangraph.com/team/university-of-arizona-football",2012-12-06,"Facebook Talking",0,NA
"791","Football","Entity","Northern Illinois Univers...","http://www.sportsfangraph.com/team/northern-illinois-university-football",2012-12-06,"Facebook Talking",0,NA
"792","Football","Entity","Duke University Football","http://www.sportsfangraph.com/team/duke-university-football",2012-12-06,"Facebook Talking",0,NA
"793","Football","Entity","Wake Forest University Fo...","http://www.sportsfangraph.com/team/wake-forest-university-football",2012-12-06,"Facebook Talking",0,NA
"794","Football","Entity","Central Michigan Universi...","http://www.sportsfangraph.com/team/central-michigan-university-football",2012-12-06,"Facebook Talking",0,NA
"795","Football","Entity","University of Colorado Fo...","http://www.sportsfangraph.com/team/university-of-colorado-football",2012-12-06,"Facebook Talking",0,NA
"796","Football","Entity","Oklahoma University Footb...","http://www.sportsfangraph.com/team/oklahoma-university-football",2012-12-06,"Facebook Talking",0,NA
"797","Football","Entity","University of Texas Footb...","http://www.sportsfangraph.com/team/university-of-texas-football",2012-12-06,"Facebook Talking",0,NA
"798","Football","Entity","University of Connecticut...","http://www.sportsfangraph.com/team/university-of-connecticut-football",2012-12-06,"Facebook Talking",0,NA
"799","Football","Entity","Syracuse University Footb...","http://www.sportsfangraph.com/team/syracuse-university-football",2012-12-06,"Facebook Talking",0,NA
"800","Football","Entity","Indiana University Footba...","http://www.sportsfangraph.com/team/indiana-university-football",2012-12-06,"Facebook Talking",0,NA
"801","Football","Entity","East Carolina University ...","http://www.sportsfangraph.com/team/east-carolina-university-football",2012-12-06,"Facebook Talking",0,NA
"802","Football","Entity","Marshall University Footb...","http://www.sportsfangraph.com/team/marshall-university-football",2012-12-06,"Facebook Talking",0,NA
"803","Football","Entity","University of Memphis Foo...","http://www.sportsfangraph.com/team/university-of-memphis-football",2012-12-06,"Facebook Talking",0,NA
"804","Football","Entity","Rice University Football","http://www.sportsfangraph.com/team/rice-university-football",2012-12-06,"Facebook Talking",0,NA
"805","Football","Entity","University of Alabama - B...","http://www.sportsfangraph.com/team/university-of-alabama---birmingham-football",2012-12-06,"Facebook Talking",0,NA
"806","Football","Entity","University of Texas - El ...","http://www.sportsfangraph.com/team/university-of-texas---el-paso-football",2012-12-06,"Facebook Talking",0,NA
"807","Football","Entity","Air Force Academy Footbal...","http://www.sportsfangraph.com/team/air-force-academy-football",2012-12-06,"Facebook Talking",0,NA
"808","Football","Entity","Brigham Young University ...","http://www.sportsfangraph.com/team/brigham-young-university-football",2012-12-06,"Facebook Talking",0,NA
"809","Football","Entity","University of New Mexico ...","http://www.sportsfangraph.com/team/university-of-new-mexico-football",2012-12-06,"Facebook Talking",0,NA
"810","Football","Entity","San Diego State Universit...","http://www.sportsfangraph.com/team/san-diego-state-university-football",2012-12-06,"Facebook Talking",0,NA
"811","Football","Entity","Texas Christian Universit...","http://www.sportsfangraph.com/team/texas-christian-university-football",2012-12-06,"Facebook Talking",0,NA
"812","Football","Entity","University of Nevada - La...","http://www.sportsfangraph.com/team/university-of-nevada---las-vegas-football",2012-12-06,"Facebook Talking",0,NA
"813","Football","Entity","University of Utah Footba...","http://www.sportsfangraph.com/team/university-of-utah-football",2012-12-06,"Facebook Talking",0,NA
"814","Football","Entity","University of Wyoming Foo...","http://www.sportsfangraph.com/team/university-of-wyoming-football",2012-12-06,"Facebook Talking",0,NA
"815","Football","Entity","Arizona State University ...","http://www.sportsfangraph.com/team/arizona-state-university-football",2012-12-06,"Facebook Talking",0,NA
"816","Football","Entity","University of Southern Ca...","http://www.sportsfangraph.com/team/university-of-southern-california-football",2012-12-06,"Facebook Talking",0,NA
"817","Football","Entity","University of Arkansas Fo...","http://www.sportsfangraph.com/team/university-of-arkansas-football",2012-12-06,"Facebook Talking",0,NA
"818","Football","Entity","University of Georgia Foo...","http://www.sportsfangraph.com/team/university-of-georgia-football",2012-12-06,"Facebook Talking",0,NA
"819","Football","Entity","University of Kentucky Fo...","http://www.sportsfangraph.com/team/university-of-kentucky-football",2012-12-06,"Facebook Talking",0,NA
"820","Football","Entity","Arkansas State University...","http://www.sportsfangraph.com/team/arkansas-state-university-football",2012-12-06,"Facebook Talking",0,NA
"821","Football","Entity","Florida International Uni...","http://www.sportsfangraph.com/team/florida-international-university-football",2012-12-06,"Facebook Talking",0,NA
"822","Football","Entity","University of Louisiana -...","http://www.sportsfangraph.com/team/university-of-louisiana---monroe-football",2012-12-06,"Facebook Talking",0,NA
"823","Football","Entity","Troy University Football","http://www.sportsfangraph.com/team/troy-university-football",2012-12-06,"Facebook Talking",0,NA
"824","Football","Entity","Western Kentucky Universi...","http://www.sportsfangraph.com/team/western-kentucky-university-football",2012-12-06,"Facebook Talking",0,NA
"825","Football","Entity","Fresno State University F...","http://www.sportsfangraph.com/team/fresno-state-university-football",2012-12-06,"Facebook Talking",0,NA
"826","Football","Entity","University of Idaho Footb...","http://www.sportsfangraph.com/team/university-of-idaho-football",2012-12-06,"Facebook Talking",0,NA
"827","Football","Entity","New Mexico State Universi...","http://www.sportsfangraph.com/team/new-mexico-state-university-football",2012-12-06,"Facebook Talking",0,NA
"828","Football","Entity","San Jose State University...","http://www.sportsfangraph.com/team/san-jose-state-university-football",2012-12-06,"Facebook Talking",0,NA
