CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Psychology,Bachelor's degree,1994-1995,243744,Stanford University,135,60,75,77,35,42,14,4,10,15,7,8,23,9,14,3,2,1,0,0,0,3,3,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,89,31,58,77,26,51,1,0,1,0,0,0,0,0,0,10,5,5,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,157289,University of Louisville,130,25,105,114,21,93,11,3,8,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,100858,Auburn University,147,47,100,138,47,91,5,0,5,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,100751,The University of Alabama,117,39,78,95,32,63,19,6,13,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,200,60,140,175,55,120,14,3,11,5,1,4,4,1,3,0,0,0,2,0,2,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,177,48,129,142,38,104,27,7,20,3,1,2,3,1,2,0,0,0,0,0,0,2,1,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,221999,Vanderbilt University,183,67,116,158,54,104,2,2,0,3,2,1,11,5,6,1,1,0,5,3,2,3,0,3,'42.0000'
Psychology,Bachelor's degree,1994-1995,142115,Boise State University,49,12,37,46,11,35,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,209542,Oregon State University,125,45,80,106,40,66,2,0,2,4,1,3,7,3,4,1,0,1,3,1,2,2,0,2,'42.0000'
Psychology,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,524,119,405,390,88,302,32,8,24,38,6,32,50,14,36,0,0,0,9,2,7,5,1,4,'42.0000'
Psychology,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,397,123,274,334,106,228,32,4,28,5,0,5,13,7,6,0,0,0,8,5,3,5,1,4,'42.0000'
Psychology,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,497,153,344,369,108,261,33,11,22,18,10,8,60,17,43,4,1,3,9,5,4,4,1,3,'42.0000'
Psychology,Bachelor's degree,1994-1995,147767,Northwestern University,159,58,101,118,42,76,16,7,9,2,1,1,21,8,13,0,0,0,0,0,0,2,0,2,'42.0000'
Psychology,Bachelor's degree,1994-1995,155399,Kansas State University,100,42,58,95,40,55,2,0,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,136,39,97,114,34,80,8,2,6,1,1,0,6,2,4,6,0,6,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,228246,Southern Methodist University,96,22,74,84,20,64,5,1,4,4,1,3,2,0,2,0,0,0,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,198419,Duke University,144,46,98,108,35,73,16,6,10,8,0,8,10,5,5,0,0,0,0,0,0,2,0,2,'42.0000'
Psychology,Bachelor's degree,1994-1995,131496,Georgetown University,91,30,61,62,24,38,16,4,12,3,1,2,2,0,2,0,0,0,2,0,2,6,1,5,'42.0000'
Psychology,Bachelor's degree,1994-1995,230728,Utah State University,105,38,67,99,35,64,0,0,0,3,2,1,1,0,1,1,0,1,0,0,0,1,1,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,139959,University of Georgia,252,84,168,219,73,146,22,4,18,5,4,1,3,1,2,0,0,0,0,0,0,3,2,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,387,108,279,330,89,241,9,6,3,32,7,25,13,5,8,1,0,1,0,0,0,2,1,1,'42.0000'
Psychology,Bachelor's degree,1994-1995,152080,University of Notre Dame,116,36,80,102,29,73,5,3,2,5,3,2,2,0,2,2,1,1,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,431,161,270,310,120,190,14,5,9,67,24,43,32,9,23,2,1,1,0,0,0,6,2,4,'42.0000'
Psychology,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,184,49,135,176,48,128,1,1,0,4,0,4,2,0,2,1,0,1,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1994-1995,209551,University of Oregon,310,109,201,246,86,160,6,3,3,10,4,6,16,6,10,4,0,4,15,7,8,13,3,10,'42.0000'
Public Administration and Services,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,20,7,13,17,6,11,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,139959,University of Georgia,72,8,64,58,7,51,10,1,9,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,100858,Auburn University,45,15,30,39,13,26,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,28,4,24,22,4,18,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,123961,University of Southern California,71,40,31,38,27,11,13,6,7,14,4,10,5,3,2,0,0,0,1,0,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,100751,The University of Alabama,35,6,29,29,6,23,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,198419,Duke University,102,45,57,84,40,44,11,2,9,4,3,1,3,0,3,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,147767,Northwestern University,16,2,14,11,1,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,122755,San Jose State University,52,11,41,14,1,13,5,1,4,14,2,12,16,6,10,0,0,0,3,1,2,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,135726,University of Miami,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,142115,Boise State University,48,11,37,44,9,35,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,209551,University of Oregon,30,12,18,24,8,16,0,0,0,1,1,0,2,2,0,0,0,0,3,1,2,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,243744,Stanford University,32,20,12,20,13,7,4,3,1,4,3,1,4,1,3,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,155399,Kansas State University,38,5,33,34,5,29,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,79,13,66,64,12,52,10,0,10,1,0,1,0,0,0,0,0,0,4,1,3,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,52,17,35,34,13,21,12,2,10,1,1,0,0,0,0,5,1,4,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,230728,Utah State University,42,7,35,40,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,134097,Florida State University,132,15,117,99,12,87,24,1,23,6,1,5,3,1,2,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,80,9,71,66,6,60,5,1,4,8,2,6,1,0,1,0,0,0,0,0,0,0,0,0,'44.0000'
Science Technologies,Bachelor's degree,1994-1995,209542,Oregon State University,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'41.0000'
Science Technologies,Bachelor's degree,1994-1995,100858,Auburn University,11,2,9,10,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'41.0000'
Social Sciences and History,Bachelor's degree,1994-1995,142115,Boise State University,142,79,63,111,59,52,0,0,0,9,5,4,1,0,1,1,0,1,17,12,5,3,3,0,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,200,119,81,182,109,73,4,1,3,4,3,1,1,0,1,1,0,1,0,0,0,8,6,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,243744,Stanford University,409,231,178,225,142,83,22,6,16,44,27,17,89,35,54,7,3,4,3,3,0,19,15,4,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,147767,Northwestern University,430,252,178,307,180,127,28,17,11,14,8,6,62,34,28,1,1,0,1,1,0,17,11,6,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,228246,Southern Methodist University,230,123,107,177,92,85,15,9,6,20,11,9,8,4,4,1,1,0,0,0,0,9,6,3,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,1115,649,466,817,491,326,42,19,23,153,86,67,57,28,29,3,2,1,0,0,0,43,23,20,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,258,140,118,205,113,92,17,6,11,9,5,4,6,3,3,12,6,6,0,0,0,9,7,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,134130,University of Florida,575,330,245,486,279,207,21,9,12,40,24,16,17,9,8,3,3,0,0,0,0,8,6,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,155399,Kansas State University,267,170,97,248,161,87,11,6,5,5,2,3,2,1,1,0,0,0,0,0,0,1,0,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,139959,University of Georgia,497,335,162,458,315,143,21,8,13,3,1,2,3,1,2,4,3,1,0,0,0,8,7,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,384,224,160,315,196,119,54,21,33,4,1,3,6,3,3,1,1,0,0,0,0,4,2,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,152080,University of Notre Dame,308,184,124,265,160,105,11,8,3,21,9,12,8,5,3,0,0,0,0,0,0,3,2,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,142,70,72,122,61,61,3,2,1,4,2,2,1,0,1,7,2,5,0,0,0,5,3,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,100858,Auburn University,158,93,65,144,82,62,10,7,3,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,123961,University of Southern California,471,289,182,251,149,102,29,18,11,77,49,28,65,40,25,10,8,2,9,7,2,30,18,12,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,315,176,139,274,155,119,19,6,13,5,4,1,5,4,1,1,1,0,2,2,0,9,4,5,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,817,505,312,696,453,243,55,18,37,9,4,5,27,10,17,2,2,0,16,11,5,12,7,5,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,624,359,265,524,290,234,24,11,13,56,43,13,13,9,4,2,2,0,0,0,0,5,4,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,592,339,253,500,290,210,60,29,31,9,6,3,18,11,7,1,0,1,0,0,0,4,3,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,217882,Clemson University,179,106,73,154,99,55,18,4,14,2,0,2,1,1,0,0,0,0,4,2,2,0,0,0,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,134097,Florida State University,796,477,319,650,399,251,64,31,33,50,28,22,18,11,7,4,1,3,0,0,0,10,7,3,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,209551,University of Oregon,699,352,347,528,256,272,16,10,6,13,4,9,30,15,15,10,8,2,45,25,20,57,34,23,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,131496,Georgetown University,640,333,307,442,250,192,34,8,26,32,17,15,60,26,34,0,0,0,11,3,8,61,29,32,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,198419,Duke University,415,258,157,314,202,112,47,27,20,27,14,13,20,11,9,1,1,0,0,0,0,6,3,3,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,209542,Oregon State University,256,178,78,204,146,58,0,0,0,8,4,4,12,7,5,3,1,2,21,16,5,8,4,4,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,100751,The University of Alabama,202,122,80,173,112,61,15,2,13,2,1,1,2,2,0,1,1,0,1,0,1,8,4,4,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,135726,University of Miami,137,64,73,83,46,37,10,1,9,35,15,20,3,1,2,0,0,0,0,0,0,6,1,5,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,1045,575,470,716,429,287,97,34,63,64,28,36,117,56,61,1,1,0,25,13,12,25,14,11,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,157289,University of Louisville,212,110,102,178,96,82,25,8,17,1,1,0,4,3,1,0,0,0,0,0,0,4,2,2,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,122755,San Jose State University,257,132,125,139,66,73,13,8,5,38,21,17,29,19,10,4,0,4,24,14,10,10,4,6,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,230728,Utah State University,145,80,65,129,70,59,3,2,1,3,2,1,2,0,2,2,1,1,0,0,0,6,5,1,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,776,423,353,565,312,253,41,19,22,36,22,14,72,31,41,9,5,4,25,17,8,28,17,11,'45.0000'
Social Sciences and History,Bachelor's degree,1994-1995,221999,Vanderbilt University,491,259,232,436,229,207,21,10,11,8,4,4,18,9,9,0,0,0,4,3,1,4,4,0,'45.0000'
Theological Studies and Religious Vocations,Bachelor's degree,1994-1995,152080,University of Notre Dame,15,10,5,11,7,4,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Theological Studies and Religious Vocations,Bachelor's degree,1994-1995,139959,University of Georgia,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Transporation and Material Moving Workers,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,81,72,9,70,62,8,3,3,0,3,3,0,3,3,0,1,1,0,1,0,1,0,0,0,NA
Transporation and Material Moving Workers,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,76,70,6,66,60,6,1,1,0,2,2,0,0,0,0,6,6,0,0,0,0,1,1,0,NA
Transporation and Material Moving Workers,Bachelor's degree,1994-1995,142115,Boise State University,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Visual and Performing Arts,Bachelor's degree,1994-1995,218663,University of South Carolina-Columbia,113,40,73,94,32,62,12,5,7,3,1,2,1,0,1,0,0,0,0,0,0,3,2,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,147767,Northwestern University,182,76,106,155,67,88,7,2,5,4,2,2,12,4,8,0,0,0,1,0,1,3,1,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,207500,University of Oklahoma Norman Campus,152,65,87,121,57,64,5,3,2,3,1,2,7,0,7,4,0,4,0,0,0,12,4,8,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,181464,University of Nebraska-Lincoln,49,19,30,45,15,30,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,155399,Kansas State University,101,31,70,93,30,63,3,0,3,1,0,1,2,1,1,0,0,0,0,0,0,2,0,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,207388,Oklahoma State University-Main Campus,30,17,13,25,14,11,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,134130,University of Florida,151,62,89,124,51,73,2,0,2,14,7,7,6,3,3,0,0,0,1,1,0,4,0,4,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,139959,University of Georgia,212,73,139,197,70,127,4,0,4,1,0,1,6,1,5,1,1,0,0,0,0,3,1,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,157289,University of Louisville,81,24,57,74,20,54,4,1,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,170976,University of Michigan-Ann Arbor,266,110,156,216,90,126,13,7,6,8,4,4,18,5,13,5,2,3,2,1,1,4,1,3,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,134097,Florida State University,311,118,193,278,105,173,8,3,5,17,10,7,5,0,5,0,0,0,0,0,0,3,0,3,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,142115,Boise State University,61,17,44,51,15,36,1,0,1,0,0,0,0,0,0,1,0,1,8,2,6,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,152080,University of Notre Dame,61,24,37,49,21,28,4,1,3,6,1,5,2,1,1,0,0,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,237,109,128,199,86,113,9,7,2,5,4,1,10,5,5,0,0,0,8,5,3,6,2,4,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,221999,Vanderbilt University,62,13,49,57,12,45,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,217882,Clemson University,48,25,23,42,21,21,3,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,230728,Utah State University,113,50,63,92,40,52,0,0,0,3,3,0,3,0,3,0,0,0,1,1,0,14,6,8,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,228723,Texas A & M University-College Station,11,2,9,8,1,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,131496,Georgetown University,15,5,10,13,4,9,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,209542,Oregon State University,61,26,35,44,17,27,0,0,0,3,1,2,5,3,2,2,1,1,3,2,1,4,2,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,75,24,51,66,21,45,4,2,2,1,0,1,3,1,2,1,0,1,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,199120,University of North Carolina at Chapel Hill,68,20,48,61,19,42,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,186380,Rutgers University-New Brunswick,180,64,116,129,46,83,10,5,5,12,6,6,19,5,14,2,0,2,6,1,5,2,1,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,198419,Duke University,39,9,30,34,9,25,2,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,135726,University of Miami,193,118,75,132,86,46,6,4,2,35,18,17,6,3,3,0,0,0,2,1,1,12,6,6,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,100858,Auburn University,85,51,34,83,49,34,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,209551,University of Oregon,207,82,125,159,65,94,3,2,1,2,0,2,12,3,9,2,1,1,16,7,9,13,4,9,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,122755,San Jose State University,267,107,160,145,53,92,7,5,2,24,8,16,53,25,28,0,0,0,29,13,16,9,3,6,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,100751,The University of Alabama,83,24,59,74,22,52,3,1,2,0,0,0,2,0,2,1,0,1,2,1,1,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,228246,Southern Methodist University,108,54,54,93,47,46,2,1,1,3,2,1,8,2,6,0,0,0,0,0,0,2,2,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,228778,The University of Texas at Austin,327,115,212,266,89,177,4,3,1,35,15,20,17,6,11,1,0,1,0,0,0,4,2,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,243744,Stanford University,31,11,20,20,8,12,3,1,2,2,1,1,4,0,4,1,0,1,1,1,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1994-1995,123961,University of Southern California,208,94,114,147,65,82,8,3,5,14,9,5,21,8,13,1,1,0,6,5,1,11,3,8,'50.0000'
Vocational Home Economics,Bachelor's degree,1994-1995,139959,University of Georgia,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'20.0000'
Vocational Home Economics,Bachelor's degree,1994-1995,204796,Ohio State University-Main Campus,45,20,25,42,19,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,'20.0000'
