Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1996-1997,122755,San Jose State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,10,2,8,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,24,10,14,14,3,11,0,0,0,3,3,0,3,0,3,0,0,0,4,4,0,0,0,0
1996-1997,122755,San Jose State University,Philosophy and Religion,'38',Bachelor's degree,14,8,6,8,4,4,0,0,0,3,2,1,2,2,0,0,0,0,1,0,1,0,0,0
1996-1997,122755,San Jose State University,Physical Sciences,'40',Bachelor's degree,61,37,24,18,14,4,0,0,0,2,1,1,30,13,17,0,0,0,9,7,2,2,2,0
1996-1997,122755,San Jose State University,Protective Services,'43',Bachelor's degree,156,89,67,62,30,32,11,8,3,45,26,19,22,16,6,3,1,2,13,8,5,0,0,0
1996-1997,122755,San Jose State University,Psychology,'42',Bachelor's degree,212,50,162,107,20,87,9,3,6,30,4,26,33,10,23,1,1,0,26,10,16,6,2,4
1996-1997,122755,San Jose State University,Public Administration and Services,'44',Bachelor's degree,68,18,50,12,0,12,3,1,2,24,6,18,24,9,15,1,1,0,3,0,3,1,1,0
1996-1997,122755,San Jose State University,Social Sciences and History,'45',Bachelor's degree,304,171,133,131,76,55,17,9,8,70,34,36,29,17,12,3,3,0,36,20,16,18,12,6
1996-1997,122755,San Jose State University,Visual and Performing Arts,'50',Bachelor's degree,262,127,135,130,58,72,2,2,0,18,9,9,67,37,30,0,0,0,36,18,18,9,3,6
1996-1997,228246,Southern Methodist University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,7,2,5,5,2,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Biological Science/Life Sciences,'26',Bachelor's degree,50,24,26,34,15,19,1,0,1,7,5,2,5,3,2,0,0,0,0,0,0,3,1,2
1996-1997,228246,Southern Methodist University,Business Management and Administrative Services,'52',Bachelor's degree,372,197,175,280,158,122,14,9,5,33,8,25,23,11,12,3,0,3,0,0,0,19,11,8
1996-1997,228246,Southern Methodist University,Communications,'09',Bachelor's degree,183,50,133,147,40,107,11,4,7,13,4,9,9,2,7,0,0,0,0,0,0,3,0,3
1996-1997,228246,Southern Methodist University,Computer and Information Sciences,'11',Bachelor's degree,5,2,3,3,1,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Education,'13',Bachelor's degree,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Engineering,'14',Bachelor's degree,64,50,14,41,35,6,2,1,1,8,6,2,8,4,4,0,0,0,0,0,0,5,4,1
1996-1997,228246,Southern Methodist University,English Language and Literature/Letters,'23',Bachelor's degree,49,19,30,38,17,21,4,0,4,5,2,3,1,0,1,1,0,1,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Foreign Languages and Literatures,'16',Bachelor's degree,24,5,19,20,5,15,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Health Professions and Related Sciences,'51',Bachelor's degree,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228246,Southern Methodist University,Mathematics,'27',Bachelor's degree,22,14,8,15,11,4,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,2,0,2
1996-1997,228246,Southern Methodist University,Philosophy and Religion,'38',Bachelor's degree,18,7,11,12,6,6,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1
1996-1997,228246,Southern Methodist University,Physical Sciences,'40',Bachelor's degree,13,7,6,10,5,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1
1996-1997,228246,Southern Methodist University,Psychology,'42',Bachelor's degree,93,19,74,76,17,59,3,1,2,6,0,6,5,0,5,0,0,0,0,0,0,3,1,2
1996-1997,228246,Southern Methodist University,Social Sciences and History,'45',Bachelor's degree,237,122,115,180,93,87,23,12,11,17,12,5,9,2,7,2,0,2,0,0,0,6,3,3
1996-1997,228246,Southern Methodist University,Visual and Performing Arts,'50',Bachelor's degree,124,49,75,99,34,65,5,4,1,10,5,5,5,4,1,0,0,0,0,0,0,5,2,3
1996-1997,243744,Stanford University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,53,10,43,29,6,23,6,1,5,13,3,10,3,0,3,1,0,1,1,0,1,0,0,0
1996-1997,243744,Stanford University,Biological Science/Life Sciences,'26',Bachelor's degree,204,120,84,76,47,29,3,2,1,7,2,5,109,64,45,0,0,0,1,1,0,8,4,4
1996-1997,243744,Stanford University,Communications,'09',Bachelor's degree,25,12,13,10,6,4,7,2,5,3,2,1,2,1,1,2,0,2,0,0,0,1,1,0
1996-1997,243744,Stanford University,Computer and Information Sciences,'11',Bachelor's degree,98,83,15,58,51,7,1,1,0,3,3,0,27,21,6,0,0,0,0,0,0,9,7,2
1996-1997,243744,Stanford University,Engineering,'14',Bachelor's degree,219,158,61,95,79,16,23,10,13,30,23,7,45,26,19,4,3,1,0,0,0,22,17,5
1996-1997,243744,Stanford University,English Language and Literature/Letters,'23',Bachelor's degree,100,35,65,57,19,38,3,0,3,11,5,6,23,8,15,2,1,1,2,1,1,2,1,1
1996-1997,243744,Stanford University,Foreign Languages and Literatures,'16',Bachelor's degree,27,12,15,12,8,4,2,1,1,7,1,6,4,1,3,1,0,1,0,0,0,1,1,0
1996-1997,243744,Stanford University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,9,2,7,6,2,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Mathematics,'27',Bachelor's degree,10,7,3,7,5,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
1996-1997,243744,Stanford University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,202,64,138,102,28,74,20,11,9,23,7,16,51,15,36,2,0,2,0,0,0,4,3,1
1996-1997,243744,Stanford University,Philosophy and Religion,'38',Bachelor's degree,31,22,9,17,11,6,1,1,0,1,1,0,9,8,1,1,1,0,1,0,1,1,0,1
1996-1997,243744,Stanford University,Physical Sciences,'40',Bachelor's degree,79,43,36,54,32,22,3,1,2,4,1,3,15,7,8,1,0,1,0,0,0,2,2,0
1996-1997,243744,Stanford University,Psychology,'42',Bachelor's degree,126,49,77,61,29,32,8,1,7,17,6,11,34,12,22,1,1,0,0,0,0,5,0,5
1996-1997,243744,Stanford University,Public Administration and Services,'44',Bachelor's degree,30,14,16,16,10,6,2,0,2,3,1,2,8,3,5,0,0,0,0,0,0,1,0,1
1996-1997,243744,Stanford University,Social Sciences and History,'45',Bachelor's degree,452,244,208,233,135,98,43,15,28,54,28,26,85,46,39,2,0,2,1,0,1,34,20,14
1996-1997,243744,Stanford University,Visual and Performing Arts,'50',Bachelor's degree,39,12,27,23,8,15,1,0,1,1,0,1,9,3,6,3,1,2,0,0,0,2,0,2
1996-1997,228723,Texas A & M University-College Station,Agricultural Business and Production,'01',Bachelor's degree,321,202,119,296,181,115,4,3,1,18,15,3,0,0,0,2,2,0,0,0,0,1,1,0
1996-1997,228723,Texas A & M University-College Station,Agricultural Sciences,'02',Bachelor's degree,444,255,189,409,234,175,2,0,2,21,15,6,2,0,2,2,0,2,1,1,0,7,5,2
1996-1997,228723,Texas A & M University-College Station,Architecture and Related Programs,'04',Bachelor's degree,171,122,49,144,102,42,2,1,1,12,11,1,10,7,3,0,0,0,0,0,0,3,1,2
1996-1997,228723,Texas A & M University-College Station,Biological Science/Life Sciences,'26',Bachelor's degree,300,145,155,219,105,114,7,3,4,33,17,16,33,16,17,1,1,0,0,0,0,7,3,4
1996-1997,228723,Texas A & M University-College Station,Business Management and Administrative Services,'52',Bachelor's degree,1255,645,610,1053,531,522,26,14,12,106,58,48,26,17,9,3,3,0,0,0,0,41,22,19
1996-1997,228723,Texas A & M University-College Station,Communications,'09',Bachelor's degree,142,39,103,121,31,90,6,1,5,8,2,6,4,4,0,1,0,1,0,0,0,2,1,1
1996-1997,228723,Texas A & M University-College Station,Computer and Information Sciences,'11',Bachelor's degree,102,87,15,83,73,10,1,0,1,3,1,2,10,9,1,0,0,0,0,0,0,5,4,1
1996-1997,228723,Texas A & M University-College Station,Conservation and Renewable Natural Resources,'03',Bachelor's degree,66,39,27,58,35,23,1,0,1,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Engineering,'14',Bachelor's degree,1016,797,219,769,612,157,26,17,9,87,61,26,79,62,17,1,1,0,1,1,0,53,43,10
1996-1997,228723,Texas A & M University-College Station,Engineering-Related Technologies,'15',Bachelor's degree,237,215,22,208,196,12,7,3,4,16,11,5,5,5,0,0,0,0,0,0,0,1,0,1
1996-1997,228723,Texas A & M University-College Station,English Language and Literature/Letters,'23',Bachelor's degree,338,83,255,298,73,225,12,1,11,23,7,16,3,1,2,2,1,1,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Foreign Languages and Literatures,'16',Bachelor's degree,25,8,17,16,6,10,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,228723,Texas A & M University-College Station,Health Professions and Related Sciences,'51',Bachelor's degree,152,25,127,132,24,108,5,0,5,11,1,10,4,0,4,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Home Economics- General,'19',Bachelor's degree,70,4,66,62,3,59,0,0,0,5,0,5,1,1,0,0,0,0,0,0,0,2,0,2
1996-1997,228723,Texas A & M University-College Station,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,147,116,31,135,109,26,1,1,0,6,3,3,4,2,2,0,0,0,0,0,0,1,1,0
1996-1997,228723,Texas A & M University-College Station,Mathematics,'27',Bachelor's degree,284,167,117,222,128,94,11,3,8,19,13,6,23,16,7,0,0,0,0,0,0,9,7,2
1996-1997,228723,Texas A & M University-College Station,Multi/Interdisciplinary Studies,'30',Bachelor's degree,809,176,633,694,136,558,17,5,12,70,25,45,25,10,15,2,0,2,0,0,0,1,0,1
1996-1997,228723,Texas A & M University-College Station,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,243,136,107,220,120,100,5,1,4,15,13,2,2,2,0,1,0,1,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Philosophy and Religion,'38',Bachelor's degree,8,6,2,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,228723,Texas A & M University-College Station,Physical Sciences,'40',Bachelor's degree,117,73,44,100,64,36,6,2,4,5,4,1,6,3,3,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Psychology,'42',Bachelor's degree,354,93,261,289,77,212,14,2,12,36,10,26,12,4,8,1,0,1,0,0,0,2,0,2
1996-1997,228723,Texas A & M University-College Station,Social Sciences and History,'45',Bachelor's degree,550,276,274,461,235,226,21,9,12,57,23,34,3,2,1,1,1,0,0,0,0,7,6,1
1996-1997,228723,Texas A & M University-College Station,Visual and Performing Arts,'50',Bachelor's degree,7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Architecture and Related Programs,'04',Bachelor's degree,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Biological Science/Life Sciences,'26',Bachelor's degree,109,55,54,94,47,47,5,1,4,3,2,1,2,1,1,1,1,0,2,1,1,2,2,0
1996-1997,100751,The University of Alabama,Business Management and Administrative Services,'52',Bachelor's degree,689,418,271,583,383,200,73,22,51,4,1,3,5,3,2,2,1,1,1,0,1,21,8,13
1996-1997,100751,The University of Alabama,Communications,'09',Bachelor's degree,229,96,133,203,86,117,18,6,12,0,0,0,0,0,0,1,1,0,2,1,1,5,2,3
1996-1997,100751,The University of Alabama,Computer and Information Sciences,'11',Bachelor's degree,18,13,5,13,9,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1996-1997,100751,The University of Alabama,Education,'13',Bachelor's degree,309,80,229,287,73,214,16,7,9,0,0,0,0,0,0,3,0,3,1,0,1,2,0,2
1996-1997,100751,The University of Alabama,Engineering,'14',Bachelor's degree,193,161,32,151,128,23,20,13,7,2,2,0,0,0,0,1,1,0,2,2,0,17,15,2
1996-1997,100751,The University of Alabama,English Language and Literature/Letters,'23',Bachelor's degree,75,24,51,59,23,36,13,1,12,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
1996-1997,100751,The University of Alabama,Foreign Languages and Literatures,'16',Bachelor's degree,19,4,15,13,3,10,1,0,1,3,1,2,1,0,1,0,0,0,1,0,1,0,0,0
1996-1997,100751,The University of Alabama,Health Professions and Related Sciences,'51',Bachelor's degree,248,51,197,211,42,169,33,8,25,0,0,0,2,1,1,0,0,0,1,0,1,1,0,1
1996-1997,100751,The University of Alabama,Home Economics- General,'19',Bachelor's degree,140,17,123,123,15,108,11,1,10,0,0,0,1,0,1,3,0,3,0,0,0,2,1,1
1996-1997,100751,The University of Alabama,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Mathematics,'27',Bachelor's degree,8,5,3,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Multi/Interdisciplinary Studies,'30',Bachelor's degree,72,35,37,63,33,30,4,1,3,0,0,0,0,0,0,3,1,2,0,0,0,2,0,2
1996-1997,100751,The University of Alabama,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,12,8,4,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Philosophy and Religion,'38',Bachelor's degree,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Physical Sciences,'40',Bachelor's degree,31,26,5,27,24,3,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1996-1997,100751,The University of Alabama,Protective Services,'43',Bachelor's degree,64,45,19,53,40,13,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Psychology,'42',Bachelor's degree,111,41,70,94,36,58,9,2,7,2,0,2,3,1,2,0,0,0,1,1,0,2,1,1
1996-1997,100751,The University of Alabama,Public Administration and Services,'44',Bachelor's degree,52,11,41,45,10,35,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Social Sciences and History,'45',Bachelor's degree,180,125,55,164,119,45,10,5,5,1,0,1,0,0,0,1,0,1,0,0,0,4,1,3
1996-1997,100751,The University of Alabama,Visual and Performing Arts,'50',Bachelor's degree,111,26,85,98,21,77,7,3,4,0,0,0,0,0,0,1,1,0,1,0,1,4,1,3
1996-1997,228778,The University of Texas at Austin,Architecture and Related Programs,'04',Bachelor's degree,50,29,21,34,20,14,0,0,0,6,3,3,2,1,1,0,0,0,0,0,0,8,5,3
1996-1997,228778,The University of Texas at Austin,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,87,43,44,61,32,29,2,1,1,15,7,8,6,2,4,0,0,0,0,0,0,3,1,2
1996-1997,228778,The University of Texas at Austin,Biological Science/Life Sciences,'26',Bachelor's degree,543,276,267,271,140,131,13,4,9,83,43,40,157,80,77,1,0,1,0,0,0,18,9,9
1996-1997,228778,The University of Texas at Austin,Business Management and Administrative Services,'52',Bachelor's degree,960,525,435,630,361,269,35,15,20,133,71,62,130,55,75,2,1,1,0,0,0,30,22,8
1996-1997,228778,The University of Texas at Austin,Communications,'09',Bachelor's degree,670,278,392,473,192,281,27,9,18,103,47,56,35,13,22,5,3,2,0,0,0,27,14,13
1996-1997,228778,The University of Texas at Austin,Computer and Information Sciences,'11',Bachelor's degree,230,192,38,107,96,11,4,2,2,12,11,1,52,39,13,0,0,0,0,0,0,55,44,11
1996-1997,228778,The University of Texas at Austin,Engineering,'14',Bachelor's degree,806,675,131,442,372,70,28,14,14,88,76,12,135,114,21,2,1,1,0,0,0,111,98,13
1996-1997,228778,The University of Texas at Austin,English Language and Literature/Letters,'23',Bachelor's degree,398,151,247,325,127,198,11,4,7,43,15,28,19,5,14,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Foreign Languages and Literatures,'16',Bachelor's degree,226,79,147,150,60,90,4,0,4,49,14,35,16,4,12,0,0,0,0,0,0,7,1,6
1996-1997,228778,The University of Texas at Austin,Health Professions and Related Sciences,'51',Bachelor's degree,316,60,256,231,43,188,5,0,5,41,10,31,33,6,27,2,0,2,0,0,0,4,1,3
1996-1997,228778,The University of Texas at Austin,Home Economics- General,'19',Bachelor's degree,111,5,106,63,3,60,5,1,4,25,1,24,12,0,12,0,0,0,0,0,0,6,0,6
1996-1997,228778,The University of Texas at Austin,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,143,73,70,107,56,51,4,1,3,14,8,6,16,6,10,1,1,0,0,0,0,1,1,0
1996-1997,228778,The University of Texas at Austin,Mathematics,'27',Bachelor's degree,118,67,51,75,44,31,11,4,7,15,9,6,8,7,1,0,0,0,0,0,0,9,3,6
1996-1997,228778,The University of Texas at Austin,Multi/Interdisciplinary Studies,'30',Bachelor's degree,301,43,258,228,31,197,7,2,5,49,9,40,15,1,14,1,0,1,0,0,0,1,0,1
1996-1997,228778,The University of Texas at Austin,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,60,35,25,45,25,20,6,3,3,6,5,1,3,2,1,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Philosophy and Religion,'38',Bachelor's degree,52,42,10,37,31,6,0,0,0,9,6,3,6,5,1,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Physical Sciences,'40',Bachelor's degree,103,71,32,72,50,22,2,1,1,13,8,5,8,5,3,1,1,0,0,0,0,7,6,1
1996-1997,228778,The University of Texas at Austin,Psychology,'42',Bachelor's degree,452,142,310,316,103,213,17,5,12,67,17,50,41,14,27,0,0,0,0,0,0,11,3,8
1996-1997,228778,The University of Texas at Austin,Public Administration and Services,'44',Bachelor's degree,57,4,53,41,3,38,3,0,3,11,1,10,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Social Sciences and History,'45',Bachelor's degree,982,584,398,692,416,276,32,9,23,148,87,61,57,34,23,3,1,2,0,0,0,50,37,13
1996-1997,228778,The University of Texas at Austin,Visual and Performing Arts,'50',Bachelor's degree,340,123,217,255,87,168,4,3,1,46,21,25,22,8,14,0,0,0,0,0,0,13,4,9
1996-1997,134130,University of Florida,Agricultural Business and Production,'01',Bachelor's degree,69,59,10,52,46,6,7,4,3,3,3,0,2,2,0,0,0,0,0,0,0,5,4,1
1996-1997,134130,University of Florida,Agricultural Sciences,'02',Bachelor's degree,289,127,162,213,95,118,13,6,7,38,16,22,15,3,12,0,0,0,0,0,0,10,7,3
1996-1997,134130,University of Florida,Architecture and Related Programs,'04',Bachelor's degree,102,83,19,64,55,9,2,1,1,25,18,7,7,5,2,0,0,0,0,0,0,4,4,0
1996-1997,134130,University of Florida,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,7,4,3,6,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Biological Science/Life Sciences,'26',Bachelor's degree,358,208,150,245,137,108,17,8,9,38,29,9,55,33,22,0,0,0,1,1,0,2,0,2
1996-1997,134130,University of Florida,Business Management and Administrative Services,'52',Bachelor's degree,1108,733,375,890,600,290,30,15,15,96,63,33,62,37,25,2,1,1,2,2,0,26,15,11
1996-1997,134130,University of Florida,Communications,'09',Bachelor's degree,573,218,355,447,176,271,30,11,19,63,20,43,16,6,10,3,1,2,6,1,5,8,3,5
1996-1997,134130,University of Florida,Computer and Information Sciences,'11',Bachelor's degree,46,35,11,28,23,5,0,0,0,3,2,1,8,6,2,0,0,0,1,0,1,6,4,2
1996-1997,134130,University of Florida,Conservation and Renewable Natural Resources,'03',Bachelor's degree,99,48,51,84,43,41,1,1,0,9,3,6,3,1,2,1,0,1,0,0,0,1,0,1
1996-1997,134130,University of Florida,Education,'13',Bachelor's degree,606,180,426,506,149,357,38,11,27,42,14,28,16,4,12,2,1,1,0,0,0,2,1,1
1996-1997,134130,University of Florida,Engineering,'14',Bachelor's degree,712,609,103,522,450,72,27,23,4,73,60,13,57,47,10,2,2,0,1,1,0,30,26,4
1996-1997,134130,University of Florida,Engineering-Related Technologies,'15',Bachelor's degree,115,103,12,93,84,9,5,4,1,13,12,1,3,2,1,0,0,0,0,0,0,1,1,0
1996-1997,134130,University of Florida,English Language and Literature/Letters,'23',Bachelor's degree,184,59,125,154,51,103,11,3,8,14,3,11,3,2,1,2,0,2,0,0,0,0,0,0
1996-1997,134130,University of Florida,Foreign Languages and Literatures,'16',Bachelor's degree,86,24,62,60,15,45,8,3,5,12,4,8,4,2,2,1,0,1,0,0,0,1,0,1
1996-1997,134130,University of Florida,Health Professions and Related Sciences,'51',Bachelor's degree,511,101,410,441,88,353,21,2,19,29,8,21,13,1,12,6,2,4,0,0,0,1,0,1
1996-1997,134130,University of Florida,Home Economics- General,'19',Bachelor's degree,36,9,27,21,4,17,4,2,2,6,2,4,4,0,4,1,1,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Mathematics,'27',Bachelor's degree,76,48,28,65,41,24,6,3,3,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Multi/Interdisciplinary Studies,'30',Bachelor's degree,61,28,33,49,22,27,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,141,54,87,117,48,69,16,3,13,7,2,5,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Philosophy and Religion,'38',Bachelor's degree,40,28,12,27,22,5,6,2,4,2,1,1,4,2,2,0,0,0,1,1,0,0,0,0
1996-1997,134130,University of Florida,Physical Sciences,'40',Bachelor's degree,102,75,27,76,56,20,4,3,1,7,5,2,14,10,4,1,1,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Protective Services,'43',Bachelor's degree,150,101,49,127,88,39,5,2,3,15,10,5,3,1,2,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Psychology,'42',Bachelor's degree,304,98,206,234,78,156,11,1,10,38,12,26,21,7,14,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Social Sciences and History,'45',Bachelor's degree,689,364,325,540,291,249,40,18,22,68,36,32,35,16,19,1,1,0,2,1,1,3,1,2
1996-1997,134130,University of Florida,Visual and Performing Arts,'50',Bachelor's degree,195,76,119,145,57,88,10,4,6,24,12,12,11,3,8,1,0,1,0,0,0,4,0,4
1996-1997,139959,University of Georgia,Agricultural Business and Production,'01',Bachelor's degree,112,80,32,111,80,31,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Agricultural Sciences,'02',Bachelor's degree,86,49,37,80,45,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
1996-1997,139959,University of Georgia,Architecture and Related Programs,'04',Bachelor's degree,68,51,17,65,50,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,139959,University of Georgia,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Biological Science/Life Sciences,'26',Bachelor's degree,301,153,148,247,131,116,13,6,7,6,1,5,30,13,17,0,0,0,0,0,0,5,2,3
1996-1997,139959,University of Georgia,Business Management and Administrative Services,'52',Bachelor's degree,889,526,363,759,466,293,38,7,31,10,5,5,24,13,11,0,0,0,0,0,0,58,35,23
1996-1997,139959,University of Georgia,Communications,'09',Bachelor's degree,270,94,176,239,84,155,8,1,7,1,1,0,9,2,7,1,0,1,0,0,0,12,6,6
1996-1997,139959,University of Georgia,Communications Technologies,'10',Bachelor's degree,92,50,42,87,49,38,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2
1996-1997,139959,University of Georgia,Computer and Information Sciences,'11',Bachelor's degree,28,27,1,21,20,1,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,2,2,0
1996-1997,139959,University of Georgia,Conservation and Renewable Natural Resources,'03',Bachelor's degree,105,83,22,102,81,21,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Education,'13',Bachelor's degree,661,166,495,610,154,456,33,8,25,1,0,1,9,2,7,1,0,1,0,0,0,7,2,5
1996-1997,139959,University of Georgia,Engineering,'14',Bachelor's degree,26,23,3,22,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
1996-1997,139959,University of Georgia,English Language and Literature/Letters,'23',Bachelor's degree,319,154,165,288,146,142,22,7,15,3,1,2,5,0,5,0,0,0,0,0,0,1,0,1
1996-1997,139959,University of Georgia,Foreign Languages and Literatures,'16',Bachelor's degree,91,33,58,80,30,50,2,0,2,3,2,1,4,1,3,1,0,1,0,0,0,1,0,1
1996-1997,139959,University of Georgia,Health Professions and Related Sciences,'51',Bachelor's degree,226,69,157,201,59,142,10,4,6,3,2,1,7,2,5,1,0,1,0,0,0,4,2,2
1996-1997,139959,University of Georgia,Home Economics- General,'19',Bachelor's degree,214,44,170,187,36,151,19,6,13,1,0,1,3,0,3,0,0,0,0,0,0,4,2,2
1996-1997,139959,University of Georgia,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,13,4,9,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,139959,University of Georgia,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,30,2,28,24,1,23,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,139959,University of Georgia,Mathematics,'27',Bachelor's degree,27,12,15,20,11,9,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2
1996-1997,139959,University of Georgia,Multi/Interdisciplinary Studies,'30',Bachelor's degree,31,10,21,28,10,18,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Philosophy and Religion,'38',Bachelor's degree,22,19,3,20,18,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
