CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Protective Services,Bachelor's degree,1995-1996,135726,University of Miami,23,10,13,15,8,7,2,1,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,142115,Boise State University,56,29,27,44,23,21,2,1,1,3,0,3,2,1,1,1,1,0,3,2,1,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,170,106,64,105,74,31,25,11,14,25,13,12,8,3,5,0,0,0,6,5,1,1,0,1,'43.0000'
Protective Services,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,168,99,69,121,81,40,45,17,28,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,4,0,4,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,100858,Auburn University,61,40,21,45,33,12,14,5,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,134097,Florida State University,444,274,170,347,227,120,64,26,38,29,20,9,4,1,3,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,100751,The University of Alabama,99,65,34,74,51,23,21,11,10,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,139959,University of Georgia,81,48,33,74,46,28,4,1,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1995-1996,134130,University of Florida,116,64,52,94,52,42,6,3,3,9,6,3,7,3,4,0,0,0,0,0,0,0,0,0,'43.0000'
Psychology,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,519,135,384,381,101,280,33,6,27,45,12,33,46,16,30,0,0,0,11,0,11,3,0,3,'42.0000'
Psychology,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,542,157,385,407,121,286,40,8,32,25,9,16,46,15,31,7,0,7,11,2,9,6,2,4,'42.0000'
Psychology,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,445,151,294,325,117,208,15,2,13,60,16,44,38,15,23,1,0,1,0,0,0,6,1,5,'42.0000'
Psychology,Bachelor's degree,1995-1996,123961,University of Southern California,141,37,104,93,21,72,3,2,1,22,6,16,15,5,10,1,0,1,1,1,0,6,2,4,'42.0000'
Psychology,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,361,104,257,303,85,218,17,5,12,30,11,19,7,2,5,1,0,1,0,0,0,3,1,2,'42.0000'
Psychology,Bachelor's degree,1995-1996,209551,University of Oregon,296,106,190,233,85,148,4,2,2,9,2,7,23,5,18,3,3,0,11,5,6,13,4,9,'42.0000'
Psychology,Bachelor's degree,1995-1996,100858,Auburn University,168,47,121,150,40,110,10,3,7,3,2,1,4,2,2,1,0,1,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,142115,Boise State University,49,10,39,44,9,35,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,134130,University of Florida,294,101,193,232,81,151,9,5,4,36,10,26,16,5,11,0,0,0,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,152080,University of Notre Dame,110,30,80,85,23,62,3,0,3,14,4,10,3,0,3,1,0,1,0,0,0,4,3,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,217882,Clemson University,99,12,87,91,12,79,5,0,5,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,155399,Kansas State University,93,26,67,85,25,60,3,1,2,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,186,63,123,151,51,100,14,3,11,6,1,5,5,4,1,3,2,1,5,2,3,2,0,2,'42.0000'
Psychology,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,357,97,260,283,79,204,43,10,33,3,1,2,18,4,14,8,2,6,0,0,0,2,1,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,100751,The University of Alabama,104,34,70,89,30,59,10,3,7,1,0,1,1,0,1,0,0,0,1,1,0,2,0,2,'42.0000'
Psychology,Bachelor's degree,1995-1996,243744,Stanford University,128,48,80,59,23,36,18,8,10,21,6,15,28,11,17,2,0,2,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,208,56,152,155,46,109,43,9,34,5,0,5,3,1,2,1,0,1,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,135726,University of Miami,171,54,117,85,32,53,10,1,9,48,14,34,13,4,9,2,0,2,3,2,1,10,1,9,'42.0000'
Psychology,Bachelor's degree,1995-1996,230728,Utah State University,87,32,55,82,30,52,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,157289,University of Louisville,146,45,101,124,38,86,16,5,11,3,2,1,1,0,1,0,0,0,0,0,0,2,0,2,'42.0000'
Psychology,Bachelor's degree,1995-1996,221999,Vanderbilt University,123,50,73,107,44,63,2,0,2,3,0,3,8,4,4,0,0,0,3,2,1,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,139959,University of Georgia,247,84,163,214,76,138,15,4,11,2,1,1,10,2,8,0,0,0,0,0,0,6,1,5,'42.0000'
Psychology,Bachelor's degree,1995-1996,228246,Southern Methodist University,107,23,84,90,19,71,8,2,6,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,209542,Oregon State University,89,28,61,76,25,51,0,0,0,1,0,1,5,0,5,2,2,0,0,0,0,5,1,4,'42.0000'
Psychology,Bachelor's degree,1995-1996,131496,Georgetown University,112,29,83,78,13,65,10,5,5,8,4,4,8,4,4,0,0,0,2,2,0,6,1,5,'42.0000'
Psychology,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,358,119,239,308,104,204,27,9,18,3,1,2,12,3,9,3,0,3,3,1,2,2,1,1,'42.0000'
Psychology,Bachelor's degree,1995-1996,122755,San Jose State University,215,57,158,121,30,91,5,1,4,31,4,27,27,15,12,2,0,2,28,6,22,1,1,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,87,32,55,73,27,46,1,0,1,0,0,0,6,1,5,7,4,3,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,106,30,76,77,23,54,8,1,7,2,0,2,10,3,7,8,2,6,0,0,0,1,1,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,147767,Northwestern University,154,53,101,106,35,71,8,4,4,4,2,2,32,11,21,0,0,0,1,1,0,3,0,3,'42.0000'
Psychology,Bachelor's degree,1995-1996,134097,Florida State University,296,76,220,241,64,177,26,3,23,25,9,16,4,0,4,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,198419,Duke University,147,57,90,108,42,66,18,5,13,6,3,3,15,7,8,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,193,64,129,185,63,122,4,0,4,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,'42.0000'
Public Administration and Services,Bachelor's degree,1995-1996,139959,University of Georgia,71,5,66,57,4,53,9,1,8,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,147767,Northwestern University,22,6,16,16,3,13,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,37,14,23,24,11,13,11,3,8,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,122755,San Jose State University,48,7,41,21,1,20,4,2,2,8,0,8,12,4,8,0,0,0,3,0,3,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,58,14,44,42,11,31,4,1,3,6,1,5,0,0,0,6,1,5,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,209551,University of Oregon,26,16,10,21,14,7,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,76,14,62,48,8,40,6,0,6,20,5,15,1,1,0,1,0,1,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,134097,Florida State University,140,21,119,108,12,96,22,5,17,7,2,5,2,1,1,1,1,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,100858,Auburn University,28,5,23,22,4,18,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,135726,University of Miami,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,61,7,54,48,5,43,7,2,5,1,0,1,3,0,3,1,0,1,1,0,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,230728,Utah State University,28,5,23,26,5,21,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,20,0,20,13,0,13,4,0,4,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,100751,The University of Alabama,40,5,35,28,3,25,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,142115,Boise State University,53,9,44,44,7,37,1,1,0,0,0,0,1,0,1,0,0,0,7,1,6,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,198419,Duke University,111,62,49,90,54,36,10,5,5,5,2,3,5,1,4,1,0,1,0,0,0,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,243744,Stanford University,30,20,10,16,13,3,0,0,0,7,3,4,5,2,3,0,0,0,0,0,0,2,2,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,123961,University of Southern California,71,40,31,38,27,11,13,6,7,14,4,10,5,3,2,0,0,0,1,0,1,0,0,0,'44.0000'
Public Administration and Services,Bachelor's degree,1995-1996,155399,Kansas State University,40,2,38,36,2,34,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'44.0000'
Science Technologies,Bachelor's degree,1995-1996,100858,Auburn University,5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'41.0000'
Science Technologies,Bachelor's degree,1995-1996,209542,Oregon State University,4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'41.0000'
Social Sciences and History,Bachelor's degree,1995-1996,157289,University of Louisville,229,97,132,187,82,105,33,12,21,3,0,3,4,2,2,2,1,1,0,0,0,0,0,0,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,135726,University of Miami,124,63,61,66,37,29,14,5,9,34,15,19,3,1,2,1,1,0,0,0,0,6,4,2,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,604,320,284,489,256,233,12,7,5,74,37,37,12,9,3,5,2,3,0,0,0,12,9,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,346,190,156,280,166,114,51,17,34,7,1,6,5,5,0,0,0,0,0,0,0,3,1,2,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,832,477,355,616,364,252,40,15,25,40,24,16,73,33,40,4,3,1,26,19,7,33,19,14,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,243744,Stanford University,447,243,204,225,138,87,43,18,25,56,30,26,83,36,47,7,3,4,1,0,1,32,18,14,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,243,135,108,196,110,86,15,5,10,11,6,5,7,4,3,11,8,3,0,0,0,3,2,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,130,64,66,103,47,56,11,6,5,0,0,0,0,0,0,10,5,5,0,0,0,6,6,0,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,340,174,166,284,149,135,31,11,20,7,3,4,2,0,2,0,0,0,6,4,2,10,7,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,100751,The University of Alabama,156,101,55,139,97,42,12,3,9,0,0,0,1,1,0,2,0,2,1,0,1,1,0,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,793,459,334,659,393,266,66,26,40,10,6,4,33,18,15,4,2,2,5,5,0,16,9,7,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,198419,Duke University,402,235,167,315,188,127,46,21,25,12,9,3,18,9,9,0,0,0,0,0,0,11,8,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,209542,Oregon State University,187,113,74,142,85,57,3,3,0,9,4,5,12,6,6,4,1,3,10,8,2,7,6,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,152080,University of Notre Dame,331,167,164,282,144,138,9,4,5,24,11,13,14,7,7,1,1,0,0,0,0,1,0,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,147767,Northwestern University,392,228,164,288,172,116,15,7,8,4,3,1,69,37,32,0,0,0,6,3,3,10,6,4,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,122755,San Jose State University,287,143,144,139,72,67,13,5,8,57,24,33,25,17,8,4,2,2,38,15,23,11,8,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,139959,University of Georgia,454,299,155,407,278,129,28,10,18,5,4,1,4,1,3,3,3,0,0,0,0,7,3,4,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,155399,Kansas State University,266,157,109,229,139,90,25,14,11,3,1,2,5,1,4,1,1,0,0,0,0,3,1,2,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,209551,University of Oregon,659,361,298,486,273,213,10,6,4,15,8,7,21,6,15,7,3,4,42,21,21,78,44,34,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,221999,Vanderbilt University,392,225,167,338,193,145,21,9,12,4,4,0,9,4,5,0,0,0,14,10,4,6,5,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,142115,Boise State University,167,93,74,140,76,64,4,4,0,10,6,4,3,2,1,0,0,0,9,4,5,1,1,0,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,134130,University of Florida,644,372,272,524,304,220,44,21,23,47,33,14,25,12,13,2,2,0,1,0,1,1,0,1,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,645,358,287,550,315,235,57,24,33,9,7,2,17,4,13,3,2,1,0,0,0,9,6,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,217882,Clemson University,131,76,55,118,70,48,9,4,5,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,123961,University of Southern California,471,289,182,251,149,102,29,18,11,77,49,28,65,40,25,10,8,2,9,7,2,30,18,12,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,1032,557,475,728,402,326,90,37,53,44,25,19,112,64,48,1,1,0,37,15,22,20,13,7,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,131496,Georgetown University,632,329,303,424,233,191,25,9,16,46,21,25,45,24,21,2,0,2,4,3,1,86,39,47,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,208,124,84,190,116,74,8,4,4,4,2,2,0,0,0,0,0,0,1,1,0,5,1,4,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,100858,Auburn University,164,113,51,150,104,46,12,7,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,228246,Southern Methodist University,243,133,110,200,111,89,12,8,4,16,8,8,10,4,6,0,0,0,0,0,0,5,2,3,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,1054,613,441,761,444,317,38,15,23,144,87,57,60,37,23,5,1,4,0,0,0,46,29,17,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,230728,Utah State University,172,97,75,155,87,68,2,2,0,4,2,2,5,2,3,0,0,0,0,0,0,6,4,2,'45.0000'
Social Sciences and History,Bachelor's degree,1995-1996,134097,Florida State University,784,450,334,658,393,265,55,19,36,50,28,22,14,5,9,4,3,1,0,0,0,3,2,1,'45.0000'
Theological Studies and Religious Vocations,Bachelor's degree,1995-1996,152080,University of Notre Dame,16,8,8,13,7,6,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA
Transporation and Material Moving Workers,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,58,54,4,51,48,3,1,1,0,2,2,0,4,3,1,0,0,0,0,0,0,0,0,0,NA
Transporation and Material Moving Workers,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,66,55,11,56,47,9,2,0,2,4,4,0,1,1,0,0,0,0,0,0,0,3,3,0,NA
Visual and Performing Arts,Bachelor's degree,1995-1996,100751,The University of Alabama,66,13,53,60,11,49,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,209542,Oregon State University,43,23,20,35,18,17,0,0,0,1,1,0,3,3,0,1,0,1,1,1,0,2,0,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,230728,Utah State University,113,45,68,102,42,60,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,7,1,6,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,134130,University of Florida,140,52,88,113,42,71,4,1,3,12,4,8,5,1,4,0,0,0,0,0,0,6,4,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,87,35,52,78,30,48,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,3,2,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,173,61,112,125,43,82,10,3,7,15,9,6,14,4,10,0,0,0,6,2,4,3,0,3,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,147767,Northwestern University,165,61,104,140,51,89,9,4,5,5,2,3,7,2,5,1,1,0,0,0,0,3,1,2,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,134097,Florida State University,313,110,203,270,93,177,10,3,7,26,11,15,6,2,4,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,221999,Vanderbilt University,40,16,24,32,11,21,1,1,0,2,0,2,3,2,1,0,0,0,2,2,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,142115,Boise State University,66,21,45,58,17,41,0,0,0,1,1,0,0,0,0,0,0,0,6,3,3,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,100858,Auburn University,86,47,39,82,45,37,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,152080,University of Notre Dame,72,34,38,63,29,34,3,2,1,3,3,0,1,0,1,1,0,1,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,157289,University of Louisville,68,29,39,59,26,33,4,1,3,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,11,2,9,9,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,110,47,63,95,38,57,7,5,2,2,2,0,5,1,4,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,198419,Duke University,39,11,28,37,10,27,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,139959,University of Georgia,159,56,103,154,56,98,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,155399,Kansas State University,98,31,67,87,29,58,3,2,1,3,0,3,2,0,2,0,0,0,0,0,0,3,0,3,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,217882,Clemson University,42,23,19,42,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,197,95,102,175,85,90,4,2,2,6,5,1,4,2,2,0,0,0,2,1,1,6,0,6,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,209551,University of Oregon,196,88,108,131,59,72,2,1,1,6,2,4,15,6,9,3,1,2,16,8,8,23,11,12,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,243744,Stanford University,25,10,15,14,5,9,5,3,2,0,0,0,5,1,4,1,1,0,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,36,17,19,31,14,17,0,0,0,1,0,1,1,1,0,3,2,1,0,0,0,0,0,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,131496,Georgetown University,17,3,14,15,3,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,122755,San Jose State University,272,113,159,130,47,83,2,0,2,25,12,13,62,32,30,4,1,3,36,20,16,13,1,12,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,228246,Southern Methodist University,124,54,70,109,46,63,7,3,4,3,3,0,4,2,2,0,0,0,0,0,0,1,0,1,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,123961,University of Southern California,208,94,114,147,65,82,8,3,5,14,9,5,21,8,13,1,1,0,6,5,1,11,3,8,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,65,28,37,61,25,36,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,298,108,190,231,83,148,19,9,10,12,2,10,18,6,12,2,1,1,7,2,5,9,5,4,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,56,19,37,48,17,31,3,1,2,1,0,1,3,0,3,0,0,0,0,0,0,1,1,0,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,99,43,56,75,32,43,6,3,3,4,3,1,2,1,1,6,4,2,0,0,0,6,0,6,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,347,109,238,271,80,191,11,4,7,45,19,26,13,3,10,2,1,1,0,0,0,5,2,3,'50.0000'
Visual and Performing Arts,Bachelor's degree,1995-1996,135726,University of Miami,192,109,83,117,71,46,4,2,2,45,21,24,6,4,2,0,0,0,2,2,0,18,9,9,'50.0000'
Vocational Home Economics,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,24,13,11,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,'20.0000'
