CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Engineering-Related Technologies,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,91,84,7,75,70,5,0,0,0,1,1,0,6,4,2,5,5,0,0,0,0,4,4,0,'15.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,147767,Northwestern University,222,84,138,178,76,102,8,1,7,5,2,3,24,3,21,0,0,0,3,2,1,4,0,4,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,142115,Boise State University,33,13,20,31,11,20,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,359,136,223,278,110,168,31,6,25,12,8,4,24,7,17,0,0,0,13,4,9,1,1,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,134130,University of Florida,366,92,274,305,77,228,22,3,19,27,8,19,8,2,6,3,2,1,1,0,1,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,198419,Duke University,154,55,99,128,52,76,10,1,9,3,0,3,11,1,10,0,0,0,0,0,0,2,1,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,152080,University of Notre Dame,124,53,71,111,47,64,4,1,3,3,2,1,4,1,3,0,0,0,0,0,0,2,2,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,92,30,62,85,27,58,1,0,1,0,0,0,1,1,0,5,2,3,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,94,44,50,84,42,42,2,1,1,4,0,4,1,0,1,0,0,0,3,1,2,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,217882,Clemson University,88,23,65,76,20,56,7,2,5,3,1,2,1,0,1,0,0,0,1,0,1,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,243744,Stanford University,127,51,76,76,38,38,4,0,4,12,3,9,25,5,20,4,1,3,3,2,1,3,2,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,135726,University of Miami,67,24,43,37,14,23,8,4,4,14,4,10,3,1,2,1,0,1,2,1,1,2,0,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,131496,Georgetown University,130,51,79,101,43,58,8,2,6,10,2,8,7,3,4,1,0,1,0,0,0,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,157289,University of Louisville,65,27,38,59,27,32,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,217,78,139,195,71,124,15,4,11,2,2,0,3,1,2,1,0,1,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,228246,Southern Methodist University,49,15,34,44,14,30,1,0,1,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,221999,Vanderbilt University,97,44,53,90,41,49,3,0,3,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,230728,Utah State University,87,24,63,81,22,59,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4,1,3,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,152,51,101,117,42,75,32,8,24,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,209542,Oregon State University,118,47,71,101,38,63,2,2,0,4,2,2,4,2,2,1,0,1,5,2,3,1,1,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,284,85,199,224,74,150,19,3,16,13,3,10,16,3,13,0,0,0,10,2,8,2,0,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,100751,The University of Alabama,76,31,45,69,28,41,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,228,93,135,199,82,117,16,6,10,4,1,3,4,1,3,0,0,0,5,3,2,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,209551,University of Oregon,199,71,128,166,56,110,3,0,3,3,1,2,8,2,6,2,1,1,17,11,6,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,155399,Kansas State University,24,5,19,21,5,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,48,18,30,42,16,26,1,0,1,1,0,1,0,0,0,3,2,1,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,146,45,101,121,37,84,15,4,11,5,2,3,2,0,2,0,0,0,1,1,0,2,1,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,134097,Florida State University,263,99,164,229,92,137,20,2,18,12,5,7,1,0,1,0,0,0,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,427,165,262,339,134,205,24,6,18,43,15,28,16,8,8,2,1,1,0,0,0,3,1,2,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,139959,University of Georgia,332,160,172,317,153,164,12,5,7,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,122755,San Jose State University,125,49,76,74,25,49,5,1,4,17,8,9,10,6,4,0,0,0,18,9,9,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,100858,Auburn University,97,41,56,89,36,53,5,2,3,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,338,73,265,293,64,229,8,0,8,26,9,17,8,0,8,2,0,2,0,0,0,1,0,1,'23.0000'
English Language and Literature/Letters,Bachelor's degree,1995-1996,123961,University of Southern California,147,64,83,96,43,53,12,5,7,20,10,10,11,1,10,2,1,1,3,3,0,3,1,2,'23.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,139959,University of Georgia,83,22,61,69,21,48,5,0,5,3,0,3,2,0,2,1,0,1,0,0,0,3,1,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,217882,Clemson University,48,16,32,41,15,26,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,1,4,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,230728,Utah State University,39,27,12,35,25,10,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,134130,University of Florida,92,44,48,76,38,38,3,1,2,11,4,7,2,1,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,122755,San Jose State University,42,10,32,14,3,11,0,0,0,19,4,15,3,1,2,0,0,0,3,1,2,3,1,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,100751,The University of Alabama,22,7,15,16,4,12,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,147767,Northwestern University,32,13,19,29,13,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,131496,Georgetown University,147,39,108,112,31,81,6,2,4,4,1,3,9,1,8,1,1,0,1,0,1,14,3,11,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,19,3,16,18,3,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,209551,University of Oregon,159,42,117,126,34,92,0,0,0,8,2,6,4,1,3,2,0,2,13,3,10,6,2,4,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,107,48,59,85,41,44,4,0,4,7,3,4,5,2,3,0,0,0,4,2,2,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,135726,University of Miami,11,3,8,3,0,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,198419,Duke University,32,11,21,23,7,16,3,2,1,4,2,2,1,0,1,0,0,0,0,0,0,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,63,22,41,56,21,35,5,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,100858,Auburn University,28,8,20,21,5,16,2,2,0,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,221999,Vanderbilt University,47,17,30,43,15,28,0,0,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,24,7,17,22,7,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,209542,Oregon State University,17,6,11,14,6,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,37,13,24,27,9,18,2,1,1,5,1,4,1,1,0,1,0,1,0,0,0,1,1,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,152080,University of Notre Dame,21,8,13,19,7,12,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,223,80,143,152,58,94,5,1,4,51,16,35,9,2,7,1,0,1,0,0,0,5,3,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,243744,Stanford University,28,12,16,15,7,8,3,1,2,7,2,5,2,1,1,0,0,0,0,0,0,1,1,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,25,7,18,14,3,11,0,0,0,10,4,6,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,228246,Southern Methodist University,33,9,24,24,5,19,1,0,1,6,2,4,2,2,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,134097,Florida State University,52,20,32,39,14,25,1,0,1,9,6,3,0,0,0,1,0,1,0,0,0,2,0,2,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,43,12,31,34,10,24,2,0,2,4,2,2,1,0,1,2,0,2,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,157289,University of Louisville,17,7,10,14,6,8,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,155399,Kansas State University,18,4,14,18,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,33,8,25,29,7,22,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,102,23,79,59,11,48,8,3,5,26,7,19,6,2,4,0,0,0,2,0,2,1,0,1,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,123961,University of Southern California,53,17,36,26,12,14,2,0,2,7,2,5,8,0,8,0,0,0,2,0,2,8,3,5,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,142115,Boise State University,16,8,8,11,7,4,0,0,0,2,0,2,0,0,0,0,0,0,3,1,2,0,0,0,'16.0000'
Foreign Languages and Literatures,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,123,39,84,87,25,62,3,0,3,15,5,10,9,5,4,0,0,0,5,3,2,4,1,3,'16.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,134130,University of Florida,371,102,269,320,90,230,17,4,13,18,6,12,11,2,9,2,0,2,0,0,0,3,0,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,217882,Clemson University,215,19,196,192,18,174,19,1,18,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,131496,Georgetown University,90,5,85,76,4,72,5,1,4,2,0,2,4,0,4,0,0,0,0,0,0,3,0,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,210,12,198,160,6,154,21,1,20,3,1,2,18,2,16,5,1,4,3,1,2,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,100858,Auburn University,287,61,226,270,57,213,14,2,12,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,209542,Oregon State University,155,62,93,123,44,79,1,1,0,1,0,1,14,7,7,2,1,1,10,7,3,4,2,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,122755,San Jose State University,329,46,283,164,21,143,12,2,10,30,1,29,95,20,75,1,0,1,24,2,22,3,0,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,100751,The University of Alabama,214,46,168,188,41,147,23,5,18,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,189,39,150,164,36,128,19,2,17,0,0,0,4,0,4,1,0,1,0,0,0,1,1,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,47,8,39,44,7,37,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,339,67,272,242,46,196,10,0,10,38,7,31,44,12,32,0,0,0,0,0,0,5,2,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,135726,University of Miami,171,48,123,72,20,52,21,2,19,60,19,41,11,4,7,3,3,0,3,0,3,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,230728,Utah State University,73,31,42,68,29,39,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,1,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,139959,University of Georgia,229,92,137,211,87,124,9,1,8,0,0,0,6,3,3,1,0,1,0,0,0,2,1,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,228246,Southern Methodist University,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,157289,University of Louisville,134,32,102,124,29,95,7,3,4,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,58,8,50,53,7,46,1,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,186380,Rutgers University-New Brunswick,229,65,164,119,37,82,12,1,11,22,5,17,65,19,46,2,1,1,8,2,6,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,39,3,36,37,3,34,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,142115,Boise State University,122,23,99,97,19,78,3,0,3,6,1,5,7,0,7,3,1,2,6,2,4,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,123961,University of Southern California,169,12,157,90,2,88,23,4,19,18,1,17,38,5,33,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,152080,University of Notre Dame,172,110,62,146,98,48,2,1,1,7,3,4,13,7,6,0,0,0,0,0,0,4,1,3,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,155399,Kansas State University,57,22,35,56,22,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,198419,Duke University,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,224,44,180,205,41,164,0,0,0,18,3,15,1,0,1,0,0,0,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,584,146,438,514,129,385,23,6,17,5,3,2,33,7,26,0,0,0,3,0,3,6,1,5,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,134097,Florida State University,241,32,209,201,28,173,20,2,18,15,2,13,4,0,4,1,0,1,0,0,0,0,0,0,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,209551,University of Oregon,31,2,29,27,2,25,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,472,86,386,420,76,344,25,4,21,4,2,2,16,2,14,5,2,3,0,0,0,2,0,2,'51.0000'
Health Professions and Related Sciences,Bachelor's degree,1995-1996,147767,Northwestern University,56,15,41,34,9,25,3,1,2,0,0,0,18,4,14,0,0,0,0,0,0,1,1,0,'51.0000'
Home Economics- General,Bachelor's degree,1995-1996,100751,The University of Alabama,134,10,124,126,9,117,6,0,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,NA
Home Economics- General,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,59,2,57,55,2,53,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,NA
Home Economics- General,Bachelor's degree,1995-1996,100858,Auburn University,115,14,101,109,13,96,3,1,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,NA
Home Economics- General,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,107,6,101,69,4,65,3,0,3,18,2,16,10,0,10,0,0,0,0,0,0,7,0,7,NA
Home Economics- General,Bachelor's degree,1995-1996,122755,San Jose State University,41,3,38,20,1,19,1,0,1,1,0,1,9,1,8,1,0,1,9,1,8,0,0,0,NA
Home Economics- General,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,127,9,118,110,6,104,1,0,1,2,0,2,2,0,2,7,2,5,0,0,0,5,1,4,NA
Home Economics- General,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,174,20,154,159,14,145,10,5,5,0,0,0,2,0,2,0,0,0,2,1,1,1,0,1,NA
Home Economics- General,Bachelor's degree,1995-1996,134097,Florida State University,362,61,301,299,53,246,28,2,26,23,5,18,8,0,8,2,1,1,0,0,0,2,0,2,NA
Home Economics- General,Bachelor's degree,1995-1996,204796,Ohio State University-Main Campus,386,93,293,325,84,241,29,5,24,7,1,6,12,2,10,1,0,1,7,1,6,5,0,5,NA
Home Economics- General,Bachelor's degree,1995-1996,230728,Utah State University,167,25,142,158,23,135,1,1,0,1,0,1,3,1,2,0,0,0,0,0,0,4,0,4,NA
Home Economics- General,Bachelor's degree,1995-1996,139959,University of Georgia,248,38,210,228,33,195,12,4,8,2,0,2,4,1,3,0,0,0,0,0,0,2,0,2,NA
Home Economics- General,Bachelor's degree,1995-1996,209542,Oregon State University,185,22,163,159,16,143,2,1,1,5,0,5,11,3,8,3,2,1,1,0,1,4,0,4,NA
Home Economics- General,Bachelor's degree,1995-1996,123961,University of Southern California,14,5,9,6,2,4,1,0,1,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1995-1996,155399,Kansas State University,145,8,137,131,7,124,6,1,5,3,0,3,3,0,3,1,0,1,0,0,0,1,0,1,NA
Home Economics- General,Bachelor's degree,1995-1996,157289,University of Louisville,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Home Economics- General,Bachelor's degree,1995-1996,228723,Texas A & M University-College Station,47,5,42,38,2,36,1,1,0,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,NA
Law and Legal Studies,Bachelor's degree,1995-1996,135726,University of Miami,10,4,6,5,2,3,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,'22.0000'
Law and Legal Studies,Bachelor's degree,1995-1996,230728,Utah State University,8,7,1,7,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'22.0000'
Law and Legal Studies,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'22.0000'
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,155399,Kansas State University,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,122755,San Jose State University,133,28,105,86,17,69,6,2,4,19,4,15,7,0,7,0,0,0,15,5,10,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,218663,University of South Carolina-Columbia,285,70,215,207,41,166,43,8,35,3,0,3,3,0,3,2,1,1,2,1,1,25,19,6,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,199120,University of North Carolina at Chapel Hill,11,6,5,8,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,152080,University of Notre Dame,41,22,19,33,17,16,0,0,0,5,4,1,3,1,2,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,170976,University of Michigan-Ann Arbor,167,98,69,117,71,46,28,14,14,5,1,4,6,3,3,3,3,0,7,5,2,1,1,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,147767,Northwestern University,5,3,2,4,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,235,121,114,201,104,97,22,9,13,4,3,1,2,1,1,1,0,1,2,2,0,3,2,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,228246,Southern Methodist University,4,2,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,228778,The University of Texas at Austin,147,73,74,114,58,56,0,0,0,11,7,4,20,7,13,0,0,0,0,0,0,2,1,1,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,209551,University of Oregon,19,8,11,17,7,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,134097,Florida State University,23,6,17,20,4,16,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,243744,Stanford University,14,7,7,9,4,5,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,123961,University of Southern California,69,34,35,45,24,21,6,3,3,6,2,4,9,2,7,1,1,0,0,0,0,2,2,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,139959,University of Georgia,10,6,4,9,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,131496,Georgetown University,22,7,15,17,6,11,4,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,207500,University of Oklahoma Norman Campus,12,6,6,11,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,157289,University of Louisville,37,18,19,29,14,15,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,209542,Oregon State University,137,44,93,113,34,79,4,2,2,5,1,4,5,2,3,1,0,1,8,4,4,1,1,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,135726,University of Miami,18,6,12,12,2,10,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,207388,Oklahoma State University-Main Campus,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,230728,Utah State University,82,49,33,72,45,27,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,6,3,3,NA
Liberal Arts and Studies- General Sciences and Humanities,Bachelor's degree,1995-1996,181464,University of Nebraska-Lincoln,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,142115,Boise State University,12,9,3,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,100858,Auburn University,11,0,11,10,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,209542,Oregon State University,27,1,26,19,0,19,0,0,0,1,0,1,2,0,2,0,0,0,4,1,3,1,0,1,NA
Marketing Operations/Marketing and Distribution,Bachelor's degree,1995-1996,159391,Louisiana State University and Agricultural & Mechanical College,15,0,15,10,0,10,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,NA
