Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1229,675,554,902,513,389,56,23,33,15,8,7,77,38,39,5,5,0,23,14,9,151,74,77
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Education.,'13',335,85,250,311,76,235,8,3,5,3,0,3,3,2,1,2,1,1,7,3,4,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering.,'14',632,517,115,484,412,72,32,21,11,2,2,0,47,30,17,1,1,0,11,9,2,55,42,13
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',772,215,557,662,188,474,50,9,41,10,2,8,29,9,20,0,0,0,9,3,6,12,4,8
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Computer and information sciences and support services.,'11',208,178,30,127,109,18,3,2,1,8,5,3,35,30,5,0,0,0,13,13,0,22,19,3
2002-2003,170976,University of Michigan-Ann Arbor,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',178,96,82,119,69,50,22,6,16,9,5,4,12,9,3,4,0,4,7,4,3,5,3,2
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',230,163,67,217,155,62,1,0,1,0,0,0,0,0,0,1,0,1,5,4,1,6,4,2
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Computer and information sciences and support services.,'11',61,50,11,35,31,4,1,1,0,0,0,0,1,1,0,0,0,0,4,4,0,20,13,7
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Education.,'13',279,70,209,261,65,196,2,1,1,4,1,3,3,0,3,3,0,3,6,3,3,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Engineering technologies/technicians.,'15',104,99,5,99,94,5,1,1,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Engineering.,'14',277,232,45,244,204,40,3,2,1,4,4,0,6,5,1,0,0,0,10,8,2,10,9,1
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',8,5,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Mathematics and statistics.,'27',24,14,10,21,13,8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Psychology.,'42',153,38,115,137,31,106,3,1,2,1,0,1,2,1,1,1,1,0,3,1,2,6,3,3
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',106,24,82,63,15,48,24,6,18,8,1,7,2,0,2,0,0,0,8,2,6,1,0,1
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Engineering.,'14',415,313,102,185,149,36,23,11,12,27,20,7,135,102,33,0,0,0,15,12,3,30,19,11
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',131,29,102,71,16,55,7,2,5,25,6,19,18,2,16,0,0,0,8,3,5,2,0,2
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,History,'54',260,151,109,204,128,76,7,2,5,18,9,9,17,4,13,0,0,0,12,8,4,2,0,2
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Physical sciences.,'40',79,54,25,49,37,12,4,2,2,6,4,2,15,7,8,0,0,0,5,4,1,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Psychology.,'42',507,140,367,316,78,238,37,7,30,47,16,31,73,27,46,1,0,1,28,11,17,5,1,4
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Public administration and social service professions.,'44',17,5,12,14,4,10,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Visual and performing arts.,'50',275,96,179,198,72,126,18,6,12,12,4,8,25,6,19,0,0,0,15,8,7,7,0,7
2002-2003,198419,Duke University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',29,13,16,19,10,9,1,0,1,4,0,4,1,0,1,0,0,0,4,3,1,0,0,0
2002-2003,198419,Duke University,Bachelor's degree,First major,History,'54',64,36,28,44,23,21,6,5,1,4,1,3,1,0,1,0,0,0,7,5,2,2,2,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Mathematics and statistics.,'27',24,12,12,16,9,7,1,0,1,2,1,1,0,0,0,0,0,0,3,1,2,2,1,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',53,26,27,43,22,21,3,0,3,2,1,1,2,2,0,0,0,0,3,1,2,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Natural resources and conservation.,'03',105,58,47,94,53,41,1,0,1,3,1,2,1,0,1,0,0,0,5,3,2,1,1,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Transportation and materials moving.,'49',60,54,6,53,49,4,3,2,1,1,1,0,2,2,0,0,0,0,0,0,0,1,0,1
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',174,60,114,148,53,95,3,0,3,2,1,1,2,0,2,15,5,10,0,0,0,4,1,3
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',19,5,14,17,5,12,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,History,'54',25,15,10,24,15,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',15,10,5,11,6,5,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Natural resources and conservation.,'03',21,14,7,16,10,6,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Transportation and materials moving.,'49',76,67,9,61,55,6,0,0,0,2,2,0,1,1,0,10,8,2,0,0,0,2,1,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',31,14,17,19,8,11,2,1,1,1,1,0,1,1,0,6,3,3,0,0,0,2,0,2
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Biological and biomedical sciences.,'26',151,78,73,104,59,45,9,4,5,6,5,1,18,7,11,10,3,7,0,0,0,4,0,4
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',16,14,2,12,11,1,2,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Physical sciences.,'40',87,52,35,65,39,26,4,4,0,0,0,0,9,6,3,4,1,3,0,0,0,5,2,3
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Social sciences.,'45',294,154,140,222,121,101,32,14,18,11,5,6,5,4,1,22,9,13,0,0,0,2,1,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Visual and performing arts.,'50',207,84,123,182,71,111,5,3,2,2,1,1,3,2,1,10,4,6,0,0,0,5,3,2
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',11,3,8,2,0,2,1,0,1,1,0,1,2,1,1,3,1,2,1,0,1,1,1,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,English language and literature/letters.,'23',146,60,86,124,47,77,5,3,2,3,0,3,5,4,1,1,0,1,7,5,2,1,1,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',46,19,27,35,14,21,0,0,0,4,3,1,2,1,1,1,0,1,3,1,2,1,0,1
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',187,54,133,155,43,112,5,4,1,8,1,7,8,1,7,2,1,1,8,4,4,1,0,1
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Mathematics and statistics.,'27',26,17,9,21,15,6,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Visual and performing arts.,'50',88,32,56,73,27,46,0,0,0,1,0,1,4,2,2,2,0,2,6,3,3,2,0,2
2002-2003,122755,San Jose State University,Bachelor's degree,First major,Transportation and materials moving.,'49',43,34,9,21,18,3,0,0,0,5,5,0,5,5,0,0,0,0,8,6,2,4,0,4
2002-2003,123961,University of Southern California,Bachelor's degree,First major,Biological and biomedical sciences.,'26',88,38,50,31,12,19,1,0,1,17,7,10,34,15,19,1,1,0,1,1,0,3,2,1
2002-2003,123961,University of Southern California,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1010,560,450,399,249,150,36,11,25,119,71,48,311,165,146,7,5,2,13,6,7,125,53,72
2002-2003,123961,University of Southern California,Bachelor's degree,First major,Engineering.,'14',314,240,74,127,99,28,16,12,4,50,40,10,72,52,20,4,3,1,5,3,2,40,31,9
2002-2003,123961,University of Southern California,Bachelor's degree,First major,Social sciences.,'45',563,294,269,274,146,128,30,11,19,103,53,50,101,55,46,6,3,3,12,5,7,37,21,16
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',65,35,30,45,26,19,1,0,1,2,0,2,13,8,5,0,0,0,2,1,1,2,0,2
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',343,201,142,227,135,92,22,9,13,15,10,5,44,26,18,2,1,1,4,3,1,29,17,12
2002-2003,131496,Georgetown University,Bachelor's degree,First major,English language and literature/letters.,'23',160,62,98,125,50,75,16,4,12,7,3,4,3,1,2,0,0,0,6,3,3,3,1,2
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',20,7,13,13,4,9,2,1,1,0,0,0,1,0,1,0,0,0,3,2,1,1,0,1
2002-2003,131496,Georgetown University,Bachelor's degree,First major,Social sciences.,'45',533,282,251,357,206,151,28,11,17,22,10,12,60,29,31,1,0,1,28,12,16,37,14,23
2002-2003,134097,Florida State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',10,5,5,7,3,4,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,134097,Florida State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1456,812,644,1121,652,469,142,47,95,96,57,39,60,31,29,5,3,2,3,1,2,29,21,8
2002-2003,134097,Florida State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',267,68,199,225,58,167,14,3,11,23,5,18,2,0,2,0,0,0,3,2,1,0,0,0
2002-2003,134097,Florida State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',308,203,105,218,147,71,48,25,23,18,14,4,14,12,2,0,0,0,2,0,2,8,5,3
2002-2003,134097,Florida State University,Bachelor's degree,First major,Engineering.,'14',139,106,33,87,69,18,28,18,10,12,9,3,5,5,0,1,0,1,0,0,0,6,5,1
2002-2003,134097,Florida State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',442,82,360,323,59,264,68,14,54,34,4,30,8,3,5,3,0,3,2,1,1,4,1,3
2002-2003,134097,Florida State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',55,20,35,40,12,28,2,1,1,11,7,4,0,0,0,0,0,0,0,0,0,2,0,2
2002-2003,134097,Florida State University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',43,15,28,33,12,21,5,3,2,2,0,2,2,0,2,0,0,0,1,0,1,0,0,0
2002-2003,134097,Florida State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',50,8,42,43,6,37,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,134097,Florida State University,Bachelor's degree,First major,Physical sciences.,'40',69,48,21,49,38,11,8,3,5,7,5,2,3,1,2,0,0,0,1,1,0,1,0,1
2002-2003,134097,Florida State University,Bachelor's degree,First major,Public administration and social service professions.,'44',121,11,110,73,7,66,39,3,36,6,0,6,1,1,0,0,0,0,2,0,2,0,0,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Biological and biomedical sciences.,'26',77,34,43,50,23,27,0,0,0,4,3,1,8,3,5,0,0,0,12,3,9,3,2,1
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',171,62,109,112,43,69,0,0,0,2,0,2,11,6,5,0,0,0,15,5,10,31,8,23
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Natural resources and conservation.,'03',86,41,45,70,34,36,0,0,0,2,2,0,2,1,1,1,1,0,7,3,4,4,0,4
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Psychology.,'42',264,77,187,201,57,144,1,0,1,5,2,3,17,4,13,2,1,1,18,9,9,20,4,16
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Visual and performing arts.,'50',284,115,169,201,81,120,0,0,0,12,5,7,16,7,9,3,0,3,30,17,13,22,5,17
2002-2003,217882,Clemson University,Bachelor's degree,First major,Architecture and related services.,'04',128,90,38,121,88,33,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,3,0,3
2002-2003,217882,Clemson University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',107,54,53,99,48,51,7,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Physical sciences.,'40',45,29,16,31,21,10,5,1,4,1,1,0,2,0,2,1,1,0,0,0,0,5,5,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Social sciences.,'45',171,98,73,150,89,61,14,5,9,1,1,0,3,2,1,1,0,1,1,1,0,1,0,1
2002-2003,217882,Clemson University,Bachelor's degree,First major,Visual and performing arts.,'50',96,47,49,87,44,43,3,1,2,1,0,1,4,2,2,0,0,0,0,0,0,1,0,1
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Engineering.,'14',133,109,24,96,83,13,19,10,9,2,2,0,9,8,1,0,0,0,3,2,1,4,4,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',50,16,34,40,14,26,2,0,2,3,1,2,1,0,1,0,0,0,4,1,3,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,History,'54',53,29,24,44,25,19,4,0,4,2,2,0,0,0,0,0,0,0,3,2,1,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Mathematics and statistics.,'27',31,14,17,25,12,13,2,1,1,1,1,0,2,0,2,0,0,0,1,0,1,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Visual and performing arts.,'50',76,20,56,59,13,46,3,3,0,2,0,2,4,1,3,1,1,0,7,2,5,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',19,17,2,13,12,1,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,History,'54',52,34,18,45,30,15,4,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',1594,809,785,1375,700,675,30,10,20,106,53,53,45,25,20,4,2,2,22,13,9,12,6,6
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',253,61,192,219,54,165,7,1,6,20,4,16,4,1,3,1,1,0,2,0,2,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering.,'14',1042,805,237,771,612,159,28,10,18,84,64,20,68,46,22,2,2,0,24,14,10,65,57,8
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',586,33,553,524,29,495,4,0,4,44,3,41,1,0,1,6,0,6,6,1,5,1,0,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Natural resources and conservation.,'03',149,87,62,131,81,50,2,1,1,8,2,6,5,1,4,1,1,0,2,1,1,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',265,33,232,204,27,177,25,0,25,5,0,5,22,3,19,4,2,2,3,0,3,2,1,1
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Psychology.,'42',355,79,276,281,68,213,50,9,41,5,0,5,14,2,12,2,0,2,2,0,2,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',275,167,108,256,157,99,7,4,3,0,0,0,3,1,2,0,0,0,1,1,0,8,4,4
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',59,4,55,32,1,31,24,3,21,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Engineering technologies/technicians.,'15',7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',181,73,108,133,53,80,8,4,4,11,3,8,16,6,10,0,0,0,5,2,3,8,5,3
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',54,39,15,45,33,12,4,2,2,1,1,0,2,2,0,0,0,0,0,0,0,2,1,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Social sciences.,'45',1025,563,462,767,438,329,106,44,62,29,12,17,52,29,23,6,5,1,25,14,11,40,21,19
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Architecture and related services.,'04',44,32,12,34,24,10,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,7,5,2
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',52,45,7,24,23,1,0,0,0,1,1,0,3,2,1,2,2,0,0,0,0,22,17,5
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Education.,'13',299,120,179,254,99,155,10,7,3,1,1,0,1,1,0,31,11,20,0,0,0,2,1,1
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering technologies/technicians.,'15',77,67,10,57,51,6,3,3,0,3,2,1,0,0,0,9,7,2,0,0,0,5,4,1
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',13,5,8,12,5,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',12,9,3,11,8,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Psychology.,'42',106,27,79,91,23,68,5,0,5,0,0,0,2,0,2,7,4,3,0,0,0,1,0,1
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Social sciences.,'45',136,74,62,101,52,49,13,9,4,2,0,2,2,2,0,12,6,6,0,0,0,6,5,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Architecture and related services.,'04',75,64,11,49,42,7,4,3,1,1,1,0,9,8,1,8,8,0,0,0,0,4,2,2
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',38,32,6,23,21,2,0,0,0,2,2,0,3,2,1,1,1,0,0,0,0,9,6,3
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Engineering.,'14',282,211,71,156,123,33,19,11,8,27,15,12,41,31,10,7,5,2,0,0,0,32,26,6
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,English language and literature/letters.,'23',118,42,76,105,35,70,0,0,0,2,1,1,2,0,2,8,6,2,0,0,0,1,0,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',47,16,31,37,11,26,0,0,0,4,2,2,1,0,1,5,3,2,0,0,0,0,0,0
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',112,37,75,94,31,63,12,4,8,1,0,1,3,1,2,2,1,1,0,0,0,0,0,0
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Mathematics and statistics.,'27',17,13,4,12,8,4,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,2,2,0
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Psychology.,'42',122,34,88,88,21,67,13,5,8,3,1,2,7,4,3,9,1,8,0,0,0,2,2,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',206,99,107,181,86,95,0,0,0,4,2,2,7,2,5,2,1,1,8,6,2,4,2,2
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',199,82,117,162,66,96,0,0,0,3,1,2,22,6,16,0,0,0,5,5,0,7,4,3
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',80,20,60,59,13,46,2,0,2,1,0,1,10,5,5,3,1,2,4,1,3,1,0,1
2002-2003,209542,Oregon State University,Bachelor's degree,First major,History,'54',54,35,19,49,31,18,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,0,0,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',135,49,86,95,36,59,3,2,1,2,1,1,20,4,16,4,0,4,8,4,4,3,2,1
2002-2003,209551,University of Oregon,Bachelor's degree,First major,English language and literature/letters.,'23',128,49,79,107,41,66,0,0,0,0,0,0,3,2,1,1,0,1,17,6,11,0,0,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',163,60,103,106,39,67,0,0,0,11,4,7,9,1,8,3,1,2,18,8,10,16,7,9
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',22,2,20,18,1,17,0,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,0,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',24,9,15,21,8,13,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Physical sciences.,'40',51,35,16,40,25,15,0,0,0,3,3,0,1,1,0,0,0,0,4,4,0,3,2,1
2002-2003,217882,Clemson University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',134,58,76,109,48,61,16,5,11,3,1,2,4,3,1,0,0,0,2,1,1,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',105,86,19,83,73,10,10,6,4,2,1,1,6,3,3,1,1,0,1,1,0,2,1,1
2002-2003,217882,Clemson University,Bachelor's degree,First major,Engineering.,'14',410,325,85,345,279,66,29,19,10,7,7,0,14,10,4,1,1,0,5,3,2,9,6,3
2002-2003,217882,Clemson University,Bachelor's degree,First major,History,'54',42,26,16,39,25,14,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Mathematics and statistics.,'27',14,4,10,11,4,7,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Natural resources and conservation.,'03',45,42,3,45,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Psychology.,'42',151,36,115,134,35,99,12,0,12,1,0,1,1,0,1,0,0,0,3,1,2,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Education.,'13',32,13,19,28,10,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',32,7,25,26,6,20,2,0,2,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,History,'54',78,42,36,62,35,27,9,3,6,1,0,1,3,2,1,0,0,0,3,2,1,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Mathematics and statistics.,'27',35,18,17,26,13,13,8,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',115,57,58,88,48,40,14,4,10,2,0,2,3,2,1,1,1,0,3,2,1,4,0,4
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Psychology.,'42',212,34,178,155,28,127,43,5,38,1,0,1,8,0,8,0,0,0,3,1,2,2,0,2
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',33,28,5,23,20,3,3,2,1,0,0,0,2,2,0,0,0,0,4,4,0,1,0,1
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',85,32,53,54,24,30,8,0,8,2,1,1,14,6,8,0,0,0,7,1,6,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Social sciences.,'45',546,256,290,435,193,242,22,12,10,23,16,7,33,14,19,1,0,1,30,20,10,2,1,1
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',407,205,202,301,158,143,17,6,11,28,17,11,31,10,21,4,1,3,1,0,1,25,13,12
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',230,69,161,182,53,129,18,6,12,17,7,10,7,2,5,2,1,1,0,0,0,4,0,4
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Education.,'13',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Engineering.,'14',65,50,15,47,36,11,6,3,3,7,6,1,4,4,0,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',26,4,22,14,3,11,1,0,1,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Natural resources and conservation.,'03',2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Social sciences.,'45',213,127,86,144,93,51,13,8,5,28,12,16,21,10,11,0,0,0,1,1,0,6,3,3
