Year,unitid,Institution_Name,Award_Level,Major,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Philosophy and religious studies.,'38',3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,181464,University of Nebraska-Lincoln,Bachelor's degree,First major,Physical sciences.,'40',25,14,11,25,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',88,31,57,70,24,46,3,2,1,2,0,2,5,2,3,2,0,2,4,2,2,2,1,1
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Architecture and related services.,'04',31,23,8,28,21,7,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',431,203,228,227,118,109,22,5,17,22,9,13,120,45,75,0,0,0,19,12,7,21,14,7
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',433,119,314,291,81,210,29,8,21,40,14,26,44,7,37,0,0,0,22,7,15,7,2,5
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,English language and literature/letters.,'23',314,104,210,233,77,156,17,7,10,16,8,8,32,7,25,1,0,1,12,2,10,3,3,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',162,41,121,51,16,35,22,3,19,7,1,6,63,14,49,0,0,0,19,7,12,0,0,0
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Mathematics and statistics.,'27',54,25,29,33,16,17,1,0,1,1,0,1,10,5,5,0,0,0,4,3,1,5,1,4
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Natural resources and conservation.,'03',100,38,62,72,27,45,5,2,3,1,1,0,10,3,7,0,0,0,11,5,6,1,0,1
2002-2003,186380,Rutgers University-New Brunswick,Bachelor's degree,First major,Social sciences.,'45',1148,587,561,630,350,280,99,40,59,68,35,33,235,106,129,1,1,0,81,40,41,34,15,19
2002-2003,198419,Duke University,Bachelor's degree,First major,Engineering.,'14',160,125,35,93,77,16,5,3,2,1,1,0,37,27,10,2,1,1,15,11,4,7,5,2
2002-2003,198419,Duke University,Bachelor's degree,First major,Natural resources and conservation.,'03',23,6,17,17,5,12,2,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
2002-2003,198419,Duke University,Bachelor's degree,First major,Philosophy and religious studies.,'38',26,15,11,21,11,10,2,2,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Physical sciences.,'40',65,41,24,45,28,17,2,1,1,1,1,0,6,5,1,0,0,0,10,5,5,1,1,0
2002-2003,198419,Duke University,Bachelor's degree,First major,Public administration and social service professions.,'44',141,49,92,105,36,69,11,3,8,8,1,7,8,1,7,0,0,0,9,8,1,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',143,43,100,102,29,73,30,10,20,2,0,2,4,2,2,1,0,1,1,0,1,3,2,1
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',401,242,159,331,201,130,20,10,10,3,2,1,36,19,17,3,2,1,1,1,0,7,7,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Education.,'13',83,2,81,73,2,71,5,0,5,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,English language and literature/letters.,'23',186,49,137,172,48,124,9,1,8,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',4,1,3,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',12,3,9,10,1,9,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2002-2003,199120,University of North Carolina at Chapel Hill,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',125,37,88,103,32,71,18,4,14,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Computer and information sciences and support services.,'11',196,171,25,137,123,14,0,0,0,3,3,0,29,27,2,0,0,0,1,0,1,26,18,8
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',25,11,14,18,9,9,1,0,1,0,0,0,3,0,3,0,0,0,2,2,0,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',64,40,24,54,35,19,7,3,4,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Philosophy and religious studies.,'38',41,25,16,34,19,15,1,0,1,2,2,0,1,1,0,1,1,0,1,1,0,1,1,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Physical sciences.,'40',76,52,24,61,42,19,3,3,0,1,1,0,8,5,3,1,0,1,2,1,1,0,0,0
2002-2003,204796,Ohio State University-Main Campus,Bachelor's degree,First major,Psychology.,'42',471,119,352,389,97,292,39,11,28,9,2,7,17,5,12,3,0,3,8,2,6,6,2,4
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',279,159,120,254,148,106,0,0,0,2,1,1,0,0,0,22,9,13,0,0,0,1,1,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Engineering.,'14',269,210,59,197,149,48,3,2,1,3,2,1,7,6,1,22,19,3,0,0,0,37,32,5
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',233,14,219,199,12,187,3,0,3,3,2,1,4,0,4,19,0,19,0,0,0,5,0,5
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Physical sciences.,'40',15,10,5,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Security and protective services.,'43',53,52,1,45,44,1,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,3,3,0
2002-2003,207388,Oklahoma State University-Main Campus,Bachelor's degree,First major,Visual and performing arts.,'50',64,25,39,57,23,34,0,0,0,0,0,0,2,1,1,4,1,3,0,0,0,1,0,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',744,445,299,540,333,207,40,17,23,21,14,7,48,27,21,45,26,19,0,0,0,50,28,22
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',318,102,216,266,83,183,18,6,12,5,2,3,7,2,5,15,6,9,0,0,0,7,3,4
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Education.,'13',242,70,172,182,53,129,17,7,10,13,4,9,9,2,7,18,2,16,0,0,0,3,2,1
2002-2003,207500,University of Oklahoma Norman Campus,Bachelor's degree,First major,Public administration and social service professions.,'44',45,11,34,32,6,26,4,2,2,1,0,1,2,0,2,6,3,3,0,0,0,0,0,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',396,255,141,312,204,108,0,0,0,6,2,4,42,25,17,6,3,3,14,9,5,16,12,4
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Computer and information sciences and support services.,'11',82,71,11,55,50,5,0,0,0,2,2,0,11,8,3,0,0,0,6,4,2,8,7,1
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Education.,'13',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Engineering.,'14',427,358,69,335,284,51,4,3,1,6,4,2,29,22,7,2,2,0,28,25,3,23,18,5
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',244,20,224,201,14,187,1,1,0,9,2,7,14,1,13,6,1,5,11,1,10,2,0,2
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',133,71,62,97,50,47,0,0,0,3,3,0,22,12,10,0,0,0,6,4,2,5,2,3
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Physical sciences.,'40',50,33,17,42,28,14,2,2,0,1,1,0,2,0,2,1,0,1,1,1,0,1,1,0
2002-2003,209542,Oregon State University,Bachelor's degree,First major,Social sciences.,'45',153,71,82,108,52,56,2,1,1,7,3,4,11,6,5,2,2,0,18,5,13,5,2,3
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Architecture and related services.,'04',112,62,50,75,43,32,0,0,0,5,5,0,3,1,2,4,1,3,13,5,8,12,7,5
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',26,3,23,15,0,15,1,1,0,1,0,1,2,1,1,0,0,0,5,0,5,2,1,1
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',342,185,157,215,121,94,5,3,2,5,4,1,45,18,27,4,1,3,18,12,6,50,26,24
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',332,106,226,253,76,177,5,1,4,8,3,5,15,3,12,1,1,0,21,12,9,29,10,19
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Social sciences.,'45',671,340,331,495,251,244,20,12,8,23,14,9,27,14,13,7,3,4,58,25,33,41,21,20
2002-2003,217882,Clemson University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',145,85,60,138,82,56,5,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',655,386,269,596,353,243,33,16,17,6,4,2,8,4,4,1,0,1,6,6,0,5,3,2
2002-2003,217882,Clemson University,Bachelor's degree,First major,Education.,'13',300,74,226,264,58,206,27,15,12,3,0,3,1,0,1,0,0,0,5,1,4,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',58,20,38,52,18,34,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Biological and biomedical sciences.,'26',186,63,123,118,42,76,48,13,35,3,2,1,12,5,7,0,0,0,3,0,3,2,1,1
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Computer and information sciences and support services.,'11',62,47,15,26,24,2,18,9,9,3,3,0,4,3,1,0,0,0,0,0,0,11,8,3
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',104,9,95,74,7,67,22,0,22,1,1,0,2,0,2,0,0,0,4,1,3,1,0,1
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',119,36,83,84,25,59,23,7,16,3,1,2,1,0,1,0,0,0,6,3,3,2,0,2
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Philosophy and religious studies.,'38',17,12,5,15,11,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Physical sciences.,'40',51,34,17,37,24,13,9,5,4,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Social sciences.,'45',302,139,163,203,108,95,65,20,45,8,2,6,6,3,3,2,1,1,12,4,8,6,1,5
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',10,2,8,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',67,16,51,60,13,47,0,0,0,2,1,1,1,1,0,1,0,1,3,1,2,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Engineering.,'14',246,181,65,176,129,47,11,6,5,11,7,4,19,15,4,0,0,0,15,12,3,14,12,2
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Philosophy and religious studies.,'38',19,13,6,15,10,5,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Physical sciences.,'40',40,27,13,29,21,8,2,0,2,1,1,0,7,4,3,0,0,0,1,1,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,English language and literature/letters.,'23',51,21,30,38,19,19,4,0,4,5,1,4,4,1,3,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Physical sciences.,'40',18,9,9,12,6,6,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0,2,1,1
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Psychology.,'42',103,19,84,66,12,54,5,2,3,18,2,16,6,1,5,1,0,1,0,0,0,7,2,5
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Biological and biomedical sciences.,'26',772,263,509,600,206,394,24,4,20,74,32,42,54,16,38,2,1,1,13,4,9,5,0,5
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Psychology.,'42',409,98,311,327,81,246,8,1,7,49,10,39,14,3,11,5,2,3,5,1,4,1,0,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Visual and performing arts.,'50',10,6,4,6,3,3,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Architecture and related services.,'04',65,31,34,50,25,25,0,0,0,10,4,6,4,2,2,0,0,0,0,0,0,1,0,1
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Engineering.,'14',852,649,203,466,362,104,18,12,6,89,66,23,220,159,61,3,2,1,1,1,0,55,47,8
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',170,8,162,115,5,110,12,1,11,16,0,16,27,2,25,0,0,0,0,0,0,0,0,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',134,56,78,101,42,59,2,1,1,9,3,6,22,10,12,0,0,0,0,0,0,0,0,0
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Mathematics and statistics.,'27',166,99,67,81,46,35,7,1,6,24,15,9,22,14,8,1,0,1,2,2,0,29,21,8
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Public administration and social service professions.,'44',53,5,48,32,3,29,6,0,6,13,2,11,2,0,2,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',394,276,118,371,259,112,1,1,0,6,5,1,1,0,1,0,0,0,10,7,3,5,4,1
2002-2003,230728,Utah State University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',98,38,60,95,36,59,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',14,14,0,12,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
2002-2003,209551,University of Oregon,Bachelor's degree,First major,Public administration and social service professions.,'44',48,9,39,33,4,29,2,2,0,5,1,4,1,0,1,0,0,0,7,2,5,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,English language and literature/letters.,'23',184,54,130,168,50,118,8,1,7,3,0,3,2,1,1,1,1,0,1,0,1,1,1,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Health professions and related clinical sciences.,'51',167,16,151,156,13,143,8,3,5,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Philosophy and religious studies.,'38',4,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2002-2003,217882,Clemson University,Bachelor's degree,First major,Science technologies/technicians.,'41',43,36,7,39,33,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',11,1,10,5,0,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Business- management- marketing- and related support services.,'52',862,454,408,625,355,270,133,46,87,17,10,7,27,12,15,1,0,1,12,6,6,47,25,22
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',252,61,191,208,51,157,26,6,20,4,0,4,9,2,7,0,0,0,2,0,2,3,2,1
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,English language and literature/letters.,'23',105,28,77,81,26,55,18,1,17,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Security and protective services.,'43',139,76,63,98,55,43,33,15,18,5,3,2,2,2,0,0,0,0,1,1,0,0,0,0
2002-2003,218663,University of South Carolina-Columbia,Bachelor's degree,First major,Visual and performing arts.,'50',207,90,117,174,76,98,16,7,9,3,1,2,6,1,5,1,1,0,3,3,0,4,1,3
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',55,21,34,40,18,22,1,0,1,1,0,1,7,1,6,0,0,0,5,2,3,1,0,1
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Education.,'13',59,4,55,49,3,46,6,0,6,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,English language and literature/letters.,'23',75,23,52,61,21,40,5,1,4,3,1,2,2,0,2,0,0,0,4,0,4,0,0,0
2002-2003,221999,Vanderbilt University,Bachelor's degree,First major,Psychology.,'42',107,23,84,81,18,63,10,3,7,3,0,3,8,1,7,0,0,0,4,0,4,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',4,1,3,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',26,10,16,19,7,12,1,1,0,1,0,1,4,1,3,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Engineering technologies/technicians.,'15',8,5,3,5,3,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Mathematics and statistics.,'27',32,20,12,21,15,6,5,1,4,4,2,2,1,1,0,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Philosophy and religious studies.,'38',14,9,5,9,5,4,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0
2002-2003,228246,Southern Methodist University,Bachelor's degree,First major,Public administration and social service professions.,'44',3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',14,10,4,12,9,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Natural resources and conservation.,'03',39,29,10,34,25,9,0,0,0,2,2,0,0,0,0,1,0,1,1,1,0,1,1,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Precision production.,'48',9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',26,9,17,9,3,6,4,2,2,7,2,5,4,1,3,1,1,0,0,0,0,1,0,1
2002-2003,243744,Stanford University,Bachelor's degree,First major,Engineering.,'14',193,140,53,84,70,14,22,15,7,14,8,6,57,35,22,3,2,1,2,1,1,11,9,2
2002-2003,243744,Stanford University,Bachelor's degree,First major,Public administration and social service professions.,'44',19,12,7,11,8,3,3,2,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Computer and information sciences and support services.,'11',129,103,26,92,76,16,2,0,2,9,8,1,14,12,2,1,1,0,1,0,1,10,6,4
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Engineering technologies/technicians.,'15',296,260,36,235,217,18,10,4,6,31,22,9,12,11,1,3,3,0,3,2,1,2,1,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Family and consumer sciences/human sciences.,'19',65,9,56,56,9,47,1,0,1,7,0,7,0,0,0,0,0,0,0,0,0,1,0,1
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,History,'54',138,74,64,107,55,52,4,2,2,21,15,6,1,0,1,2,1,1,3,1,2,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Mathematics and statistics.,'27',55,26,29,48,23,25,1,1,0,1,0,1,2,1,1,0,0,0,2,0,2,1,1,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Physical sciences.,'40',111,59,52,94,50,44,4,1,3,8,6,2,3,1,2,0,0,0,2,1,1,0,0,0
2002-2003,228723,Texas A & M University-College Station,Bachelor's degree,First major,Social sciences.,'45',649,375,274,534,321,213,14,5,9,67,30,37,20,11,9,3,1,2,5,4,1,6,3,3
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Communication- journalism- and related programs.,'09',1127,411,716,825,303,522,29,10,19,148,57,91,90,29,61,6,2,4,7,4,3,22,6,16
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Computer and information sciences and support services.,'11',417,334,83,185,161,24,7,5,2,21,17,4,120,84,36,0,0,0,0,0,0,84,67,17
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Foreign languages- literatures- and linguistics.,'16',256,89,167,178,67,111,9,2,7,48,14,34,16,5,11,1,0,1,3,1,2,1,0,1
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Social sciences.,'45',1149,670,479,751,455,296,44,17,27,152,84,68,136,70,66,6,4,2,9,2,7,51,38,13
2002-2003,228778,The University of Texas at Austin,Bachelor's degree,First major,Visual and performing arts.,'50',335,121,214,266,94,172,4,1,3,42,18,24,16,6,10,3,1,2,2,1,1,2,0,2
2002-2003,230728,Utah State University,Bachelor's degree,First major,Agriculture- agriculture operations- and related sciences.,'01',105,54,51,102,52,50,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Engineering.,'14',171,156,15,158,144,14,1,1,0,1,1,0,2,1,1,0,0,0,1,1,0,8,8,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,History,'54',36,24,12,32,22,10,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Legal professions and studies.,'22',7,5,2,6,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Parks- recreation- leisure- and fitness studies.,'31',29,11,18,28,11,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Social sciences.,'45',125,64,61,113,57,56,0,0,0,2,2,0,1,1,0,0,0,0,4,2,2,5,2,3
2002-2003,230728,Utah State University,Bachelor's degree,First major,Transportation and materials moving.,'49',22,22,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-2003,230728,Utah State University,Bachelor's degree,First major,Visual and performing arts.,'50',128,43,85,117,40,77,1,0,1,2,1,1,1,0,1,0,0,0,3,2,1,4,0,4
2002-2003,243744,Stanford University,Bachelor's degree,First major,Area- ethnic- cultural- and gender studies.,'05',93,32,61,44,17,27,14,4,10,13,3,10,17,6,11,4,1,3,1,1,0,0,0,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Biological and biomedical sciences.,'26',127,63,64,46,24,22,14,5,9,5,4,1,53,26,27,2,0,2,0,0,0,7,4,3
2002-2003,243744,Stanford University,Bachelor's degree,First major,Liberal arts and sciences- general studies and humanities.,'24',12,6,6,9,5,4,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
2002-2003,243744,Stanford University,Bachelor's degree,First major,Mathematics and statistics.,'27',47,37,10,31,25,6,0,0,0,1,1,0,8,5,3,0,0,0,0,0,0,7,6,1
2002-2003,243744,Stanford University,Bachelor's degree,First major,Multi/interdisciplinary studies.,'30',204,66,138,126,40,86,19,6,13,18,9,9,34,9,25,5,2,3,0,0,0,2,0,2
