Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
1997-1998,142115,Boise State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,142115,Boise State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,2,5,1,0,1,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1997-1998,142115,Boise State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,1,3,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1997-1998,142115,Boise State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1997-1998,142115,Boise State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,12,12,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,142115,Boise State University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,142115,Boise State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,19,12,23,14,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6,4,2
1997-1998,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),23,13,10,16,9,7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,3,2
1997-1998,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,23,13,10,16,9,7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5,3,2
1997-1998,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,13,0,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,1,4,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,3,8,8,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,2,6,6,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,2,6,6,2,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,3,3,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),11,11,0,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,11,0,1,1,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,19,12,26,18,8,1,1,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1
1997-1998,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),28,18,10,25,18,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1997-1998,198419,Duke University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,28,18,10,25,18,7,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1997-1998,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,6,6,0,14,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),18,18,0,5,5,0,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,198419,Duke University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,18,0,5,5,0,12,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),28,12,16,17,8,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,3,6
1997-1998,134097,Florida State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),20,8,12,11,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
1997-1998,134097,Florida State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,8,12,11,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
1997-1998,134097,Florida State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,11,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,7,5,7,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1997-1998,134097,Florida State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,7,7,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),12,12,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134097,Florida State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,7,4,9,7,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),10,6,4,8,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,6,4,8,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,3,2,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1997-1998,131496,Georgetown University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,4,6,6,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),10,4,6,6,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,131496,Georgetown University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,6,3,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,3,7,8,3,5,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,1,3,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,3,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,6,9,14,6,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),9,4,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,4,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,15,0,6,6,0,8,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,155399,Kansas State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),31,16,15,18,9,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,11,6,5
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),18,8,10,10,5,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6,2,4
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,18,8,10,10,5,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6,2,4
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),11,3,8,3,1,2,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,4,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,4,1,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,6,6,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),9,9,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,159391,Louisiana State University and Agricultural & Mechanical College,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),34,10,24,30,9,21,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),34,10,24,30,9,21,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,34,10,24,30,9,21,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,147767,Northwestern University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),20,20,0,17,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
