Game_ID_2012,Team_Game_ID,Date,Location,TeamCode,Opponent,Result,Overtime,Team,Opponent,Wins,Losses,Streak,Season_Type,Season,Notes
1488,36,"Wed, Feb 29, 2012",,PHI,Oklahoma City Thunder,L,,88,92,21,15,L 1,Regular Season,2011-2012,
1478,26,"Wed, Feb 8, 2012",,PHI,San Antonio Spurs,L,,90,100,18,8,L 1,Regular Season,2011-2012,
1462,10,"Wed, Jan 11, 2012",@,PHI,New York Knicks,L,,79,85,7,3,L 1,Regular Season,2011-2012,
1466,14,"Wed, Jan 18, 2012",,PHI,Denver Nuggets,L,OT,104,108,10,4,L 1,Regular Season,2011-2012,
1470,18,"Wed, Jan 25, 2012",,PHI,New Jersey Nets,L,OT,90,97,12,6,L 1,Regular Season,2011-2012,
1457,5,"Wed, Jan 4, 2012",@,PHI,New Orleans Hornets,W,,101,93,3,2,W 2,Regular Season,2011-2012,
1495,43,"Wed, Mar 14, 2012",@,PHI,Indiana Pacers,L,,94,111,25,18,L 1,Regular Season,2011-2012,
1499,47,"Wed, Mar 21, 2012",,PHI,New York Knicks,L,,79,82,26,21,L 1,Regular Season,2011-2012,
1492,40,"Wed, Mar 7, 2012",,PHI,Boston Celtics,W,,103,71,23,17,W 1,Regular Season,2011-2012,
1493,2,"Mon, Apr 30, 2012",@,PHL,Indiana Pacers,L,,78,93,1,1,L 1,Playoffs,2011-2012,
1494,1,"Sat, Apr 28, 2012",@,PHL,Indiana Pacers,W,,81,77,1,0,W 1,Playoffs,2011-2012,
1495,4,"Sat, May 5, 2012",,PHL,Indiana Pacers,L,OT,99,101,1,3,L 3,Playoffs,2011-2012,
1496,5,"Tue, May 8, 2012",@,PHL,Indiana Pacers,L,,87,105,1,4,L 4,Playoffs,2011-2012,
1497,3,"Wed, May 2, 2012",,PHL,Indiana Pacers,L,,74,97,1,2,L 2,Playoffs,2011-2012,
1577,59,"Fri, Apr 13, 2012",@,PHO,Houston Rockets,W,,112,105,31,28,W 1,Regular Season,2011-2012,
1573,55,"Fri, Apr 6, 2012",@,PHO,Denver Nuggets,L,,99,105,28,27,L 1,Regular Season,2011-2012,
1521,3,"Fri, Dec 30, 2011",@,PHO,New Orleans Hornets,W,,93,78,1,2,W 1,Regular Season,2011-2012,
1549,31,"Fri, Feb 17, 2012",@,PHO,Los Angeles Lakers,L,,99,111,12,19,L 4,Regular Season,2011-2012,
1540,22,"Fri, Feb 3, 2012",@,PHO,Houston Rockets,L,,81,99,8,14,L 1,Regular Season,2011-2012,
1529,11,"Fri, Jan 13, 2012",,PHO,New Jersey Nets,L,,103,110,4,7,L 3,Regular Season,2011-2012,
1533,15,"Fri, Jan 20, 2012",@,PHO,Boston Celtics,W,,79,71,6,9,W 2,Regular Season,2011-2012,
1536,18,"Fri, Jan 27, 2012",@,PHO,Portland Trail Blazers,L,,71,109,6,12,L 3,Regular Season,2011-2012,
1525,7,"Fri, Jan 6, 2012",,PHO,Portland Trail Blazers,W,,102,77,3,4,W 1,Regular Season,2011-2012,
1562,44,"Fri, Mar 16, 2012",,PHO,Detroit Pistons,W,,109,101,22,22,W 3,Regular Season,2011-2012,
1554,36,"Fri, Mar 2, 2012",,PHO,Los Angeles Clippers,W,,81,78,16,20,W 2,Regular Season,2011-2012,
1566,48,"Fri, Mar 23, 2012",@,PHO,Indiana Pacers,W,,113,111,24,24,W 1,Regular Season,2011-2012,
1579,61,"Mon, Apr 16, 2012",,PHO,Portland Trail Blazers,W,,125,107,32,29,W 1,Regular Season,2011-2012,
1575,57,"Mon, Apr 9, 2012",@,PHO,Minnesota Timberwolves,W,,114,90,30,27,W 2,Regular Season,2011-2012,
1519,1,"Mon, Dec 26, 2011",,PHO,New Orleans Hornets,L,,84,85,0,1,L 1,Regular Season,2011-2012,
1546,28,"Mon, Feb 13, 2012",@,PHO,Golden State Warriors,L,,96,102,12,16,L 1,Regular Season,2011-2012,
1551,33,"Mon, Feb 20, 2012",,PHO,Washington Wizards,W,,104,88,14,19,W 2,Regular Season,2011-2012,
1542,24,"Mon, Feb 6, 2012",@,PHO,Atlanta Hawks,W,,99,90,10,14,W 2,Regular Season,2011-2012,
1523,5,"Mon, Jan 2, 2012",,PHO,Golden State Warriors,W,,102,91,2,3,W 1,Regular Season,2011-2012,
1534,16,"Mon, Jan 23, 2012",@,PHO,Dallas Mavericks,L,,87,93,6,10,L 1,Regular Season,2011-2012,
1538,20,"Mon, Jan 30, 2012",,PHO,Dallas Mavericks,L,,99,122,7,13,L 1,Regular Season,2011-2012,
1559,41,"Mon, Mar 12, 2012",,PHO,Minnesota Timberwolves,L,,124,127,19,22,L 1,Regular Season,2011-2012,
1578,60,"Sat, Apr 14, 2012",@,PHO,San Antonio Spurs,L,,91,105,31,29,L 1,Regular Season,2011-2012,
1582,64,"Sat, Apr 21, 2012",,PHO,Denver Nuggets,L,,107,118,33,31,L 1,Regular Season,2011-2012,
1574,56,"Sat, Apr 7, 2012",,PHO,Los Angeles Lakers,W,,125,105,29,27,W 1,Regular Season,2011-2012,
1522,4,"Sat, Dec 31, 2011",@,PHO,Oklahoma City Thunder,L,,97,107,1,3,L 1,Regular Season,2011-2012,
1545,27,"Sat, Feb 11, 2012",@,PHO,Sacramento Kings,W,,98,84,12,15,W 1,Regular Season,2011-2012,
1541,23,"Sat, Feb 4, 2012",,PHO,Charlotte Bobcats,W,,95,89,9,14,W 1,Regular Season,2011-2012,
1537,19,"Sat, Jan 28, 2012",,PHO,Memphis Grizzlies,W,,86,84,7,12,W 1,Regular Season,2011-2012,
1558,40,"Sat, Mar 10, 2012",,PHO,Memphis Grizzlies,W,,98,91,19,21,W 2,Regular Season,2011-2012,
1570,52,"Sun, Apr 1, 2012",,PHO,New Orleans Hornets,W,,92,75,26,26,W 1,Regular Season,2011-2012,
1550,32,"Sun, Feb 19, 2012",,PHO,Los Angeles Lakers,W,,102,90,13,19,W 1,Regular Season,2011-2012,
1530,12,"Sun, Jan 15, 2012",@,PHO,San Antonio Spurs,L,,91,102,4,8,L 4,Regular Season,2011-2012,
1526,8,"Sun, Jan 8, 2012",,PHO,Milwaukee Bucks,W,,109,93,4,4,W 2,Regular Season,2011-2012,
1563,45,"Sun, Mar 18, 2012",,PHO,Houston Rockets,W,,99,86,23,22,W 4,Regular Season,2011-2012,
1567,49,"Sun, Mar 25, 2012",@,PHO,Cleveland Cavaliers,W,,108,83,25,24,W 2,Regular Season,2011-2012,
1555,37,"Sun, Mar 4, 2012",,PHO,Sacramento Kings,W,,96,88,17,20,W 3,Regular Season,2011-2012,
1581,63,"Thu, Apr 19, 2012",,PHO,Los Angeles Clippers,W,,93,90,33,30,W 1,Regular Season,2011-2012,
1544,26,"Thu, Feb 9, 2012",,PHO,Houston Rockets,L,,89,96,11,15,L 1,Regular Season,2011-2012,
1528,10,"Thu, Jan 12, 2012",,PHO,Cleveland Cavaliers,L,,90,101,4,6,L 2,Regular Season,2011-2012,
1553,35,"Thu, Mar 1, 2012",,PHO,Minnesota Timberwolves,W,,104,95,15,20,W 1,Regular Season,2011-2012,
1561,43,"Thu, Mar 15, 2012",@,PHO,Los Angeles Clippers,W,,91,87,21,22,W 2,Regular Season,2011-2012,
1557,39,"Thu, Mar 8, 2012",,PHO,Dallas Mavericks,W,,96,94,18,21,W 1,Regular Season,2011-2012,
1583,65,"Tue, Apr 24, 2012",@,PHO,Utah Jazz,L,,88,100,33,32,L 2,Regular Season,2011-2012,
1571,53,"Tue, Apr 3, 2012",@,PHO,Sacramento Kings,W,,109,100,27,26,W 2,Regular Season,2011-2012,
1547,29,"Tue, Feb 14, 2012",@,PHO,Denver Nuggets,L,,92,109,12,17,L 2,Regular Season,2011-2012,
1543,25,"Tue, Feb 7, 2012",@,PHO,Milwaukee Bucks,W,,107,105,11,14,W 3,Regular Season,2011-2012,
1527,9,"Tue, Jan 10, 2012",@,PHO,Los Angeles Lakers,L,,83,99,4,5,L 1,Regular Season,2011-2012,
1531,13,"Tue, Jan 17, 2012",@,PHO,Chicago Bulls,L,,97,118,4,9,L 5,Regular Season,2011-2012,
1535,17,"Tue, Jan 24, 2012",,PHO,Toronto Raptors,L,,96,99,6,11,L 2,Regular Season,2011-2012,
1564,46,"Tue, Mar 20, 2012",@,PHO,Miami Heat,L,,95,99,23,23,L 1,Regular Season,2011-2012,
1568,50,"Tue, Mar 27, 2012",,PHO,San Antonio Spurs,L,,100,107,25,25,L 1,Regular Season,2011-2012,
1576,58,"Wed, Apr 11, 2012",@,PHO,Memphis Grizzlies,L,,93,104,30,28,L 1,Regular Season,2011-2012,
1580,62,"Wed, Apr 18, 2012",,PHO,Oklahoma City Thunder,L,,97,109,32,30,L 1,Regular Season,2011-2012,
1584,66,"Wed, Apr 25, 2012",,PHO,San Antonio Spurs,L,,106,110,33,33,L 3,Regular Season,2011-2012,
1572,54,"Wed, Apr 4, 2012",@,PHO,Utah Jazz,W,,107,105,28,26,W 3,Regular Season,2011-2012,
1520,2,"Wed, Dec 28, 2011",,PHO,Philadelphia 76ers,L,,83,103,0,2,L 2,Regular Season,2011-2012,
1539,21,"Wed, Feb 1, 2012",@,PHO,New Orleans Hornets,W,,120,103,8,13,W 1,Regular Season,2011-2012,
1548,30,"Wed, Feb 15, 2012",,PHO,Atlanta Hawks,L,,99,101,12,18,L 3,Regular Season,2011-2012,
1552,34,"Wed, Feb 22, 2012",,PHO,Golden State Warriors,L,,104,106,14,20,L 1,Regular Season,2011-2012,
1532,14,"Wed, Jan 18, 2012",@,PHO,New York Knicks,W,,91,88,5,9,W 1,Regular Season,2011-2012,
1524,6,"Wed, Jan 4, 2012",@,PHO,Dallas Mavericks,L,,89,98,2,4,L 1,Regular Season,2011-2012,
1560,42,"Wed, Mar 14, 2012",,PHO,Utah Jazz,W,,120,111,20,22,W 1,Regular Season,2011-2012,
1565,47,"Wed, Mar 21, 2012",@,PHO,Orlando Magic,L,,93,103,23,24,L 2,Regular Season,2011-2012,
1569,51,"Wed, Mar 28, 2012",@,PHO,Los Angeles Clippers,L,,86,103,25,26,L 2,Regular Season,2011-2012,
1556,38,"Wed, Mar 7, 2012",@,PHO,Oklahoma City Thunder,L,,104,115,17,21,L 1,Regular Season,2011-2012,
1644,60,"Fri, Apr 13, 2012",,POR,Dallas Mavericks,L,,94,97,28,32,L 1,Regular Season,2011-2012,
1640,56,"Fri, Apr 6, 2012",@,POR,Dallas Mavericks,W,OT,99,97,27,29,W 2,Regular Season,2011-2012,
1611,27,"Fri, Feb 10, 2012",@,POR,New Orleans Hornets,W,,94,86,15,12,W 1,Regular Season,2011-2012,
1595,11,"Fri, Jan 13, 2012",@,POR,San Antonio Spurs,L,,83,99,7,4,L 2,Regular Season,2011-2012,
1599,15,"Fri, Jan 20, 2012",@,POR,Toronto Raptors,W,,94,84,9,6,W 1,Regular Season,2011-2012,
1604,20,"Fri, Jan 27, 2012",,POR,Phoenix Suns,W,,109,71,12,8,W 1,Regular Season,2011-2012,
1591,7,"Fri, Jan 6, 2012",@,POR,Phoenix Suns,L,,77,102,5,2,L 1,Regular Season,2011-2012,
1628,44,"Fri, Mar 16, 2012",@,POR,Chicago Bulls,W,,100,89,21,23,W 1,Regular Season,2011-2012,
1632,48,"Fri, Mar 23, 2012",@,POR,Los Angeles Lakers,L,,96,103,22,26,L 1,Regular Season,2011-2012,
1636,52,"Fri, Mar 30, 2012",@,POR,Los Angeles Clippers,L,,97,98,24,28,L 1,Regular Season,2011-2012,
1624,40,"Fri, Mar 9, 2012",@,POR,Boston Celtics,L,,86,104,19,21,L 2,Regular Season,2011-2012,
1646,62,"Mon, Apr 16, 2012",@,POR,Phoenix Suns,L,,107,125,28,34,L 3,Regular Season,2011-2012,
1638,54,"Mon, Apr 2, 2012",,POR,Utah Jazz,L,,97,102,25,29,L 1,Regular Season,2011-2012,
1649,65,"Mon, Apr 23, 2012",@,POR,San Antonio Spurs,L,,89,124,28,37,L 6,Regular Season,2011-2012,
1642,58,"Mon, Apr 9, 2012",,POR,Houston Rockets,L,,89,94,27,31,L 2,Regular Season,2011-2012,
1585,1,"Mon, Dec 26, 2011",,POR,Philadelphia 76ers,W,,107,103,1,0,W 1,Regular Season,2011-2012,
1617,33,"Mon, Feb 20, 2012",@,POR,Los Angeles Lakers,L,,92,103,17,16,L 1,Regular Season,2011-2012,
1609,25,"Mon, Feb 6, 2012",,POR,Oklahoma City Thunder,L,OT,107,111,14,11,L 1,Regular Season,2011-2012,
1597,13,"Mon, Jan 16, 2012",@,POR,New Orleans Hornets,W,,84,77,8,5,W 1,Regular Season,2011-2012,
1601,17,"Mon, Jan 23, 2012",,POR,Sacramento Kings,W,,101,89,10,7,W 1,Regular Season,2011-2012,
1605,21,"Mon, Jan 30, 2012",@,POR,Utah Jazz,L,,89,93,12,9,L 1,Regular Season,2011-2012,
1622,38,"Mon, Mar 5, 2012",,POR,New Orleans Hornets,W,,86,74,19,19,W 1,Regular Season,2011-2012,
1648,64,"Sat, Apr 21, 2012",@,POR,Memphis Grizzlies,L,,89,93,28,36,L 5,Regular Season,2011-2012,
1641,57,"Sat, Apr 7, 2012",@,POR,Milwaukee Bucks,L,,94,116,27,30,L 1,Regular Season,2011-2012,
1612,28,"Sat, Feb 11, 2012",@,POR,Dallas Mavericks,L,2OT,94,97,15,13,L 1,Regular Season,2011-2012,
1616,32,"Sat, Feb 18, 2012",,POR,Atlanta Hawks,W,,97,77,17,15,W 1,Regular Season,2011-2012,
1608,24,"Sat, Feb 4, 2012",,POR,Denver Nuggets,W,,117,97,14,10,W 1,Regular Season,2011-2012,
1596,12,"Sat, Jan 14, 2012",@,POR,Houston Rockets,L,OT,105,107,7,5,L 3,Regular Season,2011-2012,
1600,16,"Sat, Jan 21, 2012",@,POR,Detroit Pistons,L,,91,94,9,7,L 1,Regular Season,2011-2012,
1625,41,"Sat, Mar 10, 2012",@,POR,Washington Wizards,W,,110,99,20,21,W 1,Regular Season,2011-2012,
1621,37,"Sat, Mar 3, 2012",,POR,Minnesota Timberwolves,L,,110,122,18,19,L 3,Regular Season,2011-2012,
1637,53,"Sun, Apr 1, 2012",,POR,Minnesota Timberwolves,W,,119,106,25,28,W 1,Regular Season,2011-2012,
1645,61,"Sun, Apr 15, 2012",@,POR,Sacramento Kings,L,,103,104,28,33,L 2,Regular Season,2011-2012,
1588,4,"Sun, Jan 1, 2012",@,POR,Los Angeles Clippers,L,,88,93,3,1,L 1,Regular Season,2011-2012,
1592,8,"Sun, Jan 8, 2012",,POR,Cleveland Cavaliers,W,,98,78,6,2,W 1,Regular Season,2011-2012,
1629,45,"Sun, Mar 18, 2012",@,POR,Oklahoma City Thunder,L,,95,111,21,24,L 1,Regular Season,2011-2012,
1633,49,"Sun, Mar 25, 2012",,POR,Golden State Warriors,W,,90,87,23,26,W 1,Regular Season,2011-2012,
1650,66,"Thu, Apr 26, 2012",@,POR,Utah Jazz,L,,94,96,28,38,L 7,Regular Season,2011-2012,
1587,3,"Thu, Dec 29, 2011",,POR,Denver Nuggets,W,,111,102,3,0,W 3,Regular Season,2011-2012,
1615,31,"Thu, Feb 16, 2012",,POR,Los Angeles Clippers,L,,71,74,16,15,L 1,Regular Season,2011-2012,
1607,23,"Thu, Feb 2, 2012",@,POR,Sacramento Kings,L,,92,95,13,10,L 1,Regular Season,2011-2012,
1590,6,"Thu, Jan 5, 2012",,POR,Los Angeles Lakers,W,,107,96,5,1,W 2,Regular Season,2011-2012,
1620,36,"Thu, Mar 1, 2012",,POR,Miami Heat,L,,93,107,18,18,L 2,Regular Season,2011-2012,
1631,47,"Thu, Mar 22, 2012",,POR,Memphis Grizzlies,W,,97,93,22,25,W 1,Regular Season,2011-2012,
1635,51,"Thu, Mar 29, 2012",,POR,New Orleans Hornets,W,,99,93,24,27,W 1,Regular Season,2011-2012,
1586,2,"Tue, Dec 27, 2011",,POR,Sacramento Kings,W,,101,79,2,0,W 2,Regular Season,2011-2012,
1613,29,"Tue, Feb 14, 2012",,POR,Washington Wizards,L,,109,124,15,14,L 2,Regular Season,2011-2012,
1618,34,"Tue, Feb 21, 2012",,POR,San Antonio Spurs,W,,137,97,18,16,W 1,Regular Season,2011-2012,
1593,9,"Tue, Jan 10, 2012",,POR,Los Angeles Clippers,W,,105,97,7,2,W 2,Regular Season,2011-2012,
1602,18,"Tue, Jan 24, 2012",,POR,Memphis Grizzlies,W,,97,84,11,7,W 2,Regular Season,2011-2012,
1589,5,"Tue, Jan 3, 2012",@,POR,Oklahoma City Thunder,W,,103,93,4,1,W 1,Regular Season,2011-2012,
1626,42,"Tue, Mar 13, 2012",@,POR,Indiana Pacers,L,,75,92,20,22,L 1,Regular Season,2011-2012,
1630,46,"Tue, Mar 20, 2012",,POR,Milwaukee Bucks,L,,87,116,21,25,L 2,Regular Season,2011-2012,
1634,50,"Tue, Mar 27, 2012",,POR,Oklahoma City Thunder,L,,95,109,23,27,L 1,Regular Season,2011-2012,
1643,59,"Wed, Apr 11, 2012",,POR,Golden State Warriors,W,,118,110,28,31,W 1,Regular Season,2011-2012,
1647,63,"Wed, Apr 18, 2012",,POR,Utah Jazz,L,,91,112,28,35,L 4,Regular Season,2011-2012,
1639,55,"Wed, Apr 4, 2012",,POR,New Jersey Nets,W,,101,88,26,29,W 1,Regular Season,2011-2012,
1606,22,"Wed, Feb 1, 2012",,POR,Charlotte Bobcats,W,,112,68,13,9,W 1,Regular Season,2011-2012,
1614,30,"Wed, Feb 15, 2012",@,POR,Golden State Warriors,W,,93,91,16,14,W 1,Regular Season,2011-2012,
1619,35,"Wed, Feb 29, 2012",@,POR,Denver Nuggets,L,,95,104,18,17,L 1,Regular Season,2011-2012,
1610,26,"Wed, Feb 8, 2012",,POR,Houston Rockets,L,,96,103,14,12,L 2,Regular Season,2011-2012,
1594,10,"Wed, Jan 11, 2012",,POR,Orlando Magic,L,,104,107,7,3,L 1,Regular Season,2011-2012,
1598,14,"Wed, Jan 18, 2012",@,POR,Atlanta Hawks,L,,89,92,8,6,L 1,Regular Season,2011-2012,
1603,19,"Wed, Jan 25, 2012",@,POR,Golden State Warriors,L,,93,101,11,8,L 1,Regular Season,2011-2012,
1627,43,"Wed, Mar 14, 2012",@,POR,New York Knicks,L,,79,121,20,23,L 2,Regular Season,2011-2012,
1623,39,"Wed, Mar 7, 2012",@,POR,Minnesota Timberwolves,L,,94,106,19,20,L 1,Regular Season,2011-2012,
1710,60,"Fri, Apr 13, 2012",@,SAC,Oklahoma City Thunder,L,,89,115,19,41,L 7,Regular Season,2011-2012,
1713,63,"Fri, Apr 20, 2012",,SAC,Oklahoma City Thunder,L,,92,103,20,43,L 2,Regular Season,2011-2012,
1680,30,"Fri, Feb 17, 2012",@,SAC,Detroit Pistons,L,,108,114,10,20,L 4,Regular Season,2011-2012,
1662,12,"Fri, Jan 13, 2012",@,SAC,Houston Rockets,L,,89,103,4,8,L 1,Regular Season,2011-2012,
1666,16,"Fri, Jan 20, 2012",@,SAC,San Antonio Spurs,W,,88,86,6,10,W 2,Regular Season,2011-2012,
1694,44,"Fri, Mar 16, 2012",,SAC,Boston Celtics,W,,120,95,15,29,W 1,Regular Season,2011-2012,
1686,36,"Fri, Mar 2, 2012",@,SAC,Los Angeles Lakers,L,,107,115,12,24,L 2,Regular Season,2011-2012,
1701,51,"Fri, Mar 30, 2012",@,SAC,Utah Jazz,W,,104,103,18,33,W 1,Regular Season,2011-2012,
1690,40,"Fri, Mar 9, 2012",,SAC,Dallas Mavericks,W,,110,97,14,26,W 2,Regular Season,2011-2012,
1703,53,"Mon, Apr 2, 2012",,SAC,Minnesota Timberwolves,W,,116,108,19,34,W 1,Regular Season,2011-2012,
1651,1,"Mon, Dec 26, 2011",,SAC,Los Angeles Lakers,W,,100,91,1,0,W 1,Regular Season,2011-2012,
1674,24,"Mon, Feb 6, 2012",@,SAC,New Orleans Hornets,W,,100,92,9,15,W 3,Regular Season,2011-2012,
1664,14,"Mon, Jan 16, 2012",@,SAC,Minnesota Timberwolves,L,,86,99,4,10,L 3,Regular Season,2011-2012,
1668,18,"Mon, Jan 23, 2012",@,SAC,Portland Trail Blazers,L,,89,101,6,12,L 2,Regular Season,2011-2012,
1699,49,"Mon, Mar 26, 2012",@,SAC,Houston Rockets,L,OT,106,113,17,32,L 3,Regular Season,2011-2012,
1688,38,"Mon, Mar 5, 2012",@,SAC,Denver Nuggets,L,OT,116,119,12,26,L 4,Regular Season,2011-2012,
1706,56,"Sat, Apr 7, 2012",@,SAC,Los Angeles Clippers,L,,94,109,19,37,L 3,Regular Season,2011-2012,
1654,4,"Sat, Dec 31, 2011",,SAC,New York Knicks,L,,92,114,1,3,L 3,Regular Season,2011-2012,
1677,27,"Sat, Feb 11, 2012",,SAC,Phoenix Suns,L,,84,98,10,17,L 1,Regular Season,2011-2012,
1673,23,"Sat, Feb 4, 2012",,SAC,Golden State Warriors,W,OT,114,106,8,15,W 2,Regular Season,2011-2012,
1663,13,"Sat, Jan 14, 2012",@,SAC,Dallas Mavericks,L,,60,99,4,9,L 2,Regular Season,2011-2012,
1667,17,"Sat, Jan 21, 2012",@,SAC,Memphis Grizzlies,L,,95,128,6,11,L 1,Regular Season,2011-2012,
1670,20,"Sat, Jan 28, 2012",@,SAC,Utah Jazz,L,,93,96,6,14,L 4,Regular Season,2011-2012,
1698,48,"Sat, Mar 24, 2012",@,SAC,Golden State Warriors,L,,108,111,17,31,L 2,Regular Season,2011-2012,
1702,52,"Sat, Mar 31, 2012",,SAC,New Jersey Nets,L,,99,111,18,34,L 1,Regular Season,2011-2012,
1711,61,"Sun, Apr 15, 2012",,SAC,Portland Trail Blazers,W,,104,103,20,41,W 1,Regular Season,2011-2012,
1714,64,"Sun, Apr 22, 2012",@,SAC,Charlotte Bobcats,W,,114,88,21,43,W 1,Regular Season,2011-2012,
1707,57,"Sun, Apr 8, 2012",,SAC,Houston Rockets,L,,87,104,19,38,L 4,Regular Season,2011-2012,
1681,31,"Sun, Feb 19, 2012",@,SAC,Cleveland Cavaliers,L,,92,93,10,21,L 5,Regular Season,2011-2012,
1655,5,"Sun, Jan 1, 2012",,SAC,New Orleans Hornets,W,,96,80,2,3,W 1,Regular Season,2011-2012,
1659,9,"Sun, Jan 8, 2012",,SAC,Orlando Magic,L,,97,104,3,6,L 1,Regular Season,2011-2012,
1691,41,"Sun, Mar 11, 2012",,SAC,Atlanta Hawks,L,,99,106,14,27,L 1,Regular Season,2011-2012,
1695,45,"Sun, Mar 18, 2012",,SAC,Minnesota Timberwolves,W,,115,99,16,29,W 2,Regular Season,2011-2012,
1687,37,"Sun, Mar 4, 2012",@,SAC,Phoenix Suns,L,,88,96,12,25,L 3,Regular Season,2011-2012,
1716,66,"Thu, Apr 26, 2012",,SAC,Los Angeles Lakers,W,,113,96,22,44,W 1,Regular Season,2011-2012,
1705,55,"Thu, Apr 5, 2012",,SAC,Los Angeles Clippers,L,,85,93,19,36,L 2,Regular Season,2011-2012,
1653,3,"Thu, Dec 29, 2011",,SAC,Chicago Bulls,L,,98,108,1,2,L 2,Regular Season,2011-2012,
1672,22,"Thu, Feb 2, 2012",,SAC,Portland Trail Blazers,W,,95,92,7,15,W 1,Regular Season,2011-2012,
1676,26,"Thu, Feb 9, 2012",,SAC,Oklahoma City Thunder,W,,106,101,10,16,W 1,Regular Season,2011-2012,
1658,8,"Thu, Jan 5, 2012",,SAC,Milwaukee Bucks,W,,103,100,3,5,W 1,Regular Season,2011-2012,
1685,35,"Thu, Mar 1, 2012",,SAC,Los Angeles Clippers,L,,100,108,12,23,L 1,Regular Season,2011-2012,
1697,47,"Thu, Mar 22, 2012",,SAC,Utah Jazz,L,,102,103,17,30,L 1,Regular Season,2011-2012,
1708,58,"Tue, Apr 10, 2012",@,SAC,Dallas Mavericks,L,,100,110,19,39,L 5,Regular Season,2011-2012,
1715,65,"Tue, Apr 24, 2012",@,SAC,Oklahoma City Thunder,L,,110,118,21,44,L 1,Regular Season,2011-2012,
1704,54,"Tue, Apr 3, 2012",,SAC,Phoenix Suns,L,,100,109,19,35,L 1,Regular Season,2011-2012,
1652,2,"Tue, Dec 27, 2011",@,SAC,Portland Trail Blazers,L,,79,101,1,1,L 1,Regular Season,2011-2012,
1678,28,"Tue, Feb 14, 2012",@,SAC,Chicago Bulls,L,,115,121,10,18,L 2,Regular Season,2011-2012,
1682,32,"Tue, Feb 21, 2012",@,SAC,Miami Heat,L,,108,120,10,22,L 6,Regular Season,2011-2012,
1684,34,"Tue, Feb 28, 2012",,SAC,Utah Jazz,W,,103,96,12,22,W 2,Regular Season,2011-2012,
1675,25,"Tue, Feb 7, 2012",@,SAC,Minnesota Timberwolves,L,,84,86,9,16,L 1,Regular Season,2011-2012,
1660,10,"Tue, Jan 10, 2012",@,SAC,Philadelphia 76ers,L,,85,112,3,7,L 2,Regular Season,2011-2012,
1656,6,"Tue, Jan 3, 2012",@,SAC,Memphis Grizzlies,L,,96,113,2,4,L 1,Regular Season,2011-2012,
1671,21,"Tue, Jan 31, 2012",@,SAC,Golden State Warriors,L,,90,93,6,15,L 5,Regular Season,2011-2012,
1692,42,"Tue, Mar 13, 2012",,SAC,Golden State Warriors,L,,89,115,14,28,L 2,Regular Season,2011-2012,
1696,46,"Tue, Mar 20, 2012",,SAC,Memphis Grizzlies,W,,119,110,17,29,W 3,Regular Season,2011-2012,
1709,59,"Wed, Apr 11, 2012",@,SAC,New Orleans Hornets,L,,96,105,19,40,L 6,Regular Season,2011-2012,
1712,62,"Wed, Apr 18, 2012",,SAC,San Antonio Spurs,L,,102,127,20,42,L 1,Regular Season,2011-2012,
1679,29,"Wed, Feb 15, 2012",@,SAC,New York Knicks,L,,85,100,10,19,L 3,Regular Season,2011-2012,
1683,33,"Wed, Feb 22, 2012",@,SAC,Washington Wizards,W,,115,107,11,22,W 1,Regular Season,2011-2012,
1661,11,"Wed, Jan 11, 2012",@,SAC,Toronto Raptors,W,,98,91,4,7,W 1,Regular Season,2011-2012,
1665,15,"Wed, Jan 18, 2012",,SAC,Indiana Pacers,W,,92,88,5,10,W 1,Regular Season,2011-2012,
1669,19,"Wed, Jan 25, 2012",,SAC,Denver Nuggets,L,,93,122,6,13,L 3,Regular Season,2011-2012,
1657,7,"Wed, Jan 4, 2012",@,SAC,Denver Nuggets,L,,83,110,2,5,L 2,Regular Season,2011-2012,
1693,43,"Wed, Mar 14, 2012",,SAC,Detroit Pistons,L,,112,124,14,29,L 3,Regular Season,2011-2012,
1700,50,"Wed, Mar 28, 2012",,SAC,San Antonio Spurs,L,,112,117,17,33,L 4,Regular Season,2011-2012,
1689,39,"Wed, Mar 7, 2012",,SAC,New Orleans Hornets,W,,99,98,13,26,W 1,Regular Season,2011-2012,
1778,62,"Fri, Apr 20, 2012",,SAS,Los Angeles Lakers,W,,121,97,46,16,W 6,Regular Season,2011-2012,
1769,53,"Fri, Apr 6, 2012",,SAS,New Orleans Hornets,W,,128,103,39,14,W 10,Regular Season,2011-2012,
1728,12,"Fri, Jan 13, 2012",,SAS,Portland Trail Blazers,W,,99,83,8,4,W 2,Regular Season,2011-2012,
1732,16,"Fri, Jan 20, 2012",,SAS,Sacramento Kings,L,,86,88,10,6,L 1,Regular Season,2011-2012,
1736,20,"Fri, Jan 27, 2012",@,SAS,Minnesota Timberwolves,L,,79,87,12,8,L 1,Regular Season,2011-2012,
1758,42,"Fri, Mar 16, 2012",@,SAS,Oklahoma City Thunder,W,,114,105,29,13,W 3,Regular Season,2011-2012,
1752,36,"Fri, Mar 2, 2012",,SAS,Charlotte Bobcats,W,,102,72,25,11,W 1,Regular Season,2011-2012,
1761,45,"Fri, Mar 23, 2012",,SAS,Dallas Mavericks,W,,104,87,31,14,W 2,Regular Season,2011-2012,
