Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,267,107,160,145,53,92,7,5,2,24,8,16,53,25,28,0,0,0,29,13,16,9,3,6
1994-1995,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,10,2,8,8,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Biological Science/Life Sciences,53,29,24,41,21,20,0,0,0,5,4,1,6,3,3,0,0,0,0,0,0,1,1,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Business Management and Administrative Services,314,175,139,255,145,110,9,4,5,20,10,10,17,7,10,1,1,0,0,0,0,12,8,4
1994-1995,228246,Southern Methodist University,Bachelor's degree,Communications,143,47,96,125,38,87,7,3,4,7,3,4,1,1,0,0,0,0,0,0,0,3,2,1
1994-1995,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,13,10,3,10,8,2,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Conservation and Renewable Natural Resources,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Education,9,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Engineering,72,50,22,49,34,15,2,2,0,7,4,3,6,3,3,2,2,0,0,0,0,6,5,1
1994-1995,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,48,14,34,39,13,26,1,0,1,5,1,4,2,0,2,1,0,1,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Foreign Languages and Literatures,23,4,19,18,2,16,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Sciences,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Mathematics,21,8,13,16,6,10,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,1,0,1
1994-1995,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,9,6,3,8,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,23,15,8,21,14,7,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228246,Southern Methodist University,Bachelor's degree,Psychology,96,22,74,84,20,64,5,1,4,4,1,3,2,0,2,0,0,0,0,0,0,1,0,1
1994-1995,228246,Southern Methodist University,Bachelor's degree,Social Sciences and History,230,123,107,177,92,85,15,9,6,20,11,9,8,4,4,1,1,0,0,0,0,9,6,3
1994-1995,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,108,54,54,93,47,46,2,1,1,3,2,1,8,2,6,0,0,0,0,0,0,2,2,0
1994-1995,243744,Stanford University,Bachelor's degree,Area- Ethnic and Cultural Studies,50,19,31,34,15,19,5,2,3,3,0,3,7,2,5,0,0,0,0,0,0,1,0,1
1994-1995,243744,Stanford University,Bachelor's degree,Biological Science/Life Sciences,182,92,90,68,38,30,4,0,4,13,7,6,92,45,47,0,0,0,3,1,2,2,1,1
1994-1995,243744,Stanford University,Bachelor's degree,Communications,30,13,17,19,9,10,4,1,3,0,0,0,5,3,2,0,0,0,0,0,0,2,0,2
1994-1995,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,67,61,6,39,37,2,2,2,0,3,3,0,18,15,3,0,0,0,1,1,0,4,3,1
1994-1995,243744,Stanford University,Bachelor's degree,Engineering,254,197,57,124,101,23,14,10,4,34,23,11,60,44,16,2,0,2,0,0,0,20,19,1
1994-1995,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,96,42,54,66,29,37,5,2,3,5,2,3,17,8,9,0,0,0,1,1,0,2,0,2
1994-1995,243744,Stanford University,Bachelor's degree,Foreign Languages and Literatures,28,14,14,14,8,6,2,0,2,2,1,1,8,4,4,0,0,0,1,1,0,1,0,1
1994-1995,243744,Stanford University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,14,5,9,11,5,6,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1994-1995,243744,Stanford University,Bachelor's degree,Mathematics,9,5,4,4,3,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,1,1
1994-1995,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,181,53,128,94,27,67,14,2,12,18,9,9,52,13,39,1,1,0,0,0,0,2,1,1
1994-1995,243744,Stanford University,Bachelor's degree,Philosophy and Religion,9,8,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,243744,Stanford University,Bachelor's degree,Physical Sciences,88,61,27,56,44,12,1,0,1,7,3,4,20,12,8,0,0,0,0,0,0,4,2,2
1994-1995,243744,Stanford University,Bachelor's degree,Psychology,135,60,75,77,35,42,14,4,10,15,7,8,23,9,14,3,2,1,0,0,0,3,3,0
1994-1995,243744,Stanford University,Bachelor's degree,Public Administration and Services,32,20,12,20,13,7,4,3,1,4,3,1,4,1,3,0,0,0,0,0,0,0,0,0
1994-1995,243744,Stanford University,Bachelor's degree,Social Sciences and History,409,231,178,225,142,83,22,6,16,44,27,17,89,35,54,7,3,4,3,3,0,19,15,4
1994-1995,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,31,11,20,20,8,12,3,1,2,2,1,1,4,0,4,1,0,1,1,1,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,289,195,94,265,181,84,2,2,0,14,8,6,1,0,1,2,1,1,0,0,0,5,3,2
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,533,320,213,496,300,196,1,1,0,24,14,10,3,0,3,2,0,2,0,0,0,7,5,2
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Programs,178,125,53,120,81,39,0,0,0,46,37,9,8,5,3,0,0,0,0,0,0,4,2,2
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Biological Science/Life Sciences,271,151,120,192,107,85,4,3,1,38,22,16,27,13,14,2,0,2,0,0,0,8,6,2
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Business Management and Administrative Services,1295,723,572,1094,627,467,40,13,27,84,45,39,38,20,18,4,2,2,0,0,0,35,16,19
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Communications,189,52,137,156,39,117,11,4,7,17,7,10,3,1,2,2,1,1,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,126,98,28,91,72,19,2,1,1,11,10,1,9,5,4,1,1,0,0,0,0,12,9,3
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Conservation and Renewable Natural Resources,45,21,24,41,19,22,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,1121,924,197,829,694,135,20,12,8,93,69,24,99,78,21,2,2,0,0,0,0,78,69,9
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Engineering-Related Technologies,213,194,19,168,156,12,9,7,2,23,20,3,8,7,1,1,0,1,0,0,0,4,4,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,348,86,262,307,74,233,11,2,9,21,8,13,6,1,5,1,0,1,0,0,0,2,1,1
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages and Literatures,31,9,22,26,8,18,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Sciences,148,36,112,128,32,96,9,1,8,7,2,5,4,1,3,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics- General,39,3,36,34,2,32,1,1,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Marketing Operations/Marketing and Distribution,137,116,21,127,108,19,0,0,0,9,8,1,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,46,23,23,44,22,22,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,680,133,547,593,108,485,13,4,9,53,10,43,20,11,9,1,0,1,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,247,140,107,222,122,100,3,3,0,18,13,5,4,2,2,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,16,16,0,13,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,107,79,28,91,67,24,4,4,0,10,7,3,0,0,0,0,0,0,0,0,0,2,1,1
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,387,108,279,330,89,241,9,6,3,32,7,25,13,5,8,1,0,1,0,0,0,2,1,1
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences and History,624,359,265,524,290,234,24,11,13,56,43,13,13,9,4,2,2,0,0,0,0,5,4,1
1994-1995,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,11,2,9,8,1,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Architecture and Related Programs,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Area- Ethnic and Cultural Studies,9,4,5,8,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Biological Science/Life Sciences,73,45,28,63,40,23,4,0,4,1,0,1,2,2,0,1,1,0,1,1,0,1,1,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Business Management and Administrative Services,737,457,280,639,412,227,63,25,38,0,0,0,4,2,2,1,1,0,2,1,1,28,16,12
1994-1995,100751,The University of Alabama,Bachelor's degree,Communications,261,118,143,228,108,120,25,4,21,2,1,1,0,0,0,1,1,0,0,0,0,5,4,1
1994-1995,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,17,13,4,14,11,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Education,316,90,226,276,79,197,32,6,26,0,0,0,2,2,0,0,0,0,2,0,2,4,3,1
1994-1995,100751,The University of Alabama,Bachelor's degree,Engineering,221,180,41,165,145,20,33,15,18,0,0,0,3,2,1,1,0,1,4,3,1,15,15,0
1994-1995,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,101,38,63,88,35,53,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Foreign Languages and Literatures,23,5,18,20,5,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
1994-1995,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Sciences,163,23,140,142,22,120,20,1,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Home Economics- General,184,44,140,166,39,127,12,1,11,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2
1994-1995,100751,The University of Alabama,Bachelor's degree,Law and Legal Studies,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Mathematics,9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,106,56,50,98,50,48,4,3,1,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,9,6,3,8,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Physical Sciences,27,18,9,19,15,4,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Protective Services,83,52,31,60,43,17,20,7,13,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
1994-1995,100751,The University of Alabama,Bachelor's degree,Psychology,117,39,78,95,32,63,19,6,13,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Public Administration and Services,35,6,29,29,6,23,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1994-1995,100751,The University of Alabama,Bachelor's degree,Social Sciences and History,202,122,80,173,112,61,15,2,13,2,1,1,2,2,0,1,1,0,1,0,1,8,4,4
1994-1995,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,83,24,59,74,22,52,3,1,2,0,0,0,2,0,2,1,0,1,2,1,1,1,0,1
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Programs,55,39,16,36,24,12,1,1,0,8,7,1,7,5,2,0,0,0,0,0,0,3,2,1
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic and Cultural Studies,75,38,37,56,30,26,1,0,1,12,5,7,4,2,2,0,0,0,0,0,0,2,1,1
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Biological Science/Life Sciences,430,232,198,230,131,99,5,3,2,67,36,31,113,57,56,0,0,0,0,0,0,15,5,10
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Business Management and Administrative Services,1196,679,517,821,492,329,23,7,16,153,79,74,131,61,70,3,1,2,0,0,0,65,39,26
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Communications,591,258,333,441,203,238,23,4,19,80,32,48,31,13,18,3,2,1,0,0,0,13,4,9
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,178,136,42,62,55,7,4,3,1,15,12,3,33,14,19,1,1,0,0,0,0,63,51,12
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Engineering,830,677,153,462,386,76,14,7,7,96,72,24,117,89,28,4,4,0,0,0,0,137,119,18
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,435,148,287,341,123,218,19,5,14,56,14,42,16,4,12,0,0,0,0,0,0,3,2,1
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages and Literatures,177,59,118,123,43,80,4,1,3,36,12,24,11,2,9,2,0,2,0,0,0,1,1,0
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Sciences,349,69,280,249,43,206,8,5,3,62,18,44,27,3,24,1,0,1,0,0,0,2,0,2
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Home Economics- General,105,4,101,76,1,75,2,0,2,18,1,17,7,2,5,0,0,0,0,0,0,2,0,2
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,141,75,66,119,64,55,6,2,4,5,4,1,11,5,6,0,0,0,0,0,0,0,0,0
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,129,67,62,87,46,41,6,1,5,14,8,6,13,8,5,1,1,0,0,0,0,8,3,5
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,319,35,284,250,26,224,14,3,11,41,5,36,11,0,11,1,0,1,0,0,0,2,1,1
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,73,38,35,59,32,27,2,2,0,7,2,5,4,2,2,1,0,1,0,0,0,0,0,0
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,53,41,12,44,33,11,1,1,0,3,3,0,4,3,1,1,1,0,0,0,0,0,0,0
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,100,72,28,72,54,18,3,1,2,7,6,1,7,4,3,2,1,1,0,0,0,9,6,3
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Psychology,431,161,270,310,120,190,14,5,9,67,24,43,32,9,23,2,1,1,0,0,0,6,2,4
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Services,80,9,71,66,6,60,5,1,4,8,2,6,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences and History,1115,649,466,817,491,326,42,19,23,153,86,67,57,28,29,3,2,1,0,0,0,43,23,20
1994-1995,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,327,115,212,266,89,177,4,3,1,35,15,20,17,6,11,1,0,1,0,0,0,4,2,2
1994-1995,134130,University of Florida,Bachelor's degree,Agricultural Business and Production,99,74,25,73,58,15,9,1,8,7,7,0,3,2,1,0,0,0,0,0,0,7,6,1
1994-1995,134130,University of Florida,Bachelor's degree,Agricultural Sciences,189,83,106,157,71,86,8,2,6,9,3,6,10,4,6,0,0,0,0,0,0,5,3,2
1994-1995,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,112,86,26,83,66,17,3,2,1,14,9,5,9,8,1,0,0,0,0,0,0,3,1,2
1994-1995,134130,University of Florida,Bachelor's degree,Area- Ethnic and Cultural Studies,17,10,7,12,7,5,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,134130,University of Florida,Bachelor's degree,Biological Science/Life Sciences,246,147,99,188,114,74,8,4,4,21,12,9,24,16,8,0,0,0,0,0,0,5,1,4
1994-1995,134130,University of Florida,Bachelor's degree,Business Management and Administrative Services,776,516,260,619,415,204,29,15,14,61,39,22,42,28,14,1,1,0,0,0,0,24,18,6
1994-1995,134130,University of Florida,Bachelor's degree,Communications,609,210,399,508,179,329,42,10,32,33,14,19,17,4,13,2,2,0,3,0,3,4,1,3
1994-1995,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,30,23,7,23,18,5,1,1,0,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1
1994-1995,134130,University of Florida,Bachelor's degree,Conservation and Renewable Natural Resources,54,31,23,51,30,21,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Education,492,128,364,431,108,323,25,7,18,24,8,16,8,4,4,1,0,1,1,1,0,2,0,2
1994-1995,134130,University of Florida,Bachelor's degree,Engineering,651,544,107,490,408,82,30,24,6,42,36,6,48,39,9,4,3,1,0,0,0,37,34,3
1994-1995,134130,University of Florida,Bachelor's degree,Engineering-Related Technologies,114,102,12,104,95,9,0,0,0,5,4,1,4,2,2,0,0,0,0,0,0,1,1,0
1994-1995,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,360,101,259,303,89,214,25,6,19,19,2,17,8,3,5,0,0,0,2,0,2,3,1,2
1994-1995,134130,University of Florida,Bachelor's degree,Foreign Languages and Literatures,60,24,36,48,18,30,1,0,1,7,3,4,4,3,1,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Health Professions and Related Sciences,334,92,242,275,74,201,15,3,12,21,7,14,20,7,13,0,0,0,0,0,0,3,1,2
1994-1995,134130,University of Florida,Bachelor's degree,Mathematics,63,39,24,51,30,21,2,1,1,4,3,1,6,5,1,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,74,38,36,57,29,28,0,0,0,2,2,0,14,7,7,0,0,0,0,0,0,1,0,1
1994-1995,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,143,54,89,126,51,75,9,1,8,5,1,4,3,1,2,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Philosophy and Religion,27,23,4,19,17,2,2,1,1,2,2,0,3,2,1,1,1,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Physical Sciences,99,68,31,80,54,26,1,1,0,4,2,2,10,8,2,1,0,1,0,0,0,3,3,0
1994-1995,134130,University of Florida,Bachelor's degree,Protective Services,108,63,45,90,55,35,10,3,7,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Psychology,324,98,226,276,88,188,4,0,4,28,7,21,15,2,13,0,0,0,1,1,0,0,0,0
1994-1995,134130,University of Florida,Bachelor's degree,Social Sciences and History,575,330,245,486,279,207,21,9,12,40,24,16,17,9,8,3,3,0,0,0,0,8,6,2
1994-1995,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,151,62,89,124,51,73,2,0,2,14,7,7,6,3,3,0,0,0,1,1,0,4,0,4
1994-1995,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,83,67,16,79,64,15,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1
1994-1995,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,93,66,27,83,59,24,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4,3,1
1994-1995,139959,University of Georgia,Bachelor's degree,Architecture and Related Programs,56,45,11,55,44,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Area- Ethnic and Cultural Studies,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Biological Science/Life Sciences,248,129,119,207,112,95,17,3,14,3,2,1,17,9,8,0,0,0,0,0,0,4,3,1
1994-1995,139959,University of Georgia,Bachelor's degree,Business Management and Administrative Services,899,525,374,778,470,308,43,11,32,10,6,4,18,10,8,0,0,0,0,0,0,50,28,22
1994-1995,139959,University of Georgia,Bachelor's degree,Communications,290,102,188,276,99,177,6,1,5,1,0,1,2,0,2,0,0,0,0,0,0,5,2,3
1994-1995,139959,University of Georgia,Bachelor's degree,Communications Technologies,88,37,51,69,33,36,12,1,11,1,0,1,1,0,1,0,0,0,0,0,0,5,3,2
1994-1995,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences,19,14,5,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
1994-1995,139959,University of Georgia,Bachelor's degree,Conservation and Renewable Natural Resources,63,51,12,62,50,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Education,722,181,541,669,170,499,33,5,28,6,2,4,7,2,5,1,1,0,0,0,0,6,1,5
1994-1995,139959,University of Georgia,Bachelor's degree,Engineering,27,25,2,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,339,174,165,312,164,148,17,7,10,1,0,1,7,2,5,1,1,0,0,0,0,1,0,1
1994-1995,139959,University of Georgia,Bachelor's degree,Foreign Languages and Literatures,89,27,62,80,25,55,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,139959,University of Georgia,Bachelor's degree,Health Professions and Related Sciences,223,87,136,211,85,126,7,0,7,0,0,0,4,1,3,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Home Economics- General,211,34,177,183,25,158,19,7,12,3,0,3,1,1,0,0,0,0,0,0,0,5,1,4
1994-1995,139959,University of Georgia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,14,4,10,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,139959,University of Georgia,Bachelor's degree,Marketing Operations/Marketing and Distribution,30,2,28,26,1,25,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Mathematics,31,22,9,26,18,8,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,22,10,12,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,25,20,5,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Physical Sciences,44,32,12,38,28,10,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
1994-1995,139959,University of Georgia,Bachelor's degree,Protective Services,53,34,19,51,33,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,139959,University of Georgia,Bachelor's degree,Psychology,252,84,168,219,73,146,22,4,18,5,4,1,3,1,2,0,0,0,0,0,0,3,2,1
1994-1995,139959,University of Georgia,Bachelor's degree,Public Administration and Services,72,8,64,58,7,51,10,1,9,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
1994-1995,139959,University of Georgia,Bachelor's degree,Social Sciences and History,497,335,162,458,315,143,21,8,13,3,1,2,3,1,2,4,3,1,0,0,0,8,7,1
1994-1995,139959,University of Georgia,Bachelor's degree,Theological Studies and Religious Vocations,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,139959,University of Georgia,Bachelor's degree,Visual and Performing Arts,212,73,139,197,70,127,4,0,4,1,0,1,6,1,5,1,1,0,0,0,0,3,1,2
1994-1995,139959,University of Georgia,Bachelor's degree,Vocational Home Economics,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Area- Ethnic and Cultural Studies,7,0,7,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Biological Science/Life Sciences,95,43,52,74,39,35,9,1,8,0,0,0,11,2,9,1,1,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Business Management and Administrative Services,349,177,172,306,159,147,23,8,15,1,1,0,7,2,5,0,0,0,0,0,0,12,7,5
1994-1995,157289,University of Louisville,Bachelor's degree,Communications,108,41,67,97,37,60,8,2,6,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1
1994-1995,157289,University of Louisville,Bachelor's degree,Computer and Information Sciences,33,22,11,26,17,9,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Education,172,28,144,150,23,127,19,4,15,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,157289,University of Louisville,Bachelor's degree,Engineering,173,144,29,150,131,19,10,4,6,1,1,0,7,4,3,0,0,0,0,0,0,5,4,1
