Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,209551,University of Oregon,Bachelor's degree,Philosophy and Religion,20,16,4,16,13,3,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
1994-1995,209551,University of Oregon,Bachelor's degree,Physical Sciences,71,54,17,53,39,14,0,0,0,1,1,0,4,3,1,2,1,1,6,5,1,5,5,0
1994-1995,209551,University of Oregon,Bachelor's degree,Psychology,310,109,201,246,86,160,6,3,3,10,4,6,16,6,10,4,0,4,15,7,8,13,3,10
1994-1995,209551,University of Oregon,Bachelor's degree,Public Administration and Services,30,12,18,24,8,16,0,0,0,1,1,0,2,2,0,0,0,0,3,1,2,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Social Sciences and History,699,352,347,528,256,272,16,10,6,13,4,9,30,15,15,10,8,2,45,25,20,57,34,23
1994-1995,209551,University of Oregon,Bachelor's degree,Visual and Performing Arts,207,82,125,159,65,94,3,2,1,2,0,2,12,3,9,2,1,1,16,7,9,13,4,9
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Area- Ethnic and Cultural Studies,3,2,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Biological Science/Life Sciences,178,79,99,136,64,72,26,5,21,3,2,1,12,7,5,0,0,0,0,0,0,1,1,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Business Management and Administrative Services,548,287,261,424,243,181,72,20,52,9,2,7,16,6,10,0,0,0,0,0,0,27,16,11
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Communications,173,89,84,152,82,70,15,5,10,0,0,0,3,1,2,0,0,0,0,0,0,3,1,2
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Computer and Information Sciences,23,18,5,18,16,2,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Education,27,15,12,26,14,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Engineering,217,178,39,171,147,24,22,13,9,4,3,1,10,7,3,0,0,0,0,0,0,10,8,2
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,English Language and Literature/Letters,143,44,99,124,43,81,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages and Literatures,29,5,24,24,5,19,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Health Professions and Related Sciences,189,36,153,155,29,126,21,4,17,5,0,5,7,2,5,0,0,0,0,0,0,1,1,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,299,77,222,225,54,171,40,5,35,3,0,3,2,1,1,1,1,0,0,0,0,28,16,12
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Marketing Operations/Marketing and Distribution,90,45,45,63,34,29,26,10,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics,37,19,18,21,10,11,14,7,7,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,67,38,29,61,33,28,4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Philosophy and Religion,13,11,2,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,33,21,12,27,19,8,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Protective Services,161,104,57,116,87,29,41,14,27,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Psychology,177,48,129,142,38,104,27,7,20,3,1,2,3,1,2,0,0,0,0,0,0,2,1,1
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Social Sciences and History,384,224,160,315,196,119,54,21,33,4,1,3,6,3,3,1,1,0,0,0,0,4,2,2
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Visual and Performing Arts,113,40,73,94,32,62,12,5,7,3,1,2,1,0,1,0,0,0,0,0,0,3,2,1
1994-1995,123961,University of Southern California,Bachelor's degree,Architecture and Related Programs,88,57,31,45,34,11,3,2,1,9,6,3,19,7,12,2,2,0,2,1,1,8,5,3
1994-1995,123961,University of Southern California,Bachelor's degree,Area- Ethnic and Cultural Studies,13,8,5,6,5,1,0,0,0,0,0,0,5,1,4,0,0,0,1,1,0,1,1,0
1994-1995,123961,University of Southern California,Bachelor's degree,Biological Science/Life Sciences,162,78,84,82,43,39,5,0,5,19,12,7,49,17,32,0,0,0,3,3,0,4,3,1
1994-1995,123961,University of Southern California,Bachelor's degree,Business Management and Administrative Services,1068,643,425,456,326,130,34,18,16,107,61,46,280,144,136,2,2,0,7,6,1,182,86,96
1994-1995,123961,University of Southern California,Bachelor's degree,Communications,149,53,96,104,40,64,6,2,4,10,3,7,24,6,18,3,1,2,1,0,1,1,1,0
1994-1995,123961,University of Southern California,Bachelor's degree,Communications Technologies,125,92,33,97,80,17,5,3,2,6,2,4,7,2,5,0,0,0,2,2,0,8,3,5
1994-1995,123961,University of Southern California,Bachelor's degree,Computer and Information Sciences,20,17,3,4,4,0,1,1,0,1,1,0,8,7,1,0,0,0,0,0,0,6,4,2
1994-1995,123961,University of Southern California,Bachelor's degree,Education,54,6,48,29,4,25,3,0,3,7,1,6,11,1,10,0,0,0,3,0,3,1,0,1
1994-1995,123961,University of Southern California,Bachelor's degree,Engineering,261,204,57,103,88,15,20,11,9,29,20,9,62,46,16,0,0,0,6,5,1,41,34,7
1994-1995,123961,University of Southern California,Bachelor's degree,Engineering-Related Technologies,9,6,3,4,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,123961,University of Southern California,Bachelor's degree,English Language and Literature/Letters,147,64,83,96,43,53,12,5,7,20,10,10,11,1,10,2,1,1,3,3,0,3,1,2
1994-1995,123961,University of Southern California,Bachelor's degree,Foreign Languages and Literatures,53,17,36,26,12,14,2,0,2,7,2,5,8,0,8,0,0,0,2,0,2,8,3,5
1994-1995,123961,University of Southern California,Bachelor's degree,Health Professions and Related Sciences,169,12,157,90,2,88,23,4,19,18,1,17,38,5,33,0,0,0,0,0,0,0,0,0
1994-1995,123961,University of Southern California,Bachelor's degree,Home Economics- General,14,5,9,6,2,4,1,0,1,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0
1994-1995,123961,University of Southern California,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,69,34,35,45,24,21,6,3,3,6,2,4,9,2,7,1,1,0,0,0,0,2,2,0
1994-1995,123961,University of Southern California,Bachelor's degree,Mathematics,13,10,3,4,4,0,1,1,0,3,2,1,3,1,2,0,0,0,0,0,0,2,2,0
1994-1995,123961,University of Southern California,Bachelor's degree,Philosophy and Religion,32,23,9,22,16,6,1,1,0,5,4,1,3,2,1,0,0,0,0,0,0,1,0,1
1994-1995,123961,University of Southern California,Bachelor's degree,Physical Sciences,51,24,27,13,8,5,16,2,14,3,3,0,8,4,4,0,0,0,0,0,0,11,7,4
1994-1995,123961,University of Southern California,Bachelor's degree,Psychology,141,37,104,93,21,72,3,2,1,22,6,16,15,5,10,1,0,1,1,1,0,6,2,4
1994-1995,123961,University of Southern California,Bachelor's degree,Public Administration and Services,71,40,31,38,27,11,13,6,7,14,4,10,5,3,2,0,0,0,1,0,1,0,0,0
1994-1995,123961,University of Southern California,Bachelor's degree,Social Sciences and History,471,289,182,251,149,102,29,18,11,77,49,28,65,40,25,10,8,2,9,7,2,30,18,12
1994-1995,123961,University of Southern California,Bachelor's degree,Visual and Performing Arts,208,94,114,147,65,82,8,3,5,14,9,5,21,8,13,1,1,0,6,5,1,11,3,8
1994-1995,230728,Utah State University,Bachelor's degree,Agricultural Business and Production,23,19,4,21,18,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Agricultural Sciences,49,39,10,42,32,10,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,5,0
1994-1995,230728,Utah State University,Bachelor's degree,Architecture and Related Programs,21,17,4,19,15,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,230728,Utah State University,Bachelor's degree,Area- Ethnic and Cultural Studies,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Biological Science/Life Sciences,38,25,13,36,23,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,230728,Utah State University,Bachelor's degree,Business Management and Administrative Services,321,218,103,275,189,86,0,0,0,4,3,1,6,4,2,0,0,0,2,1,1,34,21,13
1994-1995,230728,Utah State University,Bachelor's degree,Communications,42,16,26,38,14,24,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Computer and Information Sciences,100,49,51,67,34,33,0,0,0,1,1,0,2,1,1,1,0,1,0,0,0,29,13,16
1994-1995,230728,Utah State University,Bachelor's degree,Conservation and Renewable Natural Resources,60,44,16,52,38,14,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,5,4,1
1994-1995,230728,Utah State University,Bachelor's degree,Education,473,117,356,460,115,345,2,0,2,3,0,3,2,0,2,0,0,0,2,1,1,4,1,3
1994-1995,230728,Utah State University,Bachelor's degree,Engineering,146,135,11,135,125,10,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,7,6,1
1994-1995,230728,Utah State University,Bachelor's degree,Engineering-Related Technologies,21,21,0,20,20,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,English Language and Literature/Letters,99,31,68,88,26,62,2,2,0,0,0,0,2,0,2,1,0,1,0,0,0,6,3,3
1994-1995,230728,Utah State University,Bachelor's degree,Foreign Languages and Literatures,34,25,9,31,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1994-1995,230728,Utah State University,Bachelor's degree,Health Professions and Related Sciences,68,24,44,67,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,230728,Utah State University,Bachelor's degree,Home Economics- General,122,21,101,117,20,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
1994-1995,230728,Utah State University,Bachelor's degree,Law and Legal Studies,16,13,3,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,73,39,34,67,34,33,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
1994-1995,230728,Utah State University,Bachelor's degree,Marketing Operations/Marketing and Distribution,14,1,13,11,1,10,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1
1994-1995,230728,Utah State University,Bachelor's degree,Mathematics,16,9,7,14,8,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,230728,Utah State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,17,9,8,16,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Philosophy and Religion,9,9,0,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,230728,Utah State University,Bachelor's degree,Physical Sciences,30,26,4,28,25,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,230728,Utah State University,Bachelor's degree,Psychology,105,38,67,99,35,64,0,0,0,3,2,1,1,0,1,1,0,1,0,0,0,1,1,0
1994-1995,230728,Utah State University,Bachelor's degree,Public Administration and Services,42,7,35,40,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1994-1995,230728,Utah State University,Bachelor's degree,Social Sciences and History,145,80,65,129,70,59,3,2,1,3,2,1,2,0,2,2,1,1,0,0,0,6,5,1
1994-1995,230728,Utah State University,Bachelor's degree,Visual and Performing Arts,113,50,63,92,40,52,0,0,0,3,3,0,3,0,3,0,0,0,1,1,0,14,6,8
1994-1995,221999,Vanderbilt University,Bachelor's degree,Area- Ethnic and Cultural Studies,31,14,17,26,12,14,1,0,1,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Biological Science/Life Sciences,89,40,49,69,30,39,3,0,3,4,0,4,10,8,2,0,0,0,3,2,1,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Computer and Information Sciences,29,24,5,23,20,3,1,0,1,1,1,0,3,2,1,1,1,0,0,0,0,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Education,114,9,105,103,7,96,2,1,1,5,1,4,3,0,3,0,0,0,0,0,0,1,0,1
1994-1995,221999,Vanderbilt University,Bachelor's degree,Engineering,232,171,61,191,145,46,16,7,9,4,2,2,12,8,4,0,0,0,2,2,0,7,7,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,English Language and Literature/Letters,168,65,103,158,62,96,1,0,1,4,2,2,2,0,2,0,0,0,3,1,2,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Foreign Languages and Literatures,85,31,54,75,26,49,1,1,0,3,1,2,4,2,2,0,0,0,2,1,1,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Mathematics,85,49,36,72,44,28,4,1,3,2,1,1,6,2,4,0,0,0,0,0,0,1,1,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Multi/Interdisciplinary Studies,52,22,30,43,18,25,2,0,2,1,0,1,3,2,1,0,0,0,3,2,1,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Philosophy and Religion,37,24,13,34,23,11,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Physical Sciences,62,41,21,54,37,17,2,1,1,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Psychology,183,67,116,158,54,104,2,2,0,3,2,1,11,5,6,1,1,0,5,3,2,3,0,3
1994-1995,221999,Vanderbilt University,Bachelor's degree,Social Sciences and History,491,259,232,436,229,207,21,10,11,8,4,4,18,9,9,0,0,0,4,3,1,4,4,0
1994-1995,221999,Vanderbilt University,Bachelor's degree,Visual and Performing Arts,62,13,49,57,12,45,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
