Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages,25,10,15,21,9,12,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Health Sciences,180,23,157,144,21,123,30,2,28,1,0,1,4,0,4,1,0,1,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Letters,131,45,86,120,43,77,10,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Liberal/General Studies,245,68,177,213,61,152,30,6,24,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Life Sciences,123,62,61,99,57,42,10,0,10,1,0,1,6,0,6,0,0,0,0,0,0,7,5,2
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Marketing and Distribution,253,115,138,218,99,119,24,9,15,4,2,2,1,0,1,0,0,0,0,0,0,6,5,1
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics,31,15,16,23,11,12,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Philosophy and Religion,20,13,7,15,11,4,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,45,31,14,37,26,11,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Protective Services,93,56,37,68,46,22,24,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Psychology,175,49,126,146,41,105,28,7,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Social Sciences,332,193,139,282,174,108,38,13,25,2,1,1,4,3,1,0,0,0,0,0,0,6,2,4
1989-1990,218663,University of South Carolina-Columbia,Bachelor's degree,Visual and Performing Arts,107,48,59,88,37,51,12,6,6,2,2,0,2,0,2,0,0,0,0,0,0,1,1,0
1989-1990,123961,University of Southern California,Bachelor's degree,Allied Health,66,2,64,49,1,48,0,0,0,7,1,6,5,0,5,1,0,1,0,0,0,4,0,4
1989-1990,123961,University of Southern California,Bachelor's degree,Architecture and Environmental Design,64,47,17,24,22,2,2,2,0,6,5,1,13,9,4,0,0,0,0,0,0,19,9,10
1989-1990,123961,University of Southern California,Bachelor's degree,Area and Ethnic Studies,9,4,5,5,3,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1989-1990,123961,University of Southern California,Bachelor's degree,Business and Management,1008,609,399,618,404,214,29,14,15,62,41,21,186,87,99,1,1,0,0,0,0,112,62,50
1989-1990,123961,University of Southern California,Bachelor's degree,Communications,295,88,207,238,75,163,19,4,15,9,3,6,24,7,17,0,0,0,0,0,0,5,0,5
1989-1990,123961,University of Southern California,Bachelor's degree,Communications Technologies,80,53,27,63,41,22,3,2,1,7,5,2,1,0,1,1,1,0,0,0,0,5,4,1
1989-1990,123961,University of Southern California,Bachelor's degree,Computer and Information Sciences,64,48,16,20,18,2,1,1,0,1,0,1,22,17,5,0,0,0,0,0,0,20,12,8
1989-1990,123961,University of Southern California,Bachelor's degree,Education,51,9,42,26,5,21,6,1,5,5,1,4,11,1,10,1,0,1,0,0,0,2,1,1
1989-1990,123961,University of Southern California,Bachelor's degree,Engineering,319,267,52,109,90,19,6,3,3,21,14,7,86,71,15,1,0,1,0,0,0,96,89,7
1989-1990,123961,University of Southern California,Bachelor's degree,Engineering and Engineering Related Tech,13,11,2,7,7,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,2,2,0
1989-1990,123961,University of Southern California,Bachelor's degree,Foreign Languages,35,7,28,17,3,14,1,0,1,10,2,8,3,1,2,0,0,0,0,0,0,4,1,3
1989-1990,123961,University of Southern California,Bachelor's degree,Health Sciences,53,1,52,30,0,30,5,0,5,10,0,10,8,1,7,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Home Economics,5,1,4,3,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Letters,90,32,58,71,23,48,4,2,2,10,5,5,5,2,3,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Liberal/General Studies,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Life Sciences,99,46,53,52,25,27,7,3,4,9,2,7,26,13,13,0,0,0,0,0,0,5,3,2
1989-1990,123961,University of Southern California,Bachelor's degree,Mathematics,14,6,8,7,3,4,1,1,0,1,0,1,4,2,2,0,0,0,0,0,0,1,0,1
1989-1990,123961,University of Southern California,Bachelor's degree,Multi/Interdisciplinary Studies,78,27,51,63,26,37,8,1,7,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Parks and Recreation,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,123961,University of Southern California,Bachelor's degree,Philosophy and Religion,24,11,13,16,5,11,2,1,1,3,3,0,1,0,1,0,0,0,0,0,0,2,2,0
1989-1990,123961,University of Southern California,Bachelor's degree,Physical Sciences,14,8,6,7,6,1,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,2,0,2
1989-1990,123961,University of Southern California,Bachelor's degree,Psychology,105,30,75,62,22,40,9,0,9,14,4,10,17,4,13,0,0,0,0,0,0,3,0,3
1989-1990,123961,University of Southern California,Bachelor's degree,Public Affairs,99,59,40,55,38,17,19,7,12,14,10,4,9,3,6,0,0,0,0,0,0,2,1,1
1989-1990,123961,University of Southern California,Bachelor's degree,Social Sciences,390,214,176,275,156,119,20,7,13,29,15,14,41,19,22,0,0,0,0,0,0,25,17,8
1989-1990,123961,University of Southern California,Bachelor's degree,Visual and Performing Arts,139,58,81,112,46,66,5,2,3,7,5,2,11,4,7,0,0,0,0,0,0,4,1,3
1989-1990,230728,Utah State University,Bachelor's degree,Agribusiness and Agricultural Production,16,15,1,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1989-1990,230728,Utah State University,Bachelor's degree,Agricultural Sciences,39,33,6,28,24,4,0,0,0,1,1,,0,0,0,0,0,0,3,3,,7,5,2
1989-1990,230728,Utah State University,Bachelor's degree,Allied Health,4,3,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Architecture and Environmental Design,32,21,11,27,16,11,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,1,1,
1989-1990,230728,Utah State University,Bachelor's degree,Area and Ethnic Studies,7,4,3,6,3,3,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Business and Management,242,170,72,183,126,57,0,0,0,2,2,,3,2,1,0,0,0,33,27,6,21,13,8
1989-1990,230728,Utah State University,Bachelor's degree,Communications,28,14,14,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,5,4,1
1989-1990,230728,Utah State University,Bachelor's degree,Computer and Information Sciences,85,47,38,58,33,25,0,0,0,1,,1,1,1,,0,0,0,12,8,4,13,5,8
1989-1990,230728,Utah State University,Bachelor's degree,Education,334,94,240,299,77,222,0,0,0,4,,4,0,0,0,3,2,1,25,13,12,3,2,1
1989-1990,230728,Utah State University,Bachelor's degree,Engineering,111,99,12,84,75,9,0,0,0,1,,1,0,0,0,0,0,0,19,17,2,7,7,
1989-1990,230728,Utah State University,Bachelor's degree,Engineering and Engineering Related Tech,40,40,,35,35,,0,0,0,0,0,0,1,1,,0,0,0,3,3,,1,1,
1989-1990,230728,Utah State University,Bachelor's degree,Foreign Languages,17,12,5,15,11,4,0,0,0,1,,1,0,0,0,0,0,0,1,1,,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Health Sciences,39,17,22,34,13,21,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Home Economics,42,13,29,36,13,23,1,,1,0,0,0,1,,1,0,0,0,3,,3,1,,1
1989-1990,230728,Utah State University,Bachelor's degree,Law,8,6,2,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Letters,49,17,32,43,14,29,0,0,0,0,0,0,1,1,,0,0,0,5,2,3,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Liberal/General Studies,34,20,14,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,,1
1989-1990,230728,Utah State University,Bachelor's degree,Life Sciences,22,13,9,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
1989-1990,230728,Utah State University,Bachelor's degree,Marketing and Distribution,13,1,12,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Mathematics,13,7,6,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
1989-1990,230728,Utah State University,Bachelor's degree,Mechanics and Repairers,1,1,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Parks and Recreation,16,9,7,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Philosophy and Religion,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Physical Sciences,21,16,5,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,1,1,
1989-1990,230728,Utah State University,Bachelor's degree,Psychology,45,18,27,41,17,24,0,0,0,1,,1,0,0,0,0,0,0,2,1,1,1,,1
1989-1990,230728,Utah State University,Bachelor's degree,Public Affairs,21,7,14,19,6,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
1989-1990,230728,Utah State University,Bachelor's degree,Renewable Natural Resources,22,17,5,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,2,2,
1989-1990,230728,Utah State University,Bachelor's degree,Social Sciences,79,52,27,61,40,21,1,1,,1,,1,0,0,0,0,0,0,8,7,1,8,4,4
1989-1990,230728,Utah State University,Bachelor's degree,Visual and Performing Arts,54,29,25,43,22,21,0,0,0,1,1,,1,1,,0,0,0,7,5,2,2,,2
1989-1990,221999,Vanderbilt University,Bachelor's degree,Area and Ethnic Studies,27,10,17,26,9,17,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Computer and Information Sciences,9,9,,8,8,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Education,55,8,47,53,8,45,1,,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Engineering,176,133,43,147,116,31,14,7,7,1,1,,11,6,5,0,0,0,0,0,0,3,3,
1989-1990,221999,Vanderbilt University,Bachelor's degree,Foreign Languages,18,5,13,17,5,12,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Health Sciences,8,2,6,7,2,5,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Letters,104,39,65,100,37,63,2,,2,0,0,0,1,1,,1,1,,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Life Sciences,44,32,12,36,26,10,1,1,,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Mathematics,92,51,41,85,48,37,5,3,2,0,0,0,2,,2,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Multi/Interdisciplinary Studies,41,9,32,38,7,31,2,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Philosophy and Religion,16,12,4,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Physical Sciences,19,14,5,17,13,4,1,,1,0,0,0,1,1,,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Psychology,174,49,125,170,46,124,2,1,1,0,0,0,2,2,,0,0,0,0,0,0,0,0,0
1989-1990,221999,Vanderbilt University,Bachelor's degree,Social Sciences,352,220,132,332,211,121,6,1,5,2,1,1,7,4,3,1,1,,0,0,0,4,2,2
1989-1990,221999,Vanderbilt University,Bachelor's degree,Visual and Performing Arts,39,7,32,38,7,31,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,0
