Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2011-2012,152080,University of Notre Dame,Bachelor's degree,Engineering,'14',First major,256,183,73,1,1,0,10,5,5,2,2,0,18,13,5,0,0,0,209,153,56,7,1,6,2,2,0,7,6,1,10,5,5
2011-2012,152080,University of Notre Dame,Bachelor's degree,English Language and Literature/Letters,'23',First major,77,25,52,0,0,0,4,1,3,1,0,1,2,0,2,0,0,0,65,22,43,5,2,3,0,0,0,0,0,0,4,1,3
2011-2012,152080,University of Notre Dame,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,44,9,35,1,0,1,1,0,1,1,1,0,10,2,8,0,0,0,30,6,24,1,0,1,0,0,0,0,0,0,1,0,1
2011-2012,152080,University of Notre Dame,Bachelor's degree,Health Professions and Related Programs,'51',First major,102,54,48,0,0,0,17,9,8,2,2,0,9,7,2,0,0,0,71,34,37,2,1,1,0,0,0,1,1,0,17,9,8
2011-2012,152080,University of Notre Dame,Bachelor's degree,Natural Resources and Conservation,'03',First major,16,8,8,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,1,0,1
2011-2012,152080,University of Notre Dame,Bachelor's degree,Physical Sciences,'40',First major,36,22,14,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,29,17,12,2,2,0,0,0,0,1,1,0,0,0,0
2011-2012,152080,University of Notre Dame,Bachelor's degree,Theology and Religious Vocations,'39',First major,19,9,10,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics and Statistics,'27',First major,42,28,14,1,1,0,5,4,1,1,0,1,0,0,0,0,0,0,28,18,10,0,0,0,4,2,2,3,3,0,5,4,1
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,20,5,15,4,1,3,0,0,0,3,0,3,2,2,0,0,0,0,10,1,9,0,0,0,1,1,0,0,0,0,0,0,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,641,335,306,34,13,21,43,22,21,30,13,17,6,3,3,1,0,1,449,249,200,5,3,2,54,25,29,19,7,12,44,22,22
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,370,135,235,21,4,17,4,2,2,15,6,9,14,8,6,0,0,0,288,107,181,1,0,1,27,8,19,0,0,0,4,2,2
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,30,24,6,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,20,18,2,0,0,0,3,2,1,2,1,1,4,2,2
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Transportation and Materials Moving,'49',First major,45,39,6,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,36,31,5,0,0,0,5,4,1,0,0,0,0,0,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering,'14',First major,366,295,71,11,9,2,24,17,7,17,11,6,8,7,1,0,0,0,231,192,39,3,3,0,39,30,9,33,26,7,24,17,7
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,English Language and Literature/Letters,'23',First major,69,22,47,5,0,5,1,1,0,3,2,1,2,2,0,0,0,0,54,16,38,1,0,1,3,1,2,0,0,0,1,1,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,History,'54',First major,71,41,30,5,3,2,1,1,0,0,0,0,2,1,1,0,0,0,49,32,17,1,0,1,12,3,9,1,1,0,1,1,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,39,22,17,3,2,1,2,1,1,6,4,2,1,1,0,0,0,0,24,12,12,0,0,0,3,2,1,0,0,0,2,1,1
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,230,99,131,13,6,7,6,2,4,14,5,9,7,4,3,1,1,0,152,66,86,7,1,6,30,14,16,0,0,0,7,3,4
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Philosophy and Religious Studies,'38',First major,27,17,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,18,14,4,0,0,0,6,1,5,0,0,0,0,0,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,43,13,30,1,1,0,1,0,1,7,2,5,2,0,2,0,0,0,26,8,18,1,1,0,5,1,4,0,0,0,1,0,1
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Architecture and Related Services,'04',First major,36,24,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,31,21,10,0,0,0,3,2,1,0,0,0,1,1,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,251,126,125,12,6,6,60,33,27,7,2,5,2,0,2,0,0,0,134,66,68,3,2,1,28,13,15,5,4,1,60,33,27
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,65,19,46,2,1,1,3,1,2,1,0,1,1,1,0,0,0,0,48,15,33,4,0,4,5,1,4,1,0,1,3,1,2
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,547,246,301,40,19,21,24,10,14,40,22,18,11,4,7,1,0,1,324,144,180,9,6,3,89,38,51,9,3,6,25,10,15
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Natural Resources and Conservation,'03',First major,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,103,40,63,11,4,7,9,5,4,4,0,4,2,0,2,0,0,0,65,26,39,2,1,1,10,4,6,0,0,0,9,5,4
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,'13',First major,156,29,127,6,1,5,3,1,2,6,1,5,3,1,2,0,0,0,126,24,102,4,0,4,8,1,7,0,0,0,3,1,2
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Physical Sciences,'40',First major,112,77,35,3,2,1,4,3,1,6,2,4,2,2,0,0,0,0,84,60,24,2,1,1,6,2,4,5,5,0,4,3,1
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Psychology,'42',First major,149,43,106,12,0,12,13,6,7,10,2,8,4,1,3,0,0,0,90,27,63,3,0,3,16,6,10,1,1,0,13,6,7
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences,'45',First major,262,125,137,19,8,11,11,7,4,14,2,12,8,3,5,1,0,1,191,94,97,1,1,0,16,9,7,1,1,0,12,7,5
2011-2012,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,'50',First major,203,81,122,10,5,5,6,1,5,9,6,3,3,0,3,0,0,0,163,66,97,0,0,0,12,3,9,0,0,0,6,1,5
2011-2012,209551,University of Oregon,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,38,11,27,2,0,2,1,0,1,3,2,1,4,0,4,0,0,0,27,9,18,0,0,0,1,0,1,0,0,0,1,0,1
2011-2012,209551,University of Oregon,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,269,126,143,5,3,2,27,11,16,5,2,3,11,2,9,2,0,2,199,96,103,4,4,0,13,6,7,3,2,1,29,11,18
2011-2012,209551,University of Oregon,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,433,162,271,3,0,3,15,4,11,6,1,5,16,7,9,8,3,5,346,125,221,9,5,4,16,9,7,14,8,6,23,7,16
2011-2012,209551,University of Oregon,Bachelor's degree,Education,'13',First major,75,8,67,4,1,3,2,0,2,0,0,0,5,1,4,1,0,1,62,6,56,0,0,0,1,0,1,0,0,0,3,0,3
2011-2012,209551,University of Oregon,Bachelor's degree,Natural Resources and Conservation,'03',First major,126,63,63,4,1,3,4,3,1,1,0,1,5,3,2,2,1,1,100,52,48,1,0,1,9,3,6,0,0,0,6,4,2
2011-2012,209551,University of Oregon,Bachelor's degree,Psychology,'42',First major,366,129,237,2,0,2,14,6,8,10,2,8,18,4,14,3,2,1,274,101,173,6,2,4,22,6,16,17,6,11,17,8,9
2011-2012,209551,University of Oregon,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,131,29,102,4,0,4,4,1,3,3,1,2,7,1,6,0,0,0,101,21,80,2,2,0,9,3,6,1,0,1,4,1,3
2011-2012,209551,University of Oregon,Bachelor's degree,Architecture and Related Services,'04',First major,99,46,53,0,0,0,6,3,3,1,1,0,4,3,1,2,0,2,73,31,42,1,1,0,6,5,1,6,2,4,8,3,5
2011-2012,209551,University of Oregon,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,628,411,217,3,3,0,50,32,18,6,5,1,16,10,6,1,0,1,421,284,137,7,3,4,25,20,5,99,54,45,51,32,19
2011-2012,209551,University of Oregon,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,34,29,5,0,0,0,4,3,1,0,0,0,1,1,0,1,0,1,20,19,1,0,0,0,3,3,0,5,3,2,5,3,2
2011-2012,209551,University of Oregon,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,209,65,144,3,1,2,11,5,6,3,2,1,11,2,9,1,1,0,153,48,105,5,1,4,15,4,11,7,1,6,12,6,6
2011-2012,209551,University of Oregon,Bachelor's degree,Social Sciences,'45',First major,883,547,336,11,7,4,45,28,17,16,12,4,39,23,16,3,2,1,638,385,253,15,11,4,62,36,26,54,43,11,48,30,18
2011-2012,209551,University of Oregon,Bachelor's degree,History,'54',First major,133,88,45,0,0,0,1,1,0,2,1,1,3,2,1,2,2,0,118,78,40,2,0,2,5,4,1,0,0,0,3,3,0
2011-2012,209551,University of Oregon,Bachelor's degree,Mathematics and Statistics,'27',First major,40,24,16,0,0,0,2,1,1,0,0,0,2,1,1,1,1,0,25,17,8,0,0,0,4,3,1,6,1,5,3,2,1
2011-2012,209551,University of Oregon,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,191,70,121,2,0,2,12,4,8,4,2,2,5,1,4,0,0,0,135,51,84,4,3,1,17,5,12,12,4,8,12,4,8
2011-2012,209551,University of Oregon,Bachelor's degree,Philosophy and Religious Studies,'38',First major,61,40,21,1,1,0,3,1,2,1,0,1,4,4,0,1,0,1,47,33,14,0,0,0,3,1,2,1,0,1,4,1,3
2011-2012,209551,University of Oregon,Bachelor's degree,Physical Sciences,'40',First major,45,27,18,0,0,0,5,2,3,0,0,0,2,2,0,0,0,0,33,21,12,1,0,1,4,2,2,0,0,0,5,2,3
2011-2012,209551,University of Oregon,Bachelor's degree,English Language and Literature/Letters,'23',First major,149,59,90,0,0,0,4,2,2,1,1,0,3,1,2,1,0,1,129,50,79,1,0,1,10,5,5,0,0,0,5,2,3
2011-2012,209551,University of Oregon,Bachelor's degree,Health Professions and Related Programs,'51',First major,39,2,37,1,0,1,1,0,1,2,0,2,2,0,2,0,0,0,29,2,27,0,0,0,1,0,1,3,0,3,1,0,1
2011-2012,209551,University of Oregon,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,16,5,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,3,9,0,0,0,3,2,1,0,0,0,1,0,1
2011-2012,209551,University of Oregon,Bachelor's degree,Visual and Performing Arts,'50',First major,307,125,182,1,0,1,11,6,5,3,1,2,11,6,5,0,0,0,248,102,146,7,1,6,11,6,5,15,3,12,11,6,5
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,326,78,248,2,0,2,8,3,5,21,4,17,15,3,12,0,0,0,264,64,200,13,3,10,2,1,1,1,0,1,8,3,5
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,43,35,8,0,0,0,3,2,1,6,2,4,0,0,0,0,0,0,31,28,3,1,1,0,0,0,0,2,2,0,3,2,1
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,English Language and Literature/Letters,'23',First major,134,43,91,0,0,0,0,0,0,11,1,10,5,3,2,0,0,0,111,37,74,6,1,5,1,1,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,127,95,32,1,1,0,1,1,0,15,11,4,3,3,0,0,0,0,103,76,27,3,2,1,1,1,0,0,0,0,1,1,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Social Sciences,'45',First major,394,217,177,2,1,1,2,1,1,50,30,20,10,5,5,1,0,1,306,171,135,19,7,12,1,0,1,3,2,1,3,1,2
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,18,6,12,0,0,0,0,0,0,11,4,7,1,0,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1219,654,565,1,1,0,31,11,20,106,54,52,50,26,24,3,1,2,959,523,436,25,14,11,11,6,5,33,18,15,34,12,22
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Health Professions and Related Programs,'51',First major,280,33,247,1,0,1,7,2,5,31,4,27,4,2,2,0,0,0,225,24,201,9,1,8,1,0,1,2,0,2,7,2,5
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Homeland Security- Law Enforcement- Firefighting- and Related Protective Service,'43',First major,185,113,72,2,0,2,2,2,0,40,18,22,9,6,3,0,0,0,123,81,42,7,4,3,2,2,0,0,0,0,2,2,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,82,26,56,0,0,0,1,1,0,24,3,21,5,1,4,0,0,0,48,19,29,3,1,2,1,1,0,0,0,0,1,1,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics and Statistics,'27',First major,47,28,19,0,0,0,1,1,0,7,3,4,2,2,0,0,0,0,34,20,14,0,0,0,0,0,0,3,2,1,1,1,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,17,1,16,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,0,12,1,1,0,0,0,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,476,177,299,1,0,1,28,10,18,53,14,39,12,2,10,1,0,1,359,137,222,18,10,8,1,1,0,3,3,0,29,10,19
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Education,'13',First major,195,18,177,1,0,1,0,0,0,14,2,12,3,1,2,0,0,0,172,13,159,3,1,2,2,1,1,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Engineering,'14',First major,249,209,40,0,0,0,16,12,4,16,13,3,7,5,2,0,0,0,185,157,28,8,6,2,2,2,0,15,14,1,16,12,4
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,History,'54',First major,109,76,33,0,0,0,1,0,1,6,3,3,4,2,2,1,1,0,93,66,27,4,4,0,0,0,0,0,0,0,2,1,1
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Philosophy and Religious Studies,'38',First major,17,13,4,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,14,11,3,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,39,8,31,1,0,1,0,0,0,3,0,3,3,0,3,0,0,0,31,8,23,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Natural Resources and Conservation,'03',First major,11,7,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,6,3,1,0,1,0,0,0,0,0,0,0,0,0
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,'40',First major,68,40,28,0,0,0,4,2,2,3,1,2,1,0,1,0,0,0,52,32,20,3,2,1,2,1,1,3,2,1,4,2,2
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Visual and Performing Arts,'50',First major,246,104,142,0,0,0,5,1,4,31,14,17,10,5,5,0,0,0,185,77,108,14,7,7,0,0,0,1,0,1,5,1,4
2011-2012,218663,University of South Carolina-Columbia,Bachelor's degree,Psychology,'42',First major,274,68,206,1,0,1,2,0,2,48,12,36,7,0,7,0,0,0,208,55,153,6,1,5,2,0,2,0,0,0,2,0,2
2011-2012,123961,University of Southern California,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,31,24,7,0,0,0,7,4,3,4,3,1,1,1,0,0,0,0,15,12,3,1,1,0,0,0,0,3,3,0,7,4,3
2011-2012,123961,University of Southern California,Bachelor's degree,Engineering,'14',First major,419,293,126,0,0,0,108,78,30,5,2,3,50,36,14,0,0,0,184,125,59,25,16,9,4,3,1,43,33,10,108,78,30
2011-2012,123961,University of Southern California,Bachelor's degree,English Language and Literature/Letters,'23',First major,77,27,50,0,0,0,9,1,8,3,1,2,17,8,9,0,0,0,33,13,20,7,1,6,6,2,4,2,1,1,9,1,8
2011-2012,123961,University of Southern California,Bachelor's degree,History,'54',First major,36,15,21,0,0,0,1,0,1,1,0,1,10,4,6,0,0,0,20,8,12,4,3,1,0,0,0,0,0,0,1,0,1
2011-2012,123961,University of Southern California,Bachelor's degree,Psychology,'42',First major,206,52,154,0,0,0,40,5,35,12,4,8,34,10,24,1,0,1,84,29,55,11,1,10,3,1,2,21,2,19,41,5,36
2011-2012,123961,University of Southern California,Bachelor's degree,Visual and Performing Arts,'50',First major,566,273,293,3,2,1,78,30,48,19,7,12,70,29,41,0,0,0,336,180,156,29,11,18,10,5,5,21,9,12,78,30,48
2011-2012,123961,University of Southern California,Bachelor's degree,Architecture and Related Services,'04',First major,110,57,53,1,1,0,44,19,25,1,0,1,17,10,7,0,0,0,35,25,10,6,0,6,0,0,0,6,2,4,44,19,25
2011-2012,123961,University of Southern California,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,1167,683,484,2,2,0,331,176,155,32,14,18,107,63,44,0,0,0,394,262,132,44,27,17,10,8,2,247,131,116,331,176,155
2011-2012,123961,University of Southern California,Bachelor's degree,Health Professions and Related Programs,'51',First major,141,29,112,0,0,0,45,8,37,7,2,5,25,6,19,0,0,0,47,9,38,5,1,4,4,2,2,8,1,7,45,8,37
2011-2012,123961,University of Southern California,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,36,9,27,0,0,0,8,1,7,4,1,3,3,1,2,0,0,0,17,6,11,2,0,2,1,0,1,1,0,1,8,1,7
2011-2012,123961,University of Southern California,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',First major,64,29,35,0,0,0,18,9,9,4,0,4,8,5,3,0,0,0,27,12,15,4,1,3,1,1,0,2,1,1,18,9,9
2011-2012,123961,University of Southern California,Bachelor's degree,Social Sciences,'45',First major,637,315,322,1,1,0,112,47,65,33,13,20,98,49,49,0,0,0,252,131,121,33,14,19,17,10,7,91,50,41,112,47,65
2011-2012,123961,University of Southern California,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,292,111,181,0,0,0,131,45,86,6,0,6,21,11,10,1,1,0,101,41,60,14,4,10,3,2,1,15,7,8,132,46,86
2011-2012,123961,University of Southern California,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,401,87,314,3,0,3,50,9,41,28,7,21,64,13,51,0,0,0,217,50,167,15,2,13,6,5,1,18,1,17,50,9,41
2011-2012,123961,University of Southern California,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,75,19,56,0,0,0,21,5,16,2,0,2,15,1,14,0,0,0,30,10,20,5,3,2,1,0,1,1,0,1,21,5,16
2011-2012,123961,University of Southern California,Bachelor's degree,Mathematics and Statistics,'27',First major,32,18,14,0,0,0,11,7,4,0,0,0,5,3,2,0,0,0,8,4,4,2,0,2,0,0,0,6,4,2,11,7,4
2011-2012,123961,University of Southern California,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,20,5,15,0,0,0,3,1,2,5,0,5,4,2,2,0,0,0,3,0,3,3,1,2,1,0,1,1,1,0,3,1,2
2011-2012,123961,University of Southern California,Bachelor's degree,Natural Resources and Conservation,'03',First major,35,15,20,0,0,0,6,2,4,1,0,1,7,3,4,0,0,0,17,7,10,2,1,1,0,0,0,2,2,0,6,2,4
2011-2012,123961,University of Southern California,Bachelor's degree,Philosophy and Religious Studies,'38',First major,46,30,16,0,0,0,2,1,1,2,1,1,12,8,4,0,0,0,24,15,9,2,2,0,2,2,0,2,1,1,2,1,1
2011-2012,123961,University of Southern California,Bachelor's degree,Physical Sciences,'40',First major,29,15,14,0,0,0,6,2,4,1,0,1,5,1,4,0,0,0,14,9,5,1,1,0,2,2,0,0,0,0,6,2,4
2011-2012,123961,University of Southern California,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,119,79,40,1,0,1,20,10,10,13,8,5,19,11,8,0,0,0,58,43,15,6,6,0,2,1,1,0,0,0,20,10,10
2011-2012,230728,Utah State University,Bachelor's degree,Biological and Biomedical Sciences,'26',First major,107,73,34,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,98,69,29,0,0,0,4,2,2,1,0,1,1,0,1
2011-2012,230728,Utah State University,Bachelor's degree,Education,'13',First major,439,101,338,0,0,0,2,0,2,0,0,0,9,5,4,0,0,0,418,92,326,1,0,1,7,4,3,2,0,2,2,0,2
2011-2012,230728,Utah State University,Bachelor's degree,English Language and Literature/Letters,'23',First major,100,30,70,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,93,28,65,0,0,0,3,2,1,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Liberal Arts and Sciences- General Studies and Humanities,'24',First major,66,38,28,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,61,35,26,0,0,0,1,0,1,1,1,0,2,1,1
2011-2012,230728,Utah State University,Bachelor's degree,Physical Sciences,'40',First major,28,23,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,22,5,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Public Administration and Social Service Professions,'44',First major,55,5,50,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,49,5,44,0,0,0,2,0,2,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Agriculture- Agriculture Operations and Related Sciences,'01',First major,90,53,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,84,50,34,0,0,0,5,3,2,0,0,0,1,0,1
2011-2012,230728,Utah State University,Bachelor's degree,Computer and Information Sciences and Support Services,'11',First major,76,72,4,0,0,0,2,1,1,0,0,0,4,3,1,0,0,0,61,59,2,0,0,0,2,2,0,7,7,0,2,1,1
2011-2012,230728,Utah State University,Bachelor's degree,Family and Consumer Sciences/Human Sciences,'19',First major,143,20,123,2,0,2,0,0,0,0,0,0,6,0,6,0,0,0,123,18,105,3,0,3,7,0,7,2,2,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Legal Professions and Studies,'22',First major,21,17,4,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,17,13,4,0,0,0,1,1,0,0,0,0,2,2,0
2011-2012,230728,Utah State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',First major,173,75,98,3,0,3,2,1,1,16,14,2,7,4,3,1,1,0,132,50,82,1,0,1,6,2,4,5,3,2,3,2,1
2011-2012,230728,Utah State University,Bachelor's degree,Natural Resources and Conservation,'03',First major,28,16,12,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,23,16,7,0,0,0,3,0,3,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Transportation and Materials Moving,'49',First major,11,10,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,7,7,0,0,0,0,1,1,0,1,1,0,1,0,1
2011-2012,230728,Utah State University,Bachelor's degree,Visual and Performing Arts,'50',First major,129,40,89,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,117,37,80,1,1,0,5,2,3,1,0,1,2,0,2
2011-2012,230728,Utah State University,Bachelor's degree,Architecture and Related Services,'04',First major,27,16,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,24,15,9,0,0,0,1,0,1,1,1,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Area- Ethnic- Cultural- Gender- and Group Studies,'05',First major,38,14,24,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,34,13,21,0,0,0,1,0,1,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Engineering,'14',First major,210,179,31,2,0,2,1,1,0,0,0,0,4,4,0,0,0,0,173,151,22,0,0,0,8,5,3,22,18,4,1,1,0
2011-2012,230728,Utah State University,Bachelor's degree,Health Professions and Related Programs,'51',First major,318,45,273,0,0,0,11,3,8,11,0,11,77,11,66,2,0,2,194,28,166,3,0,3,18,2,16,2,1,1,13,3,10
2011-2012,230728,Utah State University,Bachelor's degree,Mechanic and Repair Technologies/Technicians,'47',First major,13,13,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,7,7,0,0,0,0,0,0,0,4,4,0,1,1,0
2011-2012,230728,Utah State University,Bachelor's degree,Philosophy and Religious Studies,'38',First major,16,14,2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,13,12,1,0,0,0,0,0,0,0,0,0,2,2,0
2011-2012,230728,Utah State University,Bachelor's degree,Social Sciences,'45',First major,406,243,163,0,0,0,7,3,4,2,1,1,11,6,5,3,3,0,189,125,64,1,0,1,163,84,79,30,21,9,10,6,4
2011-2012,230728,Utah State University,Bachelor's degree,Business- Management- Marketing- and Related Support Services,'52',First major,537,367,170,1,1,0,10,4,6,6,5,1,18,8,10,3,3,0,432,302,130,3,1,2,26,16,10,38,27,11,13,7,6
2011-2012,230728,Utah State University,Bachelor's degree,Communication- Journalism- and Related Programs,'09',First major,81,25,56,1,0,1,0,0,0,1,1,0,3,0,3,0,0,0,71,23,48,1,0,1,2,0,2,2,1,1,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Foreign Languages- Literatures- and Linguistics,'16',First major,37,24,13,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,34,23,11,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,History,'54',First major,74,41,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,71,40,31,0,0,0,2,0,2,0,0,0,0,0,0
2011-2012,230728,Utah State University,Bachelor's degree,Mathematics and Statistics,'27',First major,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,6,0,0,0,2,1,1,0,0,0,0,0,0
