Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1995-1996,135726,University of Miami,Bachelor's degree,Engineering,136,110,26,43,38,5,10,5,5,35,27,8,11,8,3,1,1,0,2,2,0,34,29,5
1995-1996,135726,University of Miami,Bachelor's degree,Social Sciences and History,124,63,61,66,37,29,14,5,9,34,15,19,3,1,2,1,1,0,0,0,0,6,4,2
1995-1996,135726,University of Miami,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,18,6,12,12,2,10,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Conservation and Renewable Natural Resources,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Communications,130,42,88,81,29,52,8,2,6,27,5,22,4,1,3,0,0,0,1,1,0,9,4,5
1995-1996,135726,University of Miami,Bachelor's degree,Protective Services,23,10,13,15,8,7,2,1,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Education,19,12,7,12,7,5,1,1,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Computer and Information Sciences,28,18,10,14,9,5,2,2,0,3,2,1,1,0,1,0,0,0,0,0,0,8,5,3
1995-1996,135726,University of Miami,Bachelor's degree,Biological Science/Life Sciences,175,95,80,98,59,39,6,1,5,39,21,18,20,7,13,0,0,0,1,1,0,11,6,5
1995-1996,135726,University of Miami,Bachelor's degree,Architecture and Related Programs,61,46,15,20,18,2,2,2,0,27,19,8,2,1,1,0,0,0,0,0,0,10,6,4
1995-1996,135726,University of Miami,Bachelor's degree,Health Professions and Related Sciences,171,48,123,72,20,52,21,2,19,60,19,41,11,4,7,3,3,0,3,0,3,1,0,1
1995-1996,135726,University of Miami,Bachelor's degree,English Language and Literature/Letters,67,24,43,37,14,23,8,4,4,14,4,10,3,1,2,1,0,1,2,1,1,2,0,2
1995-1996,135726,University of Miami,Bachelor's degree,Mathematics,12,8,4,6,2,4,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0
1995-1996,135726,University of Miami,Bachelor's degree,Visual and Performing Arts,192,109,83,117,71,46,4,2,2,45,21,24,6,4,2,0,0,0,2,2,0,18,9,9
1995-1996,135726,University of Miami,Bachelor's degree,Public Administration and Services,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Psychology,171,54,117,85,32,53,10,1,9,48,14,34,13,4,9,2,0,2,3,2,1,10,1,9
1995-1996,135726,University of Miami,Bachelor's degree,Law and Legal Studies,10,4,6,5,2,3,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
1995-1996,135726,University of Miami,Bachelor's degree,Physical Sciences,52,30,22,37,21,16,2,0,2,6,4,2,2,2,0,1,1,0,1,0,1,3,2,1
1995-1996,135726,University of Miami,Bachelor's degree,Philosophy and Religion,9,6,3,6,5,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,135726,University of Miami,Bachelor's degree,Area- Ethnic and Cultural Studies,4,0,4,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,135726,University of Miami,Bachelor's degree,Business Management and Administrative Services,360,217,143,160,107,53,22,12,10,68,39,29,11,5,6,0,0,0,15,6,9,84,48,36
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Communications,193,79,114,145,64,81,18,2,16,11,5,6,10,3,7,1,1,0,4,3,1,4,1,3
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Area- Ethnic and Cultural Studies,85,25,60,42,11,31,13,3,10,10,2,8,11,2,9,1,0,1,6,5,1,2,2,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,167,98,69,117,71,46,28,14,14,5,1,4,6,3,3,3,3,0,7,5,2,1,1,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Education,101,35,66,85,30,55,10,3,7,2,1,1,2,1,1,2,0,2,0,0,0,0,0,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences and History,832,477,355,616,364,252,40,15,25,40,24,16,73,33,40,4,3,1,26,19,7,33,19,14
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Related Programs,95,59,36,76,46,30,2,0,2,1,1,0,11,7,4,1,1,0,0,0,0,4,4,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Engineering,1057,806,251,765,590,175,44,23,21,25,18,7,128,92,36,4,4,0,34,30,4,57,49,8
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Visual and Performing Arts,298,108,190,231,83,148,19,9,10,12,2,10,18,6,12,2,1,1,7,2,5,9,5,4
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics,69,41,28,54,33,21,2,1,1,0,0,0,7,5,2,0,0,0,1,0,1,5,2,3
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Conservation and Renewable Natural Resources,87,35,52,78,31,47,0,0,0,2,2,0,3,0,3,0,0,0,3,1,2,1,1,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business Management and Administrative Services,286,151,135,209,116,93,18,5,13,12,8,4,24,9,15,1,1,0,1,0,1,21,12,9
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Biological Science/Life Sciences,437,234,203,286,153,133,23,10,13,14,8,6,93,52,41,2,0,2,12,7,5,7,4,3
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Professions and Related Sciences,210,12,198,160,6,154,21,1,20,3,1,2,18,2,16,5,1,4,3,1,2,0,0,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Multi/Interdisciplinary Studies,155,71,84,119,54,65,3,0,3,2,1,1,23,12,11,1,0,1,4,2,2,3,2,1
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Philosophy and Religion,42,33,9,36,28,8,0,0,0,0,0,0,3,3,0,0,0,0,3,2,1,0,0,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Computer and Information Sciences,58,45,13,35,29,6,4,3,1,1,1,0,7,7,0,1,1,0,1,1,0,9,3,6
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,110,57,53,97,49,48,4,1,3,4,2,2,3,3,0,0,0,0,1,1,0,1,1,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Foreign Languages and Literatures,123,39,84,87,25,62,3,0,3,15,5,10,9,5,4,0,0,0,5,3,2,4,1,3
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,107,77,30,79,54,25,4,2,2,4,3,1,14,12,2,1,1,0,1,1,0,4,4,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,English Language and Literature/Letters,359,136,223,278,110,168,31,6,25,12,8,4,24,7,17,0,0,0,13,4,9,1,1,0
1995-1996,170976,University of Michigan-Ann Arbor,Bachelor's degree,Psychology,542,157,385,407,121,286,40,8,32,25,9,16,46,15,31,7,0,7,11,2,9,6,2,4
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Multi/Interdisciplinary Studies,35,11,24,32,9,23,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Business and Production,115,96,19,113,95,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Biological Science/Life Sciences,139,71,68,125,61,64,2,2,0,2,0,2,7,6,1,0,0,0,2,2,0,1,0,1
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Conservation and Renewable Natural Resources,53,39,14,50,37,13,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Professions and Related Sciences,58,8,50,53,7,46,1,1,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,65,28,37,61,25,36,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering-Related Technologies,76,72,4,69,66,3,2,2,0,0,0,0,1,1,0,0,0,0,4,3,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Mathematics,36,21,15,32,17,15,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Architecture and Related Programs,69,40,29,67,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religion,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Area- Ethnic and Cultural Studies,6,2,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences,27,21,6,19,17,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6,3,3
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Education,280,97,183,270,94,176,0,0,0,4,0,4,0,0,0,1,1,0,4,2,2,1,0,1
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,193,64,129,185,63,122,4,0,4,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,English Language and Literature/Letters,94,44,50,84,42,42,2,1,1,4,0,4,1,0,1,0,0,0,3,1,2,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Communications,192,89,103,176,84,92,4,2,2,3,1,2,2,0,2,0,0,0,2,1,1,5,1,4
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Physical Sciences,43,36,7,38,32,6,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,2,1,1
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Foreign Languages and Literatures,24,7,17,22,7,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Business Management and Administrative Services,571,323,248,447,263,184,6,4,2,6,4,2,18,5,13,0,0,0,6,5,1,88,42,46
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering,258,222,36,209,176,33,4,3,1,3,3,0,7,6,1,0,0,0,5,5,0,30,29,1
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Sciences,109,76,33,107,76,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Social Sciences and History,208,124,84,190,116,74,8,4,4,4,2,2,0,0,0,0,0,0,1,1,0,5,1,4
1995-1996,181464,University of Nebraska-Lincoln,Bachelor's degree,Home Economics- General,174,20,154,159,14,145,10,5,5,0,0,0,2,0,2,0,0,0,2,1,1,1,0,1
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Public Administration and Services,37,14,23,24,11,13,11,3,8,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Professions and Related Sciences,472,86,386,420,76,344,25,4,21,4,2,2,16,2,14,5,2,3,0,0,0,2,0,2
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area- Ethnic and Cultural Studies,139,40,99,104,27,77,22,7,15,5,2,3,6,3,3,0,0,0,0,0,0,2,1,1
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Philosophy and Religion,34,24,10,33,23,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Business Management and Administrative Services,385,210,175,323,183,140,30,12,18,4,2,2,16,5,11,2,2,0,0,0,0,10,6,4
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,159,38,121,141,34,107,11,3,8,3,1,2,3,0,3,1,0,1,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Protective Services,4,0,4,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Social Sciences and History,645,358,287,550,315,235,57,24,33,9,7,2,17,4,13,3,2,1,0,0,0,9,6,3
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Physical Sciences,148,89,59,117,69,48,8,5,3,1,1,0,18,10,8,1,1,0,0,0,0,3,3,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics,71,42,29,61,35,26,5,3,2,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Psychology,357,97,260,283,79,204,43,10,33,3,1,2,18,4,14,8,2,6,0,0,0,2,1,1
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Biological Science/Life Sciences,398,180,218,317,148,169,43,13,30,3,2,1,25,12,13,3,1,2,0,0,0,7,4,3
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communications,398,125,273,338,107,231,41,13,28,3,0,3,11,4,7,1,0,1,0,0,0,4,1,3
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,23,4,19,23,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,56,19,37,48,17,31,3,1,2,1,0,1,3,0,3,0,0,0,0,0,0,1,1,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,English Language and Literature/Letters,217,78,139,195,71,124,15,4,11,2,2,0,3,1,2,1,0,1,0,0,0,1,0,1
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages and Literatures,63,22,41,56,21,35,5,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Multi/Interdisciplinary Studies,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,11,6,5,8,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
1995-1996,152080,University of Notre Dame,Bachelor's degree,English Language and Literature/Letters,124,53,71,111,47,64,4,1,3,3,2,1,4,1,3,0,0,0,0,0,0,2,2,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Mathematics,46,20,26,45,20,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Philosophy and Religion,12,9,3,9,6,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Computer and Information Sciences,28,21,7,23,17,6,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Biological Science/Life Sciences,113,46,67,94,37,57,3,1,2,7,3,4,7,3,4,0,0,0,0,0,0,2,2,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Engineering,254,201,53,218,172,46,6,4,2,7,5,2,13,12,1,0,0,0,0,0,0,10,8,2
1995-1996,152080,University of Notre Dame,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,41,22,19,33,17,16,0,0,0,5,4,1,3,1,2,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Theological Studies and Religious Vocations,16,8,8,13,7,6,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Architecture and Related Programs,42,27,15,30,22,8,3,1,2,3,2,1,4,1,3,0,0,0,0,0,0,2,1,1
1995-1996,152080,University of Notre Dame,Bachelor's degree,Physical Sciences,24,17,7,20,15,5,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Visual and Performing Arts,72,34,38,63,29,34,3,2,1,3,3,0,1,0,1,1,0,1,0,0,0,1,0,1
1995-1996,152080,University of Notre Dame,Bachelor's degree,Area- Ethnic and Cultural Studies,25,12,13,24,12,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Health Professions and Related Sciences,172,110,62,146,98,48,2,1,1,7,3,4,13,7,6,0,0,0,0,0,0,4,1,3
1995-1996,152080,University of Notre Dame,Bachelor's degree,Foreign Languages and Literatures,21,8,13,19,7,12,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1995-1996,152080,University of Notre Dame,Bachelor's degree,Business Management and Administrative Services,512,335,177,442,287,155,9,6,3,28,18,10,14,9,5,1,1,0,0,0,0,18,14,4
1995-1996,152080,University of Notre Dame,Bachelor's degree,Psychology,110,30,80,85,23,62,3,0,3,14,4,10,3,0,3,1,0,1,0,0,0,4,3,1
1995-1996,152080,University of Notre Dame,Bachelor's degree,Social Sciences and History,331,167,164,282,144,138,9,4,5,24,11,13,14,7,7,1,1,0,0,0,0,1,0,1
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering,306,253,53,140,113,27,18,10,8,15,14,1,26,21,5,10,10,0,0,0,0,97,85,12
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications Technologies,16,9,7,9,6,3,2,1,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences,24,20,4,12,11,1,1,1,0,1,1,0,4,3,1,0,0,0,0,0,0,6,4,2
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,226,67,159,194,53,141,8,5,3,6,4,2,2,0,2,16,5,11,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages and Literatures,43,12,31,34,10,24,2,0,2,4,2,2,1,0,1,2,0,2,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Physical Sciences,62,47,15,53,42,11,2,0,2,1,1,0,2,1,1,1,1,0,0,0,0,3,2,1
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Engineering-Related Technologies,17,15,2,14,12,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Biological Science/Life Sciences,138,68,70,106,53,53,6,1,5,5,1,4,13,8,5,6,4,2,0,0,0,2,1,1
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,12,6,6,11,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Psychology,106,30,76,77,23,54,8,1,7,2,0,2,10,3,7,8,2,6,0,0,0,1,1,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences and History,243,135,108,196,110,86,15,5,10,11,6,5,7,4,3,11,8,3,0,0,0,3,2,1
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Health Professions and Related Sciences,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Architecture and Related Programs,34,29,5,23,21,2,2,2,0,0,0,0,5,4,1,0,0,0,0,0,0,4,2,2
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Home Economics- General,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Area- Ethnic and Cultural Studies,13,6,7,9,3,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications,186,72,114,146,59,87,11,4,7,9,2,7,1,1,0,10,4,6,0,0,0,9,2,7
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics,13,7,6,11,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,99,43,56,75,32,43,6,3,3,4,3,1,2,1,1,6,4,2,0,0,0,6,0,6
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Administration and Services,58,14,44,42,11,31,4,1,3,6,1,5,0,0,0,6,1,5,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Protective Services,12,9,3,9,7,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Marketing Operations/Marketing and Distribution,103,67,36,69,49,20,7,4,3,3,3,0,4,1,3,3,2,1,0,0,0,17,8,9
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,English Language and Literature/Letters,92,30,62,85,27,58,1,0,1,0,0,0,1,1,0,5,2,3,0,0,0,0,0,0
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Business Management and Administrative Services,413,259,154,278,189,89,22,8,14,7,5,2,28,10,18,18,11,7,0,0,0,60,36,24
1995-1996,207500,University of Oklahoma Norman Campus,Bachelor's degree,Philosophy and Religion,17,13,4,15,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1995-1996,209551,University of Oregon,Bachelor's degree,Physical Sciences,53,41,12,41,33,8,0,0,0,2,2,0,2,0,2,0,0,0,4,3,1,4,3,1
1995-1996,209551,University of Oregon,Bachelor's degree,Public Administration and Services,26,16,10,21,14,7,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1995-1996,209551,University of Oregon,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,19,8,11,17,7,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1995-1996,209551,University of Oregon,Bachelor's degree,Communications,227,66,161,178,49,129,1,1,0,5,1,4,14,6,8,1,1,0,11,1,10,17,7,10
1995-1996,209551,University of Oregon,Bachelor's degree,Education,10,6,4,9,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1995-1996,209551,University of Oregon,Bachelor's degree,Social Sciences and History,659,361,298,486,273,213,10,6,4,15,8,7,21,6,15,7,3,4,42,21,21,78,44,34
1995-1996,209551,University of Oregon,Bachelor's degree,Area- Ethnic and Cultural Studies,18,9,9,9,6,3,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,4,0,4
1995-1996,209551,University of Oregon,Bachelor's degree,Business Management and Administrative Services,472,281,191,238,152,86,3,3,0,6,4,2,41,20,21,3,2,1,11,9,2,170,91,79
1995-1996,209551,University of Oregon,Bachelor's degree,Visual and Performing Arts,196,88,108,131,59,72,2,1,1,6,2,4,15,6,9,3,1,2,16,8,8,23,11,12
1995-1996,209551,University of Oregon,Bachelor's degree,Mathematics,38,23,15,23,16,7,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,11,7,4
1995-1996,209551,University of Oregon,Bachelor's degree,Multi/Interdisciplinary Studies,91,54,37,67,41,26,2,1,1,2,2,0,13,7,6,2,0,2,4,2,2,1,1,0
1995-1996,209551,University of Oregon,Bachelor's degree,Health Professions and Related Sciences,31,2,29,27,2,25,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1
1995-1996,209551,University of Oregon,Bachelor's degree,Biological Science/Life Sciences,106,49,57,81,39,42,0,0,0,5,2,3,12,6,6,1,0,1,3,2,1,4,0,4
1995-1996,209551,University of Oregon,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,79,35,44,63,28,35,4,2,2,2,1,1,6,3,3,0,0,0,3,1,2,1,0,1
1995-1996,209551,University of Oregon,Bachelor's degree,Architecture and Related Programs,102,49,53,77,38,39,0,0,0,3,2,1,12,3,9,0,0,0,5,2,3,5,4,1
1995-1996,209551,University of Oregon,Bachelor's degree,English Language and Literature/Letters,199,71,128,166,56,110,3,0,3,3,1,2,8,2,6,2,1,1,17,11,6,0,0,0
1995-1996,209551,University of Oregon,Bachelor's degree,Computer and Information Sciences,41,37,4,25,23,2,1,1,0,3,3,0,5,5,0,0,0,0,2,2,0,5,3,2
1995-1996,209551,University of Oregon,Bachelor's degree,Conservation and Renewable Natural Resources,18,9,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1995-1996,209551,University of Oregon,Bachelor's degree,Foreign Languages and Literatures,159,42,117,126,34,92,0,0,0,8,2,6,4,1,3,2,0,2,13,3,10,6,2,4
1995-1996,209551,University of Oregon,Bachelor's degree,Psychology,296,106,190,233,85,148,4,2,2,9,2,7,23,5,18,3,3,0,11,5,6,13,4,9
1995-1996,209551,University of Oregon,Bachelor's degree,Philosophy and Religion,17,13,4,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Engineering,178,151,27,138,119,19,17,11,6,1,1,0,11,9,2,0,0,0,1,1,0,10,10,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,37,25,12,27,19,8,7,3,4,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages and Literatures,33,8,25,29,7,22,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Visual and Performing Arts,110,47,63,95,38,57,7,5,2,2,2,0,5,1,4,0,0,0,0,0,0,1,1,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics,31,11,20,16,5,11,10,2,8,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Communications,200,88,112,174,76,98,17,7,10,1,1,0,4,3,1,0,0,0,0,0,0,4,1,3
1995-1996,218663,University of South Carolina-Columbia,Bachelor's degree,Psychology,208,56,152,155,46,109,43,9,34,5,0,5,3,1,2,1,0,1,0,0,0,1,0,1
