Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1994-1995,157289,University of Louisville,Bachelor's degree,Psychology,'42.0000',134,40,94,122,38,84,9,0,9,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
1994-1995,157289,University of Louisville,Bachelor's degree,Social Sciences and History,'45.0000',264,146,118,232,131,101,18,7,11,5,3,2,8,4,4,0,0,0,0,0,0,1,1,0
1994-1995,157289,University of Louisville,Bachelor's degree,Visual and Performing Arts,'50.0000',73,17,56,67,16,51,3,1,2,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Architecture and Related Programs,'04.0000',85,52,33,75,49,26,6,2,4,2,0,2,1,0,1,0,0,0,0,0,0,1,1,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',74,55,19,71,53,18,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,'51.0000',52,8,44,45,6,39,1,0,1,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',18,1,17,17,1,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,'27.0000',22,13,9,19,10,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',89,30,59,58,19,39,10,4,6,5,2,3,9,3,6,0,0,0,0,0,0,2,0,2
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,English Language and Literature/Letters,'23.0000',428,176,252,337,140,197,34,11,23,11,2,9,27,12,15,2,1,1,0,0,0,1,1,0
1994-1995,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences and History,'45.0000',862,517,345,684,413,271,36,16,20,40,25,15,51,34,17,10,3,7,0,0,0,14,11,3
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Agricultural Business and Production,'01.0000',106,92,14,105,91,14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Business Management and Admin. Services,'52.0000',400,178,222,275,133,142,31,10,21,15,5,10,62,19,43,0,0,0,8,7,1,9,4,5
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Home Economics,'19.0000',4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Psychology,'42.0000',541,141,400,405,114,291,40,6,34,38,8,30,45,9,36,1,0,1,9,4,5,3,0,3
1994-1995,198419,Duke University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',229,102,127,162,71,91,8,2,6,8,2,6,42,25,17,2,0,2,0,0,0,7,2,5
1994-1995,198419,Duke University,Bachelor's degree,Computer and Information Sciences,'11.0000',14,11,3,10,8,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1
1994-1995,198419,Duke University,Bachelor's degree,Engineering,'14.0000',254,191,63,207,159,48,10,7,3,6,2,4,19,16,3,0,0,0,0,0,0,12,7,5
1994-1995,198419,Duke University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',9,2,7,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,198419,Duke University,Bachelor's degree,Philosophy and Religion,'38.0000',29,17,12,27,16,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1994-1995,198419,Duke University,Bachelor's degree,Social Sciences and History,'45.0000',532,318,214,423,259,164,53,22,31,17,11,6,18,11,7,4,2,2,0,0,0,17,13,4
1994-1995,198419,Duke University,Bachelor's degree,Visual and Performing Arts,'50.0000',37,12,25,31,11,20,0,0,0,1,0,1,4,1,3,0,0,0,0,0,0,1,0,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Education,'13.0000',166,30,136,152,29,123,12,0,12,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics,'27.0000',86,38,48,68,33,35,12,4,8,1,0,1,3,0,3,0,0,0,0,0,0,2,1,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Psychology,'42.0000',287,72,215,246,67,179,24,1,23,1,0,1,8,2,6,5,1,4,0,0,0,3,1,2
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',109,91,18,92,78,14,3,2,1,3,2,1,7,5,2,0,0,0,1,1,0,3,3,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',155,125,30,121,102,19,4,2,2,1,1,0,12,7,5,2,1,1,1,1,0,14,11,3
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',468,115,353,420,108,312,28,3,25,3,1,2,8,2,6,1,0,1,5,1,4,3,0,3
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,'42.0000',315,83,232,277,78,199,17,2,15,2,2,0,9,1,8,0,0,0,5,0,5,5,0,5
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Communications,'09.0000',99,51,48,91,45,46,3,2,1,1,1,0,0,0,0,3,2,1,0,0,0,1,1,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Education,'13.0000',351,106,245,324,96,228,6,2,4,0,0,0,0,0,0,19,7,12,0,0,0,2,1,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering-Related Technologies,'15.0000',89,84,5,69,65,4,2,2,0,3,3,0,5,5,0,4,4,0,0,0,0,6,5,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',14,2,12,13,2,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Military Technologies,'29.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',59,18,41,49,14,35,3,1,2,2,1,1,0,0,0,5,2,3,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,'42.0000',184,54,130,174,48,126,6,4,2,2,0,2,1,1,0,1,1,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Education,'13.0000',116,47,69,103,37,66,3,2,1,3,2,1,4,3,1,0,0,0,3,3,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,English Language and Literature/Letters,'23.0000',380,117,263,294,100,194,33,4,29,20,4,16,20,7,13,1,0,1,11,2,9,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Mathematics,'27.0000',84,41,43,55,28,27,9,2,7,5,5,0,12,6,6,0,0,0,2,0,2,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',20,13,7,11,7,4,0,0,0,4,4,0,5,2,3,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Physical Sciences,'40.0000',93,73,20,68,52,16,5,4,1,8,7,1,7,5,2,0,0,0,2,2,0,3,3,0
1994-1995,198419,Duke University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',36,10,26,25,6,19,4,2,2,2,0,2,3,1,2,0,0,0,0,0,0,2,1,1
1994-1995,198419,Duke University,Bachelor's degree,English Language and Literature/Letters,'23.0000',143,62,81,126,57,69,11,3,8,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
1994-1995,198419,Duke University,Bachelor's degree,Psychology,'42.0000',105,30,75,79,21,58,11,0,11,2,0,2,13,9,4,0,0,0,0,0,0,0,0,0
1994-1995,198419,Duke University,Bachelor's degree,Public Administration and Services,'44.0000',127,77,50,107,61,46,10,7,3,3,2,1,7,7,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communications,'09.0000',325,108,217,278,92,186,36,13,23,2,0,2,6,1,5,1,1,0,0,0,0,2,1,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',6,3,3,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Public Administration and Services,'44.0000',28,10,18,17,8,9,9,1,8,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Visual and Performing Arts,'50.0000',75,25,50,69,22,47,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',116,78,38,110,75,35,0,0,0,1,0,1,2,1,1,1,0,1,1,1,0,1,1,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',125,49,76,111,45,66,2,0,2,5,2,3,4,2,2,0,0,0,1,0,1,2,0,2
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',49,29,20,36,21,15,7,5,2,2,1,1,3,1,2,0,0,0,0,0,0,1,1,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',27,19,8,24,17,7,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',302,121,181,271,104,167,11,6,5,3,1,2,3,2,1,1,0,1,7,6,1,6,2,4
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,'02.0000',142,96,46,131,91,40,0,0,0,1,0,1,0,0,0,7,4,3,0,0,0,3,1,2
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Architecture and Related Programs,'04.0000',38,30,8,29,23,6,0,0,0,1,1,0,3,2,1,2,1,1,0,0,0,3,3,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',27,17,10,18,11,7,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,6,4,2
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',19,16,3,15,13,2,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Education,'13.0000',359,100,259,350,97,253,2,1,1,5,2,3,1,0,1,1,0,1,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Engineering,'14.0000',220,202,18,189,172,17,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,25,24,1
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,English Language and Literature/Letters,'23.0000',88,27,61,86,27,59,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Professions and Related Sciences,'51.0000',43,4,39,42,4,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Home Economics,'19.0000',246,30,216,226,22,204,14,7,7,0,0,0,2,0,2,1,0,1,0,0,0,3,1,2
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',23,11,12,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Social Sciences and History,'45.0000',184,110,74,167,99,68,8,6,2,2,0,2,5,3,2,0,0,0,0,0,0,2,2,0
1994-1995,181464,University of Nebraska-Lincoln,Bachelor's degree,Visual and Performing Arts,'50.0000',51,28,23,50,27,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',79,22,57,42,13,29,19,5,14,14,4,10,3,0,3,0,0,0,1,0,1,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,'09.0000',350,107,243,255,88,167,39,9,30,33,5,28,16,4,12,0,0,0,3,1,2,4,0,4
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',159,87,72,139,76,63,3,1,2,7,4,3,8,4,4,0,0,0,0,0,0,2,2,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Foreign Languages and Literatures,'16.0000',101,31,70,65,21,44,5,1,4,19,4,15,7,3,4,0,0,0,2,1,1,3,1,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Health Professions and Related Sciences,'51.0000',223,68,155,142,43,99,18,6,12,11,1,10,46,15,31,0,0,0,1,0,1,5,3,2
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Philosophy and Religion,'38.0000',44,24,20,29,17,12,5,1,4,3,2,1,5,3,2,0,0,0,1,1,0,1,0,1
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,'43.0000',160,87,73,82,54,28,42,17,25,19,7,12,12,6,6,3,2,1,2,1,1,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Public Administration and Services,'44.0000',19,1,18,14,1,13,1,0,1,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0
1994-1995,186380,Rutgers University-New Brunswick,Bachelor's degree,Visual and Performing Arts,'50.0000',189,67,122,142,52,90,13,4,9,9,2,7,15,6,9,2,1,1,6,2,4,2,0,2
1994-1995,198419,Duke University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',16,9,7,15,8,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,198419,Duke University,Bachelor's degree,Mathematics,'27.0000',25,14,11,23,13,10,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',138,52,86,120,46,74,10,2,8,2,1,1,3,0,3,0,0,0,0,0,0,3,3,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',319,135,184,261,112,149,30,12,18,1,1,0,21,7,14,2,2,0,0,0,0,4,1,3
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,English Language and Literature/Letters,'23.0000',315,99,216,268,89,179,34,6,28,1,0,1,8,3,5,4,1,3,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages and Literatures,'16.0000',59,15,44,51,13,38,2,0,2,3,2,1,2,0,2,0,0,0,0,0,0,1,0,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Mathematics,'27.0000',41,18,23,34,13,21,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,3,3,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Philosophy and Religion,'38.0000',8,6,2,6,4,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Physical Sciences,'40.0000',21,17,4,18,15,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',101,67,34,79,55,24,4,2,2,4,4,0,9,5,4,2,0,2,0,0,0,3,1,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Communications,'09.0000',184,74,110,153,60,93,20,8,12,3,1,2,0,0,0,5,4,1,0,0,0,3,1,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Computer and Information Sciences,'11.0000',21,19,2,13,12,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Education,'13.0000',226,51,175,209,47,162,5,1,4,4,2,2,2,0,2,6,1,5,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Foreign Languages and Literatures,'16.0000',38,12,26,33,11,22,3,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',36,13,23,33,13,20,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Mathematics,'27.0000',24,15,9,18,12,6,1,0,1,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Protective Services,'43.0000',52,43,9,44,37,7,3,2,1,1,1,0,2,2,0,2,1,1,0,0,0,0,0,0
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Public Administration and Services,'44.0000',70,31,39,58,26,32,4,3,1,1,1,0,3,0,3,4,1,3,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Agricultural Sciences,'02.0000',83,45,38,63,37,26,1,0,1,3,2,1,0,0,0,3,1,2,7,2,5,6,3,3
1994-1995,209542,Oregon State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',155,81,74,117,65,52,2,0,2,6,5,1,20,8,12,1,0,1,7,3,4,2,0,2
1994-1995,209542,Oregon State University,Bachelor's degree,Computer and Information Sciences,'11.0000',54,49,5,35,32,3,0,0,0,2,2,0,5,3,2,0,0,0,5,5,0,7,7,0
1994-1995,209542,Oregon State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',14,4,10,12,4,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',39,0,39,31,0,31,0,0,0,1,0,1,4,0,4,1,0,1,2,0,2,0,0,0
1994-1995,209542,Oregon State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',86,59,27,61,41,20,0,0,0,4,3,1,9,4,5,2,2,0,9,8,1,1,1,0
1994-1995,209542,Oregon State University,Bachelor's degree,Psychology,'42.0000',117,36,81,92,23,69,1,1,0,4,1,3,10,4,6,2,1,1,6,6,0,2,0,2
1994-1995,209542,Oregon State University,Bachelor's degree,Social Sciences and History,'45.0000',267,172,95,199,129,70,10,9,1,3,1,2,16,9,7,7,3,4,21,14,7,11,7,4
1994-1995,209551,University of Oregon,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',97,48,49,81,40,41,0,0,0,4,3,1,4,1,3,0,0,0,8,4,4,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Communications,'09.0000',184,68,116,145,51,94,4,1,3,3,2,1,5,0,5,1,0,1,10,6,4,16,8,8
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Health Professions and Related Sciences,'51.0000',467,86,381,414,82,332,27,1,26,4,0,4,17,3,14,4,0,4,0,0,0,1,0,1
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',13,3,10,10,1,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Physical Sciences,'40.0000',139,81,58,105,62,43,9,4,5,2,1,1,19,12,7,3,1,2,0,0,0,1,1,0
1994-1995,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Social Sciences and History,'45.0000',737,440,297,633,387,246,76,39,37,6,4,2,10,3,7,4,3,1,0,0,0,8,4,4
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,'01.0000',58,45,13,51,40,11,3,2,1,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,'09.0000',599,228,371,536,213,323,37,10,27,6,0,6,7,2,5,2,1,1,6,2,4,5,0,5
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Engineering,'14.0000',545,457,88,441,375,66,8,6,2,6,4,2,30,21,9,1,0,1,12,11,1,47,40,7
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23.0000',247,98,149,222,91,131,10,1,9,1,1,0,7,3,4,0,0,0,7,2,5,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',541,137,404,498,123,375,15,2,13,3,3,0,9,3,6,1,1,0,3,1,2,12,4,8
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',10,4,6,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Public Administration and Services,'44.0000',92,15,77,82,14,68,7,0,7,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0
1994-1995,204796,Ohio State University-Main Campus,Bachelor's degree,Social Sciences and History,'45.0000',821,516,305,720,461,259,55,27,28,14,10,4,14,7,7,3,2,1,10,4,6,5,5,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,English Language and Literature/Letters,'23.0000',48,15,33,44,12,32,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Professions and Related Sciences,'51.0000',48,7,41,42,5,37,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,2,1,1
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Home Economics,'19.0000',178,7,171,159,7,152,1,0,1,0,0,0,1,0,1,14,0,14,0,0,0,3,0,3
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Psychology,'42.0000',84,26,58,72,25,47,1,0,1,2,1,1,4,0,4,5,0,5,0,0,0,0,0,0
1994-1995,207388,Oklahoma State University-Main Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',43,17,26,39,16,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Social Sciences and History,'45.0000',265,135,130,220,111,109,11,4,7,7,3,4,7,3,4,16,12,4,0,0,0,4,2,2
1994-1995,207500,University of Oklahoma Norman Campus,Bachelor's degree,Visual and Performing Arts,'50.0000',116,65,51,107,59,48,1,1,0,2,1,1,2,2,0,1,0,1,0,0,0,3,2,1
1994-1995,209542,Oregon State University,Bachelor's degree,English Language and Literature/Letters,'23.0000',178,84,94,148,65,83,4,4,0,4,1,3,8,5,3,3,1,2,10,8,2,1,0,1
1994-1995,209542,Oregon State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',140,44,96,108,29,79,5,2,3,2,2,0,5,4,1,3,2,1,14,4,10,3,1,2
1994-1995,209542,Oregon State University,Bachelor's degree,Science Technologies,'41.0000',5,3,2,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Education,'13.0000',22,8,14,16,7,9,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0
1994-1995,209551,University of Oregon,Bachelor's degree,Foreign Languages and Literatures,'16.0000',157,48,109,119,38,81,1,1,0,3,1,2,9,1,8,2,0,2,15,6,9,8,1,7
1994-1995,209551,University of Oregon,Bachelor's degree,Mathematics,'27.0000',28,17,11,19,10,9,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,7,6,1
1994-1995,209551,University of Oregon,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',70,34,36,57,26,31,1,0,1,1,0,1,3,3,0,1,0,1,3,3,0,4,2,2
1994-1995,209551,University of Oregon,Bachelor's degree,Physical Sciences,'40.0000',47,36,11,32,25,7,0,0,0,1,0,1,8,6,2,1,1,0,4,3,1,1,1,0
1994-1995,217882,Clemson University,Bachelor's degree,Agricultural Business and Production,'01.0000',54,44,10,50,41,9,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
1994-1995,217882,Clemson University,Bachelor's degree,Computer and Information Sciences,'11.0000',49,34,15,39,28,11,6,3,3,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0
1994-1995,217882,Clemson University,Bachelor's degree,Engineering,'14.0000',531,443,88,460,398,62,38,17,21,5,5,0,15,12,3,0,0,0,6,6,0,7,5,2
1994-1995,217882,Clemson University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',69,34,35,65,32,33,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1994-1995,217882,Clemson University,Bachelor's degree,Philosophy and Religion,'38.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,217882,Clemson University,Bachelor's degree,Psychology,'42.0000',93,23,70,77,19,58,11,2,9,2,1,1,2,1,1,0,0,0,0,0,0,1,0,1
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',9,2,7,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',186,79,107,140,64,76,33,8,25,0,0,0,10,6,4,0,0,0,0,0,0,3,1,2
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Education,'13.0000',28,7,21,26,7,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Foreign Languages and Literatures,'16.0000',41,10,31,34,9,25,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Health Professions and Related Sciences,'51.0000',187,31,156,150,28,122,24,1,23,1,0,1,10,2,8,0,0,0,0,0,0,2,0,2
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Mathematics,'27.0000',43,24,19,26,15,11,14,6,8,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0
1994-1995,218663,University of South Carolina-Columbia,Bachelor's degree,Physical Sciences,'40.0000',43,22,21,34,16,18,5,3,2,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0
