,team,season,player,position,age,salary_millions,salary_2013_millions,sources,notes_other,table_name,player_bref_url,disputed_salary,tm,pst_team
938,Minnesota Twins,2010,Justin Morneau,First Baseman,29,15,16.058,,,salaries,http://www.baseball-reference.com/players/m/morneju01.shtml,FALSE,MIN,Twins
939,Minnesota Twins,1993,Dave Winfield,Rightfielder,41,2.7,4.363,1996 Joint Exhibit 1,"Includes $500,000 signing bonus",salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,MIN,Twins
940,Minnesota Twins,2011,Jim Thome,"First Baseman, Designated Hitter, Third Baseman",40,3,3.113,,,salaries,http://www.baseball-reference.com/players/t/thomeji01.shtml,FALSE,MIN,Twins
941,Minnesota Twins,1988,Tippy Martinez,Pitcher,38,0.09,0.178,Larry Grasso corrections,,salaries,http://www.baseball-reference.com/players/m/martiti01.shtml,FALSE,MIN,Twins
942,Minnesota Twins,1988,Kent Hrbek,First Baseman,28,1.41,2.783,"USA Today, 4/1/88 and 3/11/85 TSN","5/$5.9MM, incl. 300K bonus",salaries,http://www.baseball-reference.com/players/h/hrbekke01.shtml,FALSE,MIN,Twins
943,Minnesota Twins,1985,Kent Hrbek,First Baseman,25,0.56,1.215,1985 USAT survey; 3/11/85 TSN (length),"5/$5.9MM, incl. 300K bonus; 3/11/85 TSN $560,000",salaries,http://www.baseball-reference.com/players/h/hrbekke01.shtml,FALSE,MIN,Twins
944,Minnesota Twins,2007,Torii Hunter,Centerfielder,31,12,13.51,,,salaries,http://www.baseball-reference.com/players/h/hunteto01.shtml,FALSE,MIN,Twins
945,Minnesota Twins,2003,Torii Hunter,Centerfielder,27,4.75,6.028,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/h/hunteto01.shtml,FALSE,MIN,Twins
946,Minnesota Twins,2001,Torii Hunter,Centerfielder,25,0.23,0.303,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/h/hunteto01.shtml,FALSE,MIN,Twins
947,Minnesota Twins,1982,Kent Hrbek,First Baseman,22,0.04,0.097,"Calvin: Baseball's Last Dinosaur, p. 162",,salaries,http://www.baseball-reference.com/players/h/hrbekke01.shtml,FALSE,MIN,Twins
948,Montreal Expos,1997,Vladimir Guerrero,Rightfielder,22,0.15,0.218,1997 AP survey,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
949,Montreal Expos,2002,Vladimir Guerrero,Rightfielder,27,8,10.383,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
950,Montreal Expos,1994,Moises Alou,Outfielder,27,1.415,2.229,1996 Joint Exhibit 1,"Includes $15,000 earned bonus",salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,MON,Expos
951,Montreal Expos,1985,Doug Flynn,"Second Baseman, Shortstop, Third Baseman",34,0.35,0.76,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/f/flynndo01.shtml,FALSE,MON,Expos
952,Montreal Expos,1997,Lee Smith,Pitcher,39,0.4,0.582,1997 AP survey,,salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,MON,Expos
953,Montreal Expos,1987,Reid Nichols,Outfielder,28,0.062,0.128,Proofing corrections,,salaries,http://www.baseball-reference.com/players/n/nichore01.shtml,FALSE,MON,Expos
954,Montreal Expos,2001,Vladimir Guerrero,Rightfielder,26,6,7.91,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
955,Montreal Expos,2003,Vladimir Guerrero,Rightfielder,28,11.5,14.593,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
956,Montreal Expos,2000,Vladimir Guerrero,Rightfielder,25,3.5,4.744,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
957,Montreal Expos,1999,Vladimir Guerrero,Rightfielder,24,1.05,1.471,11/19/99 USA Today,"Includes $25,000 earned bonus",salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
958,Montreal Expos,1993,Moises Alou,Outfielder,26,0.21,0.339,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,MON,Expos
959,Montreal Expos,1989,Damaso Garcia,Second Baseman,32,0.2,0.377,1989 USA Today survey,,salaries,http://www.baseball-reference.com/players/g/garcida01.shtml,FALSE,MON,Expos
960,Montreal Expos,1995,Moises Alou,Outfielder,28,3,4.596,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,MON,Expos
961,Montreal Expos,1986,Doug Flynn,"Second Baseman, Shortstop, Third Baseman",35,0.325,0.692,,,salaries,http://www.baseball-reference.com/players/f/flynndo01.shtml,TRUE,MON,Expos
962,Montreal Expos,1998,Vladimir Guerrero,Rightfielder,23,0.23,0.329,4/3/98 USA Today,,salaries,http://www.baseball-reference.com/players/g/guerrvl01.shtml,FALSE,MON,Expos
963,Montreal Expos,1996,Moises Alou,Outfielder,29,3.05,4.54,1997 Joint Exhibit 1,"Includes $50,000 earned bonus",salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,MON,Expos
964,Montreal Expos,1992,Moises Alou,Outfielder,25,0.11,0.184,4/2/92 USA Today,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,MON,Expos
669,Kansas City Athletics,1967,Reggie Jackson,Rightfielder,21,0.005,0.034,Michael Haupert research of HOF contracts,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,NA,NA
965,New York Mets,1966,Nolan Ryan,Pitcher,19,0.004,0.026,Michael Haupert research of HOF contracts,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,NYM,Mets
966,New York Mets,1987,Darryl Strawberry,Rightfielder,25,1.245,2.558,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
967,New York Mets,1982,Craig Swan,Pitcher,31,0.585,1.415,8/16/81 NYT,Includes pro-rated $675K signing bonus,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
968,New York Mets,1968,Nolan Ryan,Pitcher,21,0.008,0.057,Michael Haupert research of HOF contracts,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,NYM,Mets
969,New York Mets,1984,Keith Hernandez,First Baseman,30,1.673,3.759,1/4/85 TSN,Renegotiation of earlier deal with Cardinals,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
970,New York Mets,1985,Keith Hernandez,First Baseman,31,1.1,2.388,3/3/86 TSN,,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
971,New York Mets,1969,Nolan Ryan,Pitcher,22,0.012,0.076,Michael Haupert research of HOF contracts,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,NYM,Mets
972,New York Mets,1983,Darryl Strawberry,Rightfielder,21,0.036,0.084,1/15/84 NYT,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
973,New York Mets,2007,Moises Alou,Outfielder,40,7.5,8.444,,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,NYM,Mets
974,New York Mets,1979,John Stearns,"Catcher, First Baseman, Third Baseman",27,0.3,0.965,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
975,New York Mets,1971,Nolan Ryan,Pitcher,24,0.02,0.115,Noll/Fort/Hylan database,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,NYM,Mets
976,New York Mets,1983,Craig Swan,Pitcher,32,0.66,1.547,8/16/81 NYT,Includes pro-rated $675K signing bonus,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
977,New York Mets,2011,Johan Santana,Pitcher,32,21.645,22.461,,,salaries,http://www.baseball-reference.com/players/s/santajo02.shtml,FALSE,NYM,Mets
978,New York Mets,2004,Scott Erickson,Pitcher,36,0.7,0.865,,,salaries,http://www.baseball-reference.com/players/e/ericksc01.shtml,FALSE,NYM,Mets
979,New York Mets,2012,Johan Santana,Pitcher,33,24,24.404,contracts,,salaries,http://www.baseball-reference.com/players/s/santajo02.shtml,FALSE,NYM,Mets
980,New York Mets,1977,John Stearns,"Catcher, First Baseman, Third Baseman",25,0.045,0.173,"1977 TSN salary survey, 4/23/77",,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
981,New York Mets,2010,Jose Reyes,Shortstop,27,9.375,10.036,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
982,New York Mets,1978,Craig Swan,Pitcher,27,0.08,0.286,2/23/80 TSN,,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
983,New York Mets,2008,Johan Santana,Pitcher,29,16.984,18.415,,,salaries,http://www.baseball-reference.com/players/s/santajo02.shtml,FALSE,NYM,Mets
984,New York Mets,1987,Lenny Dykstra,Centerfielder,24,0.202,0.416,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/d/dykstle01.shtml,FALSE,NYM,Mets
985,New York Mets,2007,Shawn Green,"Rightfielder, First Baseman",34,9.5,10.695,,,salaries,http://www.baseball-reference.com/players/g/greensh01.shtml,FALSE,NYM,Mets
986,New York Mets,1983,Keith Hernandez,First Baseman,29,0.949,2.223,1981 TSN Guide (length); 1/15/84 NYT,"5 years/$3.8MM, breakdown unclear",salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
987,New York Mets,2009,David Wright,Third Baseman,26,7.75,8.433,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
988,New York Mets,1992,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",29,6.1,10.147,1996 Joint Exhibit 1,"Incl. $300K signing bonus, $300K/yr endorsements",salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,NYM,Mets
989,New York Mets,1983,John Stearns,"Catcher, First Baseman, Third Baseman",31,0.4,0.938,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
990,New York Mets,2008,Carlos Beltran,Centerfielder,31,18.623,20.192,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
991,New York Mets,1987,Keith Hernandez,First Baseman,33,1.8,3.699,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
992,New York Mets,2008,David Wright,Third Baseman,25,5.25,5.692,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
993,New York Mets,1990,Darryl Strawberry,Rightfielder,28,1.85,3.306,USA Today,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
994,New York Mets,2009,Jose Reyes,Shortstop,26,6.125,6.665,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
995,New York Mets,1988,Keith Hernandez,First Baseman,34,1.85,3.652,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
996,New York Mets,1988,Lenny Dykstra,Centerfielder,25,0.305,0.602,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/d/dykstle01.shtml,FALSE,NYM,Mets
997,New York Mets,2012,Jonathon Niese,Pitcher,25,0.77,0.782,contracts,,salaries,http://www.baseball-reference.com/players/n/niesejo01.shtml,FALSE,NYM,Mets
998,New York Mets,1988,Darryl Strawberry,Rightfielder,26,1.32,2.605,,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,TRUE,NYM,Mets
999,New York Mets,1979,Craig Swan,Pitcher,28,0.09,0.289,2/23/80 TSN,,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
1000,New York Mets,2007,David Wright,Third Baseman,24,1.25,1.407,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1001,New York Mets,1980,Doug Flynn,"Second Baseman, Shortstop, Third Baseman",29,0.14,0.397,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/f/flynndo01.shtml,FALSE,NYM,Mets
1002,New York Mets,2010,Gary Matthews Jr.,Outfielder,35,11.4,12.204,,$11.4M paid by Los Angeles Angels of Anaheim,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,NYM,Mets
1003,New York Mets,1984,John Stearns,"Catcher, First Baseman, Third Baseman",32,0.4,0.899,1/4/85 TSN,,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
1004,New York Mets,2006,David Wright,Third Baseman,23,0.374,0.433,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1005,New York Mets,2007,Jose Reyes,Shortstop,24,2.875,3.237,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1006,New York Mets,2010,Jonathon Niese,Pitcher,23,0.402,0.43,,,salaries,http://www.baseball-reference.com/players/n/niesejo01.shtml,FALSE,NYM,Mets
1007,New York Mets,1981,Doug Flynn,"Second Baseman, Shortstop, Third Baseman",30,0.17,0.437,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/f/flynndo01.shtml,FALSE,NYM,Mets
1008,New York Mets,1981,John Stearns,"Catcher, First Baseman, Third Baseman",29,0.4,1.027,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
1009,New York Mets,1995,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",32,5.3,8.12,1996 Joint Exhibit 1,"$1.5M SB, $300K/yr ends., not $200K 4 trade 2 BAL",salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,NYM,Mets
1010,New York Mets,1985,Darryl Strawberry,Rightfielder,23,0.517,1.121,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
1011,New York Mets,1984,Darryl Strawberry,Rightfielder,22,0.23,0.517,1/4/85 TSN,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
1012,New York Mets,1977,Craig Swan,Pitcher,26,0.07,0.27,2/23/80 TSN,,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
1013,New York Mets,1982,John Stearns,"Catcher, First Baseman, Third Baseman",30,0.4,0.968,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/s/stearjo01.shtml,FALSE,NYM,Mets
1014,New York Mets,2004,Jose Reyes,Shortstop,21,0.308,0.38,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1015,New York Mets,2007,Carlos Beltran,Centerfielder,30,13.571,15.279,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1016,New York Mets,1993,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",30,6.2,10.019,1996 Joint Exhibit 1,"Incl. $300K signing bonus, $300K/yr endorsements",salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,NYM,Mets
1017,New York Mets,2010,David Wright,Third Baseman,27,10.25,10.973,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1018,New York Mets,1984,Craig Swan,Pitcher,33,0.76,1.708,8/16/81 NYT,Includes pro-rated $675K signing bonus,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
1019,New York Mets,2010,Carlos Beltran,Centerfielder,33,19.402,20.769,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1020,New York Mets,1980,Craig Swan,Pitcher,29,0.56,1.587,8/16/81 NYT,Includes pro-rated $675K signing bonus,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
1021,New York Mets,2011,Gary Matthews Jr.,Outfielder,36,12,12.453,,$10.9M paid by Los Angeles Angels of Anaheim,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,NYM,Mets
1022,New York Mets,1994,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",31,6.3,9.922,1996 Joint Exhibit 1,"Incl. $300K signing bonus, $300K/yr endorsements",salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,NYM,Mets
1023,New York Mets,2011,Jonathon Niese,Pitcher,24,0.452,0.469,,,salaries,http://www.baseball-reference.com/players/n/niesejo01.shtml,FALSE,NYM,Mets
1024,New York Mets,2008,Jose Reyes,Shortstop,25,4.375,4.744,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1025,New York Mets,2005,Carlos Beltran,Centerfielder,28,11.571,13.831,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1026,New York Mets,2005,David Wright,Third Baseman,22,0.322,0.385,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1027,New York Mets,2011,Carlos Beltran,Centerfielder,34,19.325,20.054,,$4M paid by New York Mets,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1028,New York Mets,1989,Darryl Strawberry,Rightfielder,27,1.495,2.815,,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,TRUE,NYM,Mets
1029,New York Mets,1979,Doug Flynn,"Second Baseman, Shortstop, Third Baseman",28,0.1,0.322,8/20/81 NYT,,salaries,http://www.baseball-reference.com/players/f/flynndo01.shtml,FALSE,NYM,Mets
1030,New York Mets,2010,Johan Santana,Pitcher,31,20.145,21.565,,,salaries,http://www.baseball-reference.com/players/s/santajo02.shtml,FALSE,NYM,Mets
1031,New York Mets,2006,Jose Reyes,Shortstop,23,0.402,0.465,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1032,New York Mets,1981,Craig Swan,Pitcher,30,0.56,1.438,8/16/81 NYT,Includes pro-rated $675K signing bonus,salaries,http://www.baseball-reference.com/players/s/swancr01.shtml,FALSE,NYM,Mets
1033,New York Mets,2009,Johan Santana,Pitcher,30,18.876,20.539,,,salaries,http://www.baseball-reference.com/players/s/santajo02.shtml,FALSE,NYM,Mets
1034,New York Mets,2009,Carlos Beltran,Centerfielder,32,19.244,20.939,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1035,New York Mets,2012,David Wright,Third Baseman,29,15,15.252,contracts,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1036,New York Mets,2011,David Wright,Third Baseman,28,14.25,14.788,,,salaries,http://www.baseball-reference.com/players/w/wrighda03.shtml,FALSE,NYM,Mets
1037,New York Mets,2011,Jose Reyes,Shortstop,28,11,11.415,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1038,New York Mets,1989,Keith Hernandez,First Baseman,35,2,3.766,2/27/89 TSN,,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
1039,New York Mets,2005,Jose Reyes,Shortstop,22,0.332,0.397,,,salaries,http://www.baseball-reference.com/players/r/reyesjo01.shtml,FALSE,NYM,Mets
1040,New York Mets,2002,Gary Matthews Jr.,Outfielder,27,0.238,0.308,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,NYM,Mets
1041,New York Mets,1986,Lenny Dykstra,Centerfielder,23,0.092,0.197,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/d/dykstle01.shtml,FALSE,NYM,Mets
1042,New York Mets,2006,Carlos Beltran,Centerfielder,29,13.571,15.715,,,salaries,http://www.baseball-reference.com/players/b/beltrca01.shtml,FALSE,NYM,Mets
1043,New York Mets,1999,Bobby Bonilla,"Third Baseman, Rightfielder, First Baseman",36,5.9,8.268,4/6/99 USA Today,,salaries,http://www.baseball-reference.com/players/b/bonilbo01.shtml,FALSE,NYM,Mets
1044,New York Mets,1989,Lenny Dykstra,Centerfielder,26,0.575,1.083,1990 TSN Guide 23,"Arbitration win; $455,000 offer",salaries,http://www.baseball-reference.com/players/d/dykstle01.shtml,FALSE,NYM,Mets
1045,New York Mets,1986,Keith Hernandez,First Baseman,32,1.65,3.514,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/h/hernake01.shtml,FALSE,NYM,Mets
1046,New York Mets,1986,Darryl Strawberry,Rightfielder,24,0.945,2.013,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/s/strawda01.shtml,FALSE,NYM,Mets
1047,New York Mets,2008,Moises Alou,Outfielder,41,7.5,8.132,,,salaries,http://www.baseball-reference.com/players/a/aloumo01.shtml,FALSE,NYM,Mets
1048,New York Yankees,2008,Alex Rodriguez,"Shortstop, Third Baseman",32,28,30.359,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1049,New York Yankees,1997,Jorge Posada,Catcher,25,0.158,0.23,1997 AP survey,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1050,New York Yankees,1987,Dave Winfield,Rightfielder,35,1.912,3.928,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1051,New York Yankees,1984,Omar Moreno,Centerfielder,31,0.732,1.644,"1/4/85 TSN; 2/7/83 TSN says $700,000","5/$3.5MM, inc. $250K bonus, $250K sev., + bonus",salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,NYY,Yankees
1052,New York Yankees,2000,Jorge Posada,Catcher,28,1.25,1.694,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1053,New York Yankees,1978,Reggie Jackson,Rightfielder,32,0.525,1.879,9/20/81 NY Times,"$200K salary, $400K bonus, $660K def., PR job",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,NYY,Yankees
1054,New York Yankees,1991,Don Mattingly,"First Baseman, Outfielder",30,3.42,5.862,1996 Joint Exhibit 1,"Incl. $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1055,New York Yankees,1981,Dave Winfield,Rightfielder,29,1.3,3.338,1981 TSN Guide,"10 years, with cost of living increases",salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1056,New York Yankees,2000,Derek Jeter,Shortstop,26,10,13.556,4/5/00 AP,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1057,New York Yankees,2004,Alex Rodriguez,"Shortstop, Third Baseman",28,22,27.19,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,TRUE,NYY,Yankees
1058,New York Yankees,1983,Omar Moreno,Centerfielder,30,0.777,1.821,1/15/84 NYT,,salaries,http://www.baseball-reference.com/players/m/morenom01.shtml,FALSE,NYY,Yankees
1059,New York Yankees,2007,Kei Igawa,Pitcher,27,4,4.503,,,salaries,http://www.baseball-reference.com/players/i/igawake01.shtml,FALSE,NYY,Yankees
1060,New York Yankees,2012,Nick Swisher,"Rightfielder, First Baseman",31,10.25,10.422,contracts,,salaries,http://www.baseball-reference.com/players/s/swishni01.shtml,FALSE,NYY,Yankees
1061,New York Yankees,1979,Reggie Jackson,Rightfielder,33,0.525,1.689,9/20/81 NY Times,"$200K salary, $400K bonus, $660K def., PR job",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,NYY,Yankees
1062,New York Yankees,1995,Don Mattingly,"First Baseman, Outfielder",34,4.42,6.771,1996 Joint Exhibit 1,"Incl. $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1063,New York Yankees,1981,Reggie Jackson,Rightfielder,35,0.588,1.51,,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,TRUE,NYY,Yankees
1064,New York Yankees,1980,Reggie Jackson,Rightfielder,34,0.525,1.487,9/20/81 NY Times,"$200K salary, $400K bonus, $660K def., PR job",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,NYY,Yankees
1065,New York Yankees,2009,Derek Jeter,Shortstop,35,21.6,23.503,,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
1066,New York Yankees,2007,Jason Giambi,"First Baseman, Designated Hitter, Leftfielder",36,23.429,26.376,,,salaries,http://www.baseball-reference.com/players/g/giambja01.shtml,FALSE,NYY,Yankees
1067,New York Yankees,2011,Kei Igawa,Pitcher,31,4,4.151,,,salaries,http://www.baseball-reference.com/players/i/igawake01.shtml,FALSE,NYY,Yankees
1068,New York Yankees,2007,Alex Rodriguez,"Shortstop, Third Baseman",31,22.709,25.566,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1069,New York Yankees,1990,Damaso Garcia,Second Baseman,33,0.5,0.893,USA Today,,salaries,http://www.baseball-reference.com/players/g/garcida01.shtml,FALSE,NYY,Yankees
1070,New York Yankees,1985,Dave Winfield,Rightfielder,33,1.796,3.898,3/3/86 TSN,"1985 USA Today survey: $1,770,704",salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1071,New York Yankees,1984,Dave Winfield,Rightfielder,32,1.821,4.091,1/4/85 TSN,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1072,New York Yankees,2011,Alex Rodriguez,"Shortstop, Third Baseman",35,32,33.207,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1073,New York Yankees,2010,Kei Igawa,Pitcher,30,4,4.282,,,salaries,http://www.baseball-reference.com/players/i/igawake01.shtml,FALSE,NYY,Yankees
1074,New York Yankees,2010,A.J. Burnett,Pitcher,33,16.5,17.663,,,salaries,http://www.baseball-reference.com/players/b/burnea.01.shtml,FALSE,NYY,Yankees
1075,New York Yankees,1983,Dave Winfield,Rightfielder,31,1.661,3.893,1/15/84 NYT,,salaries,http://www.baseball-reference.com/players/w/winfida01.shtml,FALSE,NYY,Yankees
1076,New York Yankees,2003,Jorge Posada,Catcher,31,8,10.152,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1077,New York Yankees,1985,Don Mattingly,"First Baseman, Outfielder",24,0.455,0.988,3/3/86 TSN,"1985 USA Today survey: $390,000",salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1078,New York Yankees,2006,Alex Rodriguez,"Shortstop, Third Baseman",30,21.681,25.106,,,salaries,http://www.baseball-reference.com/players/r/rodrial01.shtml,FALSE,NYY,Yankees
1079,New York Yankees,2012,Curtis Granderson,Centerfielder,31,10,10.168,contracts,,salaries,http://www.baseball-reference.com/players/g/grandcu01.shtml,FALSE,NYY,Yankees
1080,New York Yankees,1983,Don Mattingly,"First Baseman, Outfielder",22,0.035,0.082,4/11/83 NY Times,,salaries,http://www.baseball-reference.com/players/m/mattido01.shtml,FALSE,NYY,Yankees
1081,New York Yankees,2007,Jorge Posada,Catcher,35,12,13.51,,,salaries,http://www.baseball-reference.com/players/p/posadjo01.shtml,FALSE,NYY,Yankees
1082,New York Yankees,2002,Derek Jeter,Shortstop,28,14.6,18.949,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/j/jeterde01.shtml,FALSE,NYY,Yankees
