,team,season,player,position,age,salary_millions,salary_2013_millions,sources,notes_other,table_name,player_bref_url,disputed_salary,tm,pst_team
143,Baltimore Orioles,1999,Albert Belle,Leftfielder,32,11.95,16.745,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/b/belleal01.shtml,FALSE,BAL,Orioles
144,Baltimore Orioles,1999,Charles Johnson,Catcher,27,3.6,5.045,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/j/johnsch04.shtml,FALSE,BAL,Orioles
145,Baltimore Orioles,1985,Rick Dempsey,Catcher,35,0.512,1.112,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/d/dempsri01.shtml,FALSE,BAL,Orioles
146,Baltimore Orioles,2007,Nick Markakis,Rightfielder,23,0.4,0.45,,,salaries,http://www.baseball-reference.com/players/m/markani01.shtml,FALSE,BAL,Orioles
147,Baltimore Orioles,2001,Brady Anderson,Outfielder,37,7.2,9.492,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/a/anderbr01.shtml,FALSE,BAL,Orioles
148,Baltimore Orioles,1985,Rich Dauer,"Second Baseman, Third Baseman",32,0.48,1.042,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/d/dauerri01.shtml,FALSE,BAL,Orioles
149,Baltimore Orioles,1996,Scott Erickson,Pitcher,28,2.9,4.316,1997 Joint Exhibit 1,"Includes $100,000 earned bonus",salaries,http://www.baseball-reference.com/players/e/ericksc01.shtml,FALSE,BAL,Orioles
150,Baltimore Orioles,1986,Reid Nichols,Outfielder,27,0.285,0.607,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/n/nichore01.shtml,FALSE,BAL,Orioles
151,Baltimore Orioles,2003,Gary Matthews Jr.,Outfielder,28,0.9,1.142,4/3/03 AP,,salaries,http://www.baseball-reference.com/players/m/matthga02.shtml,FALSE,BAL,Orioles
152,Baltimore Orioles,1994,Mike Mussina,Pitcher,25,0.775,1.221,1996 Joint Exhibit 1,"Includes $25,000 earned bonus",salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,BAL,Orioles
153,Baltimore Orioles,2001,B.J. Ryan,Pitcher,25,0.21,0.277,4/6/01 USA Today,,salaries,http://www.baseball-reference.com/players/r/ryanb.01.shtml,FALSE,BAL,Orioles
154,Baltimore Orioles,1992,Brady Anderson,Outfielder,28,0.365,0.607,1994 Joint Exhibit 1,"Includes $20,000 earned bonus",salaries,http://www.baseball-reference.com/players/a/anderbr01.shtml,FALSE,BAL,Orioles
155,Baltimore Orioles,1976,Reggie Jackson,Rightfielder,30,0.2,0.82,1977 TSN Guide,"BJHA says $190,000",salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,BAL,Orioles
156,Baltimore Orioles,2000,Mike Mussina,Pitcher,31,6.786,9.199,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,TRUE,BAL,Orioles
157,Baltimore Orioles,1999,Mike Mussina,Pitcher,30,6.623,9.281,,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,TRUE,BAL,Orioles
158,Baltimore Orioles,1998,Brady Anderson,Outfielder,34,5.442,7.794,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/a/anderbr01.shtml,FALSE,BAL,Orioles
159,Baltimore Orioles,2011,Nick Markakis,Rightfielder,27,10.6,11,,,salaries,http://www.baseball-reference.com/players/m/markani01.shtml,FALSE,BAL,Orioles
160,Baltimore Orioles,2002,B.J. Ryan,Pitcher,26,0.3,0.389,4/3/02 AP,,salaries,http://www.baseball-reference.com/players/r/ryanb.01.shtml,FALSE,BAL,Orioles
161,Baltimore Orioles,1991,Mike Mussina,Pitcher,22,0.1,0.171,1994 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,BAL,Orioles
162,Baltimore Orioles,2010,Nick Markakis,Rightfielder,26,7.1,7.601,,,salaries,http://www.baseball-reference.com/players/m/markani01.shtml,FALSE,BAL,Orioles
163,Baltimore Orioles,1996,Mike Mussina,Pitcher,27,4,5.954,1996 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/m/mussimi01.shtml,FALSE,BAL,Orioles
164,Baltimore Orioles,2000,Brady Anderson,Outfielder,36,7.127,9.661,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/a/anderbr01.shtml,FALSE,BAL,Orioles
165,Baltimore Orioles,2001,Albert Belle,Leftfielder,34,12.049,15.885,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/b/belleal01.shtml,FALSE,BAL,Orioles
166,Boston Red Sox,1988,Lee Smith,Pitcher,30,0.85,1.678,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,BOS,Red Sox
167,Boston Red Sox,2008,Daisuke Matsuzaka,Pitcher,27,8.333,9.035,,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
168,Boston Red Sox,2009,J.D. Drew,Rightfielder,33,14,15.233,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
169,Boston Red Sox,1985,Jerry Remy,Second Baseman,32,0.483,1.049,3/3/86 TSN,,salaries,http://www.baseball-reference.com/players/r/remyje01.shtml,FALSE,BOS,Red Sox
170,Boston Red Sox,2011,Daisuke Matsuzaka,Pitcher,30,10.333,10.723,,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
171,Boston Red Sox,2011,Jon Lester,Pitcher,27,5.75,5.967,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
172,Boston Red Sox,1985,Reid Nichols,Outfielder,26,0.26,0.564,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/n/nichore01.shtml,FALSE,BOS,Red Sox
173,Boston Red Sox,2007,Eric Hinske,"Third Baseman, Pinch Hitter, Outfielder",29,5.625,6.333,,,salaries,http://www.baseball-reference.com/players/h/hinsker01.shtml,FALSE,BOS,Red Sox
174,Boston Red Sox,2012,Daisuke Matsuzaka,Pitcher,31,10,10.168,contracts,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
175,Boston Red Sox,2012,John Lackey,Pitcher,33,15.25,15.506,contracts,,salaries,http://www.baseball-reference.com/players/l/lackejo01.shtml,FALSE,BOS,Red Sox
176,Boston Red Sox,2004,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",30,11.5,14.213,4/7/04 AP,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
177,Boston Red Sox,2007,J.D. Drew,Rightfielder,31,14,15.762,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
178,Boston Red Sox,2012,Jon Lester,Pitcher,28,7.625,7.753,contracts,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
179,Boston Red Sox,2010,Jon Lester,Pitcher,26,3.75,4.014,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
180,Boston Red Sox,2010,Dustin Pedroia,Second Baseman,26,3.75,4.014,,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
181,Boston Red Sox,2008,J.D. Drew,Rightfielder,32,14,15.179,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
182,Boston Red Sox,2012,Dustin Pedroia,Second Baseman,28,8,8.135,contracts,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
183,Boston Red Sox,2007,J.D. Drew,Rightfielder,31,14,15.762,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
184,Boston Red Sox,1991,Tom Brunansky,Rightfielder,30,2.5,4.285,1991 USA Today,,salaries,http://www.baseball-reference.com/players/b/brunato01.shtml,FALSE,BOS,Red Sox
185,Boston Red Sox,2007,Jon Lester,Pitcher,23,0.384,0.432,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
186,Boston Red Sox,2008,J.D. Drew,Rightfielder,32,14,15.179,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
187,Boston Red Sox,1990,Lee Smith,Pitcher,32,1.2,2.144,USA Today,,salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,BOS,Red Sox
188,Boston Red Sox,1985,Bill Buckner,"First Baseman, Leftfielder",35,0.748,1.622,1985 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bucknbi01.shtml,FALSE,BOS,Red Sox
189,Boston Red Sox,2001,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",27,7.25,9.558,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
190,Boston Red Sox,2009,Rocco Baldelli,Centerfielder,27,0.5,0.544,,,salaries,http://www.baseball-reference.com/players/b/baldero01.shtml,FALSE,BOS,Red Sox
191,Boston Red Sox,2009,Dustin Pedroia,Second Baseman,25,1.75,1.904,,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
192,Boston Red Sox,2008,Jon Lester,Pitcher,24,0.422,0.457,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
193,Boston Red Sox,2009,Jon Lester,Pitcher,25,1,1.088,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
194,Boston Red Sox,2008,J.D. Drew,Rightfielder,32,14,15.179,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
195,Boston Red Sox,2010,Daisuke Matsuzaka,Pitcher,29,8.333,8.921,,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
196,Boston Red Sox,1986,Bill Buckner,"First Baseman, Leftfielder",36,0.785,1.672,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bucknbi01.shtml,FALSE,BOS,Red Sox
197,Boston Red Sox,2000,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",26,3.7,5.016,,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,TRUE,BOS,Red Sox
198,Boston Red Sox,2010,Jon Lester,Pitcher,26,3.75,4.014,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
199,Boston Red Sox,2010,J.D. Drew,Rightfielder,34,14,14.987,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
200,Boston Red Sox,1974,Rick Wise,Pitcher,28,0.085,0.402,Noll/Fort/Hylan database,,salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,BOS,Red Sox
201,Boston Red Sox,2007,J.D. Drew,Rightfielder,31,14,15.762,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
202,Boston Red Sox,1988,Brady Anderson,Outfielder,24,0.062,0.123,"USA Today, 4/1/88",,salaries,http://www.baseball-reference.com/players/a/anderbr01.shtml,FALSE,BOS,Red Sox
203,Boston Red Sox,2009,Jon Lester,Pitcher,25,1,1.088,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
204,Boston Red Sox,1975,Rick Wise,Pitcher,29,0.09,0.39,"P. Gammons, Beyond the Sixth Game, p 281",,salaries,http://www.baseball-reference.com/players/w/wiseri01.shtml,FALSE,BOS,Red Sox
205,Boston Red Sox,1983,Reid Nichols,Outfielder,24,0.1,0.234,2/21/83 TSN,,salaries,http://www.baseball-reference.com/players/n/nichore01.shtml,FALSE,BOS,Red Sox
206,Boston Red Sox,2011,J.D. Drew,Rightfielder,35,14,14.528,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
207,Boston Red Sox,1996,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",22,0.109,0.162,1997 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
208,Boston Red Sox,2011,Adrian Gonzalez,First Baseman,29,6.3,6.538,,,salaries,http://www.baseball-reference.com/players/g/gonzaad01.shtml,FALSE,BOS,Red Sox
209,Boston Red Sox,2002,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",28,9,11.681,2001 Joint Exhibit 1,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
210,Boston Red Sox,2010,John Lackey,Pitcher,31,18.7,20.018,,,salaries,http://www.baseball-reference.com/players/l/lackejo01.shtml,FALSE,BOS,Red Sox
211,Boston Red Sox,2008,Dustin Pedroia,Second Baseman,24,0.457,0.495,,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
212,Boston Red Sox,2007,Jon Lester,Pitcher,23,0.384,0.432,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
213,Boston Red Sox,2012,Jon Lester,Pitcher,28,7.625,7.753,contracts,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
214,Boston Red Sox,2010,Adrian Beltre,Third Baseman,31,9,9.635,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,BOS,Red Sox
215,Boston Red Sox,1999,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",25,1.4,1.962,,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,TRUE,BOS,Red Sox
216,Boston Red Sox,1998,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",24,1.075,1.54,2001 Joint Exhibit 1,"Includes $75,000 earned bonus",salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
217,Boston Red Sox,2011,J.D. Drew,Rightfielder,35,14,14.528,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
218,Boston Red Sox,2009,J.D. Drew,Rightfielder,33,14,15.233,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
219,Boston Red Sox,1997,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",23,0.15,0.218,1997 AP survey,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,FALSE,BOS,Red Sox
220,Boston Red Sox,2011,Jon Lester,Pitcher,27,5.75,5.967,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
221,Boston Red Sox,2010,J.D. Drew,Rightfielder,34,14,14.987,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
222,Boston Red Sox,2009,J.D. Drew,Rightfielder,33,14,15.233,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
223,Boston Red Sox,2011,Dustin Pedroia,Second Baseman,27,5.75,5.967,,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
224,Boston Red Sox,2011,Carl Crawford,Leftfielder,29,14.857,15.418,,,salaries,http://www.baseball-reference.com/players/c/crawfca02.shtml,FALSE,BOS,Red Sox
225,Boston Red Sox,1989,Lee Smith,Pitcher,31,1.425,2.684,1989 USA Today survey,,salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,BOS,Red Sox
226,Boston Red Sox,2011,Carl Crawford,Leftfielder,29,14.857,15.418,,,salaries,http://www.baseball-reference.com/players/c/crawfca02.shtml,FALSE,BOS,Red Sox
227,Boston Red Sox,2008,Jon Lester,Pitcher,24,0.422,0.457,,,salaries,http://www.baseball-reference.com/players/l/lestejo01.shtml,FALSE,BOS,Red Sox
228,Boston Red Sox,2011,J.D. Drew,Rightfielder,35,14,14.528,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
229,Boston Red Sox,2003,Nomar Garciaparra,"Shortstop, First Baseman, Third Baseman",29,11,13.959,,,salaries,http://www.baseball-reference.com/players/g/garcino01.shtml,TRUE,BOS,Red Sox
230,Boston Red Sox,2007,Dustin Pedroia,Second Baseman,23,0.38,0.428,,,salaries,http://www.baseball-reference.com/players/p/pedrodu01.shtml,FALSE,BOS,Red Sox
231,Boston Red Sox,2007,Daisuke Matsuzaka,Pitcher,26,6.333,7.13,,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
232,Boston Red Sox,1979,Jerry Remy,Second Baseman,26,0.1,0.322,"P. Gammons, Beyond..., p.281",,salaries,http://www.baseball-reference.com/players/r/remyje01.shtml,FALSE,BOS,Red Sox
233,Boston Red Sox,2010,Adrian Beltre,Third Baseman,31,9,9.635,,,salaries,http://www.baseball-reference.com/players/b/beltrad01.shtml,FALSE,BOS,Red Sox
234,Boston Red Sox,1987,Bill Buckner,"First Baseman, Leftfielder",37,0.367,0.753,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/b/bucknbi01.shtml,FALSE,BOS,Red Sox
235,Boston Red Sox,2010,J.D. Drew,Rightfielder,34,14,14.987,,,salaries,http://www.baseball-reference.com/players/d/drewj.01.shtml,FALSE,BOS,Red Sox
236,Boston Red Sox,2011,John Lackey,Pitcher,32,15.95,16.552,,,salaries,http://www.baseball-reference.com/players/l/lackejo01.shtml,FALSE,BOS,Red Sox
237,Boston Red Sox,1973,John Curtis,Pitcher,25,0.02,0.105,Noll/Fort/Hylan database,,salaries,http://www.baseball-reference.com/players/c/curtijo01.shtml,FALSE,BOS,Red Sox
238,Boston Red Sox,1992,Tom Brunansky,Rightfielder,31,2.85,4.741,11/4/92 Toronto Sun,"Includes $150,000 incentives",salaries,http://www.baseball-reference.com/players/b/brunato01.shtml,FALSE,BOS,Red Sox
239,Boston Red Sox,2009,Daisuke Matsuzaka,Pitcher,28,8.333,9.068,,,salaries,http://www.baseball-reference.com/players/m/matsuda01.shtml,FALSE,BOS,Red Sox
240,Boston Red Sox,2010,Victor Martinez,"Catcher, First Baseman",31,7.7,8.243,,,salaries,http://www.baseball-reference.com/players/m/martivi01.shtml,FALSE,BOS,Red Sox
241,California Angels,1975,Nolan Ryan,Pitcher,28,0.125,0.542,3/22/75 TSN,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
242,California Angels,1982,Reggie Jackson,Rightfielder,36,1.103,2.668,1983 TSN Guide,$900K base plus $203K attendance bonus,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,CAL,Angels
243,California Angels,1996,Lee Smith,Pitcher,38,2.1,3.126,1996 Joint Exhibit 1,"Incl $400,000 signing bonus",salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,CAL,Angels
244,California Angels,1988,Greg Minton,Pitcher,36,0.5,0.987,,,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,TRUE,CAL,Angels
245,California Angels,1977,Nolan Ryan,Pitcher,30,0.2,0.77,2/19/77 TSN,"3/$600,000 plus bonuses; breakdown unknown",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
246,California Angels,1986,Reggie Jackson,Rightfielder,40,1.103,2.349,1986 USA Today survey,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,CAL,Angels
247,California Angels,1983,Reggie Jackson,Rightfielder,37,0.975,2.285,3/6/82 TSN,Plus attendance bonuses,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,CAL,Angels
248,California Angels,1987,Reggie Jackson,Rightfielder,41,0.525,1.079,1987 USA Today survey,,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,CAL,Angels
249,California Angels,1977,Jerry Remy,Second Baseman,24,0.08,0.308,"TSN salary survey, 4/23/77",,salaries,http://www.baseball-reference.com/players/r/remyje01.shtml,FALSE,CAL,Angels
250,California Angels,1974,Nolan Ryan,Pitcher,27,0.1,0.473,3/23/74 TSN,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
251,California Angels,1972,Nolan Ryan,Pitcher,25,0.027,0.151,Noll/Fort/Hylan database,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
252,California Angels,1985,Reggie Jackson,Rightfielder,39,1.059,2.298,3/6/82 TSN; 3/3/86 TSN (bonuses),$975K plus attendance bonus,salaries,http://www.baseball-reference.com/players/j/jacksre01.shtml,FALSE,CAL,Angels
253,California Angels,1980,Rod Carew,"First Baseman, Second Baseman",34,0.8,2.267,1979 TSN Guide,$4 million/5 yrs.,salaries,http://www.baseball-reference.com/players/c/carewro01.shtml,FALSE,CAL,Angels
254,California Angels,1979,Nolan Ryan,Pitcher,32,0.2,0.643,2/19/77 TSN,"3/$600,000 plus bonuses; breakdown unknown",salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
255,California Angels,1984,John Curtis,Pitcher,36,0.365,0.82,1980 TSN Guide,"$75K bonus, $350K salary",salaries,http://www.baseball-reference.com/players/c/curtijo01.shtml,FALSE,CAL,Angels
256,California Angels,1973,Nolan Ryan,Pitcher,26,0.047,0.247,3/23/74 TSN,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
257,California Angels,1989,Greg Minton,Pitcher,37,0.83,1.563,,,salaries,http://www.baseball-reference.com/players/m/mintogr01.shtml,TRUE,CAL,Angels
258,California Angels,1982,Rod Carew,"First Baseman, Second Baseman",36,0.8,1.935,1979 TSN Guide,$4 million/5 yrs.,salaries,http://www.baseball-reference.com/players/c/carewro01.shtml,FALSE,CAL,Angels
259,California Angels,1988,Johnny Ray,Second Baseman,31,0.732,1.445,,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,TRUE,CAL,Angels
260,California Angels,1989,Johnny Ray,Second Baseman,32,0.85,1.601,1989 USA Today survey,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,FALSE,CAL,Angels
261,California Angels,1976,Nolan Ryan,Pitcher,29,0.125,0.513,3/22/75 TSN,,salaries,http://www.baseball-reference.com/players/r/ryanno01.shtml,FALSE,CAL,Angels
262,California Angels,1995,Lee Smith,Pitcher,37,2.561,3.924,1996 Joint Exhibit 1,"Incl $400,000 signing bonus, $661,113 earned bonus",salaries,http://www.baseball-reference.com/players/s/smithle02.shtml,FALSE,CAL,Angels
263,California Angels,1990,Johnny Ray,Second Baseman,33,1.125,2.01,USA Today,,salaries,http://www.baseball-reference.com/players/r/rayjo01.shtml,FALSE,CAL,Angels
264,California Angels,1983,Rod Carew,"First Baseman, Second Baseman",37,0.8,1.875,1979 TSN Guide,$4 million/5 yrs.,salaries,http://www.baseball-reference.com/players/c/carewro01.shtml,FALSE,CAL,Angels
