,player,tm,season,age,lg,ip,g,gs,r,ra9,ra9opp,ra9def,ra9role,ppfp,ra9avg,raa,waa,gmli,waaadj,war,rar,waawl,wl162,salary,awards,table_name,disputed_salary,salary_2013,team,pst_team,position
559,Scott Erickson,BAL,1997,29,AL,221.2,34,33,100,4.06,4.98,0.09,0.18,95.9,4.86,19,1.9,1.9,-0.1,4,45,0.555,0.512,3.3,,pitching value,FALSE,4.799,Baltimore Orioles,Orioles,Pitcher
563,Scott Erickson,BAL,2002,34,AL,160.2,29,28,109,6.11,5.07,0.29,0.18,95.3,4.72,-26,-2.4,0.4,-0.1,-0.8,-7,0.419,0.485,5.143,,pitching value,FALSE,6.675,Baltimore Orioles,Orioles,Pitcher
564,Scott Erickson,BAL,1996,28,AL,222.1,34,34,137,5.55,5.38,-0.2,0.2,98.9,5.72,1,0.1,NA,-0.1,2.2,32,0.502,0.501,2.9,,pitching value,FALSE,4.316,Baltimore Orioles,Orioles,Pitcher
565,Scott Erickson,BAL,1995,27,AL,108.2,17,16,47,3.89,5.24,0.33,0.19,100.4,5.13,15,1.5,0,-0.1,2.6,28,0.59,0.509,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
597,Tippy Martinez,BAL,1985,35,AL,70,49,0,48,6.17,4.6,-0.1,-0.36,96.9,4.21,-15,-1.5,1.4,-0.4,-1.3,-9,0.469,0.491,0.44,,pitching value,FALSE,0.955,Baltimore Orioles,Orioles,Pitcher
598,Tippy Martinez,BAL,1976,26,AL,41.2,28,0,13,2.81,4.03,0.08,-0.33,97.5,3.53,3,0.4,2.1,0.1,1,7,0.514,0.502,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
599,Tippy Martinez,BAL,1984,34,AL,89.2,55,0,42,4.22,4.42,0.34,-0.35,98,3.66,-5,-0.6,2,-0.4,-0.1,3,0.49,0.497,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
601,Tippy Martinez,BAL,1982,32,AL,95,76,0,39,3.69,4.67,0.22,-0.37,99,4.04,4,0.4,1.8,0,1.3,13,0.506,0.503,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
602,Tippy Martinez,BAL,1980,30,AL,80.2,53,0,30,3.35,4.51,0.15,-0.36,99.9,4,5,0.6,2.3,0.2,1.5,13,0.511,0.504,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
603,Tippy Martinez,BAL,1986,36,AL,16,14,0,10,5.63,5,-0.06,-0.39,100.1,4.67,-2,-0.2,1.3,-0.1,-0.1,0,0.488,0.499,0.487,,pitching value,FALSE,1.037,Baltimore Orioles,Orioles,Pitcher
604,Tippy Martinez,BAL,1983,33,AL,103.1,65,0,30,2.61,4.6,0.03,-0.37,97.9,4.11,17,1.8,1.8,0.6,3.4,27,0.528,0.511,NA,"AS,MVP-27",pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
605,Tippy Martinez,BAL,1977,27,AL,50,41,0,17,3.06,4.69,0.23,-0.38,98.5,4.02,5,0.5,1.6,0.1,1.1,10,0.513,0.503,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
606,Tippy Martinez,BAL,1981,31,AL,59,37,0,21,3.2,4.1,-0.03,-0.33,99.2,3.77,4,0.4,2.2,0.2,1.1,9,0.512,0.503,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
609,Tippy Martinez,BAL,1979,29,AL,78,39,0,29,3.35,4.56,0.43,-0.37,94.7,3.56,2,0.2,1.5,-0.1,0.9,10,0.505,0.501,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
610,Tippy Martinez,BAL,1978,28,AL,69,42,0,41,5.35,4.31,0.22,-0.35,95.7,3.58,-14,-1.4,1.9,-0.7,-1.5,-7,0.466,0.491,NA,,pitching value,FALSE,NA,Baltimore Orioles,Orioles,Pitcher
36,Al Hrabosky,ATL,1982,32,NL,37.1,31,0,25,6.03,4.11,-0.2,-0.32,103.7,4.14,-8,-0.9,1.3,-0.2,-0.8,-5,0.471,0.494,0.44,,pitching value,FALSE,1.064,Atlanta Braves,Braves,Pitcher
37,Al Hrabosky,ATL,1980,30,NL,59.2,45,0,27,4.07,4.1,0.1,-0.32,102,3.75,-2,-0.3,1.3,-0.1,0.2,3,0.494,0.498,0.44,,pitching value,FALSE,1.247,Atlanta Braves,Braves,Pitcher
41,Al Hrabosky,ATL,1981,31,NL,33.2,24,0,5,1.34,3.93,-0.03,-0.3,97.6,3.57,8,0.9,1,-0.1,1.2,11,0.539,0.506,0.44,,pitching value,FALSE,1.13,Atlanta Braves,Braves,Pitcher
86,Bruce Sutter,ATL,1988,35,NL,45.1,38,0,26,5.16,3.92,-0.35,-0.31,107.1,4.24,-5,-0.6,1.6,-0.2,-0.4,-1,0.485,0.497,1.729,,pitching value,FALSE,3.413,Atlanta Braves,Braves,Pitcher
90,Bruce Sutter,ATL,1986,33,NL,18.2,16,0,9,4.34,4.28,-0.27,-0.33,104.6,4.42,0,0,1.7,0,0.2,2,0.5,0.5,1.729,,pitching value,FALSE,3.682,Atlanta Braves,Braves,Pitcher
93,Bruce Sutter,ATL,1985,32,NL,88.1,58,0,46,4.69,4.04,-0.17,-0.32,107.4,4.18,-6,-0.6,1.6,-0.4,-0.1,3,0.489,0.496,1.354,,pitching value,FALSE,2.939,Atlanta Braves,Braves,Pitcher
224,Denny Neagle,ATL,1997,28,NL,233.1,34,34,87,3.36,4.58,0.44,0.17,100.5,4.34,25,2.7,NA,-0.1,4.5,45,0.579,0.517,3.61,"AS,CYA-3",pitching value,FALSE,5.25,Atlanta Braves,Braves,Pitcher
226,Denny Neagle,ATL,1998,29,NL,210.1,32,31,91,3.89,4.61,0.54,0.16,99.1,4.2,7,0.8,1.3,-0.1,2.4,25,0.524,0.505,4.5,,pitching value,FALSE,6.445,Atlanta Braves,Braves,Pitcher
228,Denny Neagle,ATL,1996,27,NL,38.2,6,6,26,6.05,4.73,0.26,0.18,108.4,5.03,-4,-0.4,NA,0,-0.1,-1,0.434,0.498,NA,CYA-8,pitching value,FALSE,NA,Atlanta Braves,Braves,Pitcher
400,Kevin Millwood,ATL,1997,22,NL,51.1,12,8,26,4.56,4.66,0.44,0.12,98.1,4.25,-2,-0.2,1.5,0,0.2,3,0.485,0.499,NA,,pitching value,FALSE,NA,Atlanta Braves,Braves,Pitcher
402,Kevin Millwood,ATL,2001,26,NL,121,21,21,66,4.91,4.7,0.4,0.18,104,4.66,-4,-0.4,NA,-0.1,0.6,7,0.482,0.498,3.1,,pitching value,FALSE,4.087,Atlanta Braves,Braves,Pitcher
403,Kevin Millwood,ATL,1998,23,NL,174.1,31,29,86,4.44,4.59,0.54,0.16,98.5,4.15,-6,-0.6,0.5,-0.1,0.8,9,0.482,0.497,0.175,,pitching value,FALSE,0.251,Atlanta Braves,Braves,Pitcher
405,Kevin Millwood,ATL,2000,25,NL,212.2,36,35,115,4.87,4.97,0.22,0.17,100,4.92,1,0.1,1.9,-0.1,1.7,21,0.502,0.5,0.42,,pitching value,FALSE,0.569,Atlanta Braves,Braves,Pitcher
409,Kevin Millwood,ATL,1999,24,NL,228,33,33,80,3.16,4.99,0.24,0.18,97.7,4.82,41,4.3,NA,-0.1,6.1,64,0.63,0.527,0.23,"AS,CYA-3,MVP-26",pitching value,FALSE,0.322,Atlanta Braves,Braves,Pitcher
413,Kevin Millwood,ATL,2002,27,NL,217,35,34,83,3.44,4.49,0.46,0.16,101.2,4.25,18,2,0.9,-0.1,3.7,38,0.557,0.512,3.9,,pitching value,FALSE,5.062,Atlanta Braves,Braves,Pitcher
416,Larry McWilliams,ATL,1982,28,NL,37.2,27,2,30,7.17,4.1,-0.22,-0.2,104.9,4.32,-12,-1.3,1.1,-0.1,-1.1,-9,0.451,0.492,0.09,,pitching value,FALSE,0.218,Atlanta Braves,Braves,Pitcher
417,Larry McWilliams,ATL,1987,33,NL,20.1,9,2,15,6.64,4.73,-0.28,-0.14,103.1,5.03,-4,-0.4,0.4,0,-0.1,-2,0.458,0.498,0.9,,pitching value,FALSE,1.849,Atlanta Braves,Braves,Pitcher
420,Larry McWilliams,ATL,1981,27,NL,37.2,6,5,13,3.11,3.77,-0.02,0.12,100.1,3.92,3,0.3,0.9,0,0.7,6,0.558,0.502,0.07,,pitching value,FALSE,0.18,Atlanta Braves,Braves,Pitcher
421,Larry McWilliams,ATL,1978,24,NL,99.1,15,15,38,3.44,4.05,-0.35,0.13,115,5.21,18,2.3,NA,-0.1,3.1,27,0.653,0.514,NA,,pitching value,FALSE,NA,Atlanta Braves,Braves,Pitcher
423,Larry McWilliams,ATL,1979,25,NL,66.1,13,13,41,5.56,4.21,-0.56,0.14,104.6,5.14,-4,-0.4,NA,0,0.2,2,0.469,0.497,NA,,pitching value,FALSE,NA,Atlanta Braves,Braves,Pitcher
429,Larry McWilliams,ATL,1980,26,NL,163.2,30,30,97,5.33,3.98,0.11,0.14,101.6,4.08,-23,-2.4,NA,-0.1,-1,-9,0.419,0.485,NA,,pitching value,FALSE,NA,Atlanta Braves,Braves,Pitcher
586,Terry Forster,ATL,1985,33,NL,59.1,46,0,22,3.34,4.31,-0.16,-0.34,106.6,4.41,7,0.7,1.3,0,1.3,12,0.516,0.505,0.483,,pitching value,FALSE,1.049,Atlanta Braves,Braves,Pitcher
587,Terry Forster,ATL,1983,31,NL,79.1,56,0,19,2.16,4.14,-0.09,-0.32,104.8,4.1,17,1.9,1.8,0.7,3.3,24,0.534,0.512,0.483,,pitching value,FALSE,1.133,Atlanta Braves,Braves,Pitcher
589,Terry Forster,ATL,1984,32,NL,26.2,25,0,9,3.04,4.21,0.02,-0.33,108.4,4.2,3,0.4,1.5,0,0.7,6,0.514,0.502,0.483,,pitching value,FALSE,1.086,Atlanta Braves,Braves,Pitcher
613,Trevor Cahill,ARI,2012,24,NL,200,32,32,93,4.19,4.32,0.04,0.16,105,4.66,9,1,NA,-0.1,2.6,27,0.531,0.506,3.5,,pitching value,FALSE,3.559,Arizona Diamondbacks,Diamondbacks,Pitcher
360,John Lackey,ANA,2004,25,AL,198.1,33,32,108,4.9,4.97,-0.07,0.19,98.2,5.13,2,0.2,0.1,-0.1,2.2,28,0.507,0.501,0.375,,pitching value,FALSE,0.463,Anaheim Angels,Angels,Pitcher
361,John Lackey,ANA,2003,24,AL,204,33,33,117,5.16,4.91,0.14,0.19,97.7,4.84,-7,-0.7,NA,-0.1,1.3,16,0.48,0.496,0.315,,pitching value,FALSE,0.4,Anaheim Angels,Angels,Pitcher
362,John Lackey,ANA,2002,23,AL,108.1,18,18,52,4.32,4.89,0.64,0.18,98.5,4.36,0,0,NA,-0.1,1,13,0.5,0.5,NA,RoY-4,pitching value,FALSE,NA,Anaheim Angels,Angels,Pitcher
