"","player","season","salary","inflation_adjusted_salary","games","war"
"1","A.J. Burnett",1999,0.2,0.28,7,0.3
"2","A.J. Burnett",2000,0.204,0.277,13,0.7
"3","A.J. Burnett",2001,0.25,0.33,27,1.7
"4","A.J. Burnett",2002,0.368,0.477,31,4
"5","A.J. Burnett",2003,2.5,3.172,4,0.1
"6","A.J. Burnett",2004,2.5,3.09,20,1.8
"7","A.J. Burnett",2005,3.65,4.363,32,3.4
"8","A.J. Burnett",2006,2.2,2.548,21,1.9
"9","A.J. Burnett",2007,13.2,14.861,25,2.4
"10","A.J. Burnett",2008,13.2,14.312,35,2.4
"11","A.J. Burnett",2009,16.5,17.954,33,4.4
"12","A.J. Burnett",2010,16.5,17.663,33,-0.8
"13","A.J. Burnett",2011,16.5,17.122,33,0.8
"14","A.J. Burnett",2012,16.5,16.777,31,2.2
"15","Aaron Rowand",2002,0.225,0.292,126,1.2
"16","Aaron Rowand",2003,0.32,0.406,93,0.8
"17","Aaron Rowand",2004,0.34,0.42,140,5.7
"18","Aaron Rowand",2005,2,2.391,157,3.7
"19","Aaron Rowand",2006,3.25,3.763,109,0.5
"20","Aaron Rowand",2007,4.35,4.897,161,5.1
"21","Aaron Rowand",2008,9.6,10.409,152,0.6
"22","Aaron Rowand",2009,9.6,10.446,144,0.9
"23","Aaron Rowand",2010,13.6,14.559,105,0.3
"24","Aaron Rowand",2011,13.6,14.113,108,0.5
"25","Adam Jones",2008,0.39,0.423,132,2.1
"26","Adam Jones",2009,0.435,0.473,119,2.6
"27","Adam Jones",2010,0.465,0.498,149,2.4
"28","Adam Jones",2011,3.25,3.373,151,3.2
"29","Adam Jones",2012,6.15,6.253,162,3.8
"30","Adam Wainwright",2006,0.327,0.379,61,1.4
"31","Adam Wainwright",2007,0.41,0.462,32,2.8
"32","Adam Wainwright",2008,0.688,0.745,20,2.6
"33","Adam Wainwright",2009,2.788,3.033,34,6.2
"34","Adam Wainwright",2010,4.838,5.179,33,6.3
"35","Adam Wainwright",2012,9,9.151,32,1.1
"36","Adrian Beltre",1998,0.17,0.243,77,0.2
"37","Adrian Beltre",1999,0.22,0.308,152,3.8
"38","Adrian Beltre",2000,1,1.356,138,3.4
"39","Adrian Beltre",2001,1.25,1.648,126,0.8
"40","Adrian Beltre",2002,2.8,3.634,159,2
"41","Adrian Beltre",2003,3.7,4.695,158,3.6
"42","Adrian Beltre",2004,5,6.18,156,9.6
"43","Adrian Beltre",2005,11.4,13.626,156,3.2
"44","Adrian Beltre",2006,12.9,14.938,156,5.4
"45","Adrian Beltre",2007,12.9,14.523,149,3.8
"46","Adrian Beltre",2008,13.4,14.529,143,5.5
"47","Adrian Beltre",2009,13.4,14.581,111,3.3
"48","Adrian Beltre",2010,9,9.635,154,7.8
"49","Adrian Beltre",2011,14,14.528,124,5.8
"50","Adrian Beltre",2012,15,15.252,156,7
"51","Adrian Gonzalez",2005,0.316,0.378,43,-0.6
"52","Adrian Gonzalez",2006,0.328,0.379,156,3
"53","Adrian Gonzalez",2007,0.5,0.563,161,2.5
"54","Adrian Gonzalez",2008,0.875,0.949,162,3.5
"55","Adrian Gonzalez",2009,3.125,3.4,160,6.9
"56","Adrian Gonzalez",2010,4.875,5.219,160,4.3
"57","Adrian Gonzalez",2011,6.3,6.538,159,6.9
"58","Adrian Gonzalez",2012,21,21.353,159,2.32452830188679
"59","Adrian Gonzalez",2012,21,21.353,159,2.32452830188679
"60","Al Hrabosky",1976,0.045,0.185,68,0.2
"61","Al Hrabosky",1980,0.44,1.247,45,0.2
"62","Al Hrabosky",1981,0.44,1.13,24,1.2
"63","Al Hrabosky",1982,0.44,1.064,31,-0.8
"64","Albert Belle",1989,0.068,0.128,62,0
"65","Albert Belle",1990,0.117,0.209,9,-0.1
"66","Albert Belle",1991,0.13,0.223,123,2.5
"67","Albert Belle",1992,0.175,0.291,153,1.9
"68","Albert Belle",1993,1.675,2.707,159,4.7
"69","Albert Belle",1994,2.775,4.371,106,5.7
"70","Albert Belle",1995,4.5,6.894,143,6.9
"71","Albert Belle",1996,5.7,8.484,158,5.7
"72","Albert Belle",1997,10,14.542,161,1.5
"73","Albert Belle",1998,10,14.322,163,7
"74","Albert Belle",1999,11.95,16.745,161,3.4
"75","Albert Belle",2000,12.869,17.444,141,0.6
"76","Albert Pujols",2001,0.2,0.264,161,6.6
"77","Albert Pujols",2002,0.6,0.779,157,5.5
"78","Albert Pujols",2003,0.9,1.142,157,8.6
"79","Albert Pujols",2004,7,8.651,154,8.4
"80","Albert Pujols",2005,11,13.148,161,8.4
"81","Albert Pujols",2006,14,16.212,143,8.4
"82","Albert Pujols",2007,12.938,14.566,158,8.7
"83","Albert Pujols",2008,13.871,15.039,148,9.2
"84","Albert Pujols",2009,14.427,15.698,160,9.7
"85","Albert Pujols",2010,14.596,15.625,159,7.5
"86","Albert Pujols",2011,14.508,15.056,147,5.4
"87","Albert Pujols",2012,12,12.202,154,5
"88","Alex Rios",2005,0.331,0.396,146,1.2
"89","Alex Rios",2006,0.354,0.41,128,4.6
"90","Alex Rios",2007,2.535,2.854,161,5.6
"91","Alex Rios",2008,4.835,5.242,155,5.9
"92","Alex Rios",2009,6.4,6.964,149,0.922147651006711
"93","Alex Rios",2009,6.4,6.964,149,0.922147651006711
"94","Alex Rios",2010,10.2,10.919,147,3.2
"95","Alex Rios",2011,12.5,12.972,145,-1.7
"96","Alex Rios",2012,12,12.202,157,4.6
"97","Alex Rodriguez",1994,0.442,0.697,17,-0.2
"98","Alex Rodriguez",1995,0.442,0.678,48,-0.4
"99","Alex Rodriguez",1996,0.442,0.658,146,9.3
"100","Alex Rodriguez",1997,1.062,1.545,141,5.6
"101","Alex Rodriguez",1998,2.163,3.097,161,8.5
"102","Alex Rodriguez",1999,3.112,4.362,129,4.8
"103","Alex Rodriguez",2000,4.362,5.914,148,10.3
"104","Alex Rodriguez",2001,22,29.004,162,8.4
"105","Alex Rodriguez",2002,22,28.553,162,8.8
"106","Alex Rodriguez",2003,22,27.918,161,8.4
"107","Alex Rodriguez",2004,22,27.19,155,7.6
"108","Alex Rodriguez",2005,26,31.077,162,9.4
"109","Alex Rodriguez",2006,21.681,25.106,154,4.5
"110","Alex Rodriguez",2007,22.709,25.566,158,9.4
"111","Alex Rodriguez",2008,28,30.359,138,6.8
"112","Alex Rodriguez",2009,33,35.907,124,4.2
"113","Alex Rodriguez",2010,33,35.327,137,4.2
"114","Alex Rodriguez",2011,32,33.207,99,3.8
"115","Alex Rodriguez",2012,29,29.488,122,2.3
"116","Alfredo Griffin",1985,0.61,1.324,162,1
"117","Alfredo Griffin",1986,0.578,1.23,162,3.4
"118","Alfredo Griffin",1987,0.608,1.249,144,1.7
"119","Alfredo Griffin",1988,0.75,1.48,95,0.3
"120","Alfredo Griffin",1989,1,1.883,136,0.7
"121","Alfredo Griffin",1990,1,1.787,141,-2.3
"122","Alfredo Griffin",1991,0.9,1.543,109,-0.3
"123","Alfredo Griffin",1992,0.638,1.06,63,0.2
"124","Alfredo Griffin",1993,0.5,0.808,46,-0.3
"125","Allen Craig",2010,0.4,0.428,44,0.1
"126","Allen Craig",2011,0.414,0.43,75,2.4
"127","Allen Craig",2012,0.495,0.503,119,2.3
"128","Andre Ethier",2007,0.388,0.436,153,1.1
"129","Andre Ethier",2008,0.424,0.46,141,2.2
"130","Andre Ethier",2009,3.1,3.373,160,2.9
"131","Andre Ethier",2010,5.75,6.155,139,1.9
"132","Andre Ethier",2011,9.5,9.858,135,2.4
"133","Andre Ethier",2012,10.95,11.134,149,3.8
"134","Andrew McCutchen",2010,0.422,0.452,154,3.7
"135","Andrew McCutchen",2011,0.452,0.47,158,5.4
"136","Andrew McCutchen",2012,0.5,0.508,157,7.2
"137","Andruw Jones",1996,0.109,0.162,31,0.1
"138","Andruw Jones",1997,0.152,0.222,153,3.3
"139","Andruw Jones",1998,0.215,0.308,159,7.4
"140","Andruw Jones",1999,0.33,0.462,162,7
"141","Andruw Jones",2000,3.7,5.016,161,8.1
"142","Andruw Jones",2001,8.2,10.811,161,4.9
"143","Andruw Jones",2002,10,12.979,154,6.6
"144","Andruw Jones",2003,12,15.228,156,4.9
"145","Andruw Jones",2004,12.5,15.449,154,3.2
"146","Andruw Jones",2005,13,15.538,160,6.7
"147","Andruw Jones",2006,13.5,15.633,156,5.6
"148","Andruw Jones",2007,14,15.762,154,3
"149","Andruw Jones",2008,14.727,15.967,75,-1.6
"150","Andruw Jones",2009,0.5,0.544,82,0.3
"151","Andruw Jones",2010,0.5,0.535,107,1.9
"152","Andruw Jones",2011,1.5,1.557,77,0.9
"153","Andruw Jones",2012,2,2.034,94,0.3
"154","Anibal Sanchez",2007,0.381,0.429,6,0.3
"155","Anibal Sanchez",2008,0.39,0.423,10,-0.2
"156","Anibal Sanchez",2009,0.4,0.435,16,1.7
"157","Anibal Sanchez",2010,1.25,1.338,32,3.2
"158","Anibal Sanchez",2011,3.7,3.84,32,3.8
"159","Anibal Sanchez",2012,8,8.135,31,1.2
"160","Anibal Sanchez",2012,8,8.135,31,1.2
"161","Aramis Ramirez",1998,0.17,0.243,72,-1.5
"162","Aramis Ramirez",2000,0.23,0.312,73,-1
"163","Aramis Ramirez",2001,0.285,0.376,158,4.1
"164","Aramis Ramirez",2002,0.5,0.649,142,-1.3
"165","Aramis Ramirez",2003,3,3.807,159,1.02264150943396
"166","Aramis Ramirez",2003,3,3.807,159,1.02264150943396
"167","Aramis Ramirez",2004,6,7.415,145,4.3
"168","Aramis Ramirez",2005,8.95,10.698,123,3.6
"169","Aramis Ramirez",2006,10.75,12.448,157,3.5
"170","Aramis Ramirez",2007,9,10.132,132,5.2
"171","Aramis Ramirez",2008,15,16.264,149,2.9
"172","Aramis Ramirez",2009,16.65,18.117,82,1.7
"173","Aramis Ramirez",2010,16.75,17.931,124,-1
"174","Aramis Ramirez",2011,14.6,15.151,149,2.7
"175","Aramis Ramirez",2012,6,6.101,149,5.6
"176","Aroldis Chapman",2010,1,1.071,15,0.4
"177","Aroldis Chapman",2011,3.836,3.98,54,0.4
"178","Aroldis Chapman",2012,2,2.034,68,3.6
"179","B.J. Ryan",1999,0.2,0.28,14,0.464285714285714
"180","B.J. Ryan",1999,0.2,0.28,14,0.464285714285714
"181","B.J. Ryan",2000,0.204,0.277,42,-0.1
"182","B.J. Ryan",2001,0.21,0.277,61,-0.2
"183","B.J. Ryan",2002,0.3,0.389,67,0.1
"184","B.J. Ryan",2003,0.762,0.968,76,1.6
"185","B.J. Ryan",2004,1.275,1.576,76,3.4
"186","B.J. Ryan",2005,2.6,3.108,69,2.4
"187","B.J. Ryan",2006,4,4.632,65,3.5
"188","B.J. Ryan",2007,7,7.881,5,-0.6
"189","B.J. Ryan",2008,12,13.011,60,1.1
"190","B.J. Ryan",2009,12,13.057,25,-0.3
"191","B.J. Upton",2007,0.387,0.436,129,4.4
"192","B.J. Upton",2008,0.412,0.447,145,3.4
"193","B.J. Upton",2009,0.435,0.473,144,1.1
"194","B.J. Upton",2010,3,3.212,154,1.3
"195","B.J. Upton",2011,4.825,5.007,153,3.1
"196","B.J. Upton",2012,7,7.118,146,2.9
"197","Barry Bonds",1986,0.06,0.128,113,3.5
"198","Barry Bonds",1987,0.1,0.205,150,5.8
"199","Barry Bonds",1988,0.22,0.434,144,6.2
"200","Barry Bonds",1989,0.36,0.678,159,8
"201","Barry Bonds",1990,0.85,1.519,151,9.7
"202","Barry Bonds",1991,2.3,3.942,153,7.9
"203","Barry Bonds",1992,4.8,7.985,140,9
"204","Barry Bonds",1993,4.517,7.299,159,9.9
"205","Barry Bonds",1994,5.167,8.137,112,6.2
"206","Barry Bonds",1995,8.167,12.511,144,7.5
"207","Barry Bonds",1996,8.417,12.528,158,9.7
"208","Barry Bonds",1997,8.667,12.603,159,8.1
"209","Barry Bonds",1998,8.917,12.771,156,8.1
"210","Barry Bonds",1999,9.381,13.146,102,3.8
"211","Barry Bonds",2000,10.659,14.449,143,7.7
"212","Barry Bonds",2001,10.3,13.579,153,11.9
"213","Barry Bonds",2002,15,19.468,143,11.8
"214","Barry Bonds",2003,15.5,19.669,130,9.2
"215","Barry Bonds",2004,18,22.246,147,10.6
"216","Barry Bonds",2005,22,26.296,14,0.6
"217","Barry Bonds",2006,19.331,22.385,130,4
"218","Barry Bonds",2007,15.534,17.488,126,3.4
"219","Barry Zito",2000,0.2,0.271,14,3.4
"220","Barry Zito",2001,0.24,0.316,35,4.5
"221","Barry Zito",2002,0.295,0.383,35,7.2
"222","Barry Zito",2003,1,1.269,35,5.3
"223","Barry Zito",2004,3,3.708,34,2.8
"224","Barry Zito",2005,5.6,6.693,35,3.3
"225","Barry Zito",2006,7.9,9.148,34,4.4
"226","Barry Zito",2007,10,11.258,34,2
"227","Barry Zito",2008,14.5,15.721,32,-0.1
"228","Barry Zito",2009,18.5,20.13,33,2.6
"229","Barry Zito",2010,18.5,19.804,34,1.5
"230","Barry Zito",2011,18.5,19.198,13,-0.6
"231","Barry Zito",2012,19,19.319,32,0.2
"232","Bill Buckner",1977,0.1,0.385,122,-0.7
"233","Bill Buckner",1985,0.748,1.622,162,1.5
"234","Bill Buckner",1986,0.785,1.672,153,-0.4
"235","Bill Buckner",1987,0.367,0.753,132,-0.463636363636364
"236","Bill Buckner",1987,0.367,0.753,132,-0.463636363636364
"237","Bill Buckner",1987,0.062,0.128,132,-0.463636363636364
"238","Bill Buckner",1987,0.062,0.128,132,-0.463636363636364
"239","Bill Buckner",1988,0.4,0.79,108,-0.876851851851852
"240","Bill Buckner",1988,0.4,0.79,108,-0.876851851851852
"241","Bill Buckner",1989,0.4,0.753,79,-1.2
"242","Bobby Abreu",1997,0.15,0.218,59,0.4
"243","Bobby Abreu",1998,0.18,0.258,151,6.4
"244","Bobby Abreu",1999,0.4,0.561,152,6.1
"245","Bobby Abreu",2000,2.933,3.976,154,6.2
"246","Bobby Abreu",2001,4.983,6.569,162,5.1
"247","Bobby Abreu",2002,6.333,8.22,157,5.8
"248","Bobby Abreu",2003,9.1,11.548,158,5.3
"249","Bobby Abreu",2004,10.6,13.101,159,6.6
"250","Bobby Abreu",2005,13.1,15.658,162,3.6
"251","Bobby Abreu",2006,13.6,15.748,156,1.96282051282051
"252","Bobby Abreu",2006,13.6,15.748,156,1.96282051282051
"253","Bobby Abreu",2007,15,16.887,158,2.4
"254","Bobby Abreu",2008,16,17.348,156,2.7
"255","Bobby Abreu",2009,5,5.441,152,3.2
"256","Bobby Abreu",2010,9,9.635,154,1.7
"257","Bobby Abreu",2011,9,9.339,142,1.5
"258","Bobby Abreu",2012,9,9.151,100,-0.284
"259","Bobby Abreu",2012,9,9.151,100,-0.284
"260","Bobby Bonilla",1986,0.115,0.245,138,0.0891304347826087
"261","Bobby Bonilla",1986,0.115,0.245,138,0.0891304347826087
"262","Bobby Bonilla",1987,0.115,0.236,141,2.9
"263","Bobby Bonilla",1988,0.23,0.454,159,5.1
"264","Bobby Bonilla",1989,0.74,1.394,163,4.9
"265","Bobby Bonilla",1990,1.25,2.234,160,4
"266","Bobby Bonilla",1991,2.4,4.113,157,3.9
"267","Bobby Bonilla",1992,6.1,10.147,128,1.4
"268","Bobby Bonilla",1993,6.2,10.019,139,3.2
"269","Bobby Bonilla",1994,6.3,9.922,108,2.8
"270","Bobby Bonilla",1995,5.3,8.12,141,1.78085106382979
"271","Bobby Bonilla",1995,5.3,8.12,141,1.78085106382979
"272","Bobby Bonilla",1996,5.1,7.591,159,1.1
"273","Bobby Bonilla",1997,5.6,8.143,153,2
"274","Bobby Bonilla",1998,5.9,8.45,100,-0.808
"275","Bobby Bonilla",1998,5.9,8.45,100,-0.808
"276","Bobby Bonilla",1999,5.9,8.268,60,-1.4
"277","Bobby Bonilla",2000,0.2,0.271,114,-1.2
"278","Bobby Bonilla",2001,0.9,1.187,93,-1
"279","Brady Anderson",1988,0.062,0.123,94,0.0872340425531915
"280","Brady Anderson",1988,0.062,0.123,94,0.0872340425531915
"281","Brady Anderson",1990,0.12,0.214,89,0.4
"282","Brady Anderson",1991,0.165,0.283,113,1
"283","Brady Anderson",1992,0.365,0.607,159,5.1
"284","Brady Anderson",1993,1.855,2.998,142,2.8
"285","Brady Anderson",1994,3.083,4.856,111,2.7
"286","Brady Anderson",1995,3.333,5.107,143,3
"287","Brady Anderson",1996,3.613,5.378,149,6.9
"288","Brady Anderson",1997,4.05,5.889,151,3.7
"289","Brady Anderson",1998,5.442,7.794,133,1.5
"290","Brady Anderson",1999,5.675,7.952,150,5.8
"291","Brady Anderson",2000,7.127,9.661,141,1.9
"292","Brady Anderson",2001,7.2,9.492,131,-0.3
"293","Brady Anderson",2002,0.2,0.26,34,-0.2
"294","Brandon Phillips",2003,0.301,0.382,112,-0.3
"295","Brandon Phillips",2007,0.408,0.459,158,3.9
"296","Brandon Phillips",2008,2.938,3.185,141,3
"297","Brandon Phillips",2009,5.188,5.645,153,2.8
"298","Brandon Phillips",2010,6.938,7.427,155,4.1
"299","Brandon Phillips",2011,11.438,11.869,150,4.9
"300","Brandon Phillips",2012,12,12.202,147,3.8
"301","Brian McCann",2006,0.334,0.386,130,4.3
"302","Brian McCann",2007,0.44,0.495,139,1
"303","Brian McCann",2008,0.967,1.048,145,5.5
"304","Brian McCann",2009,3.7,4.026,138,3.2
"305","Brian McCann",2010,5.7,6.102,143,3.6
"306","Brian McCann",2011,6.7,6.953,128,2.7
"307","Brian McCann",2012,11.5,11.693,121,0.8
"308","Bruce Sutter",1977,0.05,0.193,62,6.5
"309","Bruce Sutter",1979,0.225,0.724,62,4.9
"310","Bruce Sutter",1980,0.7,1.983,60,3.3
"311","Bruce Sutter",1981,0.975,2.504,48,1.6
"312","Bruce Sutter",1982,0.975,2.358,70,0.9
"313","Bruce Sutter",1985,1.354,2.939,58,-0.1
"314","Bruce Sutter",1986,1.729,3.682,16,0.2
"315","Bruce Sutter",1988,1.729,3.413,38,-0.4
"316","C.J. Wilson",2006,0.331,0.383,44,0.3
"317","C.J. Wilson",2007,0.391,0.44,66,1.7
"318","C.J. Wilson",2008,0.417,0.453,50,-1.3
"319","C.J. Wilson",2009,1.85,2.013,74,1.6
"320","C.J. Wilson",2010,3.1,3.319,33,4.4
"321","C.J. Wilson",2011,7,7.264,34,4.9
"322","C.J. Wilson",2012,10,10.168,34,0.7
"323","CC Sabathia",2002,0.7,0.909,33,3.2
"324","CC Sabathia",2003,1.1,1.396,30,3.7
"325","CC Sabathia",2004,2.7,3.337,30,3
"326","CC Sabathia",2005,5.25,6.275,31,1.8
"327","CC Sabathia",2006,7,8.106,28,4.6
"328","CC Sabathia",2007,8.75,9.851,34,6.3
"329","CC Sabathia",2008,11,11.927,35,3.35714285714286
"330","CC Sabathia",2008,11,11.927,35,3.35714285714286
"331","CC Sabathia",2009,15.286,16.632,34,6.2
"332","CC Sabathia",2010,24.286,25.998,34,4.6
"333","CC Sabathia",2011,24.286,25.202,33,7.5
"334","CC Sabathia",2012,23,23.387,28,3.5
"335","Cameron Maybin",2009,0.4,0.435,54,-0.1
"336","Cameron Maybin",2010,0.405,0.434,82,1.1
"337","Cameron Maybin",2011,0.429,0.445,137,4.5
"338","Cameron Maybin",2012,0.5,0.508,147,2.9
"339","Carl Crawford",2003,0.3,0.381,151,2.3
"340","Carl Crawford",2004,0.32,0.395,152,4.9
"341","Carl Crawford",2005,0.37,0.442,156,4.3
"342","Carl Crawford",2006,2.625,3.04,151,4.5
"343","Carl Crawford",2007,4.125,4.644,143,3.9
"344","Carl Crawford",2008,5.375,5.828,109,2.5
"345","Carl Crawford",2009,8.25,8.977,156,5
"346","Carl Crawford",2010,10,10.705,154,6.9
"347","Carl Crawford",2011,14.857,15.418,130,0.1
"348","Carlos Beltran",1998,0.17,0.243,14,0.3
"349","Carlos Beltran",1999,0.2,0.28,156,4.7
"350","Carlos Beltran",2000,0.35,0.474,98,0.9
"351","Carlos Beltran",2001,0.425,0.56,155,6.4
"352","Carlos Beltran",2002,3.5,4.543,162,4.3
"353","Carlos Beltran",2003,6,7.614,141,5.8
"354","Carlos Beltran",2004,9,11.123,159,3.54528301886792
"355","Carlos Beltran",2004,9,11.123,159,3.54528301886792
"356","Carlos Beltran",2005,11.571,13.831,151,2.9
"357","Carlos Beltran",2006,13.571,15.715,140,8.2
"358","Carlos Beltran",2007,13.571,15.279,144,5.4
"359","Carlos Beltran",2008,18.623,20.192,161,6.9
"360","Carlos Beltran",2009,19.244,20.939,81,3.6
"361","Carlos Beltran",2010,19.402,20.769,64,0.7
"362","Carlos Beltran",2011,19.325,20.054,142,2.72535211267606
"363","Carlos Beltran",2011,19.325,20.054,142,2.72535211267606
"364","Carlos Beltran",2012,13,13.219,151,3.8
"365","Carlos Gonzalez",2009,0.403,0.439,89,1.8
"366","Carlos Gonzalez",2010,0.406,0.435,145,5.9
"367","Carlos Gonzalez",2011,1.429,1.482,127,4.4
"368","Carlos Gonzalez",2012,5,5.084,135,1.5
"369","Carlos Lee",1999,0.2,0.28,127,0.7
"370","Carlos Lee",2000,0.275,0.373,152,2.5
"371","Carlos Lee",2001,0.4,0.527,150,1.5
"372","Carlos Lee",2002,2.7,3.504,140,2.9
"373","Carlos Lee",2003,4.2,5.33,158,3.2
"374","Carlos Lee",2004,6.5,8.033,153,5
"375","Carlos Lee",2005,8,9.562,162,0.9
"376","Carlos Lee",2006,8.5,9.843,161,1.72360248447205
"377","Carlos Lee",2006,8.5,9.843,161,1.72360248447205
"378","Carlos Lee",2007,11.5,12.947,162,2.3
"379","Carlos Lee",2008,12.5,13.553,115,2.7
"380","Carlos Lee",2009,19,20.674,160,1.8
"381","Carlos Lee",2010,19,20.34,157,-2
"382","Carlos Lee",2011,19,19.717,155,4
"383","Carlos Lee",2012,18.5,18.811,147,-0.0755102040816326
"384","Carlos Lee",2012,18.5,18.811,147,-0.0755102040816326
"385","Carlos Santana",2011,0.417,0.432,155,3.7
"386","Carlos Santana",2012,0.502,0.51,143,4.1
"387","Carlos Zambrano",2003,0.34,0.431,32,5.5
"388","Carlos Zambrano",2004,0.45,0.556,31,6.7
"389","Carlos Zambrano",2005,3.76,4.494,33,5.6
"390","Carlos Zambrano",2006,6.5,7.527,33,5.2
"391","Carlos Zambrano",2007,12.4,13.96,34,3.4
"392","Carlos Zambrano",2008,16,17.348,30,4.3
"393","Carlos Zambrano",2009,18.75,20.402,28,3
"394","Carlos Zambrano",2010,18.875,20.206,36,2.8
"395","Carlos Zambrano",2011,18.875,19.587,24,0.8
"396","Carlos Zambrano",2012,18,18.303,35,0.3
"397","Chan Ho Park",1994,0.109,0.172,2,-0.1
"398","Chan Ho Park",1995,0.114,0.175,2,0
"399","Chan Ho Park",1996,0.124,0.185,48,1.4
"400","Chan Ho Park",1997,0.27,0.393,32,3.5
"401","Chan Ho Park",1998,0.7,1.003,34,3
"402","Chan Ho Park",1999,2.3,3.223,33,0.2
"403","Chan Ho Park",2000,3.85,5.219,34,5
"404","Chan Ho Park",2001,9.9,13.052,36,4.1
"405","Chan Ho Park",2002,6.885,8.936,25,0.4
"406","Chan Ho Park",2003,13,16.497,7,-0.4
"407","Chan Ho Park",2004,14,17.303,16,0.5
"408","Chan Ho Park",2005,15,17.929,30,0.3
"409","Chan Ho Park",2005,15,17.929,30,0.3
"410","Chan Ho Park",2006,15.505,17.955,24,-0.4
"411","Chan Ho Park",2009,2.5,2.72,45,0.3
"412","Chan Ho Park",2010,1.2,1.285,53,-0.156603773584906
"413","Chan Ho Park",2010,1.2,1.285,53,-0.156603773584906
"414","Charles Johnson",1994,0.109,0.172,4,0.3
"415","Charles Johnson",1995,0.114,0.174,97,3
"416","Charles Johnson",1996,0.22,0.327,120,1.1
"417","Charles Johnson",1997,0.29,0.422,124,4.4
"418","Charles Johnson",1998,3.3,4.726,133,0.576691729323308
"419","Charles Johnson",1998,3.3,4.726,133,0.576691729323308
"420","Charles Johnson",1999,3.6,5.045,135,3
"421","Charles Johnson",2000,4.6,6.236,128,2.721875
"422","Charles Johnson",2000,4.6,6.236,128,2.721875
"423","Charles Johnson",2001,5,6.592,128,2.4
"424","Charles Johnson",2002,5,6.489,83,0
"425","Charles Johnson",2003,7,8.883,108,0.8
"426","Charles Johnson",2004,9,11.123,109,1.3
"427","Chase Utley",2003,0.3,0.381,43,0.3
"428","Chase Utley",2005,0.345,0.412,147,7.2
"429","Chase Utley",2006,0.5,0.579,160,7.3
"430","Chase Utley",2007,4.786,5.388,132,7.8
"431","Chase Utley",2008,7.786,8.442,159,9
"432","Chase Utley",2009,11.286,12.28,156,8.2
"433","Chase Utley",2010,15.286,16.363,115,5.8
"434","Chase Utley",2011,15.286,15.862,103,3.7
"435","Chase Utley",2012,15,15.252,83,3
"436","Chris Carpenter",1997,0.15,0.218,14,-0.1
"437","Chris Carpenter",1998,0.19,0.272,33,1.9
"438","Chris Carpenter",1999,0.483,0.677,24,2.2
"439","Chris Carpenter",2000,0.733,0.994,34,-0.2
"440","Chris Carpenter",2001,2.583,3.406,34,3.2
"441","Chris Carpenter",2002,3.45,4.478,13,0.5
"442","Chris Carpenter",2004,0.3,0.371,28,3.3
"443","Chris Carpenter",2005,2,2.391,33,5.8
"444","Chris Carpenter",2006,5,5.79,32,5.1
"445","Chris Carpenter",2007,8.5,9.569,1,-0.1
"446","Chris Carpenter",2008,10.5,11.384,4,0.4
"447","Chris Carpenter",2009,13.303,14.475,28,6.5
"448","Chris Carpenter",2010,15.841,16.958,35,3.2
"449","Chris Carpenter",2011,14.259,14.797,34,3.5
"450","Chris Carpenter",2012,10.5,10.677,3,0.2
"451","Chris Sale",2011,0.425,0.441,58,2.3
"452","Chris Sale",2012,0.5,0.508,30,5.9
"453","Chris Young",2007,0.38,0.428,148,0.7
"454","Chris Young",2008,0.406,0.44,160,1.4
"455","Chris Young",2009,1.95,2.122,134,0
"456","Chris Young",2010,3.45,3.693,156,5.5
"457","Chris Young",2011,5.2,5.396,156,5
"458","Chris Young",2012,7,7.118,101,2
"459","Cliff Lee",2003,0.301,0.382,9,0.5
"460","Cliff Lee",2004,0.303,0.375,33,0.3
"461","Cliff Lee",2005,0.345,0.412,32,2.5
"462","Cliff Lee",2006,0.406,0.47,33,2
"463","Cliff Lee",2007,3,3.377,20,-0.8
"464","Cliff Lee",2008,4,4.337,31,6.9
"465","Cliff Lee",2009,6,6.529,34,3.17058823529412
"466","Cliff Lee",2009,6,6.529,34,3.17058823529412
"467","Cliff Lee",2010,9,9.635,28,2.32857142857143
"468","Cliff Lee",2010,9,9.635,28,2.32857142857143
"469","Cliff Lee",2011,11,11.415,32,8.6
"470","Cliff Lee",2012,21.5,21.862,30,4.5
"471","Cole Hamels",2007,0.4,0.45,28,4.1
"472","Cole Hamels",2008,0.5,0.542,33,4.3
"473","Cole Hamels",2009,4.35,4.733,32,1.9
"474","Cole Hamels",2010,6.65,7.119,33,5.4
"475","Cole Hamels",2011,9.5,9.858,32,6.6
"476","Cole Hamels",2012,15,15.252,31,4.6
"477","Craig Swan",1977,0.07,0.27,26,0.7
"478","Craig Swan",1978,0.08,0.286,29,5.6
"479","Craig Swan",1979,0.09,0.289,35,4.6
"480","Craig Swan",1980,0.56,1.587,21,1.2
"481","Craig Swan",1981,0.56,1.438,5,0.1
"482","Craig Swan",1982,0.585,1.415,37,2.9
"483","Craig Swan",1983,0.66,1.547,27,-0.9
"484","Craig Swan",1984,0.76,1.708,12,-0.466666666666667
"485","Craig Swan",1984,0.76,1.708,12,-0.466666666666667
"486","Curtis Granderson",2006,0.335,0.388,159,3.3
"487","Curtis Granderson",2007,0.41,0.462,158,7.6
"488","Curtis Granderson",2008,1,1.084,141,3.8
"489","Curtis Granderson",2009,3.5,3.808,160,4.3
"490","Curtis Granderson",2010,5.5,5.888,136,4.5
