,player,season,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
509,Jason Smith,2013-2014,2500000,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pelicans,FALSE,G
529,Jeff Withey,2013-2014,490180,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
530,Jeff Withey,2014-2015,816482,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,U
531,Jeff Withey,2015-2016,1147276,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,QO
622,Jrue Holiday,2013-2014,9713484,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
623,Jrue Holiday,2014-2015,10404495,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
624,Jrue Holiday,2015-2016,11095507,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
625,Jrue Holiday,2016-2017,11786518,Rival Sports Group,Tony Dutt,FALSE,nba,Pelicans,FALSE,G
704,Lance Thomas,2013-2014,884293,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pelicans,FALSE,U
705,Lance Thomas,2014-2015,948163,540 Sports and Entertainment LLC,John Spencer,FALSE,nba,Pelicans,FALSE,U
991,Ryan Anderson,2013-2014,8308500,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
992,Ryan Anderson,2014-2015,8491500,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
993,Ryan Anderson,2015-2016,8500000,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Pelicans,FALSE,G
1142,Tyreke Evans,2013-2014,11796247,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
1143,Tyreke Evans,2014-2015,11265416,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
1144,Tyreke Evans,2015-2016,10734586,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
1145,Tyreke Evans,2016-2017,10203755,Wasserman Media Group,Arn Tellem,FALSE,nba,Pelicans,FALSE,G
43,Andre Drummond,2013-2014,2462400,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,G
44,Andre Drummond,2014-2015,2568360,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,TO
45,Andre Drummond,2015-2016,3272091,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,TO
46,Andre Drummond,2016-2017,4433683,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Pistons,FALSE,QO
143,Brandon Jennings,2013-2014,7655503,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
144,Brandon Jennings,2014-2015,8000000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
145,Brandon Jennings,2015-2016,8344497,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
193,Charlie Villanueva,2013-2014,8580000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Pistons,FALSE,G
197,Chauncey Billups,2013-2014,2500000,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,G
198,Chauncey Billups,2014-2015,2500000,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,TO
419,Greg Monroe,2013-2014,4086454,FAME,David Falk,FALSE,nba,Pistons,FALSE,G
420,Greg Monroe,2014-2015,5479934,FAME,David Falk,FALSE,nba,Pistons,FALSE,QO
589,Jonas Jerebko,2013-2014,4500000,The Neustadt Group,Doug Neustadt,FALSE,nba,Pistons,FALSE,G
590,Jonas Jerebko,2014-2015,4500000,The Neustadt Group,Doug Neustadt,FALSE,nba,Pistons,FALSE,PO
614,Josh Harrellson,2013-2014,884293,United Sports and Entertainment Group,Merle Scott,FALSE,nba,Pistons,FALSE,U
615,Josh Harrellson,2014-2015,948163,United Sports and Entertainment Group,Merle Scott,FALSE,nba,Pistons,FALSE,U
618,Josh Smith,2013-2014,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
619,Josh Smith,2014-2015,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
620,Josh Smith,2015-2016,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
621,Josh Smith,2016-2017,13500000,Perennial,Wallace Prather,FALSE,nba,Pistons,FALSE,G
655,Kentavious Caldwell-Pope,2013-2014,2653080,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,G
656,Kentavious Caldwell-Pope,2014-2015,2772480,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,G
657,Kentavious Caldwell-Pope,2015-2016,2891760,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,TO
658,Kentavious Caldwell-Pope,2016-2017,3678319,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,TO
659,Kentavious Caldwell-Pope,2017-2018,4958374,Wasserman Media Group,Thaddeus Foucher,FALSE,nba,Pistons,FALSE,QO
695,Kyle Singler,2013-2014,1045000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
696,Kyle Singler,2014-2015,1090000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
697,Kyle Singler,2015-2016,1362500,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,QO
722,Luigi Datome,2013-2014,1750000,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,G
723,Luigi Datome,2014-2015,1750000,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,G
724,Luigi Datome,2015-2016,2187500,Side by Side,Stefano Meller,FALSE,nba,Pistons,FALSE,QO
900,Peyton Siva,2013-2014,490180,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,U
901,Peyton Siva,2014-2015,816482,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,U
902,Peyton Siva,2015-2016,1147276,ASM Sports,Andy Miller,FALSE,nba,Pistons,FALSE,QO
964,Rodney Stuckey,2013-2014,8500000,Creative Artists Agency,Leon Rose,FALSE,nba,Pistons,FALSE,G
1096,Tony Mitchell,2013-2014,500000,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
1097,Tony Mitchell,2014-2015,816482,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,G
1098,Tony Mitchell,2015-2016,947276,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,U
1099,Tony Mitchell,2016-2017,1215696,Wasserman Media Group,Arn Tellem,FALSE,nba,Pistons,FALSE,QO
1175,Will Bynum,2013-2014,2790343,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pistons,FALSE,G
1176,Will Bynum,2014-2015,2915908,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Pistons,FALSE,G
3,Aaron Gray,2013-2014,2690875,ASM Sports,Andy Miller,FALSE,nba,Raptors,FALSE,G
35,Amir Johnson,2013-2014,6500000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Raptors,FALSE,G
36,Amir Johnson,2014-2015,7000000,BDA Sports Management,Kevin Bradbury,FALSE,nba,Raptors,FALSE,U
102,Austin Daye,2013-2014,947907,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Raptors,FALSE,G
103,Austin Daye,2014-2015,1063384,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Raptors,FALSE,U
238,D.J. Augustin,2013-2014,1267000,IAM Sports,Raymond Brothers,FALSE,nba,Raptors,FALSE,G
270,DeMar Derozan,2013-2014,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
271,DeMar Derozan,2014-2015,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
272,DeMar Derozan,2015-2016,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
273,DeMar Derozan,2016-2017,9500000,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Raptors,FALSE,G
321,Dwight Buycks,2013-2014,700000,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,G
322,Dwight Buycks,2014-2015,816482,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,U
323,Dwight Buycks,2015-2016,1147276,Relativity Sports,Chris Patrick,FALSE,nba,Raptors,FALSE,QO
591,Jonas Valanciunas,2013-2014,3526440,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,G
592,Jonas Valanciunas,2014-2015,3678360,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,U
593,Jonas Valanciunas,2015-2016,4660482,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,TO
594,Jonas Valanciunas,2016-2017,6179799,Creative Artists Agency,Leon Rose,FALSE,nba,Raptors,FALSE,QO
691,Kyle Lowry,2013-2014,6210000,ASM Sports,Andy Miller,FALSE,nba,Raptors,FALSE,G
706,Landry Fields,2013-2014,6250000,Octagon Athlete Representation,Chris Emens,FALSE,nba,Raptors,FALSE,G
707,Landry Fields,2014-2015,6250000,Octagon Athlete Representation,Chris Emens,FALSE,nba,Raptors,FALSE,G
742,Marcus Camby,2013-2014,2763054,Independent,Richard Kaplan,FALSE,nba,Raptors,TRUE,G
744,Marcus Camby,2014-2015,646609,Independent,Richard Kaplan,FALSE,nba,Raptors,TRUE,G
907,Quentin Richardson,2013-2014,1399507,24/7 Sports Management,Jeff Wechsler,FALSE,nba,Raptors,TRUE,G
909,Quincy Acy,2013-2014,788872,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,G
910,Quincy Acy,2014-2015,915243,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,U
911,Quincy Acy,2015-2016,1181348,Athlete Management,Michael Silverman,FALSE,nba,Raptors,FALSE,QO
980,Rudy Gay,2013-2014,17888932,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Raptors,FALSE,G
981,Rudy Gay,2014-2015,19317326,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Raptors,FALSE,PO
1039,Steve Novak,2013-2014,3750001,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,G
1040,Steve Novak,2014-2015,3445947,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,TO
1041,Steve Novak,2015-2016,3750001,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Raptors,FALSE,G
1059,Terrence Ross,2013-2014,2678640,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,G
1060,Terrence Ross,2014-2015,2793960,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,TO
1061,Terrence Ross,2015-2016,3553917,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,TO
1062,Terrence Ross,2016-2017,4790680,Creative Artists Agency,Aaron Mintz,FALSE,nba,Raptors,FALSE,QO
1135,Tyler Hansbrough,2013-2014,3183000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Raptors,FALSE,G
1136,Tyler Hansbrough,2014-2015,3326235,Excel Sports Management,Jeff Schwartz,FALSE,nba,Raptors,FALSE,G
2,Aaron Brooks,2013-2014,884293,Creative Artists Agency,Leon Rose,FALSE,nba,Rockets,FALSE,G
110,B.J. Young,2013-2014,490180,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
111,B.J. Young,2014-2015,816482,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
112,B.J. Young,2015-2016,947276,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,U
113,B.J. Young,2016-2017,1215696,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Rockets,FALSE,QO
189,Chandler Parsons,2013-2014,926500,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
190,Chandler Parsons,2014-2015,964750,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,U
307,Donatas Motiejunas,2013-2014,1422720,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,G
308,Donatas Motiejunas,2014-2015,1483920,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
309,Donatas Motiejunas,2015-2016,2288205,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
310,Donatas Motiejunas,2016-2017,3278997,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,QO
324,Dwight Howard,2013-2014,20513178,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
325,Dwight Howard,2014-2015,21436271,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
326,Dwight Howard,2015-2016,22359364,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,G
327,Dwight Howard,2016-2017,23282457,Relativity Sports,Dan Fegan,FALSE,nba,Rockets,FALSE,PO
378,Francisco Garcia,2013-2014,1265977,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Rockets,FALSE,G
379,Francisco Garcia,2014-2015,1316809,Goodwin Management Group,Aaron Goodwin,FALSE,nba,Rockets,FALSE,PO
422,Greg Smith,2013-2014,884293,Impact Sports Basketball,Brian Elfus,FALSE,nba,Rockets,FALSE,U
423,Greg Smith,2014-2015,1148163,Impact Sports Basketball,Brian Elfus,FALSE,nba,Rockets,FALSE,QO
446,Isaiah Canaan,2013-2014,570515,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,G
447,Isaiah Canaan,2014-2015,816482,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,G
448,Isaiah Canaan,2015-2016,947276,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,U
449,Isaiah Canaan,2016-2017,1215696,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Rockets,FALSE,QO
478,James Harden,2013-2014,13701250,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
479,James Harden,2014-2015,14728844,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
480,James Harden,2015-2016,15756438,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
481,James Harden,2016-2017,16784031,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,G
482,James Harden,2017-2018,17811625,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Rockets,FALSE,U
543,Jeremy Lin,2013-2014,8374646,Williams & Connolly,Jim Tanner,FALSE,nba,Rockets,FALSE,G
544,Jeremy Lin,2014-2015,8374646,Williams & Connolly,Jim Tanner,FALSE,nba,Rockets,FALSE,G
601,Jordan Henriquez,2013-2014,490180,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
602,Jordan Henriquez,2014-2015,816482,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
603,Jordan Henriquez,2015-2016,947276,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,U
604,Jordan Henriquez,2016-2017,1215696,Premier Sports,Gregory Nunn,FALSE,nba,Rockets,FALSE,QO
743,Marcus Camby,2013-2014,884293,Independent,Richard Kaplan,FALSE,nba,Rockets,FALSE,G
862,Omer Asik,2013-2014,8374646,ASM Sports,Andy Miller,FALSE,nba,Rockets,FALSE,G
863,Omer Asik,2014-2015,8374646,ASM Sports,Andy Miller,FALSE,nba,Rockets,FALSE,G
864,Omri Casspi,2013-2014,947907,Creative Artists Agency,Steve Heumann,FALSE,nba,Rockets,FALSE,G
865,Omri Casspi,2014-2015,1063384,Creative Artists Agency,Steve Heumann,FALSE,nba,Rockets,FALSE,U
879,Patrick Beverley,2013-2014,788872,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,U
880,Patrick Beverley,2014-2015,915243,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,U
881,Patrick Beverley,2015-2016,1181348,BDA Sports Management,Kevin Bradbury,FALSE,nba,Rockets,FALSE,QO
942,Reggie Williams,2013-2014,947907,Interperformances,Ronald Shade,FALSE,nba,Rockets,FALSE,U
943,Reggie Williams,2014-2015,1063384,Interperformances,Ronald Shade,FALSE,nba,Rockets,FALSE,U
955,Robert Covington,2013-2014,490180,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,G
956,Robert Covington,2014-2015,816482,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,U
957,Robert Covington,2015-2016,947276,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,U
958,Robert Covington,2016-2017,1215696,Relativity Sports,Happy Walters,FALSE,nba,Rockets,FALSE,QO
967,Ronnie Brewer,2013-2014,1186459,Creative Artists Agency,Henry Thomas,FALSE,nba,Rockets,FALSE,U
968,Ronnie Brewer,2014-2015,1310286,Creative Artists Agency,Henry Thomas,FALSE,nba,Rockets,FALSE,U
1055,Terrence Jones,2013-2014,1551840,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,G
1056,Terrence Jones,2014-2015,1618680,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
1057,Terrence Jones,2015-2016,2489530,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,TO
1058,Terrence Jones,2016-2017,3532643,Wasserman Media Group,Arn Tellem,FALSE,nba,Rockets,FALSE,QO
1137,Tyler Honeycutt,2013-2014,100000,Rival Sports Group,Tony Dutt,FALSE,nba,Rockets,TRUE,G
93,Arnett Moultrie,2013-2014,1089240,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,G
94,Arnett Moultrie,2014-2015,1136160,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,TO
95,Arnett Moultrie,2015-2016,2049633,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,TO
96,Arnett Moultrie,2016-2017,3039605,The Alliance Management Group,Derek Lafayette,FALSE,nba,Sixers,FALSE,QO
366,Evan Turner,2013-2014,6679867,FAME,David Falk,FALSE,nba,Sixers,FALSE,G
367,Evan Turner,2014-2015,8717226,FAME,David Falk,FALSE,nba,Sixers,FALSE,QO
476,James Anderson,2013-2014,916099,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,U
477,James Anderson,2014-2015,981084,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,U
507,Jason Richardson,2013-2014,6204250,Relativity Sports,Dan Fegan,FALSE,nba,Sixers,FALSE,G
508,Jason Richardson,2014-2015,6601125,Relativity Sports,Dan Fegan,FALSE,nba,Sixers,FALSE,PO
686,Kwame Brown,2013-2014,2945901,Priority Sports & Entertainment,Mark Bartelstein,FALSE,nba,Sixers,FALSE,G
713,Lavoy Allen,2013-2014,3060000,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,G
714,Lavoy Allen,2014-2015,3825000,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,QO
976,Royce White,2013-2014,1719480,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,G
977,Royce White,2014-2015,1793520,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,TO
978,Royce White,2015-2016,2751260,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,TO
979,Royce White,2016-2017,3865520,ASM Sports,Andy Miller,FALSE,nba,Sixers,FALSE,QO
1031,Spencer Hawes,2013-2014,6600000,Wasserman Media Group,Arn Tellem,FALSE,nba,Sixers,FALSE,G
1064,Thaddeus Young,2013-2014,8850000,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,G
1065,Thaddeus Young,2014-2015,9410869,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,G
1066,Thaddeus Young,2015-2016,9971739,Williams & Connolly,Jim Tanner,FALSE,nba,Sixers,FALSE,ETO
1082,Tim Ohlbrecht,2013-2014,788872,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,U
1083,Tim Ohlbrecht,2014-2015,915243,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,U
1084,Tim Ohlbrecht,2015-2016,1181348,OTG Entertainment,Tyler Glass,FALSE,nba,Sixers,FALSE,QO
1107,Tony Wroten,2013-2014,1160040,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,G
1108,Tony Wroten,2014-2015,1210080,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,TO
1109,Tony Wroten,2015-2016,2179354,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,TO
1110,Tony Wroten,2016-2017,3201471,Wasserman Media Group,Greg Lawrence,FALSE,nba,Sixers,FALSE,QO
97,Aron Baynes,2013-2014,788872,Entersport,Marc Fleisher,FALSE,nba,Spurs,FALSE,G
98,Aron Baynes,2014-2015,1115243,Entersport,Marc Fleisher,FALSE,nba,Spurs,FALSE,QO
131,Boris Diaw,2013-2014,4702500,The Neustadt Group,Doug Neustadt,FALSE,nba,Spurs,FALSE,G
232,Cory Joseph,2013-2014,1120920,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,G
233,Cory Joseph,2014-2015,2023261,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,TO
234,Cory Joseph,2015-2016,3034891,Klutch Sports Management,Rich Paul,FALSE,nba,Spurs,FALSE,QO
249,Danny Green,2013-2014,3762500,BDA Sports Management,Bill Duffy,FALSE,nba,Spurs,FALSE,G
250,Danny Green,2014-2015,4025000,BDA Sports Management,Bill Duffy,FALSE,nba,Spurs,FALSE,G
523,Jeff Pendergraph,2013-2014,1750000,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Spurs,FALSE,G
524,Jeff Pendergraph,2014-2015,1828750,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Spurs,FALSE,G
630,Kawhi Leonard,2013-2014,1887840,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,G
631,Kawhi Leonard,2014-2015,2894059,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,TO
632,Kawhi Leonard,2015-2016,4045894,Impact Sports Basketball,Brian Elfus,FALSE,nba,Spurs,FALSE,QO
735,Manu Ginobili,2013-2014,7500000,Interperformances,Herb Rudoy,FALSE,nba,Spurs,FALSE,G
736,Manu Ginobili,2014-2015,7000000,Interperformances,Herb Rudoy,FALSE,nba,Spurs,FALSE,G
740,Marco Belinelli,2013-2014,2750000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Spurs,FALSE,G
741,Marco Belinelli,2014-2015,2873750,Excel Sports Management,Jeff Schwartz,FALSE,nba,Spurs,FALSE,G
773,Matt Bonner,2013-2014,3945000,Championship Sports,Kenny Grant,FALSE,nba,Spurs,FALSE,G
821,Nando De Colo,2013-2014,1463000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
822,Nando De Colo,2014-2015,1828750,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,QO
884,Patrick Mills,2013-2014,1133950,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
1071,Tiago Splitter,2013-2014,10000000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
1072,Tiago Splitter,2014-2015,9250000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
1073,Tiago Splitter,2015-2016,8500000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
1074,Tiago Splitter,2016-2017,8250000,Wasserman Media Group,Arn Tellem,FALSE,nba,Spurs,FALSE,G
1075,Tim Duncan,2013-2014,10361446,Williams & Connolly,Jim Tanner,FALSE,nba,Spurs,FALSE,G
1076,Tim Duncan,2014-2015,10000000,Williams & Connolly,Jim Tanner,FALSE,nba,Spurs,FALSE,PO
1100,Tony Parker,2013-2014,12500000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
1101,Tony Parker,2014-2015,12500000,Creative Artists Agency,Steve Heumann,FALSE,nba,Spurs,FALSE,G
19,Alex Len,2013-2014,3492720,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,G
20,Alex Len,2014-2015,3649920,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,G
21,Alex Len,2015-2016,3807120,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,TO
22,Alex Len,2016-2017,4823621,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,TO
23,Alex Len,2017-2018,6396121,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,QO
85,Archie Goodwin,2013-2014,1064400,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,G
86,Archie Goodwin,2014-2015,1112280,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,G
87,Archie Goodwin,2015-2016,1160160,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,TO
88,Archie Goodwin,2016-2017,2094089,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,TO
89,Archie Goodwin,2017-2018,3141133,Briscoe Sports Management,Charlie Briscoe,FALSE,nba,Suns,FALSE,QO
191,Channing Frye,2013-2014,6400000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Suns,FALSE,G
192,Channing Frye,2014-2015,6800000,Landmark Sports Agency,Rob Pelinka,FALSE,nba,Suns,FALSE,PO
348,Eric Bledsoe,2013-2014,2626473,Klutch Sports Management,Rich Paul,FALSE,nba,Suns,FALSE,G
349,Eric Bledsoe,2014-2015,3726966,Klutch Sports Management,Rich Paul,FALSE,nba,Suns,FALSE,QO
391,Gerald Green,2013-2014,3500000,Rival Sports Group,Colin Bryant,FALSE,nba,Suns,FALSE,G
392,Gerald Green,2014-2015,3500000,Rival Sports Group,Colin Bryant,FALSE,nba,Suns,FALSE,G
409,Goran Dragic,2013-2014,7500000,BDA Sports Management,Rade Filipovich,FALSE,nba,Suns,FALSE,G
410,Goran Dragic,2014-2015,7500000,BDA Sports Management,Rade Filipovich,FALSE,nba,Suns,FALSE,G
411,Goran Dragic,2015-2016,7500000,BDA Sports Management,Rade Filipovich,FALSE,nba,Suns,FALSE,PO
429,Hamed Haddadi,2013-2014,200000,Pinnacle Management Corporation,Marc Cornstein,FALSE,nba,Suns,TRUE,G
452,Ish Smith,2013-2014,951463,IAM Sports,Raymond Brothers,FALSE,nba,Suns,FALSE,G
453,Ish Smith,2014-2015,992435,IAM Sports,Raymond Brothers,FALSE,nba,Suns,FALSE,U
644,Kendall Marshall,2013-2014,2005560,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Suns,FALSE,G
645,Kendall Marshall,2014-2015,2091840,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Suns,FALSE,TO
646,Kendall Marshall,2015-2016,2989239,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Suns,FALSE,TO
647,Kendall Marshall,2016-2017,4134118,Octagon Athlete Representation,Jeff Austin,FALSE,nba,Suns,FALSE,QO
733,Malcolm Lee,2013-2014,884293,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Suns,FALSE,G
734,Malcolm Lee,2014-2015,1148163,Impact Sports Basketball,Mitch Frankel,FALSE,nba,Suns,FALSE,QO
739,Marcin Gortat,2013-2014,7727280,Zucker International,Guy Zucker,FALSE,nba,Suns,FALSE,G
745,Marcus Morris,2013-2014,1987320,Rival Sports Group,Tony Dutt,FALSE,nba,Suns,FALSE,G
746,Marcus Morris,2014-2015,2943221,Rival Sports Group,Tony Dutt,FALSE,nba,Suns,FALSE,TO
747,Marcus Morris,2015-2016,4094020,Rival Sports Group,Tony Dutt,FALSE,nba,Suns,FALSE,QO
