ID_School,CIPF.Code,Category,CIPFamily,School_Label,CIPFamilyTitle,Value_Type,Value,Percentage
NWST,ENGIN,School,14,Northwestern,ENGINEERING.,College Major,171,0.080093677
BAMA,ENGIN,School,14,Alabama,ENGINEERING.,College Major,314,0.070356263
ND,ENGIN,School,14,Notre Dame,ENGINEERING.,College Major,189,0.09099663
CLEM,ENGIN,Football,14,Clemson,ENGINEERING.,College Major,12,0.136363636
UT,ENGIN,Football,14,Texas,ENGINEERING.,College Major,2,0.068965517
SJ.ST,ENGIN,Football,14,San Jose State,ENGINEERING.,College Major,4,0.037383178
UTA.ST,ENGIN,School,14,Utah State,ENGINEERING.,College Major,209,0.061962645
STAN,ENGINTECH,School,15,Stanford,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,66,0.038506418
OK,ENGINTECH,Football,15,Oklahoma,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.01754386
TAM,ENGINTECH,School,15,Texas A&M,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,271,0.030047677
NO.ILL,ENGINTECH,School,15,Northern Illinois,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,63,0.01606733
OSU,ENGINTECH,School,15,Ohio State,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,3,0.000265229
NEB,ENGINTECH,School,15,Nebraska,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,87,0.023399677
NO.ILL,ENGINTECH,Football,15,Northern Illinois,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.010416667
KAN.ST,ENGINTECH,School,15,Kansas State,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,153,0.042032967
CLEM,ENGINTECH,School,15,Clemson,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,585,0.17005814
KAN.ST,ENGINTECH,Football,15,Kansas State,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.011235955
ORE.ST,ENGINTECH,Football,15,Oregon State,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,1,0.009615385
NWST,ENGINTECH,School,15,Northwestern,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,149,0.069789227
FLA,ENGINTECH,School,15,Florida,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.,College Major,98,0.011394024
RUT,FORLAN,School,16,Rutgers,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,117,0.018925914
KAN.ST,FORLAN,School,16,Kansas State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,29,0.007967033
NEB,FORLAN,School,16,Nebraska,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,68,0.018289403
OSU,FORLAN,School,16,Ohio State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,330,0.029175139
FLA,FORLAN,School,16,Florida,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,204,0.023718172
UGA,FORLAN,School,16,Georgia,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,230,0.03352281
LSU,FORLAN,School,16,Louisiana State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,65,0.014133507
BAMA,FORLAN,School,16,Alabama,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,34,0.007618194
ND,FORLAN,School,16,Notre Dame,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,183,0.088107848
TAM,FORLAN,School,16,Texas A&M,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,90,0.009978933
NO.ILL,FORLAN,School,16,Northern Illinois,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,42,0.010711553
VANDY,FORLAN,School,16,Vanderbilt,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,93,0.055588763
ORE,FORLAN,School,16,Oregon,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,329,0.070044709
UT,FORLAN,School,16,Texas,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,247,0.028061804
ORE.ST,FORLAN,School,16,Oregon State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,31,0.00788002
OK,FORLAN,School,16,Oklahoma,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,82,0.020093114
CLEM,FORLAN,School,16,Clemson,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,34,0.009883721
SCAR,FORLAN,School,16,South Carolina,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,38,0.008322383
BOS.ST,FORLAN,School,16,Boise State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,26,0.010034736
FSU,FORLAN,School,16,Florida State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,86,0.010960999
UM,FORLAN,School,16,Michigan,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,260,0.040049291
SJ.ST,FORLAN,School,16,San Jose State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,52,0.010618746
STAN,FORLAN,School,16,Stanford,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,53,0.03092182
UTA.ST,FORLAN,School,16,Utah State,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,37,0.010969463
UM,FORLAN,Football,16,Michigan,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,1,0.012987013
LOUIS,FORLAN,School,16,Louisville,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",College Major,41,0.015179563
LSU,FAMSCI,School,19,Louisiana State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,28,0.00608828
OSU,FAMSCI,Football,19,Ohio State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,10,0.153846154
KAN.ST,FAMSCI,School,19,Kansas State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,287,0.078846154
KAN.ST,FAMSCI,Football,19,Kansas State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.011235955
NWST,FAMSCI,Football,19,Northwestern,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,3,0.030612245
OSU,FAMSCI,School,19,Ohio State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,883,0.0780656
FLA,FAMSCI,School,19,Florida,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,175,0.020346471
FSU,FAMSCI,School,19,Florida State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,432,0.055059903
SJ.ST,FAMSCI,School,19,San Jose State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,160,0.032673065
BAMA,FAMSCI,School,19,Alabama,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,324,0.072596908
TAM,FAMSCI,School,19,Texas A&M,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,180,0.019957867
UGA,FAMSCI,School,19,Georgia,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,312,0.045474421
UT,FAMSCI,School,19,Texas,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,291,0.033060668
VANDY,FAMSCI,School,19,Vanderbilt,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,29,0.01733413
NO.ILL,FAMSCI,School,19,Northern Illinois,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,159,0.04055088
ORE.ST,FAMSCI,Football,19,Oregon State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,7,0.067307692
FSU,FAMSCI,Football,19,Florida State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.015151515
SJ.ST,FAMSCI,Football,19,San Jose State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.009345794
NEB,FAMSCI,Football,19,Nebraska,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,2,0.019607843
VANDY,FAMSCI,Football,19,Vanderbilt,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,16,0.5
CLEM,FAMSCI,School,19,Clemson,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,69,0.02005814
UGA,FAMSCI,Football,19,Georgia,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,16,0.137931034
NEB,FAMSCI,School,19,Nebraska,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,316,0.084991931
ORE.ST,FAMSCI,School,19,Oregon State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,425,0.108032537
NO.ILL,FAMSCI,Football,19,Northern Illinois,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,1,0.010416667
UTA.ST,FAMSCI,School,19,Utah State,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,College Major,142,0.042099022
UTA.ST,LEGAL,School,22,Utah State,LEGAL PROFESSIONS AND STUDIES.,College Major,20,0.00592944
FSU,ENG,School,23,Florida State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,409,0.052128473
LSU,ENG,School,23,Louisiana State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,147,0.03196347
TAM,ENG,School,23,Texas A&M,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,180,0.019957867
FSU,ENG,Football,23,Florida State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,3,0.045454545
RUT,ENG,School,23,Rutgers,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,259,0.041895827
BAMA,ENG,School,23,Alabama,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,85,0.019045485
STAN,ENG,School,23,Stanford,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,66,0.038506418
ORE.ST,ENG,School,23,Oregon State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,67,0.017031012
SJ.ST,ENG,School,23,San Jose State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,234,0.047784358
UM,ENG,School,23,Michigan,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,260,0.040049291
NEB,ENG,School,23,Nebraska,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,94,0.02528241
FLA,ENG,School,23,Florida,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,266,0.030926636
RUT,ENG,Football,23,Rutgers,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,1,0.010204082
KAN.ST,ENG,School,23,Kansas State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,47,0.012912088
NWST,ENG,Football,23,Northwestern,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,1,0.010204082
OSU,ENG,School,23,Ohio State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,370,0.03271152
CLEM,ENG,Football,23,Clemson,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,1,0.011363636
UT,ENG,School,23,Texas,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,318,0.036128153
ORE,ENG,School,23,Oregon,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,141,0.030019161
UTA.ST,ENG,School,23,Utah State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,101,0.02994367
OK,ENG,School,23,Oklahoma,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,82,0.020093114
BOS.ST,ENG,School,23,Boise State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,91,0.035121575
UGA,ENG,School,23,Georgia,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,206,0.030024778
NO.ILL,ENG,School,23,Northern Illinois,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,140,0.035705177
LOUIS,ENG,School,23,Louisville,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,104,0.038504258
VANDY,ENG,School,23,Vanderbilt,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,73,0.04363419
UTA.ST,ENG,Football,23,Utah State,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,1,0.009803922
SCAR,ENG,School,23,South Carolina,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,133,0.02912834
ND,ENG,School,23,Notre Dame,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,81,0.038998556
CLEM,ENG,School,23,Clemson,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,College Major,138,0.040116279
SJ.ST,LIBART,School,24,San Jose State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,70,0.014294466
FSU,LIBART,Football,24,Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,11,0.166666667
FSU,LIBART,School,24,Florida State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,47,0.005990314
TAM,LIBART,Football,24,Texas A&M,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,19,0.234567901
ORE,LIBART,Football,24,Oregon,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,52,0.52
OSU,LIBART,Football,24,Ohio State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.030769231
BAMA,LIBART,Football,24,Alabama,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,4,0.148148148
NEB,LIBART,Football,24,Nebraska,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,20,0.196078431
BOS.ST,LIBART,Football,24,Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,31,0.442857143
KAN.ST,LIBART,Football,24,Kansas State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,3,0.033707865
RUT,LIBART,Football,24,Rutgers,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,54,0.551020408
NO.ILL,LIBART,Football,24,Northern Illinois,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,14,0.145833333
KAN.ST,LIBART,School,24,Kansas State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,7,0.001923077
LSU,LIBART,School,24,Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,239,0.051967819
SJ.ST,LIBART,Football,24,San Jose State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,23,0.214953271
SCAR,LIBART,School,24,South Carolina,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,80,0.017520806
UTA.ST,LIBART,School,24,Utah State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,71,0.021049511
ORE.ST,LIBART,School,24,Oregon State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,236,0.059989832
UM,LIBART,School,24,Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,65,0.010012323
LSU,LIBART,Football,24,Louisiana State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,26,0.317073171
UGA,LIBART,School,24,Georgia,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,5,0.000728757
BOS.ST,LIBART,School,24,Boise State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,52,0.020069471
OK,LIBART,School,24,Oklahoma,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,224,0.054888508
UM,LIBART,Football,24,Michigan,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,47,0.61038961
LOUIS,LIBART,Football,24,Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,8,0.131147541
UTA.ST,LIBART,Football,24,Utah State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,51,0.5
ORE.ST,LIBART,Football,24,Oregon State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,21,0.201923077
UT,LIBART,School,24,Texas,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,123,0.013974097
SCAR,LIBART,Football,24,South Carolina,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.020408163
NWST,LIBART,Football,24,Northwestern,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,5,0.051020408
OK,LIBART,Football,24,Oklahoma,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,28,0.49122807
ND,LIBART,School,24,Notre Dame,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,27,0.012999519
NWST,LIBART,School,24,Northwestern,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1089,0.510070258
OSU,LIBART,School,24,Ohio State,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,33,0.002917514
ND,LIBART,Football,24,Notre Dame,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.025641026
STAN,LIBART,Football,24,Stanford,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.015873016
UT,LIBART,Football,24,Texas,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,2,0.068965517
NEB,LIBART,School,24,Nebraska,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,1,0.000268962
CLEM,LIBART,Football,24,Clemson,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,4,0.045454545
LOUIS,LIBART,School,24,Louisville,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",College Major,39,0.014439097
FSU,BIO,Football,26,Florida State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,2,0.03030303
KAN.ST,BIO,Football,26,Kansas State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,4,0.04494382
UGA,BIO,School,26,Georgia,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,590,0.085993295
FLA,BIO,Football,26,Florida,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.021276596
LSU,BIO,School,26,Louisiana State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,357,0.077625571
FSU,BIO,School,26,Florida State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,354,0.045118532
VANDY,BIO,School,26,Vanderbilt,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,125,0.074716079
UGA,BIO,Football,26,Georgia,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,8,0.068965517
OK,BIO,School,26,Oklahoma,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,224,0.054888508
NO.ILL,BIO,School,26,Northern Illinois,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,115,0.029329253
OK,BIO,Football,26,Oklahoma,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.01754386
RUT,BIO,School,26,Rutgers,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,592,0.095761889
NWST,BIO,Football,26,Northwestern,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.010204082
NEB,BIO,Football,26,Nebraska,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,4,0.039215686
ORE.ST,BIO,School,26,Oregon State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,228,0.057956279
FLA,BIO,School,26,Florida,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,786,0.091384723
BAMA,BIO,School,26,Alabama,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,164,0.036746583
UTA.ST,BIO,Football,26,Utah State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.009803922
UM,BIO,Football,26,Michigan,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.012987013
LSU,BIO,Football,26,Louisiana State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.012195122
SJ.ST,BIO,School,26,San Jose State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,131,0.026751072
BOS.ST,BIO,School,26,Boise State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,78,0.030104207
NO.ILL,BIO,Football,26,Northern Illinois,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,2,0.020833333
CLEM,BIO,Football,26,Clemson,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,2,0.022727273
OSU,BIO,Football,26,Ohio State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,4,0.061538462
KAN.ST,BIO,School,26,Kansas State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,142,0.039010989
ORE.ST,BIO,Football,26,Oregon State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.009615385
LOUIS,BIO,Football,26,Louisville,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,2,0.032786885
SCAR,BIO,School,26,South Carolina,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,491,0.107533947
ORE,BIO,Football,26,Oregon,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,6,0.06
STAN,BIO,School,26,Stanford,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,102,0.059509918
ND,BIO,School,26,Notre Dame,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,96,0.04622051
TAM,BIO,School,26,Texas A&M,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,722,0.080053221
ORE,BIO,School,26,Oregon,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,282,0.060038322
UTA.ST,BIO,School,26,Utah State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,108,0.032018974
STAN,BIO,Football,26,Stanford,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.015873016
OSU,BIO,School,26,Ohio State,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,717,0.063389621
CLEM,BIO,School,26,Clemson,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,275,0.07994186
UM,BIO,School,26,Michigan,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,519,0.079944547
SCAR,BIO,Football,26,South Carolina,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,4,0.081632653
NEB,BIO,School,26,Nebraska,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,172,0.046261431
VANDY,BIO,Football,26,Vanderbilt,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,1,0.03125
UT,BIO,School,26,Texas,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,829,0.09418314
LOUIS,BIO,School,26,Louisville,BIOLOGICAL AND BIOMEDICAL SCIENCES.,College Major,104,0.038504258
RUT,MATH,School,27,Rutgers,MATHEMATICS AND STATISTICS.,College Major,111,0.017955354
KAN.ST,MATH,School,27,Kansas State,MATHEMATICS AND STATISTICS.,College Major,22,0.006043956
LSU,MATH,School,27,Louisiana State,MATHEMATICS AND STATISTICS.,College Major,49,0.01065449
BAMA,MATH,School,27,Alabama,MATHEMATICS AND STATISTICS.,College Major,26,0.005825678
BOS.ST,MATH,School,27,Boise State,MATHEMATICS AND STATISTICS.,College Major,13,0.005017368
ORE.ST,MATH,School,27,Oregon State,MATHEMATICS AND STATISTICS.,College Major,24,0.006100661
UGA,MATH,School,27,Georgia,MATHEMATICS AND STATISTICS.,College Major,47,0.006850313
SJ.ST,MATH,School,27,San Jose State,MATHEMATICS AND STATISTICS.,College Major,25,0.005105166
ND,MATH,School,27,Notre Dame,MATHEMATICS AND STATISTICS.,College Major,35,0.016851228
LOUIS,MATH,School,27,Louisville,MATHEMATICS AND STATISTICS.,College Major,22,0.008145131
NO.ILL,MATH,School,27,Northern Illinois,MATHEMATICS AND STATISTICS.,College Major,63,0.01606733
TAM,MATH,School,27,Texas A&M,MATHEMATICS AND STATISTICS.,College Major,90,0.009978933
SCAR,MATH,School,27,South Carolina,MATHEMATICS AND STATISTICS.,College Major,48,0.010512484
FSU,MATH,School,27,Florida State,MATHEMATICS AND STATISTICS.,College Major,39,0.004970686
UM,MATH,School,27,Michigan,MATHEMATICS AND STATISTICS.,College Major,195,0.030036969
FLA,MATH,School,27,Florida,MATHEMATICS AND STATISTICS.,College Major,101,0.011742821
ORE,MATH,School,27,Oregon,MATHEMATICS AND STATISTICS.,College Major,47,0.010006387
UTA.ST,MATH,School,27,Utah State,MATHEMATICS AND STATISTICS.,College Major,17,0.005040024
NEB,MATH,School,27,Nebraska,MATHEMATICS AND STATISTICS.,College Major,29,0.007799892
CLEM,MATH,School,27,Clemson,MATHEMATICS AND STATISTICS.,College Major,34,0.009883721
VANDY,MATH,School,27,Vanderbilt,MATHEMATICS AND STATISTICS.,College Major,55,0.032875075
OK,MATH,School,27,Oklahoma,MATHEMATICS AND STATISTICS.,College Major,41,0.010046557
LOUIS,MATH,Football,27,Louisville,MATHEMATICS AND STATISTICS.,College Major,1,0.016393443
STAN,MATH,School,27,Stanford,MATHEMATICS AND STATISTICS.,College Major,57,0.033255543
UT,MATH,School,27,Texas,MATHEMATICS AND STATISTICS.,College Major,185,0.02101795
OSU,MATH,School,27,Ohio State,MATHEMATICS AND STATISTICS.,College Major,116,0.010255503
TAM,GENSTUD,School,30,Texas A&M,MULTI/INTERDISCIPLINARY STUDIES.,College Major,812,0.090032154
UGA,GENSTUD,School,30,Georgia,MULTI/INTERDISCIPLINARY STUDIES.,College Major,157,0.022882962
NO.ILL,GENSTUD,School,30,Northern Illinois,MULTI/INTERDISCIPLINARY STUDIES.,College Major,111,0.028309105
LSU,GENSTUD,Football,30,Louisiana State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,1,0.012195122
ORE.ST,GENSTUD,School,30,Oregon State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,157,0.03990849
NEB,GENSTUD,School,30,Nebraska,MULTI/INTERDISCIPLINARY STUDIES.,College Major,10,0.002689618
BAMA,GENSTUD,School,30,Alabama,MULTI/INTERDISCIPLINARY STUDIES.,College Major,98,0.021958324
OK,GENSTUD,School,30,Oklahoma,MULTI/INTERDISCIPLINARY STUDIES.,College Major,551,0.135015927
ND,GENSTUD,School,30,Notre Dame,MULTI/INTERDISCIPLINARY STUDIES.,College Major,75,0.036109774
LSU,GENSTUD,School,30,Louisiana State,MULTI/INTERDISCIPLINARY STUDIES.,College Major,151,0.032833225
