IDPhoto,Model,PhotoYear,PhotoType,PhotoURLImage,PhotoURLPage,PhotoAddress,PhotoLongitude,PhotoLattitude,PhotoLocation,PhotoCity,PhotoStateRegionProvence,PhotoCountry,SwimsuitPhotographer,Swimsuit,SwimsuitManufacturer,SwimsuitPrice,ModelID,Photo,ModelsYearsPhotos,ImageType
1761,Crystal Renn,2012,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/pVCKpwXegUDdHGJwwNNlw.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/crystal_renn/2012/model/6/30,"Shangri-La Hotel, Sydney, New South Wales, Australia",151.2065104,-33.8614453,Shangri-La Hotel,Sydney,New South Wales,Australia,,,,NA,crystal_renn,6,30,jpg
1762,Crystal Renn,2012,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/mGIpNKNTwXqTThgmedDjq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/crystal_renn/2012/model/7/30,"Shangri-La Hotel, Sydney, New South Wales, Australia",151.2065104,-33.8614453,Shangri-La Hotel,Sydney,New South Wales,Australia,,,,NA,crystal_renn,7,30,jpg
1763,Crystal Renn,2012,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/otWMpLVkYPXVcejMYJtvV.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/crystal_renn/2012/model/8/30,"Shangri-La Hotel, Sydney, New South Wales, Australia",151.2065104,-33.8614453,Shangri-La Hotel,Sydney,New South Wales,Australia,,,,NA,crystal_renn,8,30,jpg
1764,Crystal Renn,2012,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2012/AokJtkmzgDBeSywTKxjdr.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/crystal_renn/2012/model/9/30,"Shangri-La Hotel, Sydney, New South Wales, Australia",151.2065104,-33.8614453,Shangri-La Hotel,Sydney,New South Wales,Australia,,,,NA,crystal_renn,9,30,jpg
1765,Damaris Lewis,2009,Candid portraits,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_portrait_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/candid_portraits/1/1,"New York, New York, United States",-74.0059731,40.7143528,,New York,New York,United States,,,,NA,damaris_lewis,1,1,jpg
1766,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/1/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,1,34,jpg
1767,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_10.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/10/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,10,34,jpg
1768,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_11.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/11/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,11,34,jpg
1769,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_12.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/12/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,12,34,jpg
1770,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_13.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/13/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,13,34,jpg
1771,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_14.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/14/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,14,34,jpg
1772,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_15.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/15/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,15,34,jpg
1773,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_16.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/16/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,16,34,jpg
1774,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_17.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/17/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,17,34,jpg
1775,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_18.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/18/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,18,34,jpg
1776,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_19.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/19/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,19,34,jpg
1777,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/2/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,2,34,jpg
1778,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_20.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/20/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,20,34,jpg
1779,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/21/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,21,34,jpg
1780,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/22/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,22,34,jpg
1781,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/23/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,23,34,jpg
1782,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/24/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,24,34,jpg
1783,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/25/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,25,34,jpg
1784,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/26/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,26,34,jpg
1785,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/27/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,27,34,jpg
1786,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/28/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,28,34,jpg
1787,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_09.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/29/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,29,34,jpg
1788,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/3/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,3,34,jpg
1789,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_10.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/30/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,30,34,jpg
1790,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_11.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/31/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,31,34,jpg
1791,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_12.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/32/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,32,34,jpg
1792,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_13.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/33/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,33,34,jpg
1793,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_behind_14.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/34/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,34,34,jpg
1794,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/4/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,4,34,jpg
1795,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/5/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,5,34,jpg
1796,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/6/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,6,34,jpg
1797,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/7/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,7,34,jpg
1798,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/8/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,8,34,jpg
1799,Damaris Lewis,2009,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2009/09_damaris-lewis_09.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2009/model/9/34,"Kayseri, Turkey",35.478729,38.73122,,Cappadocia,,Turkey,,,,NA,damaris_lewis,9,34,jpg
1800,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/1/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,1,30,jpg
1801,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_10.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/10/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,10,30,jpg
1802,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_11.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/11/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,11,30,jpg
1803,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_12.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/12/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,12,30,jpg
1804,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_13.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/13/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,13,30,jpg
1805,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_14.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/14/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,14,30,jpg
1806,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_15.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/15/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,15,30,jpg
1807,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_16.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/16/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,16,30,jpg
1808,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_17.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/17/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,17,30,jpg
1809,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_18.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/18/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,18,30,jpg
1810,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_19.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/19/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,19,30,jpg
1811,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_02.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/2/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,2,30,jpg
1812,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_20.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/20/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,20,30,jpg
1813,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_21.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/21/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,21,30,jpg
1814,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_22.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/22/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,22,30,jpg
1815,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_23.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/23/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,23,30,jpg
1816,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_24.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/24/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,24,30,jpg
1817,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_25.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/25/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,25,30,jpg
1818,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_26.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/26/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,26,30,jpg
1819,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_27.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/27/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,27,30,jpg
1820,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_28.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/28/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,28,30,jpg
1821,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_29.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/29/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,29,30,jpg
1822,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_03.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/3/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,3,30,jpg
1823,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_30.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/30/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,30,30,jpg
1824,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_04.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/4/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,4,30,jpg
1825,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_05.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/5/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,5,30,jpg
1826,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/6/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,6,30,jpg
1827,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_07.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/7/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,7,30,jpg
1828,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_08.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/8/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,8,30,jpg
1829,Damaris Lewis,2010,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_09.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/model/9/30,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,9,30,jpg
1830,Damaris Lewis,2010,Special,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_party_06.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/special/1/2,"Provocateur, New York, New York, United States",-74.0059731,40.7143528,Provocateur,New York,New York,United States,,,,NA,damaris_lewis,1,2,jpg
1831,Damaris Lewis,2010,Special,http://i.cdn.turner.com/sivault/swimsuit/image/2010/10_damaris-lewis_offtheclock_01.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2010/special/2/2,"Virgin Galactic, Mojave Desert, California, United States",-116.2278577,35.9318095,Virgin Galactic,Mojave Desert,California,United States,,,,NA,damaris_lewis,2,2,jpg
1832,Damaris Lewis,2011,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/4mHa65dyRXZchj.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2011/model/1/40,"Capella Singapore Hotel, Sentosa Island, Singapore",103.8303209,1.2494041,Capella Singapore Hotel,Sentosa Island,,Singapore,,,,NA,damaris_lewis,1,40,jpg
1833,Damaris Lewis,2011,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/VJn3sLtaBAAbDF.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2011/model/10/40,"Capella Singapore Hotel, Sentosa Island, Singapore",103.8303209,1.2494041,Capella Singapore Hotel,Sentosa Island,,Singapore,,,,NA,damaris_lewis,10,40,jpg
1834,Damaris Lewis,2011,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/nHjEBTdGFaRxGq.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2011/model/11/40,"Capella Singapore Hotel, Sentosa Island, Singapore",103.8303209,1.2494041,Capella Singapore Hotel,Sentosa Island,,Singapore,,,,NA,damaris_lewis,11,40,jpg
1835,Damaris Lewis,2011,Model,http://i.cdn.turner.com/sivault/swimsuit/image/2011/Dvy1DiGOBteQU6.jpg,http://sportsillustrated.cnn.com/vault/swimsuit/modelfeatured/damaris_lewis/2011/model/12/40,"Capella Singapore Hotel, Sentosa Island, Singapore",103.8303209,1.2494041,Capella Singapore Hotel,Sentosa Island,,Singapore,,,,NA,damaris_lewis,12,40,jpg
