"","ModelName","Latitude","Longitude","ModelBirthPlace","DBPediaModelURI","DBPediaModelData","Year","Bodypaint","CoverModel","ModelNationality","ModelHairFacet","ModelHairColor","ModelEyeFacet","ModelEyeColor","ModelDateOfBirth","ModelBirthYear","DBPediaLocation","DBPediaLocationURI","DBPediaLocationData","ModelBirthCity","ModelBirthStateProvence","Model.Birth.Country","ModelEthnicity","ModelHeight.US","Height.in","ModelHeight.numeric","ModelHeight.Label","ModelHeight.cm","ModelMeasurements.US","ModelBust.in","ModelWaste.in","ModelHips.in","ModelMeasurements.EU","ModelBust.cm","ModelWaste.cm","ModelHips.cm","ModelDressSize.US","ModelDressSize.EU","ModelShoeSize.US","ModelShoeSize.EU","ModelShoeSize.UK","ModelAgency","DBPediaModelAgencyURI","DBPediaModelAgencyData","ModelAgencyCity","ModelsAdvertisters","ModelsCovers","ModelsHobbies","ModelNotes","ModelCupSize","UnconfirmedCupSize","ModelImplants.","ModelNaturalCupSize","Wikipedia_URL","FMDURL"
"385","Estelle Lefebure",1.099971,49.443232,"Rouen, France","http://live.dbpedia.org/resource/Estelle_Lef%C3%A9bure","http://live.dbpedia.org/data/Estelle_Lef%C3%A9bure.json",1989,NA,NA,"French","","Blonde","","Blue","5/11/66",1966,"Rouen, France","http://live.dbpedia.org/resource/Rouen,_France","http://live.dbpedia.org/data/Rouen,_France.json","Rouen","","France","French","5'9.5""",69.5,5.79,5.95,177,"36-25-36.5 ",36,25,36.5,"91.5-63.5-92.5",91.5,63.5,92.5,6,36,8.5,39,6,"NEXT Model Management","http://live.dbpedia.org/resource/NEXT_Model_Management","http://live.dbpedia.org/data/NEXT_Model_Management.json","Paris","Anne Klein , Basic Instincts , Cartier jewellery , Christian Dior , Enrico Coveri for Charles Jourdan , Evian , French Connection , Guess , Lancel , Lacoste , Lacoste fragance , Laura Biagiotti , Laurel , L'Oreal , Lord & Taylor , Michel , Mixa cosmetics , Morgan , Multiples , Revlon , Ruty , Samsung , Sanger Harris , Schoeffel , Thierry Mugler , Thierry Mugler 'Angel' fragance , Vichy , Vittel","Argentina: 'Elle' - June 1996 
Australia: 'Cleo' - July 1995, December 1995 
France: 'Elle' - December 23 1985; 'Vogue' - April 1986; 'Elle' - February 2 1987; 'Elle' - March 9, 1987; 'Elle' - April 20 1987; 'Elle' - May 11 1987; 'Photo' - December 1987; 'Elle' - March 13 1989; 'Photo' - November 1993; 'Elle' - January 23, 1995; 'Elle' - June 17 1996; 'Elle' - October 2000; 'Femme' - July 2001; 'Elle' - November 04 2002; 'Paris Match' - August 2003; 'Marie Claire' - August 2003; 'Elle' - October 2003; 'Elle' - February 23, 2004; 'Esprit Femme' - #4 July/August 2004; 'Jolie' - October 2005; 'Marie Claire' - September 2009; 'Marie Claire' - October 2009; 'Elle' - November 12 2010; 'Marie Claire' - May 2011 
Germany: 'Vogue' - September 1987; 'Vogue' - April 1990; 'Vogue' - January 1992 
Italy: 'Vogue' - July/August 1986; 'Photo' - May 1990 
Spain: 'Elle' - December 1988; 'Vogue' - June 1993; 'Elle' - March 1998 
Sweden: 'Elle' - April 1992; 'Elle' - May 1998 
UK: 'Elle' - April 1987; 'Vogue' - May & June 1987; 'Vogue' - May 1988; 'Harper's & Queen' - December 1992 
US: 'Elle' - October 1987; 'Vogue' - March & June 1987; 'Elle' - June 1988; 'Vogue' - May 1988; 'Glamour' - March 1989; 'Allure' - July 1991; 'Elle' - July 1992; 'Glamour' - June 1992, 'Elle TopModel #21' - 1998","Car Racing","Estelle was discovered at 16 by a model scout whilst walking along a boulevard in Paris. However, she was initially reticent and continued with her studies (she was intending to become an accountant). She later changed her mind and approached the agency herself. - In 1994, she was named as one of People magazine's '50 Most Beautiful People'. - Estelle appeared in the 1988, 1989, 1990 & 1993 Sports Illustrated Swimsuit. - She also appeared in George Michael's 'Too Funky' music-video.","C",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure","http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/"
"386","Estelle Lefebure",1.099971,49.443232,"Rouen, France","http://live.dbpedia.org/resource/Estelle_Lef%C3%A9bure","http://live.dbpedia.org/data/Estelle_Lef%C3%A9bure.json",1988,NA,NA,"French","","Blonde","","Blue","5/11/66",1966,"Rouen, France","http://live.dbpedia.org/resource/Rouen,_France","http://live.dbpedia.org/data/Rouen,_France.json","Rouen","","France","French","5'9.5""",69.5,5.79,5.95,177,"36-25-36.5 ",36,25,36.5,"91.5-63.5-92.5",91.5,63.5,92.5,6,36,8.5,39,6,"NEXT Model Management","http://live.dbpedia.org/resource/NEXT_Model_Management","http://live.dbpedia.org/data/NEXT_Model_Management.json","Paris","Anne Klein , Basic Instincts , Cartier jewellery , Christian Dior , Enrico Coveri for Charles Jourdan , Evian , French Connection , Guess , Lancel , Lacoste , Lacoste fragance , Laura Biagiotti , Laurel , L'Oreal , Lord & Taylor , Michel , Mixa cosmetics , Morgan , Multiples , Revlon , Ruty , Samsung , Sanger Harris , Schoeffel , Thierry Mugler , Thierry Mugler 'Angel' fragance , Vichy , Vittel","Argentina: 'Elle' - June 1996 
Australia: 'Cleo' - July 1995, December 1995 
France: 'Elle' - December 23 1985; 'Vogue' - April 1986; 'Elle' - February 2 1987; 'Elle' - March 9, 1987; 'Elle' - April 20 1987; 'Elle' - May 11 1987; 'Photo' - December 1987; 'Elle' - March 13 1989; 'Photo' - November 1993; 'Elle' - January 23, 1995; 'Elle' - June 17 1996; 'Elle' - October 2000; 'Femme' - July 2001; 'Elle' - November 04 2002; 'Paris Match' - August 2003; 'Marie Claire' - August 2003; 'Elle' - October 2003; 'Elle' - February 23, 2004; 'Esprit Femme' - #4 July/August 2004; 'Jolie' - October 2005; 'Marie Claire' - September 2009; 'Marie Claire' - October 2009; 'Elle' - November 12 2010; 'Marie Claire' - May 2011 
Germany: 'Vogue' - September 1987; 'Vogue' - April 1990; 'Vogue' - January 1992 
Italy: 'Vogue' - July/August 1986; 'Photo' - May 1990 
Spain: 'Elle' - December 1988; 'Vogue' - June 1993; 'Elle' - March 1998 
Sweden: 'Elle' - April 1992; 'Elle' - May 1998 
UK: 'Elle' - April 1987; 'Vogue' - May & June 1987; 'Vogue' - May 1988; 'Harper's & Queen' - December 1992 
US: 'Elle' - October 1987; 'Vogue' - March & June 1987; 'Elle' - June 1988; 'Vogue' - May 1988; 'Glamour' - March 1989; 'Allure' - July 1991; 'Elle' - July 1992; 'Glamour' - June 1992, 'Elle TopModel #21' - 1998","Car Racing","Estelle was discovered at 16 by a model scout whilst walking along a boulevard in Paris. However, she was initially reticent and continued with her studies (she was intending to become an accountant). She later changed her mind and approached the agency herself. - In 1994, she was named as one of People magazine's '50 Most Beautiful People'. - Estelle appeared in the 1988, 1989, 1990 & 1993 Sports Illustrated Swimsuit. - She also appeared in George Michael's 'Too Funky' music-video.","C",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Estelle_Lef%C3%A9bure","http://www.fashionmodeldirectory.com/models/estelle_hallyday+%28lefebure%29/"
"387","Irina Gerasimenko",105.318756,61.52401,"Russia","","",1980,NA,NA,"Russian","","Blonde","","Green","",1961,"Russia","http://live.dbpedia.org/resource/Category:Russia","http://live.dbpedia.org/data/Category:Russia.json","","","Russia","Russian","",0,0,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","","B",TRUE,FALSE,NA,"http://en.wikipedia.org/w/index.php?title=Irina_Gerasimenko&action=edit&redlink=1",""
"388","Navia Nguyenm",106.6296638,10.8230989,"Saigon, Vietnam","","",1997,NA,NA,"Vietnamese","","Brown","","Black","2/14/73",1973,"Saigon, Vietnam","http://live.dbpedia.org/resource/Saigon,_Vietnam","http://live.dbpedia.org/data/Saigon,_Vietnam.json","Saigon","","Vietnam","American, Vietnamese","5'8""",68,5.67,5.8,173,"34-24-34 ",34,24,34,"86.5-61-86.5",86.5,61,86.5,4,34,7.5,38,5,"NEXT Model Management","http://live.dbpedia.org/resource/NEXT_Model_Management","http://live.dbpedia.org/data/NEXT_Model_Management.json","Paris","Fendi, Chanel, Tommy Hilfiger, Christian Dior","Chanel , Charles Jourdan , Diesel Jeans , Gap , Hennessey , John Galliano , Karl Lagerfeld , Mark Jacobs , Tommy Hilfiger , Ulta Cosmetics","Hiking, Camping, Rollerblading, Yoga","When Navia finished school she moved to London to study at St. Martin's College of Art. She was discovered while shopping in Camden Town by a photographer. - She was the first Asian model to appear in the 1996 Pirelli Calendar. - She appeared in the 1997 Sports Illustrated Swimsuit. - She played roles in the films 'Hitch', 'The Quiet Amercian', 'Memoirs of a Geisha' and the TV series 'Sex and the City'.","B",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Navia_Nguyen","http://www.fashionmodeldirectory.com/models/Navia_Nguyen/"
"389","Aurelie Claudel",0.3275989,47.870215,"Saint-Mars-d'Autille, France","http://live.dbpedia.org/resource/Aurelie_Claudel","http://live.dbpedia.org/data/Aurelie_Claudel.json",2001,NA,NA,"French","","Brown","Light","Brown","8/7/80",1980,"Saint-Mars-d'OutillÃ©","http://live.dbpedia.org/resource/Saint-Mars-d'Outill%C3%A9","http://live.dbpedia.org/data/Saint-Mars-d'Outill%C3%A9.json","Saint-Mars-d'Autille","","France","French","5'8.5""",68.5,5.71,5.85,174,"33-23-33 ",33,23,33,"84-58.5-84",84,58.5,84,4,34,8.5,39,6,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","Paris","Agnona , Akris , Andrew Marc , Anne Klein , Antonio Melani , Armani Exchange , BCBG Max Azria , Bill Blass , Bloomingdales , Brahmin , Calvin Klein , Calvin Klein 'Truth' fragrance , Chanel , Chanel 'No.19' perfume , Cesare Paciotti 4US , Chloe , Clarins , Cole Haan , Daks , DillardÃŒÂ¢s , DKNY , Emanuel by Emanuel Ungaro , Emporio Armani , Genny , Giorgio Armani , i-Blues , J. Crew; KookaÃ¥Ã‡ , La Redoute , Maidenform , Massimo Dutti , Nautica , Nina Ricci , Nine West , Oscar de la Renta , Palmers , Pianegonda , Ralph Lauren , Ritani Jewels , Sephora , Tommy Hilfiger , Ultima , Valentino , Valentino 'Very Valentino' fragrance , Vera Wang , Versace , VictoriaÃŒÂ¢s Secret","Australia: 'Harper's Bazaar' - June/July 1999; 'Vogue' - January 1999; 'Vogue' - November 2001 
France: 'Vogue' - October 1998; 'Num_ro' - August 1999; 'L'Officiel' - November 2001 
Germany: 'Vogue' - February 1999; 'Glamour' - August 2002; 'Amica' - April 2005 
Greece: 'Elle' - June 2011 
Italy: 'D' - April 14 1998; 'Marie Claire' - September 1998; 'D' - June 16 1998; 'Vogue' (Supplement) - July 1998; 'Marie Claire' - January 1999; 'D' - July 06 1999; 'D' - August 24 1999; 'Marie Claire' - December 1999; 'D' - July 18 2000; 'Glamour' - December 2000; 'D' - February 2001; 'Elle' - May 2001; 'D' - September 25 2001; 'Elle' - November 2001; 'D' - January 15 2002; 'Elle' - April, June, August & October 2002; 'Elle' - March 2003; 'Glamour' - June 2004; 'Flair' - 2004; 'Amica' - September 2008 
Portugal: 'Elle' - June 2002 
UK: 'Arena' - April 2000; 'Elle' - May 2001; 
US: 'Cosmopolitan' - November 1997; 'Allure' - May 1998; 'Marie Claire' - March 1998; 'Allure' - February 1999","Horseback Riding","Aur_lie was discovered by Dawn Wolff in the Jardin des Plantes park in Paris when she was 13 years old. - Aur_lie has broken into the entertainment industry with her appearance in Ricky Martin's music video PRIVATE EMOTION, directed by Francis Lawrence. - She appeared in the 2001 PirelliCalendar. - She has a tattoo on her lower back. - There is a web site dedicated to Aur_lie at: http://www.bleufunk.com/Aurelie.
","B",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Aur%C3%A9lie_Claudel","http://www.fashionmodeldirectory.com/models/Aurelie_Claudel"
"390","Beri Smither",-123.0350963,44.9428975,"Salem, Oregon, United States of America","http://live.dbpedia.org/resource/Beri_Smither","http://live.dbpedia.org/data/Beri_Smither.json",1998,NA,NA,"American","","Blonde","","Blue","6/22/71",1971,"Salem (Oregon)","http://live.dbpedia.org/resource/Salem,_Oregon","http://live.dbpedia.org/data/Salem,_Oregon.json","Salem","Oregon","United States of America","American","5'9.5""",69.5,5.79,5.95,177,"34-25-36 ",34,25,36,"86.5-63.5-91.5",86.5,63.5,91.5,6,36,8.5,39,6,"Heffner Management","","",NA,"Ann Taylor , Chanel 'Allure' fragrance , Christian Dior , Diet Rite , Dockers , Fortunoff , Gap , INC , Lanvin , Lenscrafters , Levi's , Lycra , Neutrogena , Nina Ricci , Nine West , Nordstrom , Pond's , Redken , Versace , Versus","Argentina: 'Glamour' - August 1998 
Australia: 'Elle' - August 1998; 'Vogue' - July 1998 ;'Elle' - January 1999 
Canada: 'Flare' - January 2001 
France: 'Elle' - October 25, 1993; 'Elle' - January 5, 1998 
Germany: 'Vogue' - April 1994; 'Freundin Donna' - November 2012 
Italy: 'Marie Claire' - August 1993; 'D' - August 04 1998 
Japan: 'Elle' - November 1997 
Portugal: 'Cosmopolitan' - November 1998 
Spain: 'Vogue' - December 1989; 'Vogue' - June 1997 
UK: 'Elle' - March 1998; 'Harper's & Queen' - June 1998; 'Marie Claire' - January 1998; 'Vogue' - March 
US: 'Allure' - October 1993; 'Cosmopolitan' - July 1998; 'Glamour' - July 1998","","Beri was featured in 'Sports Illustrated Swimsuit' in 1998.","B",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Beri_Smither","http://www.fashionmodeldirectory.com/models/Beri_Smither"
"391","Barbara Carrera",-84.7746375,11.1320207,"San Carlos, Rio San Juan, Nicaragua","http://live.dbpedia.org/resource/Barbara_Carrera","http://live.dbpedia.org/data/Barbara_Carrera.json",1979,NA,NA,"Nicaraguan","","Brown","","Brown","12/31/45",1945,"San Carlos, Nicaragua","http://live.dbpedia.org/resource/San_Carlos,_Nicaragua","http://live.dbpedia.org/data/San_Carlos,_Nicaragua.json","San Carlos","Rio San Juan","Nicaragua","Nicaraguan","5'9""",69,5.75,5.9,175,"36-24-34",36,24,34,"",NA,NA,NA,NA,NA,NA,NA,NA,"Ford Models","http://live.dbpedia.org/resource/Ford_Models","http://live.dbpedia.org/data/Ford_Models.json","New York","","Vogue, Paris Match, Harper's Bazaar, Playboy","","","B",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Barbara_Carrera",""
"392","Tori Praver",-117.1572551,32.7153292,"San Diego, California, United States of America","http://live.dbpedia.org/resource/Tori_Praver","http://live.dbpedia.org/data/Tori_Praver.json",2007,TRUE,NA,"American","","Blonde","","Blue","6/4/86",1986,"San Diego (California)","http://live.dbpedia.org/resource/San_Diego","http://live.dbpedia.org/data/San_Diego.json","San Diego","California","United States of America","American","5'11""",71,5.92,5.11,180,"34-27-35.5 ",34,27,35.5,"86-68-91",86,68,91,6,36,9,40,6.5,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","New York","Arby's , Billabong , Guess, Goldenpoint , Izod , Just Cavalli 'I Love' fragrance , Letarte Swimwear , Liu Jo Jeans , Macy's , Nicole Miller , Polo Jeans Co. by Ralph Lauren , Redken , Sizzling , Tally Weijl , Yamamay","Czech Republic: 'Elle' - June 2010 
Denmark: 'Cover' - June/July 2006 
Germany: 'Cosmopolitan' - November 2006 
Italy: 'Glamour' - October 2006; 'Elle' - March 2010; 'Elle' - July 2011; 'Elle' - December 2011 
Mexico: 'Cosmopolitan' - 2007 
Portugal: 'Cosmopolitan' - October 2006 & July 2007 
Russia: 'Vogue' - October 2009 
Spain: 'Cosmopolitan' - October 2006 
US: 'Cosmopolitan' - September 2006 & March 2007; 'Hawaii' - Fall 2009","Surfing, Wakeboarding","Tori was first spotted by Cindy Kauanui, founder of La Jolla-based talent agency Jet Set, who saw a picture of Praver in Outside magazine wearing a wet suit, with no makeup and her hair pulled back. - Tori was born in San Diego but raised in Maui, Hawaii. - Tori appeared in the 2007, 2008 & 2009_Sports Illustrated Swimsuit.","A",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Tori_Praver","http://www.fashionmodeldirectory.com/models/Tori_Praver"
"393","Stephanie Seymour",-117.1572551,32.7153292,"San Diego, California, United States of America","http://live.dbpedia.org/resource/Stephanie_Seymour","http://live.dbpedia.org/data/Stephanie_Seymour.json",1989,NA,NA,"American","","Brown","","Green","7/23/69",1969,"San Diego (California)","http://live.dbpedia.org/resource/San_Diego","http://live.dbpedia.org/data/San_Diego.json","San Diego","California","United States of America","American","5'10""",70,5.83,5.1,178,"33-23-33 ",33,23,33,"85-58-85",85,58,85,4,34,9.5,41,7,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","New York","Alessandro Del'Aqua , Almay , Atelier Versace , BCBG , Bottega Veneta , Calvin Klein , Capezio Bags , Cesare Paciotti , Chanel , Chantelle , Crisca , Diet Pepsi , Domani , Ellen Tracy , Egoiste , GAP , Gerard Darel , Gianmarco Venturi , Gianni Versace , Guess, Guy Laroche 'Drakkar Noir' fragrance , H&M , Hanae Mori , Helmut Lang , Iceberg , Lancetti , Laurel Jeans , Les Copains , Liberti , Loewe , Longchamp , L'Oreal , Louis Vuitton , Madeleine , Marc Jacobs , Missoni , North Beach , Osborne , Pop Sisley , Swatch , Radisson Hotels , Rolfs , Salvatore Ferragamo , Theresa K_nig , Versace , Victoria's Secret , Victoria's Secret 'Rapture' perfume , Yves Saint Laurent","Australia: 'Cleo' - June 1995; 'Vogue' - February 1996; 'Vogue' - August 2001 
France: 'Elle Topmodel' - August 1996; 'Elle' - August 25, 1997; 'Elle' - July 11, 2005; 'Purple Fashion' - Issue #4 Fall/Winter 2005; 'Elle' - May 26 2008; 'Vogue' - November 2012 
Germany: 'Vogue' - September 1995; 'Vogue' - April 2007 
Greece: 'Cosmopolitan' - June 1990 
Italy: 'Elle' - August 1992; 'D' - April 08 1997; 'Vogue' - July 1997; 'D' - March 30 1999; 'Elle' - April 1999 
Mexico: 'Cosmopolitan' - April 1994 & July 1995; 'Elle' - June 1997 
Portugal: 'Cosmopolitan' - July 1997 
Spain: 'Elle' - October 1986; 'Vogue' - December 1991; 'Cosmopolitan' - August 1994; 'Elle TopModel' - #11 August 1996; 'Elle' - August 1996; 'Vogue' - September 2003 
UK: 'Vogue' - December 1988; 'Vogue' - July 1990; 'Elle' - August 1993; 'Marie Claire' - February 1999; ÃŒÂ¢ElleÃŒÂ¢ - June 2005; 'Pop' - #18 Spring/Summer 2008; 'Harper's Bazaar' - November 2008; 'i-D' - Fall 2012 
US: 'Mademoiselle' - June 1989; 'Allure' - March 1991; 'Allure' - May 1991; 'Playboy' - February 1993; 'Vogue' - April 1993; 'W' - May 1994; 'Vogue' - February 1995; 'Elle TopModel' - #11 1996, 'Cosmopolitan' - January 1997; 'Allure' - August 1998; 'W' - August 1998; 'Vogue' - November 1999; 'Self' - March 2000; 'W' - October 2000; 'Self' - November 2000; 'Self' - July 2001; 'Surface' - March 2002; 'W' - August 2002; 'Self' - April 2003; 'Hamptons' - August 2008; 'Town & Country' - August 2008; 'Town & Country' - May 2011","Antique Collection","Her full name is Stephanie Michelle Seymour. - Stephanie's first experience of modelling came when she was a little girl - her mother was a photographer and would use Stephanie as a model. - Her modelling career began after she entered the Californian heat of the Elite Model Look contest when she was 15 years old. She won the final and Elite signed her up. - She appeared in the 1988, 1989 & 1991 Sports Illustrated Swimsuit. - Shea appeared in the film ""Pollock"". - She apperead in two Guns N' Roses videos; Don't Cry and November Rain). - She appeared in the 'Sports Illustrated knockouts five decades of swimsuit photography' book. - From 1989 to 1990 she was married to guitarist Tommy Andrews. The marriage failed, but resulted in the birth of Dylan Thomas Andrews in 1991. - Former girfriend of Rockstar Axl Rose. - In 1994 she married the media mogul Peter Brant. In 1993 she gave birth to Peter Brant, Jr.; in 1997 to Harry Brant; and in 2004 to her first daughter, Lilly Margaret Brant. - She has a tattoo around her ankle.","C",FALSE,TRUE,"A","http://en.wikipedia.org/wiki/Stephanie_Seymour","http://www.fashionmodeldirectory.com/models/Stephanie_Seymour"
"394","Tori Praver",-117.1572551,32.7153292,"San Diego, California, United States of America","http://live.dbpedia.org/resource/Tori_Praver","http://live.dbpedia.org/data/Tori_Praver.json",2008,TRUE,NA,"American","","Blonde","","Blue","6/4/86",1986,"San Diego (California)","http://live.dbpedia.org/resource/San_Diego","http://live.dbpedia.org/data/San_Diego.json","San Diego","California","United States of America","American","5'11""",71,5.92,5.11,180,"34-27-35.5 ",34,27,35.5,"86-68-91",86,68,91,6,36,9,40,6.5,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","New York","Arby's , Billabong , Guess, Goldenpoint , Izod , Just Cavalli 'I Love' fragrance , Letarte Swimwear , Liu Jo Jeans , Macy's , Nicole Miller , Polo Jeans Co. by Ralph Lauren , Redken , Sizzling , Tally Weijl , Yamamay","Czech Republic: 'Elle' - June 2010 
Denmark: 'Cover' - June/July 2006 
Germany: 'Cosmopolitan' - November 2006 
Italy: 'Glamour' - October 2006; 'Elle' - March 2010; 'Elle' - July 2011; 'Elle' - December 2011 
Mexico: 'Cosmopolitan' - 2007 
Portugal: 'Cosmopolitan' - October 2006 & July 2007 
Russia: 'Vogue' - October 2009 
Spain: 'Cosmopolitan' - October 2006 
US: 'Cosmopolitan' - September 2006 & March 2007; 'Hawaii' - Fall 2009","Surfing, Wakeboarding","Tori was first spotted by Cindy Kauanui, founder of La Jolla-based talent agency Jet Set, who saw a picture of Praver in Outside magazine wearing a wet suit, with no makeup and her hair pulled back. - Tori was born in San Diego but raised in Maui, Hawaii. - Tori appeared in the 2007, 2008 & 2009_Sports Illustrated Swimsuit.","A",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Tori_Praver","http://www.fashionmodeldirectory.com/models/Tori_Praver"
"395","Tori Praver",-117.1572551,32.7153292,"San Diego, California, United States of America","http://live.dbpedia.org/resource/Tori_Praver","http://live.dbpedia.org/data/Tori_Praver.json",2009,NA,NA,"American","","Blonde","","Blue","6/4/86",1986,"San Diego (California)","http://live.dbpedia.org/resource/San_Diego","http://live.dbpedia.org/data/San_Diego.json","San Diego","California","United States of America","American","5'11""",71,5.92,5.11,180,"34-27-35.5 ",34,27,35.5,"86-68-91",86,68,91,6,36,9,40,6.5,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","New York","Arby's , Billabong , Guess, Goldenpoint , Izod , Just Cavalli 'I Love' fragrance , Letarte Swimwear , Liu Jo Jeans , Macy's , Nicole Miller , Polo Jeans Co. by Ralph Lauren , Redken , Sizzling , Tally Weijl , Yamamay","Czech Republic: 'Elle' - June 2010 
Denmark: 'Cover' - June/July 2006 
Germany: 'Cosmopolitan' - November 2006 
Italy: 'Glamour' - October 2006; 'Elle' - March 2010; 'Elle' - July 2011; 'Elle' - December 2011 
Mexico: 'Cosmopolitan' - 2007 
Portugal: 'Cosmopolitan' - October 2006 & July 2007 
Russia: 'Vogue' - October 2009 
Spain: 'Cosmopolitan' - October 2006 
US: 'Cosmopolitan' - September 2006 & March 2007; 'Hawaii' - Fall 2009","Surfing, Wakeboarding","Tori was first spotted by Cindy Kauanui, founder of La Jolla-based talent agency Jet Set, who saw a picture of Praver in Outside magazine wearing a wet suit, with no makeup and her hair pulled back. - Tori was born in San Diego but raised in Maui, Hawaii. - Tori appeared in the 2007, 2008 & 2009_Sports Illustrated Swimsuit.","A",FALSE,FALSE,NA,"http://en.wikipedia.org/wiki/Tori_Praver","http://www.fashionmodeldirectory.com/models/Tori_Praver"
"396","Stephanie Seymour",-117.1572551,32.7153292,"San Diego, California, United States of America","http://live.dbpedia.org/resource/Stephanie_Seymour","http://live.dbpedia.org/data/Stephanie_Seymour.json",1988,NA,NA,"American","","Brown","","Green","7/23/69",1969,"San Diego (California)","http://live.dbpedia.org/resource/San_Diego","http://live.dbpedia.org/data/San_Diego.json","San Diego","California","United States of America","American","5'10""",70,5.83,5.1,178,"33-23-33 ",33,23,33,"85-58-85",85,58,85,4,34,9.5,41,7,"IMG Models","http://live.dbpedia.org/resource/IMG_Models","http://live.dbpedia.org/data/IMG_Models.json","New York","Alessandro Del'Aqua , Almay , Atelier Versace , BCBG , Bottega Veneta , Calvin Klein , Capezio Bags , Cesare Paciotti , Chanel , Chantelle , Crisca , Diet Pepsi , Domani , Ellen Tracy , Egoiste , GAP , Gerard Darel , Gianmarco Venturi , Gianni Versace , Guess, Guy Laroche 'Drakkar Noir' fragrance , H&M , Hanae Mori , Helmut Lang , Iceberg , Lancetti , Laurel Jeans , Les Copains , Liberti , Loewe , Longchamp , L'Oreal , Louis Vuitton , Madeleine , Marc Jacobs , Missoni , North Beach , Osborne , Pop Sisley , Swatch , Radisson Hotels , Rolfs , Salvatore Ferragamo , Theresa K_nig , Versace , Victoria's Secret , Victoria's Secret 'Rapture' perfume , Yves Saint Laurent","Australia: 'Cleo' - June 1995; 'Vogue' - February 1996; 'Vogue' - August 2001 
France: 'Elle Topmodel' - August 1996; 'Elle' - August 25, 1997; 'Elle' - July 11, 2005; 'Purple Fashion' - Issue #4 Fall/Winter 2005; 'Elle' - May 26 2008; 'Vogue' - November 2012 
Germany: 'Vogue' - September 1995; 'Vogue' - April 2007 
Greece: 'Cosmopolitan' - June 1990 
Italy: 'Elle' - August 1992; 'D' - April 08 1997; 'Vogue' - July 1997; 'D' - March 30 1999; 'Elle' - April 1999 
Mexico: 'Cosmopolitan' - April 1994 & July 1995; 'Elle' - June 1997 
Portugal: 'Cosmopolitan' - July 1997 
Spain: 'Elle' - October 1986; 'Vogue' - December 1991; 'Cosmopolitan' - August 1994; 'Elle TopModel' - #11 August 1996; 'Elle' - August 1996; 'Vogue' - September 2003 
UK: 'Vogue' - December 1988; 'Vogue' - July 1990; 'Elle' - August 1993; 'Marie Claire' - February 1999; ÃŒÂ¢ElleÃŒÂ¢ - June 2005; 'Pop' - #18 Spring/Summer 2008; 'Harper's Bazaar' - November 2008; 'i-D' - Fall 2012 
US: 'Mademoiselle' - June 1989; 'Allure' - March 1991; 'Allure' - May 1991; 'Playboy' - February 1993; 'Vogue' - April 1993; 'W' - May 1994; 'Vogue' - February 1995; 'Elle TopModel' - #11 1996, 'Cosmopolitan' - January 1997; 'Allure' - August 1998; 'W' - August 1998; 'Vogue' - November 1999; 'Self' - March 2000; 'W' - October 2000; 'Self' - November 2000; 'Self' - July 2001; 'Surface' - March 2002; 'W' - August 2002; 'Self' - April 2003; 'Hamptons' - August 2008; 'Town & Country' - August 2008; 'Town & Country' - May 2011","Antique Collection","Her full name is Stephanie Michelle Seymour. - Stephanie's first experience of modelling came when she was a little girl - her mother was a photographer and would use Stephanie as a model. - Her modelling career began after she entered the Californian heat of the Elite Model Look contest when she was 15 years old. She won the final and Elite signed her up. - She appeared in the 1988, 1989 & 1991 Sports Illustrated Swimsuit. - Shea appeared in the film ""Pollock"". - She apperead in two Guns N' Roses videos; Don't Cry and November Rain). - She appeared in the 'Sports Illustrated knockouts five decades of swimsuit photography' book. - From 1989 to 1990 she was married to guitarist Tommy Andrews. The marriage failed, but resulted in the birth of Dylan Thomas Andrews in 1991. - Former girfriend of Rockstar Axl Rose. - In 1994 she married the media mogul Peter Brant. In 1993 she gave birth to Peter Brant, Jr.; in 1997 to Harry Brant; and in 2004 to her first daughter, Lilly Margaret Brant. - She has a tattoo around her ankle.","C",FALSE,TRUE,"A","http://en.wikipedia.org/wiki/Stephanie_Seymour","http://www.fashionmodeldirectory.com/models/Stephanie_Seymour"
