,Sport,School_ID,Year,Number,Player,Last_Name,First_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,Prior_College,URL,Height_Inches
246,FBALL,OKState,2011-2012,51,Brandon Webb,Webb,Brandon,OL,6'3'',315,SO,"Owasso, OK",Owasso,OK,Owasso,,http://www.okstate.com/sports/m-footbl/mtt/webb_brandon00.html,75
247,FBALL,OKState,2011-2012,3,Brandon Weeden,Weeden,Brandon,QB,6'4'',218,SR,"Edmond, OK",Edmond,OK,Santa Fe,,http://www.okstate.com/sports/m-footbl/mtt/weeden_brandon00.html,76
248,FBALL,OKState,2011-2012,97,Diamonte Wheeler,Wheeler,Diamonte,DT,6'1'',285,RS FR,"Arlington, TX",Arlington,TX,Bowie,,http://www.okstate.com/sports/m-footbl/mtt/wheeler_diamonte00.html,73
249,FBALL,OKState,2011-2012,15,Chase Wolfle,Wolfle,Chase,S,6'2'',180,FR,"Amarillo, TX",Amarillo,TX,Amarillo,,http://www.okstate.com/sports/m-footbl/mtt/wolfle_chase00.html,74
250,FBALL,OKState,2011-2012,86,Wilson Youman,Youman,Wilson,TE,6'5'',245,SR,"St. Martinville, La",St. Martinville,La,Martinville,,http://www.okstate.com/sports/m-footbl/mtt/youman_wilson00.html,77
251,FBALL,OKState,2010-2011,73,Levy Adcock,Adcock,Levy,OL,6'6'',320,JR,"Claremore, OK",Claremore,OK,Sequoyah,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/adcock_levy00.html,78
252,FBALL,OKState,2010-2011,49,Kenny Alexander,Alexander,Kenny,LB,6'1'',227,SR,"McKinney, TX",McKinney,TX,North High School,,http://www.okstate.com/sports/m-footbl/mtt/alexander_kenny00.html,73
253,FBALL,OKState,2010-2011,29,Matt Aman,Aman,Matt,K,5'10'',190,RS FR,"Houston, TX",Houston,TX,Cypress Creek,,http://www.okstate.com/sports/m-footbl/mtt/aman_matt00.html,70
254,FBALL,OKState,2010-2011,82,Isaiah Anderson,Anderson,Isaiah,WR,5'10'',175,SO,"Wichita Falls, TX",Wichita Falls,TX,Wichita Falls,,http://www.okstate.com/sports/m-footbl/mtt/anderson_isaiah00.html,70
255,FBALL,OKState,2010-2011,77,Gerron Anthony,Anthony,Gerron,OL,6'3'',315,FR,"Tyler, TX",Tyler,TX,John Tyler,,http://www.okstate.com/sports/m-footbl/mtt/anthony_gerron00.html,75
256,FBALL,OKState,2010-2011,84,Hubert Anyiam,Anyiam,Hubert,WR,6'1'',198,JR,"Garland, TX",Garland,TX,North,,http://www.okstate.com/sports/m-footbl/mtt/anyiam_hubert00.html,73
257,FBALL,OKState,2010-2011,67,Randall Arbuckle,Arbuckle,Randall,LS,6'1'',227,SO,"Canadian, TX",Canadian,TX,Canadian,,http://www.okstate.com/sports/m-footbl/mtt/arbuckle_randall00.html,73
258,FBALL,OKState,2010-2011,95,Dan Bailey,Bailey,Dan,P/K,6'1'',200,SR,"Mustang, OK",Mustang,OK,Southwest Covenant,,http://www.okstate.com/sports/m-footbl/mtt/bailey_dan00.html,73
259,FBALL,OKState,2010-2011,62,Aaron Barker,Barker,Aaron,DT,6'1'',270,FR,"Brookfield, WI",Brookfield,WI,Central HS,UW Colleges,http://www.okstate.com/sports/m-footbl/mtt/barker_aaron00.html,73
260,FBALL,OKState,2010-2011,80,Cooper Bassett,Bassett,Cooper,DT,6'5'',265,SO,"Tuttle, OK",Tuttle,OK,Tuttle,,http://www.okstate.com/sports/m-footbl/mtt/bassett_cooper00.html,77
261,FBALL,OKState,2010-2011,25,Yves Batoba,Batoba,Yves,CB,5'9'',175,RS FR,"Keller, TX",Keller,TX,Keller,,http://www.okstate.com/sports/m-footbl/mtt/batoba_yves00.html,69
262,FBALL,OKState,2010-2011,81,Justin Blackmon,Blackmon,Justin,WR,6'1'',207,SO,"Ardmore, OK",Ardmore,OK,Plainview,,http://www.okstate.com/sports/m-footbl/mtt/blackmon_justin00.html,73
263,FBALL,OKState,2010-2011,50,Jamie Blatnick,Blatnick,Jamie,DE,6'3'',270,JR,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/blatnick_jamie00.html,75
264,FBALL,OKState,2010-2011,19,Brodrick Brown,Brown,Brodrick,CB,5'8'',190,SO,"Houston, TX",Houston,TX,Westfield,,http://www.okstate.com/sports/m-footbl/mtt/brown_brodrick00.html,68
265,FBALL,OKState,2010-2011,38,Grayson Buster,Buster,Grayson,P/K,5'11'',186,JR,"Crawford, TX",Crawford,TX,Crawford,,http://www.okstate.com/sports/m-footbl/mtt/buster_grayson00.html,71
266,FBALL,OKState,2010-2011,31,Kris Catlin,Catlin,Kris,LB,6'1'',215,FR,"San Antonio, TX",San Antonio,TX,Madison,,http://www.okstate.com/sports/m-footbl/mtt/catlin_kris00.html,73
267,FBALL,OKState,2010-2011,10,Clint Chelf,Chelf,Clint,QB,6'1'',200,RS FR,"Enid, OK",Enid,OK,Enid,,http://www.okstate.com/sports/m-footbl/mtt/chelf_clint00.html,73
268,FBALL,OKState,2010-2011,83,Colton Chelf,Chelf,Colton,WR,5'9'',170,SR,"Enid, OK",Enid,OK,Enid,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/chelf_colton00.html,69
269,FBALL,OKState,2010-2011,9,Jase Chilcoat,Chilcoat,Jase,QB,5'11'',198,RS FR,"Midwest City, OK",Midwest City,OK,Midwest City,,http://www.okstate.com/sports/m-footbl/mtt/chilcoat_jase00.html,71
270,FBALL,OKState,2010-2011,91,Ugo Chinasa,Chinasa,Ugo,DE,6'5'',260,SR,"Richardson, TX",Richardson,TX,Berkner,,http://www.okstate.com/sports/m-footbl/mtt/chinasa_ugo00.html,77
271,FBALL,OKState,2010-2011,98,Davidell Collins,Collins,Davidell,DE/OL,6'6'',255,FR,"Bearden, AR",Bearden,AR,Bearden,,http://www.okstate.com/sports/m-footbl/mtt/collins_davidell00.html,78
272,FBALL,OKState,2010-2011,25,Josh Cooper,Cooper,Josh,IR,5'11'',192,JR,"Mustang, OK",Mustang,OK,Mustang,,http://www.okstate.com/sports/m-footbl/mtt/cooper_josh00.html,71
273,FBALL,OKState,2010-2011,2,Lavocheya Cooper,Cooper,Lavocheya,S,6'1'',185,FR,"Arp, TX",Arp,TX,Arp,,http://www.okstate.com/sports/m-footbl/mtt/cooper_lavocheya00.html,73
274,FBALL,OKState,2010-2011,23,Zach Craig,Craig,Zach,DB,6'3'',180,FR,"Spring Branch, TX",Spring Branch,TX,Smithson Valley,,http://www.okstate.com/sports/m-footbl/mtt/craig_zach00.html,75
275,FBALL,OKState,2010-2011,96,DeJuan Davis,Davis,DeJuan,DT,6'2'',308,SO,"Fort Worth, TX",Fort Worth,TX,Crowley,,http://www.okstate.com/sports/m-footbl/mtt/davis_dejuan00.html,74
276,FBALL,OKState,2010-2011,8,Johnny Deaton,Deaton,Johnny,QB,6'2'',200,FR,"Sand Springs, OK",Sand Springs,OK,Charles Page,,http://www.okstate.com/sports/m-footbl/mtt/deaton_johnny00.html,74
277,FBALL,OKState,2010-2011,76,Eli Dickerson,Dickerson,Eli,OL,6'6'',280,FR,"The Woodlands, TX",The Woodlands,TX,College Park,,http://www.okstate.com/sports/m-footbl/mtt/dickerson_eli00.html,78
278,FBALL,OKState,2010-2011,5,Chris Dinkins,Dinkins,Chris,WR,6'2'',205,FR,"Tyler, TX",Tyler,TX,Lee,,http://www.okstate.com/sports/m-footbl/mtt/dinkins_chris00.html,74
279,FBALL,OKState,2010-2011,95,Chris Donaldson,Donaldson,Chris,DT,6'1'',299,SR,"Anderson, SC",Anderson,SC,Westside,Coffeyville CC,http://www.okstate.com/sports/m-footbl/mtt/donaldson_chris00.html,73
280,FBALL,OKState,2010-2011,60,Evan Epstein,Epstein,Evan,OL,6'2'',290,SO,"McKinney, TX",McKinney,TX,Bishop Lynch,,http://www.okstate.com/sports/m-footbl/mtt/epstein_evan00.html,74
281,FBALL,OKState,2010-2011,17,Jarrod Fields,Fields,Jarrod,CB,5'10'',190,JR,"Ardmore, OK",Ardmore,OK,Ardmore,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/fields_jarrod00.html,70
282,FBALL,OKState,2010-2011,48,Tyler Fields,Fields,Tyler,LB,5'11'',212,SO,"Hugo, OK",Hugo,OK,Hugo,,http://www.okstate.com/sports/m-footbl/mtt/fields_tyler00.html,71
283,FBALL,OKState,2010-2011,33,LeRon Furr,Furr,LeRon,LB,6'2'',230,RS FR,"Columbus, GA",Columbus,GA,Carver,,http://www.okstate.com/sports/m-footbl/mtt/furr_leron00.html,74
284,FBALL,OKState,2010-2011,74,Grant Garner,Garner,Grant,OL,6'3'',290,JR,"Mesquite, TX",Mesquite,TX,North Mesquite,,http://www.okstate.com/sports/m-footbl/mtt/garner_grant00.html,75
285,FBALL,OKState,2010-2011,47,Will Garrett,Garrett,Will,DE,6'6'',262,RS FR,"Tomball, TX",Tomball,TX,Tomball,,http://www.okstate.com/sports/m-footbl/mtt/garrett_will00.html,78
286,FBALL,OKState,2010-2011,42,Justin Gent,Gent,Justin,LB,6'1'',236,SR,"Irving, TX",Irving,TX,MacArthur,,http://www.okstate.com/sports/m-footbl/mtt/gent_justin00.html,73
287,FBALL,OKState,2010-2011,13,Justin Gilbert,Gilbert,Justin,DB/WR,6'1'',180,FR,"Huntsville, TX",Huntsville,TX,Huntsville,,http://www.okstate.com/sports/m-footbl/mtt/gilbert_justin00.html,73
288,FBALL,OKState,2010-2011,96,Jared Glover,Glover,Jared,DE,6'4'',245,JR,"Bixby, OK",Bixby,OK,Bixby,,http://www.okstate.com/sports/m-footbl/mtt/glover_jared00.html,76
289,FBALL,OKState,2010-2011,44,Grant Goodwin,Goodwin,Grant,FB,5'7'',200,FR,"Jenks, OK",Jenks,OK,Jenks,Colorado School of Mines,http://www.okstate.com/sports/m-footbl/mtt/goodwin_grant00.html,67
290,FBALL,OKState,2010-2011,71,Parker Graham,Graham,Parker,OL,6'7'',289,RS FR,"Webb City, MO",Webb City,MO,Webb City,,http://www.okstate.com/sports/m-footbl/mtt/graham_parker00.html,79
291,FBALL,OKState,2010-2011,89,Jeremy Gunnells,Gunnells,Jeremy,IR,6'2'',235,JR,"Tulsa, OK",Tulsa,OK,McLain,Tyler CC,http://www.okstate.com/sports/m-footbl/mtt/gunnells_jeremy01.html,74
292,FBALL,OKState,2010-2011,39,Kyle Hale,Hale,Kyle,S,5'11'',189,RS FR,"Broken Arrow, OK",Broken Arrow,OK,Broken Arrow,,http://www.okstate.com/sports/m-footbl/mtt/hale_kyle00.html,71
293,FBALL,OKState,2010-2011,11,Wes Harlan,Harlan,Wes,H,6'1'',190,SO,"Houston, TX",Houston,TX,Langham Creek,,http://www.okstate.com/sports/m-footbl/mtt/harlan_wes00.html,73
294,FBALL,OKState,2010-2011,7,Michael Harrison,Harrison,Michael,IR,6'1'',208,RS FR,"Atlanta, TX",Atlanta,TX,Hillcrest,,http://www.okstate.com/sports/m-footbl/mtt/harrison_michael00.html,73
295,FBALL,OKState,2010-2011,92,Darius Hart,Hart,Darius,DE,6'5'',250,SR,"Poplarville, MS",Poplarville,MS,Poplarville,Pearl River CC,http://www.okstate.com/sports/m-footbl/mtt/hart_darius00.html,77
296,FBALL,OKState,2010-2011,18,Devin Hedgepeth,Hedgepeth,Devin,CB,5'11'',180,FR,"Derby, KS",Derby,KS,Derby,,http://www.okstate.com/sports/m-footbl/mtt/hedgepeth_devin00.html,71
297,FBALL,OKState,2010-2011,19,Anthony Hill,Hill,Anthony,WR,5'11'',193,SR,"Kansas City, KS",Kansas City,KS,Shawnee Mission South,Coffeyville CC,http://www.okstate.com/sports/m-footbl/mtt/hill_anthony00.html,71
298,FBALL,OKState,2010-2011,56,Patrick Hoog,Hoog,Patrick,OL,6'4'',296,SO,"Castroville, TX",Castroville,TX,Medina Valley,,http://www.okstate.com/sports/m-footbl/mtt/hoog_patrick00.html,76
299,FBALL,OKState,2010-2011,14,Justin Horton,Horton,Justin,IR,6'3'',225,SO,"Henderson, TX",Henderson,TX,Henderson,,http://www.okstate.com/sports/m-footbl/mtt/horton_justin00.html,75
300,FBALL,OKState,2010-2011,93,Andrew Hudson,Hudson,Andrew,DE,6'5'',225,RS FR,"Amarillo, TX",Amarillo,TX,Bushland,,http://www.okstate.com/sports/m-footbl/mtt/hudson_andrew00.html,77
301,FBALL,OKState,2010-2011,24,Kendall Hunter,Hunter,Kendall,RB,5'8'',197,SR,"Tyler, TX",Tyler,TX,John Tyler,,http://www.okstate.com/sports/m-footbl/mtt/hunter_kendall00.html,68
302,FBALL,OKState,2010-2011,78,Bryson Hutchins,Hutchins,Bryson,DE,6'1'',241,JR,"Keller, TX",Keller,TX,Central,,http://www.okstate.com/sports/m-footbl/mtt/hutchins_bryson00.html,73
303,FBALL,OKState,2010-2011,28,Deion Imade,Imade,Deion,S,6'1'',175,FR,"Rowlett, TX",Rowlett,TX,Rowlett,,http://www.okstate.com/sports/m-footbl/mtt/imade_deion00.html,73
304,FBALL,OKState,2010-2011,46,Shane Jarka,Jarka,Shane,DT,6'3'',295,SR,"Sugar Land, TX",Sugar Land,TX,Austin,,http://www.okstate.com/sports/m-footbl/mtt/jarka_shane00.html,75
305,FBALL,OKState,2010-2011,54,Jacob Jenkins,Jenkins,Jacob,OL,6'3'',255,FR,"Gilmer, TX",Gilmer,TX,Gilmer,,http://www.okstate.com/sports/m-footbl/mtt/jenkins_jacob00.html,75
306,FBALL,OKState,2010-2011,9,Kevin Johnson,Johnson,Kevin,WR,6'2'',190,FR,"Houston, TX",Houston,TX,Cypress Ridge,,http://www.okstate.com/sports/m-footbl/mtt/johnson_kevin00.html,74
307,FBALL,OKState,2010-2011,3,Victor Johnson,Johnson,Victor,S,6'1'',195,JR,"Waco, TX",Waco,TX,Waco,,http://www.okstate.com/sports/m-footbl/mtt/johnson_victor00.html,73
308,FBALL,OKState,2010-2011,99,Richetti Jones,Jones,Richetti,DE,6'3'',264,JR,"Dallas, TX",Dallas,TX,Lincoln,,http://www.okstate.com/sports/m-footbl/mtt/jones_richetti00.html,75
309,FBALL,OKState,2010-2011,58,Jarid King,King,Jarid,DT,6'1'',270,SO,"Dallas, TX",Dallas,TX,Plano West,,http://www.okstate.com/sports/m-footbl/mtt/king_jarid00.html,73
310,FBALL,OKState,2010-2011,58,Daniel Koenig,Koenig,Daniel,OL,6'6'',260,FR,"Cape Coral, FL",Cape Coral,FL,Cape Coral,,http://www.okstate.com/sports/m-footbl/mtt/koenig_daniel00.html,78
311,FBALL,OKState,2010-2011,64,Casey LaBrue,LaBrue,Casey,OL,6'3'',290,JR,"Enid, OK",Enid,OK,Enid,Missouri State,http://www.okstate.com/sports/m-footbl/mtt/labrue_casey00.html,75
312,FBALL,OKState,2010-2011,45,Caleb Lavey,Lavey,Caleb,LB,6'3'',225,FR,"Celina, TX",Celina,TX,Celina,,http://www.okstate.com/sports/m-footbl/mtt/lavey_caleb00.html,75
313,FBALL,OKState,2010-2011,41,Orie Lemon,Lemon,Orie,LB,6'1'',240,SR,"Houston, TX",Houston,TX,Yates,,http://www.okstate.com/sports/m-footbl/mtt/lemon_orie00.html,73
314,FBALL,OKState,2010-2011,11,Shaun Lewis,Lewis,Shaun,LB,6'1'',210,FR,"Missouri City, TX",Missouri City,TX,Hightower,,http://www.okstate.com/sports/m-footbl/mtt/lewis_shaun00.html,73
315,FBALL,OKState,2010-2011,72,Christian Littlehead,Littlehead,Christian,DT,6'3'',305,FR,"Tahlequah, OK",Tahlequah,OK,Sequoyah,,http://www.okstate.com/sports/m-footbl/mtt/littlehead_christian00.html,75
316,FBALL,OKState,2010-2011,35,Mathies Long,Long,Mathies,S,6'1'',210,SR,"DeSoto, TX",DeSoto,TX,Bishop Dunne,,http://www.okstate.com/sports/m-footbl/mtt/long_mathies00.html,73
317,FBALL,OKState,2010-2011,8,Daytawion Lowe,Lowe,Daytawion,S,6'1'',195,SO,"Midwest City, OK",Midwest City,OK,Carl Albert,,http://www.okstate.com/sports/m-footbl/mtt/lowe_daytawion00.html,73
318,FBALL,OKState,2010-2011,6,Patrick MacDonald,MacDonald,Patrick,IR,6'2'',197,RS FR,"Sugar Land, TX",Sugar Land,TX,Clements,,http://www.okstate.com/sports/m-footbl/mtt/macdonald_patrick00.html,74
319,FBALL,OKState,2010-2011,4,Stephen Maeweather,Maeweather,Stephen,LB,6'3'',215,FR,"Houston, TX",Houston,TX,Sharpstown,,http://www.okstate.com/sports/m-footbl/mtt/maeweather_stephen00.html,75
320,FBALL,OKState,2010-2011,57,Chuck Major,Major,Chuck,OL,6'3'',304,SO,"Tulsa, OK",Tulsa,OK,Bishop Kelley,SE Okla. State,http://www.okstate.com/sports/m-footbl/mtt/major_chuck00.html,75
321,FBALL,OKState,2010-2011,15,D.J. Martin,Martin,D.J.,CB,5'9'',178,JR,"Oklahoma City, OK",Oklahoma City,OK,Douglass,,http://www.okstate.com/sports/m-footbl/mtt/martin_dj00.html,69
322,FBALL,OKState,2010-2011,10,Markelle Martin,Martin,Markelle,S,6'1'',198,JR,"Wichita Falls, TX",Wichita Falls,TX,Rider,,http://www.okstate.com/sports/m-footbl/mtt/martin_markelle00.html,73
323,FBALL,OKState,2010-2011,75,Nick Martinez,Martinez,Nick,OL,6'4'',317,JR,"Floresville, TX",Floresville,TX,Floresville,,http://www.okstate.com/sports/m-footbl/mtt/martinez_nick00.html,76
324,FBALL,OKState,2010-2011,16,Andrae May,May,Andrae,CB,5'11'',180,SO,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/may_andrae00.html,71
325,FBALL,OKState,2010-2011,6,Andrew McGee,McGee,Andrew,CB,6'1'',191,SR,"Magee, MS",Magee,MS,Magee,Copiah-Lincoln CC,http://www.okstate.com/sports/m-footbl/mtt/mcgee_andrew00.html,73
326,FBALL,OKState,2010-2011,32,Travis Miller,Miller,Travis,RB,5'9'',192,SO,"Marlin, TX",Marlin,TX,Marlin,,http://www.okstate.com/sports/m-footbl/mtt/miller_travis00.html,69
327,FBALL,OKState,2010-2011,29,Joe Mitchell,Mitchell,Joe,LB,6'3'',217,FR,"Katy, TX",Katy,TX,Morton Ranch,,http://www.okstate.com/sports/m-footbl/mtt/mitchell_joe01.html,75
328,FBALL,OKState,2010-2011,59,Tolu Moala,Moala,Tolu,LB,6'1'',230,SR,"Inglewood, CA",Inglewood,CA,Hawthorne,El Camino CC,http://www.okstate.com/sports/m-footbl/mtt/moala_tolu00.html,73
329,FBALL,OKState,2010-2011,18,Charlie Moore,Moore,Charlie,WR,6'3'',199,RS FR,"Bullard, TX",Bullard,TX,Bullard,,http://www.okstate.com/sports/m-footbl/mtt/moore_charlie00.html,75
330,FBALL,OKState,2010-2011,87,Tracy Moore,Moore,Tracy,IR,6'2'',215,SO,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/moore_tracy00.html,74
331,FBALL,OKState,2010-2011,65,Anthony Morgan,Morgan,Anthony,OL,6'5'',310,SR,"Lancaster, TX",Lancaster,TX,Lancaster,Navarro JC,http://www.okstate.com/sports/m-footbl/mtt/morgan_anthony00.html,77
332,FBALL,OKState,2010-2011,12,Trey Munden,Munden,Trey,WR,6'1'',192,JR,"Claremore, OK",Claremore,OK,Verdigris,NEO A&M JC,http://www.okstate.com/sports/m-footbl/mtt/munden_trey01.html,73
333,FBALL,OKState,2010-2011,26,Nehemiah Mundy,Mundy,Nehemiah,CB,6'1'',178,JR,"Los Angeles, CA",Los Angeles,CA,Culver City,UNLV,http://www.okstate.com/sports/m-footbl/mtt/mundy_nehemiah00.html,73
334,FBALL,OKState,2010-2011,27,Malcolm Murray,Murray,Malcolm,CB,6'1'',195,SO,"Los Angeles, CA",Los Angeles,CA,Junipero Serra,Mt. SAC,http://www.okstate.com/sports/m-footbl/mtt/murray_malcolm00.html,73
335,FBALL,OKState,2010-2011,85,Montra Nelson,Nelson,Montra,WR,6'3'',215,FR,"Arlington, TX",Arlington,TX,Bowie,,http://www.okstate.com/sports/m-footbl/mtt/nelson_montra00.html,75
336,FBALL,OKState,2010-2011,89,Nigel Nicholas,Nicholas,Nigel,DT,6'3'',280,SO,"Rossville, GA",Rossville,GA,Ridgeland,,http://www.okstate.com/sports/m-footbl/mtt/nicholas_nigel00.html,75
337,FBALL,OKState,2010-2011,90,Joe Okafor,Okafor,Joe,DE,6'7'',250,FR,"Bellaire, TX",Bellaire,TX,Bellaire,,http://www.okstate.com/sports/m-footbl/mtt/okafor_joe00.html,79
338,FBALL,OKState,2010-2011,30,David Paulsen,Paulsen,David,FB,6'2'',255,SO,"Marietta, GA",Marietta,GA,George Walton,,http://www.okstate.com/sports/m-footbl/mtt/paulsen_david00.html,74
339,FBALL,OKState,2010-2011,1,Joseph Randle,Randle,Joseph,RB,6'1'',190,FR,"Wichita, KS",Wichita,KS,Southeast,,http://www.okstate.com/sports/m-footbl/mtt/randle_joseph00.html,73
340,FBALL,OKState,2010-2011,39,Jerry Reagan,Reagan,Jerry,RB,5'10'',180,RS FR,"Okmulgee, OK",Okmulgee,OK,Morris,Southern Nazarene Univ.,http://www.okstate.com/sports/m-footbl/mtt/reagan_jerry00.html,70
341,FBALL,OKState,2010-2011,49,Michael Reichenstein,Reichenstein,Michael,P,6'4'',189,RS FR,"Dallas, TX",Dallas,TX,Jesuit College Prep,,http://www.okstate.com/sports/m-footbl/mtt/reichenstein_michael00.html,76
342,FBALL,OKState,2010-2011,15,Adrian Richards,Richards,Adrian,WR,6'4'',208,SO,"Mesquite, TX",Mesquite,TX,Mesquite,,http://www.okstate.com/sports/m-footbl/mtt/richards_adrian00.html,76
343,FBALL,OKState,2010-2011,28,Michael Roberts,Roberts,Michael,RB,5'8'',191,JR,"Albany, GA",Albany,GA,Cache,,http://www.okstate.com/sports/m-footbl/mtt/roberts_michael00.html,68
344,FBALL,OKState,2010-2011,40,Nick Rockwell,Rockwell,Nick,WR,5'7'',178,RS FR,"Fort Worth, TX",Fort Worth,TX,Dunbar,,http://www.okstate.com/sports/m-footbl/mtt/rockwell_nick00.html,67
345,FBALL,OKState,2010-2011,94,Anthony Rogers,Rogers,Anthony,DT,6'3'',285,RS FR,"North Little Rock, AR",North Little Rock,AR,North Little Rock,,http://www.okstate.com/sports/m-footbl/mtt/rogers_anthony00.html,75
346,FBALL,OKState,2010-2011,70,Jonathan Rush,Rush,Jonathan,OL,6'4'',314,JR,"Killeen, TX",Killeen,TX,Killeen,,http://www.okstate.com/sports/m-footbl/mtt/rush_jonathan00.html,76
347,FBALL,OKState,2010-2011,36,Tommie Saunders,Saunders,Tommie,LB,6'1'',195,FR,"San Antonio, TX",San Antonio,TX,Madison,,http://www.okstate.com/sports/m-footbl/mtt/saunders_tommie00.html,73
348,FBALL,OKState,2010-2011,13,Quinn Sharp,Sharp,Quinn,P/K,6'1'',191,SO,"Mansfield, TX",Mansfield,TX,Summit,,http://www.okstate.com/sports/m-footbl/mtt/sharp_quinn00.html,73
349,FBALL,OKState,2010-2011,52,Connor Sinko,Sinko,Connor,LS,6'3'',253,RS FR,"Tulsa, OK",Tulsa,OK,Cascia Hall,,http://www.okstate.com/sports/m-footbl/mtt/sinko_connor00.html,75
350,FBALL,OKState,2010-2011,79,Andrew Smith,Smith,Andrew,DT,6'1'',245,RS FR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_andrew01.html,73
351,FBALL,OKState,2010-2011,31,Jeremy Smith,Smith,Jeremy,RB,5'10'',210,RS FR,"Tulsa, OK",Tulsa,OK,Union,,http://www.okstate.com/sports/m-footbl/mtt/smith_jeremy00.html,70
352,FBALL,OKState,2010-2011,2,Nathan Sorenson,Sorenson,Nathan,QB,6'3'',200,FR,"Texarkana, TX",Texarkana,TX,Texas,,http://www.okstate.com/sports/m-footbl/mtt/sorenson_nathan00.html,75
353,FBALL,OKState,2010-2011,61,Michael Sosanya,Sosanya,Michael,DE,6'6'',230,JR,"Oklahoma City, OK",Oklahoma City,OK,McGuinness,UCO,http://www.okstate.com/sports/m-footbl/mtt/sosanya_michael00.html,78
354,FBALL,OKState,2010-2011,85,Justin Southwell,Southwell,Justin,IR,5'7'',158,SO,"Moore, OK",Moore,OK,Westmoore,,http://www.okstate.com/sports/m-footbl/mtt/southwell_justin00.html,67
355,FBALL,OKState,2010-2011,9,Kye Staley,Staley,Kye,RB,5'10'',225,SO,"Guthrie, OK",Guthrie,OK,Guthrie,,http://www.okstate.com/sports/m-footbl/mtt/staley_kye00.html,70
356,FBALL,OKState,2010-2011,20,Larry Stephens,Stephens,Larry,DB,6'1'',180,FR,"Houston, TX",Houston,TX,North Shore,,http://www.okstate.com/sports/m-footbl/mtt/stephens_larry00.html,73
357,FBALL,OKState,2010-2011,17,Brayden Stringer,Stringer,Brayden,QB,6'4'',216,SO,"Lawton, OK",Lawton,OK,Eisenhower,,http://www.okstate.com/sports/m-footbl/mtt/stringer_brayden00.html,76
358,FBALL,OKState,2010-2011,63,Jordan Taormina,Taormina,Jordan,OL,6'6'',327,SR,"Santa Ana, CA",Santa Ana,CA,Mater Dei,Orange Coast CC,http://www.okstate.com/sports/m-footbl/mtt/taormina_jordan00.html,78
359,FBALL,OKState,2010-2011,68,Lane Taylor,Taylor,Lane,OL,6'2'',301,SO,"Arlington, TX",Arlington,TX,Martin,,http://www.okstate.com/sports/m-footbl/mtt/taylor_lane00.html,74
360,FBALL,OKState,2010-2011,22,James Thomas,Thomas,James,LB,5'11'',215,JR,"LaMarque, TX",LaMarque,TX,LaMarque,,http://www.okstate.com/sports/m-footbl/mtt/thomas_james00.html,71
361,FBALL,OKState,2010-2011,12,Johnny Thomas,Thomas,Johnny,S,5'11'',200,JR,"Texas City, TX",Texas City,TX,Texas City,,http://www.okstate.com/sports/m-footbl/mtt/thomas_johnny00.html,71
362,FBALL,OKState,2010-2011,62,Javius Townsend,Townsend,Javius,OL,6'4'',280,FR,"Dallas, TX",Dallas,TX,James Madison,,http://www.okstate.com/sports/m-footbl/mtt/townsend_javius00.html,76
363,FBALL,OKState,2010-2011,37,Bryant Ward,Ward,Bryant,FB,5'11'',223,SR,"Stillwater, OK",Stillwater,OK,Stillwater,,http://www.okstate.com/sports/m-footbl/mtt/ward_bryant00.html,71
364,FBALL,OKState,2010-2011,16,Perry Watson,Watson,Perry,WR,5'10'',185,SO,"Flower Mound, TX",Flower Mound,TX,Flower Mound,,http://www.okstate.com/sports/m-footbl/mtt/watson_perry00.html,70
365,FBALL,OKState,2010-2011,51,Brandon Webb,Webb,Brandon,OL,6'3'',320,RS FR,"Owasso, OK",Owasso,OK,Owasso,,http://www.okstate.com/sports/m-footbl/mtt/webb_brandon00.html,75
366,FBALL,OKState,2010-2011,3,Brandon Weeden,Weeden,Brandon,QB,6'4'',224,JR,"Edmond, OK",Edmond,OK,Santa Fe,,http://www.okstate.com/sports/m-footbl/mtt/weeden_brandon00.html,76
367,FBALL,OKState,2010-2011,97,Diamonte Wheeler,Wheeler,Diamonte,DT,6'3'',255,FR,"Arlington, TX",Arlington,TX,Bowie,,http://www.okstate.com/sports/m-footbl/mtt/wheeler_diamonte00.html,75
368,FBALL,OKState,2010-2011,11,Ryan Williams,Williams,Ryan,WR,5'9'',175,SO,"Denton, TX",Denton,TX,Ryan,,http://www.okstate.com/sports/m-footbl/mtt/williams_ryan00.html,69
369,FBALL,OKState,2010-2011,69,Marc Yerry,Yerry,Marc,LS,6'2'',241,JR,"Waxhaw, NC",Waxhaw,NC,Weddington,,http://www.okstate.com/sports/m-footbl/mtt/yerry_marc00.html,74
