year,team,rank,value,debt_value,value_change,debt_percent,revenue,expense,operating_income,player_expense,gate_receipt,revenue_multiple,ebitda_multiple,league
1994,Tampa Bay Lightning,23,39.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1994,Winnepeg Jets,24,35.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Detroit Red Wings,1,87.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Boston Bruins,2,79.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,New York Rangers,3,76.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Montreal Canadiens,4,73.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Los Angeles Kings,5,71.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Chicago Black Hawks,6,67.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Toronto Maple Leafs,7,63.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Vancouver Canucks,8,61.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Philadelphia Flyers,9,58.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,New York Islanders,10,55.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Pittsburgh Penguins,11,53.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,St. Louis Blues,13,52.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Calgary Flames,12,52.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Edmonton Oilers,14,51.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Quebec Nordiques,16,48.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Hartford Whalers,15,48.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,New Jersey Devils,17,47.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Washington Capitals,18,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Buffalo Sabres,19,44.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,San Jose Sharks,20,43.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Minnesota North Stars,21,42.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1993,Winnepeg Jets,22,35.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Detroit Red Wings,1,70.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Boston Bruins,2,67.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,New York Rangers,4,62.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Montreal Canadiens,3,62.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Chicago Black Hawks,5,61.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Los Angeles Kings,6,60.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Edmonton Oilers,8,55.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Calgary Flames,7,55.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Toronto Maple Leafs,9,54.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,New York Islanders,10,53.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Philadelphia Flyers,11,51.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Hartford Whalers,12,49.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Vancouver Canucks,14,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Quebec Nordiques,13,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Pittsburgh Penguins,16,41.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,New Jersey Devils,15,41.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Washington Capitals,17,40.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,St. Louis Blues,19,39.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Buffalo Sabres,18,39.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Minnesota North Stars,20,34.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1992,Winnepeg Jets,21,30.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Montreal Canadiens,1,59.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Boston Bruins,2,57.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,New York Rangers,3,54.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Calgary Flames,4,52.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,New York Islanders,5,51.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Edmonton Oilers,6,51.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Hartford Whalers,7,45.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Toronto Maple Leafs,8,45.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Quebec Nordiques,11,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Los Angeles Kings,10,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Chicago Blackhawks,9,45.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Detroit Red Wings,12,43.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Philadelphia Flyers,13,42.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Vancouver Canucks,14,41.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Pittsburgh Penguins,15,41.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Washington Capitals,16,38.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Buffalo Sabres,17,37.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,New Jersey Devils,18,35.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,St. Louis Blues,19,31.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Winnepeg Jets,21,30.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
1991,Minnesota North Stars,20,30.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHL
