Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Bob Sura,Houston Rockets,"$3,500,000.00 ",2005-2006,2007-2008,,4,"$14,400,000 ",
Bob Sura,Houston Rockets,"$3,840,000.00 ",2006-2007,2007-2008,,4,"$14,400,000 ",
Bob Thornton,Philadelphia 76ers,"$200,000.00 ",1988-1989,,,,,
Bob Thornton,Philadelphia 76ers,"$200,000.00 ",1989-1990,,,,,
Bob Thornton,Utah Jazz,,1991-1992,,,,,
Bobby Brown,Houston Rockets,"$500,000.00 ",2007-2008,2007-2008,,1,"$500,000 ",
Bobby Brown,Los Angeles Clippers,"$736,420.00 ",2009-2010,,,,,
Bobby Brown,Sacramento Kings,"$442,114.00 ",2008-2009,2009-2010,,2,"$1,178,534 ",
Bobby Brown,Oklahoma City Thunder,"$32,842.00 ",2008-2009,2008-2009,,1,"$32,842 ",
Bobby Hansen,Utah Jazz,"$475,000.00 ",1988-1989,,,,,
Bobby Hansen,Utah Jazz,"$475,000.00 ",1989-1990,,,,,
Bobby Hurley,Sacramento Kings,"$1,616,000.00 ",1993-1994,,,,,
Bobby Hurley,Sacramento Kings,"$2,100,000.00 ",1994-1995,,,,,
Bobby Hurley,Sacramento Kings,"$2,584,000.00 ",1995-1996,,,,,
Bobby Hurley,Sacramento Kings,"$3,068,000.00 ",1996-1997,,,,,
Bobby Hurley,Vancouver Grizzlies,"$3,552,000.00 ",1997-1998,,,,,
Bobby Jackson,Denver Nuggets,"$694,920.00 ",1997-1998,,,,,
Bobby Jackson,Minnesota Timberwolves,"$487,317.00 ",1998-1999,,,,,
Bobby Jackson,Minnesota Timberwolves,"$903,360.00 ",1999-2000,,,,,
Bobby Jackson,Sacramento Kings,"$2,250,000.00 ",2000-2001,2004-2005,,5,"$5,000,000 ",
Bobby Jackson,Sacramento Kings,"$2,475,000.00 ",2001-2002,2004-2005,,5,"$5,000,000 ",
Bobby Jackson,Sacramento Kings,"$2,700,000.00 ",2002-2003,2004-2005,,5,"$5,000,000 ",
Bobby Jackson,Sacramento Kings,"$2,925,000.00 ",2003-2004,2004-2005,,5,"$13,500,000 ",
Bobby Jackson,Sacramento Kings,"$3,150,000.00 ",2004-2005,2004-2005,,5,"$13,500,000 ",
Bobby Jackson,Memphis Grizzlies,"$3,380,000.00 ",2005-2006,2005-2006,,6,"$13,500,000 ",
Bobby Jackson,New Orleans Hornets,"$5,250,000.00 ",2006-2007,2008-2009,,3,"$17,010,000 ",
Bobby Jackson,New Orleans Hornets,"$5,670,000.00 ",2007-2008,2008-2009,,3,"$17,010,000 ",
Bobby Jackson,Sacramento Kings,"$6,090,000.00 ",2008-2009,2008-2009,,3,"$17,010,000 ",
Bobby Jones,Philadelphia 76ers,"$412,718.00 ",2006-2007,2007-2008,,2,"$1,100,000 ",
Bobby Jones,Denver Nuggets,"$372,035.00 ",2007-2008,2007-2008,,2,"$1,100,000 ",
Bobby Phills,Cleveland Cavaliers,,1991-1992,,,,,
Bobby Phills,Cleveland Cavaliers,"$250,000.00 ",1992-1993,,,,,
Bobby Phills,Cleveland Cavaliers,"$313,000.00 ",1993-1994,,,,,
Bobby Phills,Cleveland Cavaliers,"$1,458,000.00 ",1994-1995,,,,,
Bobby Phills,Cleveland Cavaliers,"$1,658,000.00 ",1995-1996,,,,,
Bobby Phills,Cleveland Cavaliers,"$1,808,000.00 ",1996-1997,,,,,
Bobby Phills,Charlotte Hornets,"$2,900,000.00 ",1997-1998,,,,,
Bobby Phills,Charlotte Hornets,"$2,122,000.00 ",1998-1999,,,,,
Bobby Phills,Charlotte Hornets,"$4,060,000.00 ",1999-2000,,,,,
Bobby Phills,Charlotte Hornets,"$4,640,000.00 ",2000-2001,2002-2003,,7,"$7,000,000 ",
Bobby Simmons,Washington Bullets,"$332,817.00 ",2001-2002,2001-2002,,1,"$1,000,000 ",
Bobby Simmons,Washington Bullets,"$337,457.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Bobby Simmons,Los Angeles Clippers,"$638,679.00 ",2003-2004,2003-2004,,1,"$638,679 ",
Bobby Simmons,Los Angeles Clippers,"$825,000.00 ",2004-2005,2004-2005,,2,"$1,464,000 ",
Bobby Simmons,Milwaukee Bucks,"$8,000,000.00 ",2005-2006,2009-2010,,5,"$47,000,000 ",
Bobby Simmons,Milwaukee Bucks,"$8,640,000.00 ",2006-2007,2009-2010,,5,"$47,000,000 ",
Bobby Simmons,Milwaukee Bucks,"$9,280,000.00 ",2007-2008,2009-2010,,5,"$47,000,000 ",
Bobby Simmons,New Jersey Nets,"$11,242,667.00 ",2009-2010,,,,,
Bobby Simmons,San Antonio Spurs,"$107,926.00 ",2010-2011,,,,,
Bobby Simmons,Los Angeles Clippers,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,Los Angeles Clippers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,Los Angeles Clippers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,Los Angeles Clippers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,Los Angeles Clippers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,Los Angeles Clippers,"$234,268.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=225
Bobby Simmons,New Jersey Nets,"$9,920,000.00 ",2008-2009,2009-2010,,5,"$47,000,000 ",
Boniface Ndong,Los Angeles Clippers,"$398,762.00 ",2005-2006,2006-2007 ,Team,2,"$1,063,000 ",
Bonzi Wells,Portland Trail Blazers,"$671,000.00 ",1998-1999,,,,,
Bonzi Wells,Portland Trail Blazers,"$1,428,720.00 ",1999-2000,,,,,
Bonzi Wells,Portland Trail Blazers,"$1,530,000.00 ",2000-2001,2001-2002,,4,"$4,000,000 ",
Bonzi Wells,Portland Trail Blazers,"$2,028,240.00 ",2001-2002,2001-2002,,4,"$4,000,000 ",
Bonzi Wells,Portland Trail Blazers,"$6,300,000.00 ",2002-2003,2005-2006 ,Team,4,"$4,000,000 ",
Bonzi Wells,Portland Trail Blazers,"$7,000,000.00 ",2003-2004,2005-2006,,4,"$28,500,000 ",
Bonzi Wells,Memphis Grizzlies,"$7,700,000.00 ",2004-2005,2005-2006 ,Team,4,"$28,500,000 ",
Bonzi Wells,Sacramento Kings,"$8,000,000.00 ",2005-2006,2005-2006,,4,"$28,500,000 ",
Bonzi Wells,Houston Rockets,"$2,115,000.00 ",2006-2007,2007-2008 ,Player,2,"$5,000,000 ",
Bonzi Wells,Houston Rockets,"$2,284,200.00 ",2007-2008,2007-2008 ,Player,2,"$5,000,000 ",
Boris Diaw,Atlanta Hawks,"$980,280.00 ",2003-2004,2006-2007 ,Team,4,"$4,960,000 ",
Boris Diaw,Atlanta Hawks,"$1,098,000.00 ",2004-2005,2006-2007 ,Team,4,"$5,160,000 ",
Boris Diaw,Phoenix Suns,"$1,130,000.00 ",2005-2006,2006-2007 ,Team,4,"$5,160,000 ",
Boris Diaw,Phoenix Suns,"$1,870,501.00 ",2006-2007,2011-2012 ,Player,5,"$45,000,000 ",
Boris Diaw,Phoenix Suns,"$9,000,000.00 ",2007-2008,2011-2012 ,Player,5,"$45,000,000 ",
Boris Diaw,Charlotte Bobcats,"$9,000,000.00 ",2009-2010,,,,,
Boris Diaw,Charlotte Bobcats,"$9,000,000.00 ",2010-2011,,,,,
Boris Diaw,Charlotte Bobcats,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,San Antonio Spurs,"$241,158.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,"$7,693,548.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=316
Boris Diaw,Charlotte Bobcats,"$9,000,000.00 ",2008-2009,2011-2012 ,Player,5,"$45,000,000 ",
Bostjan Nachbar,Houston Rockets,"$1,224,000.00 ",2002-2003,2004-2005 ,Team,4,"$4,000,000 ",
Bostjan Nachbar,Houston Rockets,"$1,396,450.00 ",2003-2004,2004-2005 ,Team,4,"$6,480,000 ",
Bostjan Nachbar,New Orleans Hornets,"$1,493,880.00 ",2004-2005,2005-2006 ,Team,4,"$6,480,000 ",
Bostjan Nachbar,New Jersey Nets,"$2,500,000.00 ",2005-2006,2005-2006,,4,"$6,480,000 ",
Bostjan Nachbar,New Jersey Nets,"$2,500,000.00 ",2006-2007,2007-2008,,3,"$7,500,000 ",
Bostjan Nachbar,New Jersey Nets,"$2,500,000.00 ",2007-2008,2007-2008,,3,"$7,500,000 ",
Bracey Wright,Minnesota Timberwolves,"$398,762.00 ",2005-2006,2005-2006,,2,"$1,063,000 ",
Bracey Wright,Minnesota Timberwolves,"$664,209.00 ",2006-2007,2006-2007,,2,"$1,063,000 ",
Brad Daugherty,Cleveland Cavaliers,"$987,500.00 ",1988-1989,,,,,
Brad Daugherty,Cleveland Cavaliers,"$987,500.00 ",1989-1990,,,,,
Brad Daugherty,Cleveland Cavaliers,"$2,245,000.00 ",1991-1992,,,,,
Brad Daugherty,Cleveland Cavaliers,"$2,923,000.00 ",1992-1993,,,,,
Brad Daugherty,Cleveland Cavaliers,"$3,541,000.00 ",1993-1994,,,,,
Brad Davis,Dallas Mavericks,"$300,000.00 ",1988-1989,,,,,
Brad Davis,Dallas Mavericks,"$300,000.00 ",1989-1990,,,,,
Brad Davis,Dallas Mavericks,"$600,000.00 ",1991-1992,,,,,
Brad Lohaus,Boston Celtics,"$380,000.00 ",1988-1989,,,,,
Brad Lohaus,Boston Celtics,"$380,000.00 ",1989-1990,,,,,
Brad Lohaus,Milwaukee Bucks,"$1,377,000.00 ",1991-1992,,,,,
Brad Lohaus,Milwaukee Bucks,"$583,000.00 ",1992-1993,,,,,
Brad Lohaus,Milwaukee Bucks,"$958,000.00 ",1993-1994,,,,,
Brad Lohaus,Miami Heat,"$325,000.00 ",1994-1995,,,,,
Brad Lohaus,San Antonio Spurs,"$485,000.00 ",1995-1996,,,,,
Brad Lohaus,Toronto Raptors,"$485,000.00 ",1996-1997,,,,,
Brad Miller,Charlotte Hornets,"$175,289.00 ",1998-1999,,,,,
Brad Miller,Charlotte Hornets,"$385,000.00 ",1999-2000,,,,,
Brad Miller,Chicago Bulls,"$4,000,000.00 ",2000-2001,2002-2003,,3,"$3,000,000 ",
Brad Miller,Chicago Bulls,"$4,400,000.00 ",2001-2002,2002-2003,,3,"$3,000,000 ",
Brad Miller,Indiana Pacers,"$4,800,000.00 ",2002-2003,2002-2003,,3,"$3,000,000 ",
Brad Miller,Sacramento Kings,"$7,000,000.00 ",2003-2004,2009-2010,,7,"$68,000,000 ",
Brad Miller,Sacramento Kings,"$7,875,000.00 ",2004-2005,2009-2010,,7,"$67,000,000 ",
Brad Miller,Sacramento Kings,"$8,750,000.00 ",2005-2006,2009-2010,,7,"$67,000,000 ",
Brad Miller,Sacramento Kings,"$9,625,000.00 ",2006-2007,2009-2010,,7,"$67,000,000 ",
Brad Miller,Sacramento Kings,"$10,500,000.00 ",2007-2008,2009-2010,,7,"$67,000,000 ",
Brad Miller,Chicago Bulls,"$12,250,000.00 ",2009-2010,,,,,
Brad Miller,Minnesota Timberwolves,"$4,400,000.00 ",2010-2011,,,,,
Brad Miller,Minnesota Timberwolves,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Minnesota Timberwolves,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Minnesota Timberwolves,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Minnesota Timberwolves,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Minnesota Timberwolves,"$4,752,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Minnesota Timberwolves,"$5,104,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=342
Brad Miller,Sacramento Kings,"$11,375,000.00 ",2008-2009,2009-2010,,7,"$67,000,000 ",
Brad Sellers,Chicago Bulls,"$480,000.00 ",1988-1989,,,,,
Brad Sellers,Chicago Bulls,"$480,000.00 ",1989-1990,,,,,
Brad Sellers,Detroit Pistons,"$600,000.00 ",1991-1992,,,,,
Brad Sellers,Minnesota Timberwolves,"$700,000.00 ",1992-1993,,,,,
Brandan Wright,Golden State Warriors,"$2,323,080.00 ",2007-2008,2011-2012 ,Team,5,"$12,072,441 ",
Brandan Wright,Golden State Warriors,"$2,671,440.00 ",2009-2010,,,,,
Brandan Wright,New Jersey Nets,"$3,398,072.00 ",2010-2011,,,,,
Brandan Wright,Dallas Mavericks,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Dallas Mavericks,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Dallas Mavericks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Dallas Mavericks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Dallas Mavericks,"$915,852.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Dallas Mavericks,"$992,680.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=831
Brandan Wright,Golden State Warriors,"$2,497,320.00 ",2008-2009,2011-2012 ,Team,5,"$12,072,441 ",
Brandon Armstrong,New Jersey Nets,"$865,800.00 ",2001-2002,2004-2005,,4,"$4,000,000 ",
Brandon Armstrong,New Jersey Nets,"$930,720.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Brandon Armstrong,New Jersey Nets,"$995,640.00 ",2003-2004,2004-2005 ,Team,4,"$4,810,000 ",
Brandon Bass,New Orleans Hornets,"$398,762.00 ",2005-2006,2006-2007 ,Team,2,"$1,062,971 ",
Brandon Bass,New Orleans Hornets,"$644,209.00 ",2006-2007,2006-2007,,2,"$1,062,971 ",
Brandon Bass,Dallas Mavericks,"$770,610.00 ",2007-2008,2007-2008,,1,"$770,610 ",
Brandon Bass,Orlando Magic,"$4,000,000.00 ",2009-2010,,,,,
Brandon Bass,Orlando Magic,"$4,250,000.00 ",2010-2011,,,,,
Brandon Bass,Boston Celtics,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Boston Celtics,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Boston Celtics,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Boston Celtics,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Boston Celtics,"$4,250,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Boston Celtics,"$4,250,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=583
Brandon Bass,Dallas Mavericks,"$826,269.00 ",2008-2009,2007-2008,,1,"$770,610 ",
Brandon Hunter,Boston Celtics,"$366,931.00 ",2003-2004,2004-2005,,2,"$986,977 ",
Brandon Hunter,Orlando Magic,"$620,046.00 ",2004-2005,2004-2005,,2,"$986,977 ",
Brandon Jennings,Milwaukee Bucks,"$2,168,520.00 ",2009-2010,,,,,
Brandon Jennings,Milwaukee Bucks,"$2,331,120.00 ",2010-2011,,,,,
Brandon Jennings,Milwaukee Bucks,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Jennings,Milwaukee Bucks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Jennings,Milwaukee Bucks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Jennings,Milwaukee Bucks,"$2,493,720.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Jennings,Milwaukee Bucks,"$3,179,493.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Jennings,Milwaukee Bucks,"$4,330,469.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1055
Brandon Knight,Detroit Pistons,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Knight,Detroit Pistons,"$2,563,320.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Knight,Detroit Pistons,"$2,678,640.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Knight,Detroit Pistons,"$2,793,960.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Knight,Detroit Pistons,"$3,553,917.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Knight,Detroit Pistons,"$4,790,680.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1737
Brandon Roy,Portland Trail Blazers,"$2,681,880.00 ",2006-2007,2009-2010 ,Team,4,"$12,560,000 ",
Brandon Roy,Portland Trail Blazers,"$2,883,120.00 ",2007-2008,2009-2010 ,Team,4,"$12,560,000 ",
Brandon Roy,Portland Trail Blazers,"$3,910,816.00 ",2009-2010,,,,,
Brandon Roy,Portland Trail Blazers,"$13,603,750.00 ",2010-2011,,,,,
Brandon Roy,Portland Trail Blazers,"$3,084,240.00 ",2008-2009,2009-2010 ,Team,4,"$12,560,000 ",
Brandon Rush,Indiana Pacers,"$1,934,160.00 ",2009-2010,,,,,
Brandon Rush,Indiana Pacers,"$2,069,040.00 ",2010-2011,,,,,
Brandon Rush,Golden State Warriors,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Golden State Warriors,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Golden State Warriors,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Golden State Warriors,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Golden State Warriors,"$2,956,658.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Golden State Warriors,"$4,385,416.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=849
Brandon Rush,Indiana Pacers,"$1,799,160.00 ",2008-2009,2012-2013,,5,"$12,848,076 ",
Brandon Wallace,Boston Celtics,"$130,662.00 ",2007-2008,2007-2008,,1,"$130,662 ",
Brandon Williams,San Antonio Spurs,"$175,289.00 ",1998-1999,,,,,
Brandon Williams,Atlanta Hawks,"$35,176.00 ",1999-2000,,,,,
Brandon Williams,Atlanta Hawks,"$587,435.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Brendan Haywood,Washington Bullets,"$978,600.00 ",2001-2002,2004-2005,,4,"$4,000,000 ",
Brendan Haywood,Washington Bullets,"$1,051,920.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Brendan Haywood,Washington Wizards,"$1,125,360.00 ",2003-2004,2004-2005 ,Team,4,"$4,890,000 ",
Brendan Haywood,Washington Wizards,"$1,735,305.00 ",2004-2005,2009-2010,,5,"$25,000,000 ",
Brendan Haywood,Washington Wizards,"$4,000,000.00 ",2005-2006,2009-2010,,5,"$25,000,000 ",
Brendan Haywood,Washington Wizards,"$4,500,000.00 ",2006-2007,2009-2010,,5,"$25,000,000 ",
Brendan Haywood,Washington Wizards,"$5,000,000.00 ",2007-2008,2009-2010,,5,"$25,000,000 ",
Brendan Haywood,Dallas Mavericks,"$6,000,000.00 ",2009-2010,,,,,
Brendan Haywood,Dallas Mavericks,"$6,900,000.00 ",2010-2011,,,,,
Brendan Haywood,Dallas Mavericks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Dallas Mavericks,"$7,624,500.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Dallas Mavericks,"$8,349,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Dallas Mavericks,"$9,073,500.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Dallas Mavericks,"$9,798,000.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Dallas Mavericks,"$10,522,500.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=417
Brendan Haywood,Washington Wizards,"$5,500,000.00 ",2008-2009,2009-2010,,5,"$25,000,000 ",
Brent Barry,Los Angeles Clippers,"$833,000.00 ",1995-1996,,,,,
Brent Barry,Los Angeles Clippers,"$958,000.00 ",1996-1997,,,,,
Brent Barry,Miami Heat,"$1,082,520.00 ",1997-1998,,,,,
Brent Barry,Chicago Bulls,"$2,195,000.00 ",1998-1999,,,,,
Brent Barry,Seattle Supersonics,"$3,960,000.00 ",1999-2000,,,,,
Brent Barry,Seattle Supersonics,"$4,320,000.00 ",2000-2001,2003-2004,,6,"$6,000,000 ",
Brent Barry,Seattle Supersonics,"$4,680,000.00 ",2001-2002,2003-2004,,6,"$6,000,000 ",
Brent Barry,Seattle Supersonics,"$5,040,000.00 ",2002-2003,2003-2004,,6,"$6,000,000 ",
Brent Barry,Seattle Supersonics,"$5,400,000.00 ",2003-2004,2003-2004,,6,"$27,000,000 ",
Brent Barry,San Antonio Spurs,"$4,264,900.00 ",2004-2005,2007-2008,,4,"$20,700,000 ",
Brent Barry,San Antonio Spurs,"$4,690,000.00 ",2005-2006,2007-2008,,4,"$20,700,000 ",
Brent Barry,San Antonio Spurs,"$5,117,880.00 ",2006-2007,2007-2008,,4,"$20,700,000 ",
Brent Barry,San Antonio Spurs,"$5,815,797.00 ",2007-2008,2007-2008,,4,"$20,700,000 ",
Brent Barry,Houston Rockets,"$1,062,800.00 ",2009-2010,,,,,
Brent Barry,Houston Rockets,"$1,910,000.00 ",2008-2009,2009-2010,,2,"$3,900,000 ",
Brent Price,Washington Bullets,"$283,000.00 ",1992-1993,,,,,
Brent Price,Washington Bullets,"$283,000.00 ",1993-1994,,,,,
Brent Price,Washington Bullets,"$250,000.00 ",1995-1996,,,,,
Brent Price,Houston Rockets,"$1,600,000.00 ",1996-1997,,,,,
Brent Price,Houston Rockets,"$1,920,000.00 ",1997-1998,,,,,
Brent Price,Houston Rockets,"$1,366,000.00 ",1998-1999,,,,,
Brent Price,Vancouver Grizzlies,"$2,944,000.00 ",1999-2000,,,,,
Brent Price,Vancouver Grizzlies,"$2,880,000.00 ",2000-2001,2002-2003,,7,"$7,000,000 ",
Brent Price,Sacramento Kings,"$3,680,000.00 ",2001-2002,2002-2003,,7,"$7,000,000 ",
Brent Price,Sacramento Kings,"$4,048,000.00 ",2002-2003,2002-2003,,7,"$7,000,000 ",
Brent Scott,Indiana Pacers,"$247,500.00 ",1996-1997,,,,,
Brent Scott,Indiana Pacers,"$385,000.00 ",1999-2000,,,,,
Brett Robisch,Chicago Bulls,"$20,000.00 ",1999-2000,,,,,
Brett Szabo,Boston Celtics,"$220,000.00 ",1996-1997,,,,,
Brevin Knight,Cleveland Cavaliers,"$949,320.00 ",1997-1998,,,,,
Brevin Knight,Cleveland Cavaliers,"$666,000.00 ",1998-1999,,,,,
Brevin Knight,Cleveland Cavaliers,"$1,234,080.00 ",1999-2000,,,,,
Brevin Knight,Cleveland Cavaliers,"$4,250,000.00 ",2000-2001,2003-2004,,4,"$4,000,000 ",
Brevin Knight,Memphis Grizzlies,"$4,500,000.00 ",2001-2002,2003-2004,,4,"$4,000,000 ",
Brevin Knight,Memphis Grizzlies,"$5,000,000.00 ",2002-2003,2003-2004,,4,"$4,000,000 ",
Brevin Knight,Phoenix Suns,"$5,000,000.00 ",2003-2004,2003-2004,,4,"$20,180,000 ",
Brevin Knight,Charlotte Bobcats,"$932,546.00 ",2004-2005,2004-2005,,1,"$932,546 ",
Brevin Knight,Charlotte Bobcats,"$4,600,000.00 ",2005-2006,2007-2008,,3,"$15,000,000 ",
Brevin Knight,Charlotte Bobcats,"$4,400,000.00 ",2006-2007,2007-2008,,3,"$15,000,000 ",
Brevin Knight,Los Angeles Clippers,"$1,500,000.00 ",2007-2008,2008-2009,,2,"$4,000,000 ",
Brevin Knight,Utah Jazz,"$2,000,000.00 ",2008-2009,2008-2009,,2,"$4,000,000 ",
Brian Butch,Denver Nuggets,"$13,458.00 ",2009-2010,,,,,
Brian Butch,New Orleans Hornets,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
Brian Butch,New Orleans Hornets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1358
