Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Kevin Williams,New Jersey Nets,"$150,000.00 ",1988-1989,,,,,
Kevin Williams,Seattle Supersonics,"$150,000.00 ",1988-1989,,,,,
Kevin Williams,New Jersey Nets,"$150,000.00 ",1989-1990,,,,,
Kevin Williams,Seattle Supersonics,"$150,000.00 ",1989-1990,,,,,
Kevin Williams,Toronto Raptors,"$2,625,000.00 ",1999-2000,,,,,
Kevin Willis,Atlanta Hawks,"$492,500.00 ",1988-1989,,,,,
Kevin Willis,Atlanta Hawks,"$492,500.00 ",1989-1990,,,,,
Kevin Willis,Atlanta Hawks,"$725,000.00 ",1991-1992,,,,,
Kevin Willis,Atlanta Hawks,"$2,425,000.00 ",1992-1993,,,,,
Kevin Willis,Atlanta Hawks,"$2,625,000.00 ",1993-1994,,,,,
Kevin Willis,Miami Heat,"$2,975,000.00 ",1994-1995,,,,,
Kevin Willis,Miami Heat,"$3,650,000.00 ",1995-1996,,,,,
Kevin Willis,Houston Rockets,"$1,500,000.00 ",1996-1997,,,,,
Kevin Willis,Houston Rockets,"$1,800,000.00 ",1997-1998,,,,,
Kevin Willis,Toronto Raptors,"$1,280,000.00 ",1998-1999,,,,,
Kevin Willis,Toronto Raptors,"$2,870,000.00 ",2000-2001,2001-2002,,2,"$2,000,000 ",
Kevin Willis,Houston Rockets,"$3,000,000.00 ",2001-2002,2001-2002,,2,"$2,000,000 ",
Kevin Willis,San Antonio Spurs,"$1,030,000.00 ",2002-2003,2002-2003,,1,"$1,000,000 ",
Kevin Willis,San Antonio Spurs,"$1,070,000.00 ",2003-2004,2003-2004,,1,"$1,070,000 ",
Kevin Willis,Atlanta Hawks,"$1,300,000.00 ",2004-2005,2004-2005,,1,"$1,300,000 ",
Keyon Dooling,Los Angeles Clippers,"$1,540,000.00 ",2000-2001,2003-2004,,4,"$4,000,000 ",
Keyon Dooling,Los Angeles Clippers,"$1,654,320.00 ",2001-2002,2003-2004,,4,"$4,000,000 ",
Keyon Dooling,Los Angeles Clippers,"$1,769,760.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Keyon Dooling,Los Angeles Clippers,"$2,256,444.00 ",2003-2004,2003-2004,,4,"$7,220,000 ",
Keyon Dooling,Miami Heat,"$745,046.00 ",2004-2005,2004-2005 ,Player,2,"$1,565,000 ",
Keyon Dooling,Orlando Magic,"$3,100,000.00 ",2005-2006,2007-2008 ,Player,3,"$10,000,000 ",
Keyon Dooling,Orlando Magic,"$3,348,000.00 ",2006-2007,2007-2008 ,Player,3,"$10,000,000 ",
Keyon Dooling,Orlando Magic,"$3,596,000.00 ",2007-2008,2007-2008 ,Player,3,"$10,000,000 ",
Keyon Dooling,New Jersey Nets,"$3,564,000.00 ",2009-2010,,,,,
Keyon Dooling,Milwaukee Bucks,"$2,080,000.00 ",2010-2011,,,,,
Keyon Dooling,Boston Celtics,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,Boston Celtics,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,Boston Celtics,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,Boston Celtics,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,Boston Celtics,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,Boston Celtics,"$2,246,400.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=290
Keyon Dooling,New Jersey Nets,"$3,300,000.00 ",2008-2009,2010-2011,,3,"$10,500,000 ",
Khalid El-Amin,Chicago Bulls,"$320,000.00 ",2000-2001,2001-2002,,2,"$2,000,000 ",
Khalid Reeves,Miami Heat,"$1,300,000.00 ",1994-1995,,,,,
Khalid Reeves,New Jersey Nets,"$1,602,000.00 ",1995-1996,,,,,
Khalid Reeves,New Jersey Nets,"$1,752,000.00 ",1996-1997,,,,,
Khalid Reeves,Dallas Mavericks,"$1,852,000.00 ",1997-1998,,,,,
Khalid Reeves,Detroit Pistons,"$289,608.00 ",1998-1999,,,,,
Khalid Reeves,Chicago Bulls,"$30,309.00 ",1999-2000,,,,,
Kiki Vandeweghe,Portland Trail Blazers,"$1,054,000.00 ",1988-1989,,,,,
Kiki Vandeweghe,Portland Trail Blazers,"$1,054,000.00 ",1989-1990,,,,,
Kiki Vandeweghe,New York Knicks,"$1,020,000.00 ",1991-1992,,,,,
Kiki Vandeweghe,Los Angeles Clippers,"$140,000.00 ",1992-1993,,,,,
Kiki Vandeweghe,Los Angeles Clippers,"$150,000.00 ",1993-1994,,,,,
Kirk Haston,Charlotte Hornets,"$1,182,600.00 ",2001-2002,2004-2005,,4,"$4,000,000 ",
Kirk Haston,New Orleans Hornets,"$1,271,400.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Kirk Hinrich,Chicago Bulls,"$2,098,600.00 ",2003-2004,2006-2007 ,Team,4,"$10,240,000 ",
Kirk Hinrich,Chicago Bulls,"$2,349,840.00 ",2004-2005,2006-2007 ,Team,4,"$10,240,000 ",
Kirk Hinrich,Chicago Bulls,"$2,410,000.00 ",2005-2006,2006-2007 ,Team,4,"$10,240,000 ",
Kirk Hinrich,Chicago Bulls,"$3,192,000.00 ",2006-2007,2010-2011,,5,"$47,500,000 ",
Kirk Hinrich,Chicago Bulls,"$11,000,000.00 ",2007-2008,2010-2011,,5,"$47,500,000 ",
Kirk Hinrich,Chicago Bulls,"$9,500,000.00 ",2009-2010,,,,,
Kirk Hinrich,Atlanta Hawks,"$9,000,000.00 ",2010-2011,,,,,
Kirk Hinrich,Atlanta Hawks,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Atlanta Hawks,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Atlanta Hawks,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Atlanta Hawks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Atlanta Hawks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Atlanta Hawks,"$8,000,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=57
Kirk Hinrich,Chicago Bulls,"$10,000,000.00 ",2008-2009,2010-2011,,5,"$47,500,000 ",
Kirk Penney,Miami Heat,"$366,931.00 ",2003-2004,2003-2004,,1,"$366,931 ",
Kirk Snyder,Utah Jazz,"$1,336,920.00 ",2004-2005,2007-2008 ,Team,4,"$6,670,000 ",
Kirk Snyder,New Orleans Hornets,"$1,440,000.00 ",2005-2006,2007-2008 ,Team,4,"$6,670,000 ",
Kirk Snyder,Houston Rockets,"$1,537,440.00 ",2006-2007,2008-2009,,4,"$6,670,000 ",
Kirk Snyder,Minnesota Timberwolves,"$2,358,433.00 ",2007-2008,2008-2009,,4,"$6,670,000 ",
Kiwane Garris,Orlando Magic,"$61,147.00 ",1999-2000,,,,,
Klay Thompson,Golden State Warriors,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Klay Thompson,Golden State Warriors,"$2,126,520.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Klay Thompson,Golden State Warriors,"$2,222,160.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Klay Thompson,Golden State Warriors,"$2,317,920.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Klay Thompson,Golden State Warriors,"$3,075,880.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Klay Thompson,Golden State Warriors,"$4,210,880.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1311
Kobe Bryant,Los Angeles Lakers,"$1,015,000.00 ",1996-1997,,,,,
Kobe Bryant,Los Angeles Lakers,"$1,167,240.00 ",1997-1998,,,,,
Kobe Bryant,Los Angeles Lakers,"$804,512.00 ",1998-1999,,,,,
Kobe Bryant,Los Angeles Lakers,"$9,000,000.00 ",1999-2000,,,,,
Kobe Bryant,Los Angeles Lakers,"$10,130,000.00 ",2000-2001,2004-2005,,6,"$6,000,000 ",
Kobe Bryant,Los Angeles Lakers,"$11,250,000.00 ",2001-2002,2004-2005,,6,"$6,000,000 ",
Kobe Bryant,Los Angeles Lakers,"$12,375,000.00 ",2002-2003,2003-2004 ,Player,6,"$6,000,000 ",
Kobe Bryant,Los Angeles Lakers,"$13,498,000.00 ",2003-2004,2003-2004 ,Player,6,"$70,900,000 ",
Kobe Bryant,Los Angeles Lakers,"$14,175,000.00 ",2004-2005,2008-2009 ,Player,7,"$136,400,000 ",
Kobe Bryant,Los Angeles Lakers,"$15,950,000.00 ",2005-2006,2008-2009 ,Player,7,"$136,400,000 ",
Kobe Bryant,Los Angeles Lakers,"$17,718,750.00 ",2006-2007,2010-2011 ,Player,7,"$136,400,000 ",
Kobe Bryant,Los Angeles Lakers,"$19,490,625.00 ",2007-2008,2010-2011 ,Player,7,"$136,400,000 ",
Kobe Bryant,Los Angeles Lakers,"$23,034,375.00 ",2009-2010,,,,,
Kobe Bryant,Los Angeles Lakers,"$24,806,250.00 ",2010-2011,,,,,
Kobe Bryant,Los Angeles Lakers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe Bryant,Los Angeles Lakers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe Bryant,Los Angeles Lakers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe Bryant,Los Angeles Lakers,"$25,244,493.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe Bryant,Los Angeles Lakers,"$27,849,149.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe Bryant,Los Angeles Lakers,"$30,453,805.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=174
Kobe  Bryant,Los Angeles Angeles,"$21,262,500.00 ",2008-2009,2010-2011 ,Player,7,"$136,400,000 ",
Korleone Young,Detroit Pistons,"$175,289.00 ",1998-1999,,,,,
Kornel David,Chicago Bulls,"$175,289.00 ",1998-1999,,,,,
Kornel David,Chicago Bulls,"$175,882.00 ",1999-2000,,,,,
Kornel David,Cleveland Cavaliers,"$27,059.00 ",1999-2000,,,,,
Kornel David,Toronto Raptors,"$500,000.00 ",2000-2001,2000-2001,,1,"$1,000,000 ",
Kosta Koufos,Utah Jazz,"$1,214,040.00 ",2009-2010,,,,,
Kosta Koufos,Denver Nuggets,"$1,298,640.00 ",2010-2011,,,,,
Kosta Koufos,Denver Nuggets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Denver Nuggets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Denver Nuggets,"$2,203,792.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Denver Nuggets,"$3,000,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Denver Nuggets,"$3,000,000.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Denver Nuggets,"$3,000,000.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=982
Kosta Koufos,Utah Jazz,"$1,129,320.00 ",2008-2009,2012-2013,,5,"$9,052,309 ",
Kosta Perovic,Golden State Warriors,"$1,550,000.00 ",2007-2008,2009-2010,,3,"$5,000,000 ",
Kosta Perovic,Golden State Warriors,"$1,944,000.00 ",2008-2009,2009-2010,,3,"$5,000,000 ",
Kris Humphries,Utah Jazz,"$1,481,400.00 ",2004-2005,2007-2008 ,Team,4,"$7,300,000 ",
Kris Humphries,Utah Jazz,"$1,590,000.00 ",2005-2006,2007-2008 ,Team,4,"$7,300,000 ",
Kris Humphries,Toronto Raptors,"$1,703,520.00 ",2006-2007,2007-2008,,4,"$7,300,000 ",
Kris Humphries,Toronto Raptors,"$2,522,913.00 ",2007-2008,2009-2010 ,Player,3,"$9,000,000 ",
Kris Humphries,New Jersey Nets,"$2,900,000.00 ",2009-2010,,,,,
Kris Humphries,New Jersey Nets,"$3,200,000.00 ",2010-2011,,,,,
Kris Humphries,New Jersey Nets,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,New Jersey Nets,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,New Jersey Nets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,New Jersey Nets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,New Jersey Nets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,New Jersey Nets,"$8,000,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=399
Kris Humphries,Toronto Raptors,"$3,200,000.00 ",2008-2009,2009-2010 ,Player,3,"$9,000,000 ",
Kurt Rambis,Charlotte Hornets,"$625,000.00 ",1988-1989,,,,,
Kurt Rambis,Los Angeles Lakers,"$625,000.00 ",1988-1989,,,,,
Kurt Rambis,Charlotte Hornets,"$625,000.00 ",1989-1990,,,,,
Kurt Rambis,Los Angeles Lakers,"$625,000.00 ",1989-1990,,,,,
Kurt Rambis,Phoenix Suns,"$950,000.00 ",1991-1992,,,,,
Kurt Rambis,Sacramento Kings,"$1,100,000.00 ",1992-1993,,,,,
Kurt Rambis,Los Angeles Lakers,"$400,000.00 ",1993-1994,,,,,
Kurt Rambis,Sacramento Kings,"$180,000.00 ",1993-1994,,,,,
Kurt Thomas,Miami Heat,"$1,071,000.00 ",1995-1996,,,,,
Kurt Thomas,Miami Heat,"$1,238,000.00 ",1996-1997,,,,,
Kurt Thomas,Dallas Mavericks,"$1,398,960.00 ",1997-1998,,,,,
Kurt Thomas,New York Knicks,"$1,067,000.00 ",1998-1999,,,,,
Kurt Thomas,New York Knicks,"$1,925,000.00 ",1999-2000,,,,,
Kurt Thomas,New York Knicks,"$3,680,000.00 ",2000-2001,2004-2005,,5,"$5,000,000 ",
Kurt Thomas,New York Knicks,"$4,413,375.00 ",2001-2002,2004-2005,,5,"$5,000,000 ",
Kurt Thomas,New York Knicks,"$4,903,750.00 ",2002-2003,2003-2004 ,Team,3,"$3,000,000 ",
Kurt Thomas,New York Knicks,"$5,394,000.00 ",2003-2004,2003-2004 ,Player,3,"$13,000,000 ",
Kurt Thomas,New York Knicks,"$5,884,500.00 ",2004-2005,2008-2009,,4,"$30,000,000 ",
Kurt Thomas,Phoenix Suns,"$6,620,000.00 ",2005-2006,2008-2009,,4,"$30,000,000 ",
Kurt Thomas,Phoenix Suns,"$7,821,482.00 ",2006-2007,2008-2009,,4,"$30,000,000 ",
Kurt Thomas,San Antonio Spurs,"$8,091,188.00 ",2007-2008,2008-2009,,4,"$30,000,000 ",
Kurt Thomas,Milwaukee Bucks,"$3,800,000.00 ",2009-2010,,,,,
Kurt Thomas,Chicago Bulls,"$1,800,000.00 ",2010-2011,,,,,
Kurt Thomas,Portland Trail Blazers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,Portland Trail Blazers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,Portland Trail Blazers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,Portland Trail Blazers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,Portland Trail Blazers,"$1,352,181.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,Portland Trail Blazers,"$1,352,181.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=323
Kurt Thomas,San Antonio Spurs,"$4,200,000.00 ",2008-2009,2009-2010,,2,"$8,000,000 ",
Kwame Brown,Washington Bullets,"$3,697,440.00 ",2001-2002,2004-2005,,4,"$4,000,000 ",
Kwame Brown,Washington Bullets,"$3,974,760.00 ",2002-2003,2003-2004 ,Team,4,"$4,000,000 ",
Kwame Brown,Washington Wizards,"$4,252,080.00 ",2003-2004,2003-2004 ,Team,4,"$17,290,000 ",
Kwame Brown,Washington Wizards,"$5,361,873.00 ",2004-2005,2004-2005,,4,"$17,290,000 ",
Kwame Brown,Los Angeles Lakers,"$7,500,000.00 ",2005-2006,2007-2008,,3,"$25,000,000 ",
Kwame Brown,Los Angeles Lakers,"$8,287,500.00 ",2006-2007,2007-2008,,3,"$25,000,000 ",
Kwame Brown,Los Angeles Lakers,"$9,379,279.00 ",2007-2008,2007-2008 ,Player,3,"$25,000,000 ",
Kwame Brown,Detroit Pistons,"$4,000,000.00 ",2009-2010,,,,,
Kwame Brown,Charlotte Bobcats,"$1,229,255.00 ",2010-2011,,,,,
Kwame Brown,Milwaukee Bucks,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Milwaukee Bucks,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Milwaukee Bucks,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Milwaukee Bucks,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Milwaukee Bucks,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Milwaukee Bucks,"$6,750,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=172
Kwame Brown,Detroit Pistons,"$4,000,000.00 ",2008-2009,2009-2010,,2,"$8,000,000 ",
Kyle Korver,Philadelphia 76ers,"$366,931.00 ",2003-2004,2003-2004,,1,"$366,931 ",
Kyle Korver,Philadelphia 76ers,"$620,046.00 ",2004-2005,2004-2005,,2,"$987,000 ",
Kyle Korver,Philadelphia 76ers,"$3,630,000.00 ",2005-2006,2010-2011,,6,"$27,000,000 ",
Kyle Korver,Philadelphia 76ers,"$4,018,182.00 ",2006-2007,2010-2011,,6,"$27,000,000 ",
Kyle Korver,Philadelphia 76ers,"$4,400,000.00 ",2007-2008,2010-2011,,6,"$27,000,000 ",
Kyle Korver,Utah Jazz,"$5,163,636.00 ",2009-2010,,,,,
Kyle Korver,Chicago Bulls,"$5,000,000.00 ",2010-2011,,,,,
Kyle Korver,Chicago Bulls,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Chicago Bulls,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Chicago Bulls,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Chicago Bulls,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Chicago Bulls,"$5,000,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Chicago Bulls,"$5,000,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=306
Kyle Korver,Utah Jazz,"$4,881,818.00 ",2008-2009,2010-2011,,6,"$27,000,000 ",
Kyle Lowry,Memphis Grizzlies,"$1,011,720.00 ",2006-2007,2009-2010,,4,"$5,298,000 ",
Kyle Lowry,Memphis Grizzlies,"$1,087,680.00 ",2007-2008,2009-2010,,4,"$5,298,000 ",
Kyle Lowry,Houston Rockets,"$2,034,996.00 ",2009-2010,,,,,
Kyle Lowry,Houston Rockets,"$5,750,000.00 ",2010-2011,,,,,
Kyle Lowry,Houston Rockets,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Houston Rockets,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Houston Rockets,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Houston Rockets,"$5,750,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Houston Rockets,"$5,750,000.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Houston Rockets,"$6,210,000.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=738
Kyle Lowry,Memphis Grizzlies,"$1,163,520.00 ",2008-2009,2009-2010,,4,"$5,298,000 ",
Kyle Weaver,Oklahoma City Thunder,"$870,968.00 ",2009-2010,,,,,
Kyle Weaver,Utah Jazz,"$50,258.00 ",2010-2011,,,,,
Kyle Weaver,Oklahoma City Thunder,"$806,452.00 ",2008-2009,2011-2012,,4,"$3,612,904 ",
Kyrie Irving,Cleveland Cavaliers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrie Irving,Cleveland Cavaliers,"$5,144,280.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrie Irving,Cleveland Cavaliers,"$5,375,760.00 ",2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrie Irving,Cleveland Cavaliers,"$5,607,240.00 ",2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrie Irving,Cleveland Cavaliers,"$7,070,730.00 ",2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrie Irving,Cleveland Cavaliers,"$9,191,949.00 ",2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=1593
Kyrylo Fesenko,Utah Jazz,"$750,000.00 ",2007-2008,2010-2011 ,Team,4,"$2,430,000 ",
Kyrylo Fesenko,Utah Jazz,"$870,000.00 ",2009-2010,,,,,
Kyrylo Fesenko,Utah Jazz,"$1,087,500.00 ",2010-2011,,,,,
Kyrylo Fesenko,Indiana Pacers,$0.00 ,2012-2013,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Indiana Pacers,$0.00 ,2013-2014,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Indiana Pacers,$0.00 ,2014-2015,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Indiana Pacers,$0.00 ,2015-2016,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Indiana Pacers,$0.00 ,2016-2017,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Indiana Pacers,"$435,000.00 ",2011-2012,,,,,http://www.shamsports.com/content/pages/playerProfiles/profileDisplay.jsp?id=876
Kyrylo Fesenko,Utah Jazz,"$810,000.00 ",2008-2009,2010-2011 ,Team,4,"$2,430,000 ",
L. Murray,Cleveland Cavaliers,"$3,750,000.00 ",2001-2002,2005-2006,,7,"$7,000,000 ",
LaBradford Smith,Washington Bullets,"$620,000.00 ",1991-1992,,,,,
LaBradford Smith,Washington Bullets,"$760,000.00 ",1992-1993,,,,,
LaBradford Smith,Washington Bullets,"$940,000.00 ",1993-1994,,,,,
Lafayette Lever,Denver Nuggets,"$575,000.00 ",1988-1989,,,,,
Lafayette Lever,Denver Nuggets,"$575,000.00 ",1989-1990,,,,,
Lafayette Lever,Dallas Mavericks,"$1,619,000.00 ",1991-1992,,,,,
Lafayette Lever,Dallas Mavericks,"$2,203,000.00 ",1993-1994,,,,,
Lamar Odom,Los Angeles Clippers,"$2,445,480.00 ",1999-2000,,,,,
Lamar Odom,Los Angeles Clippers,"$2,630,000.00 ",2000-2001,2002-2003,,4,"$4,000,000 ",
Lamar Odom,Los Angeles Clippers,"$2,812,320.00 ",2001-2002,2002-2003,,4,"$4,000,000 ",
Lamar Odom,Los Angeles Clippers,"$3,557,585.00 ",2002-2003,2002-2003 ,Team,4,"$4,000,000 ",
Lamar Odom,Miami Heat,"$9,960,000.00 ",2003-2004,2008-2009,,6,"$65,000,000 ",
Lamar Odom,Los Angeles Lakers,"$10,548,600.00 ",2004-2005,2008-2009,,6,"$71,700,000 ",
Lamar Odom,Los Angeles Lakers,"$11,470,000.00 ",2005-2006,2008-2009,,6,"$71,700,000 ",
Lamar Odom,Los Angeles Lakers,"$12,348,596.00 ",2006-2007,2008-2009,,6,"$71,700,000 ",
Lamar Odom,Los Angeles Lakers,"$13,248,596.00 ",2007-2008,2008-2009,,6,"$71,700,000 ",
