,DOE.Institution_Name,Year,SportName,Total.Revenue,Total.Expense,Total.Profit,Men.Revenue,Men.Expense,Men.Profit,Women.Revenue,Women.Expense,Women.Profit,Male.Athletes,Female.Athletes,Men.Team.Expense,Women.Team.Expense,SportCode,Coed.Athletes,Total.Women.Including.Coed.Expense,Total.Men.Including.Coed.Expense,Coed.Expense,Women.Coed.Expense,Men.Coed.Expense,Women.Men.Expense,Women.Including.Coed.Revenue,Men.Including.Coed.Revenue,Coed.Revenue,Women.Coed.Revenue,Men.Coed.Revenue,Total.Men.Women.Revenue,Total.Team.Expense,Total.Women.Team.Expense.Including.Coed,Total.Men.Team.Expense.Including.Coed,Total.Coed.Team.Expense,Total.Women.Coed.Team.Expense,Total.Men.Coed.Team.Expense,Total.Men.Women.Team.Expense,Total.Female.Including.Coed,Total.Male.Including.Coed,Female.Coed.Athletes,Male.Coed.Athletes
165609,Santa Barbara City College,2009-2010,Football,245332,245332,0,245332,245332,0,NA,NA,0,77,NA,43024,0,NA,NA,0,245332,NA,NA,NA,245332,0,245332,NA,NA,NA,245332,43024,0,43024,NA,NA,NA,43024,0,77,NA,NA
165625,Santa Barbara City College,2005-2006,Football,126389,148878,-22489,126389,148878,-22489,NA,NA,0,100,NA,77507,0,NA,NA,0,148878,NA,NA,NA,148878,0,126389,NA,NA,NA,126389,77507,0,77507,NA,NA,NA,77507,0,100,NA,NA
165629,Santa Barbara City College,2008-2009,Football,179453,179453,0,179453,179453,0,NA,NA,0,104,NA,41279,0,NA,NA,0,179453,NA,NA,NA,179453,0,179453,NA,NA,NA,179453,41279,0,41279,NA,NA,NA,41279,0,104,NA,NA
165635,Santa Barbara City College,2007-2008,Football,176868,176868,0,176868,176868,0,NA,NA,0,63,NA,50354,0,NA,NA,0,176868,NA,NA,NA,176868,0,176868,NA,NA,NA,176868,50354,0,50354,NA,NA,NA,50354,0,63,NA,NA
165729,Santa Monica College,2006-2007,Football,63667,63667,0,63667,63667,0,NA,NA,0,77,NA,34667,0,NA,NA,0,63667,NA,NA,NA,63667,0,63667,NA,NA,NA,63667,34667,0,34667,NA,NA,NA,34667,0,77,NA,NA
165735,Santa Monica College,2011-2012,Football,97812,92711,5101,97812,92711,5101,NA,NA,0,77,NA,33074,0,NA,NA,0,92711,NA,NA,NA,92711,0,97812,NA,NA,NA,97812,33074,0,33074,NA,NA,NA,33074,0,77,NA,NA
165739,Santa Monica College,2009-2010,Football,75902,75902,0,75902,75902,0,NA,NA,0,79,NA,30024,0,NA,NA,0,75902,NA,NA,NA,75902,0,75902,NA,NA,NA,75902,30024,0,30024,NA,NA,NA,30024,0,79,NA,NA
165769,Santa Monica College,2007-2008,Football,69560,66560,3000,69560,66560,3000,NA,NA,0,75,NA,27160,0,NA,NA,0,66560,NA,NA,NA,66560,0,69560,NA,NA,NA,69560,27160,0,27160,NA,NA,NA,27160,0,75,NA,NA
165782,Santa Monica College,2010-2011,Football,108239,101044,7195,108239,101044,7195,NA,NA,0,84,NA,33589,0,NA,NA,0,101044,NA,NA,NA,101044,0,108239,NA,NA,NA,108239,33589,0,33589,NA,NA,NA,33589,0,84,NA,NA
165785,Santa Monica College,2005-2006,Football,62794,62794,0,62794,62794,0,NA,NA,0,82,NA,31794,0,NA,NA,0,62794,NA,NA,NA,62794,0,62794,NA,NA,NA,62794,31794,0,31794,NA,NA,NA,31794,0,82,NA,NA
165789,Santa Monica College,2008-2009,Football,75065,75065,0,75065,75065,0,NA,NA,0,85,NA,33518,0,NA,NA,0,75065,NA,NA,NA,75065,0,75065,NA,NA,NA,75065,33518,0,33518,NA,NA,NA,33518,0,85,NA,NA
165816,Santa Rosa Junior College,2011-2012,Football,161284,105112,56172,161284,105112,56172,NA,NA,0,68,NA,42251,0,NA,NA,0,105112,NA,NA,NA,105112,0,161284,NA,NA,NA,161284,42251,0,42251,NA,NA,NA,42251,0,68,NA,NA
165829,Santa Rosa Junior College,2008-2009,Football,135982,109487,26495,135982,109487,26495,NA,NA,0,90,NA,41805,0,NA,NA,0,109487,NA,NA,NA,109487,0,135982,NA,NA,NA,135982,41805,0,41805,NA,NA,NA,41805,0,90,NA,NA
165839,Santa Rosa Junior College,2005-2006,Football,122992,108487,14505,122992,108487,14505,NA,NA,0,85,NA,46805,0,NA,NA,0,108487,NA,NA,NA,108487,0,122992,NA,NA,NA,122992,46805,0,46805,NA,NA,NA,46805,0,85,NA,NA
165853,Santa Rosa Junior College,2010-2011,Football,151284,104798,46486,151284,104798,46486,NA,NA,0,65,NA,41231,0,NA,NA,0,104798,NA,NA,NA,104798,0,151284,NA,NA,NA,151284,41231,0,41231,NA,NA,NA,41231,0,65,NA,NA
165855,Santa Rosa Junior College,2009-2010,Football,144080,99808,44272,144080,99808,44272,NA,NA,0,70,NA,42125,0,NA,NA,0,99808,NA,NA,NA,99808,0,144080,NA,NA,NA,144080,42125,0,42125,NA,NA,NA,42125,0,70,NA,NA
165857,Santa Rosa Junior College,2007-2008,Football,128992,115432,13560,128992,115432,13560,NA,NA,0,93,NA,32432,0,NA,NA,0,115432,NA,NA,NA,115432,0,128992,NA,NA,NA,128992,32432,0,32432,NA,NA,NA,32432,0,93,NA,NA
165869,Santa Rosa Junior College,2006-2007,Football,131054,118559,12495,131054,118559,12495,NA,NA,0,87,NA,46805,0,NA,NA,0,118559,NA,NA,NA,118559,0,131054,NA,NA,NA,131054,46805,0,46805,NA,NA,NA,46805,0,87,NA,NA
166100,Savannah State University,2006-2007,Football,678521,569199,109322,678521,569199,109322,NA,NA,0,78,NA,379719,0,NA,NA,0,569199,NA,NA,NA,569199,0,678521,NA,NA,NA,678521,379719,0,379719,NA,NA,NA,379719,0,78,NA,NA
166107,Savannah State University,2010-2011,Football,1342270,1341396,874,1342270,1341396,874,NA,NA,0,117,NA,261918,0,NA,NA,0,1341396,NA,NA,NA,1341396,0,1342270,NA,NA,NA,1342270,261918,0,261918,NA,NA,NA,261918,0,117,NA,NA
166114,Savannah State University,2011-2012,Football,1855582,1775645,79937,1855582,1775645,79937,NA,NA,0,85,NA,225000,0,NA,NA,0,1775645,NA,NA,NA,1775645,0,1855582,NA,NA,NA,1855582,225000,0,225000,NA,NA,NA,225000,0,85,NA,NA
166122,Savannah State University,2009-2010,Football,1098610,1012499,86111,1098610,1012499,86111,NA,NA,0,99,NA,343997,0,NA,NA,0,1012499,NA,NA,NA,1012499,0,1098610,NA,NA,NA,1098610,343997,0,343997,NA,NA,NA,343997,0,99,NA,NA
166140,Savannah State University,2007-2008,Football,635913,688140,-52227,635913,688140,-52227,NA,NA,0,78,NA,196257,0,NA,NA,0,688140,NA,NA,NA,688140,0,635913,NA,NA,NA,635913,196257,0,196257,NA,NA,NA,196257,0,78,NA,NA
166141,Savannah State University,2008-2009,Football,995770,1010499,-14729,995770,1010499,-14729,NA,NA,0,53,NA,359997,0,NA,NA,0,1010499,NA,NA,NA,1010499,0,995770,NA,NA,NA,995770,359997,0,359997,NA,NA,NA,359997,0,53,NA,NA
166149,Savannah State University,2005-2006,Football,738171,738403,-232,738171,738403,-232,NA,NA,0,72,NA,225334,0,NA,NA,0,738403,NA,NA,NA,738403,0,738171,NA,NA,NA,738171,225334,0,225334,NA,NA,NA,225334,0,72,NA,NA
166297,Scottsdale Community College,2011-2012,Football,122232,122232,0,122232,122232,0,NA,NA,0,83,NA,39240,0,NA,NA,0,122232,NA,NA,NA,122232,0,122232,NA,NA,NA,122232,39240,0,39240,NA,NA,NA,39240,0,83,NA,NA
166298,Scottsdale Community College,2006-2007,Football,117529,117079,450,117529,117079,450,NA,NA,0,85,NA,40501,0,NA,NA,0,117079,NA,NA,NA,117079,0,117529,NA,NA,NA,117529,40501,0,40501,NA,NA,NA,40501,0,85,NA,NA
166299,Scottsdale Community College,2010-2011,Football,122232,122232,0,122232,122232,0,NA,NA,0,57,NA,39240,0,NA,NA,0,122232,NA,NA,NA,122232,0,122232,NA,NA,NA,122232,39240,0,39240,NA,NA,NA,39240,0,57,NA,NA
166317,Scottsdale Community College,2005-2006,Football,117529,117079,450,117529,117079,450,NA,NA,0,85,NA,40501,0,NA,NA,0,117079,NA,NA,NA,117079,0,117529,NA,NA,NA,117529,40501,0,40501,NA,NA,NA,40501,0,85,NA,NA
166323,Scottsdale Community College,2009-2010,Football,122232,122232,0,122232,122232,0,NA,NA,0,59,NA,39240,0,NA,NA,0,122232,NA,NA,NA,122232,0,122232,NA,NA,NA,122232,39240,0,39240,NA,NA,NA,39240,0,59,NA,NA
166334,Scottsdale Community College,2007-2008,Football,182678,188166,-5488,182678,188166,-5488,NA,NA,0,87,NA,40501,0,NA,NA,0,188166,NA,NA,NA,188166,0,182678,NA,NA,NA,182678,40501,0,40501,NA,NA,NA,40501,0,87,NA,NA
166341,Scottsdale Community College,2008-2009,Football,191340,191340,0,191340,191340,0,NA,NA,0,63,NA,40501,0,NA,NA,0,191340,NA,NA,NA,191340,0,191340,NA,NA,NA,191340,40501,0,40501,NA,NA,NA,40501,0,63,NA,NA
166577,Seton Hill University,2010-2011,Football,1363452,1363452,0,1363452,1363452,0,NA,NA,0,76,NA,58017,0,NA,NA,0,1363452,NA,NA,NA,1363452,0,1363452,NA,NA,NA,1363452,58017,0,58017,NA,NA,NA,58017,0,76,NA,NA
166581,Seton Hill University,2007-2008,Football,1128115,1113117,14998,1128115,1113117,14998,NA,NA,0,82,NA,131148,0,NA,NA,0,1113117,NA,NA,NA,1113117,0,1128115,NA,NA,NA,1128115,131148,0,131148,NA,NA,NA,131148,0,82,NA,NA
166599,Seton Hill University,2009-2010,Football,1364871,1345988,18883,1364871,1345988,18883,NA,NA,0,87,NA,102695,0,NA,NA,0,1345988,NA,NA,NA,1345988,0,1364871,NA,NA,NA,1364871,102695,0,102695,NA,NA,NA,102695,0,87,NA,NA
166625,Seton Hill University,2011-2012,Football,1320800,1320800,0,1320800,1320800,0,NA,NA,0,80,NA,91483,0,NA,NA,0,1320800,NA,NA,NA,1320800,0,1320800,NA,NA,NA,1320800,91483,0,91483,NA,NA,NA,91483,0,80,NA,NA
166641,Seton Hill University,2006-2007,Football,1265136,1258288,6848,1265136,1258288,6848,NA,NA,0,112,NA,165021,0,NA,NA,0,1258288,NA,NA,NA,1258288,0,1265136,NA,NA,NA,1265136,165021,0,165021,NA,NA,NA,165021,0,112,NA,NA
166644,Seton Hill University,2008-2009,Football,1377174,1354973,22201,1377174,1354973,22201,NA,NA,0,87,NA,60346,0,NA,NA,0,1354973,NA,NA,NA,1354973,0,1377174,NA,NA,NA,1377174,60346,0,60346,NA,NA,NA,60346,0,87,NA,NA
166649,Seton Hill University,2005-2006,Football,913075,913075,0,913075,913075,0,NA,NA,0,142,NA,245875,0,NA,NA,0,913075,NA,NA,NA,913075,0,913075,NA,NA,NA,913075,245875,0,245875,NA,NA,NA,245875,0,142,NA,NA
166669,Sewanee:  The University Of The South,2005-2006,Football,334766,321760,13006,334766,321760,13006,NA,NA,0,48,NA,145513,0,NA,NA,0,321760,NA,NA,NA,321760,0,334766,NA,NA,NA,334766,145513,0,145513,NA,NA,NA,145513,0,48,NA,NA
166681,Sewanee:  The University Of The South,2006-2007,Football,181415,359405,-177990,181415,359405,-177990,NA,NA,0,71,NA,170714,0,NA,NA,0,359405,NA,NA,NA,359405,0,181415,NA,NA,NA,181415,170714,0,170714,NA,NA,NA,170714,0,71,NA,NA
166692,Sewanee:  The University Of The South,2007-2008,Football,406733,400598,6135,406733,400598,6135,NA,NA,0,58,NA,172616,0,NA,NA,0,400598,NA,NA,NA,400598,0,406733,NA,NA,NA,406733,172616,0,172616,NA,NA,NA,172616,0,58,NA,NA
166706,Sewanee:  The University Of The South,2008-2009,Football,418360,413862,4498,418360,413862,4498,NA,NA,0,78,NA,172709,0,NA,NA,0,413862,NA,NA,NA,413862,0,418360,NA,NA,NA,418360,172709,0,172709,NA,NA,NA,172709,0,78,NA,NA
166729,Shasta College,2005-2006,Football,65432,62632,2800,65432,62632,2800,NA,NA,0,58,NA,26606,0,NA,NA,0,62632,NA,NA,NA,62632,0,65432,NA,NA,NA,65432,26606,0,26606,NA,NA,NA,26606,0,58,NA,NA
166738,Shasta College,2009-2010,Football,86465,82315,4150,86465,82315,4150,NA,NA,0,73,NA,28665,0,NA,NA,0,82315,NA,NA,NA,82315,0,86465,NA,NA,NA,86465,28665,0,28665,NA,NA,NA,28665,0,73,NA,NA
166746,Shasta College,2011-2012,Football,73841,69431,4410,73841,69431,4410,NA,NA,0,53,NA,25683,0,NA,NA,0,69431,NA,NA,NA,69431,0,73841,NA,NA,NA,73841,25683,0,25683,NA,NA,NA,25683,0,53,NA,NA
166767,Shasta College,2007-2008,Football,80241,87658,-7417,80241,87658,-7417,NA,NA,0,79,NA,39021,0,NA,NA,0,87658,NA,NA,NA,87658,0,80241,NA,NA,NA,80241,39021,0,39021,NA,NA,NA,39021,0,79,NA,NA
166776,Shasta College,2008-2009,Football,137562,108706,28856,137562,108706,28856,NA,NA,0,80,NA,29441,0,NA,NA,0,108706,NA,NA,NA,108706,0,137562,NA,NA,NA,137562,29441,0,29441,NA,NA,NA,29441,0,80,NA,NA
166779,Shasta College,2010-2011,Football,88480,83080,5400,88480,83080,5400,NA,NA,0,80,NA,29430,0,NA,NA,0,83080,NA,NA,NA,83080,0,88480,NA,NA,NA,88480,29430,0,29430,NA,NA,NA,29430,0,80,NA,NA
166798,Shasta College,2006-2007,Football,67756,69125,-1369,67756,69125,-1369,NA,NA,0,67,NA,27974,0,NA,NA,0,69125,NA,NA,NA,69125,0,67756,NA,NA,NA,67756,27974,0,27974,NA,NA,NA,27974,0,67,NA,NA
166809,Shaw University,2008-2009,Football,1447885,1447885,0,1447885,1447885,0,NA,NA,0,61,NA,330203,0,NA,NA,0,1447885,NA,NA,NA,1447885,0,1447885,NA,NA,NA,1447885,330203,0,330203,NA,NA,NA,330203,0,61,NA,NA
166810,Shaw University,2007-2008,Football,1634423,1545205,89218,1634423,1545205,89218,NA,NA,0,76,NA,276124,0,NA,NA,0,1545205,NA,NA,NA,1545205,0,1634423,NA,NA,NA,1634423,276124,0,276124,NA,NA,NA,276124,0,76,NA,NA
166834,Shaw University,2006-2007,Football,1413884,1307576,106308,1413884,1307576,106308,NA,NA,0,53,NA,217308,0,NA,NA,0,1307576,NA,NA,NA,1307576,0,1413884,NA,NA,NA,1413884,217308,0,217308,NA,NA,NA,217308,0,53,NA,NA
166838,Shaw University,2009-2010,Football,1029824,1029824,0,1029824,1029824,0,NA,NA,0,59,NA,178878,0,NA,NA,0,1029824,NA,NA,NA,1029824,0,1029824,NA,NA,NA,1029824,178878,0,178878,NA,NA,NA,178878,0,59,NA,NA
166843,Shaw University,2011-2012,Football,1250652,1250652,0,1250652,1250652,0,NA,NA,0,64,NA,201792,0,NA,NA,0,1250652,NA,NA,NA,1250652,0,1250652,NA,NA,NA,1250652,201792,0,201792,NA,NA,NA,201792,0,64,NA,NA
166845,Shaw University,2005-2006,Football,1039908,895938,143970,1039908,895938,143970,NA,NA,0,59,NA,136230,0,NA,NA,0,895938,NA,NA,NA,895938,0,1039908,NA,NA,NA,1039908,136230,0,136230,NA,NA,NA,136230,0,59,NA,NA
166852,Shaw University,2010-2011,Football,1182972,1182972,0,1182972,1182972,0,NA,NA,0,49,NA,255913,0,NA,NA,0,1182972,NA,NA,NA,1182972,0,1182972,NA,NA,NA,1182972,255913,0,255913,NA,NA,NA,255913,0,49,NA,NA
166997,Shenandoah University,2005-2006,Football,263203,263203,0,263203,263203,0,NA,NA,0,95,NA,75245,0,NA,NA,0,263203,NA,NA,NA,263203,0,263203,NA,NA,NA,263203,75245,0,75245,NA,NA,NA,75245,0,95,NA,NA
166999,Shenandoah University,2007-2008,Football,362285,362285,0,362285,362285,0,NA,NA,0,109,NA,93835,0,NA,NA,0,362285,NA,NA,NA,362285,0,362285,NA,NA,NA,362285,93835,0,93835,NA,NA,NA,93835,0,109,NA,NA
167006,Shenandoah University,2010-2011,Football,450019,450019,0,450019,450019,0,NA,NA,0,120,NA,97712,0,NA,NA,0,450019,NA,NA,NA,450019,0,450019,NA,NA,NA,450019,97712,0,97712,NA,NA,NA,97712,0,120,NA,NA
167007,Shenandoah University,2008-2009,Football,380260,380260,0,380260,380260,0,NA,NA,0,89,NA,97403,0,NA,NA,0,380260,NA,NA,NA,380260,0,380260,NA,NA,NA,380260,97403,0,97403,NA,NA,NA,97403,0,89,NA,NA
167022,Shenandoah University,2006-2007,Football,367540,367540,0,367540,367540,0,NA,NA,0,95,NA,88682,0,NA,NA,0,367540,NA,NA,NA,367540,0,367540,NA,NA,NA,367540,88682,0,88682,NA,NA,NA,88682,0,95,NA,NA
167026,Shenandoah University,2011-2012,Football,454060,454060,0,454060,454060,0,NA,NA,0,103,NA,103279,0,NA,NA,0,454060,NA,NA,NA,454060,0,454060,NA,NA,NA,454060,103279,0,103279,NA,NA,NA,103279,0,103,NA,NA
167039,Shenandoah University,2009-2010,Football,431699,431699,0,431699,431699,0,NA,NA,0,113,NA,101651,0,NA,NA,0,431699,NA,NA,NA,431699,0,431699,NA,NA,NA,431699,101651,0,101651,NA,NA,NA,101651,0,113,NA,NA
167055,Shepherd University,2006-2007,Football,703630,691718,11912,703630,691718,11912,NA,NA,0,99,NA,112081,0,NA,NA,0,691718,NA,NA,NA,691718,0,703630,NA,NA,NA,703630,112081,0,112081,NA,NA,NA,112081,0,99,NA,NA
167061,Shepherd University,2010-2011,Football,950886,945492,5394,950886,945492,5394,NA,NA,0,115,NA,136474,0,NA,NA,0,945492,NA,NA,NA,945492,0,950886,NA,NA,NA,950886,136474,0,136474,NA,NA,NA,136474,0,115,NA,NA
167068,Shepherd University,2007-2008,Football,891575,802709,88866,891575,802709,88866,NA,NA,0,132,NA,145548,0,NA,NA,0,802709,NA,NA,NA,802709,0,891575,NA,NA,NA,891575,145548,0,145548,NA,NA,NA,145548,0,132,NA,NA
167070,Shepherd University,2008-2009,Football,847670,847546,124,847670,847546,124,NA,NA,0,118,NA,104597,0,NA,NA,0,847546,NA,NA,NA,847546,0,847670,NA,NA,NA,847670,104597,0,104597,NA,NA,NA,104597,0,118,NA,NA
167072,Shepherd University,2009-2010,Football,858877,856581,2296,858877,856581,2296,NA,NA,0,127,NA,98220,0,NA,NA,0,856581,NA,NA,NA,856581,0,858877,NA,NA,NA,858877,98220,0,98220,NA,NA,NA,98220,0,127,NA,NA
167094,Shepherd University,2005-2006,Football,606437,632945,-26508,606437,632945,-26508,NA,NA,0,91,NA,110736,0,NA,NA,0,632945,NA,NA,NA,632945,0,606437,NA,NA,NA,606437,110736,0,110736,NA,NA,NA,110736,0,91,NA,NA
167104,Shepherd University,2011-2012,Football,963378,951752,11626,963378,951752,11626,NA,NA,0,128,NA,126451,0,NA,NA,0,951752,NA,NA,NA,951752,0,963378,NA,NA,NA,963378,126451,0,126451,NA,NA,NA,126451,0,128,NA,NA
167140,Shippensburg University Of Pennsylvania,2007-2008,Football,798613,757501,41112,798613,757501,41112,NA,NA,0,90,NA,108557,0,NA,NA,0,757501,NA,NA,NA,757501,0,798613,NA,NA,NA,798613,108557,0,108557,NA,NA,NA,108557,0,90,NA,NA
167145,Shippensburg University Of Pennsylvania,2010-2011,Football,1295771,941730,354041,1295771,941730,354041,NA,NA,0,90,NA,141089,0,NA,NA,0,941730,NA,NA,NA,941730,0,1295771,NA,NA,NA,1295771,141089,0,141089,NA,NA,NA,141089,0,90,NA,NA
167179,Shippensburg University Of Pennsylvania,2009-2010,Football,760558,789261,-28703,760558,789261,-28703,NA,NA,0,90,NA,105631,0,NA,NA,0,789261,NA,NA,NA,789261,0,760558,NA,NA,NA,760558,105631,0,105631,NA,NA,NA,105631,0,90,NA,NA
167184,Shippensburg University Of Pennsylvania,2006-2007,Football,724621,736024,-11403,724621,736024,-11403,NA,NA,0,90,NA,92756,0,NA,NA,0,736024,NA,NA,NA,736024,0,724621,NA,NA,NA,724621,92756,0,92756,NA,NA,NA,92756,0,90,NA,NA
167190,Shippensburg University Of Pennsylvania,2005-2006,Football,535405,519028,16377,535405,519028,16377,NA,NA,0,90,NA,69280,0,NA,NA,0,519028,NA,NA,NA,519028,0,535405,NA,NA,NA,535405,69280,0,69280,NA,NA,NA,69280,0,90,NA,NA
167201,Shippensburg University Of Pennsylvania,2008-2009,Football,762503,791331,-28828,762503,791331,-28828,NA,NA,0,90,NA,88803,0,NA,NA,0,791331,NA,NA,NA,791331,0,762503,NA,NA,NA,762503,88803,0,88803,NA,NA,NA,88803,0,90,NA,NA
167217,Shippensburg University Of Pennsylvania,2011-2012,Football,1162842,818425,344417,1162842,818425,344417,NA,NA,0,91,NA,114242,0,NA,NA,0,818425,NA,NA,NA,818425,0,1162842,NA,NA,NA,1162842,114242,0,114242,NA,NA,NA,114242,0,91,NA,NA
167268,Shorter College,2008-2009,Football,1102377,980048,122329,1102377,980048,122329,NA,NA,0,83,NA,148478,0,NA,NA,0,980048,NA,NA,NA,980048,0,1102377,NA,NA,NA,1102377,148478,0,148478,NA,NA,NA,148478,0,83,NA,NA
167277,Shorter College,2009-2010,Football,1050152,1049501,651,1050152,1049501,651,NA,NA,0,79,NA,90911,0,NA,NA,0,1049501,NA,NA,NA,1049501,0,1050152,NA,NA,NA,1050152,90911,0,90911,NA,NA,NA,90911,0,79,NA,NA
167283,Shorter College,2005-2006,Football,992004,961646,30358,992004,961646,30358,NA,NA,0,74,NA,141536,0,NA,NA,0,961646,NA,NA,NA,961646,0,992004,NA,NA,NA,992004,141536,0,141536,NA,NA,NA,141536,0,74,NA,NA
167291,Shorter College,2006-2007,Football,1047639,1034645,12994,1047639,1034645,12994,NA,NA,0,83,NA,101002,0,NA,NA,0,1034645,NA,NA,NA,1034645,0,1047639,NA,NA,NA,1047639,101002,0,101002,NA,NA,NA,101002,0,83,NA,NA
167302,Shorter College,2007-2008,Football,1034672,1145421,-110749,1034672,1145421,-110749,NA,NA,0,104,NA,127280,0,NA,NA,0,1145421,NA,NA,NA,1145421,0,1034672,NA,NA,NA,1034672,127280,0,127280,NA,NA,NA,127280,0,104,NA,NA
167430,Siena Heights University,2011-2012,Football,976025,970456,5569,976025,970456,5569,NA,NA,0,136,NA,334709,0,NA,NA,0,970456,NA,NA,NA,970456,0,976025,NA,NA,NA,976025,334709,0,334709,NA,NA,NA,334709,0,136,NA,NA
167454,Sierra College,2005-2006,Football,237702,237702,0,237702,237702,0,NA,NA,0,75,NA,31420,0,NA,NA,0,237702,NA,NA,NA,237702,0,237702,NA,NA,NA,237702,31420,0,31420,NA,NA,NA,31420,0,75,NA,NA
167482,Sierra College,2007-2008,Football,235493,202436,33057,235493,202436,33057,NA,NA,0,64,NA,24777,0,NA,NA,0,202436,NA,NA,NA,202436,0,235493,NA,NA,NA,235493,24777,0,24777,NA,NA,NA,24777,0,64,NA,NA
167489,Sierra College,2011-2012,Football,171167,171067,100,171167,171067,100,NA,NA,0,70,NA,61378,0,NA,NA,0,171067,NA,NA,NA,171067,0,171167,NA,NA,NA,171167,61378,0,61378,NA,NA,NA,61378,0,70,NA,NA
167492,Sierra College,2008-2009,Football,308233,241690,66543,308233,241690,66543,NA,NA,0,70,NA,26605,0,NA,NA,0,241690,NA,NA,NA,241690,0,308233,NA,NA,NA,308233,26605,0,26605,NA,NA,NA,26605,0,70,NA,NA
167501,Sierra College,2009-2010,Football,249000,248174,826,249000,248174,826,NA,NA,0,64,NA,33089,0,NA,NA,0,248174,NA,NA,NA,248174,0,249000,NA,NA,NA,249000,33089,0,33089,NA,NA,NA,33089,0,64,NA,NA
167512,Sierra College,2010-2011,Football,246100,245174,926,246100,245174,926,NA,NA,0,71,NA,31669,0,NA,NA,0,245174,NA,NA,NA,245174,0,246100,NA,NA,NA,246100,31669,0,31669,NA,NA,NA,31669,0,71,NA,NA
167518,Sierra College,2006-2007,Football,298975,282121,16854,298975,282121,16854,NA,NA,0,76,NA,37655,0,NA,NA,0,282121,NA,NA,NA,282121,0,298975,NA,NA,NA,298975,37655,0,37655,NA,NA,NA,37655,0,76,NA,NA
167560,Simpson College,2006-2007,Football,263103,288073,-24970,263103,288073,-24970,NA,NA,0,98,NA,80327,0,NA,NA,0,288073,NA,NA,NA,288073,0,263103,NA,NA,NA,263103,80327,0,80327,NA,NA,NA,80327,0,98,NA,NA
167578,Simpson College,2011-2012,Football,461072,461071,1,461072,461071,1,NA,NA,0,142,NA,98811,0,NA,NA,0,461071,NA,NA,NA,461071,0,461072,NA,NA,NA,461072,98811,0,98811,NA,NA,NA,98811,0,142,NA,NA
167585,Simpson College,2009-2010,Football,514042,501509,12533,514042,501509,12533,NA,NA,0,160,NA,102319,0,NA,NA,0,501509,NA,NA,NA,501509,0,514042,NA,NA,NA,514042,102319,0,102319,NA,NA,NA,102319,0,160,NA,NA
167597,Simpson College,2005-2006,Football,196351,196351,0,196351,196351,0,NA,NA,0,89,NA,72946,0,NA,NA,0,196351,NA,NA,NA,196351,0,196351,NA,NA,NA,196351,72946,0,72946,NA,NA,NA,72946,0,89,NA,NA
167616,Simpson College,2007-2008,Football,282244,323084,-40840,282244,323084,-40840,NA,NA,0,99,NA,72363,0,NA,NA,0,323084,NA,NA,NA,323084,0,282244,NA,NA,NA,282244,72363,0,72363,NA,NA,NA,72363,0,99,NA,NA
167622,Simpson College,2008-2009,Football,305438,313162,-7724,305438,313162,-7724,NA,NA,0,123,NA,85258,0,NA,NA,0,313162,NA,NA,NA,313162,0,305438,NA,NA,NA,305438,85258,0,85258,NA,NA,NA,85258,0,123,NA,NA
167623,Simpson College,2010-2011,Football,465665,465665,0,465665,465665,0,NA,NA,0,133,NA,95802,0,NA,NA,0,465665,NA,NA,NA,465665,0,465665,NA,NA,NA,465665,95802,0,95802,NA,NA,NA,95802,0,133,NA,NA
167899,Slippery Rock University Of Pennsylvania,2006-2007,Football,668374,728648,-60274,668374,728648,-60274,NA,NA,0,91,NA,128489,0,NA,NA,0,728648,NA,NA,NA,728648,0,668374,NA,NA,NA,668374,128489,0,128489,NA,NA,NA,128489,0,91,NA,NA
167905,Slippery Rock University Of Pennsylvania,2007-2008,Football,787192,787192,0,787192,787192,0,NA,NA,0,103,NA,104942,0,NA,NA,0,787192,NA,NA,NA,787192,0,787192,NA,NA,NA,787192,104942,0,104942,NA,NA,NA,104942,0,103,NA,NA
167906,Slippery Rock University Of Pennsylvania,2010-2011,Football,716030,716030,0,716030,716030,0,NA,NA,0,81,NA,72188,0,NA,NA,0,716030,NA,NA,NA,716030,0,716030,NA,NA,NA,716030,72188,0,72188,NA,NA,NA,72188,0,81,NA,NA
167917,Slippery Rock University Of Pennsylvania,2005-2006,Football,574784,680224,-105440,574784,680224,-105440,NA,NA,0,90,NA,126155,0,NA,NA,0,680224,NA,NA,NA,680224,0,574784,NA,NA,NA,574784,126155,0,126155,NA,NA,NA,126155,0,90,NA,NA
167942,Slippery Rock University Of Pennsylvania,2009-2010,Football,807701,807701,0,807701,807701,0,NA,NA,0,83,NA,43454,0,NA,NA,0,807701,NA,NA,NA,807701,0,807701,NA,NA,NA,807701,43454,0,43454,NA,NA,NA,43454,0,83,NA,NA
167954,Slippery Rock University Of Pennsylvania,2011-2012,Football,874296,874296,0,874296,874296,0,NA,NA,0,87,NA,98885,0,NA,NA,0,874296,NA,NA,NA,874296,0,874296,NA,NA,NA,874296,98885,0,98885,NA,NA,NA,98885,0,87,NA,NA
167968,Slippery Rock University Of Pennsylvania,2008-2009,Football,733519,733519,0,733519,733519,0,NA,NA,0,93,NA,72546,0,NA,NA,0,733519,NA,NA,NA,733519,0,733519,NA,NA,NA,733519,72546,0,72546,NA,NA,NA,72546,0,93,NA,NA
