"","PlayerName","PlayerTrueName","League","TeamName3","Season","Comment","StartDate","EndDate","Source","Season.Type"
"73","Andersen","Andersen, Chris","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"75","Hart","Hart, Jason","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"76","Butler","Butler, Rasual","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"78","Skinner","Skinner, Brian","NBA","PHX","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"83","Bass","Bass, Brandon","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"85","Price","Price, Ronnie","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"86","Johnson","Johnson, Joe","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"88","Pachulia","Pachulia, Zaza","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"91","Childress","Childress, Josh","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"93","Foyle","Foyle, Adonal","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"94","Smith","Smith, Josh","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"96","Lue","Lue, Tyronn","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"97","Williams","Williams, Marvin","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"100","Stoudamire","Stoudamire, Salim","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"103","Fisher","Fisher, Derek","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"115","Brezec","Brezec, Primoz","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"118","Chandler","Chandler, Tyson","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"121","Songaila","Songaila, Darius","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"123","Ely","Ely, Melvin","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"130","Allen","Allen, Malik","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"131","Piatkowski","Piatkowski, Eric","NBA","PHX","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"132","Okur","Okur, Mehmet","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"133","Giricek","Giricek, Gordan","NBA","PHX","2008 playoffs","20080304PHXPOR","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"136","Kirilenko","Kirilenko, Andrei","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"137","Collins","Collins, Jarron","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"138","Harpring","Harpring, Matt","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"139","Williams","Williams, Deron","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"140","Brown","Brown, Devin","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"141","Humphries","Humphries, Kris","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"144","Battie","Battie, Tony","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"146","Francis","Francis, Steve","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"148","Stevenson","Stevenson, DeShawn","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"149","Howard","Howard, Dwight","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"151","Turkoglu","Turkoglu, Hedo","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"158","Nelson","Nelson, Jameer","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"161","Garrity","Garrity, Pat","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"163","Evans","Evans, Reggie","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"165","Cassell","Cassell, Sam","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"166","R. Allen","Allen, Ray","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"170","Lewis","Lewis, Rashard","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"180","Radmanovic","Radmanovic, Vladimir","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"186","Bryant","Bryant, Kobe","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"187","Odom","Odom, Lamar","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"188","Mihm","Mihm, Chris","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"190","George","George, Devean","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"191","Cook","Cook, Brian","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"193","Vujacic","Vujacic, Sasha","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"194","Bynum","Bynum, Andrew","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"197","Gasol","Gasol, Pau","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"198","Battier","Battier, Shane","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"202","Jones","Jones, Eddie","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"203","O'Neal","O'Neal, Shaquille","NBA","PHX","2008 playoffs","Trade","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"205","Stoudamire","Stoudamire, Damon","NBA","SAS","2008 playoffs","20080205SASIND","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"210","Jackson","Jackson, Bobby","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"211","Kapono","Kapono, Jason","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"222","Kidd","Kidd, Jason","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"231","Vaughn","Vaughn, Jacque","NBA","SAS","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"239","West","West, Delonte","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"240","Pierce","Pierce, Paul","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"245","Ariza","Ariza, Trevor","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"252","Scalabrine","Scalabrine, Brian","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"253","Perkins","Perkins, Kendrick","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"258","Ilgauskas","Ilgauskas, Zydrunas","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"260","James","James, LeBron","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"262","Snow","Snow, Eric","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"264","Da. Jones","Jones, Damon","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"265","Pavlovic","Pavlovic, Sasha","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"270","Hamilton","Hamilton, Richard","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"271","Billups","Billups, Chauncey","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"272","Prince","Prince, Tayshaun","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"273","Wallace","Wallace, Ben","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"274","Wallace","Wallace, Rasheed","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"275","McDyess","McDyess, Antonio","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"276","Evans","Evans, Maurice","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"277","Arroyo","Arroyo, Carlos","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"279","Delfino","Delfino, Carlos","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"280","Maxiell","Maxiell, Jason","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"281","Williams","Williams, Louis","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"285","Garnett","Garnett, Kevin","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"288","Szczerbiak","Szczerbiak, Wally","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"295","Dixon","Dixon, Juan","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"297","Ratliff","Ratliff, Theo","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"298","Carter","Carter, Anthony","NBA","DEN","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"302","Ming","Ming, Yao","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"302","Yao","Ming, Yao","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"304","Ju. Howard","Howard, Juwan","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"305","McGrady","McGrady, Tracy","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"308","Alston","Alston, Rafer","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"311","Bowen","Bowen, Ryan","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"312","Mutombo","Mutombo, Dikembe","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"313","Arenas","Arenas, Gilbert","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"316","Jamison","Jamison, Antawn","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"317","Graham","Graham, Joey","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"318","James","James, Mike","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"319","Bosh","Bosh, Chris","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"320","Woods","Woods, Loren","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"321","Daniels","Daniels, Antonio","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"322","Haywood","Haywood, Brendan","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"323","Thomas","Thomas, Etan","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"324","Butler","Butler, Caron","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"326","Peterson","Peterson, Morris","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"328","Hayes","Hayes, Jarvis","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"330","Bonner","Bonner, Matt","NBA","SAS","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"331","Calderon","Calderon, Jose","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"332","Atkins","Atkins, Chucky","NBA","DEN","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"366","Bogans","Bogans, Keith","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"372","Head","Head, Luther","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"373","Booth","Booth, Calvin","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"383","Smith","Smith, Joe","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"389","Pargo","Pargo, Jannero","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"392","Pollard","Pollard, Scot","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"401","Posey","Posey, James","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"410","Marks","Marks, Sean","NBA","PHX","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"413","Blatche","Blatche, Andray","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"419","Dooling","Dooling, Keyon","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"426","Miles","Miles, C.J.","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"433","Randolph","Randolph, Shavlik","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"439","Mbenga","Mbenga, DJ","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"444","Wright","Wright, Antoine","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"458","Dalembert","Dalembert, Samuel","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"459","Walton","Walton, Luke","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"486","Hill","Hill, Grant","NBA","PHX","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"489","Newble","Newble, Ira","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"492","Stackhouse","Stackhouse, Jerry","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"501","T. Allen","Allen, Tony","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"505","Varejao","Varejao, Anderson","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"508","Hayes","Hayes, Chuck","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"510","Johnson","Johnson, Amir","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"515","Hunter","Hunter, Lindsey","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"516","Turiaf","Turiaf, Ronny","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"517","Dw. Jones","Jones, Dwayne","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"518","Boozer","Boozer, Carlos","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"531","Thomas","Thomas, Billy","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"537","Stoudemire","Stoudemire, Amare","NBA","PHX","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"541","Green","Green, Willie","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"544","Udoka","Udoka, Ime","NBA","SAS","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"550","Jones","Jones, Solomon","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"552","Powe","Powe, Leon","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"553","Rondo","Rondo, Rajon","NBA","BOS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"556","Herrmann","Herrmann, Walter","NBA","DET","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"561","Gibson","Gibson, Daniel","NBA","CLE","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"563","Barea","Barea, Jose","NBA","DAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"565","Diawara","Diawara, Yakhouba","NBA","DEN","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"569","Novak","Novak, Steve","NBA","HOU","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"572","Baston","Baston, Maceo","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"575","Farmar","Farmar, Jordan","NBA","LAL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"594","Armstrong","Armstrong, Hilton","NBA","NOH","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"599","Redick","Redick, J.J.","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"600","Augustine","Augustine, James","NBA","ORL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"601","Carney","Carney, Rodney","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"602","Jones","Jones, Bobby","NBA","DEN","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"612","Bargnani","Bargnani, Andrea","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"614","Parker","Parker, Anthony","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"617","Brewer","Brewer, Ronnie","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"622","Mason","Mason, Roger","NBA","WAS","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"629","Millsap","Millsap, Paul","NBA","UTA","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"636","Garbarjosa","Garbajosa, Jorge","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"636","Garbajosa","Garbajosa, Jorge","NBA","TOR","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"640","Kleiza","Kleiza, Linas","NBA","DEN","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"650","Richardson","Richardson, Jeremy","NBA","ATL","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"653","Amundson","Amundson, Louis","NBA","PHI","2008 playoffs","SeasonStart","2008-04-19","2008-07-01","Basketball Value","Playoffs"
"660","Mahinmi","Mahinmi, Ian","NBA","SAS","2008 playoffs","Season Start","2008-04-19","2008-07-01","Basketball Value","Playoffs"
