Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1992-1993,100858,Auburn University,Bachelor's degree,Public Administration and Services,'44.0000',45,16,29,42,15,27,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1992-1993,100858,Auburn University,Bachelor's degree,Science Technologies,'41.0000',9,1,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,100858,Auburn University,Bachelor's degree,Social Sciences and History,'45.0000',210,143,67,196,134,62,12,7,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1992-1993,100858,Auburn University,Bachelor's degree,Transportation and Material Moving Workers,'49.0000',57,52,5,55,50,5,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,100858,Auburn University,Bachelor's degree,Visual and Performing Arts,'50.0000',106,51,55,100,49,51,3,0,3,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
1992-1993,142115,Boise State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',20,12,8,19,11,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',262,163,99,239,147,92,0,0,0,13,11,2,6,2,4,1,1,0,0,0,0,3,2,1
1992-1993,142115,Boise State University,Bachelor's degree,Communications,'09.0000',61,24,37,54,21,33,4,3,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Computer and Information Sciences,'11.0000',50,32,18,40,30,10,1,1,0,4,1,3,1,0,1,0,0,0,0,0,0,4,0,4
1992-1993,142115,Boise State University,Bachelor's degree,Construction Trades,'46.0000',15,13,2,14,12,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Education,'13.0000',192,37,155,204,55,149,0,0,0,6,1,5,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',116,33,83,111,31,80,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1
1992-1993,142115,Boise State University,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',13,11,2,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Mathematics,'27.0000',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',34,23,11,34,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',21,13,8,20,12,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Philosophy and Religion,'38.0000',4,4,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Physical Sciences,'40.0000',14,5,9,12,3,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Protective Services,'43.0000',45,31,14,45,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Psychology,'42.0000',26,8,18,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Public Administration and Services,'44.0000',38,5,33,36,4,32,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Social Sciences and History,'45.0000',143,64,79,134,57,77,1,1,0,6,5,1,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,142115,Boise State University,Bachelor's degree,Visual and Performing Arts,'50.0000',60,21,39,56,18,38,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Agricultural Business and Production,'01.0000',52,43,9,50,41,9,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Agricultural Sciences,'02.0000',72,52,20,69,50,19,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Architecture and Related Programs,'04.0000',143,108,35,140,106,34,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',112,56,56,101,52,49,10,3,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Business Management and Admin. Services,'52.0000',726,416,310,669,391,278,35,12,23,8,4,4,5,0,5,1,1,0,3,3,0,5,5,0
1992-1993,217882,Clemson University,Bachelor's degree,Computer and Information Sciences,'11.0000',53,39,14,44,35,9,5,2,3,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1
1992-1993,217882,Clemson University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Education,'13.0000',347,73,274,322,64,258,18,9,9,3,0,3,1,0,1,0,0,0,2,0,2,1,0,1
1992-1993,217882,Clemson University,Bachelor's degree,Engineering,'14.0000',521,426,95,460,388,72,34,19,15,5,2,3,11,8,3,0,0,0,6,5,1,5,4,1
1992-1993,217882,Clemson University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',64,21,43,60,20,40,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',107,7,100,97,7,90,9,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Mathematics,'27.0000',28,10,18,28,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',94,31,63,90,30,60,2,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Philosophy and Religion,'38.0000',2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Physical Sciences,'40.0000',24,11,13,22,11,11,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Psychology,'42.0000',93,20,73,84,17,67,6,3,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,217882,Clemson University,Bachelor's degree,Social Sciences and History,'45.0000',189,113,76,169,105,64,14,4,10,1,1,0,1,0,1,0,0,0,3,2,1,1,1,0
1992-1993,217882,Clemson University,Bachelor's degree,Visual and Performing Arts,'50.0000',47,22,25,45,22,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,198419,Duke University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',61,17,44,43,12,31,5,2,3,7,1,6,3,1,2,0,0,0,0,0,0,3,1,2
1992-1993,198419,Duke University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',164,72,92,119,46,73,5,4,1,5,3,2,29,17,12,1,1,0,0,0,0,5,1,4
1992-1993,198419,Duke University,Bachelor's degree,Computer and Information Sciences,'11.0000',15,11,4,10,7,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1992-1993,198419,Duke University,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,198419,Duke University,Bachelor's degree,Engineering,'14.0000',194,143,51,146,107,39,10,5,5,2,1,1,26,21,5,0,0,0,0,0,0,10,9,1
1992-1993,198419,Duke University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',24,8,16,20,8,12,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
1992-1993,198419,Duke University,Bachelor's degree,Mathematics,'27.0000',20,10,10,12,7,5,2,0,2,1,1,0,5,2,3,0,0,0,0,0,0,0,0,0
1992-1993,198419,Duke University,Bachelor's degree,Multi/Interdisciplinary Studies,'30.0000',10,5,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1992-1993,198419,Duke University,Bachelor's degree,Philosophy and Religion,'38.0000',18,12,6,15,10,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1992-1993,198419,Duke University,Bachelor's degree,Physical Sciences,'40.0000',56,40,16,46,35,11,3,1,2,0,0,0,4,2,2,1,1,0,0,0,0,2,1,1
1992-1993,198419,Duke University,Bachelor's degree,Psychology,'42.0000',110,29,81,77,24,53,13,2,11,10,1,9,7,2,5,0,0,0,0,0,0,3,0,3
1992-1993,198419,Duke University,Bachelor's degree,Public Administration and Services,'44.0000',126,74,52,113,70,43,5,0,5,2,2,0,6,2,4,0,0,0,0,0,0,0,0,0
1992-1993,198419,Duke University,Bachelor's degree,Social Sciences and History,'45.0000',437,259,178,371,223,148,24,11,13,14,4,10,18,13,5,1,1,0,0,0,0,9,7,2
1992-1993,198419,Duke University,Bachelor's degree,Visual and Performing Arts,'50.0000',51,16,35,45,14,31,2,1,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',16,7,9,10,5,5,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,2,0,2
1992-1993,134097,Florida State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',170,96,74,149,85,64,7,2,5,7,5,2,6,3,3,0,0,0,0,0,0,1,1,0
1992-1993,134097,Florida State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',1251,695,556,1075,608,467,62,28,34,51,34,17,33,16,17,2,1,1,0,0,0,28,8,20
1992-1993,134097,Florida State University,Bachelor's degree,Communications,'09.0000',314,123,191,281,107,174,24,12,12,6,3,3,1,0,1,0,0,0,0,0,0,2,1,1
1992-1993,134097,Florida State University,Bachelor's degree,Computer and Information Sciences,'11.0000',37,34,3,28,26,2,1,1,0,2,2,0,3,2,1,0,0,0,0,0,0,3,3,0
1992-1993,134097,Florida State University,Bachelor's degree,Education,'13.0000',632,126,506,574,114,460,23,2,21,29,8,21,3,0,3,2,2,0,0,0,0,1,0,1
1992-1993,134097,Florida State University,Bachelor's degree,Engineering,'14.0000',157,117,40,125,92,33,12,10,2,7,6,1,9,6,3,0,0,0,0,0,0,4,3,1
1992-1993,134097,Florida State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',65,16,49,50,13,37,4,0,4,10,3,7,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',213,18,195,179,13,166,21,2,19,8,2,6,4,1,3,0,0,0,0,0,0,1,0,1
1992-1993,134097,Florida State University,Bachelor's degree,Home Economics,'19.0000',275,23,252,248,21,227,15,1,14,5,1,4,3,0,3,0,0,0,0,0,0,4,0,4
1992-1993,134097,Florida State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',22,7,15,20,7,13,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Mathematics,'27.0000',26,14,12,22,12,10,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',51,10,41,49,10,39,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Philosophy and Religion,'38.0000',15,9,6,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Physical Sciences,'40.0000',65,51,14,56,45,11,2,1,1,5,4,1,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Protective Services,'43.0000',459,313,146,390,273,117,40,21,19,19,14,5,7,5,2,1,0,1,0,0,0,2,0,2
1992-1993,134097,Florida State University,Bachelor's degree,Psychology,'42.0000',315,108,207,265,92,173,21,6,15,19,7,12,6,2,4,0,0,0,0,0,0,4,1,3
1992-1993,134097,Florida State University,Bachelor's degree,Public Administration and Services,'44.0000',97,18,79,82,12,70,12,5,7,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1992-1993,134097,Florida State University,Bachelor's degree,Social Sciences and History,'45.0000',809,535,274,708,474,234,42,23,19,38,23,15,12,8,4,4,3,1,0,0,0,5,4,1
1992-1993,134097,Florida State University,Bachelor's degree,Visual and Performing Arts,'50.0000',290,110,180,255,96,159,8,4,4,17,7,10,6,3,3,3,0,3,0,0,0,1,0,1
1992-1993,131496,Georgetown University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',16,7,9,13,5,8,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,131496,Georgetown University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',49,25,24,26,13,13,5,1,4,2,1,1,12,7,5,0,0,0,2,2,0,2,1,1
1992-1993,131496,Georgetown University,Bachelor's degree,Business Management and Admin. Services,'52.0000',273,179,94,183,125,58,24,11,13,10,5,5,19,11,8,2,2,0,2,1,1,33,24,9
1992-1993,131496,Georgetown University,Bachelor's degree,Computer and Information Sciences,'11.0000',4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1992-1993,131496,Georgetown University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',143,35,108,114,31,83,9,1,8,4,0,4,7,2,5,0,0,0,2,0,2,7,1,6
1992-1993,131496,Georgetown University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',64,0,64,59,0,59,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
1992-1993,131496,Georgetown University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',15,5,10,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1992-1993,131496,Georgetown University,Bachelor's degree,Mathematics,'27.0000',10,5,5,8,3,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1992-1993,131496,Georgetown University,Bachelor's degree,Philosophy and Religion,'38.0000',32,22,10,25,16,9,1,1,0,2,2,0,2,2,0,0,0,0,1,0,1,1,1,0
1992-1993,131496,Georgetown University,Bachelor's degree,Physical Sciences,'40.0000',19,15,4,14,12,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2
1992-1993,131496,Georgetown University,Bachelor's degree,Psychology,'42.0000',67,27,40,50,23,27,8,1,7,2,2,0,5,1,4,0,0,0,0,0,0,2,0,2
1992-1993,131496,Georgetown University,Bachelor's degree,Social Sciences and History,'45.0000',638,342,296,467,261,206,47,13,34,27,12,15,31,16,15,1,0,1,0,0,0,65,40,25
1992-1993,131496,Georgetown University,Bachelor's degree,Visual and Performing Arts,'50.0000',15,3,12,13,2,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1992-1993,155399,Kansas State University,Bachelor's degree,Agricultural Business and Production,'01.0000',102,82,20,99,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1992-1993,155399,Kansas State University,Bachelor's degree,Agricultural Sciences,'02.0000',180,115,65,169,104,65,2,2,0,4,4,0,1,1,0,0,0,0,0,0,0,4,4,0
1992-1993,155399,Kansas State University,Bachelor's degree,Architecture and Related Programs,'04.0000',124,94,30,115,86,29,2,2,0,2,2,0,3,2,1,0,0,0,0,0,0,2,2,0
1992-1993,155399,Kansas State University,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',179,91,88,166,86,80,0,0,0,5,2,3,7,3,4,0,0,0,0,0,0,1,0,1
1992-1993,155399,Kansas State University,Bachelor's degree,Business Management and Admin. Services,'52.0000',585,340,245,554,326,228,12,1,11,10,6,4,6,5,1,0,0,0,0,0,0,3,2,1
1992-1993,155399,Kansas State University,Bachelor's degree,Communications,'09.0000',179,75,104,171,71,100,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1
1992-1993,155399,Kansas State University,Bachelor's degree,Computer and Information Sciences,'11.0000',20,16,4,18,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992-1993,155399,Kansas State University,Bachelor's degree,Education,'13.0000',417,81,336,404,78,326,4,0,4,8,3,5,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Engineering,'14.0000',322,270,52,281,234,47,4,4,0,7,4,3,7,6,1,1,1,0,0,0,0,22,21,1
1992-1993,155399,Kansas State University,Bachelor's degree,Engineering-Related Technologies,'15.0000',83,81,2,81,80,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Foreign Languages and Literatures,'16.0000',21,6,15,21,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Health Professions and Related Sciences,'51.0000',89,36,53,84,34,50,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Home Economics,'19.0000',108,5,103,103,5,98,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Mathematics,'27.0000',10,4,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Parks- Recreation- Leisure and Fitness,'31.0000',69,41,28,68,41,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Philosophy and Religion,'38.0000',5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Physical Sciences,'40.0000',56,38,18,50,36,14,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,2
1992-1993,155399,Kansas State University,Bachelor's degree,Psychology,'42.0000',104,27,77,93,23,70,5,2,3,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Public Administration and Services,'44.0000',36,3,33,35,3,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,155399,Kansas State University,Bachelor's degree,Social Sciences and History,'45.0000',277,162,115,248,142,106,15,11,4,7,6,1,1,1,0,4,1,3,0,0,0,2,1,1
1992-1993,155399,Kansas State University,Bachelor's degree,Visual and Performing Arts,'50.0000',118,34,84,105,29,76,5,2,3,3,0,3,1,1,0,2,1,1,0,0,0,2,1,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Business and Production,'01.0000',17,12,5,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Agricultural Sciences,'02.0000',27,15,12,23,14,9,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Architecture and Related Programs,'04.0000',81,50,31,69,42,27,3,2,1,5,4,1,3,1,2,0,0,0,0,0,0,1,1,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Area- Ethnic and Cultural Studies,'05.0000',4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Biological Sciences/Life Sciences,'26.0000',144,70,74,114,55,59,10,2,8,7,5,2,8,3,5,1,1,0,1,1,0,3,3,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Business Management and Admin. Services,'52.0000',589,315,274,518,282,236,29,10,19,8,5,3,13,6,7,1,1,0,2,2,0,18,9,9
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Communications,'09.0000',123,37,86,105,35,70,16,1,15,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Computer and Information Sciences,'11.0000',41,32,9,28,25,3,4,2,2,0,0,0,4,3,1,0,0,0,1,0,1,4,2,2
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Conservation and Renew. Natural Resources,'03.0000',51,37,14,47,34,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,'13.0000',298,55,243,276,46,230,16,6,10,1,0,1,3,2,1,1,0,1,0,0,0,1,1,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering,'14.0000',267,222,45,219,187,32,17,10,7,3,2,1,16,13,3,2,1,1,0,0,0,10,9,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Engineering-Related Technologies,'15.0000',32,31,1,30,29,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages and Literatures,'16.0000',45,16,29,36,11,25,2,0,2,4,4,0,1,0,1,0,0,0,0,0,0,2,1,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Health Professions and Related Sciences,'51.0000',70,12,58,62,10,52,6,1,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Home Economics,'19.0000',39,2,37,36,2,34,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Law and Legal Studies,'22.0000',18,8,10,16,7,9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Liberal/General Studies and Humanities,'24.0000',355,169,186,322,152,170,26,13,13,4,4,0,0,0,0,2,0,2,0,0,0,1,0,1
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Marketing Opers./Market. and Distribution,'08.0000',20,2,18,17,1,16,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1992-1993,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,'27.0000',29,14,15,22,11,11,3,1,2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
