Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2005-2006,221999,Vanderbilt University,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,43,10,33,30,4,26,6,3,3,1,0,1,3,1,2,0,0,0,3,2,1,0,0,0
2005-2006,221999,Vanderbilt University,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,57,23,34,37,16,21,4,0,4,4,3,1,3,2,1,0,0,0,9,2,7,0,0,0
2005-2006,221999,Vanderbilt University,Philosophy and religious studies.,'38',Bachelor's degree,First major,28,16,12,21,12,9,2,1,1,1,1,0,1,0,1,0,0,0,3,2,1,0,0,0
2005-2006,221999,Vanderbilt University,Physical sciences.,'40',Bachelor's degree,First major,41,21,20,30,16,14,1,1,0,0,0,0,4,1,3,0,0,0,4,3,1,2,0,2
2005-2006,221999,Vanderbilt University,Computer and information sciences and support services.,'11',Bachelor's degree,First major,30,27,3,21,19,2,2,1,1,1,1,0,2,2,0,0,0,0,2,2,0,2,2,0
2005-2006,221999,Vanderbilt University,Education.,'13',Bachelor's degree,First major,59,7,52,50,5,45,3,0,3,2,1,1,1,0,1,0,0,0,3,1,2,0,0,0
2005-2006,221999,Vanderbilt University,History,'54',Bachelor's degree,First major,63,47,16,51,37,14,1,1,0,2,2,0,2,2,0,1,1,0,6,4,2,0,0,0
2005-2006,221999,Vanderbilt University,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,18,5,13,13,2,11,1,1,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0
2005-2006,221999,Vanderbilt University,Biological and biomedical sciences.,'26',Bachelor's degree,First major,40,19,21,24,10,14,5,1,4,1,1,0,7,5,2,0,0,0,1,1,0,2,1,1
2005-2006,221999,Vanderbilt University,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,51,27,24,39,23,16,1,1,0,3,1,2,1,0,1,0,0,0,7,2,5,0,0,0
2005-2006,221999,Vanderbilt University,Public administration and social service professions.,'44',Bachelor's degree,First major,7,3,4,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0
