Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Major,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
2005-2006,122755,San Jose State University,Philosophy and religious studies.,'38',Bachelor's degree,First major,18,13,5,9,7,2,1,0,1,2,2,0,3,2,1,0,0,0,3,2,1,0,0,0
2005-2006,122755,San Jose State University,Public administration and social service professions.,'44',Bachelor's degree,First major,54,6,48,9,0,9,4,0,4,16,0,16,15,3,12,0,0,0,9,3,6,1,0,1
2005-2006,122755,San Jose State University,Security and protective services.,'43',Bachelor's degree,First major,159,81,78,39,21,18,13,6,7,47,22,25,29,15,14,2,0,2,28,17,11,1,0,1
2005-2006,122755,San Jose State University,Biological and biomedical sciences.,'26',Bachelor's degree,First major,58,19,39,18,5,13,1,1,0,5,0,5,22,7,15,0,0,0,9,5,4,3,1,2
2005-2006,122755,San Jose State University,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1331,634,697,253,138,115,27,16,11,151,68,83,665,301,364,7,2,5,151,82,69,77,27,50
2005-2006,122755,San Jose State University,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,243,107,136,88,38,50,15,9,6,32,11,21,53,31,22,0,0,0,43,14,29,12,4,8
2005-2006,122755,San Jose State University,Education.,'13',Bachelor's degree,First major,130,9,121,47,3,44,5,1,4,18,0,18,40,2,38,0,0,0,18,3,15,2,0,2
2005-2006,122755,San Jose State University,Natural resources and conservation.,'03',Bachelor's degree,First major,24,10,14,11,5,6,0,0,0,3,0,3,7,3,4,0,0,0,2,2,0,1,0,1
2005-2006,122755,San Jose State University,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,122755,San Jose State University,Computer and information sciences and support services.,'11',Bachelor's degree,First major,183,139,44,32,28,4,3,3,0,9,9,0,97,70,27,0,0,0,23,17,6,19,12,7
2005-2006,122755,San Jose State University,English language and literature/letters.,'23',Bachelor's degree,First major,155,56,99,79,31,48,6,3,3,21,5,16,18,6,12,2,0,2,28,10,18,1,1,0
2005-2006,122755,San Jose State University,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,100,50,50,44,19,25,4,3,1,9,4,5,25,14,11,1,0,1,16,9,7,1,1,0
2005-2006,122755,San Jose State University,Physical sciences.,'40',Bachelor's degree,First major,35,20,15,11,7,4,0,0,0,3,2,1,14,5,9,0,0,0,7,6,1,0,0,0
2005-2006,122755,San Jose State University,Transportation and materials moving.,'49',Bachelor's degree,First major,40,34,6,18,16,2,1,0,1,6,4,2,9,9,0,0,0,0,5,4,1,1,1,0
2005-2006,122755,San Jose State University,Engineering.,'14',Bachelor's degree,First major,432,341,91,73,63,10,14,13,1,34,31,3,220,166,54,2,2,0,49,39,10,40,27,13
2005-2006,122755,San Jose State University,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,303,35,268,77,3,74,23,5,18,33,3,30,117,17,100,0,0,0,47,6,41,6,1,5
2005-2006,122755,San Jose State University,Mathematics and statistics.,'27',Bachelor's degree,First major,26,11,15,6,5,1,1,1,0,1,1,0,13,3,10,0,0,0,2,0,2,3,1,2
2005-2006,122755,San Jose State University,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,48,9,39,17,5,12,5,1,4,10,2,8,13,1,12,0,0,0,3,0,3,0,0,0
2005-2006,122755,San Jose State University,Psychology.,'42',Bachelor's degree,First major,165,43,122,53,11,42,13,3,10,33,10,23,37,11,26,2,1,1,23,7,16,4,0,4
2005-2006,122755,San Jose State University,Social sciences.,'45',Bachelor's degree,First major,240,107,133,67,26,41,16,7,9,58,26,32,36,18,18,1,1,0,56,27,29,6,2,4
2005-2006,122755,San Jose State University,Visual and performing arts.,'50',Bachelor's degree,First major,353,150,203,107,52,55,7,3,4,41,19,22,114,47,67,1,0,1,63,26,37,20,3,17
2005-2006,228246,Southern Methodist University,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,10,3,7,6,1,5,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,440,258,182,331,196,135,9,5,4,32,13,19,31,15,16,3,0,3,0,0,0,34,29,5
2005-2006,228246,Southern Methodist University,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,10,2,8,7,2,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Mathematics and statistics.,'27',Bachelor's degree,First major,37,19,18,25,13,12,2,0,2,2,2,0,5,2,3,0,0,0,0,0,0,3,2,1
2005-2006,228246,Southern Methodist University,Philosophy and religious studies.,'38',Bachelor's degree,First major,27,20,7,20,15,5,4,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Psychology.,'42',Bachelor's degree,First major,122,27,95,107,25,82,2,0,2,8,2,6,1,0,1,3,0,3,0,0,0,1,0,1
2005-2006,228246,Southern Methodist University,Computer and information sciences and support services.,'11',Bachelor's degree,First major,19,14,5,12,9,3,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,3,2,1
2005-2006,228246,Southern Methodist University,Education.,'13',Bachelor's degree,First major,8,5,3,7,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,English language and literature/letters.,'23',Bachelor's degree,First major,44,14,30,35,9,26,3,1,2,4,3,1,0,0,0,0,0,0,0,0,0,2,1,1
2005-2006,228246,Southern Methodist University,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,41,11,30,24,7,17,1,0,1,12,2,10,1,0,1,0,0,0,0,0,0,3,2,1
2005-2006,228246,Southern Methodist University,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Social sciences.,'45',Bachelor's degree,First major,265,146,119,183,97,86,12,5,7,20,12,8,16,9,7,2,0,2,0,0,0,32,23,9
2005-2006,228246,Southern Methodist University,Biological and biomedical sciences.,'26',Bachelor's degree,First major,59,21,38,38,13,25,1,0,1,4,1,3,15,6,9,0,0,0,0,0,0,1,1,0
2005-2006,228246,Southern Methodist University,Engineering technologies/technicians.,'15',Bachelor's degree,First major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Engineering.,'14',Bachelor's degree,First major,70,47,23,37,29,8,6,2,4,11,7,4,11,5,6,0,0,0,0,0,0,5,4,1
2005-2006,228246,Southern Methodist University,History,'54',Bachelor's degree,First major,34,23,11,29,20,9,1,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Natural resources and conservation.,'03',Bachelor's degree,First major,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Physical sciences.,'40',Bachelor's degree,First major,23,8,15,14,4,10,0,0,0,5,2,3,2,0,2,0,0,0,0,0,0,2,2,0
2005-2006,228246,Southern Methodist University,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,240,45,195,201,32,169,8,3,5,15,5,10,7,3,4,5,0,5,0,0,0,4,2,2
2005-2006,228246,Southern Methodist University,Public administration and social service professions.,'44',Bachelor's degree,First major,4,2,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2005-2006,228246,Southern Methodist University,Visual and performing arts.,'50',Bachelor's degree,First major,127,46,81,97,33,64,5,2,3,14,7,7,4,0,4,2,1,1,0,0,0,5,3,2
2005-2006,243744,Stanford University,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,53,12,41,16,5,11,14,3,11,9,2,7,9,0,9,1,0,1,2,1,1,2,1,1
2005-2006,243744,Stanford University,Biological and biomedical sciences.,'26',Bachelor's degree,First major,156,84,72,47,23,24,9,4,5,15,8,7,69,40,29,1,0,1,5,3,2,10,6,4
2005-2006,243744,Stanford University,Computer and information sciences and support services.,'11',Bachelor's degree,First major,82,68,14,32,31,1,7,5,2,5,5,0,21,13,8,0,0,0,4,4,0,13,10,3
2005-2006,243744,Stanford University,Engineering technologies/technicians.,'15',Bachelor's degree,First major,58,34,24,17,12,5,13,3,10,5,3,2,13,7,6,1,1,0,2,2,0,7,6,1
2005-2006,243744,Stanford University,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,41,12,29,21,6,15,2,1,1,10,2,8,2,0,2,2,1,1,4,2,2,0,0,0
2005-2006,243744,Stanford University,Physical sciences.,'40',Bachelor's degree,First major,71,40,31,41,22,19,6,3,3,5,2,3,10,4,6,1,1,0,5,5,0,3,3,0
2005-2006,243744,Stanford University,Visual and performing arts.,'50',Bachelor's degree,First major,42,10,32,20,6,14,6,0,6,3,2,1,8,1,7,0,0,0,1,1,0,4,0,4
2005-2006,243744,Stanford University,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,29,10,19,7,2,5,12,4,8,5,2,3,4,2,2,0,0,0,0,0,0,1,0,1
2005-2006,243744,Stanford University,History,'54',Bachelor's degree,First major,59,30,29,36,22,14,4,1,3,5,2,3,8,1,7,0,0,0,5,3,2,1,1,0
2005-2006,243744,Stanford University,Engineering.,'14',Bachelor's degree,First major,242,176,66,87,69,18,18,12,6,23,18,5,80,53,27,5,4,1,7,3,4,22,17,5
2005-2006,243744,Stanford University,Mathematics and statistics.,'27',Bachelor's degree,First major,54,46,8,29,25,4,2,2,0,3,3,0,12,9,3,0,0,0,3,2,1,5,5,0
2005-2006,243744,Stanford University,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,233,81,152,92,34,58,36,14,22,35,11,24,52,15,37,3,1,2,10,5,5,5,1,4
2005-2006,243744,Stanford University,Social sciences.,'45',Bachelor's degree,First major,409,204,205,165,90,75,41,19,22,64,33,31,91,38,53,11,3,8,15,7,8,22,14,8
2005-2006,243744,Stanford University,English language and literature/letters.,'23',Bachelor's degree,First major,81,29,52,46,17,29,3,1,2,8,3,5,18,4,14,1,1,0,1,0,1,4,3,1
2005-2006,243744,Stanford University,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,8,3,5,4,1,3,0,0,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0
2005-2006,243744,Stanford University,Philosophy and religious studies.,'38',Bachelor's degree,First major,37,22,15,23,13,10,6,5,1,1,1,0,5,2,3,1,0,1,0,0,0,1,1,0
2005-2006,243744,Stanford University,Psychology.,'42',Bachelor's degree,First major,75,24,51,35,14,21,7,4,3,12,3,9,11,1,10,5,1,4,4,1,3,1,0,1
2005-2006,243744,Stanford University,Public administration and social service professions.,'44',Bachelor's degree,First major,26,11,15,9,7,2,2,1,1,5,1,4,5,1,4,1,1,0,3,0,3,1,0,1
2005-2006,228723,Texas A & M University-College Station,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Biological and biomedical sciences.,'26',Bachelor's degree,First major,729,249,480,541,181,360,12,2,10,92,35,57,64,24,40,3,0,3,6,3,3,11,4,7
2005-2006,228723,Texas A & M University-College Station,Engineering technologies/technicians.,'15',Bachelor's degree,First major,289,258,31,245,225,20,6,3,3,27,20,7,8,7,1,1,1,0,1,1,0,1,1,0
2005-2006,228723,Texas A & M University-College Station,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,42,14,28,30,10,20,0,0,0,11,3,8,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,97,10,87,86,6,80,3,2,1,7,2,5,0,0,0,0,0,0,0,0,0,1,0,1
2005-2006,228723,Texas A & M University-College Station,Natural resources and conservation.,'03',Bachelor's degree,First major,162,87,75,138,75,63,2,0,2,16,10,6,4,0,4,0,0,0,1,1,0,1,1,0
2005-2006,228723,Texas A & M University-College Station,Philosophy and religious studies.,'38',Bachelor's degree,First major,31,22,9,26,18,8,1,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,92,9,83,76,7,69,1,0,1,10,1,9,2,0,2,2,1,1,0,0,0,1,0,1
2005-2006,228723,Texas A & M University-College Station,History,'54',Bachelor's degree,First major,189,125,64,164,108,56,0,0,0,19,14,5,2,0,2,2,1,1,2,2,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Mathematics and statistics.,'27',Bachelor's degree,First major,73,30,43,62,24,38,1,1,0,7,4,3,3,1,2,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,794,100,694,688,71,617,16,4,12,74,20,54,7,4,3,4,0,4,3,0,3,2,1,1
2005-2006,228723,Texas A & M University-College Station,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,363,173,190,318,151,167,4,2,2,32,16,16,4,2,2,3,1,2,2,1,1,0,0,0
2005-2006,228723,Texas A & M University-College Station,Visual and performing arts.,'50',Bachelor's degree,First major,25,8,17,20,5,15,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Computer and information sciences and support services.,'11',Bachelor's degree,First major,88,80,8,70,65,5,0,0,0,5,5,0,6,5,1,0,0,0,0,0,0,7,5,2
2005-2006,228723,Texas A & M University-College Station,Psychology.,'42',Bachelor's degree,First major,366,70,296,292,54,238,10,0,10,46,12,34,12,4,8,1,0,1,3,0,3,2,0,2
2005-2006,228723,Texas A & M University-College Station,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,First major,1050,588,462,918,514,404,22,12,10,76,44,32,9,6,3,15,6,9,4,3,1,6,3,3
2005-2006,228723,Texas A & M University-College Station,Architecture and related services.,'04',Bachelor's degree,First major,118,55,63,101,48,53,1,0,1,12,7,5,2,0,2,1,0,1,0,0,0,1,0,1
2005-2006,228723,Texas A & M University-College Station,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1373,643,730,1210,565,645,26,12,14,72,33,39,45,22,23,5,4,1,7,6,1,8,1,7
2005-2006,228723,Texas A & M University-College Station,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,52,14,38,46,14,32,2,0,2,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2005-2006,228723,Texas A & M University-College Station,Engineering.,'14',Bachelor's degree,First major,978,755,223,687,536,151,20,14,6,106,80,26,64,44,20,6,5,1,10,6,4,85,70,15
2005-2006,228723,Texas A & M University-College Station,English language and literature/letters.,'23',Bachelor's degree,First major,463,98,365,404,84,320,11,2,9,32,8,24,9,3,6,1,0,1,5,1,4,1,0,1
2005-2006,228723,Texas A & M University-College Station,Physical sciences.,'40',Bachelor's degree,First major,128,73,55,107,61,46,2,1,1,9,4,5,4,4,0,2,1,1,3,1,2,1,1,0
2005-2006,228723,Texas A & M University-College Station,Social sciences.,'45',Bachelor's degree,First major,652,375,277,531,309,222,14,5,9,70,43,27,22,11,11,5,2,3,2,1,1,8,4,4
2005-2006,100751,The University of Alabama,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,11,6,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,336,120,216,304,114,190,26,6,20,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Mathematics and statistics.,'27',Bachelor's degree,First major,14,8,6,11,6,5,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Natural resources and conservation.,'03',Bachelor's degree,First major,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Psychology.,'42',Bachelor's degree,First major,118,26,92,96,20,76,20,6,14,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Security and protective services.,'43',Bachelor's degree,First major,71,34,37,50,29,21,20,4,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Biological and biomedical sciences.,'26',Bachelor's degree,First major,75,42,33,65,35,30,4,2,2,0,0,0,5,5,0,0,0,0,0,0,0,1,0,1
2005-2006,100751,The University of Alabama,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,790,505,285,651,428,223,108,61,47,8,7,1,9,4,5,1,0,1,0,0,0,13,5,8
2005-2006,100751,The University of Alabama,Education.,'13',Bachelor's degree,First major,202,53,149,185,47,138,14,5,9,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,English language and literature/letters.,'23',Bachelor's degree,First major,69,23,46,56,20,36,9,1,8,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,25,12,13,23,11,12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,History,'54',Bachelor's degree,First major,57,37,20,50,35,15,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Engineering.,'14',Bachelor's degree,First major,188,142,46,158,124,34,21,11,10,1,1,0,4,3,1,1,1,0,0,0,0,3,2,1
2005-2006,100751,The University of Alabama,Physical sciences.,'40',Bachelor's degree,First major,30,18,12,25,16,9,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Public administration and social service professions.,'44',Bachelor's degree,First major,31,3,28,16,2,14,13,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2005-2006,100751,The University of Alabama,Social sciences.,'45',Bachelor's degree,First major,98,58,40,84,53,31,13,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,100751,The University of Alabama,Visual and performing arts.,'50',Bachelor's degree,First major,122,36,86,108,30,78,9,4,5,2,0,2,1,0,1,0,0,0,0,0,0,2,2,0
2005-2006,100751,The University of Alabama,Computer and information sciences and support services.,'11',Bachelor's degree,First major,22,14,8,16,10,6,4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
2005-2006,100751,The University of Alabama,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,215,53,162,171,40,131,36,11,25,3,0,3,2,1,1,2,0,2,0,0,0,1,1,0
2005-2006,100751,The University of Alabama,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,246,43,203,212,37,175,28,4,24,1,0,1,1,0,1,2,1,1,0,0,0,2,1,1
2005-2006,100751,The University of Alabama,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,76,25,51,63,19,44,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2005-2006,100751,The University of Alabama,Philosophy and religious studies.,'38',Bachelor's degree,First major,11,9,2,10,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,228778,The University of Texas at Austin,Biological and biomedical sciences.,'26',Bachelor's degree,First major,714,326,388,320,154,166,24,11,13,95,44,51,256,108,148,1,0,1,1,1,0,17,8,9
2005-2006,228778,The University of Texas at Austin,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1109,557,552,642,345,297,26,11,15,91,35,56,311,144,167,9,5,4,1,0,1,29,17,12
2005-2006,228778,The University of Texas at Austin,History,'54',Bachelor's degree,First major,294,172,122,238,135,103,1,0,1,34,21,13,18,14,4,1,0,1,0,0,0,2,2,0
2005-2006,228778,The University of Texas at Austin,Engineering.,'14',Bachelor's degree,First major,976,765,211,510,409,101,22,9,13,105,74,31,256,209,47,4,4,0,4,2,2,75,58,17
2005-2006,228778,The University of Texas at Austin,English language and literature/letters.,'23',Bachelor's degree,First major,333,125,208,251,89,162,10,5,5,32,17,15,33,11,22,2,2,0,2,0,2,3,1,2
2005-2006,228778,The University of Texas at Austin,Social sciences.,'45',Bachelor's degree,First major,1261,714,547,797,448,349,47,17,30,186,116,70,167,96,71,4,3,1,5,2,3,55,32,23
2005-2006,228778,The University of Texas at Austin,Public administration and social service professions.,'44',Bachelor's degree,First major,67,8,59,39,6,33,7,1,6,17,1,16,4,0,4,0,0,0,0,0,0,0,0,0
2005-2006,228778,The University of Texas at Austin,Architecture and related services.,'04',Bachelor's degree,First major,66,31,35,38,20,18,2,1,1,15,8,7,10,1,9,0,0,0,0,0,0,1,1,0
2005-2006,228778,The University of Texas at Austin,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,1147,396,751,812,279,533,38,17,21,159,57,102,119,37,82,1,0,1,4,2,2,14,4,10
2005-2006,228778,The University of Texas at Austin,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,263,10,253,158,3,155,8,0,8,36,6,30,57,1,56,1,0,1,2,0,2,1,0,1
2005-2006,228778,The University of Texas at Austin,Foreign languages- literatures- and linguistics.,'16',Bachelor's degree,First major,269,96,173,180,73,107,9,1,8,47,11,36,24,7,17,2,2,0,0,0,0,7,2,5
2005-2006,228778,The University of Texas at Austin,Health professions and related clinical sciences.,'51',Bachelor's degree,First major,269,37,232,178,17,161,12,3,9,43,8,35,28,8,20,0,0,0,1,0,1,7,1,6
2005-2006,228778,The University of Texas at Austin,Mathematics and statistics.,'27',Bachelor's degree,First major,192,118,74,88,45,43,9,4,5,23,17,6,51,38,13,1,1,0,0,0,0,20,13,7
2005-2006,228778,The University of Texas at Austin,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,174,89,85,126,69,57,8,3,5,23,9,14,14,7,7,0,0,0,1,1,0,2,0,2
2005-2006,228778,The University of Texas at Austin,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,150,63,87,86,41,45,5,1,4,35,12,23,19,7,12,0,0,0,1,1,0,4,1,3
2005-2006,228778,The University of Texas at Austin,Computer and information sciences and support services.,'11',Bachelor's degree,First major,264,232,32,128,117,11,4,4,0,16,14,2,80,66,14,1,1,0,1,1,0,34,29,5
2005-2006,228778,The University of Texas at Austin,Liberal arts and sciences- general studies and humanities.,'24',Bachelor's degree,First major,155,72,83,94,44,50,3,1,2,7,4,3,49,22,27,1,0,1,1,1,0,0,0,0
2005-2006,228778,The University of Texas at Austin,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,317,32,285,215,24,191,14,3,11,51,5,46,34,0,34,0,0,0,1,0,1,2,0,2
2005-2006,228778,The University of Texas at Austin,Philosophy and religious studies.,'38',Bachelor's degree,First major,94,57,37,67,41,26,2,2,0,13,10,3,8,2,6,2,1,1,1,1,0,1,0,1
2005-2006,228778,The University of Texas at Austin,Physical sciences.,'40',Bachelor's degree,First major,140,91,49,97,61,36,1,0,1,15,12,3,22,16,6,0,0,0,0,0,0,5,2,3
2005-2006,228778,The University of Texas at Austin,Psychology.,'42',Bachelor's degree,First major,385,111,274,234,68,166,14,1,13,66,20,46,62,21,41,1,0,1,1,1,0,7,0,7
2005-2006,228778,The University of Texas at Austin,Visual and performing arts.,'50',Bachelor's degree,First major,303,95,208,219,65,154,9,5,4,39,14,25,23,8,15,4,2,2,2,0,2,7,1,6
2005-2006,134130,University of Florida,Agriculture- agriculture operations- and related sciences.,'01',Bachelor's degree,First major,501,217,284,339,152,187,33,17,16,59,23,36,51,12,39,5,3,2,3,2,1,11,8,3
2005-2006,134130,University of Florida,Business- management- marketing- and related support services.,'52',Bachelor's degree,First major,1375,791,584,1012,593,419,56,25,31,173,102,71,94,48,46,5,3,2,8,4,4,27,16,11
2005-2006,134130,University of Florida,Engineering.,'14',Bachelor's degree,First major,839,681,158,557,453,104,36,28,8,129,102,27,80,66,14,7,5,2,6,5,1,24,22,2
2005-2006,134130,University of Florida,Architecture and related services.,'04',Bachelor's degree,First major,110,61,49,75,42,33,6,3,3,14,6,8,14,9,5,0,0,0,0,0,0,1,1,0
2005-2006,134130,University of Florida,Area- ethnic- cultural- and gender studies.,'05',Bachelor's degree,First major,7,0,7,3,0,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2005-2006,134130,University of Florida,Computer and information sciences and support services.,'11',Bachelor's degree,First major,69,62,7,49,46,3,3,2,1,9,6,3,4,4,0,0,0,0,2,2,0,2,2,0
2005-2006,134130,University of Florida,Engineering technologies/technicians.,'15',Bachelor's degree,First major,133,117,16,110,96,14,0,0,0,13,12,1,7,7,0,2,2,0,0,0,0,1,0,1
2005-2006,134130,University of Florida,History,'54',Bachelor's degree,First major,204,124,80,169,104,65,8,3,5,16,10,6,9,5,4,1,1,0,1,1,0,0,0,0
2005-2006,134130,University of Florida,Security and protective services.,'43',Bachelor's degree,First major,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-2006,134130,University of Florida,Mathematics and statistics.,'27',Bachelor's degree,First major,71,44,27,50,32,18,3,2,1,10,5,5,5,2,3,2,2,0,0,0,0,1,1,0
2005-2006,134130,University of Florida,Natural resources and conservation.,'03',Bachelor's degree,First major,97,46,51,79,36,43,8,6,2,4,1,3,2,0,2,0,0,0,2,1,1,2,2,0
2005-2006,134130,University of Florida,Parks- recreation- leisure- and fitness studies.,'31',Bachelor's degree,First major,352,142,210,276,113,163,36,11,25,27,15,12,9,2,7,0,0,0,2,0,2,2,1,1
2005-2006,134130,University of Florida,Psychology.,'42',Bachelor's degree,First major,453,117,336,308,79,229,33,3,30,67,17,50,37,16,21,4,1,3,3,1,2,1,0,1
2005-2006,134130,University of Florida,Social sciences.,'45',Bachelor's degree,First major,1157,580,577,837,431,406,114,39,75,127,66,61,55,31,24,6,4,2,11,7,4,7,2,5
2005-2006,134130,University of Florida,Visual and performing arts.,'50',Bachelor's degree,First major,237,80,157,153,46,107,11,6,5,45,18,27,19,7,12,2,0,2,2,0,2,5,3,2
2005-2006,134130,University of Florida,Biological and biomedical sciences.,'26',Bachelor's degree,First major,280,103,177,178,72,106,15,2,13,40,14,26,39,13,26,1,0,1,4,1,3,3,1,2
2005-2006,134130,University of Florida,Family and consumer sciences/human sciences.,'19',Bachelor's degree,First major,68,11,57,36,5,31,21,3,18,4,0,4,1,0,1,2,1,1,3,2,1,1,0,1
2005-2006,134130,University of Florida,Multi/interdisciplinary studies.,'30',Bachelor's degree,First major,137,62,75,98,44,54,5,3,2,14,4,10,17,9,8,0,0,0,2,1,1,1,1,0
2005-2006,134130,University of Florida,Physical sciences.,'40',Bachelor's degree,First major,109,65,44,75,50,25,5,2,3,15,7,8,12,5,7,0,0,0,0,0,0,2,1,1
2005-2006,134130,University of Florida,Communication- journalism- and related programs.,'09',Bachelor's degree,First major,669,175,494,499,130,369,37,10,27,98,25,73,23,6,17,1,1,0,6,1,5,5,2,3
2005-2006,134130,University of Florida,Education.,'13',Bachelor's degree,First major,254,17,237,221,16,205,7,0,7,22,1,21,3,0,3,0,0,0,0,0,0,1,0,1
