CIP_Classificaiton,Award_Level,Year,unitid,Institution_Name,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS.PI,T.AS.PI.M,T.AS.PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F,cipcode
Mathematics,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,57,34,23,49,27,22,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,5,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,221999,Vanderbilt University,92,51,41,85,48,37,5,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,77,36,41,72,34,38,3,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,122755,San Jose State University,39,18,21,20,11,9,0,0,0,1,0,1,8,2,6,0,0,0,5,4,1,5,1,4,'27.0000'
Mathematics,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,23,10,13,18,5,13,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,147767,Northwestern University,23,14,9,16,11,5,2,1,1,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,134097,Florida State University,15,7,8,12,6,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,97,72,25,72,54,18,2,2,0,9,7,2,7,4,3,0,0,0,0,0,0,7,5,2,'27.0000'
Mathematics,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,36,17,19,32,15,17,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,1,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,63,44,19,51,36,15,2,1,1,1,1,0,4,2,2,0,0,0,4,3,1,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,198419,Duke University,22,13,9,18,11,7,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,100751,The University of Alabama,17,7,10,13,5,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,100858,Auburn University,49,30,19,41,25,16,6,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,79,49,30,66,38,28,4,3,1,0,0,0,6,6,0,0,0,0,0,0,0,3,2,1,'27.0000'
Mathematics,Bachelor's degree,1989-1990,217882,Clemson University,32,15,17,27,14,13,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'27.0000'
Mathematics,Bachelor's degree,1989-1990,139959,University of Georgia,30,14,16,18,7,11,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,9,4,5,'27.0000'
Mathematics,Bachelor's degree,1989-1990,123961,University of Southern California,14,6,8,7,3,4,1,1,0,1,0,1,4,2,2,0,0,0,0,0,0,1,0,1,'27.0000'
Mechanics and Repairers,Bachelor's degree,1989-1990,230728,Utah State University,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Military Sciences,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,198419,Duke University,96,35,61,84,29,55,3,1,2,3,2,1,4,3,1,0,0,0,0,0,0,2,0,2,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,139959,University of Georgia,23,15,8,18,11,7,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,16,7,9,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,209542,Oregon State University,57,37,20,46,31,15,2,2,0,1,1,0,4,1,3,2,2,0,1,0,1,1,0,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,100751,The University of Alabama,103,47,56,97,43,54,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,52,21,31,48,20,28,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,17,8,9,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,147767,Northwestern University,21,8,13,19,7,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,123961,University of Southern California,78,27,51,63,26,37,8,1,7,2,0,2,5,0,5,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,142115,Boise State University,22,19,3,19,16,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,118,44,74,101,36,65,2,1,1,11,4,7,2,1,1,0,0,0,0,0,0,2,2,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,157289,University of Louisville,8,2,6,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,134130,University of Florida,30,15,15,25,13,12,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,243744,Stanford University,159,58,101,115,42,73,10,0,10,12,6,6,20,8,12,2,2,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,221999,Vanderbilt University,41,9,32,38,7,31,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,209551,University of Oregon,55,26,29,40,15,25,1,1,0,1,1,0,5,5,0,0,0,0,7,4,3,1,0,1,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,155399,Kansas State University,34,21,13,34,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,122755,San Jose State University,35,9,26,28,7,21,1,1,0,2,0,2,1,0,1,1,1,0,2,0,2,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,12,6,6,11,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,16,5,11,13,4,9,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,144,43,101,129,39,90,4,0,4,0,0,0,11,4,7,0,0,0,0,0,0,0,0,0,'30.0000'
Multi/Interdisciplinary Studies,Bachelor's degree,1989-1990,131496,Georgetown University,3,1,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,'30.0000'
Parks and Recreation,Bachelor's degree,1989-1990,100858,Auburn University,12,7,5,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,142115,Boise State University,19,11,8,16,8,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,217882,Clemson University,75,29,46,73,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,NA
Parks and Recreation,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,72,36,36,68,33,35,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,25,17,8,25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,134097,Florida State University,52,13,39,48,12,36,1,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,29,11,18,27,11,16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,155399,Kansas State University,22,9,13,22,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,100751,The University of Alabama,4,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,209551,University of Oregon,84,39,45,69,30,39,1,1,0,1,1,0,2,1,1,0,0,0,7,3,4,4,3,1,NA
Parks and Recreation,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,36,31,5,30,25,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,230728,Utah State University,16,9,7,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,209542,Oregon State University,14,7,7,10,4,6,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,123961,University of Southern California,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,8,2,6,6,1,5,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,122755,San Jose State University,18,5,13,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,157289,University of Louisville,5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,24,10,14,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Parks and Recreation,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,25,9,16,22,6,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
Philosophy and Religion,Bachelor's degree,1989-1990,100858,Auburn University,6,2,4,5,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,18,13,5,15,11,4,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,157289,University of Louisville,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,122755,San Jose State University,17,10,7,13,7,6,0,0,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,209551,University of Oregon,22,15,7,17,12,5,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,155399,Kansas State University,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,16,12,4,15,11,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,152080,University of Notre Dame,32,26,6,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,228246,Southern Methodist University,11,7,4,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,43,29,14,37,26,11,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,134130,University of Florida,15,11,4,12,9,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,198419,Duke University,16,14,2,15,13,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,19,14,5,18,13,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,230728,Utah State University,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,8,7,1,7,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,139959,University of Georgia,11,9,2,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,147767,Northwestern University,23,15,8,17,11,6,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,135726,University of Miami,12,6,6,6,5,1,0,0,0,5,1,4,1,0,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,131496,Georgetown University,32,25,7,22,18,4,0,0,0,4,3,1,4,3,1,0,0,0,0,0,0,2,1,1,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,100751,The University of Alabama,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,243744,Stanford University,34,23,11,27,17,10,2,2,0,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,221999,Vanderbilt University,16,12,4,16,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,20,13,7,15,11,4,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,13,7,6,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,209542,Oregon State University,11,8,3,8,6,2,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,52,37,15,47,33,14,1,1,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,134097,Florida State University,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,123961,University of Southern California,24,11,13,16,5,11,2,1,1,3,3,0,1,0,1,0,0,0,0,0,0,2,2,0,'38.0000'
Philosophy and Religion,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,69,45,24,63,40,23,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,'38.0000'
Physical Sciences,Bachelor's degree,1989-1990,134097,Florida State University,29,23,6,25,19,6,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,152080,University of Notre Dame,28,20,8,27,20,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,221999,Vanderbilt University,19,14,5,17,13,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,209551,University of Oregon,47,37,10,33,27,6,0,0,0,0,0,0,6,4,2,1,0,1,4,4,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,87,67,20,72,60,12,1,0,1,2,2,0,5,0,5,0,0,0,3,2,1,4,3,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,230728,Utah State University,21,16,5,17,12,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,217882,Clemson University,19,15,4,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,88,65,23,70,55,15,3,1,2,1,1,0,8,3,5,0,0,0,4,3,1,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,147767,Northwestern University,29,20,9,21,14,7,1,0,1,1,0,1,6,6,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,142115,Boise State University,9,8,1,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,15,12,3,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,122755,San Jose State University,59,41,18,26,22,4,2,2,0,5,4,1,14,5,9,1,1,0,7,5,2,4,2,2,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,228246,Southern Methodist University,11,10,1,8,8,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,45,31,14,37,26,11,5,3,2,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,198419,Duke University,48,33,15,41,26,15,2,2,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,228778,The University of Texas at Austin,110,83,27,82,60,22,1,1,0,12,10,2,7,6,1,0,0,0,0,0,0,8,6,2,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,78,62,16,71,58,13,2,0,2,1,1,0,3,2,1,0,0,0,0,0,0,1,1,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,70,51,19,60,43,17,2,1,1,1,1,0,3,2,1,0,0,0,0,0,0,4,4,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,228723,Texas A & M University-College Station,85,63,22,77,57,20,1,0,1,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,134130,University of Florida,59,40,19,43,29,14,2,1,1,7,6,1,5,3,2,0,0,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,243744,Stanford University,41,33,8,31,25,6,1,0,1,1,1,0,5,5,0,0,0,0,0,0,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,139959,University of Georgia,25,20,5,22,18,4,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,181464,University of Nebraska-Lincoln,39,29,10,35,26,9,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,123961,University of Southern California,14,8,6,7,6,1,1,0,1,2,1,1,2,1,1,0,0,0,0,0,0,2,0,2,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,155399,Kansas State University,22,17,5,19,16,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,100751,The University of Alabama,18,12,6,14,10,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,135726,University of Miami,45,25,20,27,19,8,3,1,2,9,4,5,4,1,3,0,0,0,0,0,0,2,0,2,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,67,55,12,64,53,11,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,131496,Georgetown University,17,14,3,13,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,100858,Auburn University,27,21,6,25,19,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,32,25,7,26,21,5,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,209542,Oregon State University,27,22,5,23,18,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,'40.0000'
Physical Sciences,Bachelor's degree,1989-1990,157289,University of Louisville,26,21,5,22,18,4,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,0,'40.0000'
Protective Services,Bachelor's degree,1989-1990,207388,Oklahoma State University-Main Campus,20,19,1,18,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,218663,University of South Carolina-Columbia,93,56,37,68,46,22,24,9,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,122755,San Jose State University,90,57,33,54,32,22,5,1,4,12,8,4,12,9,3,2,2,0,4,4,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,49,37,12,38,29,9,7,5,2,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,142115,Boise State University,24,13,11,21,12,9,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,135726,University of Miami,7,3,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,199120,University of North Carolina at Chapel Hill,51,19,32,37,14,23,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,134097,Florida State University,211,132,79,181,117,64,17,9,8,12,5,7,0,0,0,0,0,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,100858,Auburn University,41,25,16,34,22,12,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,228246,Southern Methodist University,8,5,3,6,4,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,186380,Rutgers University-New Brunswick,54,34,20,35,20,15,14,9,5,1,1,0,3,3,0,0,0,0,1,1,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,50,32,18,38,24,14,11,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,157289,University of Louisville,51,31,20,40,26,14,8,3,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,139959,University of Georgia,36,23,13,35,23,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,134130,University of Florida,77,43,34,65,37,28,6,3,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,'43.0000'
Protective Services,Bachelor's degree,1989-1990,100751,The University of Alabama,53,34,19,44,30,14,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'43.0000'
Psychology,Bachelor's degree,1989-1990,134097,Florida State University,197,51,146,175,42,133,11,3,8,9,4,5,2,2,0,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1989-1990,170976,University of Michigan-Ann Arbor,513,134,379,447,119,328,32,6,26,7,2,5,24,6,18,0,0,0,0,0,0,3,1,2,'42.0000'
Psychology,Bachelor's degree,1989-1990,155399,Kansas State University,53,17,36,52,17,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1989-1990,230728,Utah State University,45,18,27,41,17,24,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,'42.0000'
Psychology,Bachelor's degree,1989-1990,157289,University of Louisville,79,23,56,69,20,49,4,1,3,2,2,0,1,0,1,1,0,1,0,0,0,2,0,2,'42.0000'
Psychology,Bachelor's degree,1989-1990,209551,University of Oregon,211,73,138,168,51,117,2,2,0,2,1,1,9,6,3,2,1,1,17,8,9,11,4,7,'42.0000'
Psychology,Bachelor's degree,1989-1990,207500,University of Oklahoma Norman Campus,106,33,73,96,31,65,4,0,4,2,1,1,1,0,1,3,1,2,0,0,0,0,0,0,'42.0000'
Psychology,Bachelor's degree,1989-1990,204796,Ohio State University-Main Campus,282,85,197,254,79,175,11,1,10,2,0,2,4,1,3,2,0,2,8,4,4,1,0,1,'42.0000'
Psychology,Bachelor's degree,1989-1990,159391,Louisiana State University and Agricultural & Mechanical College,189,59,130,173,50,123,10,4,6,1,1,0,3,2,1,1,1,0,0,0,0,1,1,0,'42.0000'
Psychology,Bachelor's degree,1989-1990,209542,Oregon State University,60,23,37,50,18,32,1,0,1,2,1,1,2,2,0,0,0,0,3,1,2,2,1,1,'42.0000'
