ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown/Last_School,Player_URL,
FSU,MBBALL,2006-2007,10,Ralph Mims,Ralph,Mims,G,6/3/13,211,Jr.,"Pensacola, Fla./Brunswick (ME)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/mims_ralph00.html,
FSU,MBBALL,2006-2007,11,Jerel Allen,Jerel,Allen,G,6/4/13,201,Sr.,"Detroit, Mich./Mott Community College",http://seminoles.collegesports.com/sports/m-baskbl/mtt/allen_jerel00.html,
FSU,MBBALL,2006-2007,12,Al Thornton,Al,Thornton,F,6/8/13,230,Sr.,"Perry, Ga./Perry College",http://seminoles.collegesports.com/sports/m-baskbl/mtt/thornton_al00.html,
FSU,MBBALL,2006-2007,15,Casaan Breeden,Casaan,Breeden,F,6/8/13,200,So.,"Bennettsville, S.C./Marlboro County",http://seminoles.collegesports.com/sports/m-baskbl/mtt/breeden_casaan00.html,
FSU,MBBALL,2006-2007,23,Toney Douglas,Toney,Douglas,G,6/1/13,200,So.,"Jonesboro, Ga./Jonesboro",http://seminoles.collegesports.com/sports/m-baskbl/mtt/douglas_toney00.html,
FSU,MBBALL,2006-2007,25,Jason Rich,Jason,Rich,G,6/3/13,205,Jr.,"Pensacola, Fla./Dr. Phillips",http://seminoles.collegesports.com/sports/m-baskbl/mtt/rich_jason00.html,
FSU,MBBALL,2006-2007,31,Brian Hoff,Brian,Hoff,G,6/6/13,195,So.,"Jacksonville, Fla./Arlington County Day",http://seminoles.collegesports.com/sports/m-baskbl/mtt/hoff_brian00.html,
FSU,MBBALL,2006-2007,33,Matt Zitani,Matt,Zitani,F,6/7/13,228,Jr.,"Kaduna, Nigeria/Montverde Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/zitani_matt00.html,
FSU,MBBALL,2006-2007,41,Uche Echefu,Uche,Echefu,F,6/9/13,225,So.,"Port St. Lucie, Fla./Indiana Ricer C.C.",http://seminoles.collegesports.com/sports/m-baskbl/mtt/echefu_uche00.html,
FSU,MBBALL,2006-2007,42,Ryan Reid,Ryan,Reid,F,6/9/13,230,Fr.,"Lagos, Nigeria/Montrose Christian School",http://seminoles.collegesports.com/sports/m-baskbl/mtt/reid_ryan00.html,
FSU,MBBALL,2005-2006,3,Isaiah Swann,Isaiah,Swann,G,6/1/13,197,So.,"Germantown, Md./Hargrave Military Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/swann_isaiah00.html,
FSU,MBBALL,2005-2006,4,Todd Galloway,Todd,Galloway,G,5/11/13,178,Sr.,"Baltimore, Md./Notre Dame (Va.) Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/galloway_todd00.html,
FSU,MBBALL,2005-2006,10,Ralph Mims,Ralph,Mims,G,6/2/13,200,So.,"Pensacola, Fla./Brunswick (Me.)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/mims_ralph00.html,
FSU,MBBALL,2005-2006,11,Jerel Allen,Jerel,Allen,G,6/4/13,195,Jr.,"Detroit, Mich./Mott C.C.",http://seminoles.collegesports.com/sports/m-baskbl/mtt/allen_jerel00.html,
FSU,MBBALL,2005-2006,12,Al Thornton,Al,Thornton,F,6/7/13,208,Jr.,"Perry, Ga./Perry",http://seminoles.collegesports.com/sports/m-baskbl/mtt/thornton_al00.html,
FSU,MBBALL,2005-2006,15,Casaan Breeden,Casaan,Breeden,F,6/8/13,195,Fr.,"Bennettsville, S.C./Marlboro County",http://seminoles.collegesports.com/sports/m-baskbl/mtt/breeden_casaan00.html,
FSU,MBBALL,2005-2006,20,Andrew Wilson,Andrew,Wilson,G/F,6/6/13,206,Sr.,"Kennesaw, Ga./Harrison",http://seminoles.collegesports.com/sports/m-baskbl/mtt/wilson_andrew00.html,
FSU,MBBALL,2005-2006,21,Jason Rich,Jason,Rich,G,6/3/13,185,So.,"Pensacola, Fla./Dr. Phillips (Orlando, Fla.)",http://seminoles.collegesports.com/sports/m-baskbl/mtt/rich_jason00.html,
FSU,MBBALL,2005-2006,23,Toney Douglas,Toney,Douglas,G,6/1/13,190,So.,"Jonesboro, Ga./Auburn University",http://seminoles.collegesports.com/sports/m-baskbl/mtt/douglas_toney00.html,
FSU,MBBALL,2005-2006,25,Diego Romero,Diego,Romero,F,6/10/13,240,Sr.,"Comodoro Rivadavia, Argentina/Lon Morris (Tex.) J.C.",http://seminoles.collegesports.com/sports/m-baskbl/mtt/romero_diego00.html,
FSU,MBBALL,2005-2006,31,Brian Hoff,Brian,Hoff,G,6/5/13,185,Fr.,"Jacksonville, Fla./Arlington Country Day",http://seminoles.collegesports.com/sports/m-baskbl/mtt/hoff_brian00.html,
FSU,MBBALL,2005-2006,32,Alexander Johnson,Alexander,Johnson,F,6/10/13,250,Jr.,"Albany, Ga./ Bridgton (Maine) Academy",http://seminoles.collegesports.com/sports/m-baskbl/mtt/johnson_alexander00.html,
FSU,MBBALL,2005-2006,41,Uche Echefu,Uche,Echefu,F,6/9/13,220,Fr.,"Lagos, Nigeria/Montrose (MD.) Christian",http://seminoles.collegesports.com/sports/m-baskbl/mtt/echefu_uche00.html,
FSU,MBBALL,2005-2006,50,Matt Zitani,Matt,Zitani,F,6/7/13,235,Jr.,"Pt. St. Lucie, Fla./Indian River Community College/Lincoln Park",http://seminoles.collegesports.com/sports/m-baskbl/mtt/zitani_matt00.html,
