year,team,rank,value,value_change,debt_percent,revenue,expenses,operating_income,gate_revenue,media_revenue,stadium_revenue,player_expense,other_revenue,other_expense,name,team_id,wikiurl,imageurl,revenue_multiple,ebitda_multiple,debt,debt_yield,operating_income_yield,league
2006,New Orleans Saints,27.00,738.00,0.03,0.17,160.00,164.10,-4.10,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,0.07,0.00,1.87,0.00,-0.37,NFL
2006,Oakland Raiders,28.00,736.00,0.09,0.07,171.00,161.90,9.10,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,0.06,80.88,0.70,13.00,0.91,NFL
2006,San Francisco 49ers,29.00,734.00,0.05,0.14,171.00,159.20,11.80,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,0.05,62.20,1.26,9.37,1.31,NFL
2006,San Diego Chargers,30.00,731.00,0.08,0.14,170.00,145.20,24.80,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,0.05,29.48,1.12,22.14,3.10,NFL
2006,Atlanta Falcons,31.00,730.00,0.06,0.37,170.00,163.40,6.60,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,0.04,110.61,2.59,2.55,0.94,NFL
2006,Minnesota Vikings,32.00,720.00,0.09,0.44,167.00,150.70,16.30,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,0.04,44.17,2.64,6.17,2.72,NFL
2005,Washington Redskins,1.00,1264.00,0.15,0.19,287.00,233.00,54.00,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.40,23.41,240.16,0.22,0.04,NFL
2005,Dallas Cowboys,2.00,1063.00,0.15,0.19,231.00,177.00,54.00,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.60,19.69,201.97,0.27,0.05,NFL
2005,New England Patriots,3.00,1040.00,0.21,0.29,236.00,186.00,50.00,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.41,20.80,301.60,0.17,0.05,NFL
2005,Philadelphia Eagles,4.00,952.00,0.14,0.35,216.00,192.00,24.00,NA,NA,NA,NA,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.41,39.67,333.20,0.07,0.03,NFL
2005,Houston Texans,5.00,946.00,0.05,0.45,215.00,174.00,41.00,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.40,23.07,425.70,0.10,0.04,NFL
2005,Denver Broncos,6.00,907.00,0.11,0.22,202.00,153.00,49.00,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.49,18.51,199.54,0.25,0.05,NFL
2005,Cleveland Browns,7.00,892.00,0.12,0.11,203.00,162.00,41.00,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.39,21.76,98.12,0.42,0.05,NFL
2005,Carolina Panthers,8.00,878.00,0.16,0.14,195.00,171.00,24.00,NA,NA,NA,NA,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.50,36.58,122.92,0.20,0.03,NFL
2005,Tampa Bay Buccaneers,9.00,877.00,0.13,0.16,195.00,150.00,45.00,NA,NA,NA,NA,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.50,19.49,140.32,0.32,0.05,NFL
2005,Chicago Bears,10.00,871.00,0.11,0.22,193.00,153.00,40.00,NA,NA,NA,NA,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.51,21.78,191.62,0.21,0.05,NFL
2005,Baltimore Ravens,11.00,864.00,0.11,0.32,192.00,159.00,33.00,NA,NA,NA,NA,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,4.50,26.18,276.48,0.12,0.04,NFL
2005,Miami Dolphins,12.00,856.00,0.12,0.23,190.00,174.00,16.00,NA,NA,NA,NA,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.51,53.50,196.88,0.08,0.02,NFL
2005,Green Bay Packers,13.00,849.00,0.12,0.04,189.00,154.00,35.00,NA,NA,NA,NA,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.49,24.26,33.96,1.03,0.04,NFL
2005,Tennessee Titans,14.00,839.00,0.14,0.15,186.00,151.00,35.00,NA,NA,NA,NA,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.51,23.97,125.85,0.28,0.04,NFL
2005,Seattle Seahawks,15.00,823.00,0.16,0.14,183.00,169.00,14.00,NA,NA,NA,NA,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.50,58.79,115.22,0.12,0.02,NFL
2005,Pittsburgh Steelers,16.00,820.00,0.14,0.12,182.00,146.00,36.00,NA,NA,NA,NA,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.51,22.78,98.40,0.37,0.04,NFL
2005,New York Giants,17.00,806.00,0.17,0.08,175.00,148.00,27.00,NA,NA,NA,NA,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,4.61,29.85,64.48,0.42,0.03,NFL
2005,Detroit Lions,18.00,780.00,0.04,0.39,186.00,171.00,15.00,NA,NA,NA,NA,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,4.19,52.00,304.20,0.05,0.02,NFL
2005,Kansas City Chiefs,19.00,762.00,0.07,0.16,181.00,150.00,31.00,NA,NA,NA,NA,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.21,24.58,121.92,0.25,0.04,NFL
2005,St. Louis Rams,20.00,757.00,0.07,0.13,176.00,136.00,40.00,NA,NA,NA,NA,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,4.30,18.93,98.41,0.41,0.05,NFL
2005,New York Jets,21.00,739.00,0.08,0.14,172.00,160.00,12.00,NA,NA,NA,NA,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,4.30,61.58,103.46,0.12,0.02,NFL
2005,New Orleans Saints,22.00,718.00,0.15,0.17,175.00,132.00,43.00,NA,NA,NA,NA,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,4.10,16.70,122.06,0.35,0.06,NFL
2005,Cincinnati Bengals,23.00,716.00,0.06,0.14,171.00,125.00,46.00,NA,NA,NA,NA,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.19,15.57,100.24,0.46,0.06,NFL
2005,Indianapolis Colts,24.00,715.00,0.17,0.22,166.00,150.00,16.00,NA,NA,NA,NA,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,4.31,44.69,157.30,0.10,0.02,NFL
2005,Buffalo Bills,25.00,708.00,0.11,0.10,173.00,137.00,36.00,NA,NA,NA,NA,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,4.09,19.67,70.80,0.51,0.05,NFL
2005,San Francisco 49ers,26.00,699.00,0.10,0.14,171.00,127.00,44.00,NA,NA,NA,NA,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.09,15.89,97.86,0.45,0.06,NFL
2005,Jacksonville Jaguars,27.00,691.00,0.01,0.18,169.00,134.00,35.00,NA,NA,NA,NA,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,4.09,19.74,124.38,0.28,0.05,NFL
2005,Atlanta Falcons,28.00,690.00,0.14,0.40,168.00,141.00,27.00,NA,NA,NA,NA,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,4.11,25.56,276.00,0.10,0.04,NFL
2005,San Diego Chargers,29.00,678.00,0.09,0.15,165.00,132.00,33.00,NA,NA,NA,NA,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,4.11,20.55,101.70,0.32,0.05,NFL
2005,Oakland Raiders,30.00,676.00,0.08,0.08,169.00,161.00,8.00,NA,NA,NA,NA,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,4.00,84.50,54.08,0.15,0.01,NFL
2005,Arizona Cardinals,31.00,673.00,0.22,0.12,153.00,137.00,16.00,NA,NA,NA,NA,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,4.40,42.06,80.76,0.20,0.02,NFL
2005,Minnesota Vikings,32.00,658.00,0.09,0.48,164.00,148.00,16.00,NA,NA,NA,NA,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,4.01,41.13,315.84,0.05,0.02,NFL
2004,Washington Redskins,1.00,1104.00,0.16,0.20,245.00,175.00,70.00,69.00,NA,NA,99.00,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.51,15.77,220.80,0.32,0.06,NFL
2004,Dallas Cowboys,2.00,923.00,0.08,0.14,205.00,167.00,38.00,30.00,NA,NA,95.00,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.50,24.29,129.22,0.29,0.04,NFL
2004,Houston Texans,3.00,905.00,0.14,0.36,201.00,145.00,56.00,40.00,NA,NA,92.00,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.50,16.16,325.80,0.17,0.06,NFL
2004,New England Patriots,4.00,861.00,0.14,0.54,191.00,161.00,30.00,65.00,NA,NA,97.00,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.51,28.70,464.94,0.06,0.03,NFL
2004,Philadelphia Eagles,5.00,833.00,0.35,0.40,198.00,154.00,44.00,49.00,NA,NA,91.00,NA,NA,Eagles,phi,wikipedia.org/wiki/Philadelphia_Eagles,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Philadelphia_Eagles_primary_logo.svg/200px-Philadelphia_Eagles_primary_logo.svg.png,4.21,18.93,333.20,0.13,0.05,NFL
2004,Denver Broncos,6.00,815.00,0.19,0.25,183.00,140.00,43.00,54.00,NA,NA,85.00,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,4.45,18.95,203.75,0.21,0.05,NFL
2004,Cleveland Browns,7.00,798.00,0.15,0.13,183.00,124.00,59.00,42.00,NA,NA,70.00,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,4.36,13.53,103.74,0.57,0.07,NFL
2004,Chicago Bears,8.00,785.00,0.26,0.25,175.00,142.00,33.00,49.00,NA,NA,97.00,NA,NA,Bears,chi,wikipedia.org/wiki/Chicago_Bears,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/200px-Chicago_Bears_logo.svg.png,4.49,23.79,196.25,0.17,0.04,NFL
2004,Tampa Bay Buccaneers,9.00,779.00,0.16,0.18,175.00,150.00,25.00,46.00,NA,NA,102.00,NA,NA,Buccaneers,tam,wikipedia.org/wiki/Tampa_Bay_Buccaneers,http://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/200px-Tampa_Bay_Buccaneers_logo.svg.png,4.45,31.16,140.22,0.18,0.03,NFL
2004,Baltimore Ravens,10.00,776.00,0.20,0.35,172.00,137.00,35.00,41.00,NA,NA,90.00,NA,NA,Ravens,rav,wikipedia.org/wiki/Baltimore_Ravens,http://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/100px-Baltimore_Ravens_logo.svg.png,4.51,22.17,271.60,0.13,0.05,NFL
2004,Miami Dolphins,11.00,765.00,0.20,0.26,170.00,138.00,32.00,43.00,NA,NA,82.00,NA,NA,Dolphins,mia,wikipedia.org/wiki/Miami_Dolphins,http://upload.wikimedia.org/wikipedia/en/thumb/8/81/Miami_Dolphins_2013_Logo.svg/200px-Miami_Dolphins_2013_Logo.svg.png,4.50,23.91,198.90,0.16,0.04,NFL
2004,Carolina Panthers,12.00,760.00,0.18,0.16,169.00,152.00,17.00,38.00,NA,NA,92.00,NA,NA,Panthers,car,wikipedia.org/wiki/Carolina_Panthers,http://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Carolina_Panthers_logo_2012.svg/200px-Carolina_Panthers_logo_2012.svg.png,4.50,44.71,121.60,0.14,0.02,NFL
2004,Green Bay Packers,13.00,756.00,0.24,0.04,168.00,145.00,23.00,40.00,NA,NA,91.00,NA,NA,Packers,gnb,wikipedia.org/wiki/Green_Bay_Packers,http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,4.50,32.87,30.24,0.76,0.03,NFL
2004,Detroit Lions,14.00,747.00,0.18,0.29,168.00,143.00,25.00,42.00,NA,NA,92.00,NA,NA,Lions,det,wikipedia.org/wiki/Detroit_Lions,http://upload.wikimedia.org/wikipedia/en/thumb/3/3f/New_Lions_Logo.svg/200px-New_Lions_Logo.svg.png,4.45,29.88,216.63,0.12,0.03,NFL
2004,Tennessee Titans,15.00,736.00,0.19,0.17,164.00,142.00,22.00,36.00,NA,NA,90.00,NA,NA,Titans,oti,wikipedia.org/wiki/Tennessee_Titans,http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Tennessee_Titans_logo.svg/200px-Tennessee_Titans_logo.svg.png,4.49,33.45,125.12,0.18,0.03,NFL
2004,Pittsburgh Steelers,16.00,717.00,0.18,0.14,159.00,124.00,35.00,38.00,NA,NA,78.00,NA,NA,Steelers,pit,wikipedia.org/wiki/Pittsburgh_Steelers,http://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/200px-Pittsburgh_Steelers_logo.svg.png,4.51,20.49,100.38,0.35,0.05,NFL
2004,Seattle Seahawks,17.00,712.00,0.17,0.16,158.00,152.00,6.00,35.00,NA,NA,98.00,NA,NA,Seahawks,sea,wikipedia.org/wiki/Seattle_Seahawks,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Seattle_Seahawks_Vector_Logo.svg/200px-Seattle_Seahawks_Vector_Logo.svg.png,4.51,118.67,113.92,0.05,0.01,NFL
2004,Kansas City Chiefs,18.00,709.00,0.18,0.18,159.00,135.00,24.00,38.00,NA,NA,92.00,NA,NA,Chiefs,kan,wikipedia.org/wiki/Kansas_City_Chiefs,http://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/200px-Kansas_City_Chiefs_logo.svg.png,4.46,29.54,127.62,0.19,0.03,NFL
2004,St. Louis Rams,19.00,708.00,0.18,0.14,157.00,135.00,22.00,37.00,NA,NA,94.00,NA,NA,Rams,ram,wikipedia.org/wiki/St._Louis_Rams,http://upload.wikimedia.org/wikipedia/en/thumb/b/b8/St_Louis_Rams_logo.svg/100px-St_Louis_Rams_logo.svg.png,4.51,32.18,99.12,0.22,0.03,NFL
2004,New York Giants,20.00,692.00,0.21,0.09,154.00,134.00,20.00,40.00,NA,NA,92.00,NA,NA,Giants,nyg,wikipedia.org/wiki/New_York_Giants,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/200px-New_York_Giants_logo.svg.png,4.49,34.60,62.28,0.32,0.03,NFL
2004,Jacksonville Jaguars,21.00,688.00,0.21,0.18,153.00,136.00,17.00,33.00,NA,NA,94.00,NA,NA,Jaguars,jax,wikipedia.org/wiki/Jacksonville_Jaguars,http://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Jaguars_2013_logo.jpg/200px-Jaguars_2013_logo.jpg,4.50,40.47,123.84,0.14,0.02,NFL
2004,New York Jets,22.00,685.00,0.21,0.15,152.00,126.00,26.00,40.00,NA,NA,83.00,NA,NA,Jets,nyj,wikipedia.org/wiki/New_York_Jets,http://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/200px-New_York_Jets_logo.svg.png,4.51,26.35,102.75,0.25,0.04,NFL
2004,Cincinnati Bengals,23.00,675.00,0.20,0.01,150.00,136.00,14.00,33.00,NA,NA,100.00,NA,NA,Bengals,cin,wikipedia.org/wiki/Cincinnati_Bengals,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cincinnati_Bengals.svg/200px-Cincinnati_Bengals.svg.png,4.50,48.21,6.75,2.07,0.02,NFL
2004,Buffalo Bills,24.00,637.00,0.13,0.11,152.00,124.00,28.00,32.00,NA,NA,88.00,NA,NA,Bills,buf,wikipedia.org/wiki/Buffalo_Bills,http://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/200px-Buffalo_Bills_logo.svg.png,4.19,22.75,70.07,0.40,0.04,NFL
2004,San Francisco 49ers,25.00,636.00,0.12,0.16,151.00,122.00,29.00,34.00,NA,NA,75.00,NA,NA,49ers,sfo,wikipedia.org/wiki/San_Francisco_49ers,http://upload.wikimedia.org/wikipedia/commons/thumb/8/83/49ers_Logo.svg/200px-49ers_Logo.svg.png,4.21,21.93,101.76,0.28,0.05,NFL
2004,New Orleans Saints,26.00,627.00,0.07,0.00,157.00,149.00,8.00,33.00,NA,NA,109.00,NA,NA,Saints,nor,wikipedia.org/wiki/New_Orleans_Saints,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/New_Orleans_Saints.svg/200px-New_Orleans_Saints.svg.png,3.99,78.38,0.00,NA,0.01,NFL
2004,Oakland Raiders,27.00,624.00,0.08,0.08,149.00,123.00,26.00,31.00,NA,NA,89.00,NA,NA,Raiders,rai,wikipedia.org/wiki/Oakland_Raiders,http://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Oakland_Raiders.svg/200px-Oakland_Raiders.svg.png,4.19,24.00,49.92,0.52,0.04,NFL
2004,San Diego Chargers,28.00,622.00,0.11,0.16,148.00,126.00,22.00,35.00,NA,NA,87.00,NA,NA,Chargers,sdg,wikipedia.org/wiki/San_Diego_Chargers,http://upload.wikimedia.org/wikipedia/en/thumb/0/06/San_Diego_Chargers_logo.svg/200px-San_Diego_Chargers_logo.svg.png,4.20,28.27,99.52,0.22,0.04,NFL
2004,Indianapolis Colts,29.00,609.00,0.11,0.21,145.00,131.00,14.00,30.00,NA,NA,89.00,NA,NA,Colts,clt,wikipedia.org/wiki/Indianapolis_Colts,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/200px-Indianapolis_Colts_logo.svg.png,4.20,43.50,127.89,0.11,0.02,NFL
2004,Minnesota Vikings,30.00,604.00,0.12,0.21,144.00,140.00,4.00,34.00,NA,NA,100.00,NA,NA,Vikings,min,wikipedia.org/wiki/Minnesota_Vikings,http://upload.wikimedia.org/wikipedia/en/b/b0/Minnesota_Vikings_Logo_2013.png,4.19,151.00,126.84,0.03,0.01,NFL
2004,Atlanta Falcons,31.00,603.00,0.13,0.45,144.00,138.00,6.00,28.00,NA,NA,99.00,NA,NA,Falcons,atl,wikipedia.org/wiki/Atlanta_Falcons,http://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/100px-Atlanta_Falcons_logo.svg.png,4.19,100.50,271.35,0.02,0.01,NFL
2004,Arizona Cardinals,32.00,552.00,0.09,0.14,131.00,136.00,-5.00,21.00,NA,NA,99.00,NA,NA,Cardinals,crd,wikipedia.org/wiki/Arizona_Cardinals,http://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/200px-Arizona_Cardinals_logo.svg.png,4.21,0.00,77.28,0.00,-0.01,NFL
2003,Washington Redskins,1.00,952.00,0.13,0.70,227.00,139.20,87.80,NA,NA,NA,NA,NA,NA,Redskins,was,wikipedia.org/wiki/Washington_Redskins,http://upload.wikimedia.org/wikipedia/en/thumb/6/63/Washington_Redskins_logo.svg/200px-Washington_Redskins_logo.svg.png,4.19,10.84,666.40,0.13,0.09,NFL
2003,Dallas Cowboys,2.00,851.00,0.09,0.12,198.00,145.70,52.30,NA,NA,NA,NA,NA,NA,Cowboys,dal,wikipedia.org/wiki/Dallas_Cowboys,http://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/200px-Dallas_Cowboys.svg.png,4.30,16.27,102.12,0.51,0.06,NFL
2003,Houston Texans,3.00,791.00,0.00,0.49,193.00,145.40,47.60,NA,NA,NA,NA,NA,NA,Texans,htx,wikipedia.org/wiki/Houston_Texans,http://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/200px-Houston_Texans_logo.svg.png,4.10,16.62,387.59,0.12,0.06,NFL
2003,New England Patriots,4.00,756.00,0.32,0.61,189.00,121.70,67.30,NA,NA,NA,NA,NA,NA,Patriots,new,wikipedia.org/wiki/New_England_Patriots,http://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/200px-New_England_Patriots_logo.svg.png,4.00,11.23,461.16,0.15,0.09,NFL
2003,Cleveland Browns,5.00,695.00,0.12,0.08,174.00,133.60,40.40,NA,NA,NA,NA,NA,NA,Browns,cle,wikipedia.org/wiki/Cleveland_Browns,http://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Cleveland_Browns_logo%2C_2006_to_present.svg/200px-Cleveland_Browns_logo%2C_2006_to_present.svg.png,3.99,17.20,55.60,0.73,0.06,NFL
2003,Denver Broncos,6.00,683.00,0.13,0.29,171.00,122.20,48.80,NA,NA,NA,NA,NA,NA,Broncos,den,wikipedia.org/wiki/Denver_Broncos,http://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/200px-Denver_Broncos_logo.svg.png,3.99,14.00,198.07,0.25,0.07,NFL
