Player,DBPediaCollege_Name,Position,FormalStatedMajor,CollegeMajor,DBPediaURI_Player,DBPediaData_Player,DBPediaURI_College,DBPediaData_College,Conference,DBPediaURI_Conference,DBPediaData_Conference,Division,DraftYear,idPlayer,DraftYear.y,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_DraftYear,DBPediaData_DraftYear
Quinton Patton,Louisiana Tech University,WR,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Quinton_Patton,http://live.dbpedia.org/data/Quinton_Patton.json,http://live.dbpedia.org/resource/Louisiana_Tech_University,http://live.dbpedia.org/data/Louisiana_Tech_University.json,Western Athletic Conference football,http://live.dbpedia.org/resource/Western_Athletic_Conference_football,http://live.dbpedia.org/data/Western_Athletic_Conference_football.json,Division I,2013,25205,2013,83.8,6,204,4.53,8,33,118,4.01,6.91,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ray Graham,University of Pittsburgh,RB,Communication,Communications,http://live.dbpedia.org/resource/Ray_Graham,http://live.dbpedia.org/data/Ray_Graham.json,http://live.dbpedia.org/resource/University_of_Pittsburgh,http://live.dbpedia.org/data/University_of_Pittsburgh.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25206,2013,70.9,5.75,199,4.8,18,32.5,112,4.21,7.17,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Reid Fragel,Ohio State University,OT,Communication,Communications,http://live.dbpedia.org/resource/Reid_Fragel,http://live.dbpedia.org/data/Reid_Fragel.json,http://live.dbpedia.org/resource/Ohio_State_University,http://live.dbpedia.org/data/Ohio_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25207,2013,77,6.67,308,5.14,33,30,113,4.68,7.62,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Rex Burkhead,University of Nebraska at Lincoln,RB,History,"History, Geography",http://live.dbpedia.org/resource/Rex_Burkhead,http://live.dbpedia.org/data/Rex_Burkhead.json,http://live.dbpedia.org/resource/University_of_Nebraska%E2%80%93Lincoln,http://live.dbpedia.org/data/University_of_Nebraska%E2%80%93Lincoln.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25208,2013,66.5,5.83,214,4.73,21,39,125,4.09,6.85,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ricky Wagner,University of Wisconsin at Madison,OT,Consumer Affairs,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Ricky_Wagner,http://live.dbpedia.org/data/Ricky_Wagner.json,http://live.dbpedia.org/resource/University_of_Wisconsin%E2%80%93Madison,http://live.dbpedia.org/data/University_of_Wisconsin%E2%80%93Madison.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,Division I,2013,25209,2013,69.1,6.5,308,5.17,20,31.5,101,4.91,7.94,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Robbie Rouse,Fresno State University,RB,Communication,Communications,http://live.dbpedia.org/resource/Robbie_Rouse,http://live.dbpedia.org/data/Robbie_Rouse.json,http://live.dbpedia.org/resource/Fresno_State_University,http://live.dbpedia.org/data/Fresno_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25210,2013,60,5.5,190,4.8,15,34,114,4.25,6.97,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Robert Alford,Southeastern Louisiana University,CB,Psychology,Psychology,http://live.dbpedia.org/resource/Robert_Alford_(American_football),http://live.dbpedia.org/data/Robert_Alford_(American_football).json,http://live.dbpedia.org/resource/Southeastern_Louisiana_University,http://live.dbpedia.org/data/Southeastern_Louisiana_University.json,Southland Conference,http://live.dbpedia.org/resource/Southland_Conference,http://live.dbpedia.org/data/Southland_Conference.json,Division I-AA,2013,25211,2013,81,5.83,188,4.39,17,40,132,4.23,6.89,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Robert Lester,University of Alabama,FS,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Robert_Lester_(American_football),http://live.dbpedia.org/data/Robert_Lester_(American_football).json,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25212,2013,56.7,6.08,220,4.66,NA,33.5,117,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Robert Woods,University of Southern California,WR,"Policy, Planning, and Development",Political Science,http://live.dbpedia.org/resource/Robert_Woods_(wide_receiver),http://live.dbpedia.org/data/Robert_Woods_(wide_receiver).json,http://live.dbpedia.org/resource/University_of_Southern_California,http://live.dbpedia.org/data/University_of_Southern_California.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,24961,2013,83.1,6,201,4.51,14,33.5,117,4.47,7.15,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Rod Sweeting,Georgia Institute of Technology,CB,Business Management,"Business Administration, Management",http://live.dbpedia.org/resource/Rod_Sweeting,http://live.dbpedia.org/data/Rod_Sweeting.json,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,http://live.dbpedia.org/data/Georgia_Institute_of_Technology.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25213,2013,65.2,5.92,189,4.42,11,37,124,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Rodney Smith,Florida State University,WR,Undisclosed,Undeclared/Undisclosed,,,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25214,2013,65.8,6.33,225,4.51,NA,34.5,120,4.07,7.03,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Rogers Gaines,Tennessee State University,OT,Human Performance and Sports Science,"Physical Therapy, Sports Science, Kinesiology",http://live.dbpedia.org/resource/Rogers_Gaines,http://live.dbpedia.org/data/Rogers_Gaines.json,http://live.dbpedia.org/resource/Tennessee_State_University,http://live.dbpedia.org/data/Tennessee_State_University.json,Ohio Valley Conference,http://live.dbpedia.org/resource/Ohio_Valley_Conference,http://live.dbpedia.org/data/Ohio_Valley_Conference.json,Division I-AA,2013,25215,2013,60.9,6.5,334,5.24,28,23,NA,5.24,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Rontez Miles,California University of Pennsylvania,FS,Science and Technology,Science and Technology,http://live.dbpedia.org/resource/Rontez_Miles,http://live.dbpedia.org/data/Rontez_Miles.json,http://live.dbpedia.org/resource/California_University_of_Pennsylvania,http://live.dbpedia.org/data/California_University_of_Pennsylvania.json,Pennsylvania State Athletic Conference,http://live.dbpedia.org/resource/Pennsylvania_State_Athletic_Conference,http://live.dbpedia.org/data/Pennsylvania_State_Athletic_Conference.json,Division II,2013,25216,2013,52,6,203,4.62,NA,36.5,123,4.27,6.97,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ryan Allen,Louisiana Tech University,P,Business,"Business Administration, Management",http://live.dbpedia.org/resource/Ryan_Allen_(American_football),http://live.dbpedia.org/data/Ryan_Allen_(American_football).json,http://live.dbpedia.org/resource/Louisiana_Tech_University,http://live.dbpedia.org/data/Louisiana_Tech_University.json,Western Athletic Conference football,http://live.dbpedia.org/resource/Western_Athletic_Conference_football,http://live.dbpedia.org/data/Western_Athletic_Conference_football.json,Division I,2013,25217,2013,50,6.08,229,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ryan Nassib,Syracuse University,QB,Accounting,Accounting,http://live.dbpedia.org/resource/Ryan_Nassib,http://live.dbpedia.org/data/Ryan_Nassib.json,http://live.dbpedia.org/resource/Syracuse_University,http://live.dbpedia.org/data/Syracuse_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25218,2013,78.7,6.17,227,5.06,NA,28.5,105,4.53,7.34,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ryan Otten,San Jose State University,TE,Business Management,"Business Administration, Management",http://live.dbpedia.org/resource/Ryan_Otten,http://live.dbpedia.org/data/Ryan_Otten.json,http://live.dbpedia.org/resource/San_Jose_State_University,http://live.dbpedia.org/data/San_Jose_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25219,2013,62.2,6.42,230,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ryan Spadola,Lehigh University,WR,Business,"Business Administration, Management",http://live.dbpedia.org/resource/Ryan_Spadola,http://live.dbpedia.org/data/Ryan_Spadola.json,http://live.dbpedia.org/resource/Lehigh_University,http://live.dbpedia.org/data/Lehigh_University.json,Patriot League,http://live.dbpedia.org/resource/Patriot_League,http://live.dbpedia.org/data/Patriot_League.json,Division I-AA,2013,25220,2013,51,6.08,204,4.48,15,33.5,119,4.07,6.72,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Ryan Swope,Texas A&M University,WR,Agriculture,Agriculture,http://live.dbpedia.org/resource/Ryan_Swope,http://live.dbpedia.org/data/Ryan_Swope.json,http://live.dbpedia.org/resource/Texas_A&M_University,http://live.dbpedia.org/data/Texas_A&M_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25221,2013,67.4,6,205,4.34,16,37,125,4.25,6.76,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sam Barrington,University of South Florida,OLB,Interdisciplinary Social Science,Sociology,http://live.dbpedia.org/resource/Sam_Barrington,http://live.dbpedia.org/data/Sam_Barrington.json,http://live.dbpedia.org/resource/University_of_South_Florida,http://live.dbpedia.org/data/University_of_South_Florida.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25222,2013,53,6.08,246,4.91,22,32.5,117,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sam Montgomery,Louisiana State University,DE,Sport Administration,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Sam_Montgomery,http://live.dbpedia.org/data/Sam_Montgomery.json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,24962,2013,81.4,6.25,262,4.81,NA,34.5,114,4.51,7.18,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sanders Commings,University of Georgia,CB,Communication Studies,Communications,http://live.dbpedia.org/resource/Sanders_Commings,http://live.dbpedia.org/data/Sanders_Commings.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25223,2013,68.6,6,216,4.41,NA,34.5,117,4.3,7.1,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Scott Kovanda,Ball State University,P,Finance,Finance,http://live.dbpedia.org/resource/Scott_Kovanda,http://live.dbpedia.org/data/Scott_Kovanda.json,http://live.dbpedia.org/resource/Ball_State_University,http://live.dbpedia.org/data/Ball_State_University.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,25224,2013,0,6.17,207,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sean Porter,Texas A&M University,OLB,"Recreation, Parks and Tourism Sciences","Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Sean_Porter,http://live.dbpedia.org/data/Sean_Porter.json,http://live.dbpedia.org/resource/Texas_A&M_University,http://live.dbpedia.org/data/Texas_A&M_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25225,2013,79.8,6.08,229,4.75,22,35,119,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sean Renfree,Duke University,QB,Public Policy,Public Policy,http://live.dbpedia.org/resource/Sean_Renfree,http://live.dbpedia.org/data/Sean_Renfree.json,http://live.dbpedia.org/resource/Duke_University,http://live.dbpedia.org/data/Duke_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25226,2013,52,6.25,219,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Shamarko Thomas,Syracuse University,SS,Child and Family Studies,"Child, Family and Community Studies/Development",http://live.dbpedia.org/resource/Shamarko_Thomas,http://live.dbpedia.org/data/Shamarko_Thomas.json,http://live.dbpedia.org/resource/Syracuse_University,http://live.dbpedia.org/data/Syracuse_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25227,2013,69.6,5.75,213,4.42,28,40.5,133,4.26,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sharrif Floyd,University of Florida,DT,Social and Behavioral Sciences,Sociology,http://live.dbpedia.org/resource/Sharrif_Floyd,http://live.dbpedia.org/data/Sharrif_Floyd.json,http://live.dbpedia.org/resource/University_of_Florida,http://live.dbpedia.org/data/University_of_Florida.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25228,2013,90.3,6.25,297,4.92,NA,30,106,4.75,7.4,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Shawn Williams,University of Georgia,SS,Housing,Housing Management,http://live.dbpedia.org/resource/Shawn_Williams_(American_football),http://live.dbpedia.org/data/Shawn_Williams_(American_football).json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25229,2013,74.8,6,213,4.46,25,36,120,4.25,7.01,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sheldon Richardson,University of Missouri,DT,Agriculture,Agriculture,http://live.dbpedia.org/resource/Sheldon_Richardson,http://live.dbpedia.org/data/Sheldon_Richardson.json,http://live.dbpedia.org/resource/University_of_Missouri,http://live.dbpedia.org/data/University_of_Missouri.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25230,2013,90.7,6.17,294,5.02,30,32,116,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sio Moore,University of Connecticut,OLB,Political Science,Political Science,http://live.dbpedia.org/resource/Sio_Moore,http://live.dbpedia.org/data/Sio_Moore.json,http://live.dbpedia.org/resource/University_of_Connecticut,http://live.dbpedia.org/data/University_of_Connecticut.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25231,2013,68.4,6.08,245,4.65,29,38,127,4.31,7.49,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Spencer Ware,Louisiana State University,RB,Sport Administration,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Spencer_Ware,http://live.dbpedia.org/data/Spencer_Ware.json,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25232,2013,59,5.83,228,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stacy McGee,University of Oklahoma,DT,Human Relations,Sociology,http://live.dbpedia.org/resource/Stacy_McGee,http://live.dbpedia.org/data/Stacy_McGee.json,http://live.dbpedia.org/resource/University_of_Oklahoma,http://live.dbpedia.org/data/University_of_Oklahoma.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25233,2013,52.8,6.25,308,NA,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stansly Maponga,Texas Christian University,DE,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Stansly_Maponga,http://live.dbpedia.org/data/Stansly_Maponga.json,http://live.dbpedia.org/resource/Texas_Christian_University,http://live.dbpedia.org/data/Texas_Christian_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25234,2013,68,6.17,256,4.78,30,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Star Lotulelei,University of Utah,DT,Sociology,Sociology,http://live.dbpedia.org/resource/Star_Lotulelei,http://live.dbpedia.org/data/Star_Lotulelei.json,http://live.dbpedia.org/resource/University_of_Utah,http://live.dbpedia.org/data/University_of_Utah.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25235,2013,92,6.17,311,5.14,NA,NA,NA,NA,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stedman Bailey,West Virginia University,WR,Criminology,Criminal Justice,http://live.dbpedia.org/resource/Stedman_Bailey,http://live.dbpedia.org/data/Stedman_Bailey.json,http://live.dbpedia.org/resource/West_Virginia_University,http://live.dbpedia.org/data/West_Virginia_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25236,2013,79,5.83,193,4.52,11,34.5,117,4.09,6.81,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stefphon Jefferson,"University of Nevada, Reno",RB,Undisclosed,Undeclared/Undisclosed,http://live.dbpedia.org/resource/Stefphon_Jefferson,http://live.dbpedia.org/data/Stefphon_Jefferson.json,"http://live.dbpedia.org/resource/University_of_Nevada,_Reno","http://live.dbpedia.org/data/University_of_Nevada,_Reno.json",Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,Division I,2013,25237,2013,60,5.83,213,4.68,15,31,117,4.44,6.97,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stepfan Taylor,Stanford University,RB,Information Science and Technology In Society,Science and Technology,http://live.dbpedia.org/resource/Stepfan_Taylor,http://live.dbpedia.org/data/Stepfan_Taylor.json,http://live.dbpedia.org/resource/Stanford_University,http://live.dbpedia.org/data/Stanford_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25238,2013,75.6,5.75,214,4.76,17,30,110,4.5,7.13,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Stephane Milhim,University of Massachusetts,OT,African American Studies,African American Studies,http://live.dbpedia.org/resource/Stephane_Milhim,http://live.dbpedia.org/data/Stephane_Milhim.json,http://live.dbpedia.org/resource/University_of_Massachusetts,http://live.dbpedia.org/data/University_of_Massachusetts.json,Mid-American Conference,http://live.dbpedia.org/resource/Mid-American_Conference,http://live.dbpedia.org/data/Mid-American_Conference.json,Division I,2013,25239,2013,51,6.33,314,5.23,NA,28.5,104,4.87,NA,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Steve Beauharnais,Rutgers University,ILB,Labor Studies,Labor Studies,http://live.dbpedia.org/resource/Steve_Beauharnais,http://live.dbpedia.org/data/Steve_Beauharnais.json,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,Division I,2013,25240,2013,60.3,6.08,240,4.84,19,33,118,4.2,6.99,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Steve Williams,"University of California, Berkeley",CB,Sociology,Sociology,http://live.dbpedia.org/resource/Steve_Williams_(cornerback),http://live.dbpedia.org/data/Steve_Williams_(cornerback).json,http://live.dbpedia.org/resource/University_of_California%2C_Berkeley,http://live.dbpedia.org/data/University_of_California%2C_Berkeley.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,24963,2013,59,5.75,181,4.42,12,40.5,128,4.1,6.89,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Sylvester Williams,University of North Carolina at Chapel Hill,DT,Communications,Communications,http://live.dbpedia.org/resource/Sylvester_Williams_(American_football),http://live.dbpedia.org/data/Sylvester_Williams_(American_football).json,http://live.dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,http://live.dbpedia.org/data/University_of_North_Carolina_at_Chapel_Hill.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25241,2013,80.6,6.25,313,5.03,27,26.5,102,4.8,7.93,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
T.J. Barnes,Georgia Institute of Technology,DT,Business Management,"Business Administration, Management",http://live.dbpedia.org/resource/T._J._Barnes,http://live.dbpedia.org/data/T._J._Barnes.json,http://live.dbpedia.org/resource/Georgia_Institute_of_Technology,http://live.dbpedia.org/data/Georgia_Institute_of_Technology.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,Division I,2013,25242,2013,52,6.5,369,5.3,25,22,97,4.96,8.26,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
T.J. Johnson,University of South Carolina,C,Sport and Entertainment Management,"Leisure, Sport, Recreation Studies and Management",,,http://live.dbpedia.org/resource/University_of_South_Carolina,http://live.dbpedia.org/data/University_of_South_Carolina.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25243,2013,59,6.33,310,5.33,32,25.5,96,4.74,7.83,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
T.J. McDonald,University of Southern California,FS,Communication,Communications,http://live.dbpedia.org/resource/T._J._McDonald,http://live.dbpedia.org/data/T._J._McDonald.json,http://live.dbpedia.org/resource/University_of_Southern_California,http://live.dbpedia.org/data/University_of_Southern_California.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,Division I,2013,25244,2013,66.5,6.17,219,4.59,19,40,131,4.2,6.89,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
T.J. Moe,University of Missouri,WR,Business Administration,"Business Administration, Management",http://live.dbpedia.org/resource/T._J._Moe,http://live.dbpedia.org/data/T._J._Moe.json,http://live.dbpedia.org/resource/University_of_Missouri,http://live.dbpedia.org/data/University_of_Missouri.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25245,2013,60,5.92,204,4.74,26,36,120,3.96,6.53,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Tanner Hawkinson,University of Kansas,OT,Sports Management,"Leisure, Sport, Recreation Studies and Management",http://live.dbpedia.org/resource/Tanner_Hawkinson,http://live.dbpedia.org/data/Tanner_Hawkinson.json,http://live.dbpedia.org/resource/University_of_Kansas,http://live.dbpedia.org/data/University_of_Kansas.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,Division I,2013,25246,2013,54.6,6.42,298,5.07,NA,28.5,112,4.51,7.52,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Tavarres King,University of Georgia,WR,Geography,"History, Geography",http://live.dbpedia.org/resource/Tavarres_King,http://live.dbpedia.org/data/Tavarres_King.json,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,Division I,2013,25247,2013,69.8,6,189,4.47,11,36.5,123,4.33,6.91,NA,live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
