"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"26","1987-88","NBA","Los Angeles Lakers*","62","20",".756","1","4.81","113.1","107.3","Won Finals","P. Riley (62-20)"
"27","1986-87","NBA","Los Angeles Lakers*","65","17",".793","1","8.32","115.6","106.5","Won Finals","P. Riley (65-17)"
"28","1985-86","NBA","Los Angeles Lakers*","62","20",".756","1","6.84","113.3","105.8","Lost Western Conference Finals","P. Riley (62-20)"
"29","1984-85","NBA","Los Angeles Lakers*","62","20",".756","1","6.48","114.1","107.0","Won Finals","P. Riley (62-20)"
"30","1983-84","NBA","Los Angeles Lakers*","54","28",".659","1","3.32","110.9","107.3","Lost Finals","P. Riley (54-28)"
"31","1982-83","NBA","Los Angeles Lakers*","58","24",".707","1","5.06","110.5","105.2","Lost Finals","P. Riley (58-24)"
"32","1981-82","NBA","Los Angeles Lakers*","57","25",".695","1","4.37","110.2","105.5","Won Finals","P. Westhead (7-4), P. Riley (50-21)"
"33","1980-81","NBA","Los Angeles Lakers*","54","28",".659","2","3.27","107.6","103.9","Lost Western Conference First Round","P. Westhead (54-28)"
"34","1979-80","NBA","Los Angeles Lakers*","60","22",".732","1","5.39","109.5","103.9","Won Finals","J. McKinney (10-4), P. Westhead (50-18)"
"35","1978-79","NBA","Los Angeles Lakers*","47","35",".573","3","2.95","106.1","103.2","Lost Western Conference Semifinals","J. West (47-35)"
"36","1977-78","NBA","Los Angeles Lakers*","45","37",".549","4","2.59","103.3","100.8","Lost Western Conference First Round","J. West (45-37)"
"37","1976-77","NBA","Los Angeles Lakers*","53","29",".646","1","2.65","101.4","98.9","Lost Western Conference Finals","J. West (53-29)"
"38","1975-76","NBA","Los Angeles Lakers","40","42",".488","4","0.17","98.9","98.8","","B. Sharman (40-42)"
"39","1974-75","NBA","Los Angeles Lakers","30","52",".366","5","-3.94","96.1","99.9","","B. Sharman (30-52)"
"40","1973-74","NBA","Los Angeles Lakers*","47","35",".573","1","0.85","97.4","96.6","Lost Western Conference Semifinals","B. Sharman (47-35)"
"41","1972-73","NBA","Los Angeles Lakers*","60","22",".732","1","8.18","","","Lost Finals","B. Sharman (60-22)"
"42","1971-72","NBA","Los Angeles Lakers*","69","13",".841","1","11.65","","","Won Finals","B. Sharman (69-13)"
"43","1970-71","NBA","Los Angeles Lakers*","48","34",".585","1","3.26","","","Lost Western Conference Finals","J. Mullaney (48-34)"
"44","1969-70","NBA","Los Angeles Lakers*","46","36",".561","2","1.76","","","Lost Finals","J. Mullaney (46-36)"
"45","1968-69","NBA","Los Angeles Lakers*","55","27",".671","1","3.84","","","Lost Finals","B. Van Breda Kolff (55-27)"
"46","1967-68","NBA","Los Angeles Lakers*","52","30",".634","2","4.99","","","Lost Finals","B. Van Breda Kolff (52-30)"
"47","1966-67","NBA","Los Angeles Lakers*","36","45",".444","3","0.31","","","Lost Western Division Semifinals","F. Schaus (36-45)"
"48","1965-66","NBA","Los Angeles Lakers*","45","35",".563","1","2.76","","","Lost Finals","F. Schaus (45-35)"
"49","1964-65","NBA","Los Angeles Lakers*","49","31",".613","1","1.70","","","Lost Finals","F. Schaus (49-31)"
"50","1963-64","NBA","Los Angeles Lakers*","42","38",".525","3","0.89","","","Lost Western Division Semifinals","F. Schaus (42-38)"
"51","1962-63","NBA","Los Angeles Lakers*","53","27",".663","1","2.67","","","Lost Finals","F. Schaus (53-27)"
"52","1961-62","NBA","Los Angeles Lakers*","54","26",".675","1","1.80","","","Lost Finals","F. Schaus (54-26)"
"53","1960-61","NBA","Los Angeles Lakers*","36","43",".456","2","-0.12","","","Lost Western Division Finals","F. Schaus (36-43)"
"54","1959-60","NBA","Minneapolis Lakers*","25","50",".333","3","-4.14","","","Lost Western Division Finals","J. Castellani (11-25), J. Pollard (14-25)"
"55","1958-59","NBA","Minneapolis Lakers*","33","39",".458","2","-1.42","","","Lost Finals","J. Kundla (33-39)"
"56","1957-58","NBA","Minneapolis Lakers","19","53",".264","4","-5.78","","","","G. Mikan (9-30), J. Kundla (10-23)"
"57","1956-57","NBA","Minneapolis Lakers*","34","38",".472","2","-0.88","","","Lost Western Division Finals","J. Kundla (34-38)"
"58","1955-56","NBA","Minneapolis Lakers*","33","39",".458","2","-0.92","","","Lost Western Division Semifinals","J. Kundla (33-39)"
"59","1954-55","NBA","Minneapolis Lakers*","40","32",".556","2","0.96","","","Lost Western Division Finals","J. Kundla (40-32)"
"60","1953-54","NBA","Minneapolis Lakers*","46","26",".639","1","2.70","","","Won Finals","J. Kundla (46-26)"
"61","1952-53","NBA","Minneapolis Lakers*","48","22",".686","1","5.53","","","Won Finals","J. Kundla (48-22)"
"62","1951-52","NBA","Minneapolis Lakers*","40","26",".606","2","5.28","","","Won Finals","J. Kundla (40-26)"
"63","1950-51","NBA","Minneapolis Lakers*","44","24",".647","1","4.79","","","Lost Western Division Finals","J. Kundla (44-24)"
"64","1949-50","NBA","Minneapolis Lakers*","51","17",".750","1","8.25","","","Won Finals","J. Kundla (51-17)"
"65","1948-49","BAA","Minneapolis Lakers*","44","16",".733","2","6.81","","","Won Finals","J. Kundla (44-16)"
