"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"28","1985-86","NBA","Portland Trail Blazers*","40","42",".488","2","0.61","109.2","108.2","Lost Western Conference First Round","J. Ramsay (40-42)"
"29","1984-85","NBA","Portland Trail Blazers*","42","40",".512","2","2.80","110.4","107.2","Lost Western Conference Semifinals","J. Ramsay (42-40)"
"30","1983-84","NBA","Portland Trail Blazers*","48","34",".585","2","3.13","111.2","107.7","Lost Western Conference First Round","J. Ramsay (48-34)"
"31","1982-83","NBA","Portland Trail Blazers*","46","36",".561","4","1.88","106.0","103.9","Lost Western Conference Semifinals","J. Ramsay (46-36)"
"32","1981-82","NBA","Portland Trail Blazers","42","40",".512","5","0.39","108.8","108.2","","J. Ramsay (42-40)"
"33","1980-81","NBA","Portland Trail Blazers*","45","37",".549","3","0.52","106.5","105.7","Lost Western Conference First Round","J. Ramsay (45-37)"
"34","1979-80","NBA","Portland Trail Blazers*","38","44",".463","4","-0.87","103.4","104.3","Lost Western Conference First Round","J. Ramsay (38-44)"
"35","1978-79","NBA","Portland Trail Blazers*","45","37",".549","4","1.12","104.3","103.1","Lost Western Conference First Round","J. Ramsay (45-37)"
"36","1977-78","NBA","Portland Trail Blazers*","58","24",".707","1","5.92","103.1","97.2","Lost Western Conference Semifinals","J. Ramsay (58-24)"
"37","1976-77","NBA","Portland Trail Blazers*","49","33",".598","2","5.39","103.2","98.0","Won Finals","J. Ramsay (49-33)"
"38","1975-76","NBA","Portland Trail Blazers","37","45",".451","5","-1.12","96.4","97.6","","L. Wilkens (37-45)"
"39","1974-75","NBA","Portland Trail Blazers","38","44",".463","3","0.28","98.1","97.7","","L. Wilkens (38-44)"
"40","1973-74","NBA","Portland Trail Blazers","27","55",".329","5","-4.30","98.2","102.6","","J. McCloskey (27-55)"
"41","1972-73","NBA","Portland Trail Blazers","21","61",".256","5","-5.68","","","","J. McCloskey (21-61)"
"42","1971-72","NBA","Portland Trail Blazers","18","64",".220","5","-8.84","","","","R. Todd (12-44), S. Inman (6-20)"
"43","1970-71","NBA","Portland Trail Blazers","29","53",".354","5","-6.20","","","","R. Todd (29-53)"
