"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"29","1984-85","NBA","Detroit Pistons*","46","36",".561","2","2.73","109.6","107.2","Lost Eastern Conference Semifinals","C. Daly (46-36)"
"30","1983-84","NBA","Detroit Pistons*","49","33",".598","2","3.52","111.5","108.1","Lost Eastern Conference First Round","C. Daly (49-33)"
"31","1982-83","NBA","Detroit Pistons","37","45",".451","3","-0.17","105.4","105.8","","S. Robertson (37-45)"
"32","1981-82","NBA","Detroit Pistons","39","43",".476","3","-0.63","105.8","106.6","","S. Robertson (39-43)"
"33","1980-81","NBA","Detroit Pistons","21","61",".256","6","-5.58","98.1","104.3","","S. Robertson (21-61)"
"34","1979-80","NBA","Detroit Pistons","16","66",".195","6","-7.58","101.2","108.8","","D. Vitale (4-8), R. Adubato (12-58)"
"35","1978-79","NBA","Detroit Pistons","30","52",".366","4","-2.60","102.1","104.6","","D. Vitale (30-52)"
"36","1977-78","NBA","Detroit Pistons","38","44",".463","4","-1.22","100.3","101.5","","H. Brown (9-15), B. Kauffman (29-29)"
"37","1976-77","NBA","Detroit Pistons*","44","38",".537","2","-1.00","100.3","101.3","Lost Western Conference First Round","H. Brown (44-38)"
"38","1975-76","NBA","Detroit Pistons*","36","46",".439","2","-1.19","99.2","100.2","Lost Western Conference Semifinals","R. Scott (17-25), H. Brown (19-21)"
"39","1974-75","NBA","Detroit Pistons*","40","42",".488","3","-1.19","98.3","99.7","Lost Western Conference First Round","R. Scott (40-42)"
"40","1973-74","NBA","Detroit Pistons*","52","30",".634","3","4.02","97.6","93.8","Lost Western Conference Semifinals","R. Scott (52-30)"
"41","1972-73","NBA","Detroit Pistons","40","42",".488","3","0.53","","","","E. Lloyd (2-5), R. Scott (38-37)"
"42","1971-72","NBA","Detroit Pistons","26","56",".317","4","-6.11","","","","B. Van Breda Kolff (6-4), T. Dischinger (0-2), E. Lloyd (20-50)"
"43","1970-71","NBA","Detroit Pistons","45","37",".549","4","-0.34","","","","B. Van Breda Kolff (45-37)"
"44","1969-70","NBA","Detroit Pistons","31","51",".378","7","-2.94","","","","B. Van Breda Kolff (31-51)"
"45","1968-69","NBA","Detroit Pistons","32","50",".390","6","-2.79","","","","D. Butcher (10-12), P. Seymour (22-38)"
"46","1967-68","NBA","Detroit Pistons*","40","42",".488","4","-1.70","","","Lost Eastern Division Semifinals","D. Butcher (40-42)"
"47","1966-67","NBA","Detroit Pistons","30","51",".370","5","-4.98","","","","D. DeBusschere (28-45), D. Butcher (2-6)"
"48","1965-66","NBA","Detroit Pistons","22","58",".275","5","-6.07","","","","D. DeBusschere (22-58)"
"49","1964-65","NBA","Detroit Pistons","31","49",".388","4","-3.03","","","","C. Wolf (2-9), D. DeBusschere (29-40)"
"50","1963-64","NBA","Detroit Pistons","23","57",".288","5","-6.77","","","","C. Wolf (23-57)"
"51","1962-63","NBA","Detroit Pistons*","34","46",".425","3","-3.38","","","Lost Western Division Semifinals","D. McGuire (34-46)"
"52","1961-62","NBA","Detroit Pistons*","37","43",".463","3","-1.72","","","Lost Western Division Finals","D. McGuire (37-43)"
"53","1960-61","NBA","Detroit Pistons*","34","45",".430","3","-2.12","","","Lost Western Division Semifinals","D. McGuire (34-45)"
"54","1959-60","NBA","Detroit Pistons*","30","45",".400","2","-3.45","","","Lost Western Division Semifinals","R. Rocha (13-21), D. McGuire (17-24)"
"55","1958-59","NBA","Detroit Pistons*","28","44",".389","3","-1.37","","","Lost Western Division Semifinals","R. Rocha (28-44)"
"56","1957-58","NBA","Detroit Pistons*","33","39",".458","2","-2.32","","","Lost Western Division Finals","C. Eckman (9-16), R. Rocha (24-23)"
"57","1956-57","NBA","Fort Wayne Pistons*","34","38",".472","3","-2.17","","","Lost Western Division Semifinals","C. Eckman (34-38)"
"58","1955-56","NBA","Fort Wayne Pistons*","37","35",".514","1","0.45","","","Lost Finals","C. Eckman (37-35)"
"59","1954-55","NBA","Fort Wayne Pistons*","43","29",".597","1","2.01","","","Lost Finals","C. Eckman (43-29)"
"60","1953-54","NBA","Fort Wayne Pistons*","40","32",".556","3","1.44","","","Eliminated in Western Division Round Robin","P. Birch (40-32)"
"61","1952-53","NBA","Fort Wayne Pistons*","36","33",".522","3","0.17","","","Lost Western Division Finals","P. Birch (36-33)"
"62","1951-52","NBA","Fort Wayne Pistons*","29","37",".439","4","-1.82","","","Lost Western Division Semifinals","P. Birch (29-37)"
"63","1950-51","NBA","Fort Wayne Pistons*","32","36",".471","3","-1.81","","","Lost Western Division Semifinals","M. Mendenhall (32-36)"
"64","1949-50","NBA","Fort Wayne Pistons*","40","28",".588","3","1.84","","","Lost Central Division Finals","M. Mendenhall (40-28)"
"65","1948-49","BAA","Fort Wayne Pistons","22","38",".367","5","-2.84","","","","C. Bennett (0-6), C. Armstrong (22-32)"
