Season,League,Team,Arena,Capacity,"City, State/Province",Wikipedia_URL,Nickname,Address,Latitude-Longitude,Date Opened,Date Closed,Date Demolished,Year Renovated
1977-78,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1976-77,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1975-76,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1974-75,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1973-74,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1972-73,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1971-72,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1970-71,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1969-70,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1968-69,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1967-68,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1966-67,NBA,San Francisco Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1965-66,NBA,San Francisco Warriors,USF War Memorial Gymnasium,"5,300","San Francisco, California",http://en.wikipedia.org/wiki/War_Memorial_Gymnasium,,"2335 Golden Gate Avenue, San Francisco, California 94118",37°46?37?N 122°26?58?W,1/1/58,,,2006
1964-65,NBA,San Francisco Warriors,USF War Memorial Gymnasium,"5,300","San Francisco, California",http://en.wikipedia.org/wiki/War_Memorial_Gymnasium,,"2335 Golden Gate Avenue, San Francisco, California 94118",37°46?37?N 122°26?58?W,1/1/58,,,
1963-64,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1962-63,NBA,San Francisco Warriors,Cow Palace,"12,953","Daly City, California",http://en.wikipedia.org/wiki/Cow_Palace,,"2600 Geneva Avenue
Daly City, California 94117",37°42?24?N 122°25?7?W,4/1/41,,,
1961-62,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1960-61,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1959-60,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1958-59,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1957-58,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1956-57,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1955-56,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1954-55,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1953-54,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1952-53,NBA,Philadelphia Warriors,Municipal Auditorium,"12,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Civic_Center,,"3400 Civic Center Blvd, Philadelphia, Pennsylvania",39.947368°N 75.195043°W,1/1/31,1/1/96,1/4/05,
1951-52,NBA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
1950-51,NBA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
1949-50,NBA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
1948-49,BAA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
1947-48,BAA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
1946-47,BAA,Philadelphia Warriors,Philadelphia Arena,"7,000","Philadelphia, Pennsylvania",http://en.wikipedia.org/wiki/Philadelphia_Arena,,"4530 Market Street
Philadelphia, Pennsylvania",39.9579592°N 75.2117264°W,2/14/20,8/24/83,,
2012-13,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2011-12,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2010-11,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2009-10,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2008-09,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2007-08,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2006-07,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2005-06,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2004-05,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2003-04,NBA,Houston Rockets,Toyota Center,"18,043","Houston, Texas",http://en.wikipedia.org/wiki/Toyota_Center,,"1510 Polk Street
Houston, Texas 77002",29°45?3?N 95°21?44?W,10/6/03,,,
2002-03,NBA,Houston Rockets,Compaq Center,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
2001-02,NBA,Houston Rockets,Compaq Center,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
2000-01,NBA,Houston Rockets,Compaq Center,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1999-00,NBA,Houston Rockets,Compaq Center,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1998-99,NBA,Houston Rockets,Compaq Center,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1997-98,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1996-97,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1995-96,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1994-95,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1993-94,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1992-93,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1991-92,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1990-91,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1989-90,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1988-89,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1987-88,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1986-87,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1985-86,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1984-85,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1983-84,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1982-83,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1981-82,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1980-81,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1979-80,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1978-79,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1977-78,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1976-77,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1975-76,NBA,Houston Rockets,The Summit,"16,285","Houston, Texas",http://en.wikipedia.org/wiki/Lakewood_Church_Central_Campus,,"3700 Southwest Freeway
Houston, Texas 77027",29°43?49?N 95°26?6?W,11/7/75,,,
1974-75,NBA,Houston Rockets,Hofheinz Pavilion,"10,000","Houston, Texas",http://en.wikipedia.org/wiki/Hofheinz_Pavilion,,"3875 Holman Street
Houston, Texas 77004",29°43?29?N 95°20?49?W,12/1/69,,,
1973-74,NBA,Houston Rockets,Hofheinz Pavilion,"10,000","Houston, Texas",http://en.wikipedia.org/wiki/Hofheinz_Pavilion,,"3875 Holman Street
Houston, Texas 77004",29°43?29?N 95°20?49?W,12/1/69,,,
1972-73,NBA,Houston Rockets,Hofheinz Pavilion,"10,000","Houston, Texas",http://en.wikipedia.org/wiki/Hofheinz_Pavilion,,"3875 Holman Street
Houston, Texas 77004",29°43?29?N 95°20?49?W,12/1/69,,,
1971-72,NBA,Houston Rockets,Hofheinz Pavilion,"10,000","Houston, Texas",http://en.wikipedia.org/wiki/Hofheinz_Pavilion,,"3875 Holman Street
Houston, Texas 77004",29°43?29?N 95°20?49?W,12/1/69,,,
1970-71,NBA,San Diego Rockets,San Diego Sports Arena,"14,500","San Diego, California",http://en.wikipedia.org/wiki/Valley_View_Casino_Center,,"3500 Sports Arena Boulevard
San Diego, CA 92110",32°45?19?N 117°12?44?W,11/17/66,,,
1969-70,NBA,San Diego Rockets,San Diego Sports Arena,"14,500","San Diego, California",http://en.wikipedia.org/wiki/Valley_View_Casino_Center,,"3500 Sports Arena Boulevard
San Diego, CA 92110",32°45?19?N 117°12?44?W,11/17/66,,,
1968-69,NBA,San Diego Rockets,San Diego Sports Arena,"14,500","San Diego, California",http://en.wikipedia.org/wiki/Valley_View_Casino_Center,,"3500 Sports Arena Boulevard
San Diego, CA 92110",32°45?19?N 117°12?44?W,11/17/66,,,
1967-68,NBA,San Diego Rockets,San Diego Sports Arena,"14,500","San Diego, California",http://en.wikipedia.org/wiki/Valley_View_Casino_Center,,"3500 Sports Arena Boulevard
San Diego, CA 92110",32°45?19?N 117°12?44?W,11/17/66,,,
2012-13,NBA,Indiana Pacers,Bankers Life Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2011-12,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2010-11,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2009-10,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2008-09,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2007-08,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2006-07,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2005-06,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2004-05,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2003-04,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2002-03,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2001-02,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
2000-01,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
1999-00,NBA,Indiana Pacers,Conseco Fieldhouse,"18,165","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,,"125 South Pennsylvania Street
Indianapolis, Indiana 46204 United States",39°45?50?N 86°9?20?W,11/6/99,,,
1998-99,NBA,Indiana Pacers,Market Square Arena,"16,530","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Market_Square_Arena,,"300 East Market Street
Indianapolis, Indiana 46204",39°46?6?N 86°9?7?W,9/15/74,10/24/99,7/8/01,
1997-98,NBA,Indiana Pacers,Market Square Arena,"16,530","Indianapolis, Indiana",http://en.wikipedia.org/wiki/Market_Square_Arena,,"300 East Market Street
Indianapolis, Indiana 46204",39°46?6?N 86°9?7?W,9/15/74,10/24/99,7/8/01,
