Season,League,Team,Arena,Capacity,"City, State/Province",Wikipedia_URL,Nickname,Address,Latitude-Longitude,Date Opened,Date Closed,Date Demolished,Year Renovated
1976-77,NBA,Denver Nuggets,McNichols Sports Arena,"17,171","Denver, Colorado",http://en.wikipedia.org/wiki/McNichols_Sports_Arena,Big Mac,"1635 Bryant Street
Denver, Colorado 80204",39°44?34?N 105°1?21?W,8/22/75,9/29/99,1/24/00,
1975-76,ABA,Denver Nuggets,McNichols Sports Arena,"17,171","Denver, Colorado",http://en.wikipedia.org/wiki/McNichols_Sports_Arena,Big Mac,"1635 Bryant Street
Denver, Colorado 80204",39°44?34?N 105°1?21?W,8/22/75,9/29/99,1/24/00,
1974-75,ABA,Denver Nuggets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1973-74,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1972-73,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1971-72,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1970-71,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1969-70,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1968-69,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
1967-68,ABA,Denver Rockets,Denver Auditorium Arena,"6,841","Denver, Colorado",http://en.wikipedia.org/wiki/Denver_Arena_Auditorium,,"14th and Arapahoe Streets, Denver, Colorado 80204",39°44?40?N 104°59?51?W,7/7/08,1/1/90,,
2012-13,NBA,Detroit Pistons,The Palace,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),,"6 Championship Drive
Auburn Hills, MI 48326",,,,,
2011-12,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2010-11,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2009-10,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2008-09,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2007-08,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2006-07,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2005-06,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2004-05,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2003-04,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2002-03,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2001-02,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
2000-01,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1999-00,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1998-99,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1997-98,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1996-97,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1995-96,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1994-95,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1993-94,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1992-93,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1991-92,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1990-91,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1989-90,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1988-89,NBA,Detroit Pistons,The Palace of Auburn Hills,"22,076","Auburn Hills, Michigan",http://en.wikipedia.org/wiki/The_Palace_(venue),The Palace,"6 Championship Drive
Auburn Hills, MI 48326",42°41?49?N 83°14?44?W,8/13/88,,,
1987-88,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1986-87,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1985-86,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1984-85,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1983-84,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1982-83,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1981-82,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1980-81,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1979-80,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1978-79,NBA,Detroit Pistons,Pontiac Silverdome,"33,000","Pontiac, Michigan",http://en.wikipedia.org/wiki/Silverdome,,"1200 Featherstone Road
Pontiac, Michigan 48342
United States",42°38?45?N 83°15?18?W,8/23/75,,,
1977-78,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1976-77,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1975-76,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1974-75,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1973-74,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1972-73,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1971-72,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1970-71,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1969-70,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1968-69,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1967-68,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1966-67,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1965-66,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1964-65,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1963-64,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1962-63,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1961-62,NBA,Detroit Pistons,Cobo Arena,"12,191","Detroit, Michigan",http://en.wikipedia.org/wiki/Cobo_Hall#Cobo_Arena,,"1 Washington Blvd.
Detroit, Michigan 48226
United States",42°19?34?N 83°2?49?W,10/17/60,,,
1960-61,NBA,Detroit Pistons,Detroit Olympia,"15,000","Detroit, Michigan",http://en.wikipedia.org/wiki/Detroit_Olympia,The Old Red Barn,"5920 Grand River Avenue
Detroit, Michigan 48208",42°21?16?N 83°6?2?W,3/28/27,12/15/79,9/1/87,
1959-60,NBA,Detroit Pistons,Detroit Olympia,"15,000","Detroit, Michigan",http://en.wikipedia.org/wiki/Detroit_Olympia,The Old Red Barn,"5920 Grand River Avenue
Detroit, Michigan 48208",42°21?16?N 83°6?2?W,3/28/27,12/15/79,9/1/87,
1958-59,NBA,Detroit Pistons,Detroit Olympia,"15,000","Detroit, Michigan",http://en.wikipedia.org/wiki/Detroit_Olympia,The Old Red Barn,"5920 Grand River Avenue
Detroit, Michigan 48208",42°21?16?N 83°6?2?W,3/28/27,12/15/79,9/1/87,
1957-58,NBA,Detroit Pistons,Detroit Olympia,"15,000","Detroit, Michigan",http://en.wikipedia.org/wiki/Detroit_Olympia,The Old Red Barn,"5920 Grand River Avenue
Detroit, Michigan 48208",42°21?16?N 83°6?2?W,3/28/27,12/15/79,9/1/87,
1956-57,NBA,Fort Wayne Pistons,War Memorial Coliseum,"10,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/Allen_County_War_Memorial_Coliseum,The Jungle,"4000 Parnell Avenue
Fort Wayne, Indiana 46805",41°6?56?N 85°7?28?W,9/28/52,,,
1955-56,NBA,Fort Wayne Pistons,War Memorial Coliseum,"10,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/Allen_County_War_Memorial_Coliseum,The Jungle,"4000 Parnell Avenue
Fort Wayne, Indiana 46805",41°6?56?N 85°7?28?W,9/28/52,,,
1954-55,NBA,Fort Wayne Pistons,War Memorial Coliseum,"10,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/Allen_County_War_Memorial_Coliseum,The Jungle,"4000 Parnell Avenue
Fort Wayne, Indiana 46805",41°6?56?N 85°7?28?W,9/28/52,,,
1953-54,NBA,Fort Wayne Pistons,War Memorial Coliseum,"10,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/Allen_County_War_Memorial_Coliseum,The Jungle,"4000 Parnell Avenue
Fort Wayne, Indiana 46805",41°6?56?N 85°7?28?W,9/28/52,,,
1952-53,NBA,Fort Wayne Pistons,War Memorial Coliseum,"10,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/Allen_County_War_Memorial_Coliseum,The Jungle,"4000 Parnell Avenue
Fort Wayne, Indiana 46805",41°6?56?N 85°7?28?W,9/28/52,,,
1951-52,NBA,Fort Wayne Pistons,North Side High School Gym,"3,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/North_Side_High_School_Gym,," 475 East State Street
Fort Wayne, IN 46805",41.0979495°N 85.134387°W,1/1/27,1/1/04,,
1950-51,NBA,Fort Wayne Pistons,North Side High School Gym,"3,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/North_Side_High_School_Gym,," 475 East State Street
Fort Wayne, IN 46805",41.0979495°N 85.134387°W,1/1/27,1/1/04,,
1949-50,NBA,Fort Wayne Pistons,North Side High School Gym,"3,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/North_Side_High_School_Gym,," 475 East State Street
Fort Wayne, IN 46805",41.0979495°N 85.134387°W,1/1/27,1/1/04,,
1948-49,BAA,Fort Wayne Pistons,North Side High School Gym,"3,000","Fort Wayne, Indiana",http://en.wikipedia.org/wiki/North_Side_High_School_Gym,," 475 East State Street
Fort Wayne, IN 46805",41.0979495°N 85.134387°W,1/1/27,1/1/04,,
2012-13,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2011-12,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2010-11,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2009-10,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2008-09,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2007-08,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2006-07,NBA,Golden State Warriors,Oracle Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2005-06,NBA,Golden State Warriors,Oakland Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2004-05,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2003-04,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2002-03,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2001-02,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
2000-01,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1999-00,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1998-99,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1997-98,NBA,Golden State Warriors,The Arena in Oakland,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1996-97,NBA,Golden State Warriors,San Jose Arena,"18,500","San Jose, California",http://en.wikipedia.org/wiki/HP_Pavilion_at_San_Jose,,"525 West Santa Clara Street
San Jose, California 95113",37°19?58?N 121°54?4?W,9/7/93,,,
1995-96,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1994-95,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1993-94,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1992-93,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1991-92,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1990-91,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1989-90,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1988-89,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1987-88,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1986-87,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1985-86,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1984-85,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1983-84,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1982-83,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1981-82,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1980-81,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1979-80,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
1978-79,NBA,Golden State Warriors,Oakland-Alameda County Coliseum Arena,"19,596","Oakland, California",http://en.wikipedia.org/wiki/Oracle_Arena,,"7000 Coliseum Way
Oakland, California 94621",37°45?1?N 122°12?11?W,11/9/66,,,2006
