Number,Player,Last_Name,First_Name,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
82,Justin Ferguson,Ferguson,Justin,http://www.und.com/sports/m-footbl/mtt/ferguson_justin00.html,Wide Receiver,6/2/13,196,FR,"Pembroke Pines, FL",Pembroke Pines,FL,Flanagan,,,,Notre Dame University,2012-2013
17,Charlie Fiessinger,Fiessinger,Charlie,http://www.und.com/sports/m-footbl/mtt/fiessinger_charlie00.html,Quarterback,6/1/13,185,SO,"Mason, OH",Mason,OH,Moeller,,,,Notre Dame University,2012-2013
38,Nick Fitzpatrick,Fitzpatrick,Nick,http://www.und.com/sports/m-footbl/mtt/fitzpatrick_nick00.html,Wide Receiver,5/8/13,170,SR,"Mishawaka, IN",Mishawaka,IN,Marian,,,,Notre Dame University,2012-2013
48,Dan Fox,Fox,Dan,http://www.und.com/sports/m-footbl/mtt/fox_dan00.html,Inside Linebacker,6/3/13,240,SR,"Rocky River, OH",Rocky River,OH,St. Ignatius,,,,Notre Dame University,2012-2013
73,Dan Furlong,Furlong,Dan,http://www.und.com/sports/m-footbl/mtt/furlong_dan00.html,Offensive Line,6/7/13,250,FR,"Livonia, MI",Livonia,MI,Orchard Lake St. Mary's,,,,Notre Dame University,2012-2013
88,Jake Golic,Golic,Jake,http://www.und.com/sports/m-footbl/mtt/golic_jake00.html,Tight End,6/4/13,245,SR,"West Hartford, CT",West Hartford,CT,Northwest Catholic,,,,Notre Dame University,2012-2013
57,Mike Golic Jr.,Golic Jr.,Mike,http://www.und.com/sports/m-footbl/mtt/golicjr_mike00.html,Center/Offensive Guard,6/3/13,300,GS,"West Hartford, CT",West Hartford,CT,Northwest Catholic,,,,Notre Dame University,2012-2013
5,Everett Golson,Golson,Everett,http://www.und.com/sports/m-footbl/mtt/golson_everett00.html,Quarterback,6/1/00,185,SO,"Myrtle Beach, SC",Myrtle Beach,SC,Myrtle Beach,,,,Notre Dame University,2012-2013
81,John Goodman,Goodman,John,http://www.und.com/sports/m-footbl/mtt/goodman_john00.html,Wide Receiver,6/3/13,215,GS,"Fort Wayne, IN",Fort Wayne,IN,Bishop Dwenger,,,,Notre Dame University,2012-2013
59,Jarrett Grace,Grace,Jarrett,http://www.und.com/sports/m-footbl/mtt/grace_jarrett00.html,Inside Linebacker,6/3/13,240,SO,"Cincinnati, OH",Cincinnati,OH,Colerain,,,,Notre Dame University,2012-2013
65,Conor Hanratty,Hanratty,Conor,http://www.und.com/sports/m-footbl/mtt/hanratty_conor00.html,Center/Offensive Guard,6/5/13,305,SO,"New Canaan, CT",New Canaan,CT,New Canaan,,,,Notre Dame University,2012-2013
4,Eilar Hardy,Hardy,Eilar,http://www.und.com/sports/m-footbl/mtt/hardy_eilar00.html,Safety,5/11/13,185,SO,"Reynoldsburg, OH",Reynoldsburg,OH,Pickerington Central,,,,Notre Dame University,2012-2013
75,Mark Harrell,Harrell,Mark,http://www.und.com/sports/m-footbl/mtt/harrell_mark00.html,Offensive Line,6/4/13,287,FR,"Charlotte, NC",Charlotte,NC,Catholic,,,,Notre Dame University,2012-2013
77,Matt Hegarty,Hegarty,Matt,http://www.und.com/sports/m-footbl/mtt/hegarty_matt00.html,Center,6/5/13,296,SO,"Aztec, NM",Aztec,NM,Aztec,,,,Notre Dame University,2012-2013
51,Bruce Heggie,Heggie,Bruce,http://www.und.com/sports/m-footbl/mtt/heggie_bruce00.html,Center,6/5/13,285,JR,"Sorrento, FL",Sorrento,FL,Mount Dora,,,,Notre Dame University,2012-2013
12,Andrew Hendrix,Hendrix,Andrew,http://www.und.com/sports/m-footbl/mtt/hendrix_andrew00.html,Quarterback,6/2/13,220,JR,"Cincinnati, OH",Cincinnati,OH,Moeller,,,,Notre Dame University,2012-2013
50,Chase Hounshell,Hounshell,Chase,http://www.und.com/sports/m-footbl/mtt/hounshell_chase00.html,Defensive End,6/4/13,275,SO,"Kirtland, OH",Kirtland,OH,Lake Catholic,,,,Notre Dame University,2012-2013
2,Bennett Jackson,Jackson,Bennett,http://www.und.com/sports/m-footbl/mtt/jackson_bennett00.html,Cornerback,6/1/00,185,JR,"Hazlet, NJ",Hazlet,NJ,Raritan,,,,Notre Dame University,2012-2013
94,Jarron Jones,Jones,Jarron,http://www.und.com/sports/m-footbl/mtt/jones_jarron00.html,Defensive End,6/5/13,299,FR,"Rochester, NY",Rochester,NY,Aquinas Institute,,,,Notre Dame University,2012-2013
7,TJ Jones,Jones,TJ,http://www.und.com/sports/m-footbl/mtt/jones_tj00.html,Wide Receiver,5/11/13,190,JR,"Roswell, GA",Roswell,GA,Gainesville,,,,Notre Dame University,2012-2013
1,Gunner Kiel,Kiel,Gunner,http://www.und.com/sports/m-footbl/mtt/kiel_gunner00.html,Quarterback,6/4/13,210,FR,"Columbus, IN",Columbus,IN,Columbus East,,,,Notre Dame University,2012-2013
18,Ben Koyack,Koyack,Ben,http://www.und.com/sports/m-footbl/mtt/koyack_ben00.html,Tight End,6/5/13,253,SO,"Oil City, PA",Oil City,PA,Oil City,,,,Notre Dame University,2012-2013
37,Eric Lee,Lee,Eric,http://www.und.com/sports/m-footbl/mtt/lee_eric00.html,Wide Receiver,5/9/13,180,SO,"West Des Moines, IA",West Des Moines,IA,Dowling Catholic,,,,Notre Dame University,2012-2013
89,Kapron Lewis-Moore,Lewis-Moore,Kapron,http://www.und.com/sports/m-footbl/mtt/lewismoore_kapron00.html,Defensive End,6/4/13,306,GS,"Weatherford, TX",Weatherford,TX,Weatherford,,,,Notre Dame University,2012-2013
39,Ryan Liebscher,Liebscher,Ryan,http://www.und.com/sports/m-footbl/mtt/liebscher_ryan00.html,Wide Receiver,5/11/13,205,JR,"Colorado Springs, CO",Colorado Springs,CO,Cheyenne Mountain,,,,Notre Dame University,2012-2013
93,Connor Little,Little,Connor,http://www.und.com/sports/m-footbl/mtt/little_connor00.html,Outside Linebacker,6/3/13,225,SO,"Lake Elmo, MN",Lake Elmo,MN,Hill-Murray,,,,Notre Dame University,2012-2013
74,Christian Lombard,Lombard,Christian,http://www.und.com/sports/m-footbl/mtt/lombard_christian00.html,Offensive Guard/Tackle,6/5/13,309,JR,"Inverness, IL",Inverness,IL,Fremd,,,,Notre Dame University,2012-2013
32,Will Mahone,Mahone,Will,http://www.und.com/sports/m-footbl/mtt/mahone_will00.html,Running Back,5/10/13,211,FR,"Austintown, OH",Austintown,OH,Fitch,,,,Notre Dame University,2012-2013
71,Dennis Mahoney,Mahoney,Dennis,http://www.und.com/sports/m-footbl/mtt/mahoney_dennis00.html,Offensive Tackle,6/7/13,294,SR,"Baltimore, MD",Baltimore,MD,Boys Latin School,,,,Notre Dame University,2012-2013
72,Nick Martin,Martin,Nick,http://www.und.com/sports/m-footbl/mtt/martin_nick00.html,Offensive Guard/Tackle,6/4/13,290,SO,"Indianapolis, IN",Indianapolis,IN,Bishop Chatard,,,,Notre Dame University,2012-2013
70,Zack Martin,Martin,Zack,http://www.und.com/sports/m-footbl/mtt/martin_zack00.html,Offensive Tackle,6/4/13,304,SR,"Indianapolis, IN",Indianapolis,IN,Bishop Chatard,,,,Notre Dame University,2012-2013
86,Arturo Martinez,Martinez,Arturo,http://www.und.com/sports/m-footbl/mtt/martinez_arturo00.html,Defensive End,6/4/13,250,JR,"Miami, FL",Miami,FL,Belen Jesuit,,,,Notre Dame University,2012-2013
83,Gerard Martinez,Martinez,Gerard,http://www.und.com/sports/m-footbl/mtt/martinez_gerard00.html,Wide Receiver,6/1/13,200,FR,"Las Vegas, NV",Las Vegas,NV,Cimarron Memorial,,,,Notre Dame University,2012-2013
14,Luke Massa,Massa,Luke,http://www.und.com/sports/m-footbl/mtt/massa_luke00.html,Wide Receiver,6/4/13,225,JR,"Cincinnati, OH",Cincinnati,OH,St. Xavier,,,,Notre Dame University,2012-2013
15,Dan McCarthy,McCarthy,Dan,http://www.und.com/sports/m-footbl/mtt/mccarthy_dan00.html,Safety,6/2/13,205,GS,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,,,,Notre Dame University,2012-2013
33,Cam McDaniel,McDaniel,Cam,http://www.und.com/sports/m-footbl/mtt/mcdaniel_cam00.html,Running Back/Cornerback,5/10/13,195,SO,"Coppell, TX",Coppell,TX,Coppell,,,,Notre Dame University,2012-2013
46,Eamon McOsker,McOsker,Eamon,http://www.und.com/sports/m-footbl/mtt/mcosker_eamon00.html,Safety,6/1/13,200,FR,"San Pedro, CA",San Pedro,CA,Loyola,,,,Notre Dame University,2012-2013
8,Kendall Moore,Moore,Kendall,http://www.und.com/sports/m-footbl/mtt/moore_kendall00.html,Inside Linebacker,6/1/13,242,JR,"Raleigh, NC",Raleigh,NC,Southeast Raleigh,,,,Notre Dame University,2012-2013
17,Zeke Motta,Motta,Zeke,http://www.und.com/sports/m-footbl/mtt/motta_zeke01.html,Safety,6/2/13,215,SR,"Vero Beach, FL",Vero Beach,FL,Vero Beach,,,,Notre Dame University,2012-2013
19,Davonte' Neal,Neal,Davonte',http://www.und.com/sports/m-footbl/mtt/neal_davonte00.html,Wide Receiver,5/9/13,171,FR,"Scottsdale, AZ",Scottsdale,AZ,Central,,,,Notre Dame University,2012-2013
64,Tate Nichols,Nichols,Tate,http://www.und.com/sports/m-footbl/mtt/nichols_tate00.html,Offensive Tackle,6/8/13,320,JR,"Walton, KY",Walton,KY,Ryle,,,,Notre Dame University,2012-2013
85,Troy Niklas,Niklas,Troy,http://www.und.com/sports/m-footbl/mtt/niklas_troy00.html,Tight End,6/7/13,260,SO,"Fullerton, CA",Fullerton,CA,Servite,,,,Notre Dame University,2012-2013
9,Louis Nix III,Nix III,Louis,http://www.und.com/sports/m-footbl/mtt/nixiii_louis00.html,Nose Guard,6/3/13,326,JR,"Jacksonville, FL",Jacksonville,FL,Raines,,,,Notre Dame University,2012-2013
45,Romeo Okwara,Okwara,Romeo,http://www.und.com/sports/m-footbl/mtt/okwara_romeo00.html,Outside Linebacker,6/4/13,239,FR,"Charlotte, NC",Charlotte,NC,Ardrey Kell,,,,Notre Dame University,2012-2013
63,Grant Patton,Patton,Grant,http://www.und.com/sports/m-footbl/mtt/patton_grant00.html,Defensive End,6/6/13,256,SR,"Louisville, KY",Louisville,KY,Saint Xavier,,,,Notre Dame University,2012-2013
49,Tyler Plantz,Plantz,Tyler,http://www.und.com/sports/m-footbl/mtt/prosise_cj00.html,Running Back,5/9/13,202,JR,"Frankfort, IL",Frankfort,IL,Providence Catholic,,,,Notre Dame University,2012-2013
34,C.J. Prosise,Prosise,C.J.,http://www.und.com/sports/m-footbl/mtt/prosise_cj00.html,Safety,6/2/13,208,FR,"Petersburg, VA",Petersburg,VA,Woodberry Forest,,,,Notre Dame University,2012-2013
56,Anthony Rabasa,Rabasa,Anthony,http://www.und.com/sports/m-footbl/mtt/rabasa_anthony00.html,Outside Linebacker,6/3/13,240,SO,"Miami, FL",Miami,FL,Columbus,,,,Notre Dame University,2012-2013
11,Tommy Rees,Rees,Tommy,http://www.und.com/sports/m-footbl/mtt/rees_tommy00.html,Quarterback,6/2/13,210,JR,"Lake Forest, IL",Lake Forest,IL,Lake Forest,,,,Notre Dame University,2012-2013
39,Jude Rhodes,Rhodes,Jude,http://www.und.com/sports/m-footbl/mtt/rhodes_jude00.html,Kicker/Punter,5/10/13,180,JR,"Kapsowar, Kenya",Kapsowar,Kenya,Nordhoff,,,,Notre Dame University,2012-2013
6,Theo Riddick,Riddick,Theo,http://www.und.com/sports/m-footbl/mtt/riddick_theo00.html,Running Back,5/11/13,200,SR,"Manville, NJ",Manville,NJ,Immaculata,,,,Notre Dame University,2012-2013
35,Joe Romano,Romano,Joe,http://www.und.com/sports/m-footbl/mtt/romano_joe00.html,Cornerback,5/9/13,175,JR,"River Forest, IL",River Forest,IL,Fenwick,,,,Notre Dame University,2012-2013
6,KeiVarae Russell,Russell,KeiVarae,http://www.und.com/sports/m-footbl/mtt/russell_keivarae00.html,Cornerback,5/11/13,182,FR,"Everett, WA",Everett,WA,Mariner,,,,Notre Dame University,2012-2013
24,Chris Salvi,Salvi,Chris,http://www.und.com/sports/m-footbl/mtt/salvi_chris00.html,Safety,5/10/13,190,SR,"Lake Forest, IL",Lake Forest,IL,Carmel Catholic,,,,Notre Dame University,2012-2013
36,Will Salvi,Salvi,Will,http://www.und.com/sports/m-footbl/mtt/salvi_will00.html,Cornerback,5/10/13,176,SR,"Lake Forest, IL",Lake Forest,IL,Carmel Catholic,,,,Notre Dame University,2012-2013
38,Joe Schmidt,Schmidt,Joe,http://www.und.com/sports/m-footbl/mtt/schmidt_joe00.html,Inside Linebacker,6/1/00,230,SO,"Orange, CA",Orange,CA,Mater Dei,,,,Notre Dame University,2012-2013
96,Kona Schwenke,Schwenke,Kona,http://www.und.com/sports/m-footbl/mtt/schwenke_kona00.html,Nose Guard,6/4/13,290,JR,"Hauula, HI",Hauula,HI,Kahuku,,,,Notre Dame University,2012-2013
55,Prince Shembo,Shembo,Prince,http://www.und.com/sports/m-footbl/mtt/shembo_prince00.html,Outside Linebacker,6/2/13,250,JR,"Charlotte, NC",Charlotte,NC,Ardrey Kell,,,,Notre Dame University,2012-2013
22,Elijah Shumate,Shumate,Elijah,http://www.und.com/sports/m-footbl/mtt/shumate_elijah00.html,Safety,6/1/00,198,FR,"East Orange, NJ",East Orange,NJ,Don Bosco Prep,,,,Notre Dame University,2012-2013
26,Jamoris Slaughter,Slaughter,Jamoris,http://www.und.com/sports/m-footbl/mtt/slaughter_jamoris00.html,Safety,6/1/00,200,GS,"Stone Mountain, GA",Stone Mountain,GA,Tucker,,,,Notre Dame University,2012-2013
84,Andre Smith,Smith,Andre,http://www.und.com/sports/m-footbl/mtt/smith_andre00.html,Wide Receiver,6/2/13,190,SO,"Davie, FL",Davie,FL,North Broward Prep,,,,Notre Dame University,2012-2013
87,Daniel Smith,Smith,Daniel,http://www.und.com/sports/m-footbl/mtt/smith_daniel00.html,Wide Receiver,6/4/13,215,JR,"South Bend, IN",South Bend,IN,Clay,,,,Notre Dame University,2012-2013
42,Ernie Soto,Soto,Ernie,http://www.und.com/sports/m-footbl/mtt/soto_ernie00.html,Safety,5/9/13,188,SO,"Davie, FL",Davie,FL,St. Thomas Aquinas,,,,Notre Dame University,2012-2013
13,Danny Spond,Spond,Danny,http://www.und.com/sports/m-footbl/mtt/spond_danny00.html,Outside Linebacker,6/2/13,248,JR,"Littleton, CO",Littleton,CO,Columbine,,,,Notre Dame University,2012-2013
69,Tony Springmann,Springmann,Tony,http://www.und.com/sports/m-footbl/mtt/springmann_tony00.html,Nose Guard,6/6/13,300,SO,"Fort Wayne, IN",Fort Wayne,IN,Bishop Dwenger,,,,Notre Dame University,2012-2013
78,Ronnie Stanley,Stanley,Ronnie,http://www.und.com/sports/m-footbl/mtt/stanley_ronnie00.html,Offensive Tackle,6/6/13,304,FR,"Las Vegas, NV",Las Vegas,NV,Bishop Gorman,,,,Notre Dame University,2012-2013
92,Tyler Stockton,Stockton,Tyler,http://www.und.com/sports/m-footbl/mtt/stockton_tyler01.html,Nose Guard,6/1/00,285,SR,"Linwood, NJ",Linwood,NJ,Hun School,,,,Notre Dame University,2012-2013
62,Matt Tansey,Tansey,Matt,http://www.und.com/sports/m-footbl/mtt/tansey_matt00.html,Offensive Line,6/6/13,270,SR,"Berkeley Heights, NJ",Berkeley Heights,NJ,Governor Livingston,,,,Notre Dame University,2012-2013
40,Nick Tausch,Tausch,Nick,http://www.und.com/sports/m-footbl/mtt/tausch_nick00.html,Kicker,6/1/00,201,SR,"Plano, TX",Plano,TX,Jesuit,,,,Notre Dame University,2012-2013
5,Manti Te'o,Te'o,Manti,http://www.und.com/sports/m-footbl/mtt/teo_manti00.html,Inside Linebacker,6/2/13,255,SR,"Laie, HI",Laie,HI,Punahou,,,,Notre Dame University,2012-2013
9,Robby Toma,Toma,Robby,http://www.und.com/sports/m-footbl/mtt/toma_robby00.html,Wide Receiver,5/9/13,185,SR,"Laie, HI",Laie,HI,Punahou,,,,Notre Dame University,2012-2013
7,Stephon Tuitt,Tuitt,Stephon,http://www.und.com/sports/m-footbl/mtt/tuitt_stephon00.html,Defensive End,6/6/13,303,SO,"Monroe, GA",Monroe,GA,Monroe,,,,Notre Dame University,2012-2013
35,Ben Turk,Turk,Ben,http://www.und.com/sports/m-footbl/mtt/turk_ben00.html,Punter,5/11/13,186,SR,"Davie, FL",Davie,FL,St. Thomas Aquinas,,,,Notre Dame University,2012-2013
31,John Turner,Turner,John,http://www.und.com/sports/m-footbl/mtt/turner_john00.html,Safety,6/2/13,207,FR,"Indianapolis, IN",Indianapolis,IN,Cathedral,,,,Notre Dame University,2012-2013
53,Justin Utupo,Utupo,Justin,http://www.und.com/sports/m-footbl/mtt/utupo_justin00.html,Defensive End,6/1/13,258,JR,"Lakewood, CA",Lakewood,CA,Lakewood,,,,Notre Dame University,2012-2013
54,Kevin Walsh,Walsh,Kevin,http://www.und.com/sports/m-footbl/mtt/walsh_kevin00.html,Linebacker,6/3/13,220,SR,"Bettendorf, IA",Bettendorf,IA,Davenport Assumption,,,,Notre Dame University,2012-2013
66,Chris Watt,Watt,Chris,http://www.und.com/sports/m-footbl/mtt/watt_chris00.html,Offensive Guard,6/3/13,310,SR,"Glen Ellyn, IL",Glen Ellyn,IL,Glenbard West,,,,Notre Dame University,2012-2013
82,Alex Welch,Welch,Alex,http://www.und.com/sports/m-footbl/mtt/welch_alex00.html,Tight End,6/4/13,250,JR,"Cincinnati, OH",Cincinnati,OH,Elder,,,,Notre Dame University,2012-2013
11,Ishaq Williams,Williams,Ishaq,http://www.und.com/sports/m-footbl/mtt/williams_ishaq00.html,Outside Linebacker,6/5/13,255,SO,"Brooklyn, NY",Brooklyn,NY,Lincoln,,,,Notre Dame University,2012-2013
20,Cierre Wood,Wood,Cierre,http://www.und.com/sports/m-footbl/mtt/wood_cierre00.html,Running Back,6/1/00,215,SR,"Oxnard, CA",Oxnard,CA,Santa Clara,,,,Notre Dame University,2012-2013
23,Lo Wood,Wood,Lo,http://www.und.com/sports/m-footbl/mtt/wood_lo00.html,Cornerback,5/10/13,195,JR,"Apopka, FL",Apopka,FL,Apopka,,,,Notre Dame University,2012-2013
