Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
72,Desmond Collins,http://www.osubeavers.com/sports/m-footbl/mtt/collins_desmond00.html,DT,6/4/13,269,RS FR,"Salt Lake City, Utah",Salt Lake City,UTAH,Highland,,,,,Oregon State University,2012-2013
7,Brandin Cooks,http://www.osubeavers.com/sports/m-footbl/mtt/cooks_brandin00.html,WR,5/10/13,179,SO,"Stockton, Calif.",Stockton,CALIF,Lincoln,,,,,Oregon State University,2012-2013
2,Ryan Cope,http://www.osubeavers.com/sports/m-footbl/mtt/cope_ryan00.html,PK,5/9/13,150,FR,"Portland, Ore.",Portland,ORE,Jesuit,,,,,Oregon State University,2012-2013
95,Scott Crichton,http://www.osubeavers.com/sports/m-footbl/mtt/crichton_scott00.html,DE,6/3/13,263,SO,"Tacoma, Wash.",Tacoma,WASH,Henry Foss,,,,,Oregon State University,2012-2013
84,Kevin Cummings,http://www.osubeavers.com/sports/m-footbl/mtt/cummings_kevin02.html,WR,6/1/13,181,JR,"Culver City, Calif.",Culver City,CALIF,Crespi,,,,,Oregon State University,2012-2013
23,Mishawn Cummings,http://www.osubeavers.com/sports/m-footbl/mtt/cummings_mishawn00.html,CB,5/10/13,190,RS SO,"San Jose, Calif.",San Jose,CALIF,Valley Christian,Foothill Community College,,,,Oregon State University,2012-2013
40,Michael Doctor,http://www.osubeavers.com/sports/m-footbl/mtt/doctor_michael02.html,LB,6/1/00,223,JR,"Tulsa, Okla.",Tulsa,OKLA,Booker T. Washington,,,,,Oregon State University,2012-2013
61,Chase Eldredge,http://www.osubeavers.com/sports/m-footbl/mtt/eldredge_chase00.html,OL,6/3/13,232,FR,"Lunada Bay, Calif.",Lunada Bay,CALIF,Palos Verde,,,,,Oregon State University,2012-2013
71,Grant Enger,http://www.osubeavers.com/sports/m-footbl/mtt/enger_grant01.html,OG,6/6/13,293,JR,"Bothell, Wash.",Bothell,WASH,O'Dea,,,,,Oregon State University,2012-2013
56,Rusty Fernando,http://www.osubeavers.com/sports/m-footbl/mtt/fernando_rusty00.html,DE,6/3/13,242,SR,"Apache Junction, Ariz.",Apache Junction,ARIZ,Apache Junction,Glendale Community College,,,,Oregon State University,2012-2013
78,Rudolf Fifita,http://www.osubeavers.com/sports/m-footbl/mtt/fifita_rudolf00.html,DE,6/3/13,263,SR,"Euless, Texas",Euless,TEXAS,Trinity,Mt. San Antonio Community College,,,,Oregon State University,2012-2013
53,Kyle Gardner,http://www.osubeavers.com/sports/m-footbl/mtt/gardner_kyle00.html,LB,5/11/13,225,RS FR,"Corvallis, Ore.",Corvallis,ORE,Crescent Valley,,,,,Oregon State University,2012-2013
18,Malik Gilmore,http://www.osubeavers.com/sports/m-footbl/mtt/gilmore_malik00.html,WR,6/3/13,214,FR,"Lakewood, Calif.",Lakewood,CALIF,Lakewood,,,,,Oregon State University,2012-2013
51,Charlie Gilmur,http://www.osubeavers.com/sports/m-footbl/mtt/gilmur_charlie00.html,LB,6/1/13,228,JR,"Tacoma, Wash.",Tacoma,WASH,Curtis,,,,,Oregon State University,2012-2013
60,Akeem Gonzales,http://www.osubeavers.com/sports/m-footbl/mtt/gonzales_akeem00.html,DE,6/3/13,236,RS FR,"Pasadena, Calif.",Pasadena,CALIF,Bishop Alemany,,,,,Oregon State University,2012-2013
85,J.C. Grim,http://www.osubeavers.com/sports/m-footbl/mtt/grim_jc00.html,WR,6/1/13,181,FR,"Bend, OR",Bend,OR,Bend,,,,,Oregon State University,2012-2013
86,Obum Gwacham,http://www.osubeavers.com/sports/m-footbl/mtt/gwacham_obum02.html,WR,6/5/13,224,SO,"Chino Hills, Calif.",Chino Hills,CALIF,Ayala,,,,,Oregon State University,2012-2013
89,Connor Hamlett,http://www.osubeavers.com/sports/m-footbl/mtt/hamlett_connor00.html,TE,6/7/13,259,SO,"Edmonds, Wash.",Edmonds,WASH,Meadowdale,,,,,Oregon State University,2012-2013
21,Ryan Handford,http://www.osubeavers.com/sports/m-footbl/mtt/handford_ryan00.html,CB,5/10/13,204,SR,"New Brunswick, N.J.",New Brunswick,NJ,Santiago,Santa Ana Junior College,,,,Oregon State University,2012-2013
68,Nolan Hansen,http://www.osubeavers.com/sports/m-footbl/mtt/hansen_nolan00.html,OL,6/6/13,250,FR,"Corvallis, OR",Corvallis,OR,Corvallis,,,,,Oregon State University,2012-2013
1,Riley Harper,http://www.osubeavers.com/sports/m-footbl/mtt/harper_riley00.html,PK,6/1/00,179,RS FR,"Salt Lake City, UT",Salt Lake City,UT,Cottonwood,Utah State,,,,Oregon State University,2012-2013
99,Blake Harrah,http://www.osubeavers.com/sports/m-footbl/mtt/harrah_blake00.html,DT,6/1/13,265,RS JR,"Temecula, Calif.",Temecula,CALIF,Temecula Valley,Saddleback Junior College,,,,Oregon State University,2012-2013
12,Richie Harrington,http://www.osubeavers.com/sports/m-footbl/mtt/harrington_richie00.html,QB,6/1/13,228,RS FR,"Westlake Village, Calif.",Westlake Village,CALIF,Oaks Christian,,,,,Oregon State University,2012-2013
7,Tyler Hasty,http://www.osubeavers.com/sports/m-footbl/mtt/hasty_tyler00.html,CB,5/10/13,178,FR,"Newcastle, Wash.",Newcastle,WASH,Bellevue,,,,,Oregon State University,2012-2013
76,Jake Hatcher,http://www.osubeavers.com/sports/m-footbl/mtt/hatcher_jake00.html,OL,6/3/13,230,JR,"Astoria, Ore.",Astoria,ORE,Astoria,Western Oregon,,,,Oregon State University,2012-2013
81,Micah Hatfield,http://www.osubeavers.com/sports/m-footbl/mtt/hatfield_micah01.html,WR,6/1/13,180,JR,"Lake Oswego, Ore.",Lake Oswego,ORE,Lake Oswego,,,,,Oregon State University,2012-2013
31,A.J. Hedgecock,http://www.osubeavers.com/sports/m-footbl/mtt/hedgecock_aj00.html,S,6/1/00,191,FR,"Dayton, Ore.",Dayton,ORE,Dayton,,,,,Oregon State University,2012-2013
18,Kendall Hill,http://www.osubeavers.com/sports/m-footbl/mtt/hill_kendall00.html,S,6/1/13,192,FR,"La Marque, Texas",La Marque,TEXAS,La Marque,,,,,Oregon State University,2012-2013
48,Jaswha James,http://www.osubeavers.com/sports/m-footbl/mtt/james_jaswha00.html,LB,6/2/13,247,RS FR,"Inglewood, Calif.",Inglewood,CALIF,Inglewood,,,,,Oregon State University,2012-2013
34,Jordan Jenkins,http://www.osubeavers.com/sports/m-footbl/mtt/jenkins_jordan00.html,RB,6/1/13,210,SR,"Salem, Ore.",Salem,ORE,West Salem,,,,,Oregon State University,2012-2013
44,Jabral Johnson,http://www.osubeavers.com/sports/m-footbl/mtt/johnson_jabral00.html,LB,6/1/13,234,SO,"Lawton, Okla.",Lawton,OKLA,Lawton,,,,,Oregon State University,2012-2013
94,Devon Kell,http://www.osubeavers.com/sports/m-footbl/mtt/kell_devon00.html,DE,6/4/13,250,JR,"Hilo, Hawai'i",Hilo,HAWAI'I,Hilo,,,,,Oregon State University,2012-2013
74,David Keller,http://www.osubeavers.com/sports/m-footbl/mtt/keller_david00.html,OL,6/3/13,309,FR,"Fresno, Calif.",Fresno,CALIF,San Joaquin Memorial,Fresno State,,,,Oregon State University,2012-2013
64,Colin Kelly,http://www.osubeavers.com/sports/m-footbl/mtt/kelly_colin00.html,OT,6/5/13,298,SR,"Kelso, Wash.",Kelso,WASH,Kelso,,,,,Oregon State University,2012-2013
48,Keith Kostol,http://www.osubeavers.com/sports/m-footbl/mtt/kostol_keith00.html,P,6/3/13,189,SO,"Tigard, Ore.",Tigard,ORE,Tigard,,,,,Oregon State University,2012-2013
57,Harrison Linsky,http://www.osubeavers.com/sports/m-footbl/mtt/linsky_harrison00.html,LS,6/1/00,225,FR,"Bakersfield, Calif.",Bakersfield,CALIF,Garces Memorial,Fresno State,,,,Oregon State University,2012-2013
79,Joe Lopez,http://www.osubeavers.com/sports/m-footbl/mtt/lopez_joe00.html,DT,6/1/00,273,SO,"Portland, Ore.",Portland,ORE,Central Catholic,,,,,Oregon State University,2012-2013
52,Dyllon Mafi,http://www.osubeavers.com/sports/m-footbl/mtt/mafi_dyllon00.html,LB,6/2/13,220,JR,"Oakland, Calif.",Oakland,CALIF,Oakland,Laney Community College,,,,Oregon State University,2012-2013
46,Rommel Mageo,http://www.osubeavers.com/sports/m-footbl/mtt/mageo_rommel00.html,LB,6/2/13,221,FR,"Pago Pago, America Samoa",Pago Pago,AMERICA SAMOA,Samoana,,,,,Oregon State University,2012-2013
4,Sean Mannion,http://www.osubeavers.com/sports/m-footbl/mtt/mannion_sean00.html,QB,6/5/13,212,SO,"Pleasanton, Calif.",Pleasanton,CALIF,Foothill,,,,,Oregon State University,2012-2013
22,Malcolm Marable,http://www.osubeavers.com/sports/m-footbl/mtt/marable_malcolm00.html,CB,5/7/13,172,SO,"Pasadena, Calif.",Pasadena,CALIF,Bishop Alemany,,,,,Oregon State University,2012-2013
6,Sean Martin,http://www.osubeavers.com/sports/m-footbl/mtt/martin_sean01.html,CB,6/1/00,186,JR,"Corona, Calif.",Corona,CALIF,Santiago,,,,,Oregon State University,2012-2013
98,Castro Masaniai,http://www.osubeavers.com/sports/m-footbl/mtt/masaniai_castro00.html,DT,6/3/13,354,SR,"Waipahu, Hawai'i",Waipahu,HAWAI'I,Waipahu,,,,,Oregon State University,2012-2013
99,Tim McMullen,http://www.osubeavers.com/sports/m-footbl/mtt/mcmullen_tim00.html,P,6/4/13,232,RS JR,"Parkdale, Australia",Parkdale,AUSTRALIA,Mentone Grammar School,Humboldt State,,,,Oregon State University,2012-2013
50,Josh Mitchell,http://www.osubeavers.com/sports/m-footbl/mtt/mitchell_josh00.html,OL,6/2/13,274,FR,"North Bend, Wash.",North Bend,WASH,Mount Si,,,,,Oregon State University,2012-2013
58,Michael Morovick,http://www.osubeavers.com/sports/m-footbl/mtt/morovick_michael00.html,LS,6/1/00,223,SO,"Mission Viejo, Calif.",Mission Viejo,CALIF,Trabuco Hills,,,,,Oregon State University,2012-2013
8,Richard Mullaney,http://www.osubeavers.com/sports/m-footbl/mtt/mullaney_richard00.html,WR,6/3/13,191,RS FR,"Thousand Oaks, Calif.",Thousand Oaks,CALIF,Thousand Oaks,,,,,Oregon State University,2012-2013
25,Ryan Murphy,http://www.osubeavers.com/sports/m-footbl/mtt/murphy_ryan00.html,S,6/3/13,213,SO,"Oakland, Calif.",Oakland,CALIF,Oakland Tech,,,,,Oregon State University,2012-2013
75,Derek Nielsen,http://www.osubeavers.com/sports/m-footbl/mtt/nielsen_derek00.html,OL,6/4/13,286,SO,"Eugene, Ore.",Eugene,ORE,Sheldon,,,,,Oregon State University,2012-2013
17,Cyril Noland-Lewis,http://www.osubeavers.com/sports/m-footbl/mtt/nolandlewis_cyril00.html,S,6/1/00,195,FR,"Ruston, La.",Ruston,LA,Ruston,,,,,Oregon State University,2012-2013
87,Ricky Ortiz,http://www.osubeavers.com/sports/m-footbl/mtt/ortiz_ricky00.html,TE,6/1/00,230,FR,"Corona, CA",Corona,CA,Mater Dei,,,,,Oregon State University,2012-2013
27,Naji Patrick,http://www.osubeavers.com/sports/m-footbl/mtt/patrick_naji00.html,CB,5/8/13,190,RS FR,"Vallejo, Calif.",Vallejo,CALIF,St. Patrick-St. Vincent,,,,,Oregon State University,2012-2013
39,Tym Pearson,http://www.osubeavers.com/sports/m-footbl/mtt/pearson_tym00.html,WR,6/2/13,208,JR,"Springfield, Ore.",Springfield,ORE,Thurston,Lane Community College,,,,Oregon State University,2012-2013
88,Tyler Perry,http://www.osubeavers.com/sports/m-footbl/mtt/perry_tyler00.html,TE,6/5/13,256,SO,"Ventura, Calif.",Ventura,CALIF,Buena,,,,,Oregon State University,2012-2013
77,Michael Philipp,http://www.osubeavers.com/sports/m-footbl/mtt/philipp_michael01.html,OT,6/4/13,315,RS JR,"San Bernardino, Calif.",San Bernardino,CALIF,Arroyo Valley,,,,,Oregon State University,2012-2013
14,Jordan Poyer,http://www.osubeavers.com/sports/m-footbl/mtt/poyer_jordan01.html,CB,6/1/00,190,SR,"Astoria, Ore.",Astoria,ORE,Astoria,,,,,Oregon State University,2012-2013
82,Colby Prince,http://www.osubeavers.com/sports/m-footbl/mtt/prince_colby00.html,TE,6/5/13,257,SR,"Albany, Ore.",Albany,ORE,West Albany,,,,,Oregon State University,2012-2013
16,Rashaad Reynolds,http://www.osubeavers.com/sports/m-footbl/mtt/reynolds_rashaad01.html,CB,5/11/13,186,JR,"Pacoima, Cailf.",Pacoima,CAILF,San Fernando,,,,,Oregon State University,2012-2013
90,Ali'i Robins,http://www.osubeavers.com/sports/m-footbl/mtt/robins_alii00.html,DE,6/2/13,276,RS FR,"Ewa Beach, Hawai'i",Ewa Beach,HAWAI'I,Saint Louis,,,,,Oregon State University,2012-2013
13,Rueben Robinson,http://www.osubeavers.com/sports/m-footbl/mtt/robinson_rueben01.html,LB,6/3/13,235,SR,"Chandler, Ariz.",Chandler,ARIZ,Hamilton,,,,,Oregon State University,2012-2013
36,Zack Robinson,http://www.osubeavers.com/sports/m-footbl/mtt/robinson_zack00.html,CB,6/1/13,190,FR,"Tahlequah, Okla.",Tahlequah,OKLA,Sequoyah,,,,,Oregon State University,2012-2013
12,Trevor Romaine,http://www.osubeavers.com/sports/m-footbl/mtt/romaine_trevor00.html,PK,6/1/00,200,SO,"Corona, Calif.",Corona,CALIF,Centennial,,,,,Oregon State University,2012-2013
93,Mana Rosa,http://www.osubeavers.com/sports/m-footbl/mtt/rosa_mana01.html,DT,6/3/13,276,JR,"Haiku, Hawai'i",Haiku,HAWAI'I,Baldwin,,,,,Oregon State University,2012-2013
65,Roman Sapolu,http://www.osubeavers.com/sports/m-footbl/mtt/sapolu_roman00.html,C,6/2/13,284,SO,"Huntington Beach, Calif.",Huntington Beach,CALIF,Edison,,,,,Oregon State University,2012-2013
35,Caleb Saulo,http://www.osubeavers.com/sports/m-footbl/mtt/saulo_caleb00.html,LB,6/1/13,215,FR,"Kent, Wash.",Kent,WASH,Kentlake,,,,,Oregon State University,2012-2013
15,Larry Scott,http://www.osubeavers.com/sports/m-footbl/mtt/scott_larry00.html,CB,5/11/13,192,RS FR,"Corona, Calif.",Corona,CALIF,Centennial,,,,,Oregon State University,2012-2013
49,Andrew Seumalo,http://www.osubeavers.com/sports/m-footbl/mtt/seumalo_andrew00.html,DT,6/4/13,290,SR,"Corvallis, Ore.",Corvallis,ORE,Santiam Christian,,,,,Oregon State University,2012-2013
56,Isaac Seumalo,http://www.osubeavers.com/sports/m-footbl/mtt/seumalo_isaac00.html,OL,6/3/13,302,FR,"Corvallis, Ore.",Corvallis,ORE,Corvallis,,,,,Oregon State University,2012-2013
21,Mitch Singler,http://www.osubeavers.com/sports/m-footbl/mtt/singler_mitch00.html,WR,6/3/13,208,JR,"Medford, Ore.",Medford,ORE,South Medford,,,,,Oregon State University,2012-2013
32,Joel Skotte,http://www.osubeavers.com/sports/m-footbl/mtt/skotte_joel00.html,LB,6/2/13,235,FR,"Bend, Ore.",Bend,ORE,Mountain View,,,,,Oregon State University,2012-2013
10,Caleb Smith,http://www.osubeavers.com/sports/m-footbl/mtt/smith_caleb00.html,TE,6/6/13,264,FR,"Kent, Wash.",Kent,WASH,Kentridge,,,,,Oregon State University,2012-2013
51,Garett Southam,http://www.osubeavers.com/sports/m-footbl/mtt/southam_garett00.html,OL,6/1/13,239,FR,"Durham, Calif.",Durham,CALIF,Durham,,,,,Oregon State University,2012-2013
80,Dustin Stanton,http://www.osubeavers.com/sports/m-footbl/mtt/stanton_dustin00.html,TE,6/4/13,232,FR,"Marysville, Wash.",Marysville,WASH,Lakewood,,,,,Oregon State University,2012-2013
19,Jovan Stevenson,http://www.osubeavers.com/sports/m-footbl/mtt/stevenson_jovan00.html,CB,5/11/13,180,JR,"Tucson, Ariz.",Tucson,ARIZ,Sunnyside,,,,,Oregon State University,2012-2013
91,Noke Tago,http://www.osubeavers.com/sports/m-footbl/mtt/tago_noke00.html,DT,6/1/13,290,FR,"Pago Pago, America Samoa",Pago Pago,AMERICA SAMOA,Leone,,,,,Oregon State University,2012-2013
41,Feti Unga,http://www.osubeavers.com/sports/m-footbl/mtt/unga_feti00.html,LB,6/2/13,248,SR,"Rochester, Calif.",Rochester,CALIF,Kahuku ,,,,,Oregon State University,2012-2013
5,Brent VanderVeen,http://www.osubeavers.com/sports/m-footbl/mtt/vanderveen_brent00.html,QB,6/4/13,226,FR,"Arroyo Grande, Calif.",Arroyo Grande,CALIF,Arroyo Grande,,,,,Oregon State University,2012-2013
14,Cody Vaz,http://www.osubeavers.com/sports/m-footbl/mtt/vaz_cody01.html,QB,6/1/13,198,JR,"Lodi, Calif.",Lodi,CALIF,St. Mary's,,,,,Oregon State University,2012-2013
28,Terron Ward,http://www.osubeavers.com/sports/m-footbl/mtt/ward_terron00.html,RB,5/7/13,195,SO,"Antioch, Calif.",Antioch,CALIF,De La Salle,,,,,Oregon State University,2012-2013
3,Anthony Watkins,http://www.osubeavers.com/sports/m-footbl/mtt/watkins_anthony00.html,S,6/1/13,217,SR,"Burien, Wash.",Burien,WASH,Highline,,,,,Oregon State University,2012-2013
38,Brian Watkins,http://www.osubeavers.com/sports/m-footbl/mtt/watkins_brian00.html,CB,5/9/13,185,SR,"Burien, Wash.",Burien,WASH,Highline,,,,,Oregon State University,2012-2013
66,Garrett Weinreich,http://www.osubeavers.com/sports/m-footbl/mtt/weinreich_garrett00.html,OL,6/5/13,307,FR,"Pismo Beach, Calif.",Pismo Beach,CALIF,Arroyo Grande,,,,,Oregon State University,2012-2013
2,Markus Wheaton,http://www.osubeavers.com/sports/m-footbl/mtt/wheaton_markus01.html,WR,6/1/13,182,SR,"Chandler, Ariz.",Chandler,ARIZ,Chandler,,,,,Oregon State University,2012-2013
47,Josh Williams,http://www.osubeavers.com/sports/m-footbl/mtt/williams_josh00.html,LB,6/1/13,239,SO,"Los Angeles, Calif.",Los Angeles,CALIF,Salesian,,,,,Oregon State University,2012-2013
24,Storm Woods,http://www.osubeavers.com/sports/m-footbl/mtt/woods_storm00.html,RB,6/1/00,202,RS FR,"Pflugerville, Texas",Pflugerville,TEXAS,Pflugerville,,,,,Oregon State University,2012-2013
45,Dylan Wynn,http://www.osubeavers.com/sports/m-footbl/mtt/wynn_dylan00.html,DE,6/2/13,265,SO,"Concord, Calif.",Concord,CALIF,De La Salle,,,,,Oregon State University,2012-2013
42,Clayton York,http://www.osubeavers.com/sports/m-footbl/mtt/york_clayton00.html,FB,6/1/00,238,SR,"Redmond, Ore.",Redmond,ORE,Redmond,,,,,Oregon State University,2012-2013
8,Tyrequek Zimmerman,http://www.osubeavers.com/sports/m-footbl/mtt/zimmerman_tyrequek00.html,S,6/1/00,206,SO,"St. Matthews, S.C.",St. Matthews,SC,Lawton ,,,,,Oregon State University,2012-2013
