"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"37639",2004-02-28,"Matt Cepicky",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37640",2004-02-28,"Peter Bergeron",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37641",2004-02-28,"Hee-Seop Choi",2004,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37642",2004-02-28,"Nate Bump",2004,"Marlins","signed to a 1-year contract","free agency",0,1,2004,"2005","",2004
"37643",2004-02-28,"Tim Spooneybarger",2004,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37644",2004-02-28,"Wilson Valdez",2004,"Marlins","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37645",2004-02-28,"Carlos Hernandez",2004,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37646",2004-02-29,"Corky Miller",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37647",2004-02-29,"Joe Valentine",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37648",2004-02-29,"Philip Norton",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37649",2004-02-29,"Rainer Olmedo",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37650",2004-02-29,"Ryan Wagner",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37651",2004-02-29,"Brandon Backe",2004,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37652",2004-02-29,"Mike Gallo",2004,"Astros","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37653",2004-02-29,"Endy Chavez",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37654",2004-02-29,"Zach Day",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37655",2004-03-01,"Austin Kearns",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37656",2004-03-01,"Brandon Claussen",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37657",2004-03-01,"Brandon Larson",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37658",2004-03-01,"Felipe Lopez",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37659",2004-03-01,"Jose Acevedo",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37660",2004-03-01,"Stephen Smitherman",2004,"Reds","re-signed","re-signinging",0,1,2004,"2005","",2004
"37664",2004-03-01,"Alex Escobar",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37665",2004-03-01,"Ben Broussard",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37666",2004-03-01,"Billy Traber",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37667",2004-03-01,"Brandon Phillips",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37668",2004-03-01,"Cliff Lee",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37669",2004-03-01,"Fernando Cabrera",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37670",2004-03-01,"Francisco Cruceta",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37671",2004-03-01,"Ivan Ochoa",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37672",2004-03-01,"Jason Stanford",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37673",2004-03-01,"Mariano Gomez",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37674",2004-03-01,"Ryan Ludwick",2004,"Indians","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37675",2004-03-01,"Brian Roberts",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37676",2004-03-01,"Denny Bautista",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37677",2004-03-01,"Eddy Rodriguez",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37678",2004-03-01,"John Parrish",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37679",2004-03-01,"John Stephens",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37680",2004-03-01,"Jose Morban",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37681",2004-03-01,"Larry Bigbie",2004,"Orioles","re-signed","re-signinging",0,1,2004,"2005","",2004
"37682",2004-03-02,"Travis Lee",2004,"Yankees","signed free agent to a 1-year contract","free agency",0,1,2004,"2005","",2004
"37683",2004-03-02,"Ben Howard",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37684",2004-03-02,"Bernie Castro",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37685",2004-03-02,"Brian Sweeney",2004,"Padres","signed to a 1-year contract","free agency",0,1,2004,"2005","",2004
"37686",2004-03-02,"Chris Oxspring",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37687",2004-03-02,"Dennis Tankersley",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37688",2004-03-02,"Freddy Guzman",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37689",2004-03-02,"Henri Stanley",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37690",2004-03-02,"Humberto Quintero",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37691",2004-03-02,"Jake Peavy",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37692",2004-03-02,"Jason Szuminski",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37693",2004-03-02,"Justin Germano",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37694",2004-03-02,"Khalil Greene",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37695",2004-03-02,"Ramon Vazquez",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37696",2004-03-02,"Rusty Tucker",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37697",2004-03-02,"Scott Linebrink",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37698",2004-03-02,"Sean Burroughs",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37699",2004-03-02,"Tom Wilson",2004,"Padres","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37700",2004-03-02,"Drew Naylor",2004,"Phillies","signed non-drafted free agent","free agency",0,1,2004,"2005","",2004
"37701",2004-03-02,"Colby Lewis",2004,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37702",2004-03-02,"Jason Bourgeois",2004,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37703",2004-03-02,"Joaquin Benoit",2004,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37704",2004-03-02,"Ricardo Rodriguez",2004,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37705",2004-03-02,"Adam Dunn",2004,"Reds","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37706",2004-03-02,"Ryan Freel",2004,"Reds","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37707",2004-03-02,"Damaso Marte",2004,"White Sox","re-signed to a 3-year contract","re-signinging",0,3,2004,"2007","",2004
"37708",2004-03-02,"Marcus Giles",2004,"Braves","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37709",2004-03-02,"Geoff Jenkins",2004,"Brewers","re-signed to a 3-year contract extension","re-signinging",0,3,2004,"2007","",2004
"37711",2004-03-02,"Toby Hall",2004,"Devil Rays","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37712",2004-03-02,"Victor Zambrano",2004,"Devil Rays","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37713",2004-03-02,"Henry Mateo",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37714",2004-03-02,"Juan Rivera",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37715",2004-03-02,"Luis Ayala",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37716",2004-03-02,"Ron Calloway",2004,"Expos","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37717",2004-03-02,"Dontrelle Willis",2004,"Marlins","re-signed","re-signinging",0,1,2004,"2005","",2004
"37718",2004-03-02,"Josh Beckett",2004,"Marlins","re-signed","re-signinging",0,1,2004,"2005","",2004
"37719",2004-03-02,"Miguel Cabrera",2004,"Marlins","re-signed","re-signinging",0,1,2004,"2005","",2004
"37720",2004-03-02,"Grant Roberts",2004,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37721",2004-03-02,"Jae-Weong Seo",2004,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37722",2004-03-02,"Jeff Duncan",2004,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37723",2004-03-02,"Jeremy Griffiths",2004,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37724",2004-03-02,"Prentice Redman",2004,"Mets","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37725",2004-03-03,"Ross Gload",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37726",2004-03-03,"Ryan Meaux",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37727",2004-03-03,"Ryan Wing",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37728",2004-03-03,"Willie Harris",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37729",2004-03-03,"Kurt Ainsworth",2004,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37730",2004-03-03,"Rick Bauer",2004,"Orioles","re-signed to a 1-year contract","re-signinging",0,1,2004,"2005","",2004
"37732",2004-03-03,"Eric Munson",2004,"Tigers","re-signed","re-signinging",0,1,2004,"2005","",2004
"37733",2004-03-03,"Jeremy Bonderman",2004,"Tigers","re-signed","re-signinging",0,1,2004,"2005","",2004
"37734",2004-03-03,"Jonathan Dan Wright",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37735",2004-03-03,"Aaron Rowand",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37736",2004-03-03,"Arnaldo Munoz",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37737",2004-03-03,"Corwin Malone",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37738",2004-03-03,"David Sanders",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37739",2004-03-03,"Edwin Yan",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37740",2004-03-03,"Enemincio Pacheoco",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37741",2004-03-03,"Felix Diaz",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37742",2004-03-03,"Gary Majewski",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37743",2004-03-03,"Jamie Burke",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37744",2004-03-03,"Jason Grilli",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37745",2004-03-03,"Joe Borchard",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37746",2004-03-03,"Joe Crede",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
"37747",2004-03-03,"Jon Adkins",2004,"White Sox","re-signed","re-signinging",0,1,2004,"2005","",2004
