"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"7781",1988-03-05,"Carlos Quintana",1988,"Red Sox","signed","free agency",0,1,1988,"1989","",1988
"7782",1988-03-05,"Ellis Burks",1988,"Red Sox","signed","free agency",0,1,1988,"1989","",1988
"7783",1988-03-10,"Steve Henderson",1988,"Astros","signed free agent","free agency",0,1,1988,"1989","",1988
"7784",1988-03-11,"Bobby Thigpen",1988,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,1988,"1989","",1988
"7796",1988-03-20,"Hector Carrasco",1988,"Mets","signed non-drafted free agent","free agency",0,1,1988,"1989","",1988
"7841",1988-04-02,"Dickie Noles",1988,"Orioles","signed free agent","free agency",0,1,1988,"1989","",1988
"7844",1988-04-04,"Guy Hoffman",1988,"Rangers","signed free agent to a 1-year contract","free agency",0,1,1988,"1989","",1988
"7851",1988-04-06,"Bob Welch",1988,"Athletics","re-signed to a 2-year contract extension through 1990","re-signinging",0,2,1988,"1990","",1988
"7855",1988-04-17,"Lary Sorensen",1988,"Reds","signed free agent","free agency",0,1,1988,"1989","",1988
"7863",1988-05-13,"Bill Buckner",1988,"Royals","signed free agent","free agency",0,1,1988,"1989","",1988
"7864",1988-05-14,"Skeeter Barnes",1988,"Reds","signed","free agency",0,1,1988,"1989","",1988
"7867",1988-05-17,"Jerry Royster",1988,"Braves","signed free agent","free agency",0,1,1988,"1989","",1988
"7873",1988-05-22,"Bryan Clark",1988,"Athletics","signed","free agency",0,1,1988,"1989","",1988
"7874",1988-05-25,"Brad Evaschuk",1988,"Blue Jays","signed","free agency",0,1,1988,"1989","",1988
"7876",1988-05-26,"Glenn Sutko",1988,"Reds","signed","free agency",0,1,1988,"1989","",1988
"7877",1988-05-26,"Tony Terzarial",1988,"Reds","signed","free agency",0,1,1988,"1989","",1988
"7879",1988-05-26,"Reggie Sanders",1988,"Reds","signed","free agency",0,1,1988,"1989","",1988
"7908",1988-06-04,"Pedro Borbon Jr.",1988,"White Sox","signed free agent","free agency",0,1,1988,"1989","",1988
"7910",1988-06-07,"Thad Bosley",1988,"Angels","signed free agent","free agency",0,1,1988,"1989","",1988
"7914",1988-06-10,"Jim Morrison",1988,"Braves","signed free agent","free agency",0,1,1988,"1989","",1988
"7922",1988-06-18,"Pedro Martinez",1988,"Dodgers","signed non-drafted free agent","free agency",0,1,1988,"1989","",1988
"7928",1988-06-22,"Ivan DeJesus Sr.",1988,"Tigers","signed free agent","free agency",0,1,1988,"1989","",1988
"7929",1988-06-25,"Bill Scherrer",1988,"Phillies","signed","free agency",0,1,1988,"1989","",1988
"7931",1988-06-26,"Toni Shade",1988,"Phillies","signed","free agency",0,1,1988,"1989","",1988
"7934",1988-07-05,"Lary Sorensen",1988,"Giants","signed free agent","free agency",0,1,1988,"1989","",1988
"7936",1988-07-08,"Mike Butcher",1988,"Angels","signed free agent","free agency",0,1,1988,"1989","",1988
"7937",1988-07-08,"Tom Lasorda",1988,"Dodgers","re-signed as manger to a 2-year contract extension through 1990","re-signinging",0,2,1988,"1990","",1988
"7938",1988-07-11,"Dan Quisenberry",1988,"Cardinals","signed","free agency",0,1,1988,"1989","",1988
"7940",1988-07-13,"Bob McClure",1988,"Mets","signed free agent","free agency",0,1,1988,"1989","",1988
"7945",1988-07-15,"Jackie Gutierrez",1988,"Phillies","signed","free agency",0,1,1988,"1989","",1988
"7950",1988-07-21,"Jim Sundberg",1988,"Rangers","signed free agent","free agency",0,1,1988,"1989","",1988
"7954",1988-07-27,"Ivan Rodriguez",1988,"Rangers","signed non-drafted free agent","free agency",0,1,1988,"1989","",1988
"7959",1988-07-30,"Chris Nabholz",1988,"Expos","signed","free agency",0,1,1988,"1989","",1988
"7961",1988-08-02,"Ken Griffey Sr.",1988,"Reds","signed free agent","free agency",0,1,1988,"1989","",1988
"7969",1988-08-16,"Pedro Guerrero",1988,"Cardinals","re-signed to a 3-year contract","re-signinging",0,3,1988,"1991","",1988
"8015",1988-09-29,"Mark Leiter",1988,"Yankees","signed free agent","free agency",0,1,1988,"1989","",1988
"8019",1988-10-03,"Junior Ortiz",1989,"Pirates","signed to a 2-year contract through 1990","free agency",0,2,1989,"1990","",1988
"8037",1988-10-05,"Jerry Reuss",1989,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8041",1988-10-09,"Carlos Delgado",1989,"Blue Jays","signed non-drafted free agent","free agency",0,1,1989,"1990","",1988
"8060",1988-10-14,"Eric Show",1989,"Padres","signed to a 2-year, $2.25M contract","free agency",2.25,2,1989,"1991","",1988
"8064",1988-10-14,"",1989,"Yankees","resigned as general counsel","free agency",0,1,1989,"1990","",1988
"8082",1988-10-23,"Tim Raines Sr.",1989,"Expos","re-signed to a 3-year, reported $6.3M contract with a 1-year option","re-signinging",6.3,3,1989,"1992","",1988
"8088",1988-10-25,"Greg O'Halloran",1989,"Blue Jays","signed","free agency",0,1,1989,"1990","",1988
"8103",1988-10-28,"Al Newman",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8104",1988-10-28,"Brian Harper",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8110",1988-10-29,"Billy Jo Robidoux",1989,"White Sox","signed","free agency",0,1,1989,"1990","",1988
"8116",1988-11-02,"Bruce Benedict",1989,"Braves","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8119",1988-11-02,"Luis Salazar",1989,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8121",1988-11-03,"Frank Tanana",1989,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8124",1988-11-03,"Ed Jurak",1989,"Giants","signed free agent (from Athletics)","free agency",0,1,1989,"1990","",1988
"8125",1988-11-03,"Gene Nelson",1989,"Athletics","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8128",1988-11-03,"Alejandro Pena",1989,"Dodgers","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8129",1988-11-03,"Mickey Hatcher",1989,"Dodgers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8140",1988-11-07,"John Cangelosi",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8143",1988-11-09,"Ken Dayley",1989,"Cardinals","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8151",1988-11-11,"Mike Marshall",1989,"Dodgers","re-signed free agent to a 3-year contract","re-signinging",0,3,1989,"1992","",1988
"8157",1988-11-15,"Nolan Ryan",1989,"Angels","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8166",1988-11-15,"Gary Redus",1989,"Pirates","signed to a 2-year contract","free agency",0,2,1989,"1991","",1988
"8170",1988-11-15,"Darren Hursey",1989,"Tigers","signed","free agency",0,1,1989,"1990","",1988
"8172",1988-11-15,"Pat Austin",1989,"Tigers","signed","free agency",0,1,1989,"1990","",1988
"8178",1988-11-17,"Don Schulze",1989,"Yankees","signed free agent","free agency",0,1,1989,"1990","",1988
"8189",1988-11-18,"Dennis Lamp",1989,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8198",1988-11-22,"",1989,"Orioles","signed with Japan's Hiroshima Carp.","free agency",0,1,1989,"1990","",1988
"8200",1988-11-26,"Bob Walk",1989,"Pirates","re-signed","re-signinging",0,1,1989,"1990","",1988
"8201",1988-11-26,"Ron Kittle",1989,"White Sox","signed","free agency",0,1,1989,"1990","",1988
"8209",1988-11-29,"Dom Scala",1989,"Pirates","re-signed as scout","re-signinging",0,1,1989,"1990","",1988
"8216",1988-11-30,"Bob Boone",1989,"Royals","signed free agent","free agency",0,1,1989,"1990","",1988
"8218",1988-11-30,"Billy Beane",1989,"Athletics","signed free agent (from Tigers)","free agency",0,1,1989,"1990","",1988
"8220",1988-12-01,"Dave Henderson",1989,"Athletics","signed to a 3-year contract","free agency",0,3,1989,"1992","",1988
"8222",1988-12-01,"Brian Sabean",1989,"Yankees","re-signed as scouting director to a contract extension through 1990","re-signinging",0,1,1989,"1990","",1988
"8227",1988-12-02,"Luis Aguayo",1989,"Indians","signed free agent (from Yankees) to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8235",1988-12-05,"Bud Black",1989,"Indians","re-signed to a 1-year contract with an option","re-signinging",0,1,1989,"1990","",1988
"8237",1988-12-05,"Al Pedrique",1989,"Tigers","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8242",1988-12-06,"Bill Buckner",1989,"Royals","re-signed free agent to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8243",1988-12-07,"Jeffrey Leonard",1989,"Mariners","signed free agent to a 2-year contract","free agency",0,2,1989,"1991","",1988
"8246",1988-12-07,"Mike Schmidt",1989,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8247",1988-12-07,"Nolan Ryan",1989,"Rangers","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8248",1988-12-07,"Dave Collins",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8257",1988-12-07,"Odell Jones",1989,"Brewers","re-signed to a AAA contract","re-signinging",0,1,1989,"1990","",1988
"8258",1988-12-07,"Scott Sanderson",1989,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8260",1988-12-07,"Mario Soto",1989,"Dodgers","signed to a AAA contract","free agency",0,1,1989,"1990","",1988
"8261",1988-12-07,"Lary Sorensen",1989,"Giants","re-signed free agent to a AAA contract","re-signinging",0,1,1989,"1990","",1988
"8263",1988-12-09,"Greg Harris",1989,"Phillies","re-signed free agent to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8266",1988-12-09,"Edwin Correa",1989,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8268",1988-12-09,"Kevin Reimer",1989,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8270",1988-12-09,"Rick Mahler",1989,"Reds","signed to a 2-year contract","free agency",0,2,1989,"1991","",1988
"8272",1988-12-09,"Dave Bergman",1989,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8273",1988-12-09,"Jim Dwyer",1989,"Twins","signed to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8274",1988-12-09,"Andy Hawkins",1989,"Yankees","signed to a 3-year contract","free agency",0,3,1989,"1992","",1988
"8276",1988-12-09,"Bob Forsch",1989,"Astros","re-signed (player accepted salary arbitration offer)","re-signinging",0,1,1989,"1990","",1988
"8283",1988-12-09,"Jesse Orosco",1989,"Indians","signed free agent to a 2-year contract with a 1-year option","free agency",0,2,1989,"1991","",1988
"8284",1988-12-09,"Tom Niedenfuer",1989,"Mariners","signed to a 2-year contract","free agency",0,2,1989,"1991","",1988
"8287",1988-12-09,"Bruce Hurst",1989,"Padres","signed to a 3-year contract","free agency",0,3,1989,"1992","",1988
"8288",1988-12-09,"Garry Templeton",1989,"Padres","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8289",1988-12-10,"Willie Randolph",1989,"Dodgers","signed to a 2-year contract","free agency",0,2,1989,"1991","",1988
"8290",1988-12-12,"Roy Smith",1989,"Twins","re-signed free agent to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8292",1988-12-13,"Tony Gwynn Sr.",1989,"Padres","re-signed to a 1-year, $2M contract with a 1-year, $2M option","re-signinging",0,1,1989,"1990","",1988
"8293",1988-12-13,"Randy Bush",1989,"Twins","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8296",1988-12-14,"Sal Butera",1989,"Blue Jays","re-signed to a AAA contract","re-signinging",0,1,1989,"1990","",1988
"8297",1988-12-14,"Domingo Ramos",1989,"Cubs","signed free agent","free agency",0,1,1989,"1990","",1988
"8304",1988-12-15,"Roger Craig",1989,"Giants","re-signed to a 2-year contract extension through 1991","re-signinging",0,2,1989,"1991","",1988
"8306",1988-12-16,"Dave Johnson",1989,"Astros","signed free agent","free agency",0,1,1989,"1990","",1988
"8312",1988-12-16,"Wayne Tolleson",1989,"Yankees","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8314",1988-12-19,"Ronn Reynolds",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1988
"8315",1988-12-19,"Terry Leach",1989,"Mets","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8316",1988-12-19,"Tim Laudner",1989,"Twins","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1988
"8320",1988-12-20,"Craig McMurtry",1989,"Rangers","re-signed to a 1-year, $275K contract","re-signinging",0,1,1989,"1990","",1988
"8322",1988-12-20,"Steve Buechele",1989,"Rangers","signed to a 2-year, $960K contract","free agency",0,2,1989,"1991","",1988
"8324",1988-12-20,"Jamie Quirk",1989,"Yankees","signed free agent","free agency",0,1,1989,"1990","",1988
"8326",1988-12-21,"Alex Trevino",1989,"Astros","signed to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8327",1988-12-21,"Bob Forsch",1989,"Astros","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8330",1988-12-21,"Rick Honeycutt",1989,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8332",1988-12-21,"Frank DiPino",1989,"Cardinals","signed to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8338",1988-12-21,"Ed Vande Berg",1989,"Rangers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1988
"8341",1988-12-21,"Joel Youngblood",1989,"Reds","signed free agent to a 1-year, $320K contract","free agency",0,1,1989,"1990","",1988
"8342",1988-12-21,"Manny Trillo",1989,"Reds","signed free agent to a 1-year, $320K contract","free agency",0,1,1989,"1990","",1988
"8344",1988-12-21,"Mike Cook",1989,"Twins","signed to a 1-year contract","free agency",0,1,1989,"1990","",1988
"8346",1988-12-22,"Dickie Noles",1989,"Yankees","signed free agent","free agency",0,1,1989,"1990","",1988
"8349",1988-12-30,"Dave Walsh",1989,"Dodgers","signed to a 1-year AAA contract","free agency",0,1,1989,"1990","",1988
"8350",1989-01-01,"Bill Dawley",1989,"Athletics","signed free agent (date approximate)","free agency",0,1,1989,"1990","",1989
"8351",1989-01-03,"Morris Madden",1989,"Pirates","re-signed","re-signinging",0,1,1989,"1990","",1989
"8352",1989-01-03,"Willie Smith",1989,"Pirates","signed","free agency",0,1,1989,"1990","",1989
"8353",1989-01-03,"Nick Esasky",1989,"Red Sox","re-signed to a 1-year, $570K contract","re-signinging",0,1,1989,"1990","",1989
"8354",1989-01-03,"Fred Toliver",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8355",1989-01-04,"Glenn Hoffman",1989,"Angels","signed free agent to a AAA contract","free agency",0,1,1989,"1990","",1989
"8356",1989-01-04,"Danny Cox",1989,"Cardinals","re-signed to a 1-year, $600K contract (with incentives that could reach $750K)","re-signinging",0,1,1989,"1990","",1989
"8357",1989-01-05,"Jim Eppard",1989,"Angels","signed","free agency",0,1,1989,"1990","",1989
"8359",1989-01-06,"Greg Booker",1989,"Padres","re-signed to a 1-year, $235K contract","re-signinging",0,1,1989,"1990","",1989
"8360",1989-01-06,"Bobby Meacham",1989,"Rangers","signed","free agency",0,1,1989,"1990","",1989
"8361",1989-01-06,"Jim Sundberg",1989,"Rangers","signed","free agency",0,1,1989,"1990","",1989
"8362",1989-01-06,"Charlie Lea",1989,"Twins","re-signed to a 1-year, $150K contract (plus $270K incentives)","re-signinging",0,1,1989,"1990","",1989
"8363",1989-01-06,"Steve Lyons",1989,"White Sox","re-signed to a 1-year, $325K contract","re-signinging",0,1,1989,"1990","",1989
"8367",1989-01-08,"Dave Leiper",1989,"Padres","re-signed to a 1-year, $155K contract","re-signinging",0,1,1989,"1990","",1989
"8368",1989-01-08,"Cecilio Guante",1989,"Rangers","signed to a 1-year, $425K contract","free agency",0,1,1989,"1990","",1989
"8369",1989-01-09,"Buddy Bell",1989,"Rangers","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8370",1989-01-09,"Ron Robinson",1989,"Reds","re-signed to a 1-year, $350K contract","re-signinging",0,1,1989,"1990","",1989
"8371",1989-01-10,"Pat Clements",1989,"Padres","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8372",1989-01-10,"Ken Howell",1989,"Phillies","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8375",1989-01-10,"Matt Young",1989,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8377",1989-01-10,"Mike Fitzgerald",1989,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8378",1989-01-11,"Lonnie Smith",1989,"Braves","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8379",1989-01-11,"Mike Young",1989,"Brewers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8380",1989-01-11,"Rick Cerone",1989,"Red Sox","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8381",1989-01-11,"Herman Winningham",1989,"Reds","signed to a 1-year, $230K contract","free agency",0,1,1989,"1990","",1989
"8382",1989-01-11,"Gene Larkin",1989,"Twins","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8384",1989-01-11,"Mark Pittman",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8385",1989-01-11,"Mike Dyer",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8386",1989-01-12,"Bob McClure",1989,"Angels","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8388",1989-01-12,"Mike Smithson",1989,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8389",1989-01-12,"Mark Salas",1989,"White Sox","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8390",1989-01-13,"Brian Fisher",1989,"Pirates","re-signed","re-signinging",0,1,1989,"1990","",1989
"8391",1989-01-13,"Doyle Alexander",1989,"Tigers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8392",1989-01-13,"Mark Huismann",1989,"Tigers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8393",1989-01-13,"German Rivera",1989,"Braves","signed","free agency",0,1,1989,"1990","",1989
"8394",1989-01-13,"Terry Pendleton",1989,"Cardinals","re-signed to a 1-year, $675K contract","re-signinging",0,1,1989,"1990","",1989
"8395",1989-01-13,"Mitch Webster",1989,"Cubs","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8396",1989-01-13,"Pat Perry",1989,"Cubs","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8397",1989-01-13,"Franklin Stubbs",1989,"Dodgers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8398",1989-01-13,"Mariano Duncan",1989,"Dodgers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8400",1989-01-13,"Dennis Rasmussen",1989,"Padres","signed to a 2-year contract","free agency",0,2,1989,"1991","",1989
"8402",1989-01-13,"Juan Samuel",1989,"Phillies","re-signed to a 2-year, $2.8M contract","re-signinging",2.8,2,1989,"1991","",1989
"8403",1989-01-14,"Marvell Wynne",1989,"Padres","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8404",1989-01-15,"R.J. Reynolds",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8405",1989-01-16,"Bill Schroeder",1989,"Angels","re-signed","re-signinging",0,1,1989,"1990","",1989
"8406",1989-01-16,"Tony Armas",1989,"Angels","re-signed","re-signinging",0,1,1989,"1990","",1989
"8407",1989-01-16,"Paul Runge",1989,"Braves","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8408",1989-01-16,"Otis Nixon",1989,"Expos","signed","free agency",0,1,1989,"1990","",1989
"8409",1989-01-16,"Carmen Castillo",1989,"Indians","re-signed","re-signinging",0,1,1989,"1990","",1989
"8410",1989-01-16,"Jeff Dedmon",1989,"Indians","signed","free agency",0,1,1989,"1990","",1989
"8411",1989-01-16,"Scott Bailes",1989,"Indians","re-signed","re-signinging",0,1,1989,"1990","",1989
"8412",1989-01-16,"Henry Cotto",1989,"Mariners","signed","free agency",0,1,1989,"1990","",1989
"8413",1989-01-16,"Larry Owen",1989,"Royals","re-signed","re-signinging",0,1,1989,"1990","",1989
"8414",1989-01-16,"Frank Williams",1989,"Tigers","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8415",1989-01-16,"Mike Heath",1989,"Tigers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8418",1989-01-17,"Claudell Washington",1989,"Angels","signed free agent","free agency",0,1,1989,"1990","",1989
"8419",1989-01-17,"John Cerutti",1989,"Blue Jays","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8420",1989-01-17,"Zane Smith",1989,"Braves","re-signed to a 1-year, ~$450K contract","re-signinging",0,1,1989,"1990","",1989
"8422",1989-01-17,"Al Nipper",1989,"Cubs","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8423",1989-01-17,"Matt Stairs",1989,"Expos","signed non-drafted free agent","free agency",0,1,1989,"1990","",1989
"8424",1989-01-17,"Neil Allen",1989,"Indians","signed free agent (from Yankees) to a 1-year, $325K contract (plus up to $75K in incentives)","free agency",0,1,1989,"1990","",1989
"8425",1989-01-17,"Alvin Davis",1989,"Mariners","re-signed to a 3-year, reported $4.45M contract","re-signinging",4.45,3,1989,"1992","",1989
"8426",1989-01-17,"Edwin Nunez",1989,"Mets","re-signed to a 1-year, ~$300K contract","re-signinging",0,1,1989,"1990","",1989
"8427",1989-01-18,"Ron Hassey",1989,"Athletics","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8428",1989-01-18,"Bob Brenly",1989,"Blue Jays","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8429",1989-01-18,"Andres Galarraga",1989,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8430",1989-01-18,"Joe Hesketh",1989,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8431",1989-01-18,"Kevin Mitchell",1989,"Giants","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8433",1989-01-18,"Wes Gardner",1989,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8434",1989-01-18,"Jerry Don Gleaton",1989,"Royals","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8435",1989-01-18,"Chris Brown",1989,"Tigers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8436",1989-01-19,"Ray Searage",1989,"Dodgers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8437",1989-01-19,"Kevin Gross",1989,"Expos","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1989
"8438",1989-01-19,"Pascual Perez",1989,"Expos","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8439",1989-01-19,"Brook Jacoby",1989,"Indians","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1989
"8440",1989-01-19,"Mark Thurmond",1989,"Orioles","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8441",1989-01-19,"Don Carman",1989,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8442",1989-01-19,"Rafael Belliard",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8443",1989-01-19,"Donnie Hill",1989,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8444",1989-01-20,"Kirk McCaskill",1989,"Angels","re-signed to a 1-year, $400K contract","re-signinging",0,1,1989,"1990","",1989
"8446",1989-01-20,"Steve Lake",1989,"Phillies","signed to a 1-year, $280K contract","free agency",0,1,1989,"1990","",1989
"8447",1989-01-20,"Geno Petralli",1989,"Rangers","re-signed to a 1-year, $325K contract","re-signinging",0,1,1989,"1990","",1989
"8448",1989-01-20,"Jose Guzman",1989,"Rangers","re-signed to a 1-year, $425K contract","re-signinging",0,1,1989,"1990","",1989
"8450",1989-01-23,"Greg Gagne",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8452",1989-01-23,"Tom Henke",1989,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8453",1989-01-24,"Chris Jones",1989,"Dodgers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8454",1989-01-24,"Dave Hansen",1989,"Dodgers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8455",1989-01-24,"Jose Vizcaino",1989,"Dodgers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8456",1989-01-24,"Bill Krueger",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8457",1989-01-24,"Bill Landrum",1989,"Pirates","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8458",1989-01-24,"Mike Lavalliere",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8459",1989-01-24,"Rick Leach",1989,"Rangers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8460",1989-01-25,"Darrell Miller",1989,"Angels","re-signed to a 1-year, $157K contract","re-signinging",0,1,1989,"1990","",1989
"8461",1989-01-25,"Jack Howell",1989,"Angels","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8462",1989-01-25,"Ernest Riles",1989,"Giants","signed to a 1-year, estimated $450K contract","free agency",0,1,1989,"1990","",1989
"8463",1989-01-25,"Oddibe McDowell",1989,"Indians","re-signed to a 1-year, $375K contract","re-signinging",0,1,1989,"1990","",1989
"8464",1989-01-25,"Bob Melvin",1989,"Orioles","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8465",1989-01-25,"Ken Dixon",1989,"Orioles","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8466",1989-01-25,"Jeff Robinson",1989,"Pirates","re-signed to a 2-year, $1.7M contract","re-signinging",1.7,2,1989,"1991","",1989
"8467",1989-01-25,"Sid Bream",1989,"Pirates","re-signed to a 1-year, $510K contract","re-signinging",0,1,1989,"1990","",1989
"8468",1989-01-25,"Kirby Puckett",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8470",1989-01-27,"Jason Grimsley",1989,"Phillies","signed","free agency",0,1,1989,"1990","",1989
"8471",1989-01-27,"Scott Service",1989,"Phillies","signed","free agency",0,1,1989,"1990","",1989
"8472",1989-01-27,"Jeff Reed",1989,"Reds","signed to a 1-year, $175K contract","free agency",0,1,1989,"1990","",1989
"8473",1989-01-27,"Luis Quinones",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8474",1989-01-27,"Dan Gladden",1989,"Twins","re-signed to a 1-year, $610K contract","re-signinging",0,1,1989,"1990","",1989
"8475",1989-01-27,"Keith Atherton",1989,"Twins","re-signed to a 1-year, $450K contract","re-signinging",0,1,1989,"1990","",1989
"8476",1989-01-27,"Mark Clear",1989,"Angels","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8477",1989-01-27,"Dave Anderson",1989,"Dodgers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8478",1989-01-27,"Andy McGaffigan",1989,"Expos","re-signed to a 1-year, $632K contract","re-signinging",0,1,1989,"1990","",1989
"8480",1989-01-27,"Chuck McElroy",1989,"Phillies","signed","free agency",0,1,1989,"1990","",1989
