Year,unitid,Institution_Name,Sport,Cohort_Data,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,idxtable_flags2006.idx_gr:vl-unitid of parent institution reporting graduation rates
2005-2006,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,5,1,1,0,1,3,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,1,11,5,0,5,4,0,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-2
2005-2006,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,0,6,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,22,0,8,8,0,13,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,5,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207388,Oklahoma State University-Main Campus,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),29,12,17,25,10,15,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,-2
2005-2006,207500,University of Oklahoma Norman Campus,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,19,10,9,16,9,7,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,-2
2005-2006,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,10,0,8,8,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,2,6,3,0,3,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,1,6,3,0,3,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,6,6,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2
2005-2006,207500,University of Oklahoma Norman Campus,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),43,13,30,33,8,25,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,6,3,3,-2
2005-2006,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,26,5,21,22,4,18,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,-2
2005-2006,209542,Oregon State University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,-2
2005-2006,209542,Oregon State University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,-2
2005-2006,209542,Oregon State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-2
2005-2006,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,8,8,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209542,Oregon State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),14,4,10,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,-2
2005-2006,209551,University of Oregon,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2005-2006,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,7,6,11,6,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,3,5,7,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,7,7,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,209551,University of Oregon,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),42,19,23,36,15,21,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,-2
2005-2006,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,35,14,21,32,12,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,-2
2005-2006,217882,Clemson University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,4,2,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,7,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Baseball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,2,0,2,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2005-2006,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2005-2006,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,7,1,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,2,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,217882,Clemson University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),51,21,30,43,21,22,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,5,0,5,-2
2005-2006,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,31,10,21,27,10,17,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,-2
2005-2006,218663,University of South Carolina-Columbia,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,-2
2005-2006,218663,University of South Carolina-Columbia,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,3,3,1,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2005-2006,218663,University of South Carolina-Columbia,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,5,5,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,9,9,0,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,218663,University of South Carolina-Columbia,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,15,18,28,14,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,1,-2
2005-2006,221999,Vanderbilt University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,30,13,17,26,12,14,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,-2
2005-2006,221999,Vanderbilt University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,221999,Vanderbilt University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,6,4,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,-2
2005-2006,221999,Vanderbilt University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,3,3,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,-2
2005-2006,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,0,8,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-2
2005-2006,221999,Vanderbilt University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-2
2005-2006,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,10,10,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2005-2006,221999,Vanderbilt University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,15,15,0,9,9,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,3,10,12,3,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,11,3,8,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,All other sports,Degree/certificate-seeking students (4-yr institution) Transfer-out students,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,3,5,4,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,3,2,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,Basketball,Degree/certificate-seeking students (4-yr institution) Transfer-out students,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2005-2006,228246,Southern Methodist University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2
2005-2006,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),17,17,0,9,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2005-2006,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,16,16,0,8,8,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2005-2006,228246,Southern Methodist University,Football,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),41,12,29,32,9,23,1,1,0,1,0,1,0,0,0,1,0,1,2,0,2,4,2,2,-2
2005-2006,228723,Texas A & M University-College Station,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,32,8,24,23,5,18,1,1,0,1,0,1,0,0,0,1,0,1,2,0,2,4,2,2,-2
2005-2006,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,3,6,1,1,0,7,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,2,3,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,5,4,4,2,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-2
2005-2006,228723,Texas A & M University-College Station,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,3,3,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,-2
2005-2006,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,8,8,0,8,8,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-2
2005-2006,228723,Texas A & M University-College Station,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),47,10,37,40,8,32,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,3,2,1,-2
2005-2006,228778,The University of Texas at Austin,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,33,8,25,28,6,22,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,1,-2
2005-2006,228778,The University of Texas at Austin,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),13,13,0,11,11,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,3,2,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,10,8,10,8,2,7,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,5,3,2,4,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),18,18,0,8,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,228778,The University of Texas at Austin,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,3,13,12,3,9,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,-2
2005-2006,230728,Utah State University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-2
2005-2006,230728,Utah State University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,12,0,6,6,0,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,230728,Utah State University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),60,19,41,49,16,33,2,0,2,2,1,1,4,0,4,0,0,0,0,0,0,3,2,1,-2
2005-2006,243744,Stanford University,All other sports,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,60,19,41,49,16,33,2,0,2,2,1,1,4,0,4,0,0,0,0,0,0,3,2,1,-2
2005-2006,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Baseball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,5,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,2,5,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Basketball,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,5,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,3,2,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Cross-country and/or track,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-2
2005-2006,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),15,15,0,5,5,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
2005-2006,243744,Stanford University,Football,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,12,12,0,5,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-2
