Year,unitid,Institution_Name,Sport,Cohort,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
1996-1997,134097,Florida State University,Basketball,Scholarship Awards,23,9,14,9,2,7,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,134097,Florida State University,Cross-country and/or track,Scholarship Awards,43,21,22,22,10,12,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
1996-1997,134097,Florida State University,Football,Scholarship Awards,81,81,0,22,22,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,131496,Georgetown University,All other sports combined,Scholarship Awards,68,48,20,68,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,131496,Georgetown University,Basketball,Scholarship Awards,26,13,13,5,0,5,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
1996-1997,131496,Georgetown University,Cross-country and/or track,Scholarship Awards,41,18,23,25,14,11,13,4,9,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1
1996-1997,155399,Kansas State University,All other sports combined,Scholarship Awards,40,10,30,36,10,26,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0
1996-1997,155399,Kansas State University,Baseball,Scholarship Awards,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,155399,Kansas State University,Basketball,Scholarship Awards,23,13,10,15,5,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,155399,Kansas State University,Cross-country and/or track,Scholarship Awards,50,24,26,40,19,21,9,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,155399,Kansas State University,Football,Scholarship Awards,79,79,0,35,35,0,42,42,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,159391,Louisiana State University and Agricultural & Mechanical College,All other sports combined,Scholarship Awards,135,39,96,94,25,69,5,1,4,4,0,4,1,0,1,2,0,2,2,1,1,27,12,15
1996-1997,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,Scholarship Awards,27,27,0,24,24,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,Scholarship Awards,28,14,14,4,2,2,18,10,8,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2
1996-1997,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,Scholarship Awards,38,18,20,9,7,2,17,5,12,2,1,1,0,0,0,0,0,0,0,0,0,10,5,5
1996-1997,159391,Louisiana State University and Agricultural & Mechanical College,Football,Scholarship Awards,83,83,0,29,29,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,All other sports combined,Scholarship Awards,139,39,100,126,34,92,6,1,5,0,0,0,4,2,2,0,0,0,0,0,0,3,2,1
1996-1997,147767,Northwestern University,Baseball,Scholarship Awards,25,25,0,24,24,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Basketball,Scholarship Awards,25,11,14,18,6,12,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,147767,Northwestern University,Football,Scholarship Awards,89,89,0,51,51,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,All other sports combined,Scholarship Awards,274,128,146,206,90,116,6,4,2,9,7,2,7,2,5,0,0,0,1,1,0,45,24,21
1996-1997,204796,Ohio State University-Main Campus,Baseball,Scholarship Awards,26,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,204796,Ohio State University-Main Campus,Basketball,Scholarship Awards,26,10,16,8,2,6,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,204796,Ohio State University-Main Campus,Cross-country and/or track,Scholarship Awards,28,14,14,5,3,2,18,7,11,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1
1996-1997,204796,Ohio State University-Main Campus,Football,Scholarship Awards,89,89,0,40,40,0,44,44,0,1,1,0,0,0,0,0,0,0,2,2,0,2,2,0
1996-1997,207388,Oklahoma State University-Main Campus,All other sports combined,Scholarship Awards,81,35,46,50,21,29,3,1,2,3,1,2,3,2,1,5,2,3,0,0,0,17,8,9
1996-1997,207388,Oklahoma State University-Main Campus,Baseball,Scholarship Awards,29,29,0,23,23,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,2,2,0
1996-1997,207388,Oklahoma State University-Main Campus,Basketball,Scholarship Awards,29,12,17,14,5,9,12,7,5,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
1996-1997,207388,Oklahoma State University-Main Campus,Cross-country and/or track,Scholarship Awards,35,17,18,8,4,4,7,2,5,2,1,1,0,0,0,1,1,0,0,0,0,17,9,8
1996-1997,207388,Oklahoma State University-Main Campus,Football,Scholarship Awards,79,79,0,23,23,0,50,50,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0
1996-1997,209542,Oregon State University,All other sports combined,Scholarship Awards,153,58,95,125,48,77,1,0,1,9,3,6,6,0,6,1,0,1,3,3,0,8,4,4
1996-1997,209542,Oregon State University,Baseball,Scholarship Awards,40,40,0,35,35,0,1,1,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0
1996-1997,209542,Oregon State University,Basketball,Scholarship Awards,33,15,18,17,7,10,10,7,3,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4
1996-1997,209542,Oregon State University,Football,Scholarship Awards,87,87,0,33,33,0,45,45,0,3,3,0,2,2,0,1,1,0,3,3,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,All other sports combined,Scholarship Awards,221,82,139,203,74,129,11,3,8,1,0,1,2,1,1,0,0,0,4,4,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Baseball,Scholarship Awards,26,26,0,24,24,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Basketball,Scholarship Awards,26,13,13,12,5,7,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Cross-country and/or track,Scholarship Awards,55,24,31,33,15,18,17,6,11,2,2,0,2,0,2,0,0,0,1,1,0,0,0,0
1996-1997,186380,Rutgers University-New Brunswick,Football,Scholarship Awards,74,74,0,31,31,0,40,40,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,122755,San Jose State University,All other sports combined,Scholarship Awards,126,32,94,78,16,62,10,7,3,13,4,9,9,0,9,4,2,2,12,3,9,0,0,0
1996-1997,122755,San Jose State University,Baseball,Scholarship Awards,31,31,0,26,26,0,1,1,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,122755,San Jose State University,Basketball,Scholarship Awards,31,15,16,13,6,7,14,8,6,2,0,2,1,0,1,0,0,0,1,1,0,0,0,0
1996-1997,122755,San Jose State University,Cross-country and/or track,Scholarship Awards,27,8,19,19,6,13,1,1,0,2,0,2,2,1,1,0,0,0,3,0,3,0,0,0
1996-1997,122755,San Jose State University,Football,Scholarship Awards,55,55,0,29,29,0,16,16,0,5,5,0,3,3,0,0,0,0,2,2,0,0,0,0
1996-1997,228246,Southern Methodist University,All other sports combined,Scholarship Awards,93,44,49,78,33,45,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,13,9,4
1996-1997,228246,Southern Methodist University,Basketball,Scholarship Awards,28,13,15,15,4,11,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,228246,Southern Methodist University,Cross-country and/or track,Scholarship Awards,25,11,14,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,17,9,8
1996-1997,228246,Southern Methodist University,Football,Scholarship Awards,84,84,0,36,36,0,44,44,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,All other sports combined,Scholarship Awards,185,75,110,144,57,87,3,2,1,12,7,5,18,6,12,0,0,0,0,0,0,8,3,5
1996-1997,243744,Stanford University,Baseball,Scholarship Awards,21,21,0,19,19,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,243744,Stanford University,Basketball,Scholarship Awards,28,13,15,14,6,8,10,5,5,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0
1996-1997,243744,Stanford University,Cross-country and/or track,Scholarship Awards,40,16,24,30,13,17,7,2,5,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1
1996-1997,243744,Stanford University,Football,Scholarship Awards,75,75,0,39,39,0,33,33,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,All other sports combined,Scholarship Awards,128,36,92,106,28,78,1,0,1,5,1,4,1,0,1,1,1,0,0,0,0,14,6,8
1996-1997,228723,Texas A & M University-College Station,Baseball,Scholarship Awards,40,40,0,39,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228723,Texas A & M University-College Station,Basketball,Scholarship Awards,31,13,18,16,4,12,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,228723,Texas A & M University-College Station,Cross-country and/or track,Scholarship Awards,68,38,30,38,21,17,24,14,10,1,0,1,2,0,2,0,0,0,0,0,0,3,3,0
1996-1997,228723,Texas A & M University-College Station,Football,Scholarship Awards,77,77,0,29,29,0,46,46,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,All other sports combined,Scholarship Awards,118,30,88,92,20,72,2,0,2,4,1,3,0,0,0,0,0,0,0,0,0,20,9,11
1996-1997,100751,The University of Alabama,Baseball,Scholarship Awards,26,26,0,23,23,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,100751,The University of Alabama,Basketball,Scholarship Awards,28,13,15,8,3,5,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,100751,The University of Alabama,Cross-country and/or track,Scholarship Awards,37,18,19,18,11,7,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
1996-1997,100751,The University of Alabama,Football,Scholarship Awards,83,83,0,31,31,0,51,51,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,All other sports combined,Scholarship Awards,145,54,91,119,52,67,9,0,9,5,0,5,5,1,4,1,0,1,0,0,0,6,1,5
1996-1997,228778,The University of Texas at Austin,Baseball,Scholarship Awards,32,32,0,29,29,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Basketball,Scholarship Awards,28,13,15,7,1,6,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,228778,The University of Texas at Austin,Cross-country and/or track,Scholarship Awards,53,28,25,22,12,10,18,8,10,6,4,2,0,0,0,1,0,1,0,0,0,6,4,2
1996-1997,228778,The University of Texas at Austin,Football,Scholarship Awards,88,88,0,39,39,0,47,47,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,All other sports combined,Scholarship Awards,126,32,94,105,24,81,5,2,3,4,1,3,1,1,0,1,0,1,2,0,2,8,4,4
1996-1997,134130,University of Florida,Baseball,Scholarship Awards,36,36,0,27,27,0,1,1,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,134130,University of Florida,Basketball,Scholarship Awards,22,11,11,7,5,2,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1996-1997,134130,University of Florida,Cross-country and/or track,Scholarship Awards,55,32,23,32,20,12,17,8,9,3,3,0,0,0,0,0,0,0,2,1,1,1,0,1
1996-1997,134130,University of Florida,Football,Scholarship Awards,76,76,0,18,18,0,56,56,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
1996-1997,139959,University of Georgia,All other sports combined,Scholarship Awards,134,37,97,112,28,84,4,2,2,0,0,0,2,0,2,0,0,0,0,0,0,16,7,9
1996-1997,139959,University of Georgia,Baseball,Scholarship Awards,36,36,0,33,33,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,139959,University of Georgia,Basketball,Scholarship Awards,28,14,14,5,3,2,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1996-1997,139959,University of Georgia,Cross-country and/or track,Scholarship Awards,38,16,22,10,4,6,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7
1996-1997,139959,University of Georgia,Football,Scholarship Awards,86,86,0,26,26,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,All other sports combined,Scholarship Awards,29,9,20,26,7,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
1996-1997,157289,University of Louisville,Baseball,Scholarship Awards,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Basketball,Scholarship Awards,11,4,7,8,1,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Cross-country and/or track,Scholarship Awards,10,7,3,9,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,157289,University of Louisville,Football,Scholarship Awards,23,23,0,6,6,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,All other sports combined,Scholarship Awards,59,16,43,33,6,27,3,0,3,4,3,1,0,0,0,0,0,0,0,0,0,19,7,12
1996-1997,135726,University of Miami,Baseball,Scholarship Awards,19,19,0,13,13,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,135726,University of Miami,Basketball,Scholarship Awards,26,13,13,7,1,6,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1996-1997,135726,University of Miami,Cross-country and/or track,Scholarship Awards,26,8,18,5,4,1,15,3,12,2,0,2,0,0,0,0,0,0,0,0,0,4,1,3
1996-1997,135726,University of Miami,Football,Scholarship Awards,76,76,0,15,15,0,59,59,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,All other sports combined,Scholarship Awards,198,66,132,170,54,116,7,2,5,4,1,3,8,1,7,0,0,0,3,3,0,6,5,1
1996-1997,170976,University of Michigan-Ann Arbor,Baseball,Scholarship Awards,19,19,0,18,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,Basketball,Scholarship Awards,28,12,16,10,3,7,16,9,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,170976,University of Michigan-Ann Arbor,Cross-country and/or track,Scholarship Awards,51,24,27,26,13,13,18,7,11,0,0,0,1,1,0,0,0,0,0,0,0,6,3,3
1996-1997,170976,University of Michigan-Ann Arbor,Football,Scholarship Awards,88,88,0,45,45,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,All other sports combined,Scholarship Awards,194,83,111,175,75,100,4,2,2,4,4,0,7,1,6,3,0,3,1,1,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Baseball,Scholarship Awards,32,32,0,25,25,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Basketball,Scholarship Awards,29,13,16,17,5,12,10,7,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Cross-country and/or track,Scholarship Awards,68,33,35,45,19,26,23,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,181464,University of Nebraska-Lincoln,Football,Scholarship Awards,102,102,0,52,52,0,46,46,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,All other sports combined,Scholarship Awards,236,108,128,219,97,122,7,5,2,4,3,1,3,0,3,0,0,0,0,0,0,3,3,0
1996-1997,199120,University of North Carolina at Chapel Hill,Baseball,Scholarship Awards,33,33,0,28,28,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,199120,University of North Carolina at Chapel Hill,Basketball,Scholarship Awards,27,13,14,7,4,3,14,4,10,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1
1996-1997,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,Scholarship Awards,45,20,25,20,8,12,22,9,13,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
1996-1997,199120,University of North Carolina at Chapel Hill,Football,Scholarship Awards,88,88,0,28,28,0,59,59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,All other sports combined,Scholarship Awards,158,70,88,138,56,82,2,1,1,4,2,2,4,2,2,0,0,0,0,0,0,10,9,1
1996-1997,152080,University of Notre Dame,Baseball,Scholarship Awards,27,27,0,23,23,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Basketball,Scholarship Awards,25,13,12,17,9,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,152080,University of Notre Dame,Cross-country and/or track,Scholarship Awards,35,18,17,25,13,12,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2
1996-1997,152080,University of Notre Dame,Football,Scholarship Awards,81,81,0,33,33,0,46,46,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
1996-1997,207500,University of Oklahoma Norman Campus,All other sports combined,Scholarship Awards,173,103,70,120,69,51,17,11,6,7,5,2,5,2,3,10,7,3,0,0,0,14,9,5
1996-1997,207500,University of Oklahoma Norman Campus,Baseball,Scholarship Awards,15,15,0,12,12,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,207500,University of Oklahoma Norman Campus,Basketball,Scholarship Awards,19,7,12,10,3,7,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,207500,University of Oklahoma Norman Campus,Cross-country and/or track,Scholarship Awards,36,13,23,15,2,13,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5
1996-1997,207500,University of Oklahoma Norman Campus,Football,Scholarship Awards,74,74,0,24,24,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,209551,University of Oregon,All other sports combined,Scholarship Awards,90,37,53,69,29,40,0,0,0,3,0,3,6,2,4,0,0,0,3,1,2,9,5,4
1996-1997,209551,University of Oregon,Basketball,Scholarship Awards,28,13,15,11,2,9,8,8,0,1,0,1,0,0,0,0,0,0,3,3,0,5,0,5
1996-1997,209551,University of Oregon,Cross-country and/or track,Scholarship Awards,54,24,30,41,17,24,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,6,4,2
1996-1997,209551,University of Oregon,Football,Scholarship Awards,80,80,0,40,40,0,32,32,0,1,1,0,5,5,0,0,0,0,2,2,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,All other sports combined,Scholarship Awards,126,51,75,94,34,60,1,0,1,3,3,0,1,0,1,0,0,0,0,0,0,27,14,13
1996-1997,218663,University of South Carolina-Columbia,Baseball,Scholarship Awards,29,29,0,28,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,218663,University of South Carolina-Columbia,Basketball,Scholarship Awards,26,14,12,8,3,5,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1996-1997,218663,University of South Carolina-Columbia,Cross-country and/or track,Scholarship Awards,39,17,22,18,9,9,13,3,10,0,0,0,1,0,1,0,0,0,0,0,0,7,5,2
1996-1997,218663,University of South Carolina-Columbia,Football,Scholarship Awards,83,83,0,21,21,0,61,61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,123961,University of Southern California,All other sports combined,Scholarship Awards,93,33,60,61,20,41,2,1,1,5,0,5,5,1,4,0,0,0,0,0,0,20,11,9
1996-1997,123961,University of Southern California,Baseball,Scholarship Awards,18,18,0,13,13,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,123961,University of Southern California,Basketball,Scholarship Awards,26,12,14,4,0,4,19,10,9,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1996-1997,123961,University of Southern California,Cross-country and/or track,Scholarship Awards,27,13,14,4,3,1,10,4,6,1,1,0,1,0,1,1,0,1,0,0,0,10,5,5
1996-1997,123961,University of Southern California,Football,Scholarship Awards,80,80,0,34,34,0,40,40,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,All other sports combined,Scholarship Awards,74,17,57,72,17,55,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Basketball,Scholarship Awards,13,13,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-1997,230728,Utah State University,Cross-country and/or track,Scholarship Awards,58,25,33,53,23,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
1996-1997,230728,Utah State University,Football,Scholarship Awards,76,76,0,35,35,0,33,33,0,1,1,0,6,6,0,0,0,0,0,0,0,1,1,0
1996-1997,221999,Vanderbilt University,All other sports combined,Scholarship Awards,80,29,51,64,25,39,1,0,1,1,0,1,2,1,1,0,0,0,11,2,9,1,1,0
1996-1997,221999,Vanderbilt University,Baseball,Scholarship Awards,20,20,0,17,17,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1996-1997,221999,Vanderbilt University,Basketball,Scholarship Awards,24,11,13,12,6,6,11,5,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1996-1997,221999,Vanderbilt University,Cross-country and/or track,Scholarship Awards,21,0,21,13,0,13,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1
1996-1997,221999,Vanderbilt University,Football,Scholarship Awards,87,87,0,29,29,0,55,55,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
