Year,unitid,Institution_Name,Sport,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2001-2002,228723,Texas A & M University-College Station,Football,83,83,0,28,28,0,53,53,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2001-2002,228778,The University of Texas at Austin,All other sports combined,205,65,140,165,55,110,8,2,6,8,1,7,4,1,3,0,0,0,0,0,0,20,6,14
2001-2002,228778,The University of Texas at Austin,Baseball,42,42,0,32,32,0,2,2,0,4,4,0,3,3,0,1,1,0,0,0,0,0,0,0
2001-2002,228778,The University of Texas at Austin,Basketball,34,16,18,14,5,9,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2001-2002,228778,The University of Texas at Austin,Cross-country and/or track,64,42,22,29,22,7,27,17,10,2,0,2,1,0,1,0,0,0,0,0,0,5,3,2
2001-2002,228778,The University of Texas at Austin,Football,89,89,0,34,34,0,53,53,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,All other sports combined,84,14,70,74,13,61,1,0,1,5,0,5,2,0,2,0,0,0,1,0,1,1,1,0
2001-2002,230728,Utah State University,Basketball,11,11,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002,230728,Utah State University,Cross-country and/or track,51,27,24,39,20,19,3,3,0,2,1,1,0,0,0,0,0,0,2,1,1,5,2,3
2001-2002,230728,Utah State University,Football,74,74,0,39,39,0,20,20,0,7,7,0,5,5,0,0,0,0,3,3,0,0,0,0
2001-2002,243744,Stanford University,All other sports combined,237,99,138,187,76,111,13,9,4,11,3,8,16,4,12,1,0,1,0,0,0,9,7,2
2001-2002,243744,Stanford University,Baseball,21,21,0,17,17,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0
2001-2002,243744,Stanford University,Basketball,28,12,16,16,5,11,9,6,3,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0
2001-2002,243744,Stanford University,Cross-country and/or track,47,22,25,33,17,16,7,2,5,3,1,2,2,1,1,0,0,0,0,0,0,2,1,1
2001-2002,243744,Stanford University,Football,78,78,0,38,38,0,36,36,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0
