Year,unitid,Institution_Name,Sport,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W
2004-2005,131496,Georgetown University,Basketball,11,6,5,1,1,0,7,4,3,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
2004-2005,131496,Georgetown University,Cross-country and/or track,7,1,6,5,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,134097,Florida State University,All other sports combined,135,41,94,91,26,65,11,1,10,7,4,3,0,0,0,0,0,0,3,2,1,23,8,15
2004-2005,134097,Florida State University,Baseball,35,35,0,32,32,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,134097,Florida State University,Basketball,23,12,11,5,1,4,12,7,5,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1
2004-2005,134097,Florida State University,Cross-country and/or track,60,33,27,27,14,13,21,9,12,5,3,2,1,1,0,0,0,0,0,0,0,6,6,0
2004-2005,134097,Florida State University,Football,85,85,0,16,16,0,61,61,0,2,2,0,0,0,0,0,0,0,4,4,0,2,2,0
2004-2005,134130,University of Florida,All other sports combined,199,58,141,134,36,98,13,0,13,12,4,8,4,3,1,1,0,1,5,1,4,30,14,16
2004-2005,134130,University of Florida,Baseball,33,33,0,31,31,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,134130,University of Florida,Basketball,26,14,12,7,4,3,15,6,9,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
2004-2005,134130,University of Florida,Cross-country and/or track,66,30,36,30,13,17,22,13,9,4,1,3,1,0,1,0,0,0,2,1,1,7,2,5
2004-2005,134130,University of Florida,Football,92,92,0,21,21,0,66,66,0,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0
2004-2005,135726,University of Miami,All other sports combined,100,7,93,57,5,52,6,0,6,7,0,7,3,0,3,0,0,0,6,1,5,21,1,20
2004-2005,135726,University of Miami,Baseball,22,22,0,6,6,0,1,1,0,12,12,0,0,0,0,0,0,0,3,3,0,0,0,0
2004-2005,135726,University of Miami,Basketball,25,11,14,2,0,2,16,10,6,1,1,0,0,0,0,0,0,0,2,0,2,4,0,4
2004-2005,135726,University of Miami,Cross-country and/or track,30,12,18,11,9,2,14,2,12,3,1,2,0,0,0,0,0,0,1,0,1,1,0,1
2004-2005,135726,University of Miami,Football,72,72,0,18,18,0,49,49,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0
2004-2005,139959,University of Georgia,All other sports combined,159,41,118,122,30,92,16,2,14,2,1,1,1,0,1,0,0,0,0,0,0,18,8,10
2004-2005,139959,University of Georgia,Baseball,40,40,0,38,38,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,139959,University of Georgia,Basketball,22,9,13,6,3,3,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,139959,University of Georgia,Cross-country and/or track,62,26,36,33,13,20,18,8,10,0,0,0,1,0,1,0,0,0,0,0,0,10,5,5
2004-2005,139959,University of Georgia,Football,90,90,0,24,24,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,142115,Boise State University,All other sports combined,89,34,55,59,23,36,0,0,0,2,2,0,7,2,5,0,0,0,0,0,0,21,7,14
2004-2005,142115,Boise State University,Basketball,26,12,14,10,3,7,11,8,3,2,0,2,1,0,1,2,1,1,0,0,0,0,0,0
2004-2005,142115,Boise State University,Cross-country and/or track,57,29,28,41,17,24,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,10,6,4
2004-2005,142115,Boise State University,Football,89,89,0,47,47,0,29,29,0,5,5,0,2,2,0,1,1,0,1,1,0,4,4,0
2004-2005,147767,Northwestern University,All other sports combined,275,87,188,207,68,139,6,1,5,12,7,5,20,2,18,0,0,0,19,6,13,11,3,8
2004-2005,147767,Northwestern University,Baseball,32,32,0,25,25,0,1,1,0,3,3,0,1,1,0,0,0,0,2,2,0,0,0,0
2004-2005,147767,Northwestern University,Basketball,29,16,13,12,4,8,7,6,1,0,0,0,0,0,0,0,0,0,3,1,2,7,5,2
2004-2005,147767,Northwestern University,Cross-country and/or track,25,0,25,21,0,21,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0
2004-2005,147767,Northwestern University,Football,100,100,0,48,48,0,45,45,0,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0
2004-2005,152080,University of Notre Dame,All other sports combined,264,110,154,227,92,135,2,1,1,2,1,1,7,4,3,1,0,1,0,0,0,25,12,13
2004-2005,152080,University of Notre Dame,Baseball,18,18,0,16,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,152080,University of Notre Dame,Basketball,21,10,11,9,3,6,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,152080,University of Notre Dame,Cross-country and/or track,42,22,20,25,15,10,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3
2004-2005,152080,University of Notre Dame,Football,79,79,0,36,36,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,155399,Kansas State University,All other sports combined,192,9,183,172,9,163,1,0,1,3,0,3,1,0,1,0,0,0,3,0,3,12,0,12
2004-2005,155399,Kansas State University,Baseball,24,24,0,20,20,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0
2004-2005,155399,Kansas State University,Basketball,28,13,15,13,2,11,8,8,0,0,0,0,0,0,0,0,0,0,2,2,0,5,1,4
2004-2005,155399,Kansas State University,Cross-country and/or track,66,28,38,33,12,21,15,6,9,4,2,2,1,1,0,1,0,1,5,1,4,7,6,1
2004-2005,155399,Kansas State University,Football,84,84,0,35,35,0,40,40,0,1,1,0,0,0,0,2,2,0,6,6,0,0,0,0
2004-2005,157289,University of Louisville,All other sports combined,171,47,124,107,22,85,8,2,6,6,1,5,2,0,2,0,0,0,0,0,0,48,22,26
2004-2005,157289,University of Louisville,Baseball,32,32,0,27,27,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0
2004-2005,157289,University of Louisville,Basketball,26,13,13,8,3,5,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
2004-2005,157289,University of Louisville,Cross-country and/or track,46,23,23,28,16,12,13,4,9,1,0,1,0,0,0,0,0,0,0,0,0,4,3,1
2004-2005,157289,University of Louisville,Football,88,88,0,26,26,0,58,58,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,All other sports combined,142,41,101,100,29,71,7,1,6,5,0,5,1,0,1,0,0,0,6,3,3,23,8,15
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Baseball,42,42,0,38,38,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Basketball,26,12,14,2,2,0,21,9,12,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Cross-country and/or track,51,19,32,12,4,8,26,8,18,2,1,1,0,0,0,0,0,0,0,0,0,11,6,5
2004-2005,159391,Louisiana State University and Agricultural & Mechanical College,Football,91,91,0,29,29,0,58,58,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
2004-2005,170976,University of Michigan-Ann Arbor,All other sports combined,279,110,169,219,78,141,12,9,3,7,3,4,7,3,4,0,0,0,5,4,1,29,13,16
2004-2005,170976,University of Michigan-Ann Arbor,Baseball,29,29,0,27,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,170976,University of Michigan-Ann Arbor,Basketball,23,11,12,7,1,6,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2004-2005,170976,University of Michigan-Ann Arbor,Cross-country and/or track,48,17,31,27,6,21,9,5,4,0,0,0,1,0,1,0,0,0,2,1,1,9,5,4
2004-2005,170976,University of Michigan-Ann Arbor,Football,92,92,0,40,40,0,49,49,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,181464,University of Nebraska-Lincoln,All other sports combined,183,54,129,130,38,92,2,1,1,2,0,2,6,1,5,4,2,2,4,1,3,35,11,24
2004-2005,181464,University of Nebraska-Lincoln,Baseball,41,41,0,40,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2004-2005,181464,University of Nebraska-Lincoln,Basketball,28,15,13,8,3,5,14,10,4,1,1,0,0,0,0,0,0,0,0,0,0,5,1,4
2004-2005,181464,University of Nebraska-Lincoln,Cross-country and/or track,71,33,38,44,19,25,10,9,1,1,0,1,1,0,1,0,0,0,0,0,0,15,5,10
2004-2005,181464,University of Nebraska-Lincoln,Football,91,91,0,51,51,0,34,34,0,0,0,0,1,1,0,0,0,0,3,3,0,2,2,0
2004-2005,186380,Rutgers University-New Brunswick,All other sports combined,258,110,148,208,89,119,14,5,9,8,4,4,7,0,7,2,1,1,9,5,4,10,6,4
2004-2005,186380,Rutgers University-New Brunswick,Baseball,31,31,0,29,29,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,186380,Rutgers University-New Brunswick,Basketball,25,12,13,2,1,1,22,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,186380,Rutgers University-New Brunswick,Cross-country and/or track,55,22,33,26,12,14,23,7,16,2,0,2,2,2,0,0,0,0,1,1,0,1,0,1
2004-2005,186380,Rutgers University-New Brunswick,Football,95,95,0,26,26,0,59,59,0,3,3,0,2,2,0,0,0,0,3,3,0,2,2,0
2004-2005,198419,Duke University,All other sports combined,181,64,117,145,51,94,5,2,3,3,2,1,5,1,4,0,0,0,9,3,6,14,5,9
2004-2005,198419,Duke University,Baseball,27,27,0,22,22,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,198419,Duke University,Basketball,18,7,11,6,2,4,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2004-2005,198419,Duke University,Football,77,77,0,36,36,0,38,38,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0
2004-2005,199120,University of North Carolina at Chapel Hill,All other sports combined,261,114,147,229,100,129,11,4,7,10,6,4,4,3,1,0,0,0,6,1,5,1,0,1
2004-2005,199120,University of North Carolina at Chapel Hill,Baseball,28,28,0,26,26,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,199120,University of North Carolina at Chapel Hill,Basketball,27,13,14,3,1,2,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,199120,University of North Carolina at Chapel Hill,Cross-country and/or track,43,21,22,29,14,15,13,6,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,199120,University of North Carolina at Chapel Hill,Football,88,88,0,25,25,0,62,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2004-2005,204796,Ohio State University-Main Campus,All other sports combined,401,177,224,298,140,158,15,6,9,12,6,6,4,2,2,1,0,1,7,4,3,64,19,45
2004-2005,204796,Ohio State University-Main Campus,Baseball,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,204796,Ohio State University-Main Campus,Basketball,28,13,15,8,3,5,18,10,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2004-2005,204796,Ohio State University-Main Campus,Cross-country and/or track,44,23,21,23,15,8,16,5,11,2,1,1,0,0,0,0,0,0,1,1,0,2,1,1
2004-2005,204796,Ohio State University-Main Campus,Football,85,85,0,37,37,0,43,43,0,1,1,0,0,0,0,1,1,0,2,2,0,1,1,0
2004-2005,207388,Oklahoma State University-Main Campus,All other sports combined,132,41,91,97,28,69,4,1,3,3,0,3,0,0,0,6,2,4,0,0,0,22,10,12
2004-2005,207388,Oklahoma State University-Main Campus,Baseball,28,28,0,17,17,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,3,3,0
2004-2005,207388,Oklahoma State University-Main Campus,Basketball,26,12,14,9,2,7,11,7,4,0,0,0,0,0,0,3,2,1,0,0,0,3,1,2
2004-2005,207388,Oklahoma State University-Main Campus,Cross-country and/or track,37,14,23,16,6,10,9,2,7,0,0,0,0,0,0,3,2,1,0,0,0,9,4,5
2004-2005,207388,Oklahoma State University-Main Campus,Football,90,90,0,22,22,0,62,62,0,1,1,0,1,1,0,4,4,0,0,0,0,0,0,0
2004-2005,207500,University of Oklahoma Norman Campus,All other sports combined,157,62,95,104,37,67,11,8,3,9,2,7,5,3,2,6,1,5,0,0,0,22,11,11
2004-2005,207500,University of Oklahoma Norman Campus,Baseball,33,33,0,24,24,0,2,2,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0
2004-2005,207500,University of Oklahoma Norman Campus,Basketball,31,16,15,11,2,9,16,12,4,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1
2004-2005,207500,University of Oklahoma Norman Campus,Cross-country and/or track,66,33,33,32,17,15,25,10,15,0,0,0,0,0,0,1,1,0,0,0,0,8,5,3
2004-2005,207500,University of Oklahoma Norman Campus,Football,93,93,0,27,27,0,64,64,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,209542,Oregon State University,All other sports combined,99,26,73,68,20,48,3,2,1,4,1,3,4,0,4,0,0,0,4,0,4,16,3,13
2004-2005,209542,Oregon State University,Baseball,10,10,0,8,8,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
2004-2005,209542,Oregon State University,Basketball,18,8,10,6,1,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0
2004-2005,209542,Oregon State University,Football,50,50,0,26,26,0,18,18,0,0,0,0,1,1,0,0,0,0,3,3,0,2,2,0
2004-2005,209551,University of Oregon,All other sports combined,132,39,93,89,29,60,1,0,1,6,2,4,9,1,8,1,0,1,8,1,7,18,6,12
2004-2005,209551,University of Oregon,Basketball,28,13,15,11,6,5,11,7,4,0,0,0,1,0,1,0,0,0,0,0,0,5,0,5
2004-2005,209551,University of Oregon,Cross-country and/or track,53,26,27,39,18,21,8,6,2,1,1,0,0,0,0,1,0,1,1,0,1,3,1,2
2004-2005,209551,University of Oregon,Football,80,80,0,26,26,0,41,41,0,3,3,0,7,7,0,0,0,0,1,1,0,2,2,0
2004-2005,217882,Clemson University,All other sports combined,184,68,116,125,45,80,6,3,3,2,0,2,0,0,0,0,0,0,36,14,22,15,6,9
2004-2005,217882,Clemson University,Baseball,36,36,0,25,25,0,0,0,0,2,2,0,0,0,0,0,0,0,9,9,0,0,0,0
2004-2005,217882,Clemson University,Basketball,27,12,15,5,0,5,16,9,7,0,0,0,0,0,0,0,0,0,4,1,3,2,2,0
2004-2005,217882,Clemson University,Cross-country and/or track,73,41,32,27,16,11,23,12,11,0,0,0,1,0,1,0,0,0,14,11,3,8,2,6
2004-2005,217882,Clemson University,Football,89,89,0,18,18,0,55,55,0,1,1,0,0,0,0,0,0,0,15,15,0,0,0,0
2004-2005,218663,University of South Carolina-Columbia,All other sports combined,187,57,130,130,35,95,6,0,6,6,3,3,0,0,0,2,0,2,14,3,11,29,16,13
2004-2005,218663,University of South Carolina-Columbia,Baseball,39,39,0,31,31,0,3,3,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0
2004-2005,218663,University of South Carolina-Columbia,Basketball,25,12,13,2,1,1,16,9,7,0,0,0,0,0,0,0,0,0,1,1,0,6,1,5
2004-2005,218663,University of South Carolina-Columbia,Cross-country and/or track,46,18,28,9,3,6,34,13,21,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0
2004-2005,218663,University of South Carolina-Columbia,Football,89,89,0,18,18,0,64,64,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0
2004-2005,221999,Vanderbilt University,All other sports combined,90,36,54,71,25,46,4,3,1,1,1,0,2,1,1,1,1,0,11,5,6,0,0,0
2004-2005,221999,Vanderbilt University,Baseball,22,22,0,17,17,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,221999,Vanderbilt University,Basketball,25,13,12,8,3,5,13,8,5,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1
2004-2005,221999,Vanderbilt University,Cross-country and/or track,17,0,17,10,0,10,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2004-2005,221999,Vanderbilt University,Football,84,84,0,34,34,0,46,46,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0
2004-2005,228246,Southern Methodist University,All other sports combined,25,10,15,19,8,11,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,3
2004-2005,228246,Southern Methodist University,Basketball,6,2,4,1,0,1,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2004-2005,228246,Southern Methodist University,Cross-country and/or track,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2004-2005,228246,Southern Methodist University,Football,22,22,0,13,13,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228723,Texas A & M University-College Station,All other sports combined,223,47,176,188,34,154,3,0,3,11,2,9,1,0,1,2,0,2,4,1,3,14,10,4
2004-2005,228723,Texas A & M University-College Station,Baseball,49,49,0,47,47,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,228723,Texas A & M University-College Station,Basketball,32,16,16,8,4,4,21,9,12,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0
2004-2005,228723,Texas A & M University-College Station,Cross-country and/or track,67,34,33,45,23,22,14,6,8,1,1,0,1,0,1,0,0,0,0,0,0,6,4,2
2004-2005,228723,Texas A & M University-College Station,Football,94,94,0,37,37,0,54,54,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2004-2005,228778,The University of Texas at Austin,All other sports combined,194,59,135,142,43,99,7,0,7,13,5,8,5,1,4,1,0,1,4,2,2,22,8,14
2004-2005,228778,The University of Texas at Austin,Baseball,34,34,0,26,26,0,0,0,0,3,3,0,0,0,0,2,2,0,3,3,0,0,0,0
2004-2005,228778,The University of Texas at Austin,Basketball,29,14,15,8,4,4,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
2004-2005,228778,The University of Texas at Austin,Cross-country and/or track,59,38,21,37,28,9,17,6,11,3,3,0,0,0,0,0,0,0,1,1,0,1,0,1
2004-2005,228778,The University of Texas at Austin,Football,86,86,0,28,28,0,56,56,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,230728,Utah State University,All other sports combined,85,16,69,70,12,58,1,0,1,4,0,4,1,0,1,0,0,0,3,0,3,6,4,2
2004-2005,230728,Utah State University,Basketball,27,13,14,16,5,11,7,5,2,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0
2004-2005,230728,Utah State University,Cross-country and/or track,50,25,25,42,19,23,1,1,0,1,1,0,1,1,0,0,0,0,2,1,1,3,2,1
2004-2005,230728,Utah State University,Football,78,78,0,36,36,0,28,28,0,2,2,0,7,7,0,0,0,0,3,3,0,2,2,0
2004-2005,243744,Stanford University,All other sports combined,255,107,148,189,80,109,13,5,8,2,1,1,33,13,20,2,1,1,4,2,2,12,5,7
2004-2005,243744,Stanford University,Baseball,16,16,0,15,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-2005,243744,Stanford University,Basketball,27,11,16,14,4,10,11,5,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2004-2005,243744,Stanford University,Cross-country and/or track,40,16,24,27,13,14,10,1,9,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2004-2005,243744,Stanford University,Football,83,83,0,34,34,0,37,37,0,5,5,0,2,2,0,0,0,0,2,2,0,3,3,0
