ModelName,Year,Bodypaint,CoverModel,ModelNationality,ModelHairFacet,ModelHairColor,ModelEyeFacet,ModelEyeColor,ModelDateOfBirth,ModelBirthYear,ModelBirthPlace,ModelBirthCity,ModelBirthStateProvence,ModelBirthCountry,ModelEthnicity,ModelHeight.US,Height.in,ModelHeight.numeric,ModelHeight.Label,ModelMeasurements.US,ModelBust.in,ModelWaste.in,ModelHips.in,ModelDressSize.US,ModelShoeSize.US,ModelAgency,ModelsHobbies,ModelCupSize,UnconfirmedCupSize,ModelImplants.,ModelNaturalCupSize,Wikipedia_URL,FMDURL
Rachel Hunter,1989,NA,NA,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Hunter,1994,NA,TRUE,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Hunter,2003,TRUE,NA,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Hunter,2006,NA,TRUE,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Hunter,1993,NA,NA,New Zealander,,Blonde,,Blue,9/9/69,1969,"Auckland, New Zealand",Auckland,,New Zealand,New Zealand,"5'11""",71,5.92,5.11,36-25-36 ,36,25,36,8,9,Ford Models,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Rachel_Hunter,http://www.fashionmodeldirectory.com/models/Rachel_Hunter
Rachel Roberts,2000,NA,NA,Canadian,,Blonde,,Blue,3/4/78,1978,"Vancouver, British Columbia, Canada",Vancouver,British Columbia,Canada,Canadian,"5'9""",69,5.75,5.90,34-24-35 ,34,24,35,6,8.5,L.A. Models,"Painting/Drawing, Surfing",B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rachel_Roberts_(model),http://www.fashionmodeldirectory.com/models/Rachel_Roberts
Raica Oliveira,2007,NA,NA,Brazilian,,Brown,,Brown,1/22/84,1984,"Niterol, Rio de Janeiro, Brazil",Niterol,Rio de Janeiro,Brazil,Brazilian,"5'10""",70,5.83,5.10,33-23-34.5 ,33,23,34.5,4,8.5,Next Model Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Raica_Oliveira,http://www.fashionmodeldirectory.com/models/Raica_Oliveira
Rebecca Romijn,1996,NA,NA,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Rebecca Romijn,1999,TRUE,TRUE,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Rebecca Romijn,1998,NA,NA,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Rebecca Romijn,1994,NA,NA,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Rebecca Romijn,1995,NA,NA,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Rebecca Romijn,2006,NA,TRUE,American,,Blonde,,Blue,11/6/72,1972,"Berkeley, California, United State of America",Berkeley,California,United States of America,"American, Dutch","5'10.5""",70.5,5.87,5.11,35-24-35 ,35,24,35,4,10,Base Model Agency,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Rebecca_Romijn,http://www.fashionmodeldirectory.com/models/Rebecca_Romijn
Reka Ebergenyi,2003,NA,NA,Hungarian,,Brown,,Blue,6/24/82,1982,"Budapest, Hungary",Budapest,,Hungary,Hungarian,"5'10""",70,5.83,5.10,34-23-35 ,34,23,35,6,8.5,Visage Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Reka_Ebergenyi&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Reka_Ebergenyi
Renee Simonsen,1987,NA,NA,Danish,,Blonde,,Blue,5/12/65,1965,"Arhus, Denmark",Arhus,,Denmark,Danish,"5'9.5""",69.5,5.79,5.95,35-30-36 ,35,30,36,8,8.5,New York Model Management,,C,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Ren%C3%A9e_Simonsen,http://www.fashionmodeldirectory.com/models/Renee_Simonsen
Renee Simonsen,1985,NA,NA,Danish,,Blonde,,Blue,5/12/65,1965,"Arhus, Denmark",Arhus,,Denmark,Danish,"5'9.5""",69.5,5.79,5.95,35-30-36 ,35,30,36,8,8.5,New York Model Management,,C,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Ren%C3%A9e_Simonsen,http://www.fashionmodeldirectory.com/models/Renee_Simonsen
Rita Tellone,1981,NA,NA,American,,Black,,Brown,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Rita_Tellone&action=edit&redlink=1,
Roberta Little,1995,NA,NA,American,,Brown,,Brown,,,United States of America,,,United States of America,African-American,"5'11""",71,5.92,5.11,34-24-34 ,34,24,34,4,10,Click Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Roberta_Little&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Roberta_Little
Roshumba Williams,1994,NA,NA,American,,Black,,Brown,8/1/68,1968,"Chicago, Illinois, United States of America",Chicago,Illinois,United States of America,African-American,"6'0""",72,6,6.00,34-24-35 ,34,24,35,6,7.5,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Roshumba_Williams,http://www.fashionmodeldirectory.com/models/Roshumba_Williams
Roshumba Williams,1991,NA,NA,American,,Black,,Brown,8/1/68,1968,"Chicago, Illinois, United States of America",Chicago,Illinois,United States of America,African-American,"6'0""",72,6,6.00,34-24-35 ,34,24,35,6,7.5,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Roshumba_Williams,http://www.fashionmodeldirectory.com/models/Roshumba_Williams
Roshumba Williams,1990,NA,NA,American,,Black,,Brown,8/1/68,1968,"Chicago, Illinois, United States of America",Chicago,Illinois,United States of America,African-American,"6'0""",72,6,6.00,34-24-35 ,34,24,35,6,7.5,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Roshumba_Williams,http://www.fashionmodeldirectory.com/models/Roshumba_Williams
Roshumba Williams,1992,NA,NA,American,,Black,,Brown,8/1/68,1968,"Chicago, Illinois, United States of America",Chicago,Illinois,United States of America,African-American,"6'0""",72,6,6.00,34-24-35 ,34,24,35,6,7.5,Ford Models,,B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Roshumba_Williams,http://www.fashionmodeldirectory.com/models/Roshumba_Williams
Rosie de la Cruz,1991,NA,NA,American,,Black,,Brown,,,United States of America,,,United States of America,American,"5'10""",70,5.83,5.10,34-25-35,34,25,35,6,8,Heffner Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Rosie_de_la_Cruz&action=edit&redlink=1,
Sabrina Barnett,1989,NA,NA,Haitian,,Black,,Brown,,,Hati,,,Hati,"Italian, Haitian, Cuban",,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sabrina_Barnett&action=edit&redlink=1,
Sabrina Barnett,1990,NA,NA,Haitian,,Black,,Brown,,,Hati,,,Hati,"Italian, Haitian, Cuban",,0,0,NA,,NA,NA,NA,NA,NA,NA,,C,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sabrina_Barnett&action=edit&redlink=1,
Samantha Jones,1972,NA,NA,American,,Blonde,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Samantha_Jones_(model)&action=edit&redlink=1,
Sarah Nursey,1985,NA,NA,American,,Brown,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sarah_Nursey&action=edit&redlink=1,
Sarah O'Hare,2003,NA,NA,Australian,,Blonde,,Blonde,5/31/72,1972,"Croydon, South London, England",Croydon,South London,England,British,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,9.5,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Sarah_Murdoch,http://www.fashionmodeldirectory.com/models/sarah_murdoch/
Sarah O'Hare,1999,TRUE,NA,Australian,,Blonde,,Blonde,5/31/72,1972,"Croydon, South London, England",Croydon,South London,England,British,"5'10""",70,5.83,5.10,34-24-34 ,34,24,34,4,9.5,New York Model Management,,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Sarah_Murdoch,http://www.fashionmodeldirectory.com/models/sarah_murdoch/
Selita Ebanks,2007,NA,NA,American,,Brown,,Brown,2/15/83,1983,"Georgetown, Grand Cayman Island",Georgetown,,Grand Cayman Island,"Native American, Irish, African-American","5'9.5""",69.5,5.79,5.95,33-24-34 ,33,24,34,4,9,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Selita_Ebanks,http://www.fashionmodeldirectory.com/models/Selita_Ebanks
Selita Ebanks,2008,NA,NA,American,,Brown,,Brown,2/15/83,1983,"Georgetown, Grand Cayman Island",Georgetown,,Grand Cayman Island,"Native American, Irish, African-American","5'9.5""",69.5,5.79,5.95,33-24-34 ,33,24,34,4,9,Women Management,,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Selita_Ebanks,http://www.fashionmodeldirectory.com/models/Selita_Ebanks
Shakara Ledard,2001,TRUE,NA,Bahamian,Dark,Brown,Dark,Brown,7/11/79,1979,"Nassau, Bahamas",Nassau,,Bahamas,"Bahamian, French","5'9.3""",69.3,5.77,5.93,34-24-34 ,34,24,34,4,8,One Management,Dancing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shakara_Ledard,http://www.fashionmodeldirectory.com/models/shakara_beach+ledard/
Shakara Ledard,2005,NA,NA,Bahamian,Dark,Brown,Dark,Brown,7/11/79,1979,"Nassau, Bahamas",Nassau,,Bahamas,"Bahamian, French","5'9.3""",69.3,5.77,5.93,34-24-34 ,34,24,34,4,8,One Management,Dancing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shakara_Ledard,http://www.fashionmodeldirectory.com/models/shakara_beach+ledard/
Shakara Ledard,2000,NA,NA,Bahamian,Dark,Brown,Dark,Brown,7/11/79,1979,"Nassau, Bahamas",Nassau,,Bahamas,"Bahamian, French","5'9.3""",69.3,5.77,5.93,34-24-34 ,34,24,34,4,8,One Management,Dancing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shakara_Ledard,http://www.fashionmodeldirectory.com/models/shakara_beach+ledard/
Shakara Ledard,2002,NA,NA,Bahamian,Dark,Brown,Dark,Brown,7/11/79,1979,"Nassau, Bahamas",Nassau,,Bahamas,"Bahamian, French","5'9.3""",69.3,5.77,5.93,34-24-34 ,34,24,34,4,8,One Management,Dancing,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shakara_Ledard,http://www.fashionmodeldirectory.com/models/shakara_beach+ledard/
Shana Zadrick,1992,NA,NA,American,,Brown,Dark,Brown,2/14/69,1969,"Grand Junction, Colorado, United States of America",Grand Junction,Colorado,United States of America,"English, German","5'9""",69,5.75,5.90,34-24-34 ,34,24,34,4,8.5,Women Management,,DD,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shana_Zadrick,http://www.fashionmodeldirectory.com/models/Shana_Zadrick
Shannan Click,2011,NA,NA,American,,Brown,,Green,11/6/83,1983,"San Dimas, California, United States of America",San Dimas,California,United States of America,American,"5'8""",68,5.67,5.80,34-24-34 ,34,24,34,4,9,Women Management,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Shannan_Click,http://www.fashionmodeldirectory.com/models/Shannan_Click
Shirley Mallmann,2001,NA,NA,Brazilian,,Blonde,,Blue,12/15/78,1978,"Santa Clara, Rio Grande do Sul, Brazil",Santa Clara,Rio Grande do Sul,Brazil,German,"5'11""",71,5.92,5.11,35-24-35 ,35,24,35,6,9.5,IMG Models,"Volleyball, Swimming, Skating",B,TRUE,FALSE,NA,http://en.wikipedia.org/wiki/Shirley_Mallmann,http://www.fashionmodeldirectory.com/models/Shirley_Mallmann
Sonia Dara,2010,NA,NA,American,,Black,,Brown,7/17/90,1990,"Atlanta, Georgia, United States of America",Atlanta,Georgia,United States of America,Indian,"5'11""",71,5.92,5.11,33-24-34 ,33,24,34,4,9.5,Factor Women,,A,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sonia_Dara&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Sonia_Dara
Stacey Williams,1992,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1994,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1996,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1993,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1998,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1995,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Stacey Williams,1997,NA,NA,American,Dark,Brown,,Brown,4/15/68,1968,"Mechanicsburg, Pennsylvania, United States of America",Mechanicsburg,Pennsylvania,United States of America,American,"6'0""",72,6,6.00,36-24-36 ,36,24,36,6,9,NA,Yoga,C,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Stacey_Williams,http://www.fashionmodeldirectory.com/models/Stacey_Williams
Steffi Graf,1997,NA,NA,German,,Blonde,,Blue,6/14/69,1969,"Mannheim, Baden-Wurttemberg, Germany",Mannheim,Baden-Wurttemberg,Germany,German,"5'9.5""",69.5,5.79,5.95,35-25-34,35,25,34,NA,NA,NA,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Steffi_Graf,
Stephanie Seymour,1988,NA,NA,American,,Brown,,Green,7/23/69,1969,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'10""",70,5.83,5.10,33-23-33 ,33,23,33,4,9.5,IMG Models,Antique Collection,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Stephanie_Seymour,http://www.fashionmodeldirectory.com/models/Stephanie_Seymour
Stephanie Seymour,1991,NA,NA,American,,Brown,,Green,7/23/69,1969,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'10""",70,5.83,5.10,33-23-33 ,33,23,33,4,9.5,IMG Models,Antique Collection,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Stephanie_Seymour,http://www.fashionmodeldirectory.com/models/Stephanie_Seymour
Stephanie Seymour,1989,NA,NA,American,,Brown,,Green,7/23/69,1969,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'10""",70,5.83,5.10,33-23-33 ,33,23,33,4,9.5,IMG Models,Antique Collection,C,FALSE,TRUE,A,http://en.wikipedia.org/wiki/Stephanie_Seymour,http://www.fashionmodeldirectory.com/models/Stephanie_Seymour
Sue Peterson,1965,NA,TRUE,American,,Blonde,,Green,,1947,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sue_Peterson&action=edit&redlink=1,
Sunny Bippus,1966,NA,TRUE,American,,Blonde,,Blue,6/16/40,1940,"West Palm Beach, Florida, United States of America",West Palm Beach,Florida,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Sunny_Bippus&action=edit&redlink=1,
Suzy Smith,1966,NA,NA,American,Dark,Blonde,,Blue,,,United States of America,,,United States of America,American,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Suzy_Smith&action=edit&redlink=1,
Talisa Soto,1995,NA,NA,American,,Brown,,Brown,3/27/67,1967,"Brooklyn, New York, United States of America",Brooklyn,New York,United States of America,Puerto Rican,"5'8""",68,5.67,5.80,34-24-34 ,34,24,34,6,9.5,Click Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Talisa_Soto,http://www.fashionmodeldirectory.com/models/Talisa_Soto
Tamara Spoelder,1999,NA,NA,Dutch,,Brown,,Brown,,,Netherlands,,,Netherlands,African,"5'9.5""",69.5,5.79,5.95,33-23-34 ,33,23,34,6,9,Heffner Management,,A,FALSE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Tamara_Spoelder&action=edit&redlink=1,http://www.fashionmodeldirectory.com/models/Tamara_Spoelder
Tanga Moreau,1998,NA,NA,Belgian,,Blonde,,Green,,1978,"Brussels, Belgium",Brussels,,Belgium,Belgian,"5'8.5""",68.5,5.71,5.85,34-24-34 ,34,24,34,4,9.5,One Management,,A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Tanga_Moreau,http://www.fashionmodeldirectory.com/models/Tanga_Moreau
Tannia Rubiano,1971,NA,TRUE,Colombian,,Black,,Brown,3/1/48,1948,"Cartagena, Colombia",Cartagena,,Colombia,Colombian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Tannia_Rubiano&action=edit&redlink=1,
Tori Praver,2008,TRUE,NA,American,,Blonde,,Blue,6/4/86,1986,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'11""",71,5.92,5.11,34-27-35.5 ,34,27,35.5,6,9,IMG Models,"Surfing, Wakeboarding",A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Tori_Praver,http://www.fashionmodeldirectory.com/models/Tori_Praver
Tori Praver,2009,NA,NA,American,,Blonde,,Blue,6/4/86,1986,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'11""",71,5.92,5.11,34-27-35.5 ,34,27,35.5,6,9,IMG Models,"Surfing, Wakeboarding",A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Tori_Praver,http://www.fashionmodeldirectory.com/models/Tori_Praver
Tori Praver,2007,TRUE,NA,American,,Blonde,,Blue,6/4/86,1986,"San Diego, California, United States of America",San Diego,California,United States of America,American,"5'11""",71,5.92,5.11,34-27-35.5 ,34,27,35.5,6,9,IMG Models,"Surfing, Wakeboarding",A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Tori_Praver,http://www.fashionmodeldirectory.com/models/Tori_Praver
Turia Mau,1968,NA,TRUE,Polynesian,,Black,,Brown,,1942,Tahiti,,,Tahiti,Polynesian,,0,0,NA,,NA,NA,NA,NA,NA,NA,,B,TRUE,FALSE,NA,http://en.wikipedia.org/w/index.php?title=Turia_Mau&action=edit&redlink=1,
Tyra Banks,1993,NA,NA,American,,Brown,,Green,12/4/73,1973,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,African-American,"5'10""",70,5.83,5.10,34.5-24-36 ,34.5,24,36,6,9,IMG Models,,DD,FALSE,TRUE,C,http://en.wikipedia.org/wiki/Tyra_Banks,http://www.fashionmodeldirectory.com/models/Tyra_Banks
Tyra Banks,1996,NA,TRUE,American,,Brown,,Green,12/4/73,1973,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,African-American,"5'10""",70,5.83,5.10,34.5-24-36 ,34.5,24,36,6,9,IMG Models,,DD,FALSE,TRUE,C,http://en.wikipedia.org/wiki/Tyra_Banks,http://www.fashionmodeldirectory.com/models/Tyra_Banks
Tyra Banks,1997,NA,TRUE,American,,Brown,,Green,12/4/73,1973,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,African-American,"5'10""",70,5.83,5.10,34.5-24-36 ,34.5,24,36,6,9,IMG Models,,DD,FALSE,TRUE,C,http://en.wikipedia.org/wiki/Tyra_Banks,http://www.fashionmodeldirectory.com/models/Tyra_Banks
Tyra Banks,1998,NA,NA,American,,Brown,,Green,12/4/73,1973,"Los Angeles, California, United States of America",Los Angeles,California,United States of America,African-American,"5'10""",70,5.83,5.10,34.5-24-36 ,34.5,24,36,6,9,IMG Models,,DD,FALSE,TRUE,C,http://en.wikipedia.org/wiki/Tyra_Banks,http://www.fashionmodeldirectory.com/models/Tyra_Banks
Valeria Mazza,1996,NA,TRUE,Argentinian,,Brown,,Green,2/17/72,1972,"Rosario, Santa Fe, Argentina",Rosario,Santa Fe,Argentina,Argentinian,"5'10""",70,5.83,5.10,34.5-23.5-35 ,34.5,23.5,35,6,9,Elite Model Management,"Jetskiing, Skiing, Soccer, Swimming, Tennis",A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Valeria_Mazza,http://www.fashionmodeldirectory.com/models/Valeria_Mazza
Valeria Mazza,1997,NA,NA,Argentinian,,Brown,,Green,2/17/72,1972,"Rosario, Santa Fe, Argentina",Rosario,Santa Fe,Argentina,Argentinian,"5'10""",70,5.83,5.10,34.5-23.5-35 ,34.5,23.5,35,6,9,Elite Model Management,"Jetskiing, Skiing, Soccer, Swimming, Tennis",A,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Valeria_Mazza,http://www.fashionmodeldirectory.com/models/Valeria_Mazza
Vanessa Lorenzo,2002,NA,NA,Spanish,,Blonde,,Blonde,1/7/77,1977,"Barcelona, Spain",Barcelona,,Spain,Spanish,"5'7.5""",67.5,5.62,5.75,32.5-23-35 ,32.5,23,35,6,8.5,IMG Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vanessa_Lorenzo,http://www.fashionmodeldirectory.com/models/Vanessa_Lorenzo
Vendela Kirsebom,1995,NA,NA,Norwegian,,Blonde,,Blue,1/12/67,1967,"Stockholm, Sweden",Stockholm,,Sweden,"Norwegian, Turkish","5'8""",68,5.67,5.80,33.5-24-34.5 ,33.5,24,34.5,6,7.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vendela_Kirsebom,http://www.fashionmodeldirectory.com/models/vendela+maria_kirsebom/
Vendela Kirsebom,1993,NA,TRUE,Norwegian,,Blonde,,Blue,1/12/67,1967,"Stockholm, Sweden",Stockholm,,Sweden,"Norwegian, Turkish","5'8""",68,5.67,5.80,33.5-24-34.5 ,33.5,24,34.5,6,7.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vendela_Kirsebom,http://www.fashionmodeldirectory.com/models/vendela+maria_kirsebom/
Vendela Kirsebom,1992,NA,NA,Norwegian,,Blonde,,Blue,1/12/67,1967,"Stockholm, Sweden",Stockholm,,Sweden,"Norwegian, Turkish","5'8""",68,5.67,5.80,33.5-24-34.5 ,33.5,24,34.5,6,7.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vendela_Kirsebom,http://www.fashionmodeldirectory.com/models/vendela+maria_kirsebom/
Vendela Kirsebom,1994,NA,NA,Norwegian,,Blonde,,Blue,1/12/67,1967,"Stockholm, Sweden",Stockholm,,Sweden,"Norwegian, Turkish","5'8""",68,5.67,5.80,33.5-24-34.5 ,33.5,24,34.5,6,7.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vendela_Kirsebom,http://www.fashionmodeldirectory.com/models/vendela+maria_kirsebom/
Vendela Kirsebom,1997,NA,NA,Norwegian,,Blonde,,Blue,1/12/67,1967,"Stockholm, Sweden",Stockholm,,Sweden,"Norwegian, Turkish","5'8""",68,5.67,5.80,33.5-24-34.5 ,33.5,24,34.5,6,7.5,Ford Models,,B,FALSE,FALSE,NA,http://en.wikipedia.org/wiki/Vendela_Kirsebom,http://www.fashionmodeldirectory.com/models/vendela+maria_kirsebom/
