Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1998-1999,228723,Texas A & M University-College Station,Architecture and Related Programs,'04',Bachelor's degree,192,122,70,157,100,57,3,1,2,22,15,7,5,4,1,0,0,0,0,0,0,5,2,3
1998-1999,228723,Texas A & M University-College Station,Biological Science/Life Sciences,'26',Bachelor's degree,315,143,172,208,94,114,14,6,8,39,17,22,48,23,25,3,2,1,0,0,0,3,1,2
1998-1999,228723,Texas A & M University-College Station,Business Management and Administrative Services,'52',Bachelor's degree,1248,629,619,1039,523,516,30,13,17,110,51,59,28,18,10,2,2,0,2,2,0,37,20,17
1998-1999,228723,Texas A & M University-College Station,Communications,'09',Bachelor's degree,171,40,131,137,30,107,9,3,6,17,5,12,6,2,4,0,0,0,0,0,0,2,0,2
1998-1999,228723,Texas A & M University-College Station,Computer and Information Sciences,'11',Bachelor's degree,101,80,21,74,63,11,2,2,0,9,8,1,12,5,7,0,0,0,0,0,0,4,2,2
1998-1999,228723,Texas A & M University-College Station,Conservation and Renewable Natural Resources,'03',Bachelor's degree,108,53,55,95,49,46,1,0,1,9,2,7,2,1,1,0,0,0,0,0,0,1,1,0
1998-1999,228723,Texas A & M University-College Station,Engineering,'14',Bachelor's degree,979,748,231,690,539,151,29,16,13,112,82,30,79,55,24,3,3,0,2,1,1,64,52,12
1998-1999,228723,Texas A & M University-College Station,Engineering-Related Technologies,'15',Bachelor's degree,247,228,19,198,186,12,3,2,1,35,30,5,3,3,0,1,1,0,1,1,0,6,5,1
1998-1999,228723,Texas A & M University-College Station,English Language and Literature/Letters,'23',Bachelor's degree,301,76,225,242,57,185,11,2,9,41,15,26,5,1,4,1,0,1,1,1,0,0,0,0
1998-1999,228723,Texas A & M University-College Station,Foreign Languages and Literatures,'16',Bachelor's degree,32,10,22,19,6,13,0,0,0,12,4,8,0,0,0,0,0,0,1,0,1,0,0,0
1998-1999,228723,Texas A & M University-College Station,Health Professions and Related Sciences,'51',Bachelor's degree,158,29,129,131,24,107,9,3,6,14,1,13,2,0,2,2,1,1,0,0,0,0,0,0
1998-1999,228723,Texas A & M University-College Station,Home Economics- General,'19',Bachelor's degree,86,9,77,67,8,59,4,0,4,11,1,10,1,0,1,1,0,1,0,0,0,2,0,2
1998-1999,228723,Texas A & M University-College Station,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,177,143,34,152,128,24,4,3,1,16,8,8,2,2,0,1,1,0,0,0,0,2,1,1
1998-1999,228723,Texas A & M University-College Station,Mathematics,'27',Bachelor's degree,433,258,175,338,205,133,19,8,11,45,26,19,20,9,11,4,4,0,1,1,0,6,5,1
1998-1999,228723,Texas A & M University-College Station,Multi/Interdisciplinary Studies,'30',Bachelor's degree,835,143,692,704,109,595,26,4,22,73,18,55,28,11,17,2,1,1,1,0,1,1,0,1
1998-1999,228723,Texas A & M University-College Station,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,206,111,95,182,97,85,8,5,3,13,8,5,1,0,1,1,1,0,0,0,0,1,0,1
1998-1999,228723,Texas A & M University-College Station,Philosophy and Religion,'38',Bachelor's degree,15,14,1,10,9,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0
1998-1999,228723,Texas A & M University-College Station,Physical Sciences,'40',Bachelor's degree,76,53,23,71,50,21,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,228723,Texas A & M University-College Station,Psychology,'42',Bachelor's degree,266,63,203,204,49,155,14,5,9,32,7,25,13,2,11,2,0,2,0,0,0,1,0,1
1998-1999,228723,Texas A & M University-College Station,Social Sciences and History,'45',Bachelor's degree,478,248,230,351,179,172,18,4,14,68,42,26,13,6,7,0,0,0,3,1,2,25,16,9
1998-1999,228723,Texas A & M University-College Station,Visual and Performing Arts,'50',Bachelor's degree,8,1,7,6,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,228778,The University of Texas at Austin,Architecture and Related Programs,'04',Bachelor's degree,57,33,24,42,24,18,2,1,1,4,3,1,3,1,2,0,0,0,0,0,0,6,4,2
1998-1999,228778,The University of Texas at Austin,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,106,50,56,63,29,34,9,3,6,25,13,12,7,3,4,0,0,0,0,0,0,2,2,0
1998-1999,228778,The University of Texas at Austin,Biological Science/Life Sciences,'26',Bachelor's degree,571,285,286,320,157,163,15,5,10,79,38,41,146,82,64,1,0,1,0,0,0,10,3,7
1998-1999,228778,The University of Texas at Austin,Business Management and Administrative Services,'52',Bachelor's degree,1110,615,495,739,447,292,33,9,24,135,61,74,161,70,91,8,4,4,0,0,0,34,24,10
1998-1999,228778,The University of Texas at Austin,Communications,'09',Bachelor's degree,803,359,444,551,247,304,37,13,24,114,56,58,68,32,36,1,0,1,0,0,0,32,11,21
1998-1999,228778,The University of Texas at Austin,Computer and Information Sciences,'11',Bachelor's degree,287,230,57,135,120,15,9,4,5,15,14,1,76,52,24,1,0,1,0,0,0,51,40,11
1998-1999,228778,The University of Texas at Austin,Engineering,'14',Bachelor's degree,731,595,136,427,348,79,26,14,12,83,63,20,136,114,22,2,1,1,0,0,0,57,55,2
1998-1999,228778,The University of Texas at Austin,English Language and Literature/Letters,'23',Bachelor's degree,552,181,371,437,148,289,20,3,17,64,20,44,23,9,14,4,1,3,0,0,0,4,0,4
1998-1999,228778,The University of Texas at Austin,Foreign Languages and Literatures,'16',Bachelor's degree,236,73,163,167,61,106,3,0,3,46,10,36,15,2,13,1,0,1,0,0,0,4,0,4
1998-1999,228778,The University of Texas at Austin,Health Professions and Related Sciences,'51',Bachelor's degree,348,59,289,249,35,214,16,1,15,44,15,29,35,8,27,0,0,0,0,0,0,4,0,4
1998-1999,228778,The University of Texas at Austin,Home Economics- General,'19',Bachelor's degree,145,10,135,95,8,87,8,0,8,21,1,20,18,1,17,1,0,1,0,0,0,2,0,2
1998-1999,228778,The University of Texas at Austin,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,161,79,82,115,57,58,5,2,3,19,10,9,22,10,12,0,0,0,0,0,0,0,0,0
1998-1999,228778,The University of Texas at Austin,Mathematics,'27',Bachelor's degree,137,69,68,84,45,39,7,0,7,17,8,9,16,10,6,2,0,2,0,0,0,11,6,5
1998-1999,228778,The University of Texas at Austin,Multi/Interdisciplinary Studies,'30',Bachelor's degree,346,45,301,251,24,227,14,6,8,65,14,51,14,1,13,1,0,1,0,0,0,1,0,1
1998-1999,228778,The University of Texas at Austin,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,92,47,45,72,36,36,5,3,2,9,5,4,5,2,3,0,0,0,0,0,0,1,1,0
1998-1999,228778,The University of Texas at Austin,Philosophy and Religion,'38',Bachelor's degree,46,34,12,34,24,10,1,1,0,4,4,0,7,5,2,0,0,0,0,0,0,0,0,0
1998-1999,228778,The University of Texas at Austin,Physical Sciences,'40',Bachelor's degree,108,77,31,72,51,21,4,3,1,13,10,3,12,11,1,1,0,1,0,0,0,6,2,4
1998-1999,228778,The University of Texas at Austin,Psychology,'42',Bachelor's degree,500,132,368,330,86,244,25,3,22,79,30,49,55,12,43,4,1,3,0,0,0,7,0,7
1998-1999,228778,The University of Texas at Austin,Public Administration and Services,'44',Bachelor's degree,93,8,85,62,3,59,10,4,6,15,1,14,5,0,5,0,0,0,0,0,0,1,0,1
1998-1999,228778,The University of Texas at Austin,Social Sciences and History,'45',Bachelor's degree,1117,655,462,775,462,313,33,13,20,181,103,78,76,42,34,6,6,0,0,0,0,46,29,17
1998-1999,228778,The University of Texas at Austin,Visual and Performing Arts,'50',Bachelor's degree,386,118,268,306,91,215,10,5,5,44,14,30,16,7,9,2,0,2,0,0,0,8,1,7
1998-1999,230728,Utah State University,Agricultural Business and Production,'01',Bachelor's degree,23,16,7,23,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Agricultural Sciences,'02',Bachelor's degree,89,57,32,83,51,32,0,0,0,1,1,0,1,1,0,0,0,0,2,2,0,2,2,0
1998-1999,230728,Utah State University,Architecture and Related Programs,'04',Bachelor's degree,29,22,7,27,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1998-1999,230728,Utah State University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,9,4,5,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
1998-1999,230728,Utah State University,Biological Science/Life Sciences,'26',Bachelor's degree,17,11,6,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,230728,Utah State University,Business Management and Administrative Services,'52',Bachelor's degree,434,273,161,358,231,127,3,1,2,6,4,2,9,5,4,2,0,2,2,2,0,54,30,24
1998-1999,230728,Utah State University,Communications,'09',Bachelor's degree,41,19,22,36,14,22,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0
1998-1999,230728,Utah State University,Computer and Information Sciences,'11',Bachelor's degree,143,91,52,118,74,44,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,23,15,8
1998-1999,230728,Utah State University,Conservation and Renewable Natural Resources,'03',Bachelor's degree,73,48,25,73,48,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Education,'13',Bachelor's degree,447,95,352,434,93,341,0,0,0,6,1,5,2,1,1,2,0,2,2,0,2,1,0,1
1998-1999,230728,Utah State University,Engineering,'14',Bachelor's degree,189,170,19,173,157,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,3
1998-1999,230728,Utah State University,Engineering-Related Technologies,'15',Bachelor's degree,31,29,2,28,27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0
1998-1999,230728,Utah State University,English Language and Literature/Letters,'23',Bachelor's degree,96,25,71,91,24,67,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3
1998-1999,230728,Utah State University,Foreign Languages and Literatures,'16',Bachelor's degree,38,20,18,35,18,17,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Health Professions and Related Sciences,'51',Bachelor's degree,146,69,77,142,69,73,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
1998-1999,230728,Utah State University,Home Economics- General,'19',Bachelor's degree,202,26,176,193,26,167,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,4,0,4
1998-1999,230728,Utah State University,Law and Legal Studies,'22',Bachelor's degree,8,7,1,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,72,33,39,67,30,37,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,2,1
1998-1999,230728,Utah State University,Marketing Operations/Marketing and Distribution,'08',Bachelor's degree,18,4,14,17,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1998-1999,230728,Utah State University,Mathematics,'27',Bachelor's degree,13,12,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
1998-1999,230728,Utah State University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,22,10,12,20,9,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1998-1999,230728,Utah State University,Philosophy and Religion,'38',Bachelor's degree,7,4,3,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Physical Sciences,'40',Bachelor's degree,41,33,8,37,30,7,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0
1998-1999,230728,Utah State University,Precision Production Trades,'48',Bachelor's degree,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,230728,Utah State University,Psychology,'42',Bachelor's degree,114,39,75,112,39,73,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1998-1999,230728,Utah State University,Public Administration and Services,'44',Bachelor's degree,67,15,52,58,13,45,2,1,1,4,0,4,0,0,0,2,0,2,1,1,0,0,0,0
1998-1999,230728,Utah State University,Social Sciences and History,'45',Bachelor's degree,207,107,100,186,98,88,4,2,2,6,3,3,2,1,1,1,0,1,4,1,3,4,2,2
1998-1999,230728,Utah State University,Visual and Performing Arts,'50',Bachelor's degree,134,53,81,115,42,73,1,1,0,3,0,3,1,1,0,1,0,1,0,0,0,13,9,4
1998-1999,243744,Stanford University,Area- Ethnic and Cultural Studies,'05',Bachelor's degree,53,9,44,24,5,19,5,1,4,13,3,10,9,0,9,1,0,1,0,0,0,1,0,1
1998-1999,243744,Stanford University,Biological Science/Life Sciences,'26',Bachelor's degree,154,82,72,69,34,35,10,6,4,8,3,5,61,36,25,0,0,0,0,0,0,6,3,3
1998-1999,243744,Stanford University,Communications,'09',Bachelor's degree,40,19,21,16,6,10,6,3,3,8,5,3,5,1,4,1,1,0,0,0,0,4,3,1
1998-1999,243744,Stanford University,Computer and Information Sciences,'11',Bachelor's degree,116,92,24,64,54,10,5,3,2,6,3,3,33,26,7,1,1,0,0,0,0,7,5,2
1998-1999,243744,Stanford University,Engineering,'14',Bachelor's degree,224,147,77,111,75,36,13,6,7,23,18,5,55,32,23,3,3,0,1,1,0,18,12,6
1998-1999,243744,Stanford University,English Language and Literature/Letters,'23',Bachelor's degree,124,37,87,91,34,57,9,1,8,7,2,5,14,0,14,2,0,2,0,0,0,1,0,1
1998-1999,243744,Stanford University,Foreign Languages and Literatures,'16',Bachelor's degree,31,13,18,19,9,10,2,1,1,3,1,2,3,1,2,1,0,1,1,0,1,2,1,1
1998-1999,243744,Stanford University,Liberal Arts and Studies- General Sciences and Humanities,'24',Bachelor's degree,11,7,4,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-1999,243744,Stanford University,Mathematics,'27',Bachelor's degree,12,10,2,7,6,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0
1998-1999,243744,Stanford University,Multi/Interdisciplinary Studies,'30',Bachelor's degree,189,52,137,97,26,71,13,3,10,22,8,14,53,15,38,3,0,3,0,0,0,1,0,1
1998-1999,243744,Stanford University,Philosophy and Religion,'38',Bachelor's degree,23,18,5,14,12,2,1,1,0,1,1,0,6,3,3,0,0,0,0,0,0,1,1,0
1998-1999,243744,Stanford University,Physical Sciences,'40',Bachelor's degree,64,36,28,46,24,22,0,0,0,3,2,1,14,10,4,0,0,0,0,0,0,1,0,1
1998-1999,243744,Stanford University,Psychology,'42',Bachelor's degree,113,34,79,59,19,40,9,2,7,21,8,13,18,5,13,3,0,3,1,0,1,2,0,2
1998-1999,243744,Stanford University,Public Administration and Services,'44',Bachelor's degree,33,13,20,14,6,8,0,0,0,8,4,4,9,2,7,0,0,0,1,1,0,1,0,1
1998-1999,243744,Stanford University,Social Sciences and History,'45',Bachelor's degree,466,232,234,232,121,111,38,15,23,64,34,30,83,39,44,7,3,4,2,1,1,40,19,21
1998-1999,243744,Stanford University,Visual and Performing Arts,'50',Bachelor's degree,34,12,22,27,10,17,0,0,0,2,1,1,4,1,3,0,0,0,0,0,0,1,0,1
