Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.F
1997-1998,122755,San Jose State University,Bachelor's degree,Physical Sciences,'40',50,23,27,11,7,4,1,0,1,1,1,0,29,11,18,1,0,1,4,2,2,3,2,1
1997-1998,122755,San Jose State University,Bachelor's degree,Protective Services,'43',146,91,55,55,36,19,13,4,9,23,12,11,37,29,8,3,2,1,14,8,6,1,0,1
1997-1998,122755,San Jose State University,Bachelor's degree,Psychology,'42',215,58,157,101,30,71,6,1,5,41,11,30,36,8,28,2,0,2,27,8,19,2,0,2
1997-1998,122755,San Jose State University,Bachelor's degree,Public Administration and Services,'44',68,11,57,21,5,16,6,1,5,18,3,15,18,1,17,0,0,0,3,0,3,2,1,1
1997-1998,122755,San Jose State University,Bachelor's degree,Social Sciences and History,'45',290,149,141,130,58,72,19,10,9,52,28,24,45,27,18,3,2,1,36,20,16,5,4,1
1997-1998,122755,San Jose State University,Bachelor's degree,Visual and Performing Arts,'50',274,116,158,129,59,70,7,2,5,26,9,17,49,24,25,0,0,0,53,21,32,10,1,9
1997-1998,228246,Southern Methodist University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',14,8,6,12,6,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Biological Science/Life Sciences,'26',36,20,16,23,16,7,0,0,0,1,0,1,8,3,5,2,1,1,0,0,0,2,0,2
1997-1998,228246,Southern Methodist University,Bachelor's degree,Business Management and Administrative Services,'52',368,197,171,288,163,125,11,1,10,29,13,16,22,9,13,3,3,0,0,0,0,15,8,7
1997-1998,228246,Southern Methodist University,Bachelor's degree,Communications,'09',185,48,137,151,37,114,14,6,8,11,3,8,5,1,4,0,0,0,0,0,0,4,1,3
1997-1998,228246,Southern Methodist University,Bachelor's degree,Computer and Information Sciences,'11',17,12,5,10,7,3,0,0,0,1,1,0,3,3,0,1,0,1,0,0,0,2,1,1
1997-1998,228246,Southern Methodist University,Bachelor's degree,Education,'13',8,4,4,5,3,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Engineering,'14',66,48,18,40,31,9,5,4,1,4,2,2,13,8,5,0,0,0,0,0,0,4,3,1
1997-1998,228246,Southern Methodist University,Bachelor's degree,English Language and Literature/Letters,'23',43,11,32,34,6,28,3,1,2,4,3,1,1,0,1,0,0,0,0,0,0,1,1,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Foreign Languages and Literatures,'16',35,5,30,25,5,20,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Health Professions and Related Sciences,'51',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',7,1,6,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Mathematics,'27',22,13,9,15,7,8,1,1,0,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,'38',16,12,4,14,10,4,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Physical Sciences,'40',18,11,7,15,9,6,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
1997-1998,228246,Southern Methodist University,Bachelor's degree,Psychology,'42',108,30,78,91,26,65,7,2,5,4,1,3,4,1,3,2,0,2,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Public Administration and Services,'44',4,4,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1997-1998,228246,Southern Methodist University,Bachelor's degree,Social Sciences and History,'45',207,93,114,158,72,86,15,7,8,14,6,8,13,4,9,2,1,1,0,0,0,5,3,2
1997-1998,228246,Southern Methodist University,Bachelor's degree,Visual and Performing Arts,'50',126,52,74,109,45,64,6,2,4,4,3,1,5,2,3,0,0,0,0,0,0,2,0,2
1997-1998,243744,Stanford University,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',39,8,31,19,5,14,5,1,4,4,2,2,9,0,9,2,0,2,0,0,0,0,0,0
1997-1998,243744,Stanford University,Bachelor's degree,Biological Science/Life Sciences,'26',182,101,81,68,41,27,5,2,3,5,2,3,98,55,43,0,0,0,0,0,0,6,1,5
1997-1998,243744,Stanford University,Bachelor's degree,Communications,'09',30,10,20,15,4,11,2,1,1,7,4,3,2,0,2,2,1,1,0,0,0,2,0,2
1997-1998,243744,Stanford University,Bachelor's degree,Computer and Information Sciences,'11',99,77,22,54,42,12,2,2,0,3,2,1,32,24,8,0,0,0,1,1,0,7,6,1
1997-1998,243744,Stanford University,Bachelor's degree,Engineering,'14',223,153,70,96,69,27,10,7,3,21,14,7,70,41,29,1,0,1,0,0,0,25,22,3
1997-1998,243744,Stanford University,Bachelor's degree,English Language and Literature/Letters,'23',114,44,70,73,33,40,8,0,8,9,3,6,20,6,14,1,0,1,1,0,1,2,2,0
1997-1998,243744,Stanford University,Bachelor's degree,Foreign Languages and Literatures,'16',36,8,28,15,2,13,5,2,3,8,3,5,6,0,6,0,0,0,1,0,1,1,1,0
1997-1998,243744,Stanford University,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',15,5,10,10,3,7,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,2,1,1
1997-1998,243744,Stanford University,Bachelor's degree,Mathematics,'27',14,11,3,8,5,3,0,0,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0
1997-1998,243744,Stanford University,Bachelor's degree,Multi/Interdisciplinary Studies,'30',208,54,154,119,34,85,11,3,8,23,4,19,53,12,41,1,0,1,0,0,0,1,1,0
1997-1998,243744,Stanford University,Bachelor's degree,Philosophy and Religion,'38',24,19,5,12,10,2,3,3,0,1,1,0,7,5,2,0,0,0,0,0,0,1,0,1
1997-1998,243744,Stanford University,Bachelor's degree,Physical Sciences,'40',77,48,29,50,30,20,4,3,1,2,1,1,14,10,4,2,1,1,0,0,0,5,3,2
1997-1998,243744,Stanford University,Bachelor's degree,Psychology,'42',108,37,71,58,24,34,11,1,10,15,5,10,22,6,16,1,0,1,0,0,0,1,1,0
1997-1998,243744,Stanford University,Bachelor's degree,Public Administration and Services,'44',27,11,16,12,7,5,7,1,6,1,0,1,7,3,4,0,0,0,0,0,0,0,0,0
1997-1998,243744,Stanford University,Bachelor's degree,Social Sciences and History,'45',455,228,227,200,103,97,44,24,20,53,27,26,104,45,59,9,4,5,2,2,0,43,23,20
1997-1998,243744,Stanford University,Bachelor's degree,Visual and Performing Arts,'50',43,14,29,24,8,16,4,1,3,6,3,3,8,2,6,0,0,0,0,0,0,1,0,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Business and Production,'01',395,234,161,365,215,150,4,3,1,18,9,9,2,2,0,0,0,0,0,0,0,6,5,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,'02',449,270,179,399,239,160,4,2,2,33,20,13,4,1,3,1,1,0,0,0,0,8,7,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Architecture and Related Programs,'04',168,117,51,124,85,39,5,3,2,24,18,6,8,7,1,0,0,0,0,0,0,7,4,3
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Biological Science/Life Sciences,'26',347,154,193,275,127,148,8,3,5,31,13,18,30,8,22,0,0,0,0,0,0,3,3,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Business Management and Administrative Services,'52',1199,572,627,1008,472,536,19,6,13,101,51,50,26,19,7,6,3,3,6,5,1,33,16,17
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Communications,'09',156,41,115,139,35,104,5,1,4,9,4,5,1,1,0,0,0,0,0,0,0,2,0,2
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Computer and Information Sciences,'11',84,75,9,58,55,3,5,2,3,4,4,0,11,9,2,0,0,0,0,0,0,6,5,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Conservation and Renewable Natural Resources,'03',79,43,36,71,40,31,1,0,1,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Engineering,'14',1012,791,221,752,601,151,23,17,6,89,57,32,82,64,18,2,1,1,0,0,0,64,51,13
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Engineering-Related Technologies,'15',268,246,22,212,197,15,6,4,2,38,34,4,6,5,1,2,2,0,0,0,0,4,4,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,English Language and Literature/Letters,'23',288,65,223,248,62,186,9,0,9,28,2,26,2,1,1,0,0,0,0,0,0,1,0,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages and Literatures,'16',23,7,16,13,3,10,1,0,1,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Health Professions and Related Sciences,'51',151,33,118,134,32,102,2,1,1,13,0,13,2,0,2,0,0,0,0,0,0,0,0,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Home Economics- General,'19',67,8,59,58,6,52,1,0,1,7,1,6,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',185,153,32,164,137,27,1,0,1,15,14,1,5,2,3,0,0,0,0,0,0,0,0,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,'27',334,202,132,268,163,105,13,8,5,23,14,9,18,10,8,1,0,1,0,0,0,11,7,4
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Multi/Interdisciplinary Studies,'30',835,188,647,696,156,540,18,2,16,86,22,64,30,7,23,3,0,3,0,0,0,2,1,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',255,125,130,229,110,119,6,4,2,14,8,6,3,1,2,0,0,0,0,0,0,3,2,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,'38',10,8,2,7,5,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Physical Sciences,'40',90,47,43,71,38,33,1,0,1,9,4,5,6,4,2,1,0,1,0,0,0,2,1,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Psychology,'42',344,89,255,281,68,213,15,2,13,42,17,25,5,2,3,0,0,0,0,0,0,1,0,1
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Social Sciences and History,'45',579,299,280,466,245,221,18,11,7,66,25,41,14,7,7,1,1,0,1,0,1,13,10,3
1997-1998,228723,Texas A & M University-College Station,Bachelor's degree,Visual and Performing Arts,'50',7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Architecture and Related Programs,'04',1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',10,2,8,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1997-1998,100751,The University of Alabama,Bachelor's degree,Biological Science/Life Sciences,'26',107,53,54,87,46,41,12,3,9,1,1,0,3,1,2,3,2,1,0,0,0,1,0,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Business Management and Administrative Services,'52',688,427,261,568,363,205,77,35,42,5,4,1,4,2,2,2,1,1,0,0,0,32,22,10
1997-1998,100751,The University of Alabama,Bachelor's degree,Communications,'09',268,124,144,234,110,124,24,6,18,2,1,1,1,1,0,0,0,0,0,0,0,7,6,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Computer and Information Sciences,'11',18,14,4,12,10,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Education,'13',294,87,207,256,70,186,24,8,16,3,1,2,1,1,0,3,1,2,0,0,0,7,6,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Engineering,'14',198,159,39,154,126,28,23,14,9,1,1,0,3,1,2,2,2,0,0,0,0,15,15,0
1997-1998,100751,The University of Alabama,Bachelor's degree,English Language and Literature/Letters,'23',70,23,47,57,22,35,12,1,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Foreign Languages and Literatures,'16',25,6,19,21,5,16,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Health Professions and Related Sciences,'51',222,49,173,179,41,138,41,7,34,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Home Economics- General,'19',191,22,169,165,20,145,24,2,22,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Mathematics,'27',5,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Multi/Interdisciplinary Studies,'30',74,32,42,71,31,40,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',16,7,9,15,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Philosophy and Religion,'38',7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Physical Sciences,'40',16,11,5,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Protective Services,'43',63,38,25,40,31,9,20,6,14,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
1997-1998,100751,The University of Alabama,Bachelor's degree,Psychology,'42',112,34,78,92,31,61,17,3,14,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Public Administration and Services,'44',40,3,37,29,2,27,9,0,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1997-1998,100751,The University of Alabama,Bachelor's degree,Social Sciences and History,'45',172,105,67,156,98,58,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,100751,The University of Alabama,Bachelor's degree,Visual and Performing Arts,'50',80,21,59,71,20,51,5,1,4,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Related Programs,'04',48,31,17,31,21,10,0,0,0,7,4,3,6,5,1,0,0,0,0,0,0,4,1,3
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',92,36,56,63,27,36,2,1,1,22,7,15,3,1,2,0,0,0,0,0,0,2,0,2
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Biological Science/Life Sciences,'26',592,304,288,311,172,139,17,1,16,74,34,40,178,90,88,1,0,1,0,0,0,11,7,4
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Business Management and Administrative Services,'52',1064,601,463,726,422,304,34,13,21,119,75,44,150,67,83,1,1,0,0,0,0,34,23,11
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Communications,'09',795,318,477,579,248,331,29,5,24,108,42,66,48,14,34,5,3,2,0,0,0,26,6,20
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Computer and Information Sciences,'11',207,176,31,100,86,14,1,0,1,16,14,2,35,29,6,3,3,0,0,0,0,52,44,8
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Engineering,'14',783,622,161,426,334,92,19,16,3,112,87,25,143,111,32,3,2,1,0,0,0,80,72,8
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,English Language and Literature/Letters,'23',448,136,312,347,108,239,14,3,11,62,24,38,24,1,23,0,0,0,0,0,0,1,0,1
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Foreign Languages and Literatures,'16',234,86,148,158,64,94,4,1,3,52,16,36,8,1,7,4,2,2,0,0,0,8,2,6
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Health Professions and Related Sciences,'51',363,62,301,237,33,204,15,4,11,57,13,44,41,8,33,2,1,1,0,0,0,11,3,8
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Home Economics- General,'19',128,10,118,85,3,82,11,2,9,17,2,15,11,3,8,0,0,0,0,0,0,4,0,4
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',178,93,85,132,68,64,8,4,4,17,10,7,20,10,10,0,0,0,0,0,0,1,1,0
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Mathematics,'27',100,52,48,62,28,34,3,1,2,19,11,8,7,5,2,0,0,0,0,0,0,9,7,2
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Multi/Interdisciplinary Studies,'30',287,33,254,216,21,195,12,7,5,42,4,38,13,1,12,2,0,2,0,0,0,2,0,2
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',107,52,55,79,38,41,7,2,5,12,7,5,6,3,3,1,1,0,0,0,0,2,1,1
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,'38',47,32,15,35,25,10,0,0,0,6,5,1,5,1,4,0,0,0,0,0,0,1,1,0
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,'40',94,68,26,61,46,15,1,0,1,12,9,3,13,8,5,0,0,0,0,0,0,7,5,2
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Psychology,'42',513,165,348,347,109,238,16,3,13,77,28,49,61,22,39,5,1,4,0,0,0,7,2,5
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Public Administration and Services,'44',85,10,75,58,5,53,10,2,8,14,3,11,3,0,3,0,0,0,0,0,0,0,0,0
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences and History,'45',1112,664,448,776,470,306,29,13,16,162,95,67,87,50,37,7,3,4,0,0,0,51,33,18
1997-1998,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,'50',371,125,246,282,95,187,6,4,2,53,17,36,21,6,15,3,1,2,0,0,0,6,2,4
1997-1998,134130,University of Florida,Bachelor's degree,Agricultural Business and Production,'01',71,50,21,51,37,14,7,5,2,5,4,1,6,2,4,0,0,0,0,0,0,2,2,0
1997-1998,134130,University of Florida,Bachelor's degree,Agricultural Sciences,'02',307,127,180,229,93,136,10,3,7,41,16,25,20,10,10,2,1,1,0,0,0,5,4,1
1997-1998,134130,University of Florida,Bachelor's degree,Architecture and Related Programs,'04',97,64,33,70,50,20,1,0,1,16,11,5,5,1,4,0,0,0,0,0,0,5,2,3
1997-1998,134130,University of Florida,Bachelor's degree,Area- Ethnic and Cultural Studies,'05',8,5,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Biological Science/Life Sciences,'26',365,196,169,257,136,121,19,8,11,32,20,12,56,31,25,0,0,0,0,0,0,1,1,0
1997-1998,134130,University of Florida,Bachelor's degree,Business Management and Administrative Services,'52',1184,764,420,923,596,327,48,26,22,120,87,33,66,38,28,4,3,1,2,2,0,21,12,9
1997-1998,134130,University of Florida,Bachelor's degree,Communications,'09',592,211,381,470,165,305,43,11,32,51,22,29,21,10,11,2,1,1,0,0,0,5,2,3
1997-1998,134130,University of Florida,Bachelor's degree,Computer and Information Sciences,'11',50,44,6,37,35,2,3,3,0,4,2,2,5,4,1,0,0,0,0,0,0,1,0,1
1997-1998,134130,University of Florida,Bachelor's degree,Conservation and Renewable Natural Resources,'03',114,51,63,101,47,54,4,3,1,6,1,5,1,0,1,0,0,0,0,0,0,2,0,2
1997-1998,134130,University of Florida,Bachelor's degree,Education,'13',595,159,436,472,124,348,37,14,23,56,14,42,21,3,18,6,1,5,0,0,0,3,3,0
1997-1998,134130,University of Florida,Bachelor's degree,Engineering,'14',724,606,118,516,447,69,25,20,5,73,59,14,83,54,29,3,3,0,4,4,0,20,19,1
1997-1998,134130,University of Florida,Bachelor's degree,Engineering-Related Technologies,'15',130,120,10,117,110,7,3,2,1,6,6,0,3,2,1,1,0,1,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,English Language and Literature/Letters,'23',205,76,129,175,67,108,10,1,9,14,5,9,6,3,3,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Foreign Languages and Literatures,'16',92,32,60,61,22,39,11,3,8,11,4,7,8,3,5,1,0,1,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Health Professions and Related Sciences,'51',447,81,366,381,65,316,18,5,13,20,4,16,21,6,15,3,1,2,0,0,0,4,0,4
1997-1998,134130,University of Florida,Bachelor's degree,Home Economics- General,'19',57,15,42,36,7,29,10,5,5,4,1,3,7,2,5,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Mathematics,'27',67,42,25,57,34,23,4,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Multi/Interdisciplinary Studies,'30',56,32,24,37,23,14,1,1,0,5,3,2,13,5,8,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Parks- Recreation- Leisure and Fitness Studies,'31',144,55,89,108,42,66,14,5,9,13,4,9,7,3,4,0,0,0,0,0,0,2,1,1
1997-1998,134130,University of Florida,Bachelor's degree,Philosophy and Religion,'38',50,34,16,38,27,11,2,1,1,7,5,2,2,1,1,0,0,0,0,0,0,1,0,1
1997-1998,134130,University of Florida,Bachelor's degree,Physical Sciences,'40',84,54,30,69,47,22,2,2,0,2,1,1,11,4,7,0,0,0,0,0,0,0,0,0
1997-1998,134130,University of Florida,Bachelor's degree,Protective Services,'43',116,69,47,88,54,34,15,6,9,11,7,4,1,1,0,0,0,0,0,0,0,1,1,0
1997-1998,134130,University of Florida,Bachelor's degree,Psychology,'42',291,77,214,225,55,170,11,4,7,38,16,22,10,2,8,3,0,3,0,0,0,4,0,4
1997-1998,134130,University of Florida,Bachelor's degree,Social Sciences and History,'45',618,326,292,481,267,214,44,18,26,64,30,34,24,9,15,1,0,1,1,1,0,3,1,2
1997-1998,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,'50',189,66,123,139,42,97,9,4,5,25,11,14,11,5,6,0,0,0,1,1,0,4,3,1
1997-1998,139959,University of Georgia,Bachelor's degree,Agricultural Business and Production,'01',119,79,40,110,73,37,4,3,1,1,0,1,2,2,0,1,0,1,0,0,0,1,1,0
1997-1998,139959,University of Georgia,Bachelor's degree,Agricultural Sciences,'02',97,54,43,95,54,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1997-1998,139959,University of Georgia,Bachelor's degree,Architecture and Related Programs,'04',61,46,15,60,45,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Biological Science/Life Sciences,'26',338,156,182,286,142,144,23,5,18,2,1,1,25,8,17,0,0,0,0,0,0,2,0,2
1997-1998,139959,University of Georgia,Bachelor's degree,Business Management and Administrative Services,'52',1102,670,432,966,598,368,44,18,26,11,5,6,36,22,14,0,0,0,0,0,0,45,27,18
1997-1998,139959,University of Georgia,Bachelor's degree,Communications,'09',293,68,225,261,63,198,11,2,9,6,1,5,5,1,4,0,0,0,0,0,0,10,1,9
1997-1998,139959,University of Georgia,Bachelor's degree,Communications Technologies,'10',96,48,48,83,47,36,6,0,6,2,0,2,2,1,1,0,0,0,0,0,0,3,0,3
1997-1998,139959,University of Georgia,Bachelor's degree,Computer and Information Sciences,'11',44,35,9,35,29,6,3,2,1,0,0,0,2,2,0,0,0,0,0,0,0,4,2,2
1997-1998,139959,University of Georgia,Bachelor's degree,Conservation and Renewable Natural Resources,'03',107,83,24,105,82,23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Education,'13',662,164,498,620,152,468,28,7,21,3,1,2,6,2,4,2,2,0,0,0,0,3,0,3
1997-1998,139959,University of Georgia,Bachelor's degree,Engineering,'14',28,22,6,24,19,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
1997-1998,139959,University of Georgia,Bachelor's degree,English Language and Literature/Letters,'23',358,152,206,328,140,188,21,7,14,4,1,3,4,3,1,1,1,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Foreign Languages and Literatures,'16',96,32,64,83,29,54,4,0,4,4,2,2,2,0,2,0,0,0,0,0,0,3,1,2
1997-1998,139959,University of Georgia,Bachelor's degree,Health Professions and Related Sciences,'51',269,72,197,246,68,178,13,2,11,1,0,1,8,2,6,0,0,0,0,0,0,1,0,1
1997-1998,139959,University of Georgia,Bachelor's degree,Home Economics- General,'19',299,62,237,260,48,212,30,13,17,2,1,1,4,0,4,0,0,0,0,0,0,3,0,3
1997-1998,139959,University of Georgia,Bachelor's degree,Liberal Arts and Studies- General Sciences and Humanities,'24',29,15,14,26,14,12,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Marketing Operations/Marketing and Distribution,'08',21,1,20,18,1,17,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Mathematics,'27',22,17,5,16,13,3,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1997-1998,139959,University of Georgia,Bachelor's degree,Multi/Interdisciplinary Studies,'30',27,12,15,24,10,14,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1997-1998,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,'38',35,25,10,35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Physical Sciences,'40',54,38,16,45,34,11,2,1,1,0,0,0,4,2,2,0,0,0,0,0,0,3,1,2
1997-1998,139959,University of Georgia,Bachelor's degree,Protective Services,'43',64,35,29,61,35,26,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-1998,139959,University of Georgia,Bachelor's degree,Psychology,'42',249,58,191,221,54,167,20,3,17,0,0,0,5,1,4,1,0,1,0,0,0,2,0,2
1997-1998,139959,University of Georgia,Bachelor's degree,Public Administration and Services,'44',79,4,75,65,4,61,12,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
