"","PlayerName","PlayerTrueName","League","TeamName3","Season","Position","Comment","StartDate","EndDate","Source","Season.Type"
"34","Hilario","Hilario, Nene","NBA","DEN","2011-2012",4.51,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"35","Boykins","Boykins, Earl","NBA","HOU","2011-2012",0.99,"20120326SACHOU","2012-03-26","2012-07-01","Basketball Value","Regular Season"
"36","Najera","Najera, Eduardo","NBA","CHA","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"40","Mohammed","Mohammed, Nazr","NBA","OKC","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"42","Elson","Elson, Francisco","NBA","PHI","2011-2012",4.97,"20120127CHAPHI","2012-01-27","2012-07-01","Basketball Value","Regular Season"
"45","Redd","Redd, Michael","NBA","PHX","2011-2012",2,"20120112CLEPHX","2011-12-29","2012-07-01","Basketball Value","Regular Season"
"47","Ford","Ford, T.J.","NBA","SAS","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"48","Simmons","Simmons, Bobby","NBA","LAC","2011-2012",2.99,"20120228MINLAC","2012-02-28","2012-07-01","Basketball Value","Regular Season"
"49","Bogut","Bogut, Andrew","NBA","MIL","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"51","Magloire","Magloire, Jamaal","NBA","TOR","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"52","Iguodala","Iguodala, Andre","NBA","PHI","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"54","Korver","Korver, Kyle","NBA","CHI","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"55","Williams","Williams, Mo","NBA","LAC","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"56","Gadzuric","Gadzuric, Dan","NBA","NYK","2011-2012",5.01,"20120425LACNYK","2012-04-25","2012-07-01","Basketball Value","Regular Season"
"59","Salmons","Salmons, John","NBA","SAC","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"63","Smith","Smith, J.R.","NBA","NYK","2011-2012",2.01,"20120219DALNYK","2012-02-17","2012-07-01","Basketball Value","Regular Season"
"65","Miller","Miller, Brad","NBA","MIN","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"68","Bibby","Bibby, Mike","NBA","NYK","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"69","West","West, David","NBA","IND","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"70","Paul","Paul, Chris","NBA","LAC","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"73","Andersen","Andersen, Chris","NBA","DEN","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"76","Butler","Butler, Rasual","NBA","TOR","2011-2012",2.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"77","Martin","Martin, Kevin","NBA","HOU","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"80","Garcia","Garcia, Francisco","NBA","SAC","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"83","Bass","Bass, Brandon","NBA","BOS","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"85","Price","Price, Ronnie","NBA","PHX","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"86","J. Johnson","Johnson, Joe","NBA","ATL","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"87","Davis","Davis, Baron","NBA","NYK","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"88","Pachulia","Pachulia, Zaza","NBA","ATL","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"89","Murphy","Murphy, Troy","NBA","LAL","2011-2012",4.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"90","J. Richardson","Richardson, Jason","NBA","ORL","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"91","Childress","Childress, Josh","NBA","PHX","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"92","Dunleavy","Dunleavy, Mike","NBA","MIL","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"94","Smith","Smith, Josh","NBA","ATL","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"95","Harrington","Harrington, Al","NBA","DEN","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"97","Williams","Williams, Marvin","NBA","ATL","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"98","Pietrus","Pietrus, Mickael","NBA","BOS","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"101","Biedrins","Biedrins, Andris","NBA","GSW","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"103","Fisher","Fisher, Derek","NBA","OKC","2011-2012",1,"20120321LACOKC","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"103","Fisher","Fisher, Derek","NBA","LAL","2011-2012",1,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"109","Ivey","Ivey, Royal","NBA","OKC","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"110","Hinrich","Hinrich, Kirk","NBA","ATL","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"111","Wallace","Wallace, Gerald","NBA","POR","2011-2012",3.5,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"111","Wallace","Wallace, Gerald","NBA","NJN","2011-2012",3.5,"20120319CLENJN","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"112","Nocioni","Nocioni, Andres","NBA","PHI","2011-2012",3.03,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"113","Duhon","Duhon, Chris","NBA","ORL","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"117","Okafor","Okafor, Emeka","NBA","NOH","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"118","Chandler","Chandler, Tyson","NBA","NYK","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"119","Gordon","Gordon, Ben","NBA","DET","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"122","Deng","Deng, Luol","NBA","CHI","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"126","Felton","Felton, Raymond","NBA","POR","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"128","Carroll","Carroll, Matt","NBA","CHA","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"132","Okur","Okur, Mehmet","NBA","NJN","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"139","D. Williams","Williams, Deron","NBA","NJN","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"141","Humphries","Humphries, Kris","NBA","NJN","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"143","O'Neal","O'Neal, Jermaine","NBA","BOS","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"144","Battie","Battie, Tony","NBA","PHI","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"145","World Peace","World Peace, Metta","NBA","LAL","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"147","Jackson","Jackson, Stephen","NBA","SAS","2011-2012",3.01,"20120317SASDAL","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"147","Jackson","Jackson, Stephen","NBA","MIL","2011-2012",3.01,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"148","Stevenson","Stevenson, DeShawn","NBA","NJN","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"149","Howard","Howard, Dwight","NBA","ORL","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"151","Turkoglu","Turkoglu, Hedo","NBA","ORL","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"152","Tinsley","Tinsley, Jamaal","NBA","UTA","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"155","Granger","Granger, Danny","NBA","IND","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"158","Nelson","Nelson, Jameer","NBA","ORL","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"163","Evans","Evans, Reggie","NBA","LAC","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"164","Kaman","Kaman, Chris","NBA","NOH","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"166","Allen","Allen, Ray","NBA","BOS","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"167","Brand","Brand, Elton","NBA","PHI","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"168","Petro","Petro, Johan","NBA","NJN","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"170","Lewis","Lewis, Rashard","NBA","WAS","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"172","Collison","Collison, Nick","NBA","OKC","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"173","Ridnour","Ridnour, Luke","NBA","MIN","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"176","Wilkins","Wilkins, Damien","NBA","DET","2011-2012",2.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"178","J. Singleton","Singleton, James","NBA","WAS","2011-2012",4.01,"20120405WASDET","2012-04-05","2012-07-01","Basketball Value","Regular Season"
"180","Radmanovic","Radmanovic, Vladimir","NBA","ATL","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"181","Wilcox","Wilcox, Chris","NBA","BOS","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"186","Bryant","Bryant, Kobe","NBA","LAL","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"187","Odom","Odom, Lamar","NBA","DAL","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"189","Brown","Brown, Kwame","NBA","GSW","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"191","Cook","Cook, Brian","NBA","WAS","2011-2012",3.99,"20120318WASMEM","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"191","Cook","Cook, Brian","NBA","LAC","2011-2012",3.99,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"194","Bynum","Bynum, Andrew","NBA","LAL","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"197","Gasol","Gasol, Pau","NBA","LAL","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"198","Battier","Battier, Shane","NBA","MIA","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"201","Haslem","Haslem, Udonis","NBA","MIA","2011-2012",4.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"204","Wade","Wade, Dwyane","NBA","MIA","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"209","Miller","Miller, Mike","NBA","MIA","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"211","Kapono","Kapono, Jason","NBA","LAL","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"212","Jones","Jones, Dahntay","NBA","IND","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"214","D. Wright","Wright, Dorell","NBA","GSW","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"215","Barron","Barron, Earl","NBA","GSW","2011-2012",4.98,"20120114GSWCHA","2012-01-14","2012-07-01","Basketball Value","Regular Season"
"218","Warrick","Warrick, Hakim","NBA","PHX","2011-2012",3.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"221","Jefferson","Jefferson, Richard","NBA","GSW","2011-2012",3,"20120317GSWUTA","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"221","Jefferson","Jefferson, Richard","NBA","SAS","2011-2012",3,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"222","Kidd","Kidd, Jason","NBA","DAL","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"223","Collins","Collins, Jason","NBA","ATL","2011-2012",4.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"224","Carter","Carter, Vince","NBA","DAL","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"235","Curry","Curry, Eddy","NBA","MIA","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"237","Q. Richardson","Richardson, Quentin","NBA","ORL","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"239","West","West, Delonte","NBA","DAL","2011-2012",1.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"240","Pierce","Pierce, Paul","NBA","BOS","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"241","Barnes","Barnes, Matt","NBA","LAL","2011-2012",2.98,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"245","Ariza","Ariza, Trevor","NBA","NOH","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"246","Gomes","Gomes, Ryan","NBA","LAC","2011-2012",3.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"247","Jefferson","Jefferson, Al","NBA","UTA","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"249","Crawford","Crawford, Jamal","NBA","POR","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"252","Scalabrine","Scalabrine, Brian","NBA","CHI","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"253","Perkins","Perkins, Kendrick","NBA","OKC","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"254","Robinson","Robinson, Nate","NBA","GSW","2011-2012",1.49,"20120107UTAGSW","2012-01-04","2012-07-01","Basketball Value","Regular Season"
"257","Gooden","Gooden, Drew","NBA","MIL","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"260","James","James, LeBron","NBA","MIA","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"261","Hughes","Hughes, Larry","NBA","ORL","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"265","Pavlovic","Pavlovic, Sasha","NBA","BOS","2011-2012",2.49,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"270","Hamilton","Hamilton, Richard","NBA","CHI","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"271","Billups","Billups, Chauncey","NBA","LAC","2011-2012",1.03,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"272","Prince","Prince, Tayshaun","NBA","DET","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"273","Wallace","Wallace, Ben","NBA","DET","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"276","Evans","Evans, Maurice","NBA","WAS","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"278","Milicic","Milicic, Darko","NBA","MIN","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"279","Delfino","Delfino, Carlos","NBA","MIL","2011-2012",2.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"280","Maxiell","Maxiell, Jason","NBA","DET","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"281","Williams","Williams, Louis","NBA","PHI","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"284","Przybilla","Przybilla, Joel","NBA","POR","2011-2012",4.99,"20120301MIAPOR","2012-02-27","2012-07-01","Basketball Value","Regular Season"
"285","Garnett","Garnett, Kevin","NBA","BOS","2011-2012",4.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"287","Randolph","Randolph, Zach","NBA","MEM","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"289","Telfair","Telfair, Sebastian","NBA","PHX","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"296","Jack","Jack, Jarrett","NBA","NOH","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"298","Carter","Carter, Anthony","NBA","TOR","2011-2012",1.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"304","Howard","Howard, Juwan","NBA","MIA","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"305","McGrady","McGrady, Tracy","NBA","ATL","2011-2012",2.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"313","Arenas","Arenas, Gilbert","NBA","MEM","2011-2012",1.51,"20120322MEMPOR","2012-03-20","2012-07-01","Basketball Value","Regular Season"
"315","Jeffries","Jeffries, Jared","NBA","NYK","2011-2012",3.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"316","Jamison","Jamison, Antawn","NBA","CLE","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"318","James","James, Mike","NBA","CHI","2011-2012",1.02,"20120111WASCHI","2012-01-11","2012-07-01","Basketball Value","Regular Season"
"319","Bosh","Bosh, Chris","NBA","MIA","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"322","Haywood","Haywood, Brendan","NBA","DAL","2011-2012",5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"324","Butler","Butler, Caron","NBA","LAC","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"327","Villanueva","Villanueva, Charlie","NBA","DET","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"330","Bonner","Bonner, Matt","NBA","SAS","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"331","Calderon","Calderon, Jose","NBA","TOR","2011-2012",1,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"344","Udrih","Udrih, Beno","NBA","MIL","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"354","Outlaw","Outlaw, Travis","NBA","SAC","2011-2012",3.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"355","Blake","Blake, Steve","NBA","LAL","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"356","Webster","Webster, Martell","NBA","MIN","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"357","Watson","Watson, Earl","NBA","UTA","2011-2012",1.03,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"362","Frye","Frye, Channing","NBA","PHX","2011-2012",4.51,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"377","Lee","Lee, David","NBA","GSW","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"389","Pargo","Pargo, Jannero","NBA","ATL","2011-2012",1.01,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"390","Maggette","Maggette, Corey","NBA","CHA","2011-2012",3,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"411","Moore","Moore, Mikki","NBA","GSW","2011-2012",4.99,"20120416SASGSW","2012-04-16","2012-07-01","Basketball Value","Regular Season"
"413","Blatche","Blatche, Andray","NBA","WAS","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"417","Ellis","Ellis, Monta","NBA","GSW","2011-2012",1.51,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"417","Ellis","Ellis, Monta","NBA","MIL","2011-2012",1.51,"20120320MILPOR","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"419","Dooling","Dooling, Keyon","NBA","BOS","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"426","Miles","Miles, C.J.","NBA","UTA","2011-2012",2,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"453","Diogu","Diogu, Ike","NBA","SAS","2011-2012",4.01,"20120105DALSAS","2012-01-03","2012-07-01","Basketball Value","Regular Season"
"454","Wafer","Wafer, Von","NBA","ORL","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"458","Dalembert","Dalembert, Samuel","NBA","HOU","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"459","Walton","Walton, Luke","NBA","LAL","2011-2012",2.99,"SeasonStart","2011-12-01","2012-03-15","Basketball Value","Regular Season"
"459","Walton","Walton, Luke","NBA","CLE","2011-2012",2.99,"20120328DETCLE","2012-03-15","2012-07-01","Basketball Value","Regular Season"
"468","Foster","Foster, Jeff","NBA","IND","2011-2012",4.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"483","Livingston","Livingston, Shaun","NBA","MIL","2011-2012",1.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"484","Cardinal","Cardinal, Brian","NBA","DAL","2011-2012",4,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"486","Hill","Hill, Grant","NBA","PHX","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"492","Stackhouse","Stackhouse, Jerry","NBA","ATL","2011-2012",2.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"498","Lucas","Lucas, John","NBA","CHI","2011-2012",0.99,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"501","Allen","Allen, Tony","NBA","MEM","2011-2012",2.02,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
"505","Varejao","Varejao, Anderson","NBA","CLE","2011-2012",4.5,"SeasonStart","2011-12-01","2012-07-01","Basketball Value","Regular Season"
