ID_Sport_Sponsorship,Governing_Body,Sponsorship_Type,Period,Sport_Sponsor,Company,Company_Brand,Event,Sport,Contract_Type,Value,Value_Type,Detail,Franchise,Sponsorship
648,NPF,Official,2012,Miken Sports,Miken Sports,,,Softball,,,,,,
649,NPF,Official,2012,Mizuno USA,Mizuno USA,,,Softball,,,,,,
650,NPF,Official,2012,Ringor,Ringor,,,Softball,,,,,,
651,NPF,Official,2012,Schutt Sports,Schutt Sports,,,Softball,,,,,,
652,NPF,Official,2012,Shoulder Shield,Shoulder Shield,,,Softball,,,,,,
653,NPF,Official,2012,The Game,The Game,,,Softball,,,,,,
654,NPF,Official,2012,Wilson Sporting Goods Co,Wilson Sporting Goods Co,,,Softball,,,,,,
655,NPF,Official,2012,Worth Sports,Worth Sports,,,Softball,,,,,,
656,ASP,Title,2012,Nike,Nike,,US Open Of Surfing,Surfing,,,,,,
657,ASP,Official,2012,SevenEleven,SevenEleven,,US Open Of Surfing,Surfing,,,,,,
658,ASP,Official,2012,Casio Gz One,Casio Gz One,,US Open Of Surfing,Surfing,,,,,,
659,ASP,Official,2012,Converse,Converse,,US Open Of Surfing,Surfing,,,,,,
660,ASP,Official,2012,GShock,GShock,,US Open Of Surfing,Surfing,,,,,,
661,ASP,Official,2012,Goal Zero,Goal Zero,,US Open Of Surfing,Surfing,,,,,,
662,ASP,Official,2012,Hurley,Hurley,,US Open Of Surfing,Surfing,,,,,,
663,ASP,Official,2012,Intelliskin,Intelliskin,,US Open Of Surfing,Surfing,,,,,,
664,ASP,Official,2012,Life Rolls On,Life Rolls On,,US Open Of Surfing,Surfing,,,,,,
665,ASP,Official,2012,McDonalds,McDonalds,,US Open Of Surfing,Surfing,,,,,,
666,ASP,Official,2012,Neff,Neff,,US Open Of Surfing,Surfing,,,,,,
667,ASP,Official,2012,OC Weekly,OC Weekly,,US Open Of Surfing,Surfing,,,,,,
668,ASP,Official,2012,Pacifico,Pacifico,,US Open Of Surfing,Surfing,,,,,,
669,ASP,Official,2012,Paul Mitchell,Paul Mitchell,,US Open Of Surfing,Surfing,,,,,,
670,ASP,Official,2012,Ralphs,Ralphs,,US Open Of Surfing,Surfing,,,,,,
671,ASP,Official,2012,Red Bull,Red Bull,,US Open Of Surfing,Surfing,,,,,,
672,ASP,Official,2012,Slacker,Slacker,,US Open Of Surfing,Surfing,,,,,,
673,ASP,Official,2012,Surfline Radio,Surfline Radio,,US Open Of Surfing,Surfing,,,,,,
674,ASP,Official,2012,Transworld Surf,Transworld Surf,,US Open Of Surfing,Surfing,,,,,,
675,ASP,Official,2012,Verizon,Verizon,,US Open Of Surfing,Surfing,,,,,,
676,ASP,Title,2012,Vans,Vans,,Triple Crown Of Surfing,Surfing,,,,,,
677,ASP,Official,2012,ASP Hawaii,ASP Hawaii,,Triple Crown Of Surfing,Surfing,,,,,,
678,ASP,Official,2012,ASP World Tour,ASP World Tour,,Triple Crown Of Surfing,Surfing,,,,,,
679,ASP,Official,2012,Clif Bar,Clif Bar,,Triple Crown Of Surfing,Surfing,,,,,,
680,ASP,Official,2012,Climb On,Climb On,,Triple Crown Of Surfing,Surfing,,,,,,
681,ASP,Official,2012,Flo Water,Flo Water,,Triple Crown Of Surfing,Surfing,,,,,,
682,ASP,Official,2012,GoPro Camera,GoPro Camera,,Triple Crown Of Surfing,Surfing,,,,,,
683,ASP,Official,2012,HawaiI Tourism Authority,HawaiI Tourism Authority,,Triple Crown Of Surfing,Surfing,,,,,,
684,ASP,Official,2012,Hawaiian Airlines,Hawaiian Airlines,,Triple Crown Of Surfing,Surfing,,,,,,
685,ASP,Official,2012,JN Automotive Group,JN Automotive Group,,Triple Crown Of Surfing,Surfing,,,,,,
686,ASP,Official,2012,Nikon,Nikon,,Triple Crown Of Surfing,Surfing,,,,,,
687,ASP,Official,2012,Oceanic Time Warner Cable,Oceanic Time Warner Cable,,Triple Crown Of Surfing,Surfing,,,,,,
688,ASP,Official,2012,Road Runner,Road Runner,,Triple Crown Of Surfing,Surfing,,,,,,
689,ASP,Official,2012,Skull Candy,Skull Candy,,Triple Crown Of Surfing,Surfing,,,,,,
690,ASP,Official,2012,State Farm Insurance,State Farm Insurance,,Triple Crown Of Surfing,Surfing,,,,,,
691,ASP,Official,2012,Surfing Magazine,Surfing Magazine,,Triple Crown Of Surfing,Surfing,,,,,,
692,ASP,Official,2012,Surfline,Surfline,,Triple Crown Of Surfing,Surfing,,,,,,
693,ASP,Official,2012,Turtle Bay Resort,Turtle Bay Resort,,Triple Crown Of Surfing,Surfing,,,,,,
694,ASP,Official,2012,Wavejet,Wavejet,,Triple Crown Of Surfing,Surfing,,,,,,
695,USMS,Official,2012,Adolph Kiefer  Associates,Adolph Kiefer  Associates,,,Swimming,,,,,,
696,USAD,Official,2012,AT&T,AT&T,,,Diving,,,,,,
697,USAS,Official,2012,AT&T,AT&T,,,Swimming,,,,,,
698,USASY,Official,2012,Clark Synthesis Tactile Sound,Clark Synthesis Tactile Sound,,,Synchronized Swiing,,,,,,
699,USAWP,Official,2012,AquaHydrate9,AquaHydrate9,,,Water Polo,,,,,,
700,USATF,Official,2012,BMW,BMW,,,Track and Field,,,,,,
701,WTC,Title,2012,Life Time Fitness,Life Time Fitness,,Ironman,Triathalon,,,,,,
702,WTC,Official,2012,All Whites,All Whites,,Ironman,Triathalon,,,,,,
703,WTC,Official,2012,Allied Waste,Allied Waste,,Ironman,Triathalon,,,,,,
704,WTC,Official,2012,Allina Hospitals  Clinics,Allina Hospitals  Clinics,,Ironman,Triathalon,,,,,,
705,WTC,Official,2012,Associated Bank,Associated Bank,,Ironman,Triathalon,,,,,,
706,WTC,Official,2012,Avis,Avis,,Ironman,Triathalon,,,,,,
707,WTC,Official,2012,Bailey Nurseries,Bailey Nurseries,,Ironman,Triathalon,,,,,,
708,WTC,Official,2012,BH Bikes,BH Bikes,,Ironman,Triathalon,,,,,,
709,WTC,Official,2012,BH Fitness,BH Fitness,,Ironman,Triathalon,,,,,,
710,WTC,Official,2012,Budget,Budget,,Ironman,Triathalon,,,,,,
711,WTC,Official,2012,Catering by Kowalskis,Catering by Kowalskis,,Ironman,Triathalon,,,,,,
712,WTC,Official,2012,Champion System,Champion System,,Ironman,Triathalon,,,,,,
713,WTC,Official,2012,Clif Bar,Clif Bar,,Ironman,Triathalon,,,,,,
714,WTC,Official,2012,Clif Shot,Clif Shot,,Ironman,Triathalon,,,,,,
715,WTC,Official,2012,Gatorade,Gatorade,,Ironman,Triathalon,,,,,,
716,WTC,Official,2012,Gear West Bike and Triathlon,Gear West Bike and Triathlon,,Ironman,Triathalon,,,,,,
717,WTC,Official,2012,HealthEZ,HealthEZ,,Ironman,Triathalon,,,,,,
718,WTC,Official,2012,Janus,Janus,,Ironman,Triathalon,,,,,,
719,WTC,Official,2012,JR Watkins,JR Watkins,,Ironman,Triathalon,,,,,,
720,WTC,Official,2012,KSwiss,KSwiss,,Ironman,Triathalon,,,,,,
721,WTC,Official,2012,KIWI,KIWI,,Ironman,Triathalon,,,,,,
722,WTC,Official,2012,Minneapolis St Paul Business Journal,Minneapolis St Paul Business Journal,,Ironman,Triathalon,,,,,,
723,WTC,Official,2012,OFF,OFF,,Ironman,Triathalon,,,,,,
724,WTC,Official,2012,Orca,Orca,,Ironman,Triathalon,,,,,,
725,WTC,Official,2012,Philadelphia Insurance Companies,Philadelphia Insurance Companies,,Ironman,Triathalon,,,,,,
726,WTC,Official,2012,Toyota,Toyota,,Ironman,Triathalon,,,,,,
727,WTC,Official,2012,Zico,Zico,,Ironman,Triathalon,,,,,,
728,WTC,Official,2012,Ziploc,Ziploc,,Ironman,Triathalon,,,,,,
729,USFSA,Official,2012,AlkaSeltzer Plus,AlkaSeltzer Plus,AlkaSeltzer Plus,,Figure Skating,,,,,,
730,USFSA,Official,2012,AT&T,AT&T,,,Figure Skating,,,,,,
731,USFSA,Official,2012,Hilton Hotels,Hilton Hotels,,,Figure Skating,,,,,,
732,USFSA,Official,2012,Prudential,Prudential,,,Figure Skating,,,,,,
733,USFSA,Official,2012,The JM Smucker Co,The JM Smucker Co,,,Figure Skating,,,,,,
734,PGA,Official,2012,Aflac,Aflac,,,,,,,,,
735,PGA,Official,2012,Allegheny Sports Medicine,Allegheny Sports Medicine,,,,,,,,,
736,PGA,Official,2012,Michelob Ultra,AnheiserBusch,Michelob Ultra,,,,,,,,
737,PGA,Official,2012,ODouls,AnheiserBusch,ODouls,,,,,,,,
738,PGA,Official,2012,Avis,Avis,,,,,,,,,
739,PGA,Official,2012,Beringer,Beringer,,,,,,,,,
740,PGA,Official,2012,Boston Hannah,Boston Hannah,,,,,,,,,
741,PGA,Official,2012,Bridgestone,Bridgestone,,,,,,,,,
742,PGA,Official,2012,Carey International,Carey International,,,,,,,,,
743,PGA,Official,2012,CDW,CDW,,,,,,,,,
744,PGA,Official,2012,Cessna,Cessna,,,,,,,,,
745,PGA,Official,2012,Charles Schwab,Charles Schwab,,,,,,,,,
746,PGA,Official,2012,CocaCola,CocaCola,,,,,,,,,
747,PGA,Official,2012,FedEx,FedEx,,,,,,,,,
748,PGA,Official,2012,Forbes,Forbes,,,,,,,,,
749,PGA,Official,2012,GE,GE,,,,,,,,,
750,PGA,Official,2012,Getty Images,Getty Images,,,,,,,,,
751,PGA,Official,2012,Golf Digest Publications,Golf Digest Publications,,,,,,,,,
752,PGA,Official,2012,Hawaii Tourism Authority,Hawaii Tourism Authority,,,,,,,,,
753,PGA,Official,2012,Humana,Humana,,,,,,,,,
754,PGA,Official,2012,InterContinental Hotels Group,InterContinental Hotels Group,,,,,,,,,
755,PGA,Official,2012,John Deere,John Deere,,,,,,,,,
756,PGA,Official,2012,Ketel One,Ketel One,,,,,,,,,
757,PGA,Official,2012,MasterCard,MasterCard,,,,,,,,,
758,PGA,Official,2012,Mitsubishi Electric,Mitsubishi Electric,,,,,,,,,
759,PGA,Official,2012,Nature Valley,Nature Valley,,,,,,,,,
760,PGA,Official,2012,Nolets Finest Gins,Nolets Finest Gins,,,,,,,,,
761,PGA,Official,2012,PricewaterhouseCoopers,PricewaterhouseCoopers,,,,,,,,,
762,PGA,Official,2012,Rolex,Rolex,,,,,,,,,
763,PGA,Official,2012,Sentient,Sentient,,,,,,,,,
764,PGA,Official,2012,Southern Company,Southern Company,,,,,,,,,
765,PGA,Official,2012,Tiffany  Co,Tiffany  Co,,,,,,,,,
766,PGA,Official,2012,Transitions Optical,Transitions Optical,,,,,,,,,
767,PGA,Official,2012,Travelers,Travelers,,,,,,,,,
768,PGA,Official,2012,United Airlines,United Airlines,,,,,,,,,
769,PGA,Official,2012,USA Today Sports,USA Today Sports,,,,,,,,,
770,PGA,Official,2012,Webcom,Webcom,,,,,,,,,
771,PGA,Official,2012,Western Union Business Solutions,Western Union Business Solutions,,,,,,,,,
772,Supercross,Title,2012,Monster Beverage,Monster Beverage,,,,,,,Sponsorship Commenced in 2007,,
773,Supercross,Official,2012,Alpinestars,Alpinestars,,,,,,,,,
774,Supercross,Official,2012,AMS Oil,AMS Oil,,,,,,,,,
775,Supercross,Official,2012,DC Shoes,DC Shoes,,,,,,,,,
776,Supercross,Official,2012,Discount Tire,Discount Tire,,,,,,,,,
777,Supercross,Official,2012,Dunlop Tire,Dunlop Tire,,,,,,,,,
778,Supercross,Official,2012,EBC Brakes,EBC Brakes,,,,,,,,,
779,Supercross,Official,2012,Falken Tire,Falken Tire,,,,,,,,,
780,Supercross,Official,2012,Honda,Honda,,,,,,,,,
781,Supercross,Official,2012,Kawasaki,Kawasaki,,,,,,,,,
782,Supercross,Official,2012,Las Vegas Hard Rock Hotel  Casino,Las Vegas Hard Rock Hotel  Casino,,,,,,,,,
783,Supercross,Official,2012,KN Filters,KN Filters,,,,,,,,,
784,Supercross,Official,2012,MasterCraft,MasterCraft,,,,,,,,,
785,Supercross,Official,2012,NGK Spark Plugs,NGK Spark Plugs,,,,,,,,,
786,Supercross,Official,2012,Parts Canada,Parts Canada,,,,,,,,,
787,Supercross,Official,2012,Parts Unlimited,Parts Unlimited,,,,,,,,,
788,Supercross,Official,2012,Pro Circuit,Pro Circuit,,,,,,,,,
789,Supercross,Official,2012,Racer X,Racer X,,,,,,,,,
790,Supercross,Official,2012,Rocky Mountain ATV,Rocky Mountain ATV,,,,,,,,,
791,Supercross,Official,2012,San Manuel Band of Mission Indians,San Manuel Band of Mission Indians,,,,,,,,,
792,Supercross,Official,2012,Suzuki,Suzuki,,,,,,,,,
793,Supercross,Official,2012,Smith Optics,Smith Optics,,,,,,,,,
794,Supercross,Official,2012,Thor,Thor,,,,,,,,,
795,Supercross,Official,2012,Toyota,Toyota,,,,,,,,,
796,Supercross,Official,2012,Traxxas,Traxxas,,,,,,,,,
797,Supercross,Official,2012,Yamaha,Yamaha,,,,,,,,,
798,WTA,Official,2012,American Express,American Express,,US Open Series,,,,,,,
799,WTA,Official,2012,Emirates,Emirates,,US Open Series,,,,,,,
800,WTA,Official,2012,Esurance,Esurance,,US Open Series,,,,,,,
801,WTA,Official,2012,Evian,Danone Group,Evian,US Open Series,,,,,,,
802,WTA,Official,2012,Gatorade,PepsiCo,Gatorade,US Open Series,,,,,,,
803,WTA,Official,2012,American Express,American Express,,US Open,,,,,,,
804,WTA,Official,2012,Canon,Canon,,US Open,,,,,,,
805,WTA,Official,2012,Citizen,Citizen,,US Open,,,,,,,
806,WTA,Official,2012,Continental Airlines,Continental Airlines,,US Open,,,,,,,
807,WTA,Official,2012,Evian,Danone Group,Evian,US Open,,,,,,,
808,WTA,Official,2012,Femara,Femara,,US Open,,,,,,,
809,WTA,Official,2012,Heineken,Heineken,,US Open,,,,,,,
810,WTA,Official,2012,IBM,IBM,,US Open,,,,,,,
811,WTA,Official,2012,JPMorganChase,JPMorganChase,,US Open,,,,,,,
812,WTA,Official,2012,Lever 2000,Unilever,Lever 2000,US Open,,,,,,,
813,WTA,Official,2012,Lexus,Toyota,Lexus,US Open,,,,,,,
814,WTA,Official,2012,Mass Mutual Financial Group,MassM Mutual,Mass Mutual Financial Group,US Open,,,,,,,
815,WTA,Official,2012,Olympus,Olympus,,US Open,,,,,,,
816,WTA,Official,2012,Polo,Ralph Lauren,Polo,US Open,,,,,,,
817,WTA,Official,2012,Sirius XM Satellite Radio,Sirius XM Satellite Radio,,US Open,,,,,,,
818,WTA,Official,2012,Tennis Magazine,Tennis Magazine,,US Open,,,,,,,
819,WTA,Official,2012,The New York Times,The New York Times,,US Open,,,,,,,
820,WTA,Official,2012,Tiffany  Co,Tiffany  Co,,US Open,,,,,,,
821,WTA,Official,2012,Valspar Paint,Valspar Paint,,US Open,,,,,,,
822,WTA,Official,2012,Vaseline,Vaseline,,US Open,,,,,,,
823,WTA,Official,2012,Wilson,Wilson,,US Open,,,,,,,
824,WTA,Official,2012,Dubai Duty Free,Dubai Duty Free,,,,,,,,,
825,WTA,Official,2012,Jetstar,Jetstar,,,,,,,,,
826,WTA,Official,2012,Oriflame,Oriflame,,,,,,,,,
827,WTA,Official,2012,Peak,Peak,,,,,,,,,
828,WTA,Official,2012,Xperia,Sony,Xperia,,,,,,,,
829,WTA,Official,2012,USANA Health Sciences,USANA Health Sciences,,,,,,,,,
830,WTA,Official,2012,Corona Extra,Corona Extra,,ATP Tour,,,,,,,
831,WTA,Official,2012,Enel,Enel,,ATP Tour,,,,,,,
832,WTA,Official,2012,FedEx,FedEx,,ATP Tour,,,,,,,
833,WTA,Official,2012,Head,Head,,ATP Tour,,,,,,,
834,WTA,Official,2012,Mot  Chandon,LVMH,Mot  Chandon,ATP Tour,,,,,,,
835,WTA,Official,2012,Pacific,Pacific,,ATP Tour,,,,,,,
836,WTA,Official,2012,Ricoh,Ricoh,,ATP Tour,,,,,,,
837,WTA,Official,2012,South African Airways,South African Airways,,ATP Tour,,,,,,,
838,WTA,Official,2012,Evian,Evian,,Wimbeldon,,,,,,,
839,WTA,Official,2012,G4S,G4S,,Wimbeldon,,,,,,,
840,WTA,Official,2012,Hertz,Hertz,,Wimbeldon,,,,,,,
841,WTA,Official,2012,HSBC,HSBC,,Wimbeldon,,,,,,,
842,WTA,Official,2012,IBM,IBM,,Wimbeldon,,,,,,,
843,WTA,Official,2012,Jacobs Creek,Jacobs Creek,,Wimbeldon,,,,,,,
844,WTA,Official,2012,Lanson,Lanson,,Wimbeldon,,,,,,,
845,WTA,Official,2012,Lavazza,Lavazza,,Wimbeldon,,,,,,,
846,WTA,Official,2012,Ralph Lauren,Ralph Lauren,,Wimbeldon,,,,,,,
847,WTA,Official,2012,Robinsons,Robinsons,,Wimbeldon,,,,,,,
848,WTA,Official,2012,Rolex,Rolex,,Wimbeldon,,,,,,,
849,WTA,Official,2012,Slazenger,Slazenger,,Wimbeldon,,,,,,,
850,WTA,Official,2012,Sony,Sony,,Wimbeldon,,,,,,,
851,WTA,Official,2012,Bacardi,Bacardi,,Sony Open,,,,,,,
852,WTA,Official,2012,Back Office Associates,Back Office Associates,,Sony Open,,,,,,,
853,WTA,Official,2012,Baptist Health South Florida,Baptist Health South Florida,,Sony Open,,,,,,,
854,WTA,Official,2012,Corona Extra,Corona Extra,,Sony Open,,,,,,,
855,WTA,Official,2012,FedEx,FedEx,,Sony Open,,,,,,,
856,WTA,Official,2012,Fila,Fila,,Sony Open,,,,,,,
857,WTA,Official,2012,Head,Head,,Sony Open,,,,,,,
858,WTA,Official,2012,Ita Bank,Ita Bank,,Sony Open,,,,,,,
859,WTA,Official,2012,LAN Airlines,LAN Airlines,,Sony Open,,,,,,,
860,WTA,Official,2012,Lindt Chocolates,Lindt Chocolates,,Sony Open,,,,,,,
861,WTA,Official,2012,MasterCard,MasterCard,,Sony Open,,,,,,,
862,WTA,Official,2012,Miamicom,Miamicom,,Sony Open,,,,,,,
863,WTA,Official,2012,Nespresso,Nestle,Nespresso,Sony Open,,,,,,,
864,WTA,Official,2012,Penn,Penn,,Sony Open,,,,,,,
865,WTA,Official,2012,PricewaterhouseCoopers,PricewaterhouseCoopers,,Sony Open,,,,,,,
866,WTA,Official,2012,Tipperary Crystal,Tipperary Crystal,,Sony Open,,,,,,,
867,WTA,Official,2012,Boll,Boll,,Sony Open,,,,,,,
868,WTA,Official,2012,Bombay Sapphire,Bombay Sapphire,,Sony Open,,,,,,,
869,WTA,Official,2012,Great Performances,Great Performances,,Sony Open,,,,,,,
870,WTA,Official,2012,IMG,IMG,,Sony Open,,,,,,,
871,WTA,Official,2012,Bollettieri Tennis Academy,Bollettieri Tennis Academy,,Sony Open,,,,,,,
872,WTA,Official,2012,Laykold,Laykold,,Sony Open,,,,,,,
873,WTA,Official,2012,Luxilon,Luxilon,,Sony Open,,,,,,,
874,WTA,Official,2012,Ocean Drive Magazine,Ocean Drive Magazine,,Sony Open,,,,,,,
875,WTA,Official,2012,TennisPlaza,TennisPlaza,,Sony Open,,,,,,,
876,WTA,Official,2012,USANA Health Sciences,USANA Health Sciences,,Sony Open,,,,,,,
877,United States Cycling,Official,2012,Dow,Dow,,,,,,,,,
878,United States Cycling,Official,2012,Exergy Development Group,Exergy Development Group,,,,,,,,,
879,United States Cycling,Official,2012,Gatorade,Gatorade,,,,,,,,,
880,United States Cycling,Official,2012,Holiday Inn,Holiday Inn,,,,,,,,,
881,United States Cycling,Official,2012,Nike,Nike,,,,,,,,,
882,United States Cycling,Official,2012,Ouch Sports Medicine Center,Ouch Sports Medicine Center,,,,,,,,,
883,United States Cycling,Official,2012,Post Grape Nuts,Post Grape Nuts,,,,,,,,,
884,United States Cycling,Official,2012,Shimano,Shimano,,,,,,,,,
885,United States Cycling,Official,2012,Skins Compression Clothing,Skins Compression Clothing,,,,,,,,,
886,United States Cycling,Official,2012,Spy Optics,Spy Optics,,,,,,,,,
887,United States Cycling,Official,2012,United HealthCare,United HealthCare,,,,,,,,,
888,United States Cycling,Official,2012,Volkswagen,Volkswagen,,,,,,,,,
889,WNBA,Official,2012,Adidas,Adidas,,,,,,,,,
890,WNBA,Official,2012,American Express,American Express,,,,,,,,,
891,WNBA,Official,2012,Bacardi,Bacardi,,,,,,,,,
892,WNBA,Official,2012,BBVA,BBVA,,,,,,,,,
893,WNBA,Official,2012,Boost Mobile,Boost Mobile,,,,,,,,,
894,WNBA,Official,2012,Budweiser,AnheuserBusch,Budweiser,,,,,,,,
895,WNBA,Official,2012,CieAura,CieAura,,,,,,,,,
896,WNBA,Official,2012,CocaCola,CocaCola,,,,,,,,,
897,WNBA,Official,2012,Deuce,Deuce,,,,,,,,,
898,WNBA,Official,2012,EA Sports,EA Sports,,,,,,,,,
899,WNBA,Official,2012,Gatorade,PepsiCo,Gatorade,,,,,,,,
900,WNBA,Official,2012,HewlettPackard,HewlettPackard,,,,,,,,,
901,WNBA,Official,2012,Hotel Indigo,Hotel Indigo,,,,,,,,,
902,WNBA,Official,2012,Jamba Juice,Jamba Juice,,,,,,,,,
903,WNBA,Official,2012,Nike,Nike,,,,,,,,,
904,WNBA,Official,2012,Pepperidge Farms,Pepperidge Farms,,,,,,,,,
905,WNBA,Official,2012,Sanofi Pasteur,Sanofi,Sanofi Pasteur,,,,,,,,
906,WNBA,Official,2012,Spalding,Spalding,,,,,,,,,
907,Little League Baseball,Official,2012,Active Network,Active Network,,,Baseball,,,,,,
908,Little League Baseball,Official,2012,Baseball Factory,Baseball Factory,,,Baseball,,,,,,
909,Little League Baseball,Official,2012,Dicks Sporting Goods,Dicks Sporting Goods,,,Baseball,,,,,,
910,Little League Baseball,Official,2012,Dudley,Dudley,,,Baseball,,,,,,
911,Little League Baseball,Official,2012,Easton Sports,Easton Sports,,,Baseball,,,,,,
912,Little League Baseball,Official,2012,Hilton Worldwide,Hilton Worldwide,,,Baseball,,,,,,
913,Little League Baseball,Official,2012,Honda,Honda,,,Baseball,,,,,,
914,Little League Baseball,Official,2012,Kelloggs Frosted Flakes,Kelloggs Frosted Flakes,,,Baseball,,,,,,
915,Little League Baseball,Official,2012,Musco Sports Lighting,Musco Sports Lighting,,,Baseball,,,,,,
916,Little League Baseball,Official,2012,New Era,New Era,,,Baseball,,,,,,
917,Little League Baseball,Official,2012,New York Life,New York Life,,,Baseball,,,,,,
918,Little League Baseball,Official,2012,Russell Athletic,Russell Athletic,,,Baseball,,,,,,
919,Little League Baseball,Official,2012,Spalding,Spalding,,,Baseball,,,,,,
920,Little League Baseball,Official,2012,Subway,Subway,,,Baseball,,,,,,
921,Little League Baseball,Official,2012,Youth Sports Live,Youth Sports Live,,,Baseball,,,,,,
922,Babe Ruth League,Official,2012,Adidas,Adidas,,,Baseball,,,,,,
923,Babe Ruth League,Official,2012,Babe Ruth Store,Babe Ruth Store,,,Baseball,,,,,,
924,Babe Ruth League,Official,2012,David Seeds,David Seeds,,,Baseball,,,,,,
925,Babe Ruth League,Official,2012,Hersheys,Hersheys,,,Baseball,,,,,,
926,Babe Ruth League,Official,2012,KK Insurance,KK Insurance,,,Baseball,,,,,,
927,Babe Ruth League,Official,2012,Musco Sports Lighting,Musco Sports Lighting,,,Baseball,,,,,,
928,Babe Ruth League,Official,2012,Nationwide Insurance,Nationwide Insurance,,,Baseball,,,,,,
929,Babe Ruth League,Official,2012,Rawlings,Rawlings,,,Baseball,,,,,,
930,Babe Ruth League,Official,2012,The Sports Authority,The Sports Authority,,,Baseball,,,,,,
931,Babe Ruth League,Official,2012,TSS Photography,TSS Photography,,,Baseball,,,,,,
932,Pop Warner,Official,2012,Active Network,Active Network,,,Football,,,,,,
933,Pop Warner,Official,2012,Backyard Sports Rookie Rush,Backyard Sports Rookie Rush,,,Football,,,,,,
934,Pop Warner,Official,2012,Bike Athletic,Bike Athletic,,,Football,,,,,,
935,Pop Warner,Official,2012,Chartis Insurance,Chartis Insurance,,,Football,,,,,,
936,Pop Warner,Official,2012,HK Anderson,HK Anderson,,,Football,,,,,,
937,Pop Warner,Official,2012,Jostens/OurHubub,Jostens/OurHubub,,,Football,,,,,,
938,Pop Warner,Official,2012,Modells Sporting Goods,Modells Sporting Goods,,,Football,,,,,,
939,Pop Warner,Official,2012,Panini America formerly Donruss,Panini America formerly Donruss,,,Football,,,,,,
940,Pop Warner,Official,2012,Russell Athletic,Russell Athletic,,,Football,,,,,,
941,Pop Warner,Official,2012,Schutt Sports,Schutt Sports,,,Football,,,,,,
942,Pop Warner,Official,2012,Spalding,Spalding,,,Football,,,,,,
943,Pop Warner,Official,2012,Team Cheer,Team Cheer,,,Football,,,,,,
944,Pop Warner,Official,2012,The Sports Authority,The Sports Authority,,,Football,,,,,,
945,American Youth Football,Official,2012,ASEP American Sport Education Programs,ASEP American Sport Education Programs,,,Football,,,,,,
946,American Youth Football,Official,2012,Citibank,Citibank,,,Football,,,,,,
947,American Youth Football,Official,2012,Get In the Game,Get In the Game,,,Football,,,,,,
948,American Youth Football,Official,2012,Glazier Coaching Clinics,Glazier Coaching Clinics,,,Football,,,,,,
949,American Youth Football,Official,2012,Kraft Foods,Kraft Foods,,,Football,,,,,,
950,American Youth Football,Official,2012,LexisNexis Volunteer Screening,LexisNexis Volunteer Screening,,,Football,,,,,,
951,American Youth Football,Official,2012,Modells Sporting Goods,Modells Sporting Goods,,,Football,,,,,,
952,American Youth Football,Official,2012,NCAA Football,NCAA Football,,,Football,,,,,,
953,American Youth Football,Official,2012,Riddell,Riddell,,,Football,,,,,,
954,American Youth Football,Official,2012,Sadler Sports Insurance,Sadler Sports Insurance,,,Football,,,,,,
955,American Youth Football,Official,2012,Salesforcecom,Salesforcecom,,,Football,,,,,,
956,American Youth Football,Official,2012,Sportography,Sportography,,,Football,,,,,,
957,American Youth Football,Official,2012,Sports Awards Company,Sports Awards Company,,,Football,,,,,,
958,American Youth Football,Official,2012,Under Armour,Under Armour,,,Football,,,,,,
959,American Youth Football,Official,2012,Universal Cheerleaders Association,Universal Cheerleaders Association,,,Football,,,,,,
960,American Youth Football,Official,2012,Wilson Sports,Wilson Sports,,,Football,,,,,,
961,American Youth Football,Official,2012,Xtreme Procision,Xtreme Procision,,,Football,,,,,,
962,American Youth Soccer,Official,2012,American Soccer Co/Score,American Soccer Co/Score,,,Soccer,,,,,,
963,American Youth Soccer,Official,2012,Banners USA,Banners USA,,,Soccer,,,,,,
964,American Youth Soccer,Official,2012,Clubspaces,Clubspaces,,,Soccer,,,,,,
965,American Youth Soccer,Official,2012,FoldAGoal,FoldAGoal,,,Soccer,,,,,,
966,American Youth Soccer,Official,2012,Fox Sports Channel,Fox Sports Channel,,,Soccer,,,,,,
967,American Youth Soccer,Official,2012,Herbalife,Herbalife,,,Soccer,,,,,,
968,American Youth Soccer,Official,2012,Liberty Mutual,Liberty Mutual,,,Soccer,,,,,,
969,American Youth Soccer,Official,2012,MedImmune,MedImmune,,,Soccer,,,,,,
970,American Youth Soccer,Official,2012,People to People,People to People,,,Soccer,,,,,,
971,American Youth Soccer,Official,2012,Ralphs,Ralphs,,,Soccer,,,,,,
972,American Youth Soccer,Official,2012,ShutterFly,ShutterFly,,,Soccer,,,,,,
973,American Youth Soccer,Official,2012,Sport Pins International,Sport Pins International,,,Soccer,,,,,,
974,American Youth Soccer,Official,2012,The Umbrella Store,The Umbrella Store,,,Soccer,,,,,,
975,American Youth Soccer,Official,2012,Baymont Inn  Suites,Baymont Inn  Suites,,,Soccer,,,,,,
976,US Youth Soccer,Official,2012,Clorox 2,Clorox 2,,,Soccer,,,,,,
977,US Youth Soccer,Official,2012,Coleman Repellents,Coleman Repellents,,,Soccer,,,,,,
978,US Youth Soccer,Official,2012,Degree,Degree,,,Soccer,,,,,,
979,US Youth Soccer,Official,2012,Fox Soccer,Fox Soccer,,,Soccer,,,,,,
980,US Youth Soccer,Official,2012,Kohls,Kohls,,,Soccer,,,,,,
981,US Youth Soccer,Official,2012,Kwik Goal,Kwik Goal,,,Soccer,,,,,,
