"","Season","Lg","Team","W","L","W-L%","Finish","SRS","ORtg","DRtg","Playoffs","Coaches"
"37","1976-77","NBA","Kansas City Kings","40","42",".488","4","0.93","100.5","99.6","","P. Johnson (40-42)"
"38","1975-76","NBA","Kansas City Kings","31","51",".378","3","-2.84","97.4","100.1","","P. Johnson (31-51)"
"39","1974-75","NBA","Kansas City-Omaha Kings*","44","38",".537","2","-0.15","96.8","97.1","Lost Western Conference Semifinals","P. Johnson (44-38)"
"40","1973-74","NBA","Kansas City-Omaha Kings","33","49",".402","4","-3.24","96.0","99.5","","B. Cousy (6-14), D. Young (0-4), P. Johnson (27-31)"
"41","1972-73","NBA","Kansas City-Omaha Kings","36","46",".439","4","-2.39","","","","B. Cousy (36-46)"
"42","1971-72","NBA","Cincinnati Royals","30","52",".366","3","-4.13","","","","B. Cousy (30-52)"
"43","1970-71","NBA","Cincinnati Royals","33","49",".402","3","-2.96","","","","B. Cousy (33-49)"
"44","1969-70","NBA","Cincinnati Royals","36","46",".439","5","-2.55","","","","B. Cousy (36-46)"
"45","1968-69","NBA","Cincinnati Royals","41","41",".500","5","-0.83","","","","E. Jucker (41-41)"
"46","1967-68","NBA","Cincinnati Royals","39","43",".476","5","-0.64","","","","E. Jucker (39-43)"
"47","1966-67","NBA","Cincinnati Royals*","39","42",".481","3","-0.23","","","Lost Eastern Division Semifinals","J. McMahon (39-42)"
"48","1965-66","NBA","Cincinnati Royals*","45","35",".563","3","1.03","","","Lost Eastern Division Semifinals","J. McMahon (45-35)"
"49","1964-65","NBA","Cincinnati Royals*","48","32",".600","2","2.03","","","Lost Eastern Division Semifinals","J. McMahon (48-32)"
"50","1963-64","NBA","Cincinnati Royals*","55","25",".688","2","4.43","","","Lost Eastern Division Finals","J. McMahon (55-25)"
"51","1962-63","NBA","Cincinnati Royals*","42","38",".525","3","1.24","","","Lost Eastern Division Finals","C. Wolf (42-38)"
"52","1961-62","NBA","Cincinnati Royals*","43","37",".538","2","1.28","","","Lost Western Division Semifinals","C. Wolf (43-37)"
"53","1960-61","NBA","Cincinnati Royals","33","46",".418","4","-3.04","","","","C. Wolf (33-46)"
"54","1959-60","NBA","Cincinnati Royals","19","56",".253","4","-5.92","","","","T. Marshall (19-56)"
"55","1958-59","NBA","Cincinnati Royals","19","53",".264","4","-7.89","","","","B. Wanzer (3-15), T. Marshall (16-38)"
"56","1957-58","NBA","Cincinnati Royals*","33","39",".458","3","-1.47","","","Lost Western Division Semifinals","B. Wanzer (33-39)"
"57","1956-57","NBA","Rochester Royals","31","41",".431","4","-2.07","","","","B. Wanzer (31-41)"
"58","1955-56","NBA","Rochester Royals","31","41",".431","4","-2.61","","","","B. Wanzer (31-41)"
"59","1954-55","NBA","Rochester Royals*","29","43",".403","3","-1.43","","","Lost Western Division Semifinals","L. Harrison (29-43)"
"60","1953-54","NBA","Rochester Royals*","44","28",".611","2","2.23","","","Lost Western Division Finals","L. Harrison (44-28)"
"61","1952-53","NBA","Rochester Royals*","44","26",".629","2","2.62","","","Lost Western Division Semifinals","L. Harrison (44-26)"
"62","1951-52","NBA","Rochester Royals*","41","25",".621","1","2.92","","","Lost Western Division Finals","L. Harrison (41-25)"
"63","1950-51","NBA","Rochester Royals*","41","27",".603","2","2.54","","","Won Finals","L. Harrison (41-27)"
"64","1949-50","NBA","Rochester Royals*","51","17",".750","2","7.72","","","Lost Central Division Semifinals","L. Harrison (51-17)"
"65","1948-49","BAA","Rochester Royals*","45","15",".750","1","6.13","","","Lost Western Division Finals","L. Harrison (45-15)"
