Number,Player,PlayerBio_URL,Position,Height,Weight,Year,Hometown,City,State,High_School,Prior_College,ID_Player_Race,Formal_Stated_Major,College_Major_Group,DBPediaCollege_Name,Season
82,Samuel Ukwuachu,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088050&Q_SEASON=2012,DE,6/4/13,222,RFr.,"Pearland, Texas ",Pearland,TEXAS,Pearland High School,,,,,Boise State University,2012-2013
18,Sean Wale,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377288&Q_SEASON=2012,P,6/1/13,171,Fr.,"La Habra, Calif. ",La Habra,CALIF,La Habra High School,,,,,Boise State University,2012-2013
83,Troy Ware,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=204879637&Q_SEASON=2012,WR,6/2/13,195,RFr.,"Oceanside, Calif. ",Oceanside,CALIF,Vista High School,,,,,Boise State University,2012-2013
51,Ben Weaver,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377341&Q_SEASON=2012,LB,6/1/00,226,Fr.,"Klein, Texas ",Klein,TEXAS,Klein High School,,,,,Boise State University,2012-2013
79,Avery Westendorf,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205617844&Q_SEASON=2012,OL,6/5/13,270,Fr.,"Boise, Idaho ",Boise,IDAHO,Cole Valley Christian,,,,,Boise State University,2012-2013
11,Shane Williams-Rhodes,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377441&Q_SEASON=2012,WR,5/6/13,154,Fr.,"Spring, Texas ",Spring,TEXAS,Klein Collins High School,,,,,Boise State University,2012-2013
90,Jamal Wilson,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205239512&Q_SEASON=2012,FB,5/11/13,227,RFr.,"Fontana, Calif. ",Fontana,CALIF,A.B. Miller High School,,,,,Boise State University,2012-2013
98,Jeffrey Worthy,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205088174&Q_SEASON=2012,DT,6/3/13,285,RFr.,"La Mirada, Calif. ",La Mirada,CALIF,Whittier Christian High School,,,,,Boise State University,2012-2013
39,Drew Wright,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1592607&Q_SEASON=2012,RB,5/9/13,203,RSr.,"Nampa, Idaho ",Nampa,IDAHO,Vallivue High School,,,,,Boise State University,2012-2013
75,Faraji Wright,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=1383759&Q_SEASON=2012,OT,6/3/13,300,RSr.,"Vallejo, Calif. ",Vallejo,CALIF,Berkeley High School,,,,,Boise State University,2012-2013
66,Mario Yakoo,http://www.broncosports.com/ViewArticle.dbml?SPSID=48552&SPID=4061&DB_LANG=C&DB_OEM_ID=9900&ATCLID=205377444&Q_SEASON=2012,OL,6/4/13,320,Fr.,"San Diego, Calif. ",San Diego,CALIF,Steele Canyon High School,,,,,Boise State University,2012-2013
