ID_School,ID_Sport,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Eligibility,Hometown/Last_School,Player_URL,,
LSU,MBBALL,2005-2006,4,Ben Voogd,Ben,Voogd,G,6/1/13,175,Fr.,HS,"Florence, Ore.æ (Siuslaw HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=185996,,
LSU,MBBALL,2005-2006,10,David Fleshman,David,Fleshman,G,6/1/00,184,So.,2L,"Baton Rouge, La.æ (The Dunham School)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174846,,
LSU,MBBALL,2005-2006,12,Tyrus Thomas,Tyrus,Thomas,F,6/9/13,215,Fr.,1L,"Baton Rouge, La.æ (McKinley HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174844,,
LSU,MBBALL,2005-2006,14,Garrett Temple,Garrett,Temple,G,6/5/13,176,Fr.,RS,"Baton Rouge, La.æ (University HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174836,,
LSU,MBBALL,2005-2006,15,Magnum Rolle,Magnum,Rolle,F,6/10/13,215,Fr.,HS,"Freeport, Bahamasæ (Laurinburg (N.C) Prep)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=185995,,
LSU,MBBALL,2005-2006,21,Chris Johnson,Chris,Johnson,C,6/11/13,190,Fr.,HS,"Montross, Va.æ (Laurinburg (N.C) Prep)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=185991,,
LSU,MBBALL,2005-2006,22,Darrel Mitchell,Darrel,Mitchell,G,5/11/13,178,Sr.,4L,"St. Martinville, La.æ (St. Martinville HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174831,,
LSU,MBBALL,2005-2006,30,Alex Farrer,Alex,Farrer,G,6/5/13,205,Fr.,HS,"Phoenix, Ariz.æ (St. Mary's HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=185987,,
LSU,MBBALL,2005-2006,35,Darnell Lazare,Darnell,Lazare,F,6/8/13,240,Jr.,2L,"Baton Rouge, La.æ (Woodlawn HS)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=174839,,
LSU,MBBALL,2005-2006,44,Kentrell Gransberry,Kentrell,Gransberry,F,6/9/13,268,Jr.,TR,"Baton Rouge, La.æ (Woodlawn HS/San Jacinto CC)",http://www.lsusports.net/ViewArticle.dbml?SPSID=27829&SPID=2166&DB_LANG=C&DB_OEM_ID=5200&ATCLID=185989,,
